target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 treatment effects,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', the observed reduction in the alternative pathway on extended complement testing was most consistent with","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', the observed reduction in the alternative pathway on extended complement testing was most consistent with treatment effects",Reasoning Step,"['The extended complement testing was performed 8\u2009days after the final PEX session and 4\u2009days after the first dose of eculizumab.', 'The observed reduction in the alternative pathway is most consistent with treatment effects rather than intrinsic complement depletion or activation.']","Because the reduced alternative pathway activity was measured after PEX and eculizumab, the report attributes it to therapy rather than baseline disease biology.",What explanation does the report give for the markedly reduced alternative pathway activity on extended complement testing?,treatment effects,"['The extended complement testing was performed 8\u2009days after the final PEX session and 4\u2009days after the first dose of eculizumab.', 'The observed reduction in the alternative pathway is most consistent with treatment effects rather than intrinsic complement depletion or activation.']","['The extended complement testing was performed 8\u2009days after the final PEX session and 4\u2009days after the first dose of eculizumab.', 'The observed reduction in the alternative pathway is most consistent with treatment effects rather than intrinsic complement depletion or activation.']"
 covered Capnocytophaga,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', the initial empiric antibiotic strategy was broad-spectrum intravenous piperacillin/tazobactam, which","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', the initial empiric antibiotic strategy was broad-spectrum intravenous piperacillin/tazobactam, which covered Capnocytophaga",Synthesized Insight,"['Due to the severity of her presentation, broad-spectrum intravenous piperacillin/tazobactam (Tazocin) was started to cover dog-associated pathogens, including Capnocytophaga species.', 'Notably, C. canimorsus was suspected from the onset and was 7\u2009days later confirmed by both aerobic and anaerobic blood cultures.']","The later-confirmed pathogen was one the initial regimen was chosen to cover, so the empiric strategy matched the eventual microbiology.",What did the later blood culture result show about the initial empiric antibiotic strategy?,covered Capnocytophaga,"['Due to the severity of her presentation, broad-spectrum intravenous piperacillin/tazobactam (Tazocin) was started to cover dog-associated pathogens, including Capnocytophaga species.', 'Notably, C. canimorsus was suspected from the onset and was 7\u2009days later confirmed by both aerobic and anaerobic blood cultures.']","['Due to the severity of her presentation, broad-spectrum intravenous piperacillin/tazobactam (Tazocin) was started to cover dog-associated pathogens, including Capnocytophaga species.', 'Notably, C. canimorsus was suspected from the onset and was 7\u2009days later confirmed by both aerobic and anaerobic blood cultures.']"
 early sepsis and DIC,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', CM-HUS was likely masked in an earlier phase before the later TMA features emerged during","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', CM-HUS was likely masked in an earlier phase before the later TMA features emerged during early sepsis and DIC",Synthesized Insight,"['Although the initial clinical course was dominated by sepsis-related multiorgan involvement, the later development of microangiopathic haemolytic anaemia (MAHA), thrombocytopenia and worsening acute kidney injury (AKI) suggested a superimposed TMA, highlighting how complement-mediated haemolytic uraemic syndrome (CM-HUS) may be obscured during the early sepsis and DIC phase.']",The report explicitly states that early sepsis and DIC could conceal the later-recognized CM-HUS.,In what earlier phase was CM-HUS likely masked before the later TMA features emerged?,early sepsis and DIC,"['Although the initial clinical course was dominated by sepsis-related multiorgan involvement, the later development of microangiopathic haemolytic anaemia (MAHA), thrombocytopenia and worsening acute kidney injury (AKI) suggested a superimposed TMA, highlighting how complement-mediated haemolytic uraemic syndrome (CM-HUS) may be obscured during the early sepsis and DIC phase.']","['Although the initial clinical course was dominated by sepsis-related multiorgan involvement, the later development of microangiopathic haemolytic anaemia (MAHA), thrombocytopenia and worsening acute kidney injury (AKI) suggested a superimposed TMA, highlighting how complement-mediated haemolytic uraemic syndrome (CM-HUS) may be obscured during the early sepsis and DIC phase.']"
 primary glomerulopathy,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', immunofluorescence revealed no immune complex deposition and electron microscopy demonstrated no evidence of a","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', immunofluorescence revealed no immune complex deposition and electron microscopy demonstrated no evidence of a primary glomerulopathy",Multi-Fact Integration,"['Once the thrombocyte count had increased to 77×10⁹/L, a kidney biopsy was performed showing severe acute tubular necrosis, ischaemic glomeruli with fibrin thrombi and scattered crescent formation, consistent with TMA.', 'Immunofluorescence and electron microscopy are not shown, as immunofluorescence revealed no immune complex deposition and electron microscopy demonstrated no evidence of primary glomerulopathy.']","Because biopsy supported TMA while immunofluorescence and electron microscopy showed no immune-complex or primary glomerular disease, a primary glomerulopathy was not supported.","Given the biopsy evidence for TMA but no immune complex deposition and no electron microscopic evidence of another glomerular disease, what alternative renal explanation was not supported?",primary glomerulopathy,"['Once the thrombocyte count had increased to 77×10⁹/L, a kidney biopsy was performed showing severe acute tubular necrosis, ischaemic glomeruli with fibrin thrombi and scattered crescent formation, consistent with TMA.', 'Immunofluorescence and electron microscopy are not shown, as immunofluorescence revealed no immune complex deposition and electron microscopy demonstrated no evidence of primary glomerulopathy.']","['Once the thrombocyte count had increased to 77×10⁹/L, a kidney biopsy was performed showing severe acute tubular necrosis, ischaemic glomeruli with fibrin thrombi and scattered crescent formation, consistent with TMA.', 'Immunofluorescence and electron microscopy are not shown, as immunofluorescence revealed no immune complex deposition and electron microscopy demonstrated no evidence of primary glomerulopathy.']"
 TTP,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', given an ADAMTS13 activity of 43.5% that effectively ruled out the diagnosis typically associated with activity below 10%, the TMA subtype that was ruled out was","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', given an ADAMTS13 activity of 43.5% that effectively ruled out the diagnosis typically associated with activity below 10%, the TMA subtype that was ruled out was TTP",Reasoning Step,"['ADAMTS13 activity was reported shortly after, at 43.5%, effectively ruling out thrombotic thrombocytopenic purpura (TTP), as TTP typically presents with activity below 10%.']","The measured ADAMTS13 activity is well above the report’s <10% TTP range, so that diagnosis was excluded.","Given an ADAMTS13 activity of 43.5% when TTP typically presents below 10%, which TMA subtype was ruled out?",TTP,"['ADAMTS13 activity was reported shortly after, at 43.5%, effectively ruling out thrombotic thrombocytopenic purpura (TTP), as TTP typically presents with activity below 10%.']","['ADAMTS13 activity was reported shortly after, at 43.5%, effectively ruling out thrombotic thrombocytopenic purpura (TTP), as TTP typically presents with activity below 10%.']"
 longer term therapy,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', identification of pathogenic complement gene abnormalities would favour","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', identification of pathogenic complement gene abnormalities would favour longer term therapy",Reasoning Step,['Identification of pathogenic complement gene abnormalities would favour longer term therapy with close monitoring for relapse.'],The report directly states that finding pathogenic complement variants would push management toward a longer duration of treatment.,"If pathogenic complement gene abnormalities had been identified, what treatment course would that have favoured?",longer term therapy,['Identification of pathogenic complement gene abnormalities would favour longer term therapy with close monitoring for relapse.'],['Identification of pathogenic complement gene abnormalities would favour longer term therapy with close monitoring for relapse.']
 complement blockade,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', the treatment that produced sustained recovery rather than only transient stabilisation was","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', the treatment that produced sustained recovery rather than only transient stabilisation was complement blockade",Multi-Fact Integration,"['In contrast, PEX is lifesaving in TTP, but provides only temporary benefit in CM-HUS, mainly by removing circulating complement fragments, inflammatory mediators or autoantibodies, without correcting the underlying complement system dysfunction.', 'In our patient, diuresis returned after the final PEX sessions but before eculizumab, reflecting only transient stabilisation.', 'Sustained haematological and renal recovery occurred only after complement blockade.']","The report separates transient improvement after PEX from lasting recovery after complement blockade, identifying the latter as the durable effective treatment.",Which treatment produced the sustained recovery rather than only transient stabilisation?,complement blockade,"['In contrast, PEX is lifesaving in TTP, but provides only temporary benefit in CM-HUS, mainly by removing circulating complement fragments, inflammatory mediators or autoantibodies, without correcting the underlying complement system dysfunction.', 'In our patient, diuresis returned after the final PEX sessions but before eculizumab, reflecting only transient stabilisation.', 'Sustained haematological and renal recovery occurred only after complement blockade.']","['In contrast, PEX is lifesaving in TTP, but provides only temporary benefit in CM-HUS, mainly by removing circulating complement fragments, inflammatory mediators or autoantibodies, without correcting the underlying complement system dysfunction.', 'In our patient, diuresis returned after the final PEX sessions but before eculizumab, reflecting only transient stabilisation.', 'Sustained haematological and renal recovery occurred only after complement blockade.']"
 excluding CM-HUS,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', given the report’s stated limitation of C3/C4 testing, no conclusion could be drawn from her normal C3/C4 levels for","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', given the report’s stated limitation of C3/C4 testing, no conclusion could be drawn from her normal C3/C4 levels for excluding CM-HUS",Reasoning Step,"['Locally available standard complement tests (C3/C4) were within normal limits', 'CM-HUS is a clinicopathological diagnosis of exclusion and complement levels (C3/C4) may be normal during the disease course. Importantly, normal complement levels (C3/C4) do not exclude CM-HUS, as levels may remain within reference ranges during the disease course.']","Because the report says normal C3/C4 can occur in CM-HUS, those normal values could not be used to rule it out.","Given the report’s stated limitation of C3/C4 testing, what conclusion could not be drawn from her normal C3/C4 levels?",excluding CM-HUS,"['Locally available standard complement tests (C3/C4) were within normal limits', 'CM-HUS is a clinicopathological diagnosis of exclusion and complement levels (C3/C4) may be normal during the disease course. Importantly, normal complement levels (C3/C4) do not exclude CM-HUS, as levels may remain within reference ranges during the disease course.']","['Locally available standard complement tests (C3/C4) were within normal limits', 'CM-HUS is a clinicopathological diagnosis of exclusion and complement levels (C3/C4) may be normal during the disease course. Importantly, normal complement levels (C3/C4) do not exclude CM-HUS, as levels may remain within reference ranges during the disease course.']"
 false positive DAT,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', after steroids failed and repeat DAT became negative despite schistocytes, the most likely interpretation of the original IgG-positive DAT was","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', after steroids failed and repeat DAT became negative despite schistocytes, the most likely interpretation of the original IgG-positive DAT was false positive DAT",Reasoning Step,"['A direct antiglobulin test (DAT) (Coombs test) was positive for IgG, raising suspicion of autoimmune haemolytic anaemia.', 'When the haemolytic process failed to respond to corticosteroid therapy and platelets remained low (41–46\u2009× 10⁹/L), further evaluation was warranted.', 'A peripheral blood smear revealed 15%–20% schistocytes, consistent with MAHA suggestive of TMA (figure 2). The initial DAT was likely a false positive from penicillin or prior transfusions; repeat testing was negative.']","Failure to improve with steroids, evidence of MAHA/TMA, and a negative repeat DAT together make the first IgG-positive DAT best interpreted as spurious.","After steroids failed and repeat DAT became negative despite schistocytes, what was the most likely interpretation of the original IgG-positive DAT?",false positive DAT,"['A direct antiglobulin test (DAT) (Coombs test) was positive for IgG, raising suspicion of autoimmune haemolytic anaemia.', 'When the haemolytic process failed to respond to corticosteroid therapy and platelets remained low (41–46\u2009× 10⁹/L), further evaluation was warranted.', 'A peripheral blood smear revealed 15%–20% schistocytes, consistent with MAHA suggestive of TMA (figure 2). The initial DAT was likely a false positive from penicillin or prior transfusions; repeat testing was negative.']","['A direct antiglobulin test (DAT) (Coombs test) was positive for IgG, raising suspicion of autoimmune haemolytic anaemia.', 'When the haemolytic process failed to respond to corticosteroid therapy and platelets remained low (41–46\u2009× 10⁹/L), further evaluation was warranted.', 'A peripheral blood smear revealed 15%–20% schistocytes, consistent with MAHA suggestive of TMA (figure 2). The initial DAT was likely a false positive from penicillin or prior transfusions; repeat testing was negative.']"
 uncontrolled infection,"According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', waiting for blood cultures to become negative before starting eculizumab reduced the risk of","According to the case report 'From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome', waiting for blood cultures to become negative before starting eculizumab reduced the risk of uncontrolled infection",Reasoning Step,"['A key therapeutic dilemma is using complement blockade during active bacteraemia, as terminal complement components are critical for defence against encapsulated bacteria—including Neisseria and Capnocytophaga—raising concerns about eculizumab-associated infectious risks.', 'In this case, eculizumab was initiated after blood cultures became negative, minimising this risk of uncontrolled infection.']","If complement blockade can worsen infectious risk during bacteraemia, waiting for negative cultures logically reduces uncontrolled infection risk.",What risk was reduced by waiting for blood cultures to become negative before starting eculizumab?,uncontrolled infection,"['A key therapeutic dilemma is using complement blockade during active bacteraemia, as terminal complement components are critical for defence against encapsulated bacteria—including Neisseria and Capnocytophaga—raising concerns about eculizumab-associated infectious risks.', 'In this case, eculizumab was initiated after blood cultures became negative, minimising this risk of uncontrolled infection.']","['A key therapeutic dilemma is using complement blockade during active bacteraemia, as terminal complement components are critical for defence against encapsulated bacteria—including Neisseria and Capnocytophaga—raising concerns about eculizumab-associated infectious risks.', 'In this case, eculizumab was initiated after blood cultures became negative, minimising this risk of uncontrolled infection.']"
