target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 computer networking,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', once orthogonal factorization is reframed as information transmission on a graph, the paper suggests drawing inspiration from a distinct research discipline:","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', once orthogonal factorization is reframed as information transmission on a graph, the paper suggests drawing inspiration from a distinct research discipline: computer networking",Synthesized Insight,"['This framework transforms the task of crafting a parameter-efficient dense orthogonal matrix into an information transmission problem within a grid-structured graph.', 'Our information transmission framework further enables us to draw inspiration from a distinct research discipline -- computer networking, where the efficiency of a network topology for transmitting information is heavily studied.']","Once matrix factorization is framed as graph-based information transmission, a field centered on efficient network topologies becomes directly relevant.","Once orthogonal factorization is reframed as information transmission on a graph, what outside field does the paper imply can suggest better matrix structures?",computer networking,"['This framework transforms the task of crafting a parameter-efficient dense orthogonal matrix into an information transmission problem within a grid-structured graph.', 'Our information transmission framework further enables us to draw inspiration from a distinct research discipline -- computer networking, where the efficiency of a network topology for transmitting information is heavily studied.']","['This framework transforms the task of crafting a parameter-efficient dense orthogonal matrix into an information transmission problem within a grid-structured graph.', 'Our information transmission framework further enables us to draw inspiration from a distinct research discipline -- computer networking, where the efficiency of a network topology for transmitting information is heavily studied.']"
 block-diagonal to dense,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', with block size $b$ fixed, if $m$ is increased from $1$ to $\log \frac{2d}{b}$, BOFT moves from one matrix form to another:","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', with block size $b$ fixed, if $m$ is increased from $1$ to $\log \frac{2d}{b}$, BOFT moves from one matrix form to another: block-diagonal to dense",Multi-Fact Integration,"['When $m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.']","With the same block size, increasing $m$ from 1 to $\log(2d/b)$ moves BOFT from the block-diagonal OFT case to a dense orthogonal matrix.","With block size $b$ fixed, if $m$ is increased from 1 to $\log(2d/b)$, BOFT moves from what kind of matrix to what kind of matrix?",block-diagonal to dense,"['When $m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.']","['When $m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.']"
 block-wise permutations,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', it is enough to make only the $2b\times 2b$ blocks orthogonal when constructing larger block butterfly components because the remaining structure can be handled by","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', it is enough to make only the $2b\times 2b$ blocks orthogonal when constructing larger block butterfly components because the remaining structure can be handled by block-wise permutations",Reasoning Step,"['""To guarantee the block butterfly component $\\tilde{\\bm{B}}^b(d,2)$ to be orthogonal, we parameterize each $2b\\times 2b$ block matrix to be orthogonal.""', '""The non-zero pattern of the other butterfly components $\\tilde{\\bm{B}}^b(d,k),k>2$ are the block-wise permutation of the non-zero pattern of $\\tilde{\\bm{B}}^b(d,2)$ and therefore can be similarly turned into orthogonal matrices.""']","Because larger butterfly components only rearrange the same block pattern, making the base 2b×2b blocks orthogonal is enough to extend orthogonality to the larger components.",Why is it enough to make only the 2b×2b blocks orthogonal when constructing larger block butterfly components?,block-wise permutations,"['""To guarantee the block butterfly component $\\tilde{\\bm{B}}^b(d,2)$ to be orthogonal, we parameterize each $2b\\times 2b$ block matrix to be orthogonal.""', '""The non-zero pattern of the other butterfly components $\\tilde{\\bm{B}}^b(d,k),k>2$ are the block-wise permutation of the non-zero pattern of $\\tilde{\\bm{B}}^b(d,2)$ and therefore can be similarly turned into orthogonal matrices.""']","['""To guarantee the block butterfly component $\\tilde{\\bm{B}}^b(d,2)$ to be orthogonal, we parameterize each $2b\\times 2b$ block matrix to be orthogonal.""', '""The non-zero pattern of the other butterfly components $\\tilde{\\bm{B}}^b(d,k),k>2$ are the block-wise permutation of the non-zero pattern of $\\tilde{\\bm{B}}^b(d,2)$ and therefore can be similarly turned into orthogonal matrices.""']"
 full rank,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a factor matrix between two adjacent levels had fewer than $d$ edges, it could fail to be","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if a factor matrix between two adjacent levels had fewer than $d$ edges, it could fail to be full rank",Reasoning Step,"['for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level, which makes the number of edges between adjacent levels at least $d$', 'The information transmission view can help us gain a better understanding of the sparsity pattern of factorization matrices in OFT.']","Since orthogonality requires full rank and full rank requires at least d edges between adjacent levels, using fewer than d edges can break full rank.","If a factor matrix between two adjacent levels had fewer than $d$ edges, which requirement needed for orthogonality could fail?",full rank,"['for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level, which makes the number of edges between adjacent levels at least $d$', 'The information transmission view can help us gain a better understanding of the sparsity pattern of factorization matrices in OFT.']","['for each matrix $\\bm{B}_i$ to be full-rank (a necessary condition of orthogonality), we need to have $d$ edges to form a bijection between all the nodes in the $i$-th level and all the nodes in the $(i=1)$-th level, which makes the number of edges between adjacent levels at least $d$', 'The information transmission view can help us gain a better understanding of the sparsity pattern of factorization matrices in OFT.']"
" smaller b, larger m","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the directional change in BOFT's settings that tends to improve parameter efficiency while keeping approximation error similar is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', the directional change in BOFT's settings that tends to improve parameter efficiency while keeping approximation error similar is smaller b, larger m",Multi-Fact Integration,"['""BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.""', '""For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).""']",The example supports the stated trend that decreasing b while increasing m can retain similar error with fewer parameters.,"According to the simulation results, what directional change in BOFT's settings tends to improve parameter efficiency while keeping approximation error similar?","smaller b, larger m","['""BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.""', '""For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).""']","['""BOFT with smaller $b$ and larger $m$ is generally more parameter-efficient.""', '""For example, BOFT($6$,$4$) uses much less parameters but yields a similar approximation error to BOFT($2$,$16$).""']"
 generalizability,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT were expanded only to maximize expressiveness, one aspect of finetuning could still get worse:","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT were expanded only to maximize expressiveness, one aspect of finetuning could still get worse: generalizability",Synthesized Insight,"['better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance.', 'The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.']","If expressiveness alone does not guarantee good finetuning and the key is its trade-off with regularity, then maximizing expressiveness can still hurt generalizability.","If BOFT were expanded only to maximize expressiveness, what aspect of finetuning could still get worse according to the paper?",generalizability,"['better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance.', 'The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.']","['better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance.', 'The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.']"
 butterfly factorization,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if you need a dense orthogonal finetuning matrix but want asymptotically fewer parameters than a full dense orthogonal matrix, the parameterization that satisfies both goals is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if you need a dense orthogonal finetuning matrix but want asymptotically fewer parameters than a full dense orthogonal matrix, the parameterization that satisfies both goals is butterfly factorization",Synthesized Insight,"['""BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.""', '""If we use the butterfly matrix, i.e. $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters. In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters""']",These facts together show that the butterfly construction achieves density while using asymptotically fewer parameters than a full dense orthogonal matrix.,"If you need a dense orthogonal finetuning matrix but want asymptotically fewer parameters than a full dense orthogonal matrix, what parameterization from the paper satisfies both goals?",butterfly factorization,"['""BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.""', '""If we use the butterfly matrix, i.e. $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters. In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters""']","['""BOFT($\\log \\frac{2d}{b}$,$b$) uses the block butterfly matrix $\\bm{B}^{\\frac{b}{2}}(d)$ as $\\bm{R}$, and yields a dense orthogonal matrix $\\bm{R}$.""', '""If we use the butterfly matrix, i.e. $m=\\log d,b=2$, BOFT uses $\\mathcal{O}(d\\log d)$ parameters. In contrast, the original OFT with a full dense orthogonal matrix uses $\\mathcal{O}(d^2)$ parameters""']"
 4 edges,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', for the $d=4$ example, the butterfly network uses how many fewer edges than a single dense orthogonal matrix?","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', for the $d=4$ example, the butterfly network uses how many fewer edges than a single dense orthogonal matrix? 4 edges",Reasoning Step,"['A naive dense connection between two levels takes $\\mathcal{O}(d^2)$ edges (\\emph{i.e.}, a single dense orthogonal matrix), yielding $d^2-d$ edges (for $d=4$, it is 12 edges).', 'For example, the topology in Figure~\\ref{fig:info_trans} takes $10$ edges to achieve dense connectivity, while the butterfly network only takes $8$ edges.']","For the d=4 example, subtracting the butterfly network's 8 edges from the dense matrix's 12 edges gives the saving.","For the $d=4$ example, how many fewer edges does the butterfly network use than a single dense orthogonal matrix?",4 edges,"['A naive dense connection between two levels takes $\\mathcal{O}(d^2)$ edges (\\emph{i.e.}, a single dense orthogonal matrix), yielding $d^2-d$ edges (for $d=4$, it is 12 edges).', 'For example, the topology in Figure~\\ref{fig:info_trans} takes $10$ edges to achieve dense connectivity, while the butterfly network only takes $8$ edges.']","['A naive dense connection between two levels takes $\\mathcal{O}(d^2)$ edges (\\emph{i.e.}, a single dense orthogonal matrix), yielding $d^2-d$ edges (for $d=4$, it is 12 edges).', 'For example, the topology in Figure~\\ref{fig:info_trans} takes $10$ edges to achieve dense connectivity, while the butterfly network only takes $8$ edges.']"
 increasing $m$,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if block size $b$ is fixed, BOFT must change from the OFT-equivalent setting to become more expressive than OFT by","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if block size $b$ is fixed, BOFT must change from the OFT-equivalent setting to become more expressive than OFT by increasing $m$",Multi-Fact Integration,"['When $\\thickmuskip=2mu \\medmuskip=2mu m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT is more expressive than OFT with the same block size.']","If m=1 gives the OFT-equivalent case, then exceeding OFT's expressivity at the same block size requires moving beyond m=1.","If block size $b$ is fixed, what must BOFT change from the OFT-equivalent setting to become more expressive than OFT?",increase m,"['When $\\thickmuskip=2mu \\medmuskip=2mu m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT is more expressive than OFT with the same block size.']","['When $\\thickmuskip=2mu \\medmuskip=2mu m=1$, then BOFT($1$,$b$) reduces to the block-diagonal OFT~\\cite{qiu2023controlling} with the block size $b$.', 'BOFT is more expressive than OFT with the same block size.']"
 the expressivity-regularity trade-off,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', expanding BOFT to represent the entire orthogonal group would not necessarily give the best finetuning performance because of","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', expanding BOFT to represent the entire orthogonal group would not necessarily give the best finetuning performance because of the expressivity-regularity trade-off",Synthesized Insight,"['""However, we note that better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance.""', '""The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.""']","Since the paper says more expressiveness alone can hurt finetuning and that generalization depends on balancing expressivity with regularity, full orthogonal expressiveness is not automatically best.",Why would expanding BOFT to represent the entire orthogonal group not necessarily give the best finetuning performance?,the expressivity-regularity trade-off,"['""However, we note that better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance.""', '""The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.""']","['""However, we note that better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance.""', '""The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.""']"
 regularity,"According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT is generalized enough to represent the entire orthogonal group, the key factor besides expressivity that still determines whether finetuning will generalize well is","According to the paper 'Parameter-Efficient Orthogonal Finetuning via Factorization', if BOFT is generalized enough to represent the entire orthogonal group, the key factor besides expressivity that still determines whether finetuning will generalize well is regularity",Synthesized Insight,"['When $m_1=m_2=\\log d$, $b_1=b_2=2$ and $l=d-1$, then $\\bm{R}^G(m_1,b_1,m_2,b_2,l)$ can represent the entire orthogonal group.', 'However, we note that better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance. The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.']","Even if the parameterization can cover the whole orthogonal group, the paper says finetuning quality still depends on maintaining regularity, not expressiveness alone.","If BOFT is generalized enough to represent the entire orthogonal group, what key factor besides expressivity still determines whether finetuning will generalize well?",regularity,"['When $m_1=m_2=\\log d$, $b_1=b_2=2$ and $l=d-1$, then $\\bm{R}^G(m_1,b_1,m_2,b_2,l)$ can represent the entire orthogonal group.', 'However, we note that better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance. The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.']","['When $m_1=m_2=\\log d$, $b_1=b_2=2$ and $l=d-1$, then $\\bm{R}^G(m_1,b_1,m_2,b_2,l)$ can represent the entire orthogonal group.', 'However, we note that better expressiveness does not always lead to better performance in finetuning, as full finetuning, despite its universal expressiveness, often yields unsatisfactory performance. The trade-off between expressivity and regularity is the key to the generalizability of model finetuning.']"
