target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 smaller $\epsilon$,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a practitioner wants COFT to stay closer to the pretrained model rather than behave like OFT, $\epsilon$ should be set to","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if a practitioner wants COFT to stay closer to the pretrained model rather than behave like OFT, $\epsilon$ should be set to smaller $\epsilon$",Reasoning Step,"['Figure~\\ref{fig:eps_coft} provides an example on how $\\epsilon$ affects the performance of COFT.', 'We can observe that $\\epsilon$ controls the flexibility of finetuning. With larger $\\epsilon$, the COFT-finetuned model resembles the OFT-finetuned model. With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']","If smaller $\epsilon$ makes COFT behave more like the pretrained model, then choosing a smaller $\epsilon$ is the way to keep it closer to pretraining.","If a practitioner wants COFT to stay closer to the pretrained model rather than behave like OFT, how should $\epsilon$ be set?",smaller $\epsilon$,"['Figure~\\ref{fig:eps_coft} provides an example on how $\\epsilon$ affects the performance of COFT.', 'We can observe that $\\epsilon$ controls the flexibility of finetuning. With larger $\\epsilon$, the COFT-finetuned model resembles the OFT-finetuned model. With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']","['Figure~\\ref{fig:eps_coft} provides an example on how $\\epsilon$ affects the performance of COFT.', 'We can observe that $\\epsilon$ controls the flexibility of finetuning. With larger $\\epsilon$, the COFT-finetuned model resembles the OFT-finetuned model. With smaller $\\epsilon$, the COFT-finetuned model behaves increasingly similar to the pretrained text-to-image diffusion model.']"
 semantic generation ability,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if finetuning applies the same orthogonal transformation to all neurons in a layer, it is designed to preserve","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if finetuning applies the same orthogonal transformation to all neurons in a layer, it is designed to preserve semantic generation ability",Multi-Fact Integration,"['""We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.""', '""the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.""']","If an orthogonal layer-shared transform preserves pairwise hyperspherical similarity, and that preservation is stated to be crucial for semantics, then the preserved capability is the model's semantic generation ability.","If finetuning applies the same orthogonal transformation to all neurons in a layer, what pretrained capability is it designed to preserve?",semantic generation ability,"['""We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.""', '""the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.""']","['""We find that this property is crucial for preserving the semantic generation ability of text-to-image diffusion models.""', '""the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.""']"
 sample efficiency,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', since OFT can converge with only 5% of ADE20K and with fewer images and epochs overall, this demonstrates its training advantage of","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', since OFT can converge with only 5% of ADE20K and with fewer images and epochs overall, this demonstrates its training advantage of sample efficiency",Synthesized Insight,"['Moreover, OFT achieves better sample efficiency, as it converges well with a much smaller number of training images and epochs.', 'The right example in Figure~\\ref{fig:teaser} shows that OFT is much more data-efficient than ControlNet and LoRA, since OFT can converge well with only 5\\% of the ADE20K dataset.']",Converging with far fewer images and epochs is exactly the behavior described as better sample efficiency.,"Since OFT can converge with only 5% of ADE20K and with fewer images and epochs overall, what training advantage does this demonstrate?",sample efficiency,"['Moreover, OFT achieves better sample efficiency, as it converges well with a much smaller number of training images and epochs.', 'The right example in Figure~\\ref{fig:teaser} shows that OFT is much more data-efficient than ControlNet and LoRA, since OFT can converge well with only 5\\% of the ADE20K dataset.']","['Moreover, OFT achieves better sample efficiency, as it converges well with a much smaller number of training images and epochs.', 'The right example in Figure~\\ref{fig:teaser} shows that OFT is much more data-efficient than ControlNet and LoRA, since OFT can converge well with only 5\\% of the ADE20K dataset.']"
 the pretrained model,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if COFT sets its deviation budget to \(\epsilon=0\), it reduces to the pretrained model",Reasoning Step,"['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","If $\epsilon=0$, the deviation constraint forces $\bm{R}=\bm{I}$, so the forward pass uses $\bm{W}^0$ exactly and COFT reduces to the original pretrained model.","If COFT sets its deviation budget to $\epsilon=0$, what model does it reduce to?",the pretrained model,"['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']","['COFT uses the following forward pass: $\\bm{z}=\\bm{W}^\\top\\bm{x}=(\\bm{R}\\cdot\\bm{W}^0)^\\top\\bm{x},~~~\\text{s.t.}~\\bm{R}^\\top\\bm{R}=\\bm{R}\\bm{R}^\\top=\\bm{I},~\\norm{\\bm{R}-\\bm{I}}\\leq \\epsilon$', 'which has an orthogonality constraint and an $\\epsilon$-deviation constraint to an identity matrix.']"
 a rotation or reflection,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', OFT achieves zero hyperspherical-energy difference from the pretrained layer by making a layer’s weights undergo a rotation or reflection",Reasoning Step,"['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']",The paper states that zero hyperspherical-energy difference is attained exactly when the finetuned weights are related to pretrained weights by an orthogonal rotation or reflection.,What kind of change to a layer's weights lets OFT achieve zero hyperspherical-energy difference from the pretrained layer?,a rotation or reflection,"['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']","['""One can easily observe that the attainable minimum is zero for Eq.~\\eqref{eq:oft_principle}.""', '""The minimum can be achieved as long as $\\bm{W}$ and $\\bm{W}^0$ differ only up to a rotation or reflection, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu \\bm{W}=\\bm{R}\\bm{W}^0$ in which $\\thickmuskip=2mu \\medmuskip=2mu \\bm{R}\\in\\mathbb{R}^{d\\times d}$ is an orthogonal matrix""']"
 direction updates on a hypersphere,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', according to the paper's two-part explanation, the combination that helps OFT converge faster than baseline finetuning is","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', according to the paper's two-part explanation, the combination that helps OFT converge faster than baseline finetuning is direction updates on a hypersphere",Synthesized Insight,"['""On one hand, we can see from Figure~\\ref{fig:toy_ae} that the most effective update to modify the semantics is to change neuron directions, which is exactly what OFT is designed for.""', '""On the other hand, OFT can be viewed as finetuning neurons on a smooth hypersphere manifold, which yields better optimization landscape.""']",The paper gives two reasons for faster convergence: OFT updates the semantic-bearing directions and does so on a smoother optimization manifold.,"According to the paper's two-part explanation, what combination helps OFT converge faster than baseline finetuning?",direction updates on a hypersphere,"['""On one hand, we can see from Figure~\\ref{fig:toy_ae} that the most effective update to modify the semantics is to change neuron directions, which is exactly what OFT is designed for.""', '""On the other hand, OFT can be viewed as finetuning neurons on a smooth hypersphere manifold, which yields better optimization landscape.""']","['""On one hand, we can see from Figure~\\ref{fig:toy_ae} that the most effective update to modify the semantics is to change neuron directions, which is exactly what OFT is designed for.""', '""On the other hand, OFT can be viewed as finetuning neurons on a smooth hypersphere manifold, which yields better optimization landscape.""']"
 depth-wise convolution kernels,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if OFT uses as many blocks as the number of input channels in a convolution layer, its transform resembles depth-wise convolution kernels",Reasoning Step,"['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","Matching the number of blocks to the number of input channels isolates each channel's transform, which the paper likens to depth-wise convolution kernels.","If OFT uses as many blocks as input channels in a convolution layer, what kind of convolution behavior does its transform resemble?",depth-wise convolution kernels,"['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']","['OFT is also well suited for finetuning convolution layers, because the block-diagonal structure of $\\bm{R}$ has interesting interpretations in convolution layers (unlike LoRA).', 'When we use the same number of blocks as the number of input channels, each block only transforms a unique neuron channel, similar to learning depth-wise convolution kernels~\\cite{chollet2017xception}.']"
 magnitudes are normalized out,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', Re-scaled OFT can learn per-neuron scaling without altering the hyperspherical-energy property because magnitudes are normalized out",Reasoning Step,"['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","Because hyperspherical energy depends on normalized neurons, changing only magnitudes through a diagonal scaling does not alter it.",Why can re-scaled OFT learn per-neuron scaling without altering the hyperspherical-energy property?,magnitudes are normalized out,"['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']","['We propose a simple extension to the original OFT by additionally learning a magnitude scaling coefficient for each neuron.', 'This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).']"
 constrained deviation from the pretrained model,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', COFT yields even better finetuning stability than OFT due to its explicit constrained deviation from the pretrained model",Multi-Fact Integration,"['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']",The paper attributes COFT's extra stability specifically to the added explicit limit on how far the finetuned model may move from the pretrained one.,What extra ingredient gives COFT better finetuning stability than OFT?,constrained deviation from the pretrained model,"['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']","['COFT can be viewed as a combination of two explicit constraints: minimal hyperspherical energy difference and constrained deviation from the pretrained model.', 'Despite the excellent performance of OFT, we observe that COFT yields even better finetuning stability than OFT due to this explicit deviation constraint.']"
 lower parameter complexity,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if all OFT blocks are shared, a further reduction in parameters is obtained without sacrificing hyperspherical-energy preservation:","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', if all OFT blocks are shared, a further reduction in parameters is obtained without sacrificing hyperspherical-energy preservation: lower parameter complexity",Multi-Fact Integration,"['""We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.""', '""Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.""']","Sharing the blocks lowers the parameter complexity, and because the resulting matrix is still orthogonal, the preservation guarantee is unchanged.","If all OFT blocks are shared, what benefit is gained without sacrificing hyperspherical-energy preservation?",lower parameter complexity,"['""We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.""', '""Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.""']","['""We can optionally share the block matrix to further reduce the number of parameters, \\emph{i.e.}, $\\thickmuskip=2mu \\medmuskip=2mu\\bm{R}_i=\\bm{R}_j,\\forall i\\neq j$. This reduces the parameter complexity to $\\mathcal{O}(d^2/r^2)$.""', '""Despite all these strategies to improve parameter efficiency, we note that the resulting matrix $\\bm{R}$ remains orthogonal, so there is no sacrifice in preserving hyperspherical energy.""']"
 zero,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for the landmark-to-face task, the control-consistency score that would correspond to perfect alignment between the control landmarks and the generated face landmarks is","According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', for the landmark-to-face task, the control-consistency score that would correspond to perfect alignment between the control landmarks and the generated face landmarks is zero",Reasoning Step,"['Specifically for the evaluation metric, we compute the mean $\\ell_2$ distance between control face landmarks and predicted face landmarks.']","If every predicted landmark matches its control landmark exactly, every $\ell_2$ distance is zero, so the mean is zero.","For the landmark-to-face task, what control-consistency score would correspond to perfect alignment between the control landmarks and the generated face landmarks?",zero,"['Specifically for the evaluation metric, we compute the mean $\\ell_2$ distance between control face landmarks and predicted face landmarks.']","['Specifically for the evaluation metric, we compute the mean $\\ell_2$ distance between control face landmarks and predicted face landmarks.']"
