question,answer,fewshot_question,original_question,contextualized_question
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors explain that Orthogonal Finetuning (OFT) is designed to preserve the hyperspherical energy of the pretrained model so that its intrinsic semantic structure is not harmed during finetuning. According to the paper, what is the likely effect on the pretrained semantic structures of a diffusion model if a finetuning method were to instead aggressively minimize the hyperspherical energy?
(A) stabilized
(B) enhanced
(C) preserved
(D) destroyed",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors explain that Orthogonal Finetuning (OFT) is designed to preserve the hyperspherical energy of the pretrained model so that its intrinsic semantic structure is not harmed during finetuning. According to the paper, what is the likely effect on the pretrained semantic structures of a diffusion model if a finetuning method were to instead aggressively minimize the hyperspherical energy?
(A) stabilized
(B) enhanced
(C) preserved
(D) destroyed
Answer:","If a finetuning method instead minimized hyperspherical energy aggressively, what is the likely effect on pretrained semantic structures?","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors explain that Orthogonal Finetuning (OFT) is designed to preserve the hyperspherical energy of the pretrained model so that its intrinsic semantic structure is not harmed during finetuning. According to the paper, what is the likely effect on the pretrained semantic structures of a diffusion model if a finetuning method were to instead aggressively minimize the hyperspherical energy?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors state that Orthogonal Finetuning (OFT) achieves a ""sweet spot"" between two competing properties of model adaptation. Which two competing properties does OFT balance (three words)?
(A) stability and accuracy
(B) flexibility and regularity
(C) precision and generality
(D) performance and robustness",(B),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors state that Orthogonal Finetuning (OFT) achieves a ""sweet spot"" between two competing properties of model adaptation. Which two competing properties does OFT balance (three words)?
(A) stability and accuracy
(B) flexibility and regularity
(C) precision and generality
(D) performance and robustness
Answer:",Which two competing properties does OFT balance (three words)?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors state that Orthogonal Finetuning (OFT) achieves a ""sweet spot"" between two competing properties of model adaptation. Which two competing properties does OFT balance (three words)?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors describe Orthogonal Finetuning (OFT) as learning layer-shared orthogonal matrices that transform neuron vectors in each layer, noting that these transformations can be interpreted as rotations or reflections in the parameter space. According to this description, which basic linear operation on neuron vectors most directly characterizes the effect of OFT?
(A) rotation
(B) reflection
(C) translation
(D) scaling",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors describe Orthogonal Finetuning (OFT) as learning layer-shared orthogonal matrices that transform neuron vectors in each layer, noting that these transformations can be interpreted as rotations or reflections in the parameter space. According to this description, which basic linear operation on neuron vectors most directly characterizes the effect of OFT?
(A) rotation
(B) reflection
(C) translation
(D) scaling
Answer:",Which basic linear operation best captures OFT's effect on neuron vectors?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors describe Orthogonal Finetuning (OFT) as learning layer-shared orthogonal matrices that transform neuron vectors in each layer, noting that these transformations can be interpreted as rotations or reflections in the parameter space. According to this description, which basic linear operation on neuron vectors most directly characterizes the effect of OFT?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', an ablation study compares the standard Orthogonal Finetuning (OFT) method with a variant in which a key constraint is removed. According to this ablation, removing which specific constraint causes OFT to fail to generate realistic images and to lose its controllable generation ability?
(A) weight freezing constraint
(B) sparsity constraint
(C) low-rank constraint
(D) orthogonality constraint",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', an ablation study compares the standard Orthogonal Finetuning (OFT) method with a variant in which a key constraint is removed. According to this ablation, removing which specific constraint causes OFT to fail to generate realistic images and to lose its controllable generation ability?
(A) weight freezing constraint
(B) sparsity constraint
(C) low-rank constraint
(D) orthogonality constraint
Answer:",Which constraint's removal causes OFT to fail in controllable generation according to the ablation?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', an ablation study compares the standard Orthogonal Finetuning (OFT) method with a variant in which a key constraint is removed. According to this ablation, removing which specific constraint causes OFT to fail to generate realistic images and to lose its controllable generation ability?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that when applying Orthogonal Finetuning (OFT) to convolutional layers and choosing the number of blocks in the orthogonal matrix R to equal the number of input channels, each block operates on a single neuron channel. According to the paper, to which specific two-word type of convolution are these per-channel block transformations analogous?
(A) grouped convolution
(B) standard convolution
(C) point-wise convolution
(D) depth-wise convolution",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that when applying Orthogonal Finetuning (OFT) to convolutional layers and choosing the number of blocks in the orthogonal matrix R to equal the number of input channels, each block operates on a single neuron channel. According to the paper, to which specific two-word type of convolution are these per-channel block transformations analogous?
(A) grouped convolution
(B) standard convolution
(C) point-wise convolution
(D) depth-wise convolution
Answer:","When blocks equal input channels, OFT's block transforms are analogous to which convolution type (two words)?","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that when applying Orthogonal Finetuning (OFT) to convolutional layers and choosing the number of blocks in the orthogonal matrix R to equal the number of input channels, each block operates on a single neuron channel. According to the paper, to which specific two-word type of convolution are these per-channel block transformations analogous?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors draw on prior work such as SphereNet and related studies showing that constraining neurons or features to a unit hypersphere emphasizes directional (angular) information, and that phase or angular components preserve most of the semantic content. According to this perspective, what implicit assumption about how neurons represent information underlies the Orthogonal Finetuning (OFT) method?
(A) neuron norms fully capture meaning
(B) magnitudes encode semantics
(C) angles encode semantics
(D) activation strength determines semantics",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors draw on prior work such as SphereNet and related studies showing that constraining neurons or features to a unit hypersphere emphasizes directional (angular) information, and that phase or angular components preserve most of the semantic content. According to this perspective, what implicit assumption about how neurons represent information underlies the Orthogonal Finetuning (OFT) method?
(A) neuron norms fully capture meaning
(B) magnitudes encode semantics
(C) angles encode semantics
(D) activation strength determines semantics
Answer:",What implicit assumption about neuron representation underlies OFT?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors draw on prior work such as SphereNet and related studies showing that constraining neurons or features to a unit hypersphere emphasizes directional (angular) information, and that phase or angular components preserve most of the semantic content. According to this perspective, what implicit assumption about how neurons represent information underlies the Orthogonal Finetuning (OFT) method?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors draw an analogy between neuron directions in a neural network and the phase component in a Fourier transform, arguing that changing neuron directions is key to modifying semantics in generated images. According to this analogy, what operation can be applied to neurons that is analogous to changing only the magnitude (while leaving the semantic content of the representation largely intact)?
(A) scaling magnitudes
(B) altering activation phases
(C) shifting neuron biases
(D) rotating neuron directions",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors draw an analogy between neuron directions in a neural network and the phase component in a Fourier transform, arguing that changing neuron directions is key to modifying semantics in generated images. According to this analogy, what operation can be applied to neurons that is analogous to changing only the magnitude (while leaving the semantic content of the representation largely intact)?
(A) scaling magnitudes
(B) altering activation phases
(C) shifting neuron biases
(D) rotating neuron directions
Answer:","If neuron directions are analogous to Fourier phase, what operation on neurons is analogous to changing magnitude only (leaving semantics largely intact)?","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors draw an analogy between neuron directions in a neural network and the phase component in a Fourier transform, arguing that changing neuron directions is key to modifying semantics in generated images. According to this analogy, what operation can be applied to neurons that is analogous to changing only the magnitude (while leaving the semantic content of the representation largely intact)?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that orthogonal matrices obtained from multiple OFT finetuning tasks can be combined by matrix multiplication. According to the paper, when two such learned OFT matrices are multiplied together, what single-word property of the resulting matrix is preserved?
(A) unitary
(B) invertible
(C) symmetric
(D) orthogonal",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that orthogonal matrices obtained from multiple OFT finetuning tasks can be combined by matrix multiplication. According to the paper, when two such learned OFT matrices are multiplied together, what single-word property of the resulting matrix is preserved?
(A) unitary
(B) invertible
(C) symmetric
(D) orthogonal
Answer:","If you multiply two learned OFT matrices, what property is preserved (one word)?","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors note that orthogonal matrices obtained from multiple OFT finetuning tasks can be combined by matrix multiplication. According to the paper, when two such learned OFT matrices are multiplied together, what single-word property of the resulting matrix is preserved?"
"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors observe that the semantic information of input images is mainly stored in a particular characteristic of neurons, and that modifying this characteristic is key to semantically changing the generated images. In the OFT method, what specific characteristic of the neurons is intentionally modified in order to control image semantics?
(A) neuron directions
(B) neuron positional encodings
(C) neuron activation thresholds
(D) neuron magnitudes",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors observe that the semantic information of input images is mainly stored in a particular characteristic of neurons, and that modifying this characteristic is key to semantically changing the generated images. In the OFT method, what specific characteristic of the neurons is intentionally modified in order to control image semantics?
(A) neuron directions
(B) neuron positional encodings
(C) neuron activation thresholds
(D) neuron magnitudes
Answer:",What primary characteristic of neurons does OFT deliberately change to control semantics?,"According to the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors observe that the semantic information of input images is mainly stored in a particular characteristic of neurons, and that modifying this characteristic is key to semantically changing the generated images. In the OFT method, what specific characteristic of the neurons is intentionally modified in order to control image semantics?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors construct an orthogonal matrix using the Cayley parametrization R = (I + Q)(I − Q)^{-1}, where Q is a skew-symmetric matrix. According to the paper, which specific computational operation in this Cayley parametrization is identified as the main scalability bottleneck?
(A) matrix multiplication
(B) eigenvalue decomposition
(C) singular value decomposition
(D) matrix inverse",(D),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors construct an orthogonal matrix using the Cayley parametrization R = (I + Q)(I − Q)^{-1}, where Q is a skew-symmetric matrix. According to the paper, which specific computational operation in this Cayley parametrization is identified as the main scalability bottleneck?
(A) matrix multiplication
(B) eigenvalue decomposition
(C) singular value decomposition
(D) matrix inverse
Answer:",What specific computational operation in Cayley parametrization is identified as a scalability bottleneck?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors construct an orthogonal matrix using the Cayley parametrization R = (I + Q)(I − Q)^{-1}, where Q is a skew-symmetric matrix. According to the paper, which specific computational operation in this Cayley parametrization is identified as the main scalability bottleneck?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose Orthogonal Finetuning (OFT), which learns a layer-shared orthogonal transformation for neurons so that their pairwise angles are preserved, based on the observation that semantic information is primarily stored in angular (phase) components rather than in magnitudes. According to this paper, on what implicit property of pretrained neural representations does OFT rely in order to preserve semantic information during finetuning?
(A) activation scales over directions
(B) magnitudes over angles
(C) angles over magnitudes
(D) norms over phase",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose Orthogonal Finetuning (OFT), which learns a layer-shared orthogonal transformation for neurons so that their pairwise angles are preserved, based on the observation that semantic information is primarily stored in angular (phase) components rather than in magnitudes. According to this paper, on what implicit property of pretrained neural representations does OFT rely in order to preserve semantic information during finetuning?
(A) activation scales over directions
(B) magnitudes over angles
(C) angles over magnitudes
(D) norms over phase
Answer:",What implicit property of pretrained representations does OFT rely on to preserve semantics?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors propose Orthogonal Finetuning (OFT), which learns a layer-shared orthogonal transformation for neurons so that their pairwise angles are preserved, based on the observation that semantic information is primarily stored in angular (phase) components rather than in magnitudes. According to this paper, on what implicit property of pretrained neural representations does OFT rely in order to preserve semantic information during finetuning?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors contrast their Orthogonal Finetuning (OFT) approach with prior work by Liu et al., which minimizes hyperspherical energy to make neurons uniformly spaced on a hypersphere. According to the authors, applying such hyperspherical energy minimization during finetuning of diffusion models could have what specific harmful effect on the pretrained model (answer in three words)?
(A) overfit to finetuning
(B) distort feature representations
(C) destroy pretraining information
(D) reduce generation diversity",(C),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors contrast their Orthogonal Finetuning (OFT) approach with prior work by Liu et al., which minimizes hyperspherical energy to make neurons uniformly spaced on a hypersphere. According to the authors, applying such hyperspherical energy minimization during finetuning of diffusion models could have what specific harmful effect on the pretrained model (answer in three words)?
(A) overfit to finetuning
(B) distort feature representations
(C) destroy pretraining information
(D) reduce generation diversity
Answer:","If one minimized hyperspherical energy during finetuning, what harmful effect would likely occur (three words)?","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors contrast their Orthogonal Finetuning (OFT) approach with prior work by Liu et al., which minimizes hyperspherical energy to make neurons uniformly spaced on a hypersphere. According to the authors, applying such hyperspherical energy minimization during finetuning of diffusion models could have what specific harmful effect on the pretrained model (answer in three words)?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', LoRA is described as reducing the number of trainable parameters by exploiting a low-rank structure in its parameterization. According to the same paper, OFT (Orthogonal Finetuning) achieves parameter reduction through a different mechanism. Specifically, via which structural property of its matrices does OFT primarily reduce the number of parameters?
(A) block-diagonal sparsity
(B) Toeplitz-like weight sharing
(C) low-rank factorization
(D) circulant matrix structure",(A),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', LoRA is described as reducing the number of trainable parameters by exploiting a low-rank structure in its parameterization. According to the same paper, OFT (Orthogonal Finetuning) achieves parameter reduction through a different mechanism. Specifically, via which structural property of its matrices does OFT primarily reduce the number of parameters?
(A) block-diagonal sparsity
(B) Toeplitz-like weight sharing
(C) low-rank factorization
(D) circulant matrix structure
Answer:","Where LoRA reduces parameters by low-rank structure, OFT reduces parameters mainly via what structural property?","In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', LoRA is described as reducing the number of trainable parameters by exploiting a low-rank structure in its parameterization. According to the same paper, OFT (Orthogonal Finetuning) achieves parameter reduction through a different mechanism. Specifically, via which structural property of its matrices does OFT primarily reduce the number of parameters?"
"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors introduce Orthogonal Finetuning (OFT), which constrains the hyperspherical energy (HE) of a weight matrix so that the HE of the finetuned model matches that of the original model, thereby preserving the pairwise neuron relationships on the unit hypersphere. According to this formulation, minimizing the difference in hyperspherical energy in OFT primarily preserves what geometric property between neurons?
(A) pairwise distances
(B) pairwise angles
(C) pairwise activations
(D) pairwise norms",(B),"Question: In the paper 'Direct Preference Optimization: Your Language Model is Secretly a Reward Model', DPO stands for
(A) Direct Preference Optimization
(B) Distributed Preference Optimization
(C) Direct Policy Optimization
(D) Dynamic Preference Optimization
Answer: (A)

Question: According to the paper 'Attention Is All You Need', the Transformer model relies entirely on
(A) Recurrent neural networks
(B) Convolutional neural networks
(C) Attention mechanisms
(D) Long Short-Term Memory networks
Answer: (C)

Question: In the paper 'LoRA: Low-Rank Adaptation of Large Language Models', LoRA freezes the pre-trained model weights and injects trainable rank decomposition matrices into
(A) Every layer of the Transformer
(B) The embedding layer only
(C) Each layer of the Transformer architecture
(D) The output layer only
Answer: (C)

Question: The paper 'Language Models are Few-Shot Learners' introduces which model?
(A) GPT-2
(B) GPT-3
(C) BERT
(D) T5
Answer: (B)

Question: In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors introduce Orthogonal Finetuning (OFT), which constrains the hyperspherical energy (HE) of a weight matrix so that the HE of the finetuned model matches that of the original model, thereby preserving the pairwise neuron relationships on the unit hypersphere. According to this formulation, minimizing the difference in hyperspherical energy in OFT primarily preserves what geometric property between neurons?
(A) pairwise distances
(B) pairwise angles
(C) pairwise activations
(D) pairwise norms
Answer:",Minimizing the HE difference in OFT primarily preserves what between neurons?,"In the paper 'Controlling Text-to-Image Diffusion by Orthogonal Finetuning', the authors introduce Orthogonal Finetuning (OFT), which constrains the hyperspherical energy (HE) of a weight matrix so that the HE of the finetuned model matches that of the original model, thereby preserving the pairwise neuron relationships on the unit hypersphere. According to this formulation, minimizing the difference in hyperspherical energy in OFT primarily preserves what geometric property between neurons?"
