step,probe_index,mcqa_accuracy,predicted_idx,predicted_label,correct_idx
60,4,1.0,4,E,4
60,5,0.0,0,A,3
60,6,0.0,2,C,3
60,7,0.0,1,B,0
60,8,0.0,1,B,0
64,0,0.0,1,B,2
64,1,0.0,1,B,0
64,2,0.0,2,C,3
64,3,0.0,0,A,2
64,4,1.0,4,E,4
64,5,0.0,0,A,3
64,6,0.0,2,C,3
64,7,0.0,1,B,0
64,8,0.0,1,B,0
68,0,0.0,1,B,2
68,1,0.0,1,B,0
68,2,0.0,2,C,3
68,3,0.0,0,A,2
68,4,1.0,4,E,4
68,5,0.0,0,A,3
68,6,0.0,2,C,3
68,7,0.0,1,B,0
68,8,0.0,1,B,0
72,0,0.0,1,B,2
72,1,0.0,1,B,0
72,2,0.0,2,C,3
72,3,0.0,0,A,2
72,4,1.0,4,E,4
72,5,0.0,0,A,3
72,6,0.0,2,C,3
72,7,0.0,1,B,0
72,8,0.0,1,B,0
76,0,0.0,1,B,2
76,1,0.0,1,B,0
76,2,0.0,2,C,3
76,3,0.0,0,A,2
76,4,1.0,4,E,4
76,5,0.0,0,A,3
76,6,0.0,2,C,3
76,7,0.0,1,B,0
76,8,0.0,1,B,0
80,0,0.0,1,B,2
80,1,0.0,1,B,0
80,2,0.0,2,C,3
80,3,0.0,0,A,2
80,4,1.0,4,E,4
80,5,0.0,0,A,3
80,6,0.0,2,C,3
80,7,0.0,1,B,0
80,8,0.0,1,B,0
84,0,0.0,1,B,2
84,1,0.0,1,B,0
84,2,0.0,2,C,3
84,3,0.0,0,A,2
84,4,1.0,4,E,4
84,5,0.0,0,A,3
84,6,0.0,2,C,3
84,7,0.0,1,B,0
84,8,0.0,1,B,0
88,0,0.0,1,B,2
88,1,0.0,1,B,0
88,2,0.0,2,C,3
88,3,0.0,0,A,2
88,4,1.0,4,E,4
88,5,0.0,0,A,3
88,6,0.0,2,C,3
88,7,0.0,1,B,0
88,8,0.0,1,B,0
92,0,0.0,1,B,2
92,1,0.0,1,B,0
92,2,0.0,2,C,3
92,3,0.0,0,A,2
92,4,1.0,4,E,4
92,5,0.0,0,A,3
92,6,0.0,2,C,3
92,7,0.0,1,B,0
92,8,0.0,1,B,0
96,0,0.0,1,B,2
96,1,0.0,1,B,0
96,2,0.0,2,C,3
96,3,0.0,0,A,2
96,4,1.0,4,E,4
96,5,0.0,0,A,3
96,6,0.0,2,C,3
96,7,0.0,1,B,0
96,8,0.0,1,B,0
100,0,0.0,1,B,2
100,1,0.0,1,B,0
100,2,0.0,2,C,3
100,3,0.0,0,A,2
100,4,1.0,4,E,4
100,5,0.0,0,A,3
100,6,0.0,2,C,3
100,7,0.0,1,B,0
100,8,0.0,1,B,0
