probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs still lack",principled understanding.,(A),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs still lack
(A) principled understanding.
(B) theoretical convergence guarantees
(C) a measure for quantifying the preservation of pretrained generative ability
(D) guarantees of preserving the pretraining generative performance
(E) systematic empirical validation",principled understanding.,theoretical convergence guarantees,a measure for quantifying the preservation of pretrained generative ability,guarantees of preserving the pretraining generative performance,systematic empirical validation,"[""a measure for quantifying the preservation of pretrained generative ability"", ""guarantees of preserving the pretraining generative performance"", ""theoretical convergence guarantees"", ""systematic empirical validation""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs still lack principled understanding.",There is also a lack of principled understanding towards designing a good finetuning strategy and finding suitable hyperparameters such as the number of training epochs.,Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when finetuning text-to-image diffusion models to avoid losing pretraining generative performance, one typical strategy is to update the neuron weights using",a small learning rate.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when finetuning text-to-image diffusion models to avoid losing pretraining generative performance, one typical strategy is to update the neuron weights using
(A) an orthogonality constraint.
(B) low-rank adaptation layers.
(C) a small learning rate.
(D) weight decay regularization.
(E) a small component with re-parameterized neuron weights.",an orthogonality constraint.,low-rank adaptation layers.,a small learning rate.,weight decay regularization.,a small component with re-parameterized neuron weights.,"[""a small component with re-parameterized neuron weights."", ""low-rank adaptation layers."", ""an orthogonality constraint."", ""weight decay regularization.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when finetuning text-to-image diffusion models to avoid losing pretraining generative performance, one typical strategy is to update the neuron weights using a small learning rate.","To this end, finetuning is typically done either by updating the neuron weights by a small learning rate (\emph{e.g.}, \cite{ruiz2023dreambooth}) or by adding a small component with re-parameterized neuron weights (\emph{e.g.}, \cite{hulora2022,zhang2023adding}).",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in text-guided control for",high-fidelity image generation.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in text-guided control for
(A) text-guided image editing
(B) controllable generation with additional control signals
(C) subject-driven generation
(D) fine-grained image control
(E) high-fidelity image generation.",text-guided image editing,controllable generation with additional control signals,subject-driven generation,fine-grained image control,high-fidelity image generation.,"[""subject-driven generation"", ""controllable generation with additional control signals"", ""fine-grained image control"", ""text-guided image editing""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in text-guided control for high-fidelity image generation.","Recent text-to-image diffusion models~\cite{saharia2022photorealistic,ramesh2022hierarchical,rombach2022high} achieve impressive performance in text-guided control for high-fidelity image generation.",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in high-fidelity image generation with",text-guided control.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in high-fidelity image generation with
(A) segmentation-map conditioning
(B) controllable generation
(C) subject-driven generation
(D) classifier-free guidance
(E) text-guided control.",segmentation-map conditioning,controllable generation,subject-driven generation,classifier-free guidance,text-guided control.,"[""subject-driven generation"", ""controllable generation"", ""classifier-free guidance"", ""segmentation-map conditioning""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", recent text-to-image diffusion models achieve impressive performance in high-fidelity image generation with text-guided control.","Recent text-to-image diffusion models~\cite{saharia2022photorealistic,ramesh2022hierarchical,rombach2022high} achieve impressive performance in text-guided control for high-fidelity image generation.",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", existing finetuning methods implicitly assume that a smaller Euclidean distance indicates better preservation of pretrained ability between",the finetuned model and the pretrained model.,(A),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", existing finetuning methods implicitly assume that a smaller Euclidean distance indicates better preservation of pretrained ability between
(A) the finetuned model and the pretrained model.
(B) the text encoder and the image generation network.
(C) the added re-parameterized component and the base diffusion model.
(D) the generated images and the reference training images.
(E) the updated neuron weights and the original neuron weights.",the finetuned model and the pretrained model.,the text encoder and the image generation network.,the added re-parameterized component and the base diffusion model.,the generated images and the reference training images.,the updated neuron weights and the original neuron weights.,"[""the updated neuron weights and the original neuron weights."", ""the added re-parameterized component and the base diffusion model."", ""the text encoder and the image generation network."", ""the generated images and the reference training images.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", existing finetuning methods implicitly assume that a smaller Euclidean distance indicates better preservation of pretrained ability between the finetuned model and the pretrained model.",Existing finetuning methods implicitly assume that a smaller Euclidean distance between the finetuned model and the pretrained model indicates better preservation of the pretrained ability.,Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", existing finetuning methods implicitly assume a smaller Euclidean distance between the finetuned model and the pretrained model indicates",better preservation of the pretrained ability,(D),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", existing finetuning methods implicitly assume a smaller Euclidean distance between the finetuned model and the pretrained model indicates
(A) better training efficiency with fewer finetuning epochs
(B) better finetuning stability during optimization
(C) better generalization to unseen downstream prompts
(D) better preservation of the pretrained ability
(E) better alignment with the control signal and text prompt",better training efficiency with fewer finetuning epochs,better finetuning stability during optimization,better generalization to unseen downstream prompts,better preservation of the pretrained ability,better alignment with the control signal and text prompt,"[""better training efficiency with fewer finetuning epochs"", ""better finetuning stability during optimization"", ""better alignment with the control signal and text prompt"", ""better generalization to unseen downstream prompts""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", existing finetuning methods implicitly assume a smaller Euclidean distance between the finetuned model and the pretrained model indicates better preservation of the pretrained ability",Existing finetuning methods implicitly assume that a smaller Euclidean distance between the finetuned model and the pretrained model indicates better preservation of the pretrained ability.,Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", among the two finetuning text-to-image tasks discussed, the one intended to let the model accept additional control signals is",controllable generation,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", among the two finetuning text-to-image tasks discussed, the one intended to let the model accept additional control signals is
(A) image-to-image translation
(B) class-conditional generation
(C) instruction-guided editing
(D) subject-driven generation
(E) controllable generation",image-to-image translation,class-conditional generation,instruction-guided editing,subject-driven generation,controllable generation,"[""subject-driven generation"", ""instruction-guided editing"", ""class-conditional generation"", ""image-to-image translation""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", among the two finetuning text-to-image tasks discussed, the one intended to let the model accept additional control signals is controllable generation","Specifically, we consider two important finetuning text-to-image tasks: subject-driven generation where the goal is to generate subject-specific images given a few images of a subject and a text prompt, and controllable generation where the goal is to enable the model to take in additional control signals.",Title/Abstract
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the missing measure is intended to quantify",pretrained generative ability,(B),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the missing measure is intended to quantify
(A) training efficiency
(B) pretrained generative ability
(C) finetuning stability
(D) semantic preservation
(E) text-image alignment",training efficiency,pretrained generative ability,finetuning stability,semantic preservation,text-image alignment,"[""training efficiency"", ""semantic preservation"", ""finetuning stability"", ""text-image alignment""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the missing measure is intended to quantify pretrained generative ability",A key difficulty is the lack of a measure for quantifying the preservation of pretrained generative ability.,Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods,",hyperspherical energy.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods,
(A) an additional radius constraint to the hypersphere.
(B) feature distribution alignment across downstream tasks.
(C) weight orthogonality in the finetuned layers.
(D) the semantic generation ability of text-to-image diffusion models.
(E) hyperspherical energy.",an additional radius constraint to the hypersphere.,feature distribution alignment across downstream tasks.,weight orthogonality in the finetuned layers.,the semantic generation ability of text-to-image diffusion models.,hyperspherical energy.,"[""the semantic generation ability of text-to-image diffusion models."", ""an additional radius constraint to the hypersphere."", ""weight orthogonality in the finetuned layers."", ""feature distribution alignment across downstream tasks.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when adapting text-to-image diffusion models to downstream tasks, Orthogonal Finetuning (OFT) can provably preserve, unlike existing methods, hyperspherical energy.","Unlike existing methods, OFT can provably preserve hyperspherical energy which characterizes the pairwise neuron relationship on the unit hypersphere.",Title/Abstract
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", despite their simplicity, neither of the finetuning strategies is able to guarantee preserving",pretraining generative performance.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", despite their simplicity, neither of the finetuning strategies is able to guarantee preserving
(A) fine-grained and accurate control
(B) subject identity consistency across contexts
(C) pretraining generative performance.
(D) training efficiency and parameter savings
(E) proximity to the pretrained weights",fine-grained and accurate control,subject identity consistency across contexts,pretraining generative performance.,training efficiency and parameter savings,proximity to the pretrained weights,"[""training efficiency and parameter savings"", ""fine-grained and accurate control"", ""subject identity consistency across contexts"", ""proximity to the pretrained weights""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", despite their simplicity, neither of the finetuning strategies is able to guarantee preserving pretraining generative performance.","Despite simplicity, neither finetuning strategy is able to guarantee the preservation of pretraining generative performance.",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the measure the authors use to characterize the pairwise relational structure among neurons, motivated by the observation that hyperspherical similarity encodes semantic information well, is",hyperspherical energy.,(E),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the measure the authors use to characterize the pairwise relational structure among neurons, motivated by the observation that hyperspherical similarity encodes semantic information well, is
(A) Euclidean distance between the finetuned and pretrained model
(B) cosine distance on the unit hypersphere
(C) pairwise hyperspherical similarity
(D) centered kernel alignment
(E) hyperspherical energy.",Euclidean distance between the finetuned and pretrained model,cosine distance on the unit hypersphere,pairwise hyperspherical similarity,centered kernel alignment,hyperspherical energy.,"[""Euclidean distance between the finetuned and pretrained model"", ""pairwise hyperspherical similarity"", ""cosine distance on the unit hypersphere"", ""centered kernel alignment""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the measure the authors use to characterize the pairwise relational structure among neurons, motivated by the observation that hyperspherical similarity encodes semantic information well, is hyperspherical energy.","Inspired by the empirical observation that hyperspherical similarity encodes semantic information well~\cite{liu2017deep,liu2018decoupled,chen2020angular}, we use hyperspherical energy~\cite{liu2018learning} to characterize the pairwise relational structure among neurons.",Introduction
"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the kind of transformation the authors learn for neurons in Orthogonal Finetuning (OFT) so that their pairwise angles are preserved within a layer is",a layer-shared orthogonal transformation.,(A),"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the kind of transformation the authors learn for neurons in Orthogonal Finetuning (OFT) so that their pairwise angles are preserved within a layer is
(A) a layer-shared orthogonal transformation.
(B) a layer-shared affine transformation.
(C) a low-rank adaptation matrix for each layer.
(D) a fixed-radius hyperspherical constraint around the pretrained neurons.
(E) a neuron-specific orthogonal transformation.",a layer-shared orthogonal transformation.,a layer-shared affine transformation.,a low-rank adaptation matrix for each layer.,a fixed-radius hyperspherical constraint around the pretrained neurons.,a neuron-specific orthogonal transformation.,"[""a neuron-specific orthogonal transformation."", ""a fixed-radius hyperspherical constraint around the pretrained neurons."", ""a low-rank adaptation matrix for each layer."", ""a layer-shared affine transformation.""]","In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the kind of transformation the authors learn for neurons in Orthogonal Finetuning (OFT) so that their pairwise angles are preserved within a layer is a layer-shared orthogonal transformation.",The central idea is to learn a layer-shared orthogonal transformation for neurons such that their pairwise angles are preserved.,Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", hyperspherical energy captures",the level of neuron uniformity.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", hyperspherical energy captures
(A) the alignment between text and image embeddings.
(B) the degree of semantic preservation.
(C) the level of neuron uniformity.
(D) the Euclidean distance to the pretrained model.
(E) the variance of neuron activations.",the alignment between text and image embeddings.,the degree of semantic preservation.,the level of neuron uniformity.,the Euclidean distance to the pretrained model.,the variance of neuron activations.,"[""the degree of semantic preservation."", ""the Euclidean distance to the pretrained model."", ""the alignment between text and image embeddings."", ""the variance of neuron activations.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", hyperspherical energy captures the level of neuron uniformity.","Hyperspherical energy is defined as the sum of hyperspherical similarity (\emph{e.g.}, cosine similarity) between all pairwise neurons in the same layer, capturing the level of neuron uniformity on the unit hypersphere~\cite{liu2021learning}.",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", hyperspherical energy is defined as the sum of hyperspherical similarity between",all pairwise neurons in the same layer.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", hyperspherical energy is defined as the sum of hyperspherical similarity between
(A) corresponding neurons in the finetuned model and the pretrained model.
(B) all pairwise neurons across different layers of the network.
(C) all pairwise neurons in the same layer.
(D) the text embeddings and image latent features in the diffusion model.
(E) the original neuron weights and their re-parameterized components.",corresponding neurons in the finetuned model and the pretrained model.,all pairwise neurons across different layers of the network.,all pairwise neurons in the same layer.,the text embeddings and image latent features in the diffusion model.,the original neuron weights and their re-parameterized components.,"[""corresponding neurons in the finetuned model and the pretrained model."", ""all pairwise neurons across different layers of the network."", ""the text embeddings and image latent features in the diffusion model."", ""the original neuron weights and their re-parameterized components.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", hyperspherical energy is defined as the sum of hyperspherical similarity between all pairwise neurons in the same layer.","Hyperspherical energy is defined as the sum of hyperspherical similarity (\emph{e.g.}, cosine similarity) between all pairwise neurons in the same layer, capturing the level of neuron uniformity on the unit hypersphere~\cite{liu2021learning}.",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the transformation applied uniformly to all neurons to preserve the pairwise hyperspherical similarity as part of the invariance property of hyperspherical energy is",the same orthogonal transformation.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the transformation applied uniformly to all neurons to preserve the pairwise hyperspherical similarity as part of the invariance property of hyperspherical energy is
(A) the same linear transformation.
(B) a low-rank adaptation transformation.
(C) the same orthogonal transformation.
(D) the same affine transformation.
(E) a regularizer that keeps the hyperspherical energy unchanged.",the same linear transformation.,a low-rank adaptation transformation.,the same orthogonal transformation.,the same affine transformation.,a regularizer that keeps the hyperspherical energy unchanged.,"[""a regularizer that keeps the hyperspherical energy unchanged."", ""the same linear transformation."", ""the same affine transformation."", ""a low-rank adaptation transformation.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the transformation applied uniformly to all neurons to preserve the pairwise hyperspherical similarity as part of the invariance property of hyperspherical energy is the same orthogonal transformation.","Therefore, we take advantage of an invariance property of hyperspherical energy -- the pairwise hyperspherical similarity is provably preserved if we apply the same orthogonal transformation for all neurons.",Introduction
"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the property that Orthogonal Finetuning (OFT) preserves while adapting large text-to-image diffusion models to a downstream task is",its hyperspherical energy.,(C),"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the property that Orthogonal Finetuning (OFT) preserves while adapting large text-to-image diffusion models to a downstream task is
(A) its canonical coordinate system for the neurons.
(B) its pretraining performance on the original model.
(C) its hyperspherical energy.
(D) its Euclidean distance to the pretrained model.
(E) its latent distribution in the diffusion process.",its canonical coordinate system for the neurons.,its pretraining performance on the original model.,its hyperspherical energy.,its Euclidean distance to the pretrained model.,its latent distribution in the diffusion process.,"[""its Euclidean distance to the pretrained model."", ""its canonical coordinate system for the neurons."", ""its pretraining performance on the original model."", ""its latent distribution in the diffusion process.""]","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the property that Orthogonal Finetuning (OFT) preserves while adapting large text-to-image diffusion models to a downstream task is its hyperspherical energy.","Motivated by such an invariance, we propose Orthogonal Finetuning~(OFT) which adapts large text-to-image diffusion models to a downstream task without changing its hyperspherical energy.",Introduction
