probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was",“consumers of ‘credit card services.’”,(A),"According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was
(A) “consumers of ‘credit card services.’”
(B) “ordinary consumers in the ‘consumer finance’ market.”
(C) “consumers of ‘credit card-related services.’”
(D) “consumers of ‘financial services’ generally.”
(E) “purchasers of ‘banking and lending services.’”",“consumers of ‘credit card services.’”,“ordinary consumers in the ‘consumer finance’ market.”,“consumers of ‘credit card-related services.’”,“consumers of ‘financial services’ generally.”,“purchasers of ‘banking and lending services.’”,"[""\u201cconsumers of \u2018credit card-related services.\u2019\u201d"", ""\u201cconsumers of \u2018financial services\u2019 generally.\u201d"", ""\u201cpurchasers of \u2018banking and lending services.\u2019\u201d"", ""\u201cordinary consumers in the \u2018consumer finance\u2019 market.\u201d""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was “consumers of ‘credit card services.’”","The Board concluded that because of the overlap between Apex and CC Serve’s services, the properly defined relevant public is “consumers of ‘credit card services.’”",III
"According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board must consider similar marks for similar goods and services under the",sixth DuPont factor.,(C),"According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board must consider similar marks for similar goods and services under the
(A) anti-dissection rule.
(B) Polaroid factors.
(C) sixth DuPont factor.
(D) second DuPont factor.
(E) fifth DuPont factor.",anti-dissection rule.,Polaroid factors.,sixth DuPont factor.,second DuPont factor.,fifth DuPont factor.,"[""second DuPont factor."", ""fifth DuPont factor."", ""anti-dissection rule."", ""Polaroid factors.""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board must consider similar marks for similar goods and services under the sixth DuPont factor.",The sixth DuPont factor requires the Board to consider similar marks for similar goods and services.,III
"According to the opinion in ""Apex Bank v. CC Serve Corp."", the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the",Trademark Trial and Appeal Board,(A),"According to the opinion in ""Apex Bank v. CC Serve Corp."", the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the
(A) Trademark Trial and Appeal Board
(B) Patent Trial and Appeal Board
(C) International Trade Commission
(D) United States Patent and Trademark Office
(E) United States Court of Appeals for the Federal Circuit",Trademark Trial and Appeal Board,Patent Trial and Appeal Board,International Trade Commission,United States Patent and Trademark Office,United States Court of Appeals for the Federal Circuit,"[""Patent Trial and Appeal Board"", ""United States Court of Appeals for the Federal Circuit"", ""United States Patent and Trademark Office"", ""International Trade Commission""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the Trademark Trial and Appeal Board",Apex Bank appeals a decision of the Trademark Trial and Appeal Board refusing registration of Apex’s marks.,Header
"In the case ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in",1998,(E),"In the case ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in
(A) 1996
(B) 1999
(C) 1997
(D) 2001
(E) 1998",1996,1999,1997,2001,1998,"[""1996"", ""1997"", ""1999"", ""2001""]","In the case ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in 1998","The ASPIRE mark registration was issued in 1998 and has an effective priority date of October 17, 1996.",I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion states that analysis under the first DuPont factor is informed by the marks’",commercial impression.,(C),"According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion states that analysis under the first DuPont factor is informed by the marks’
(A) commercial strength.
(B) source-identifying function.
(C) commercial impression.
(D) inherent distinctiveness.
(E) likelihood of confusion.",commercial strength.,source-identifying function.,commercial impression.,inherent distinctiveness.,likelihood of confusion.,"[""commercial strength."", ""inherent distinctiveness."", ""source-identifying function."", ""likelihood of confusion.""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion states that analysis under the first DuPont factor is informed by the marks’ commercial impression.","Because commercial impression informs the analysis under the first DuPont factor, we must similarly vacate the Board’s analysis here because reconsideration of the sixth DuPont factor may result in a different determination of the mark’s commercial strength or weakness and affect the overall commercial impression.",III
"According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with",credit card services,(A),"According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with
(A) credit card services
(B) consumer lending services
(C) credit reporting services
(D) debit card services
(E) retail banking services",credit card services,consumer lending services,credit reporting services,debit card services,retail banking services,"[""debit card services"", ""consumer lending services"", ""credit reporting services"", ""retail banking services""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with credit card services",CC Serve is the owner of Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services.,I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with",the United States Patent and Trademark Office,(A),"According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with
(A) the United States Patent and Trademark Office
(B) the Tennessee Department of Financial Institutions
(C) the Office of the Comptroller of the Currency
(D) the Securities and Exchange Commission
(E) the Trademark Trial and Appeal Board",the United States Patent and Trademark Office,the Tennessee Department of Financial Institutions,the Office of the Comptroller of the Currency,the Securities and Exchange Commission,the Trademark Trial and Appeal Board,"[""the Trademark Trial and Appeal Board"", ""the Tennessee Department of Financial Institutions"", ""the Office of the Comptroller of the Currency"", ""the Securities and Exchange Commission""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with the United States Patent and Trademark Office","In August 2019, Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for “[b]anking and financing services.”",I
"In the case ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its mark, the bank issues",ASPIRE-branded credit cards and associated accounts to customers.,(C),"In the case ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its mark, the bank issues
(A) ASPIRE-branded debit cards and associated checking accounts to customers.
(B) ASPIRE-branded prepaid cards and associated stored-value accounts to customers.
(C) ASPIRE-branded credit cards and associated accounts to customers.
(D) private-label charge cards and associated merchant accounts to businesses.
(E) co-branded mortgage loans and associated home-equity accounts to borrowers.",ASPIRE-branded debit cards and associated checking accounts to customers.,ASPIRE-branded prepaid cards and associated stored-value accounts to customers.,ASPIRE-branded credit cards and associated accounts to customers.,private-label charge cards and associated merchant accounts to businesses.,co-branded mortgage loans and associated home-equity accounts to borrowers.,"[""ASPIRE-branded debit cards and associated checking accounts to customers."", ""ASPIRE-branded prepaid cards and associated stored-value accounts to customers."", ""co-branded mortgage loans and associated home-equity accounts to borrowers."", ""private-label charge cards and associated merchant accounts to businesses.""]","In the case ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its mark, the bank issues ASPIRE-branded credit cards and associated accounts to customers.","CC Serve offers credit card services in connection with the ASPIRE mark—CC Serve joins with a bank, and the bank issues ASPIRE-branded credit cards and associated accounts to customers.",I
"In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has",18 branch locations,(A),"In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has
(A) 18 branch locations
(B) 17 branch locations
(C) a national bank charter
(D) 28 branch locations
(E) ASPIRE-branded credit cards and associated accounts",18 branch locations,17 branch locations,a national bank charter,28 branch locations,ASPIRE-branded credit cards and associated accounts,"[""17 branch locations"", ""28 branch locations"", ""ASPIRE-branded credit cards and associated accounts"", ""a national bank charter""]","In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has 18 branch locations","It has 18 branch locations and offers personal checking accounts, personal savings accounts, business checking accounts, home mortgages, and consumer and business loans.",I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use",ASPIRE BANK word and design marks,(E),"According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use
(A) ASPIRE INTERNET BANK word and design marks
(B) the ASPIRE mark for credit card services
(C) APEX BANK word and design marks
(D) ASPIRE-branded credit card and account marks
(E) ASPIRE BANK word and design marks",ASPIRE INTERNET BANK word and design marks,the ASPIRE mark for credit card services,APEX BANK word and design marks,ASPIRE-branded credit card and account marks,ASPIRE BANK word and design marks,"[""the ASPIRE mark for credit card services"", ""APEX BANK word and design marks"", ""ASPIRE-branded credit card and account marks"", ""ASPIRE INTERNET BANK word and design marks""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use ASPIRE BANK word and design marks","Apex plans to offer an internet bank under a different brand, using the ASPIRE BANK word and design marks.",I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as",[b]anking and financing services.,(C),"According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as
(A) credit card issuance and account servicing services.
(B) online banking and electronic payment processing services.
(C) [b]anking and financing services.
(D) personal checking and savings account services.
(E) financial advisory and wealth management services.",credit card issuance and account servicing services.,online banking and electronic payment processing services.,[b]anking and financing services.,personal checking and savings account services.,financial advisory and wealth management services.,"[""credit card issuance and account servicing services."", ""personal checking and savings account services."", ""online banking and electronic payment processing services."", ""financial advisory and wealth management services.""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as [b]anking and financing services.","In August 2019, Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for “[b]anking and financing services.”",I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted",a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.,(D),"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted
(A) a notice of opposition asserting that Apex’s proposed marks were likely to cause confusion with CC Serve’s mark.
(B) a request to suspend Apex’s applications pending resolution of CC Serve’s prior trademark claims.
(C) a comment letter asserting that Apex needed separate banking-regulatory approval before using the ASPIRE BANK marks.
(D) a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.
(E) an extension of time to oppose publication of the ASPIRE BANK marks on likelihood-of-confusion grounds.",a notice of opposition asserting that Apex’s proposed marks were likely to cause confusion with CC Serve’s mark.,a request to suspend Apex’s applications pending resolution of CC Serve’s prior trademark claims.,a comment letter asserting that Apex needed separate banking-regulatory approval before using the ASPIRE BANK marks.,a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.,an extension of time to oppose publication of the ASPIRE BANK marks on likelihood-of-confusion grounds.,"[""a notice of opposition asserting that Apex\u2019s proposed marks were likely to cause confusion with CC Serve\u2019s mark."", ""a request to suspend Apex\u2019s applications pending resolution of CC Serve\u2019s prior trademark claims."", ""an extension of time to oppose publication of the ASPIRE BANK marks on likelihood-of-confusion grounds."", ""a comment letter asserting that Apex needed separate banking-regulatory approval before using the ASPIRE BANK marks.""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.","During prosecution, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.",I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is",de novo,(A),"According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is
(A) de novo
(B) arbitrary and capricious
(C) clear error
(D) abuse of discretion
(E) substantial evidence",de novo,arbitrary and capricious,clear error,abuse of discretion,substantial evidence,"[""substantial evidence"", ""abuse of discretion"", ""clear error"", ""arbitrary and capricious""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is de novo","We review the [B]oard’s legal conclusions de novo, and its findings of fact for substantial evidence.” M2 Software, Inc. v. M2 Commc’ns, Inc., 450 F.3d 1378, 1382 (Fed. Cir. 2006) (internal citation omitted).",II
"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were",confusingly similar to CC Serve’s mark,(E),"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were
(A) generic for retail banking services
(B) likely to dilute CC Serve’s famous mark
(C) unsupported by a bona fide intent to use in commerce
(D) merely descriptive of banking and financing services
(E) confusingly similar to CC Serve’s mark",generic for retail banking services,likely to dilute CC Serve’s famous mark,unsupported by a bona fide intent to use in commerce,merely descriptive of banking and financing services,confusingly similar to CC Serve’s mark,"[""merely descriptive of banking and financing services"", ""likely to dilute CC Serve\u2019s famous mark"", ""generic for retail banking services"", ""unsupported by a bona fide intent to use in commerce""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were confusingly similar to CC Serve’s mark","During prosecution, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.",I
"According to the opinion in ""Apex Bank v. CC Serve Corp."", in the Federal Circuit's discussion of likelihood of confusion and appellate review, the set of thirteen factors that each presents a question of fact is the",DuPont factors,(C),"According to the opinion in ""Apex Bank v. CC Serve Corp."", in the Federal Circuit's discussion of likelihood of confusion and appellate review, the set of thirteen factors that each presents a question of fact is the
(A) Sleekcraft factors
(B) Polaroid factors
(C) DuPont factors
(D) Lapp factors
(E) Daubert factors",Sleekcraft factors,Polaroid factors,DuPont factors,Lapp factors,Daubert factors,"[""Polaroid factors"", ""Sleekcraft factors"", ""Lapp factors"", ""Daubert factors""]","According to the opinion in ""Apex Bank v. CC Serve Corp."", in the Federal Circuit's discussion of likelihood of confusion and appellate review, the set of thirteen factors that each presents a question of fact is the DuPont factors","Each of the [thirteen] DuPont factors presents a question of fact, findings with regard to which we test for substantial evidence when called into question on appeal.” Bose Corp. v. QSC Audio Prods., Inc., 293 F.3d 1367, 1370 (Fed. Cir. 2002).",II
