target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 no numerical difference,"According to the paper 'Group Sequence Policy Optimization', if the advantages of all tokens in a response are set to the same value, GSPO-token and GSPO are identical in the optimization objective, clipping condition, and theoretical gradient, with","According to the paper 'Group Sequence Policy Optimization', if the advantages of all tokens in a response are set to the same value, GSPO-token and GSPO are identical in the optimization objective, clipping condition, and theoretical gradient, with no numerical difference",Multi-Fact Integration,"['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","Because $s_{i,t}(\theta)$ equals $s_i(\theta)$ numerically and identical token advantages make the objectives and gradients match, nothing numerical remains different between GSPO-token and GSPO in that case.","If every token in a response is assigned the same advantage, what numerical difference remains between GSPO-token and GSPO in objective, clipping, and gradient?",no numerical difference,"['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']","['Note that the term $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\mathrm{sg} \\left[ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) \\right] }$ has a numerical value of 1, so $s_{i,t}(\\theta)$ is numerically equal to $s_{i}(\\theta)$.', 'Comparing Equation~\\eqref{equ:gspo} and~\\eqref{equ:gspo-token}, and Equation~\\eqref{equ:gspo_grad} and~\\eqref{equ:gspo-token_grad}, GSPO-token and GSPO are numerically identical in the optimization objective, clipping condition, and theoretical gradient when we set the advantages of all the tokens in the response $y_i$ to the same value (i.e., $\\widehat{A}_{i,t} = \\widehat{A}_{i}$), while GSPO-token enjoys the higher flexibility of adjusting the advantages per token.']"
 no recovery,"According to the paper 'Group Sequence Policy Optimization', once GRPO has already collapsed from long-response noise, resuming training by reverting to a previous checkpoint and tuning clipping ranges or switching RL queries is expected to result in","According to the paper 'Group Sequence Policy Optimization', once GRPO has already collapsed from long-response noise, resuming training by reverting to a previous checkpoint and tuning clipping ranges or switching RL queries is expected to result in no recovery",Reasoning Step,"['Once the collapse occurs, resuming training is unavailing, even when reverting to a previous checkpoint and meticulously tuning hyperparameters (e.g., the clipping ranges), extending generation length, or switching the RL queries.', 'This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.']","Because the paper says collapse from this noise is irreversible in practice, changing hyperparameters or queries afterward does not restore training.","If GRPO has already collapsed from long-response noise, what is the expected effect of merely tuning clipping ranges or switching queries afterward?",no recovery,"['Once the collapse occurs, resuming training is unavailing, even when reverting to a previous checkpoint and meticulously tuning hyperparameters (e.g., the clipping ranges), extending generation length, or switching the RL queries.', 'This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.']","['Once the collapse occurs, resuming training is unavailing, even when reverting to a previous checkpoint and meticulously tuning hyperparameters (e.g., the clipping ranges), extending generation length, or switching the RL queries.', 'This introduces high-variance training noise that progressively accumulates with increased response length and is further amplified by the clipping mechanism, ultimately precipitating model collapse.']"
 the sequence level,"According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level:","According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level: the sequence level",Synthesized Insight,"[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","If reward is assigned to whole sequences and the optimization unit should match the reward unit, then off-policy correction and clipping should also be done at the sequence level.","When rewards are assigned to whole responses, at what level should off-policy correction and clipping operate to match the paper's stated principle?",the sequence level,"[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]"
 c,"According to the paper 'Group Sequence Policy Optimization', if every token in a response has the same likelihood ratio between the new and old policy, then the length-normalized sequence importance ratio $s_i(\theta)$ equals what?","According to the paper 'Group Sequence Policy Optimization', if every token in a response has the same likelihood ratio between the new and old policy, then the length-normalized sequence importance ratio $s_i(\theta)$ equals what? c",Reasoning Step,"['s_{i}(\\theta) = \\left( \\frac{ \\pi_{\\theta} (y_i | x) }{ \\pi_{\\theta_\\text{old}} (y_i | x)} \\right)^{\\frac{1}{|y_i|}}\n=\n\\exp \\left( \\frac{1}{|y_i|} \\sum_{t=1}^{|y_i|} \\log \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})} \\right).']","If every token ratio equals the same constant c, the average log-ratio is log c, so exponentiating gives c again.","If every token in a response has the same likelihood ratio c between the new and old policy, what is the length-normalized sequence importance ratio s_i(θ)?",c,"['s_{i}(\\theta) = \\left( \\frac{ \\pi_{\\theta} (y_i | x) }{ \\pi_{\\theta_\\text{old}} (y_i | x)} \\right)^{\\frac{1}{|y_i|}}\n=\n\\exp \\left( \\frac{1}{|y_i|} \\sum_{t=1}^{|y_i|} \\log \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})} \\right).']","['s_{i}(\\theta) = \\left( \\frac{ \\pi_{\\theta} (y_i | x) }{ \\pi_{\\theta_\\text{old}} (y_i | x)} \\right)^{\\frac{1}{|y_i|}}\n=\n\\exp \\left( \\frac{1}{|y_i|} \\sum_{t=1}^{|y_i|} \\log \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})} \\right).']"
 memory and communication overhead,"According to the paper 'Group Sequence Policy Optimization', by eliminating Routing Replay in MoE RL, GSPO avoids extra cost, namely","According to the paper 'Group Sequence Policy Optimization', by eliminating Routing Replay in MoE RL, GSPO avoids extra cost, namely memory and communication overhead",Multi-Fact Integration,"['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']","Since GSPO removes the need for Routing Replay, it also removes the memory and communication costs that Routing Replay introduces.","By eliminating Routing Replay in MoE RL, what overhead does GSPO avoid?",memory and communication overhead,"['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']","['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']"
 full capacity,"According to the paper 'Group Sequence Policy Optimization', besides avoiding extra overhead, GSPO also removes the need for Routing Replay, which allows the model to leverage its","According to the paper 'Group Sequence Policy Optimization', besides avoiding extra overhead, GSPO also removes the need for Routing Replay, which allows the model to leverage its full capacity",Multi-Fact Integration,"['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']","Since Routing Replay limits MoE capacity and GSPO removes the need for it, GSPO lets the model use the capacity that replay would otherwise constrain.","Besides avoiding extra overhead, what model-side benefit follows from GSPO removing the need for Routing Replay?",full capacity,"['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']","['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']"
 distribution correction,"According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is","According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is distribution correction",Multi-Fact Integration,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","Importance correction needs many samples from the behavior distribution, but GRPO uses only one sample per next-token distribution, so its token ratio cannot actually do that correction.","Because GRPO uses only one sampled token from each next-token distribution, what intended job of importance sampling fails at the token level?",distribution correction,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']"
 the sequence likelihood,"According to the paper 'Group Sequence Policy Optimization', in MoE RL training, GSPO can avoid Routing Replay because it focuses only on the stable $\pi_{\theta}(y_i \mid x)$ rather than the volatile token-level likelihoods,","According to the paper 'Group Sequence Policy Optimization', in MoE RL training, GSPO can avoid Routing Replay because it focuses only on the stable $\pi_{\theta}(y_i \mid x)$ rather than the volatile token-level likelihoods, the sequence likelihood",Multi-Fact Integration,"['The key insight is that GSPO focuses only on the sequence likelihood (i.e., $\\pi_{\\theta} (y_i | x)$) and is not sensitive to the individual token likelihood (i.e., $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$).', 'Since the MoE model always maintains its language modeling capability, the sequence likelihood will not fluctuate drastically.', 'In summary, GSPO fundamentally resolves the expert-activation volatility issue in MoE models, obviating the need for complex workarounds like Routing Replay.']","Because GSPO depends on sequence likelihood rather than token likelihood, and sequence likelihood stays stable, that stable quantity lets GSPO avoid Routing Replay.","In MoE RL training, what quantity stays stable enough for GSPO to avoid Routing Replay even when token-level likelihoods are volatile?",the sequence likelihood,"['The key insight is that GSPO focuses only on the sequence likelihood (i.e., $\\pi_{\\theta} (y_i | x)$) and is not sensitive to the individual token likelihood (i.e., $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$).', 'Since the MoE model always maintains its language modeling capability, the sequence likelihood will not fluctuate drastically.', 'In summary, GSPO fundamentally resolves the expert-activation volatility issue in MoE models, obviating the need for complex workarounds like Routing Replay.']","['The key insight is that GSPO focuses only on the sequence likelihood (i.e., $\\pi_{\\theta} (y_i | x)$) and is not sensitive to the individual token likelihood (i.e., $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$).', 'Since the MoE model always maintains its language modeling capability, the sequence likelihood will not fluctuate drastically.', 'In summary, GSPO fundamentally resolves the expert-activation volatility issue in MoE models, obviating the need for complex workarounds like Routing Replay.']"
 GSPO,"According to the paper 'Group Sequence Policy Optimization', which algorithm is logically better suited to keep benefiting from longer generations without the accumulation problem described for GRPO?","According to the paper 'Group Sequence Policy Optimization', which algorithm is logically better suited to keep benefiting from longer generations without the accumulation problem described for GRPO? GSPO",Multi-Fact Integration,"['Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.', 'We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.']","Since GRPO's stated noise problem worsens with longer sequences while GSPO is reported to keep improving as generation length grows, GSPO is the better fit for that setting.",Which algorithm is logically better suited to keep benefiting from longer generations without the accumulation problem described for GRPO?,GSPO,"['Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.', 'We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.']","['Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.', 'We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.']"
 off-policy discrepancy,"According to the paper 'Group Sequence Policy Optimization', if rollout batches were not partitioned into multiple mini-batches for gradient updates, the main issue motivating clipping would be reduced:","According to the paper 'Group Sequence Policy Optimization', if rollout batches were not partitioned into multiple mini-batches for gradient updates, the main issue motivating clipping would be reduced: off-policy discrepancy",Reasoning Step,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]","If splitting rollouts into mini-batches is what introduces the off-policy setting, then removing that split would lessen the off-policy mismatch that clipping is meant to control.","If rollout batches were not partitioned into multiple mini-batches for gradient updates, what main issue motivating clipping would be reduced?",off-policy discrepancy,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]"
 different importance-ratio scales,"According to the paper 'Group Sequence Policy Optimization', why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance? It would be mismatched because the two methods use","According to the paper 'Group Sequence Policy Optimization', why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance? It would be mismatched because the two methods use different importance-ratio scales",Multi-Fact Integration,"['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","Because GSPO and GRPO define their importance ratios differently, their clipping thresholds live on different numerical scales, so one algorithm's range is not directly suitable for the other.",Why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance?,different importance-ratio scales,"['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']"
 stable token-level importance ratios,"According to the paper 'Group Sequence Policy Optimization', Routing Replay helps GRPO converge on MoE models after expert activations change across updates because it makes $\pi_{\theta}(y_{i,t} \mid x, y_{i,<t})$ and $\pi_{\theta_{\mathrm{old}}}(y_{i,t} \mid x, y_{i,<t})$ share the same activated network, thereby preventing the drastic fluctuations that hinder normal RL convergence and producing","According to the paper 'Group Sequence Policy Optimization', Routing Replay helps GRPO converge on MoE models after expert activations change across updates because it makes $\pi_{\theta}(y_{i,t} \mid x, y_{i,<t})$ and $\pi_{\theta_{\mathrm{old}}}(y_{i,t} \mid x, y_{i,<t})$ share the same activated network, thereby preventing the drastic fluctuations that hinder normal RL convergence and producing stable token-level importance ratios",Multi-Fact Integration,"['This phenomenon, which becomes more prominent in deeper MoE models, makes the token-level importance ratios $w_{i,t}(\\theta) = \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ fluctuate drastically and further invalidates them, as discussed in \\S~\\ref{sec:motivation} and~\\ref{subsec:gradient}, consequently hindering the normal convergence of RL training.', 'In this way, for each token $y_{i,t}$, $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$ and $\\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})$ share the same activated network, so that we can restore the stability of the token-level importance ratios and ensure optimization of the consistent activated network across gradient updates.']","Expert changes break GRPO by destabilizing token-level ratios, so replaying the old routing helps precisely because it makes those ratios stable again across updates.",Why does Routing Replay help GRPO converge on MoE models after expert activations change across updates?,stable token-level importance ratios,"['This phenomenon, which becomes more prominent in deeper MoE models, makes the token-level importance ratios $w_{i,t}(\\theta) = \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ fluctuate drastically and further invalidates them, as discussed in \\S~\\ref{sec:motivation} and~\\ref{subsec:gradient}, consequently hindering the normal convergence of RL training.', 'In this way, for each token $y_{i,t}$, $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$ and $\\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})$ share the same activated network, so that we can restore the stability of the token-level importance ratios and ensure optimization of the consistent activated network across gradient updates.']","['This phenomenon, which becomes more prominent in deeper MoE models, makes the token-level importance ratios $w_{i,t}(\\theta) = \\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ fluctuate drastically and further invalidates them, as discussed in \\S~\\ref{sec:motivation} and~\\ref{subsec:gradient}, consequently hindering the normal convergence of RL training.', 'In this way, for each token $y_{i,t}$, $\\pi_{\\theta} (y_{i,t} | x, y_{i,<t})$ and $\\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})$ share the same activated network, so that we can restore the stability of the token-level importance ratios and ensure optimization of the consistent activated network across gradient updates.']"
 multiple samples,"According to the paper 'Group Sequence Policy Optimization', the missing requirement that prevents GRPO's token-level importance weight from properly correcting distributional mismatch is","According to the paper 'Group Sequence Policy Optimization', the missing requirement that prevents GRPO's token-level importance weight from properly correcting distributional mismatch is multiple samples",Multi-Fact Integration,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","Because standard importance sampling needs many behavior samples but GRPO uses only one token sample at each position, the needed averaging is missing.",What missing requirement prevents GRPO's token-level importance weight from properly correcting distributional mismatch?,multiple samples,"['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']"
 the sequence level,"According to the paper 'Group Sequence Policy Optimization', both GSPO's importance ratio and its reward handling operate at what shared level of abstraction?","According to the paper 'Group Sequence Policy Optimization', both GSPO's importance ratio and its reward handling operate at what shared level of abstraction? the sequence level",Synthesized Insight,"['The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \\citep{click}, aligning with the basic principle of importance sampling.', 'Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.']","Both the importance ratio and the reward handling are defined over whole responses, so they are aligned at the same level.",What shared level of abstraction connects both GSPO's importance ratio and its reward handling?,the sequence level,"['The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \\citep{click}, aligning with the basic principle of importance sampling.', 'Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.']","['The key innovation of GSPO lies in its theoretically grounded definition of importance ratio based on sequence likelihood \\citep{click}, aligning with the basic principle of importance sampling.', 'Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.']"
 overly off-policy responses,"According to the paper 'Group Sequence Policy Optimization', after rollout data are split into mini-batches for multiple updates, GSPO clips out the response samples that are","According to the paper 'Group Sequence Policy Optimization', after rollout data are split into mini-batches for multiple updates, GSPO clips out the response samples that are overly off-policy responses",Multi-Fact Integration,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]","Because multiple mini-batch updates make the data off-policy, GSPO must use its response-level clipping to remove samples that are too far from the current policy.","After rollout data are split into mini-batches for multiple updates, what kind of samples must GSPO clip out at the response level?",overly off-policy responses,"['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]"
