row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", complete neurological recovery., complete neurological recovery.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient’s platelet count gradually recovered to normal by postoperative day 62 and day 87, he made","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient’s platelet count gradually recovered to normal by postoperative day 62 and day 87, he made","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient’s platelet count gradually recovered to normal by postoperative day 62 and day 87, he made complete neurological recovery.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient’s platelet count gradually recovered to normal by postoperative day 62 and day 87, he made complete neurological recovery."
12,repair,poor_wording,The source says the diagnosis was confirmed based on at least three considerations; repaired the omitted qualifier., three considerations., at least three considerations.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors stated that the diagnosis of autoimmune heparin-induced thrombocytopenia (aHIT) was ultimately confirmed in the patient based on","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors stated that the diagnosis of autoimmune heparin-induced thrombocytopenia (aHIT) was ultimately confirmed in the patient based on","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors stated that the diagnosis of autoimmune heparin-induced thrombocytopenia (aHIT) was ultimately confirmed in the patient based on three considerations.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors stated that the diagnosis of autoimmune heparin-induced thrombocytopenia (aHIT) was ultimately confirmed in the patient based on at least three considerations."
13,repair,target_source_repair,Target used a straight apostrophe that does not match the source span; repaired to the exact source apostrophe., the patient's unusual clinical course., the patient’s unusual clinical course.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was the patient's unusual clinical course.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the issue that no other plausible diagnosis could explain was the patient’s unusual clinical course."
14,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", 50×109/L, 50×109/L.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the elderly man's platelet count on postoperative day 5 (POD5) was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the elderly man's platelet count on postoperative day 5 (POD5) was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the elderly man's platelet count on postoperative day 5 (POD5) was 50×109/L.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the elderly man's platelet count on postoperative day 5 (POD5) was 50×109/L."
15,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", a strong-positive result, a strong-positive result,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man who developed a postoperative platelet fall after cardiac surgery with heparin anticoagulation underwent testing for heparin-induced thrombocytopenia (HIT) antibodies, and the screening immunoassay for HIT antibodies yielded","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man who developed a postoperative platelet fall after cardiac surgery with heparin anticoagulation underwent testing for heparin-induced thrombocytopenia (HIT) antibodies, and the screening immunoassay for HIT antibodies yielded","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man who developed a postoperative platelet fall after cardiac surgery with heparin anticoagulation underwent testing for heparin-induced thrombocytopenia (HIT) antibodies, and the screening immunoassay for HIT antibodies yielded a strong-positive result","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", an elderly man who developed a postoperative platelet fall after cardiac surgery with heparin anticoagulation underwent testing for heparin-induced thrombocytopenia (HIT) antibodies, and the screening immunoassay for HIT antibodies yielded a strong-positive result"
16,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", the serotonin-release assay., the serotonin-release assay.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the platelet activation test used to assess HIT antibodies and show the atypical profile was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the platelet activation test used to assess HIT antibodies and show the atypical profile was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the platelet activation test used to assess HIT antibodies and show the atypical profile was the serotonin-release assay.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the platelet activation test used to assess HIT antibodies and show the atypical profile was the serotonin-release assay."
17,repair,source_framing_issue,"The comma was included inside the quoted case-report title, making the title malformed; repaired title punctuation.", fondaparinux, fondaparinux,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the patient developed persisting hypercoagulability after being treated with argatroban plus high-dose intravenous immunoglobulin following cardiac surgery and was then switched to","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient developed persisting hypercoagulability after being treated with argatroban plus high-dose intravenous immunoglobulin following cardiac surgery and was then switched to","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the patient developed persisting hypercoagulability after being treated with argatroban plus high-dose intravenous immunoglobulin following cardiac surgery and was then switched to fondaparinux","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient developed persisting hypercoagulability after being treated with argatroban plus high-dose intravenous immunoglobulin following cardiac surgery and was then switched to fondaparinux"
18,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", 155×109/L, 155×109/L.,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after anticoagulation was switched to fondaparinux and the patient had persisting hypercoagulability, his platelet count gradually recovered to","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after anticoagulation was switched to fondaparinux and the patient had persisting hypercoagulability, his platelet count gradually recovered to","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after anticoagulation was switched to fondaparinux and the patient had persisting hypercoagulability, his platelet count gradually recovered to 155×109/L.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after anticoagulation was switched to fondaparinux and the patient had persisting hypercoagulability, his platelet count gradually recovered to 155×109/L."
19,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", preoperative heparin exposure, preoperative heparin exposure,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors describe an early postoperative onset of autoimmune HIT that occurred before postoperative day 5 and was attributed to","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors describe an early postoperative onset of autoimmune HIT that occurred before postoperative day 5 and was attributed to","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors describe an early postoperative onset of autoimmune HIT that occurred before postoperative day 5 and was attributed to preoperative heparin exposure","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors describe an early postoperative onset of autoimmune HIT that occurred before postoperative day 5 and was attributed to preoperative heparin exposure"
20,repair,source_framing_issue,"The comma was included inside the quoted case-report title, making the title malformed; repaired title punctuation.", Unfractionated heparin (UFH), Unfractionated heparin (UFH),"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the near-exclusive intraoperative anticoagulant during the 70-year history of heart surgery using cardiopulmonary bypass (CPB) has been","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the near-exclusive intraoperative anticoagulant during the 70-year history of heart surgery using cardiopulmonary bypass (CPB) has been","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the near-exclusive intraoperative anticoagulant during the 70-year history of heart surgery using cardiopulmonary bypass (CPB) has been Unfractionated heparin (UFH)","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the near-exclusive intraoperative anticoagulant during the 70-year history of heart surgery using cardiopulmonary bypass (CPB) has been Unfractionated heparin (UFH)"
21,repair,source_framing_issue,"The comma was included inside the quoted case-report title, making the title malformed; repaired title punctuation.", the activated clotting time, the activated clotting time,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" unfractionated heparin (UFH) is described in the background as the near-exclusive intraoperative anticoagulant used during heart surgery with cardiopulmonary bypass, and intraoperative anticoagulant monitoring with UFH in this setting is performed using","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", unfractionated heparin (UFH) is described in the background as the near-exclusive intraoperative anticoagulant used during heart surgery with cardiopulmonary bypass, and intraoperative anticoagulant monitoring with UFH in this setting is performed using","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" unfractionated heparin (UFH) is described in the background as the near-exclusive intraoperative anticoagulant used during heart surgery with cardiopulmonary bypass, and intraoperative anticoagulant monitoring with UFH in this setting is performed using the activated clotting time","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", unfractionated heparin (UFH) is described in the background as the near-exclusive intraoperative anticoagulant used during heart surgery with cardiopulmonary bypass, and intraoperative anticoagulant monitoring with UFH in this setting is performed using the activated clotting time"
22,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", 0.5%–1.0%, 0.5%–1.0%.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the estimated frequency of heparin-induced thrombocytopenia (HIT) reported after cardiac surgery is","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the estimated frequency of heparin-induced thrombocytopenia (HIT) reported after cardiac surgery is","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the estimated frequency of heparin-induced thrombocytopenia (HIT) reported after cardiac surgery is 0.5%–1.0%.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the estimated frequency of heparin-induced thrombocytopenia (HIT) reported after cardiac surgery is 0.5%–1.0%."
23,repair,source_framing_issue,"The comma was included inside the quoted case-report title, making the title malformed; repaired title punctuation.", immunoglobulin G (IgG) class, immunoglobulin G (IgG) class.,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the background section describes HIT as being caused by immune complexes formed when heparin-dependent antibodies recognize platelet factor 4 (PF4) bound to polyanionic heparin, and the class of heparin-dependent antibodies involved in these immune complexes is","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the background section describes HIT as being caused by immune complexes formed when heparin-dependent antibodies recognize platelet factor 4 (PF4) bound to polyanionic heparin, and the class of heparin-dependent antibodies involved in these immune complexes is","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the background section describes HIT as being caused by immune complexes formed when heparin-dependent antibodies recognize platelet factor 4 (PF4) bound to polyanionic heparin, and the class of heparin-dependent antibodies involved in these immune complexes is immunoglobulin G (IgG) class.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the background section describes HIT as being caused by immune complexes formed when heparin-dependent antibodies recognize platelet factor 4 (PF4) bound to polyanionic heparin, and the class of heparin-dependent antibodies involved in these immune complexes is immunoglobulin G (IgG) class."
24,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", heparin-independent platelet-activating properties;, heparin-independent platelet-activating properties;,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", some patients with atypical, often severe clinical courses due to HIT have antibodies with","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", some patients with atypical, often severe clinical courses due to HIT have antibodies with","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", some patients with atypical, often severe clinical courses due to HIT have antibodies with heparin-independent platelet-activating properties;","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", some patients with atypical, often severe clinical courses due to HIT have antibodies with heparin-independent platelet-activating properties;"
25,repair,source_framing_issue,"The comma was included inside the quoted case-report title, making the title malformed; repaired title punctuation.", thrombotic stroke, thrombotic stroke,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the authors describe a case of autoimmune heparin-induced thrombocytopenia with unusually severe and persistent thrombocytopenia after cardiac surgery that was accompanied by","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors describe a case of autoimmune heparin-induced thrombocytopenia with unusually severe and persistent thrombocytopenia after cardiac surgery that was accompanied by","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery,"" the authors describe a case of autoimmune heparin-induced thrombocytopenia with unusually severe and persistent thrombocytopenia after cardiac surgery that was accompanied by thrombotic stroke","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors describe a case of autoimmune heparin-induced thrombocytopenia with unusually severe and persistent thrombocytopenia after cardiac surgery that was accompanied by thrombotic stroke"
26,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", with partial resistance to Fc receptor blockade., with partial resistance to Fc receptor blockade.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors described this aHIT case as documenting a uniquely severe serological phenotype,","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors described this aHIT case as documenting a uniquely severe serological phenotype,","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors described this aHIT case as documenting a uniquely severe serological phenotype, with partial resistance to Fc receptor blockade.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors described this aHIT case as documenting a uniquely severe serological phenotype, with partial resistance to Fc receptor blockade."
27,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", a 2-year history of exertional dyspnoea, a 2-year history of exertional dyspnoea.,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with longstanding atrial fibrillation was being evaluated when a previously undetected systolic murmur was found, and he had","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with longstanding atrial fibrillation was being evaluated when a previously undetected systolic murmur was found, and he had","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with longstanding atrial fibrillation was being evaluated when a previously undetected systolic murmur was found, and he had a 2-year history of exertional dyspnoea.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with longstanding atrial fibrillation was being evaluated when a previously undetected systolic murmur was found, and he had a 2-year history of exertional dyspnoea."
28,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report."," on oral apixaban 5 mg, two times per day"," on oral apixaban 5 mg, two times per day","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with a 2-year history of exertional dyspnea and longstanding atrial fibrillation was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with a 2-year history of exertional dyspnea and longstanding atrial fibrillation was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with a 2-year history of exertional dyspnea and longstanding atrial fibrillation was on oral apixaban 5 mg, two times per day","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a man in his 70s with a 2-year history of exertional dyspnea and longstanding atrial fibrillation was on oral apixaban 5 mg, two times per day"
29,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", only 2000 U of UFH, only 2000 U of UFH,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during diagnostic heart catheterisation after the patient had not held apixaban before the procedure and the cardiologist used a transradial artery approach, the intraprocedural anticoagulant dose given was","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during diagnostic heart catheterisation after the patient had not held apixaban before the procedure and the cardiologist used a transradial artery approach, the intraprocedural anticoagulant dose given was","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during diagnostic heart catheterisation after the patient had not held apixaban before the procedure and the cardiologist used a transradial artery approach, the intraprocedural anticoagulant dose given was only 2000 U of UFH","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during diagnostic heart catheterisation after the patient had not held apixaban before the procedure and the cardiologist used a transradial artery approach, the intraprocedural anticoagulant dose given was only 2000 U of UFH"
30,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", via a transradial artery approach, via a transradial artery approach,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient had not held apixaban before the diagnostic heart catheterisation, the cardiologist performed the catheterisation","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient had not held apixaban before the diagnostic heart catheterisation, the cardiologist performed the catheterisation","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient had not held apixaban before the diagnostic heart catheterisation, the cardiologist performed the catheterisation via a transradial artery approach","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", after the patient had not held apixaban before the diagnostic heart catheterisation, the cardiologist performed the catheterisation via a transradial artery approach"
31,keep,,"Retained: source-framed or readily contextualized, answerable, meaningful, and supported by the case report.", 60% stenosis, 60% stenosis,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during the preoperative diagnostic heart catheterisation before the patient was scheduled for cardiac surgery 1 week later, the degree of stenosis found in the obtuse marginal coronary artery on angiography was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during the preoperative diagnostic heart catheterisation before the patient was scheduled for cardiac surgery 1 week later, the degree of stenosis found in the obtuse marginal coronary artery on angiography was","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during the preoperative diagnostic heart catheterisation before the patient was scheduled for cardiac surgery 1 week later, the degree of stenosis found in the obtuse marginal coronary artery on angiography was 60% stenosis","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", during the preoperative diagnostic heart catheterisation before the patient was scheduled for cardiac surgery 1 week later, the degree of stenosis found in the obtuse marginal coronary artery on angiography was 60% stenosis"
