row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", 78 beats per minute., 78 beats per minute.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult referred for evaluation of hyperglycaemia and glycosuria during his annual health examination had a heart rate of","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult referred for evaluation of hyperglycaemia and glycosuria during his annual health examination had a heart rate of","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult referred for evaluation of hyperglycaemia and glycosuria during his annual health examination had a heart rate of 78 beats per minute.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult referred for evaluation of hyperglycaemia and glycosuria during his annual health examination had a heart rate of 78 beats per minute."
12,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", late 20s, late 20s,"In the case report “Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A”, the patient’s family history included early-onset diabetes in several relatives, and his mother was diagnosed with diabetes in","In the case report “Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A”, the patient’s family history included early-onset diabetes in several relatives, and his mother was diagnosed with diabetes in","In the case report “Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A”, the patient’s family history included early-onset diabetes in several relatives, and his mother was diagnosed with diabetes in late 20s","In the case report “Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A”, the patient’s family history included early-onset diabetes in several relatives, and his mother was diagnosed with diabetes in late 20s"
13,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", 12.4 mmol/L., 12.4 mmol/L.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult was evaluated for hyperglycaemia and glycosuria during his annual health examination, and at that time his glycated haemoglobin (HbA1c) was 10.2% (88 mmol/mol) with a fasting glucose level of","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult was evaluated for hyperglycaemia and glycosuria during his annual health examination, and at that time his glycated haemoglobin (HbA1c) was 10.2% (88 mmol/mol) with a fasting glucose level of","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult was evaluated for hyperglycaemia and glycosuria during his annual health examination, and at that time his glycated haemoglobin (HbA1c) was 10.2% (88 mmol/mol) with a fasting glucose level of 12.4 mmol/L.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a young adult was evaluated for hyperglycaemia and glycosuria during his annual health examination, and at that time his glycated haemoglobin (HbA1c) was 10.2% (88 mmol/mol) with a fasting glucose level of 12.4 mmol/L."
14,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", autoantibody results are inconclusive or the clinical presentation is atypical., autoantibody results are inconclusive or the clinical presentation is atypical.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where autoantibody results are inconclusive or the clinical presentation is atypical.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that the glucagon stimulation test is useful in assessing residual beta-cell function, but it should be regarded only as supportive rather than definitive in cases where autoantibody results are inconclusive or the clinical presentation is atypical."
15,repair,poor_wording,Reworded the awkward classification phrasing to match the source statement that the regimen reflected a preliminary consideration of T2D., T2D, T2D.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient's initial treatment regimen of basal insulin degludec, metformin, and saxagliptin was chosen to reflect the patient's diabetes classification,","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient's initial treatment regimen of basal insulin degludec, metformin, and saxagliptin reflected a preliminary consideration of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient's initial treatment regimen of basal insulin degludec, metformin, and saxagliptin was chosen to reflect the patient's diabetes classification, T2D","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the patient's initial treatment regimen of basal insulin degludec, metformin, and saxagliptin reflected a preliminary consideration of T2D."
16,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", potential insulin resistance., potential insulin resistance.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", at the time of diagnosis the patient was started on basal insulin degludec, metformin, and saxagliptin to achieve rapid glycaemic control, a strategy intended to address","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", at the time of diagnosis the patient was started on basal insulin degludec, metformin, and saxagliptin to achieve rapid glycaemic control, a strategy intended to address","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", at the time of diagnosis the patient was started on basal insulin degludec, metformin, and saxagliptin to achieve rapid glycaemic control, a strategy intended to address potential insulin resistance.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", at the time of diagnosis the patient was started on basal insulin degludec, metformin, and saxagliptin to achieve rapid glycaemic control, a strategy intended to address potential insulin resistance."
17,repair,source_framing_issue,Added required medical case-report source framing and tightened the cloze to the source-supported high suspicion of MODY., MODY., MODY.,"The diagnosis was highly suspected when the patient had moderately preserved yet insufficient β-cell function on glucagon stimulation test (stimulated C-peptide 0.83 nmol/L), negative islet autoantibodies, and a strong family history of early-onset diabetes, consistent with","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", given the patient's moderately preserved yet insufficient beta-cell function on glucagon stimulation test, negative islet autoantibodies, and strong family history of early-onset diabetes, there was a high clinical suspicion of","The diagnosis was highly suspected when the patient had moderately preserved yet insufficient β-cell function on glucagon stimulation test (stimulated C-peptide 0.83 nmol/L), negative islet autoantibodies, and a strong family history of early-onset diabetes, consistent with MODY.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", given the patient's moderately preserved yet insufficient beta-cell function on glucagon stimulation test, negative islet autoantibodies, and strong family history of early-onset diabetes, there was a high clinical suspicion of MODY."
18,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", 9.1%., 9.1%.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after HNF1A-MODY was genetically confirmed and before insulin was stopped and dulaglutide was started, the patient’s HbA1c had improved to","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after HNF1A-MODY was genetically confirmed and before insulin was stopped and dulaglutide was started, the patient’s HbA1c had improved to","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after HNF1A-MODY was genetically confirmed and before insulin was stopped and dulaglutide was started, the patient’s HbA1c had improved to 9.1%.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after HNF1A-MODY was genetically confirmed and before insulin was stopped and dulaglutide was started, the patient’s HbA1c had improved to 9.1%."
19,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", below 6.5%., below 6.5%.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after the patient’s diagnosis and treatment adjustments, he was followed regularly, and during this follow-up period his glycaemic control was consistently maintained","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after the patient’s diagnosis and treatment adjustments, he was followed regularly, and during this follow-up period his glycaemic control was consistently maintained","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after the patient’s diagnosis and treatment adjustments, he was followed regularly, and during this follow-up period his glycaemic control was consistently maintained below 6.5%.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", after the patient’s diagnosis and treatment adjustments, he was followed regularly, and during this follow-up period his glycaemic control was consistently maintained below 6.5%."
20,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", pyruvate kinase activity., pyruvate kinase activity.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion describes that HNF1A mutations affect β-cell function by reducing","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion describes that HNF1A mutations affect β-cell function by reducing","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion describes that HNF1A mutations affect β-cell function by reducing pyruvate kinase activity.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion describes that HNF1A mutations affect β-cell function by reducing pyruvate kinase activity."
21,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", MODY., MODY.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that a significant barrier to diagnosis is a lack of awareness and clinical suspicion for this form of diabetes,","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that a significant barrier to diagnosis is a lack of awareness and clinical suspicion for this form of diabetes,","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that a significant barrier to diagnosis is a lack of awareness and clinical suspicion for this form of diabetes, MODY.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that a significant barrier to diagnosis is a lack of awareness and clinical suspicion for this form of diabetes, MODY."
22,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", autoantibody negative., autoantibody negative.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that some individuals with HNF1A mutations have autoantibodies. The majority of MODY cases are","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that some individuals with HNF1A mutations have autoantibodies. The majority of MODY cases are","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that some individuals with HNF1A mutations have autoantibodies. The majority of MODY cases are autoantibody negative.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that some individuals with HNF1A mutations have autoantibodies. The majority of MODY cases are autoantibody negative."
23,repair,near_drop_review,Restored after targeted title-leakage audit: title overlap was judged broad/contextual rather than unavoidable answer leakage., those with T2D., those with T2D.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that earlier studies comparing MODY patients with another diabetes group found higher rates of obesity and metabolic syndrome in","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that earlier studies comparing MODY patients with another diabetes group found higher rates of obesity and metabolic syndrome in","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that earlier studies comparing MODY patients with another diabetes group found higher rates of obesity and metabolic syndrome in those with T2D.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that earlier studies comparing MODY patients with another diabetes group found higher rates of obesity and metabolic syndrome in those with T2D."
24,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", family history., family history.,"In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that when considering MODY, a clinical clue with limited usefulness because of under-reporting, new mutations, and the high prevalence of type 2 diabetes is","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that when considering MODY, a clinical clue with limited usefulness because of under-reporting, new mutations, and the high prevalence of type 2 diabetes is","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that when considering MODY, a clinical clue with limited usefulness because of under-reporting, new mutations, and the high prevalence of type 2 diabetes is family history.","In the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that when considering MODY, a clinical clue with limited usefulness because of under-reporting, new mutations, and the high prevalence of type 2 diabetes is family history."
25,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", individuals prone to hypoglycaemia., individuals prone to hypoglycaemia.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that in patients with HNF1A-MODY, GLP-1 receptor agonists can be a safer and more effective alternative to sulfonylureas as β-cell function declines, particularly in","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that in patients with HNF1A-MODY, GLP-1 receptor agonists can be a safer and more effective alternative to sulfonylureas as β-cell function declines, particularly in","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that in patients with HNF1A-MODY, GLP-1 receptor agonists can be a safer and more effective alternative to sulfonylureas as β-cell function declines, particularly in individuals prone to hypoglycaemia.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the discussion notes that in patients with HNF1A-MODY, GLP-1 receptor agonists can be a safer and more effective alternative to sulfonylureas as β-cell function declines, particularly in individuals prone to hypoglycaemia."
26,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", high inhibition of residual SGLT-2 activity., high inhibition of residual SGLT-2 activity.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a report noted that patients with HNF1A-MODY may develop severe dehydration and diabetic ketoacidosis because of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a report noted that patients with HNF1A-MODY may develop severe dehydration and diabetic ketoacidosis because of","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a report noted that patients with HNF1A-MODY may develop severe dehydration and diabetic ketoacidosis because of high inhibition of residual SGLT-2 activity.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", a report noted that patients with HNF1A-MODY may develop severe dehydration and diabetic ketoacidosis because of high inhibition of residual SGLT-2 activity."
27,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", diabetic ketoacidosis., diabetic ketoacidosis.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that SGLT-2 inhibitors in patients with HNF1A-MODY may carry several risks, including dehydration, potential vascular collapse, and genital infections, as well as a serious metabolic complication. One such complication is","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that SGLT-2 inhibitors in patients with HNF1A-MODY may carry several risks, including dehydration, potential vascular collapse, and genital infections, as well as a serious metabolic complication. One such complication is","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that SGLT-2 inhibitors in patients with HNF1A-MODY may carry several risks, including dehydration, potential vascular collapse, and genital infections, as well as a serious metabolic complication. One such complication is diabetic ketoacidosis.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that SGLT-2 inhibitors in patients with HNF1A-MODY may carry several risks, including dehydration, potential vascular collapse, and genital infections, as well as a serious metabolic complication. One such complication is diabetic ketoacidosis."
28,repair,poor_wording,Reworded the cloze to remove awkward setup while preserving the exact source-backed target clause., patients with HNF1A-MODY often fail to meet all diagnostic criteria, patients with HNF1A-MODY often fail to meet all diagnostic criteria,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because the authors note that this is particularly important in HNF1A-MODY even when clinical guidelines are available. In this setting,","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because, despite existing clinical guidelines,","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because the authors note that this is particularly important in HNF1A-MODY even when clinical guidelines are available. In this setting, patients with HNF1A-MODY often fail to meet all diagnostic criteria","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because, despite existing clinical guidelines, patients with HNF1A-MODY often fail to meet all diagnostic criteria"
29,keep,,"Retained: the cloze is source-framed or contextually clear, meaningful, and source-backed under the v13 rubric.", existing clinical guidelines., existing clinical guidelines.,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because patients with HNF1A-MODY often fail to meet all diagnostic criteria despite","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because patients with HNF1A-MODY often fail to meet all diagnostic criteria despite","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because patients with HNF1A-MODY often fail to meet all diagnostic criteria despite existing clinical guidelines.","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", precision medicine is described as crucial for MODY because patients with HNF1A-MODY often fail to meet all diagnostic criteria despite existing clinical guidelines."
30,repair,near_drop_review,Restored after targeted title-leakage audit: title overlap was judged broad/contextual rather than unavoidable answer leakage., type 1 and T2D, type 1 and T2D,"According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that there are currently no suitable biomarkers to distinguish HNF1A-MODY from","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that there are currently no suitable biomarkers to distinguish HNF1A-MODY from","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that there are currently no suitable biomarkers to distinguish HNF1A-MODY from type 1 and T2D","According to the case report ""Non-type 1 and non-type 2 diabetes in a young man due to novel mutation in HNF1A"", the authors note that there are currently no suitable biomarkers to distinguish HNF1A-MODY from type 1 and T2D"
