row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., further proceedings., further proceedings.,"In Bruce Charles Cohen v. Consilio, LLC, after vacating the district court’s order regarding Cohen’s claim under the MFLSA, the court ordered","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after vacating the district court’s order regarding Cohen’s claim under the MFLSA, the court ordered","In Bruce Charles Cohen v. Consilio, LLC, after vacating the district court’s order regarding Cohen’s claim under the MFLSA, the court ordered further proceedings.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after vacating the district court’s order regarding Cohen’s claim under the MFLSA, the court ordered further proceedings."
12,drop,title_leakage,"Target `Consilio, LLC` is leaked by the source title `Bruce Charles Cohen v. Consilio, LLC`; title leakage is a hard drop because the answer is already exposed in the attribution."," Consilio, LLC"," Consilio, LLC","Before the United States Court of Appeals for the Eighth Circuit, Bruce Cohen alleged that his employer failed to pay overtime wages to him and other similarly situated employees, and he alleged that his employer was","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Bruce Cohen alleged that his employer failed to pay overtime wages to him and other similarly situated employees, and his employer was","Before the United States Court of Appeals for the Eighth Circuit, Bruce Cohen alleged that his employer failed to pay overtime wages to him and other similarly situated employees, and he alleged that his employer was Consilio, LLC","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Bruce Cohen alleged that his employer failed to pay overtime wages to him and other similarly situated employees, and his employer was Consilio, LLC"
13,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., overtime wages, overtime wages,"In Bruce Charles Cohen v. Consilio, LLC, before the United States Court of Appeals for the Eighth Circuit, Bruce Cohen alleged that his employer failed to pay him and other similarly situated employees","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", before the United States Court of Appeals for the Eighth Circuit, Bruce Cohen alleged that his employer failed to pay him and other similarly situated employees","In Bruce Charles Cohen v. Consilio, LLC, before the United States Court of Appeals for the Eighth Circuit, Bruce Cohen alleged that his employer failed to pay him and other similarly situated employees overtime wages","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", before the United States Court of Appeals for the Eighth Circuit, Bruce Cohen alleged that his employer failed to pay him and other similarly situated employees overtime wages"
14,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., in 2018, in 2018,"In the case ""Bruce Charles Cohen v. Consilio, LLC,"" according to the opinion describing Cohen's employment with Consilio, Cohen began working for the company as an hourly licensed attorney document reviewer","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", according to the opinion describing Cohen's employment with Consilio, Cohen began working for the company as an hourly licensed attorney document reviewer","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" according to the opinion describing Cohen's employment with Consilio, Cohen began working for the company as an hourly licensed attorney document reviewer in 2018","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", according to the opinion describing Cohen's employment with Consilio, Cohen began working for the company as an hourly licensed attorney document reviewer in 2018"
15,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., July 2019, July 2019,"In Bruce Charles Cohen v. Consilio, LLC, Consilio emailed Cohen and other Minnesota-based hourly licensed attorney document reviewers in","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Consilio emailed Cohen and other Minnesota-based hourly licensed attorney document reviewers in","In Bruce Charles Cohen v. Consilio, LLC, Consilio emailed Cohen and other Minnesota-based hourly licensed attorney document reviewers in July 2019","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Consilio emailed Cohen and other Minnesota-based hourly licensed attorney document reviewers in July 2019"
16,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., a new premium overtime policy, a new premium overtime policy,"In Bruce Charles Cohen v. Consilio, LLC, Consilio’s July 2019 email to Cohen and other Minnesota-based hourly licensed attorney document reviewers said it would be instituting in August 2019","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Consilio’s July 2019 email to Cohen and other Minnesota-based hourly licensed attorney document reviewers said it would be instituting in August 2019","In Bruce Charles Cohen v. Consilio, LLC, Consilio’s July 2019 email to Cohen and other Minnesota-based hourly licensed attorney document reviewers said it would be instituting in August 2019 a new premium overtime policy.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Consilio’s July 2019 email to Cohen and other Minnesota-based hourly licensed attorney document reviewers said it would be instituting in August 2019 a new premium overtime policy"
17,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., overtime premium pay, overtime premium pay,"In Bruce Charles Cohen v. Consilio, LLC, after Consilio emailed Minnesota-based hourly licensed attorney document reviewers in July 2019 about a new premium overtime policy to take effect in August 2019, the new policy eliminated","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio emailed Minnesota-based hourly licensed attorney document reviewers in July 2019 about a new premium overtime policy to take effect in August 2019, the new policy eliminated","In Bruce Charles Cohen v. Consilio, LLC, after Consilio emailed Minnesota-based hourly licensed attorney document reviewers in July 2019 about a new premium overtime policy to take effect in August 2019, the new policy eliminated overtime premium pay.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio emailed Minnesota-based hourly licensed attorney document reviewers in July 2019 about a new premium overtime policy to take effect in August 2019, the new policy eliminated overtime premium pay"
18,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., “at [their] base pay rate”, “at [their] base pay rate”,"In Bruce Charles Cohen v. Consilio, LLC, Consilio’s July 2019 email announcing a new premium overtime policy effective August 2019 stated that Cohen and the other Minnesota-based hourly licensed attorney document reviewers would be paid for all hours worked","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Consilio’s July 2019 email announcing a new premium overtime policy effective August 2019 stated that Cohen and the other Minnesota-based hourly licensed attorney document reviewers would be paid for all hours worked","In Bruce Charles Cohen v. Consilio, LLC, Consilio’s July 2019 email announcing a new premium overtime policy effective August 2019 stated that Cohen and the other Minnesota-based hourly licensed attorney document reviewers would be paid for all hours worked “at [their] base pay rate”","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Consilio’s July 2019 email announcing a new premium overtime policy effective August 2019 stated that Cohen and the other Minnesota-based hourly licensed attorney document reviewers would be paid for all hours worked “at [their] base pay rate”"
19,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., on behalf of himself and a putative class, on behalf of himself and a putative class,"In Bruce Charles Cohen v. Consilio, LLC, when Cohen sued Consilio in August 2020 for allegedly failing to pay overtime wages, he did so","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen sued Consilio in August 2020 for allegedly failing to pay overtime wages, he did so","In Bruce Charles Cohen v. Consilio, LLC, when Cohen sued Consilio in August 2020 for allegedly failing to pay overtime wages, he did so on behalf of himself and a putative class","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen sued Consilio in August 2020 for allegedly failing to pay overtime wages, he did so on behalf of himself and a putative class"
20,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target. Also normalized target leading spacing so probe+target reads as a grammatical cloze.,overtime wages owed to him and similarly situated employees., overtime wages owed to him and similarly situated employees.,"In Bruce Charles Cohen v. Consilio, LLC, when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay","In Bruce Charles Cohen v. Consilio, LLC, when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay overtime wages owed to him and similarly situated employees.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay overtime wages owed to him and similarly situated employees."
21,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., Minnesota Payment of Wages Act, Minnesota Payment of Wages Act,"In Bruce Charles Cohen v. Consilio, LLC, Cohen sued Consilio in August 2020 over alleged unpaid overtime under several Minnesota wage statutes, and the Minnesota statute abbreviated as MPWA that he alleged Consilio violated was","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio in August 2020 over alleged unpaid overtime under several Minnesota wage statutes, and the Minnesota statute abbreviated as MPWA that he alleged Consilio violated was","In Bruce Charles Cohen v. Consilio, LLC, Cohen sued Consilio in August 2020 over alleged unpaid overtime under several Minnesota wage statutes, and the Minnesota statute abbreviated as MPWA that he alleged Consilio violated was Minnesota Payment of Wages Act","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio in August 2020 over alleged unpaid overtime under several Minnesota wage statutes, and the Minnesota statute abbreviated as MPWA that he alleged Consilio violated was Minnesota Payment of Wages Act"
22,repair,source_framing_issue|poor_wording|target_source_repair,"Repaired colon-before-target wording and changed the target from ""the Minnesota Fair Labor Standards Act"" to the exact source span ""Minnesota Fair Labor Standards Act.""",the Minnesota Fair Labor Standards Act., Minnesota Fair Labor Standards Act,"In Bruce Charles Cohen v. Consilio, LLC, Cohen alleged that Consilio violated several Minnesota wage statutes, including the statute abbreviated MFLSA:","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen alleged that Consilio violated several Minnesota wage statutes, including the statute abbreviated MFLSA, which was the","In Bruce Charles Cohen v. Consilio, LLC, Cohen alleged that Consilio violated several Minnesota wage statutes, including the statute abbreviated MFLSA: the Minnesota Fair Labor Standards Act.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen alleged that Consilio violated several Minnesota wage statutes, including the statute abbreviated MFLSA, which was the Minnesota Fair Labor Standards Act"
23,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., liquidated damages, liquidated damages,"In Bruce Charles Cohen v. Consilio, LLC, Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Payment of Wages Act and the Minnesota Fair Labor Standards Act, and besides overtime pay he sought","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Payment of Wages Act and the Minnesota Fair Labor Standards Act, and besides overtime pay he sought","In Bruce Charles Cohen v. Consilio, LLC, Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Payment of Wages Act and the Minnesota Fair Labor Standards Act, and besides overtime pay he sought liquidated damages.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Payment of Wages Act and the Minnesota Fair Labor Standards Act, and besides overtime pay he sought liquidated damages"
24,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., injunctive relief, injunctive relief,"In Bruce Charles Cohen v. Consilio, LLC, Cohen sued Consilio on behalf of himself and a putative class under the Minnesota wage statutes, and among the remedies he requested was","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio on behalf of himself and a putative class under the Minnesota wage statutes, and among the remedies he requested was","In Bruce Charles Cohen v. Consilio, LLC, Cohen sued Consilio on behalf of himself and a putative class under the Minnesota wage statutes, and among the remedies he requested was injunctive relief.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio on behalf of himself and a putative class under the Minnesota wage statutes, and among the remedies he requested was injunctive relief"
25,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., the overtime wages and liquidated damages, the overtime wages and liquidated damages,"In Bruce Charles Cohen v. Consilio, LLC, after Cohen sued Consilio under the Minnesota Fair Labor Standards Act (MFLSA) for alleged unpaid overtime, Consilio later paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Cohen sued Consilio under the Minnesota Fair Labor Standards Act (MFLSA) for alleged unpaid overtime, Consilio later paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover","In Bruce Charles Cohen v. Consilio, LLC, after Cohen sued Consilio under the Minnesota Fair Labor Standards Act (MFLSA) for alleged unpaid overtime, Consilio later paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover the overtime wages and liquidated damages.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Cohen sued Consilio under the Minnesota Fair Labor Standards Act (MFLSA) for alleged unpaid overtime, Consilio later paid Cohen and other Minnesota licensed attorney document reviewers $256,010.01 to cover the overtime wages and liquidated damages"
26,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target.," $3,225.21"," $3,225.21","In Bruce Charles Cohen v. Consilio, LLC, after Consilio paid amounts to cover the overtime wages and liquidated damages sought under Cohen’s Minnesota Fair Labor Standards Act claim, Cohen personally received","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio paid amounts to cover the overtime wages and liquidated damages sought under Cohen’s Minnesota Fair Labor Standards Act claim, Cohen personally received","In Bruce Charles Cohen v. Consilio, LLC, after Consilio paid amounts to cover the overtime wages and liquidated damages sought under Cohen’s Minnesota Fair Labor Standards Act claim, Cohen personally received $3,225.21","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio paid amounts to cover the overtime wages and liquidated damages sought under Cohen’s Minnesota Fair Labor Standards Act claim, Cohen personally received $3,225.21"
27,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target. Also normalized target leading spacing so probe+target reads as a grammatical cloze.,$462 in liquidated damages., $462 in liquidated damages.,"In Bruce Charles Cohen v. Consilio, LLC, as part of Consilio’s payments to Minnesota licensed attorney document reviewers to cover overtime wages and liquidated damages tied to Cohen’s MFLSA claim, Cohen personally received","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", as part of Consilio’s payments to Minnesota licensed attorney document reviewers to cover overtime wages and liquidated damages tied to Cohen’s MFLSA claim, Cohen personally received","In Bruce Charles Cohen v. Consilio, LLC, as part of Consilio’s payments to Minnesota licensed attorney document reviewers to cover overtime wages and liquidated damages tied to Cohen’s MFLSA claim, Cohen personally received $462 in liquidated damages.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", as part of Consilio’s payments to Minnesota licensed attorney document reviewers to cover overtime wages and liquidated damages tied to Cohen’s MFLSA claim, Cohen personally received $462 in liquidated damages."
28,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., been paid for all overtime wages he alleges he is owed in this lawsuit, been paid for all overtime wages he alleges he is owed in this lawsuit,"In the case ""Bruce Charles Cohen v. Consilio, LLC,"" Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had been paid for all overtime wages he alleges he is owed in this lawsuit","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had been paid for all overtime wages he alleges he is owed in this lawsuit"
29,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target.," $172,080"," $172,080","In Bruce Charles Cohen v. Consilio, LLC, after the parties agreed that Cohen had been paid the overtime wages and liquidated damages he sought, Cohen nevertheless claimed statutory penalties under several Minnesota wage laws, and he argued that he was entitled to average daily wage penalties under the Minnesota Payment of Wages Act (MPWA) in the amount of","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after the parties agreed that Cohen had been paid the overtime wages and liquidated damages he sought, Cohen nevertheless claimed statutory penalties under several Minnesota wage laws, and he argued that he was entitled to average daily wage penalties under the Minnesota Payment of Wages Act (MPWA) in the amount of","In Bruce Charles Cohen v. Consilio, LLC, after the parties agreed that Cohen had been paid the overtime wages and liquidated damages he sought, Cohen nevertheless claimed statutory penalties under several Minnesota wage laws, and he argued that he was entitled to average daily wage penalties under the Minnesota Payment of Wages Act (MPWA) in the amount of $172,080.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after the parties agreed that Cohen had been paid the overtime wages and liquidated damages he sought, Cohen nevertheless claimed statutory penalties under several Minnesota wage laws, and he argued that he was entitled to average daily wage penalties under the Minnesota Payment of Wages Act (MPWA) in the amount of $172,080"
30,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target., the MPWA, the MPWA,"In Bruce Charles Cohen v. Consilio, LLC, after Consilio paid the claimed overtime wages and liquidated damages and Cohen still sought statutory penalties, Cohen argued that he was entitled to $172,080 in average daily wage penalties under","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio paid the claimed overtime wages and liquidated damages and Cohen still sought statutory penalties, Cohen argued that he was entitled to $172,080 in average daily wage penalties under","In Bruce Charles Cohen v. Consilio, LLC, after Consilio paid the claimed overtime wages and liquidated damages and Cohen still sought statutory penalties, Cohen argued that he was entitled to $172,080 in average daily wage penalties under the MPWA","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio paid the claimed overtime wages and liquidated damages and Cohen still sought statutory penalties, Cohen argued that he was entitled to $172,080 in average daily wage penalties under the MPWA"
31,repair,source_framing_issue,Normalized the probe to explicit legal opinion framing without changing the source-supported target.," hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation"," hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation","In Bruce Charles Cohen v. Consilio, LLC, after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to","In Bruce Charles Cohen v. Consilio, LLC, after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation"
