row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
20,keep,,Target found in source under allowed normalizations., a task description and few examples., a task description and few examples.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prompts can incorporate","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prompts can incorporate","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prompts can incorporate a task description and few examples.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prompts can incorporate a task description and few examples."
21,keep,,Target found in source under allowed normalizations., important features and examples., important features and examples.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by incorporating a task description and few examples into prompts, LLMs can understand the task context and attend to","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by incorporating a task description and few examples into prompts, LLMs can understand the task context and attend to","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by incorporating a task description and few examples into prompts, LLMs can understand the task context and attend to important features and examples.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", by incorporating a task description and few examples into prompts, LLMs can understand the task context and attend to important features and examples."
22,keep,,Target found in source under allowed normalizations., analyze data., analyze data.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the demonstrated capability of LLMs, highlighting their potential to perform as an expert feature engineer, is to","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the demonstrated capability of LLMs, highlighting their potential to perform as an expert feature engineer, is to","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the demonstrated capability of LLMs, highlighting their potential to perform as an expert feature engineer, is to analyze data.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the demonstrated capability of LLMs, highlighting their potential to perform as an expert feature engineer, is to analyze data."
23,keep,,Target found in source under allowed normalizations., an expert feature engineer., an expert feature engineer.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that LLMs can analyze data, highlighting their potential to perform as","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that LLMs can analyze data, highlighting their potential to perform as","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that LLMs can analyze data, highlighting their potential to perform as an expert feature engineer.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that LLMs can analyze data, highlighting their potential to perform as an expert feature engineer."
25,keep,,Target found in source under allowed normalizations., older individuals., older individuals.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", disease prediction tasks can benefit from knowledge about groups at increased risk of certain diseases, such as","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", disease prediction tasks can benefit from knowledge about groups at increased risk of certain diseases, such as","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", disease prediction tasks can benefit from knowledge about groups at increased risk of certain diseases, such as older individuals.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", disease prediction tasks can benefit from knowledge about groups at increased risk of certain diseases, such as older individuals."
26,keep,,Target found in source under allowed normalizations., natural language., natural language.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of natural language.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of natural language."
27,keep,,Target found in source under allowed normalizations., an LLM., an LLM.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into an LLM.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into an LLM."
28,keep,,Target found in source under allowed normalizations., in-context learning., in-context learning.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is in-context learning.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is in-context learning."
29,keep,,Target found in source under allowed normalizations., parameter-efficient fine-tuning., parameter-efficient fine-tuning.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is parameter-efficient fine-tuning.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is parameter-efficient fine-tuning."
30,keep,,Target found in source under allowed normalizations., conventional tabular learning baselines., conventional tabular learning baselines.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has been shown to outperform, in low-shot regimes,","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has been shown to outperform, in low-shot regimes,","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has been shown to outperform, in low-shot regimes, conventional tabular learning baselines.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has been shown to outperform, in low-shot regimes, conventional tabular learning baselines."
31,keep,,Target found in source under allowed normalizations., low-shot regimes., low-shot regimes.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in low-shot regimes.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in low-shot regimes."
32,keep,,Target found in source under allowed normalizations., at least one, at least one,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for end-to-end predictions in LLM-based tabular learning, the number of LLM inferences required per sample, making the method computationally expensive, is","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for end-to-end predictions in LLM-based tabular learning, the number of LLM inferences required per sample, making the method computationally expensive, is","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for end-to-end predictions in LLM-based tabular learning, the number of LLM inferences required per sample, making the method computationally expensive, is at least one","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for end-to-end predictions in LLM-based tabular learning, the number of LLM inferences required per sample, making the method computationally expensive, is at least one"
33,keep,,Target found in source under allowed normalizations., computationally expensive., computationally expensive.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions computationally expensive.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions computationally expensive."
34,keep,,Target found in source under allowed normalizations., fine-tuning the LLM., fine-tuning the LLM.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require fine-tuning the LLM.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require fine-tuning the LLM."
35,keep,,Target found in source under allowed normalizations., tuning APIs., tuning APIs.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or tuning APIs.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or tuning APIs."
36,keep,,Target found in source under allowed normalizations., inference APIs., inference APIs.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via inference APIs.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via inference APIs."
37,keep,,Target found in source under allowed normalizations., lengthy prompts., lengthy prompts.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches are not suitable when the number of features in tabular data makes the serialized text long, resulting in","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches are not suitable when the number of features in tabular data makes the serialized text long, resulting in","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches are not suitable when the number of features in tabular data makes the serialized text long, resulting in lengthy prompts.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches are not suitable when the number of features in tabular data makes the serialized text long, resulting in lengthy prompts."
38,keep,,Target found in source under allowed normalizations., when the number of features in tabular data grows, when the number of features in tabular data grows,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance when the number of features in tabular data grows","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance when the number of features in tabular data grows"
39,keep,,Target found in source under allowed normalizations., turns infeasible or experiences a decline in performance., turns infeasible or experiences a decline in performance.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", as the number of features in tabular data grows and the serialized text length and prompt become long, most approaches reach a point where the method","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", as the number of features in tabular data grows and the serialized text length and prompt become long, most approaches reach a point where the method","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", as the number of features in tabular data grows and the serialized text length and prompt become long, most approaches reach a point where the method turns infeasible or experiences a decline in performance.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", as the number of features in tabular data grows and the serialized text length and prompt become long, most approaches reach a point where the method turns infeasible or experiences a decline in performance."
40,keep,,Target found in source under allowed normalizations., fundamental challenges., fundamental challenges.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", limited inference API access and difficulty handling lengthy prompts pose","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", limited inference API access and difficulty handling lengthy prompts pose","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", limited inference API access and difficulty handling lengthy prompts pose fundamental challenges.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", limited inference API access and difficulty handling lengthy prompts pose fundamental challenges."
