target,probe,fact,inference_type,text_sentences,question,answer
 scaling factor,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', conceptually the quantity $\gamma$, defined as $\gamma = \frac{1}{nm}\sum_{ij} |W_{ij}|$, in the absmean quantization function — which divides $W$ by $\gamma + \epsilon$ before applying $\mathrm{RoundClip}(\cdot, -1, 1)$ to produce values in $\{-1, 0, +1\}$ — acts as a","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', conceptually the quantity $\gamma$, defined as $\gamma = \frac{1}{nm}\sum_{ij} |W_{ij}|$, in the absmean quantization function — which divides $W$ by $\gamma + \epsilon$ before applying $\mathrm{RoundClip}(\cdot, -1, 1)$ to produce values in $\{-1, 0, +1\}$ — acts as a scaling factor",Mathematical Understanding,"['\\widetilde{W} = \\mathrm{RoundClip}(\\frac{W}{\\gamma + \\epsilon}, -1, 1),', '\\gamma = \\frac{1}{nm}\\sum_{ij} |W_{ij}|.', 'It first scales the weight matrix by its average absolute value, and then round each value to the nearest integer among \\{-1, 0, +1\\}:']","Conceptually, what role does the quantity gamma play in the absmean quantization function before rounding to -1, 0, +1?",scaling factor
 worse performance,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 were reverted to have weights only in $\{-1, +1\}$ (removing $0$), the most likely outcome for modeling capability compared to BitNet b1.58 would be","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 were reverted to have weights only in $\{-1, +1\}$ (removing $0$), the most likely outcome for modeling capability compared to BitNet b1.58 would be worse performance",Predicting Hypothetical,"['We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights, which can significantly improve the performance of 1-bit LLMs.', 'It matches the full-precision (i.e., FP16 or BF16) Transformer LLM with the same model size and training tokens in terms of both perplexity and end-task performance, while being significantly more cost-effective in terms of latency, memory, throughput, and energy consumption.']","If you reverted BitNet b1.58 back to only {-1, +1} weights (removing 0), what outcome is most likely for modeling capability versus b1.58?",worse performance
 $\log_2(3)$,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the mathematical expression that explains why three possible weight values correspond to that many bits per parameter is","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the mathematical expression that explains why three possible weight values correspond to that many bits per parameter is $\log_2(3)$",Mathematical Understanding,"['every single parameter (or weight) of the LLM is ternary {-1, 0, 1}.', 'We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.']",Which mathematical expression explains why three possible weight values correspond to about 1.58 bits per parameter?,log2(3)
 feature filtering,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 reverted to only $\{-1, 1\}$ weights (no $0$), the most directly lost modeling capability would be","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if BitNet b1.58 reverted to only $\{-1, 1\}$ weights (no $0$), the most directly lost modeling capability would be feature filtering",Predicting Hypothetical,"['We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights, which can significantly improve the performance of 1-bit LLMs.']","If BitNet b1.58 reverted to only {-1, 1} weights (no zero), which modeling capability would be most directly lost?",feature filtering
 ternary weights,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the central technical innovation is a single change to the model's parameter representation that enables both performance parity with $m{FP16}$ and large cost savings:","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the central technical innovation is a single change to the model's parameter representation that enables both performance parity with $m{FP16}$ and large cost savings: ternary weights",Conceptual Synthesis,"['we introduce a 1-bit LLM variant, namely BitNet b1.58, in which every single parameter (or weight) of the LLM is ternary {-1, 0, 1}.', 'It matches the full-precision (i.e., FP16 or BF16) Transformer LLM with the same model size and training tokens in terms of both perplexity and end-task performance, while being significantly more cost-effective in terms of latency, memory, throughput, and energy consumption.', 'We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'Firstly, its modeling capability is stronger due to its explicit support for feature filtering, made possible by the inclusion of 0 in the model weights, which can significantly improve the performance of 1-bit LLMs.']",What single change to the model's parameter representation is the central technical innovation that enables both performance parity with FP16 and large cost savings?,ternary weights
 multiplication,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet's dramatic energy savings for matrix computations are primarily explained by the elimination of the expensive floating-point operation known as","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet's dramatic energy savings for matrix computations are primarily explained by the elimination of the expensive floating-point operation known as multiplication",Conceptual Synthesis,"['In contrast, the matrix multiplication of BitNet only involves integer addition, which saves orders of energy cost for LLMs.', 'the major computation cost comes from the floating-point addition and multiplication operations.', 'Additionally, it has the same energy consumption as the original 1-bit BitNet and is much more efficient in terms of memory consumption, throughput and latency compared to FP16 LLM baselines.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']",Which arithmetic operation's elimination primarily explains BitNet's dramatic energy savings during matrix multiplication?,multiplication
 larger SRAM,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors state that because BitNet b1.58 reduces memory footprint and bandwidth requirements, the costly hardware enlargement that becomes less necessary to achieve high throughput is","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors state that because BitNet b1.58 reduces memory footprint and bandwidth requirements, the costly hardware enlargement that becomes less necessary to achieve high throughput is larger SRAM",Conceptual Synthesis,"['Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint. This can significantly reduce the cost and time of loading weights from DRAM, leading to faster and more efficient inference.', 'There have been attempts to enlarge SRAM to improve throughput, but this introduces significantly higher costs than DRAM.', 'In addition to computation, the process of transferring model parameters from DRAM to the memory of an on-chip accelerator (e.g., SRAM) can be expensive during inference.']","Because BitNet b1.58 reduces memory footprint and bandwidth needs, which expensive hardware enlargement becomes less necessary for high throughput?",larger SRAM
 memory and communication,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', 1.58-bit LLMs help to mitigate two major MoE deployment bottlenecks, namely","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', 1.58-bit LLMs help to mitigate two major MoE deployment bottlenecks, namely memory and communication",Conceptual Synthesis,"['While it significantly reduces the computation FLOPs, the high memory consumption and inter-chip communication overhead limit its deployment and application.', 'These challenges can be addressed by 1.58-bit LLMs.', 'Firstly, the reduced memory footprint reduces the number of devices required to deploy MoE models.', 'Moreover, it significantly reduces the overhead of transferring activations across networks.']",Which two major MoE deployment bottlenecks does the paper claim 1.58-bit LLMs help to mitigate?,memory and communication
 decrease,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if, contrary to the paper's observation, non-linear components grew to dominate computation at large scale, BitNet b1.58's relative energy advantage would","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if, contrary to the paper's observation, non-linear components grew to dominate computation at large scale, BitNet b1.58's relative energy advantage would decrease",Predicting Hypothetical,"['BitNet b1.58 becomes increasingly more efficient in terms of energy consumption compared to the FP16 \\text{LLaMA LLM} baseline. This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size, while the cost from other components is smaller for larger models.', 'Vanilla LLMs are in 16-bit floating values (i.e., FP16 or BF16), and the bulk of any LLMs is matrix multiplication.', 'We focus mainly on the calculation for matrix multiplication, since it contributes the most to the cost of LLMs.']","If, contrary to the paper's observation, non-linear components grew to dominate computation at large scale, what would happen to BitNet b1.58's relative energy advantage?",decrease
 nn.Linear,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors attribute the main cause of BitNet b1.58's increasing speed-up with larger model sizes to the computation whose time cost grows with model size, which they identify as","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors attribute the main cause of BitNet b1.58's increasing speed-up with larger model sizes to the computation whose time cost grows with model size, which they identify as nn.Linear",Conceptual Synthesis,"['Figure~\\ref{fig:latency-memory-energy} illustrates the trends of latency and memory, showing that the speed-up increases as the model size scales.', 'This is because the time cost for \\emph{nn.Linear} grows with the model size.', 'BitNet b1.58 is based on the BitNet architecture, which is a Transformer that replaces \\emph{nn.Linear} with \\emph{BitLinear}.', 'This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size, while the cost from other components is smaller for larger models.']",Which specific computation does the paper identify as the main cause for the increasing speed-up of BitNet b1.58 with larger model sizes?,nn.Linear
 energy consumption,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors claim that the metric that remains unchanged between BitNet b1.58 and the original 1-bit BitNet is","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the authors claim that the metric that remains unchanged between BitNet b1.58 and the original 1-bit BitNet is energy consumption",Conceptual Synthesis,"['Additionally, it has the same energy consumption as the original 1-bit BitNet and is much more efficient in terms of memory consumption, throughput and latency compared to FP16 LLM baselines.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.', 'In contrast, the matrix multiplication of BitNet only involves integer addition, which saves orders of energy cost for LLMs.']",Which metric do the authors claim remains unchanged between BitNet b1.58 and the original 1-bit BitNet?,energy consumption
 zero-point quantization,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if activations were scaled to $[0, Q_b]$ instead of $[-Q_b, Q_b]$, the extra quantization complication that would reappear is","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if activations were scaled to $[0, Q_b]$ instead of $[-Q_b, Q_b]$, the extra quantization complication that would reappear is zero-point quantization",Predicting Hypothetical,"['The quantization function for activations follows the same implementation in BitNet, except that we do not scale the activations before the non-linear functions to the range $[0, Q_b]$.', 'Instead, the activations are all scaled to $[-Q_b, Q_b]$ per token to get rid of the zero-point quantization.']","If activations were scaled to [0, Q_b] instead of [-Q_b, Q_b], which extra quantization complication would reappear?",zero-point quantization
 scale factor,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the conceptual role of $\gamma$ in the weight quantization formula is to act as a","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the conceptual role of $\gamma$ in the weight quantization formula is to act as a scale factor",Mathematical Understanding,"['\\widetilde{W} = \\mathrm{RoundClip}(\\frac{W}{\\gamma + \\epsilon}, -1, 1),', '\\gamma = \\frac{1}{nm}\\sum_{ij} |W_{ij}|.', 'It first scales the weight matrix by its average absolute value, and then round each value to the nearest integer among \\{-1, 0, +1\\}.']",What is the conceptual role of gamma in the weight quantization formula?,scale factor
 three distinct states,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet b1.58 constrains each model parameter to a small discrete alphabet rather than full-precision values, so each weight in BitNet b1.58 has","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', BitNet b1.58 constrains each model parameter to a small discrete alphabet rather than full-precision values, so each weight in BitNet b1.58 has three distinct states",Conceptual Synthesis,"['In this work, we introduce a 1-bit LLM variant, namely BitNet b1.58, in which every single parameter (or weight) of the LLM is ternary {-1, 0, 1}.', 'We have added an additional value of 0 to the original 1-bit BitNet, resulting in 1.58 bits in the binary system.', 'In this work, we introduce a significant 1-bit LLM variant called \\textbf{\\text{BitNet b1.58}}, where every parameter is ternary, taking on values of \\{-1, 0, 1\\}.', 'To constrain the weights to -1, 0, or +1, we adopt an \\emph{absmean} quantization function.']",How many distinct states does each weight have in BitNet b1.58?,three
 BitLinear,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the reduced compute and memory cost of BitNet b1.58 is primarily enabled by a single architectural replacement:","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the reduced compute and memory cost of BitNet b1.58 is primarily enabled by a single architectural replacement: BitLinear",Conceptual Synthesis,"['\\text{BitNet b1.58} is based on the BitNet architecture, which is a Transformer that replaces \\emph{nn.Linear} with \\emph{BitLinear}.', 'It is trained from scratch, with 1.58-bit weights and 8-bit activations.', 'In contrast, the matrix multiplication of BitNet only involves integer addition, which saves orders of energy cost for LLMs.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']",Which single architectural replacement primarily enables BitNet b1.58's reduced compute and memory cost?,BitLinear
 memory and communication,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', 1.58-bit quantization primarily reduces two deployment overheads for Mixture-of-Experts:","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', 1.58-bit quantization primarily reduces two deployment overheads for Mixture-of-Experts: memory and communication",Conceptual Synthesis,"['Firstly, the reduced memory footprint reduces the number of devices required to deploy MoE models.', 'Moreover, it significantly reduces the overhead of transferring activations across networks.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint.', 'Ultimately, there would be no overhead if the entire models could be placed on a single chip.']",Which two deployment overheads for Mixture-of-Experts does 1.58-bit quantization primarily reduce?,memory and communication
 increase,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in $1.58$ Bits', if embeddings were quantized to the same $1.58$-bit scheme instead of remaining full precision (e.g., $\text{FP16}$), BitNet's memory advantage over $\text{FP16}$ LLaMA would most likely","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in $1.58$ Bits', if embeddings were quantized to the same $1.58$-bit scheme instead of remaining full precision (e.g., $\text{FP16}$), BitNet's memory advantage over $\text{FP16}$ LLaMA would most likely increase",Predicting Hypothetical,"['The memory consumption follows a similar trend, as the embedding remains full precision and its memory proportion is smaller for larger models.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint.', 'Both latency and memory were measured with a 2-bit kernel, so there is still room for optimization to further reduce the cost.']","If embeddings were quantized to the same 1.58-bit scheme instead of remaining full precision, how would BitNet's memory advantage over FP16 LLaMA most likely change?",increase
 same pretraining data,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the experimental practice reported to ensure a fair comparison between BitNet b1.58 and the FP16 LLaMA baseline is using the","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the experimental practice reported to ensure a fair comparison between BitNet b1.58 and the FP16 LLaMA baseline is using the same pretraining data",Conceptual Synthesis,"['To ensure a fair comparison, we pre-trained the models on the RedPajama dataset for 100 billion tokens.']",Which experimental practice reported in the paper is intended to ensure a fair comparison between BitNet b1.58 and the FP16 LLaMA baseline?,same pretraining data
 other parameters grow,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', as model size increases, the embedding's share of total memory shrinks because","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', as model size increases, the embedding's share of total memory shrinks because other parameters grow",Conceptual Synthesis,"['The memory consumption follows a similar trend, as the embedding remains full precision and its memory proportion is smaller for larger models.', 'This is because the time cost for \\emph{nn.Linear} grows with the model size.', 'This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size, while the cost from other components is smaller for larger models.']",Why does the embedding's share of total memory shrink as model size increases?,other parameters grow
 2 times,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if activation precision per token is halved from $16$-bit to $8$-bit and memory is the bottleneck, context length can increase by a factor of","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', if activation precision per token is halved from $16$-bit to $8$-bit and memory is the bottleneck, context length can increase by a factor of 2 times",Conceptual Synthesis,"['it reduces the activations from 16 bits to 8 bits, allowing the context length to be doubled given the same resources.', 'In the era of LLMs, the ability to handle long sequence has become a critical demand. One major challenge for long sequence inference is the memory consumption introduced by the KV caches.', 'Compared to full-precision models, 1-bit LLMs have a much lower memory footprint from both a capacity and bandwidth standpoint.']","If activation precision per token is halved from 16-bit to 8-bit and memory is the bottleneck, by what factor can context length increase?",2x
 prevents division by zero,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', adding $\epsilon$ to the denominator in the quantization formula $\widetilde{W} = \mathrm{RoundClip}\left(\frac{W}{\gamma + \epsilon}, -1, 1\right)$ serves a practical purpose: it","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', adding $\epsilon$ to the denominator in the quantization formula $\widetilde{W} = \mathrm{RoundClip}\left(\frac{W}{\gamma + \epsilon}, -1, 1\right)$ serves a practical purpose: it prevents division by zero",Mathematical Understanding,"['\\widetilde{W} = \\mathrm{RoundClip}(\\frac{W}{\\gamma + \\epsilon}, -1, 1),']",What practical purpose does adding epsilon to the denominator serve in the quantization formula?,prevent divide by zero
 mapped to zero,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', after applying the scale, rounding, and clipping pipeline, small-magnitude weights near $0$ are most likely","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', after applying the scale, rounding, and clipping pipeline, small-magnitude weights near $0$ are most likely mapped to zero",Mathematical Understanding,"['\\widetilde{W} = \\mathrm{RoundClip}(\\frac{W}{\\gamma + \\epsilon}, -1, 1),', '\\mathrm{RoundClip}(x, a, b) = \\max(a, \\min(b, \\mathrm{round}(x))).', 'To constrain the weights to -1, 0, or +1, we adopt an absmean quantization function. It first scales the weight matrix by its average absolute value, and then round each value to the nearest integer among \\{-1, 0, +1\\}:']","What is the most likely outcome for small-magnitude weights near zero after applying the scale, rounding, and clipping pipeline?",mapped to zero
 the dominance of nn.Linear layers,"According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the dominant factor explaining why BitNet's relative inference speed-up improves with larger model sizes is","According to the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the dominant factor explaining why BitNet's relative inference speed-up improves with larger model sizes is the dominance of nn.Linear layers",Conceptual Synthesis,"['Figure shows that the speed-up increases as the model size scales.', 'This is because the time cost for \\emph{nn.Linear} grows with the model size.', 'We focus mainly on the calculation for matrix multiplication, since it contributes the most to the cost of LLMs.', 'This is due to the fact that the percentage of \\emph{nn.Linear} grows with the model size, while the cost from other components is smaller for larger models.']",What dominant factor explains why BitNet's relative inference speed-up improves with larger model sizes?,nn.Linear dominance
 fewer $\mathrm{FP16}$ multiplications,"In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the specific reduction in arithmetic operations that most directly drives the large matrix-multiplication energy savings is","In the paper 'The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits', the specific reduction in arithmetic operations that most directly drives the large matrix-multiplication energy savings is fewer $\mathrm{FP16}$ multiplications",Conceptual Synthesis,"['The majority of \\text{BitNet b1.58} is INT8 addition calculation, while \\text{LLaMA LLM} consists of both FP16 addition and FP16 multiplication.', 'According to the energy model ... \\text{BitNet b1.58} saves 71.4 times arithmetic operations energy consumption for matrix multiplication on 7nm chips.', 'In contrast, the matrix multiplication of BitNet only involves integer addition, which saves orders of energy cost for LLMs.', 'BitNet b1.58 retains all the benefits of the original 1-bit BitNet, including its new computation paradigm, which requires almost no multiplication operations for matrix multiplication and can be highly optimized.']",Which specific reduction in arithmetic operations most directly drives the large matrix-multiplication energy savings?,fewer FP16 mults
 capacity is preserved,"In the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', BitNet's superior performance at large token counts implies that low-bit quantization does not significantly reduce representational power, meaning","In the paper 'The Era of $1$-bit LLMs: All Large Language Models are in $1.58$ Bits', BitNet's superior performance at large token counts implies that low-bit quantization does not significantly reduce representational power, meaning capacity is preserved",Conceptual Synthesis,"['Our findings shows that \\text{BitNet b1.58} achieves a superior performance on all end tasks, indicating that 1.58-bit LLMs also have strong generalization capabilities.', 'It matches the full-precision (i.e., FP16 or BF16) Transformer LLM with the same model size and training tokens in terms of both perplexity and end-task performance, while being significantly more cost-effective in terms of latency, memory, throughput, and energy consumption.', 'Secondly, our experiments show that \\text{BitNet b1.58} can match full precision (i.e., FP16) baselines in terms of both perplexity and end-task performance, starting from a 3B size, when using the same configuration (e.g., model size, training tokens, etc.).']",What does BitNet's superior performance at large token counts imply about low-bit quantization and model capacity?,capacity preserved
