target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 multilingual training,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark?","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark? multilingual training",Multi-Fact Integration,"['""the OASST1 dataset  on which {Guanaco} models are trained is multilingual and that the OA benchmark also contains prompts in different languages.""', '""we leave it to future work to investigate the degree to which such multilingual training improves performance on instructions in languages other than English and whether this explains the larger gap between Vicuna-13B model (only trained on English data) and {Guanaco} 33B and 65B on the OA benchmark.""']","Because Guanaco's training data and the OA benchmark are both multilingual while Vicuna-13B is English-only, the paper points to multilingual training as a plausible explanation for the larger OA gap.",What training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark?,multilingual training,"['""the OASST1 dataset  on which {Guanaco} models are trained is multilingual and that the OA benchmark also contains prompts in different languages.""', '""we leave it to future work to investigate the degree to which such multilingual training improves performance on instructions in languages other than English and whether this explains the larger gap between Vicuna-13B model (only trained on English data) and {Guanaco} 33B and 65B on the OA benchmark.""']","['""the OASST1 dataset  on which {Guanaco} models are trained is multilingual and that the OA benchmark also contains prompts in different languages.""', '""we leave it to future work to investigate the degree to which such multilingual training improves performance on instructions in languages other than English and whether this explains the larger gap between Vicuna-13B model (only trained on English data) and {Guanaco} 33B and 65B on the OA benchmark.""']"
 system-level ranking,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for system-level ranking",Synthesized Insight,"['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","Since agreement is notably stronger for overall rankings than for single examples, GPT-4 is more suitable for system-level comparisons than example-level labels.","Given weaker agreement on individual examples but moderate agreement on overall model ordering, what kind of comparison is GPT-4 better suited for?",system-level ranking,"['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]"
 chatbot performance,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a model selected solely for high MMLU after FLAN v2 finetuning may still be weak on","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a model selected solely for high MMLU after FLAN v2 finetuning may still be weak on chatbot performance",Multi-Fact Integration,"['strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark']","The FLAN v2 example shows that high MMLU can coexist with poor Vicuna results, so strong MMLU alone does not guarantee chatbot strength.",A model selected solely for high MMLU after FLAN v2 finetuning may still be weak on what benchmarked ability?,chatbot performance,"['strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark']","['strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark']"
 double quantization,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is double quantization",Synthesized Insight,"['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","Since it cuts the storage cost of quantization constants and does so without degrading performance, the method that fits the memory-saving goal is double quantization.","If you want to shrink the storage cost of quantization constants without hurting quality, what method follows from these results?",double quantization,"['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']"
 NF4,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the 4-bit datatype that is theoretically the best match for storing pretrained weights is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the 4-bit datatype that is theoretically the best match for storing pretrained weights is NF4",Reasoning Step,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$', 'we term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","If pretrained weights are usually zero-centered normal and NFk is optimal for that distribution, then NF4 is the best-matched 4-bit storage type for those weights.","Given the typical distribution of pretrained weights, which 4-bit datatype is theoretically the best match for storing them?",NF4,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$', 'we term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$', 'we term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']"
 showing its work,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is showing its work",Reasoning Step,"['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","Because accuracy is better when the model shows its work and worse when it does not break problems down step-by-step, that format improves its math reliability.",What response pattern tends to make Guanaco's math answers more reliable?,showing its work,"['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']"
 the 4-bit base model,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', after gradient checkpointing, the component that still dominates training memory enough that adding more adapters changes little is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', after gradient checkpointing, the component that still dominates training memory enough that adding more adapters changes little is the 4-bit base model",Multi-Fact Integration,"['With gradient checkpointing~\\citep{chen2016training}, the input gradients reduce to an average of 18 MB per sequence making them more memory intensive than all LoRA weights combined.', 'In comparison, the 4-bit base model consumes 5,048 MB of memory.', 'This means we can use more adapters without significantly increasing the overall training memory footprint']","Since the 4-bit base model is vastly larger than the LoRA-related memory terms, shrinking or expanding adapters changes total memory much less than the base model does.","After gradient checkpointing, which component still dominates training memory enough that adding more adapters changes little?",the 4-bit base model,"['With gradient checkpointing~\\citep{chen2016training}, the input gradients reduce to an average of 18 MB per sequence making them more memory intensive than all LoRA weights combined.', 'In comparison, the 4-bit base model consumes 5,048 MB of memory.', 'This means we can use more adapters without significantly increasing the overall training memory footprint']","['With gradient checkpointing~\\citep{chen2016training}, the input gradients reduce to an average of 18 MB per sequence making them more memory intensive than all LoRA weights combined.', 'In comparison, the 4-bit base model consumes 5,048 MB of memory.', 'This means we can use more adapters without significantly increasing the overall training memory footprint']"
 data quality,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if one instruction dataset is much larger but worse for chatbot performance, the property that should be prioritized over sample count is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if one instruction dataset is much larger but worse for chatbot performance, the property that should be prioritized over sample count is data quality",Multi-Fact Integration,"['First, we find that data quality is far more important than dataset size, e.g., a 9k sample dataset (OASST1) outperformed a 450k sample dataset (FLAN v2, subsampled) on chatbot performance', 'dataset suitability matters more than size for a given task.']","Because the smaller OASST1 set beat the much larger FLAN v2 set for chatbot performance, the property to prioritize over sample count is data quality or suitability.","If one instruction dataset is much larger but worse for chatbot performance, what property should be prioritized over sample count?",data quality,"['First, we find that data quality is far more important than dataset size, e.g., a 9k sample dataset (OASST1) outperformed a 450k sample dataset (FLAN v2, subsampled) on chatbot performance', 'dataset suitability matters more than size for a given task.']","['First, we find that data quality is far more important than dataset size, e.g., a 9k sample dataset (OASST1) outperformed a 450k sample dataset (FLAN v2, subsampled) on chatbot performance', 'dataset suitability matters more than size for a given task.']"
 quantization constants,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', while a small blocksize is required for precise 4-bit quantization, Double Quantization helps reduce the memory footprint of","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', while a small blocksize is required for precise 4-bit quantization, Double Quantization helps reduce the memory footprint of quantization constants",Multi-Fact Integration,"['""While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.""', '""Double Quantization helps reduce the memory footprint of quantization constants.""']","If small blocks are needed for precision but increase overhead, and double quantization reduces the footprint of quantization constants, then that overhead is what double quantization mainly offsets.","When QLoRA keeps small blocks for accurate 4-bit weights, what extra memory cost does Double Quantization mainly reduce?",quantization constants,"['""While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.""', '""Double Quantization helps reduce the memory footprint of quantization constants.""']","['""While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.""', '""Double Quantization helps reduce the memory footprint of quantization constants.""']"
 65B finetuning,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning?","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning? 65B finetuning",Multi-Fact Integration,"['regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', '\\textsc{QLoRA} reduces the average memory requirements of finetuning a 65B parameter model from $>$780GB of GPU memory to $<$48GB without degrading the runtime or predictive performance compared to a 16-bit fully finetuned baseline.']","If regular finetuning needs more than 780GB but QLoRA needs less than 48GB, then a single 48GB GPU can handle the 65B finetuning only with QLoRA.","If you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning?",65B finetuning,"['regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', '\\textsc{QLoRA} reduces the average memory requirements of finetuning a 65B parameter model from $>$780GB of GPU memory to $<$48GB without degrading the runtime or predictive performance compared to a 16-bit fully finetuned baseline.']","['regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', '\\textsc{QLoRA} reduces the average memory requirements of finetuning a 65B parameter model from $>$780GB of GPU memory to $<$48GB without degrading the runtime or predictive performance compared to a 16-bit fully finetuned baseline.']"
 data leakage,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what concern about Guanaco's strong Vicuna results is weakened by these two checks is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what concern about Guanaco's strong Vicuna results is weakened by these two checks is data leakage",Multi-Fact Integration,"['{Guanaco} is the only top model in our evaluation that is not trained on proprietary data as the OASST1 dataset collection guidelines explicitly forbid the use of GPT models.', 'we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts. We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","If the training data forbids GPT-model use and there is no prompt overlap with Vicuna, then simple leakage-based explanations for Guanaco's Vicuna performance are weakened.",What concern about Guanaco's strong Vicuna results is weakened by these two checks?,data leakage,"['{Guanaco} is the only top model in our evaluation that is not trained on proprietary data as the OASST1 dataset collection guidelines explicitly forbid the use of GPT models.', 'we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts. We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","['{Guanaco} is the only top model in our evaluation that is not trained on proprietary data as the OASST1 dataset collection guidelines explicitly forbid the use of GPT models.', 'we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts. We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']"
 faithful instruction following,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a tiny amount of trickery breaks the desired behavior, showcasing the need to study methods for more","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a tiny amount of trickery breaks the desired behavior, showcasing the need to study methods for more faithful instruction following",Synthesized Insight,"['which is the desired behavior. However, a tiny amount of trickery breaks this behavior:', 'showcasing the need to study methods for more faithful instruction following.']","If the secret stays hidden under direct questioning but is revealed after a small prompt trick, then the model's instruction following is not reliably faithful.","What broader weakness is revealed when the secret stays hidden under a direct question but is revealed after ""ignore your previous instructions""?",faithful instruction following,"['which is the desired behavior. However, a tiny amount of trickery breaks this behavior:', 'showcasing the need to study methods for more faithful instruction following.']","['which is the desired behavior. However, a tiny amount of trickery breaks this behavior:', 'showcasing the need to study methods for more faithful instruction following.']"
 both orders,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', to offset GPT-4's prompt-order bias in score-based evaluation, the mean score should be reported over","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', to offset GPT-4's prompt-order bias in score-based evaluation, the mean score should be reported over both orders",Reasoning Step,"['We find a significant ordering effect with GPT-4 increasing the score of the response occurring earlier in the prompt.', 'To control for such effects, we recommend reporting the mean score over both orders.']","If GPT-4 favors the earlier response, then averaging both presentation orders is the paper's stated way to cancel that bias.","To offset GPT-4's prompt-order bias in score-based evaluation, what should be averaged?",both orders,"['We find a significant ordering effect with GPT-4 increasing the score of the response occurring earlier in the prompt.', 'To control for such effects, we recommend reporting the mean score over both orders.']","['We find a significant ordering effect with GPT-4 increasing the score of the response occurring earlier in the prompt.', 'To control for such effects, we recommend reporting the mean score over both orders.']"
 similarity to the benchmark dataset,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the property of a finetuning dataset that most directly predicts whether it will help on MMLU versus chatbot benchmarks is its","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the property of a finetuning dataset that most directly predicts whether it will help on MMLU versus chatbot benchmarks is its similarity to the benchmark dataset",Multi-Fact Integration,"['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']","Since benchmark performance tracks how similar the finetuning data is to each benchmark, similarity to the benchmark dataset is the key predictor.",What property of a finetuning dataset most directly predicts whether it will help on MMLU versus chatbot benchmarks?,similarity to the benchmark dataset,"['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']","['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']"
