v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
56,57,keep_rejected,unsupported_or_unclear,"It fails criterion 1 and 5 because the completion 'orthogonally transforming' is essentially a circular restatement of 'orthogonal over-parameterized training' and is also incomplete relative to the source fact, which says it trains networks by orthogonally transforming a randomly initialized neural network.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", orthogonal over-parameterized training trains classification neural networks from scratch by",orthogonally transforming,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", orthogonal over-parameterized training trains classification neural networks from scratch by orthogonally transforming",We also draw inspiration from orthogonal over-parameterized training~\cite{liu2021orthogonal} which trains classification neural networks from scratch by orthogonally transforming a randomly initialized neural network.,Introduction
61,62,keep_rejected,near_binary_answer_space,"Unsuitable because it is largely tautological and awkwardly formulated: the probe already specifies 'neural networks trained using orthogonal transformation for classification problems,' and the target merely restates that they are 'generalizable neural networks' rather than eliciting a distinct concept (criteria 1 and 5).",Answer space is too narrow for robust five-option MCQA.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", neural networks trained using orthogonal transformation for classification problems are",generalizable neural networks.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", neural networks trained using orthogonal transformation for classification problems are generalizable neural networks.",\cite{liu2021orthogonal} shows that orthogonal transformation is sufficiently flexible to train generalizable neural networks for classification problems.,Introduction
68,69,keep_rejected,weak_distractor_space,"Unsuitable because the target is effectively exposed in the probe itself via the paper title “Controlling Text-to-Image Diffusion by Orthogonal Finetuning,” making the answer “text-to-image diffusion models” nearly verbatim leakage (criterion 2).",No strong restoration rationale under the restoration rubric.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the class of generative models that Orthogonal Finetuning is proposed to guide toward better controllability is",text-to-image diffusion models,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the class of generative models that Orthogonal Finetuning is proposed to guide toward better controllability is text-to-image diffusion models",\item We propose a novel finetuning method -- Orthogonal Finetuning for guiding text-to-image diffusion models towards better controllability.,Introduction
70,71,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""the pretrained model,"" is a very short and generic phrase that does not support five meaningful, conceptually distinct multiple-choice options.",Target remains too generic or low-information for restoration.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the constrained variant limits the angular deviation from",the pretrained model.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the constrained variant limits the angular deviation from the pretrained model.","To further improve stability, we propose a constrained variant which limits the angular deviation from the pretrained model.",Introduction
75,76,keep_rejected,weak_distractor_space,"It fails criterion 1 because the probe already paraphrases the target as 'finetuning robustness, namely ...', making 'finetuning stability' essentially a restatement rather than a distinct concept to choose among options.",No strong restoration rationale under the restoration rubric.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors report that their comprehensive empirical study shows significant improvement over prior work in generation quality and convergence speed, as well as in the aspect of finetuning robustness, namely",finetuning stability.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors report that their comprehensive empirical study shows significant improvement over prior work in generation quality and convergence speed, as well as in the aspect of finetuning robustness, namely finetuning stability.","We conduct a comprehensive empirical study and demonstrate significant improvement over prior work in terms of generation quality, convergence speed and finetuning stability.",Introduction
79,80,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target 'the controllability' is essentially a tautological restatement of the probe phrase 'control consistency metric evaluates,' making the answer obvious rather than a meaningful MCQ concept.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", for controllable generation, the new control consistency metric evaluates",the controllability.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", for controllable generation, the new control consistency metric evaluates the controllability.","\item For controllable generation, we introduce a new control consistency metric to evaluate the controllability.",Introduction
80,81,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable under criterion 1 because the target is essentially tautological: the probe already says the estimated quantity is compared with the original conditioning input, which in this context is just the control signal restated.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the new control consistency metric for controllable generation, what is estimated from the generated image before being compared with the original conditioning input is",the control signal.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the new control consistency metric for controllable generation, what is estimated from the generated image before being compared with the original conditioning input is the control signal.",This core idea is to estimate the control signal from the generated image and then compare it with the origin control signal.,Introduction
91,92,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the source fact states that both generative adversarial networks and autoregressive models have been studied, so the probe is incorrectly formulated as if only one answer were correct.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", other than diffusion models, the kind of networks that have also been studied in text-to-image generation is",generative adversarial networks.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", other than diffusion models, the kind of networks that have also been studied in text-to-image generation is generative adversarial networks.","Other than diffusion models, generative adversarial networks~\cite{reed2016generative,zhang2017stackgan,xu2018attngan,li2019controllable} and autoregressive models~\cite{ramesh2021zero,ding2021cogview,wu2022nuwa,yuscaling} have also been studied in text-to-image generation.",Related Work
94,95,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the completion is essentially a direct restatement of the probe itself—given 'model-agnostic finetuning approach' in a paper about text-to-image diffusion, the answer 'any text-to-image diffusion model' is tautologically cued rather than knowledge-testing.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT is described as a model-agnostic finetuning approach that can be applied to",any text-to-image diffusion model.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", OFT is described as a model-agnostic finetuning approach that can be applied to any text-to-image diffusion model.",OFT is inherently a model-agnostic finetuning approach and can be applied to any text-to-image diffusion model.,Related Work
96,97,keep_rejected,weak_distractor_space,"It fails criterion 3 because the target, ""the context,"" is a very short, obvious phrase in a simple contrast with ""the subject,"" making it hard to create five meaningful options that test substantive knowledge.",No strong restoration rationale under the restoration rubric.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in subject-driven generation, inversion methods can be applied to modify without changing the subject,",the context,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in subject-driven generation, inversion methods can be applied to modify without changing the subject, the context","Inversion methods~\cite{choi2021ilvr,dhariwal2021diffusion,ramesh2022hierarchical,gal2022image} can be applied to modify the context without changing the subject.",Related Work
97,98,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, “the subject,” is a very short generic phrase with little conceptual specificity, making it hard to build five meaningful, discriminative options.",Target remains too generic or low-information for restoration.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the discussion of subject-driven generation, inversion methods can be applied to modify the context without changing",the subject.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the discussion of subject-driven generation, inversion methods can be applied to modify the context without changing the subject.","Inversion methods~\cite{choi2021ilvr,dhariwal2021diffusion,ramesh2022hierarchical,gal2022image} can be applied to modify the context without changing the subject.",Related Work
100,101,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because the target is a trivially generic phrase ('a person's face') that is strongly implied by the probe's wording about a 'personalized generative face prior,' making it too obvious and lacking enough conceptual specificity for meaningful 5-way distractors (criteria 1 and 3).",Target remains too generic or low-information for restoration.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in \cite{nitzan2022mystyle}, a personalized generative face prior is learned from a collection of images of",a person's face.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in \cite{nitzan2022mystyle}, a personalized generative face prior is learned from a collection of images of a person's face.","Similarly, \cite{nitzan2022mystyle} learns a personalized generative face prior from a collection of a person's face images.",Related Work
103,104,keep_rejected,unsupported_or_unclear,It fails criterion 5 because the source fact says DreamBooth uses two losses—a reconstruction loss and a class-specific prior preservation loss—so the probe is incorrectly formulated as if a single completion were sufficient.,"Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when DreamBooth finetunes the text-to-image diffusion model with a customized token and a few subject images, it uses an objective consisting of",a reconstruction loss.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", when DreamBooth finetunes the text-to-image diffusion model with a customized token and a few subject images, it uses an objective consisting of a reconstruction loss.","With a customized token and a few subject images, DreamBooth~\cite{ruiz2023dreambooth} finetunes the text-to-image diffusion model using a reconstruction loss and a class-specific prior preservation loss.",Related Work
105,106,keep_rejected,unsupported_or_unclear,"It fails criterion 5 (incorrectly formulated): the paper says OFT adopts the DreamBooth framework, but the thing used instead of naive small-learning-rate finetuning is orthogonal transformations, not DreamBooth.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", instead of naive finetuning with a small learning rate, OFT adopts",the DreamBooth framework.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", instead of naive finetuning with a small learning rate, OFT adopts the DreamBooth framework.","OFT adopts the DreamBooth framework, but instead of performing naive finetuning with a small learning rate, OFT finetunes the model with orthogonal transformations.",Related Work
114,115,keep_rejected,too_generic_target|weak_distractor_space,"This probe is unsuitable because the target 'the generated images' is a very generic, obvious phrase with little conceptual depth, making it hard to create five meaningful distractors (criterion 3).",Target remains too generic or low-information for restoration.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", T2I-Adapter finetunes a pretrained diffusion model in order to gain stronger controllability for",the generated images,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", T2I-Adapter finetunes a pretrained diffusion model in order to gain stronger controllability for the generated images","Another concurrent and similar work, T2I-Adapter~\cite{mou2023t2i}, also finetunes a pretrained diffusion model in order to gain stronger controllability for the generated images.",Related Work
119,120,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""large pretrained models,"" is a very generic descriptive phrase with limited conceptual specificity, making it hard to create five meaningful and discriminative answer choices.",Target remains too generic or low-information for restoration.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the kind of models that have become increasingly popular to finetune on downstream tasks nowadays are",large pretrained models.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the kind of models that have become increasingly popular to finetune on downstream tasks nowadays are large pretrained models.","Finetuning large pretrained models on downstream tasks has been increasingly popular nowadays~\cite{devlin2018bert,brown2020language,he2022masked}.",Related Work
122,123,keep_rejected,visible_target_leak,"It fails criterion 3 because the target, ""finetuning,"" is a very short generic term with little conceptual specificity, making it hard to create five meaningful and discriminative answer options.",Visible stem leaks the target or an effectively identical phrase.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", LoRA assumes a low-rank structure for the additive weight update during",finetuning.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", LoRA assumes a low-rank structure for the additive weight update during finetuning.","LoRA~\cite{hulora2022} is the most relevant work to OFT, and it assumes a low-rank structure for the additive weight update during finetuning.",Related Work
130,131,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is just the single-variable symbol ""$z$"", which is too trivially short and lacks enough conceptual content to support five meaningful multiple-choice options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the toy experiment with a standard convolutional autoencoder trained on flower images, the element output of the convolution kernel $\bm{w}$ under the standard inner product is denoted by",$z$.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the toy experiment with a standard convolutional autoencoder trained on flower images, the element output of the convolution kernel $\bm{w}$ under the standard inner product is denoted by $z$.","In the training stage, we use the standard inner product to produce the feature map ($z$ denotes the element output of the convolution kernel $\bm{w}$ and $\bm{x}$ is the input in the sliding window).",Orthogonal Finetuning
142,143,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is the single common word ""angles,"" making the completion too trivial and lacking enough conceptual depth to support five meaningful multiple-choice options.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that another transformation could be more flexible than orthogonal transformation because it rotates different neurons with different",angles,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that another transformation could be more flexible than orthogonal transformation because it rotates different neurons with different angles","It may be more flexible to use some other angular transformation that rotates different neurons with different angles, but we find that orthogonal transformation is a sweet spot between flexibility and regularity.",Orthogonal Finetuning
146,147,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 1 and 3: the completion 'our argument' is a tautological, overly generic phrase directly cued by the probe, leaving no meaningful way to construct five plausible distractors.",Target remains too generic or low-information for restoration.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that performing an experiment to demonstrate the effective regularization induced by the orthogonality constraint supports",our argument.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors state that performing an experiment to demonstrate the effective regularization induced by the orthogonality constraint supports our argument.","To support our argument, we perform an experiment to demonstrate the effective regularization induced by the orthogonality constraint.",Orthogonal Finetuning
147,148,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""quite stably,"" is a short generic adverbial phrase rather than a distinctive concept or term that would support five meaningful multiple-choice options.",Target remains too generic or low-information for restoration.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the controllable generation experiment using the ControlNet setting, standard OFT performs during training, before achieving accurate control after training is finished at epoch 20,",quite stably.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the controllable generation experiment using the ControlNet setting, standard OFT performs during training, before achieving accurate control after training is finished at epoch 20, quite stably.",We can observe that our standard OFT performs quite stably and achieves accurate control after the training is finished (epoch 20).,Orthogonal Finetuning
152,153,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""a small learning rate,"" is a very generic hyperparameter phrase with limited conceptual depth, making it difficult to create five genuinely meaningful distractors.",Target remains too generic or low-information for restoration.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors explain that the conventional finetuning strategy updates a model, or certain layers of a model, using gradient descent. This strategy typically uses",a small learning rate.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors explain that the conventional finetuning strategy updates a model, or certain layers of a model, using gradient descent. This strategy typically uses a small learning rate.",The conventional finetuning strategy typically uses gradient descent with a small learning rate to update a model (or certain layers of a model).,Orthogonal Finetuning
157,158,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable because the target is a generic descriptive phrase rather than a distinctive concept or named method, making it hard to construct five meaningful, field-specific distractors (criteria 3 and 4).",Target remains too generic or low-information for restoration.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors explain that standard finetuning implicitly minimizes the deviation $\| \bm{M} - \bm{M}^0\|$ from the pretrained model weights, but this implicit constraint can still be too flexible when applied to",finetuning a large model,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the authors explain that standard finetuning implicitly minimizes the deviation $\| \bm{M} - \bm{M}^0\|$ from the pretrained model weights, but this implicit constraint can still be too flexible when applied to finetuning a large model","This implicit constraint makes intuitive sense, but it can still be too flexible for finetuning a large model.",Orthogonal Finetuning
160,161,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable under criterion 3 because the target 'some small number' is a vague, trivially short descriptive phrase rather than a distinctive concept or term that would support five meaningful multiple-choice options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the LoRA additional low-rank constraint on the weight update, $\text{rank}(\bm{M} - \bm{M}^0)=r'$, and the paper characterizes $r'$ as",some small number,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the LoRA additional low-rank constraint on the weight update, $\text{rank}(\bm{M} - \bm{M}^0)=r'$, and the paper characterizes $r'$ as some small number","To address this, LoRA introduces an additional low-rank constraint for the weight update, \emph{i.e.}, $\thickmuskip=2mu \medmuskip=2mu \text{rank}(\bm{M} - \bm{M}^0)=r'$ where $r'$ is set to be some small number.",Orthogonal Finetuning
166,167,keep_rejected,weak_distractor_space,"It fails criterion 3 because the target is merely an arbitrary mathematical notation snippet for a variable (the input vector), with little conceptual depth and weak natural distractors for a 5-option MCQ.",No strong restoration rationale under the restoration rubric.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the fully connected layer example used to explain OFT, the notation for the input vector is",\bm{x}\in\mathbb{R}^d,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", in the fully connected layer example used to explain OFT, the notation for the input vector is \bm{x}\in\mathbb{R}^d",The output vector $\thickmuskip=2mu \medmuskip=2mu \bm{z}\in\mathbb{R}^n$ of this fully connected layer is computed by $\thickmuskip=2mu \medmuskip=2mu \bm{z}=\bm{W}^\top\bm{x}$ where $\thickmuskip=2mu \medmuskip=2mu \bm{x}\in\mathbb{R}^d$ is the input vector.,Orthogonal Finetuning
169,170,keep_rejected,tautological_stem|weak_distractor_space,Unsuitable because the answer is essentially tautological and trivially obvious from the probe itself—the attainable minimum of an energy-difference norm is naturally zero—so it fails criteria 1 and 3.,Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the attainable minimum of Eq.~\eqref{eq:oft_principle}, which measures the energy difference between the finetuned model and the pretrained model, is",zero.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the attainable minimum of Eq.~\eqref{eq:oft_principle}, which measures the energy difference between the finetuned model and the pretrained model, is zero.",One can easily observe that the attainable minimum is zero for Eq.~\eqref{eq:oft_principle}.,Orthogonal Finetuning
174,175,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable under criterion 3 because the target is the single common word ""neurons,"" which is too trivially short and lacks enough conceptual specificity to support five meaningful multiple-choice distractors.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the learned layer-shared orthogonal matrices transform, in each layer,",neurons.,"In the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the learned layer-shared orthogonal matrices transform, in each layer, neurons.","This is exactly the idea of OFT, that we only need to finetune the neural network by learning layer-shared orthogonal matrices to transform neurons in each layer.",Orthogonal Finetuning
188,189,restore,numeric_memorization|filter_overstrict,"It is unsuitable under criterion 4 because the target is a bare numeric value ('1') for a determinant property, making it hard to construct five natural, meaningful distractors beyond a few obvious alternatives like -1 or ±1.",Cayley determinant property is exact source-backed numeric recall with plausible symbolic distractors.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the orthogonal matrices generated by the Cayley parameterization can have determinant",1.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the orthogonal matrices generated by the Cayley parameterization can have determinant 1.",Such an efficiency comes at a small price -- the Cayley parameterization can only produce orthogonal matrices with determinant $1$ which belongs to the special orthogonal group.,Orthogonal Finetuning
198,199,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable under criterion 1 because the probe is essentially tautological: asking what condition holds when the block matrices are 'shared' is answered directly by stating that all block matrices are equal, which just restates the premise.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the condition imposed on the block matrices when they are optionally shared in the $r$-block diagonal orthogonal matrix parameterization to further reduce the number of parameters is","$\bm{R}_i=\bm{R}_j,\forall i\neq j$","According to the paper ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"", the condition imposed on the block matrices when they are optionally shared in the $r$-block diagonal orthogonal matrix parameterization to further reduce the number of parameters is $\bm{R}_i=\bm{R}_j,\forall i\neq j$","We can optionally share the block matrix to further reduce the number of parameters, \emph{i.e.}, $\thickmuskip=2mu \medmuskip=2mu\bm{R}_i=\bm{R}_j,\forall i\neq j$.",Orthogonal Finetuning
