row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,repair,poor_wording,Removed awkward unsupported wording and restated the source-backed balance required for optimal management., the rarity and complexity of these clinical scenarios., the rarity and complexity of these clinical scenarios.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", determining the optimal management approach requires balancing obstetric risks with individualized decision-making in these situations, especially","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", determining the optimal management approach requires balancing obstetric risks with individualized decision-making in these situations, especially the rarity and complexity of these clinical scenarios.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", optimal management requires careful multidisciplinary risk assessment to balance obstetric risks with the rarity and complexity of these clinical scenarios."
12,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", mild dyspnoea., mild dyspnoea.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis, which was associated with","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis, which was associated with","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis, which was associated with mild dyspnoea.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient presented at 21 weeks of gestational age with severe, acute abdominal pain in the upper left quadrant and pelvis, which was associated with mild dyspnoea."
13,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", a regular fetal morphology., a regular fetal morphology.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s first- and second-trimester routine screening was reported as low risk for aneuploidies, confirmed by non-invasive prenatal testing, and fetal morphology was reported as","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s first- and second-trimester routine screening was reported as low risk for aneuploidies, confirmed by non-invasive prenatal testing, and fetal morphology was reported as","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s first- and second-trimester routine screening was reported as low risk for aneuploidies, confirmed by non-invasive prenatal testing, and fetal morphology was reported as a regular fetal morphology.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient’s first- and second-trimester routine screening was reported as low risk for aneuploidies, confirmed by non-invasive prenatal testing, and fetal morphology was reported as a regular fetal morphology."
14,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", the posterior fornix., the posterior fornix.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation underwent a bimanual vaginal examination because of acute abdominal pain and a pelvic mass, and the fixed 9 cm mass in the lesser pelvis partially bulged into","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation underwent a bimanual vaginal examination because of acute abdominal pain and a pelvic mass, and the fixed 9 cm mass in the lesser pelvis partially bulged into","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation underwent a bimanual vaginal examination because of acute abdominal pain and a pelvic mass, and the fixed 9 cm mass in the lesser pelvis partially bulged into the posterior fornix.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a pregnant patient at 21 weeks' gestation underwent a bimanual vaginal examination because of acute abdominal pain and a pelvic mass, and the fixed 9 cm mass in the lesser pelvis partially bulged into the posterior fornix."
15,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", an intramural-subserosal leiomyoma, an intramural-subserosal leiomyoma,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall and appeared adherent to","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall and appeared adherent to","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall and appeared adherent to an intramural-subserosal leiomyoma","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", ultrasound evaluation of a pregnant patient with two large cystic abdominal masses suggested that the caudal cyst was linked to a lesion in the posterior uterine wall and appeared adherent to an intramural-subserosal leiomyoma"
16,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", 58×71 mm., 58×71 mm.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration measuring","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration measuring","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration measuring 58×71 mm.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", MRI in the second-trimester pregnant patient showed a caudal adnexal mass adherent to a posterior intramural-subserosal uterine myoma with cystic degeneration measuring 58×71 mm."
17,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", cultural and cytological purposes., cultural and cytological purposes.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation for worsening abdominal pain and dyspnoea from large abdominal masses, the surgeons first collected two samples of free peritoneal fluid for","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation for worsening abdominal pain and dyspnoea from large abdominal masses, the surgeons first collected two samples of free peritoneal fluid for","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation for worsening abdominal pain and dyspnoea from large abdominal masses, the surgeons first collected two samples of free peritoneal fluid for cultural and cytological purposes.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during laparotomy at 21 weeks and 6 days of gestation for worsening abdominal pain and dyspnoea from large abdominal masses, the surgeons first collected two samples of free peritoneal fluid for cultural and cytological purposes."
18,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", minimise obstetric risk., minimise obstetric risk.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks plus 6 days for two large abdominal masses, and the caudal mass originating from the uterine torus was left in situ to","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks plus 6 days for two large abdominal masses, and the caudal mass originating from the uterine torus was left in situ to","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks plus 6 days for two large abdominal masses, and the caudal mass originating from the uterine torus was left in situ to minimise obstetric risk.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient underwent laparotomy at 21 weeks plus 6 days for two large abdominal masses, and the caudal mass originating from the uterine torus was left in situ to minimise obstetric risk."
19,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", the expulsive phase of labour., the expulsive phase of labour.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the caudal myoma was noted to be a large obstacle for fetal head progression in","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the caudal myoma was noted to be a large obstacle for fetal head progression in","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the caudal myoma was noted to be a large obstacle for fetal head progression in the expulsive phase of labour.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the caudal myoma was noted to be a large obstacle for fetal head progression in the expulsive phase of labour."
20,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", 7.5 cm., 7.5 cm.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at the patient’s current follow-up, when she no longer reported myoma-related symptoms, the residual pelvic myoma measured","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at the patient’s current follow-up, when she no longer reported myoma-related symptoms, the residual pelvic myoma measured","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at the patient’s current follow-up, when she no longer reported myoma-related symptoms, the residual pelvic myoma measured 7.5 cm.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", at the patient’s current follow-up, when she no longer reported myoma-related symptoms, the residual pelvic myoma measured 7.5 cm."
21,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", first trimester., first trimester.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", serum CA-125 is described as having two normal pregnancy peaks, and the peak with a median value of 23 U/mL occurs during the","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", serum CA-125 is described as having two normal pregnancy peaks, and the peak with a median value of 23 U/mL occurs during the","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", serum CA-125 is described as having two normal pregnancy peaks, and the peak with a median value of 23 U/mL occurs during the first trimester.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", serum CA-125 is described as having two normal pregnancy peaks, and the peak with a median value of 23 U/mL occurs during the first trimester."
22,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", intraoperative progesterone., intraoperative progesterone.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during the laparotomy performed at 21 weeks and 6 days of gestation, fetal viability was monitored with serial and intermittent transvaginal ultrasounds, with prophylactic support from","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during the laparotomy performed at 21 weeks and 6 days of gestation, fetal viability was monitored with serial and intermittent transvaginal ultrasounds, with prophylactic support from","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during the laparotomy performed at 21 weeks and 6 days of gestation, fetal viability was monitored with serial and intermittent transvaginal ultrasounds, with prophylactic support from intraoperative progesterone.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", during the laparotomy performed at 21 weeks and 6 days of gestation, fetal viability was monitored with serial and intermittent transvaginal ultrasounds, with prophylactic support from intraoperative progesterone."
23,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", pregnancy and puerperium., pregnancy and puerperium.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas follow a non-linear trend of size changes during","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas follow a non-linear trend of size changes during","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas follow a non-linear trend of size changes during pregnancy and puerperium.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas follow a non-linear trend of size changes during pregnancy and puerperium."
24,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", the first trimester., the first trimester.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the discussion notes that uterine leiomyomas change in size during pregnancy and puerperium, and the growing trend of uterine leiomyomas is significantly higher during","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the discussion notes that uterine leiomyomas change in size during pregnancy and puerperium, and the growing trend of uterine leiomyomas is significantly higher during","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the discussion notes that uterine leiomyomas change in size during pregnancy and puerperium, and the growing trend of uterine leiomyomas is significantly higher during the first trimester.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the discussion notes that uterine leiomyomas change in size during pregnancy and puerperium, and the growing trend of uterine leiomyomas is significantly higher during the first trimester."
25,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", later gestational ages., later gestational ages.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas were described as having a non-linear trend of size changes during pregnancy, with their growing trend being significantly higher during the first trimester than during","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas were described as having a non-linear trend of size changes during pregnancy, with their growing trend being significantly higher during the first trimester than during","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas were described as having a non-linear trend of size changes during pregnancy, with their growing trend being significantly higher during the first trimester than during later gestational ages.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine leiomyomas were described as having a non-linear trend of size changes during pregnancy, with their growing trend being significantly higher during the first trimester than during later gestational ages."
26,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", conservative treatment., conservative treatment.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine myomas diagnosed during pregnancy are usually managed with a strategy other than a surgical approach because of risks such as severe bleeding, pregnancy loss, preterm labour, and uterine rupture, namely","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine myomas diagnosed during pregnancy are usually managed with a strategy other than a surgical approach because of risks such as severe bleeding, pregnancy loss, preterm labour, and uterine rupture, namely","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine myomas diagnosed during pregnancy are usually managed with a strategy other than a surgical approach because of risks such as severe bleeding, pregnancy loss, preterm labour, and uterine rupture, namely conservative treatment.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", uterine myomas diagnosed during pregnancy are usually managed with a strategy other than a surgical approach because of risks such as severe bleeding, pregnancy loss, preterm labour, and uterine rupture, namely conservative treatment."
27,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", uterine rupture., uterine rupture.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", conservative treatment is usually preferred over surgery when uterine myomas are diagnosed during pregnancy because of several risks, including","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", conservative treatment is usually preferred over surgery when uterine myomas are diagnosed during pregnancy because of several risks, including","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", conservative treatment is usually preferred over surgery when uterine myomas are diagnosed during pregnancy because of several risks, including uterine rupture.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", conservative treatment is usually preferred over surgery when uterine myomas are diagnosed during pregnancy because of several risks, including uterine rupture."
28,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", vaginal birth, vaginal birth,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when discussing the surgical approach for uterine myomas diagnosed during pregnancy, the authors state that this approach guarantees a better outcome in terms of maternal morbidity and","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when discussing the surgical approach for uterine myomas diagnosed during pregnancy, the authors state that this approach guarantees a better outcome in terms of maternal morbidity and","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when discussing the surgical approach for uterine myomas diagnosed during pregnancy, the authors state that this approach guarantees a better outcome in terms of maternal morbidity and vaginal birth","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", when discussing the surgical approach for uterine myomas diagnosed during pregnancy, the authors state that this approach guarantees a better outcome in terms of maternal morbidity and vaginal birth"
29,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", an obstacle to vaginal birth., an obstacle to vaginal birth.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient had a huge myoma adherent to the posterior wall of the isthmic site of the uterus, which the report said would have behaved during labour as","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient had a huge myoma adherent to the posterior wall of the isthmic site of the uterus, which the report said would have behaved during labour as","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient had a huge myoma adherent to the posterior wall of the isthmic site of the uterus, which the report said would have behaved during labour as an obstacle to vaginal birth.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the patient had a huge myoma adherent to the posterior wall of the isthmic site of the uterus, which the report said would have behaved during labour as an obstacle to vaginal birth."
30,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", nulliparous woman, nulliparous woman.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the woman in her 40s who presented with abdominal pain and dyspnoea during the second trimester of pregnancy was a","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the woman in her 40s who presented with abdominal pain and dyspnoea during the second trimester of pregnancy was a","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the woman in her 40s who presented with abdominal pain and dyspnoea during the second trimester of pregnancy was a nulliparous woman.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", the woman in her 40s who presented with abdominal pain and dyspnoea during the second trimester of pregnancy was a nulliparous woman."
31,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", the upper lesion occupied the entire left subphrenic space extending to the uterine fundus, the upper lesion occupied the entire left subphrenic space extending to the uterine fundus.,"According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the upper lesion occupied the entire left subphrenic space extending to the uterine fundus.","According to the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the upper lesion occupied the entire left subphrenic space extending to the uterine fundus."
32,keep,,"Source-framed, answerable, source-backed, and retained after target-source validation.", the pouch of Douglas., the pouch of Douglas.,"In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the lower lesion filled","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the lower lesion filled","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the lower lesion filled the pouch of Douglas.","In the case report ""Management of atypical complicated abdominal masses in the second trimester of pregnancy"", a nulliparous woman in her 40s underwent ultrasonography during the second trimester of pregnancy and was found to have two large abdominal masses, and the lower lesion filled the pouch of Douglas."
