bucket,variant,domain,source_row_0based,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences,original_row_index
prefilter_rejected,regular,Pacito_v_Trump,9.0, APA challenge to ending resettlement services,"According to the opinion 'Pacito v. Trump', in the panel’s stay order, the exception most clearly rested on an APA claim involving the termination of refugee services, namely","According to the opinion 'Pacito v. Trump', in the panel’s stay order, the exception most clearly rested on an APA claim involving the termination of refugee services, namely APA challenge to ending resettlement services",Synthesized Insight,"['For reasons to be explained in full in an opinion to follow, however, the government is not likely to prevail on at least one of plaintiffs’ challenges under the APA.', 'Under 8 U.S.C. § 1522, the government must provide certain reception and placement services to refugees after their admission into the United States.', 'In light of the government’s uncertainty regarding its ability to provide the reception and placement services statutorily mandated under 8 U.S.C. § 1522, the government is hereby directed to reinstate such cooperative agreements necessary to provide the reception and placement services described in § 1522']","The APA discussion immediately turns on the asserted statutory duty to continue post-admission reception and placement services, showing that this service cut-off is the APA issue the court views as likely successful for plaintiffs.",What type of APA claim is most clearly the basis for the panel’s exception to the stay?,APA challenge to ending resettlement services,"['For reasons to be explained in full in an opinion to follow, however, the government is not likely to prevail on at least one of plaintiffs’ challenges under the APA.', 'Under 8 U.S.C. § 1522, the government must provide certain reception and placement services to refugees after their admission into the United States.', 'In light of the government’s uncertainty regarding its ability to provide the reception and placement services statutorily mandated under 8 U.S.C. § 1522, the government is hereby directed to reinstate such cooperative agreements necessary to provide the reception and placement services described in § 1522']","['For reasons to be explained in full in an opinion to follow, however, the government is not likely to prevail on at least one of plaintiffs’ challenges under the APA.', 'Under 8 U.S.C. § 1522, the government must provide certain reception and placement services to refugees after their admission into the United States.', 'In light of the government’s uncertainty regarding its ability to provide the reception and placement services statutorily mandated under 8 U.S.C. § 1522, the government is hereby directed to reinstate such cooperative agreements necessary to provide the reception and placement services described in § 1522']",
prefilter_rejected,regular,Pacito_v_Trump,14.0, new stay order,"According to the opinion 'Pacito v. Trump', the government’s July 17 request for stay-related relief became moot after the panel vacated its earlier stays and issued a","According to the opinion 'Pacito v. Trump', the government’s July 17 request for stay-related relief became moot after the panel vacated its earlier stays and issued a new stay order",Reasoning Step,"['We hereby vacate our administrative stay issued July 18, 2025. We vacate our prior stay issued March 25, 2025, as amended on April 21 and May 9, 2025.', 'We issue this stay pending final resolution of this appeal.', 'The government’s emergency motion of July 17, 2025 (Dkt. 108) is denied as moot.']","Once the panel replaced the earlier stay framework with a new stay order, a motion seeking relief about the old framework no longer needed resolution.","The government asked for stay-related relief on July 17, but the panel later vacated its earlier stays and issued a new one; what procedural development made that motion moot?",new stay order,"['We hereby vacate our administrative stay issued July 18, 2025. We vacate our prior stay issued March 25, 2025, as amended on April 21 and May 9, 2025.', 'We issue this stay pending final resolution of this appeal.', 'The government’s emergency motion of July 17, 2025 (Dkt. 108) is denied as moot.']","['We hereby vacate our administrative stay issued July 18, 2025. We vacate our prior stay issued March 25, 2025, as amended on April 21 and May 9, 2025.', 'We issue this stay pending final resolution of this appeal.', 'The government’s emergency motion of July 17, 2025 (Dkt. 108) is denied as moot.']",
prefilter_rejected,regular,Pacito_v_Trump,16.0, available appropriations existed,"According to the opinion 'Pacito v. Trump', because § 1522 duties operate ""to the extent of available appropriations"" and the panel identified FY 2025 refugee-assistance appropriations, it could treat the funding precondition as met because","According to the opinion 'Pacito v. Trump', because § 1522 duties operate ""to the extent of available appropriations"" and the panel identified FY 2025 refugee-assistance appropriations, it could treat the funding precondition as met because available appropriations existed",Reasoning Step,"['Section 1522(a)(1)(A) requires the Director of the Office of Refugee Resettlement—an office within the Department of Health and Human Services—“to the extent of available appropriations”—to: (i) make available sufficient resources for employment training and placement in order to achieve economic self-sufficiency among refugees as quickly as possible, (ii) provide refugees with the opportunity to acquire sufficient English language training to enable them to become effectively resettled as quickly as possible, (iii) insure that cash assistance is made available to refugees in such a manner as not to discourage their economic self-sufficiency, in accordance with subsection (e)(2), and (iv) insure that women have the same opportunities as men to participate in training and instruction.', 'We note that for FY 2025, Congress has appropriated $3.178 billion for migration and refugee assistance, see Pub. L. No. 119-4 § 1101(a)(11) (adopting funding appropriated in division F of Pub. L. No. 118-147), which was reduced by $800 million in the Rescissions Act of 2025, Pub. L. No. 119- 28, § 2(b)(6).']","Because the statute conditions duties on available appropriations and the panel identified an FY 2025 appropriation, the panel had reason to treat the appropriations condition as satisfied.","Given that § 1522 duties operate ""to the extent of available appropriations"" and the panel identified FY 2025 refugee-assistance appropriations, what funding precondition could it treat as met?",available appropriations existed,"['Section 1522(a)(1)(A) requires the Director of the Office of Refugee Resettlement—an office within the Department of Health and Human Services—“to the extent of available appropriations”—to: (i) make available sufficient resources for employment training and placement in order to achieve economic self-sufficiency among refugees as quickly as possible, (ii) provide refugees with the opportunity to acquire sufficient English language training to enable them to become effectively resettled as quickly as possible, (iii) insure that cash assistance is made available to refugees in such a manner as not to discourage their economic self-sufficiency, in accordance with subsection (e)(2), and (iv) insure that women have the same opportunities as men to participate in training and instruction.', 'We note that for FY 2025, Congress has appropriated $3.178 billion for migration and refugee assistance, see Pub. L. No. 119-4 § 1101(a)(11) (adopting funding appropriated in division F of Pub. L. No. 118-147), which was reduced by $800 million in the Rescissions Act of 2025, Pub. L. No. 119- 28, § 2(b)(6).']","['Section 1522(a)(1)(A) requires the Director of the Office of Refugee Resettlement—an office within the Department of Health and Human Services—“to the extent of available appropriations”—to: (i) make available sufficient resources for employment training and placement in order to achieve economic self-sufficiency among refugees as quickly as possible, (ii) provide refugees with the opportunity to acquire sufficient English language training to enable them to become effectively resettled as quickly as possible, (iii) insure that cash assistance is made available to refugees in such a manner as not to discourage their economic self-sufficiency, in accordance with subsection (e)(2), and (iv) insure that women have the same opportunities as men to participate in training and instruction.', 'We note that for FY 2025, Congress has appropriated $3.178 billion for migration and refugee assistance, see Pub. L. No. 119-4 § 1101(a)(11) (adopting funding appropriated in division F of Pub. L. No. 118-147), which was reduced by $800 million in the Rescissions Act of 2025, Pub. L. No. 119- 28, § 2(b)(6).']",
passed_filter_no_mcqa,regular,Santos_v_Kimmel,8.0, Copyright Act preemption,"According to the opinion 'Santos v. Kimmel', after concluding that Santos’s contract claims independently failed under state law, the court said it did not need to resolve the issue of","According to the opinion 'Santos v. Kimmel', after concluding that Santos’s contract claims independently failed under state law, the court said it did not need to resolve the issue of Copyright Act preemption",Reasoning Step,"['The District Court dismissed the first two state law claims on the ground that they were preempted by the Copyright Act.', 'We need not resolve this issue, however, because Santos’s state law contract claims fail to state a claim for relief under state law.']","Once the court found an independent state-law basis for dismissal, it no longer had to decide the separate preemption ground.","After concluding that Santos’s contract claims independently failed under state law, what appellate issue did the court say it did not need to resolve?",Copyright Act preemption,"['The District Court dismissed the first two state law claims on the ground that they were preempted by the Copyright Act.', 'We need not resolve this issue, however, because Santos’s state law contract claims fail to state a claim for relief under state law.']","['The District Court dismissed the first two state law claims on the ground that they were preempted by the Copyright Act.', 'We need not resolve this issue, however, because Santos’s state law contract claims fail to state a claim for relief under state law.']",
prefilter_rejected,regular,Santos_v_Kimmel,3.0, cannot enforce the Terms of Service,"According to the opinion 'Santos v. Kimmel', Santos’s nonparty status, combined with the lack of any comparable “express declaration,” implies that his direct breach claim under the Cameo Terms of Service means he","According to the opinion 'Santos v. Kimmel', Santos’s nonparty status, combined with the lack of any comparable “express declaration,” implies that his direct breach claim under the Cameo Terms of Service means he cannot enforce the Terms of Service",Multi-Fact Integration,"['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']","Because Santos was a nonparty and the allegedly breached provisions lacked the kind of express third-party language used elsewhere in the contract, he could not sue directly on those terms.","What does Santos’s nonparty status, combined with the lack of any comparable “express declaration,” imply about his direct breach claim under the Cameo Terms of Service?",cannot enforce the Terms of Service,"['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']","['Santos is not party to the Terms of Service to which users (like Kimmel) must agree and that Santos alleges were breached.', 'Under Illinois law, which governs the Terms of Service, there is a “strong presumption against conferring benefits to noncontracting third parties.”', 'Santos identifies nothing close to an “express declaration” that the relevant provisions of the Terms of Service apply to him or other noncontracting parties.', 'Indeed, other provisions of the Terms of Service do contain third-party beneficiary language, indicating that when the parties to that agreement intended to allow provisions of the contract to be enforced by third parties, they said so expressly.']",
passed_filter_no_mcqa,regular,United_States_v_Constantinescu,2.0, no traditional property interest,"According to the opinion 'United States v. Constantinescu', if the district court had been right that the indictment alleged only deprivation of valuable economic information, then the charged property interest would have been","According to the opinion 'United States v. Constantinescu', if the district court had been right that the indictment alleged only deprivation of valuable economic information, then the charged property interest would have been no traditional property interest",Reasoning Step,"['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']","If the indictment really alleged only deprivation of valuable economic information, then it would fail because no traditional property interest would be at stake.","If the district court had been right that the indictment alleged only deprivation of valuable economic information, what would that mean about the charged property interest?",no traditional property interest,"['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']","['The district court dismissed the indictment, concluding that it failed to allege that defendants schemed to deprive victims of any traditional property interest.', 'The Court held that because the federal fraud statutes protect only traditional property interests, and “[t]he right to valuable economic information . . . is not a traditional property interest,” “the right-to-control theory cannot form the basis for a [fraud] conviction.”']",
passed_filter_no_mcqa,regular,United_States_v_Constantinescu,4.0, obtain money,"According to the opinion 'United States v. Constantinescu', defendants' claim that they meant to profit rather than harm their followers was irrelevant because their alleged objective was to","According to the opinion 'United States v. Constantinescu', defendants' claim that they meant to profit rather than harm their followers was irrelevant because their alleged objective was to obtain money",Multi-Fact Integration,"['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']","Because the statutes reach schemes aimed at obtaining money even without intending net economic harm, the profit-versus-harm distinction fails once the object is obtaining money.",What alleged objective made defendants' claim that they meant to profit rather than harm their followers irrelevant under the opinion's reasoning?,obtain money,"['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']","['The Court rejected that assertion, holding that a defendant violates the fraud statutes when he “schem[es] to ‘obtain’ the victim’s ‘money or property,’ regardless of whether he seeks to leave the victim economically worse off.”', 'Defendants argue they intended to profit—not harm any victim. But here, that is a distinction without a difference. As the indictment alleges, defendants’ object was to obtain money,']",
passed_filter_no_mcqa,regular,United_States_v_Constantinescu,7.0, fraudulently inducing purchases,"According to the opinion 'United States v. Constantinescu', even if followers received market-value securities, the allegation that still supplied the necessary injury was","According to the opinion 'United States v. Constantinescu', even if followers received market-value securities, the allegation that still supplied the necessary injury was fraudulently inducing purchases",Synthesized Insight,"['Because the fraud statutes do not require actual economic harm, defendants’ followers’ receipt of market-value securities does not obviate the fraud charges.', 'The indictment’s allegation of defendants’ fraudulently inducing their followers to purchase securities is sufficient to allege an injury.']","Even if followers got market-value securities, the alleged injury remains the fraudulent inducement that caused them to purchase.","According to the opinion, what allegation still supplied the necessary injury even if followers received market-value securities?",fraudulently inducing purchases,"['Because the fraud statutes do not require actual economic harm, defendants’ followers’ receipt of market-value securities does not obviate the fraud charges.', 'The indictment’s allegation of defendants’ fraudulently inducing their followers to purchase securities is sufficient to allege an injury.']","['Because the fraud statutes do not require actual economic harm, defendants’ followers’ receipt of market-value securities does not obviate the fraud charges.', 'The indictment’s allegation of defendants’ fraudulently inducing their followers to purchase securities is sufficient to allege an injury.']",
passed_filter_no_mcqa,regular,United_States_v_Constantinescu,15.0, scheme to defraud,"According to the opinion 'United States v. Constantinescu', if the posts had not been false or misleading, the securities-fraud element described by the court that would be undermined first would be the","According to the opinion 'United States v. Constantinescu', if the posts had not been false or misleading, the securities-fraud element described by the court that would be undermined first would be the scheme to defraud",Reasoning Step,"['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']","Since a material misrepresentation intended to deceive is part of the scheme-to-defraud element, truthful posts would undercut that element first.","If the posts had not been false or misleading, which securities-fraud element described by the court would be undermined first?",scheme to defraud,"['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']","['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'Defendants concede that the indictment adequately alleges deception.']",
prefilter_rejected,regular,United_States_v_Constantinescu,1.0, money,"According to the opinion 'United States v. Constantinescu', by alleging that followers were induced to buy securities, the court said the indictment alleged defendants obtained the traditional property interest from them, namely","According to the opinion 'United States v. Constantinescu', by alleging that followers were induced to buy securities, the court said the indictment alleged defendants obtained the traditional property interest from them, namely money",Synthesized Insight,"['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']","If followers were induced to part with money in buying securities, then the protected traditional property interest identified by the court is money.","By alleging that followers were induced to buy securities, what traditional property interest did the court say the indictment alleged defendants obtained from them?",money,"['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']","['Rather, it alleges that defendants induced their followers, through misrepresentations, to purchase securities— that is, to part with their money or property.', 'the indictment here went further, properly alleging defendants’ scheme to defraud their followers of money.']",
prefilter_rejected,regular,United_States_v_Constantinescu,5.0, money,"According to the opinion 'United States v. Constantinescu', applying the stated scheme-to-defraud element to the alleged induced purchases, the followers were tricked into handing over","According to the opinion 'United States v. Constantinescu', applying the stated scheme-to-defraud element to the alleged induced purchases, the followers were tricked into handing over money",Multi-Fact Integration,"['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'For example, it alleges that defendants “post[ed] false and misleading information about the security . . . so that other investors were induced to purchase the security.”']","If the misrepresentations were meant to induce purchases, then the thing of value being obtained from the deceived followers was their money.","Applying the stated scheme-to-defraud element to the alleged induced purchases, what thing of value were followers tricked into handing over?",money,"['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'For example, it alleges that defendants “post[ed] false and misleading information about the security . . . so that other investors were induced to purchase the security.”']","['The “scheme to defraud” element requires a material misrepresentation “intended to deceive others in order to obtain something of value, such as money, from the [entity] to be deceived.”', 'For example, it alleges that defendants “post[ed] false and misleading information about the security . . . so that other investors were induced to purchase the security.”']",
prefilter_rejected,regular,United_States_v_Constantinescu,11.0, the remaining defendants,"According to the opinion 'United States v. Constantinescu', given that Knight pleaded guilty before the dismissal motion, the Fifth Circuit’s reversal of the dismissal restores the charges to proceed against the defendants who remained in the case,","According to the opinion 'United States v. Constantinescu', given that Knight pleaded guilty before the dismissal motion, the Fifth Circuit’s reversal of the dismissal restores the charges to proceed against the defendants who remained in the case, the remaining defendants",Multi-Fact Integration,"['Knight pleaded guilty, and the remaining defendants moved to dismiss the indictment.', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment and REMAND for proceedings consistent with this opinion.']","Since Knight had already pleaded guilty and only the remaining defendants sought dismissal, the reversal of that dismissal affects the remaining defendants' charges.","Given that Knight pleaded guilty before the dismissal motion, whose charges are restored by the Fifth Circuit's reversal of the dismissal?",the remaining defendants,"['Knight pleaded guilty, and the remaining defendants moved to dismiss the indictment.', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment and REMAND for proceedings consistent with this opinion.']","['Knight pleaded guilty, and the remaining defendants moved to dismiss the indictment.', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment and REMAND for proceedings consistent with this opinion.']",
prefilter_rejected,regular,United_States_v_Constantinescu,14.0, purchase the security,"According to the opinion 'United States v. Constantinescu', under the indictment's alleged pump-and-dump sequence, the follower action that had to occur before defendants could secretly sell for a profit was","According to the opinion 'United States v. Constantinescu', under the indictment's alleged pump-and-dump sequence, the follower action that had to occur before defendants could secretly sell for a profit was purchase the security",Reasoning Step,"['the government alleges that defendants would purchase a security, “‘pump’ the price of that security by posting false and misleading information about the security on [social media] so that other investors were induced to purchase the security and artificially increase its price,” and “dump” by secretly selling the security for a profit.']","Under the alleged sequence, the price increase and resulting profitable dump depend on other investors first being induced to buy the security.","Under the indictment's alleged pump-and-dump sequence, what follower action had to occur before defendants could secretly sell for a profit?",purchase the security,"['the government alleges that defendants would purchase a security, “‘pump’ the price of that security by posting false and misleading information about the security on [social media] so that other investors were induced to purchase the security and artificially increase its price,” and “dump” by secretly selling the security for a profit.']","['the government alleges that defendants would purchase a security, “‘pump’ the price of that security by posting false and misleading information about the security on [social media] so that other investors were induced to purchase the security and artificially increase its price,” and “dump” by secretly selling the security for a profit.']",
prefilter_rejected,regular,United_States_v_Constantinescu,16.0, proceedings consistent with this opinion,"According to the opinion 'United States v. Constantinescu', after this decision, the remaining defendants’ case will proceed with","According to the opinion 'United States v. Constantinescu', after this decision, the remaining defendants’ case will proceed with proceedings consistent with this opinion",Multi-Fact Integration,"['Knight pleaded guilty, and the remaining defendants moved to dismiss the indictment.', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment and REMAND for proceedings consistent with this opinion.']","Because the dismissal was reversed and the case remanded, the remaining defendants’ prosecution continues in the district court rather than ending with dismissal.","After this decision, what comes next for the remaining defendants’ case instead of the dismissal standing?",proceedings consistent with this opinion,"['Knight pleaded guilty, and the remaining defendants moved to dismiss the indictment.', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment and REMAND for proceedings consistent with this opinion.']","['Knight pleaded guilty, and the remaining defendants moved to dismiss the indictment.', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment and REMAND for proceedings consistent with this opinion.']",
prefilter_rejected,regular,United_States_v_Constantinescu,17.0, an offense has been stated,"According to the opinion 'United States v. Constantinescu', combining the review standard with the court’s merits holding, the Fifth Circuit concluded that the indictment was sufficient and that","According to the opinion 'United States v. Constantinescu', combining the review standard with the court’s merits holding, the Fifth Circuit concluded that the indictment was sufficient and that an offense has been stated",Multi-Fact Integration,"['We review the sufficiency of an indictment de novo.', '“[T]he court is required to take the allegations of the indictment as true and to determine whether an offense has been stated.”', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment.']","Applying de novo review while taking the indictment’s allegations as true, the court’s finding that scheme and intent were sufficiently alleged means the indictment states an offense.","Combining the review standard with the court’s merits holding, what did the Fifth Circuit conclude about the indictment?",an offense has been stated,"['We review the sufficiency of an indictment de novo.', '“[T]he court is required to take the allegations of the indictment as true and to determine whether an offense has been stated.”', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment.']","['We review the sufficiency of an indictment de novo.', '“[T]he court is required to take the allegations of the indictment as true and to determine whether an offense has been stated.”', 'Because the indictment sufficiently alleges a scheme and intent to defraud, we REVERSE the district court’s dismissal of the indictment.']",
passed_filter_no_mcqa,regular,United_States_v_Jaison_Coleman,4.0, within the scope of consent,"According to the opinion 'United States v. Jaison Coleman', because the officers were trying to confirm Coleman posed no danger, the opinion implies that finding him in a separate bedroom during a quick canvas was","According to the opinion 'United States v. Jaison Coleman', because the officers were trying to confirm Coleman posed no danger, the opinion implies that finding him in a separate bedroom during a quick canvas was within the scope of consent",Synthesized Insight,"['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']","Because the welfare check necessarily required scanning the home and locating everyone, finding Coleman in another bedroom during that canvas did not exceed the permission Lisa gave.","Because the officers were trying to confirm Coleman posed no danger, what does the opinion imply about finding him in a separate bedroom during a quick canvas?",within the scope of consent,"['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']","['Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.', 'A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.']",
passed_filter_no_mcqa,regular,United_States_v_Jaison_Coleman,9.0, to locate everyone,"According to the opinion 'United States v. Jaison Coleman', the officers’ quick canvas that found Coleman in another bedroom remained within the scope of Lisa’s consent because it was undertaken","According to the opinion 'United States v. Jaison Coleman', the officers’ quick canvas that found Coleman in another bedroom remained within the scope of Lisa’s consent because it was undertaken to locate everyone",Reasoning Step,"['Not seeing Coleman, Officer Kizer asked where he was, and Lisa responded that she did not know. A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.', 'Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.']","Because the welfare-check purpose required locating everyone and confirming Coleman posed no danger, the quick canvas that found him remained within the consent given.",Why did the officers’ quick canvas that found Coleman in another bedroom remain within the scope of Lisa’s consent?,to locate everyone,"['Not seeing Coleman, Officer Kizer asked where he was, and Lisa responded that she did not know. A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.', 'Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.']","['Not seeing Coleman, Officer Kizer asked where he was, and Lisa responded that she did not know. A quick canvas of the home resulted in Officer Kizer finding him in a separate bedroom.', 'Their stated purpose was to check the welfare of her children inside, including by confirming that Coleman presented no danger to them or anyone else.', 'Doing so necessarily required the police to scan the home, locate everyone, and ask some basic questions.']",
passed_filter_no_mcqa,regular,United_States_v_Jaison_Coleman,12.0, sought a warrant,"According to the opinion 'United States v. Jaison Coleman,' because the children described a gun but could not say where it was, the officers before recovering firearms","According to the opinion 'United States v. Jaison Coleman,' because the children described a gun but could not say where it was, the officers before recovering firearms sought a warrant",Reasoning Step,"['The children added that their father pointed a gun at their mother and threatened to shoot her and to light the house on fire.', 'In response to questions, the children confirmed they saw the gun, both that night and before, but did not know where it was at that moment.', 'Based on information gained following their entry into the house, the officers sought and secured a warrant to search the Coleman home.']","Since the children described the gun but could not locate it, the officers next sought judicial authorization to search for it.","Because the children described a gun but could not say where it was, what did the officers do before recovering firearms?",sought a warrant,"['The children added that their father pointed a gun at their mother and threatened to shoot her and to light the house on fire.', 'In response to questions, the children confirmed they saw the gun, both that night and before, but did not know where it was at that moment.', 'Based on information gained following their entry into the house, the officers sought and secured a warrant to search the Coleman home.']","['The children added that their father pointed a gun at their mother and threatened to shoot her and to light the house on fire.', 'In response to questions, the children confirmed they saw the gun, both that night and before, but did not know where it was at that moment.', 'Based on information gained following their entry into the house, the officers sought and secured a warrant to search the Coleman home.']",
prefilter_rejected,regular,United_States_v_Jaison_Coleman,5.0, denial of suppression,"According to the opinion 'United States v. Jaison Coleman', because the officers lawfully entered and then obtained a warrant based on what they learned, Coleman's effort to suppress the firearms was rejected, resulting in","According to the opinion 'United States v. Jaison Coleman', because the officers lawfully entered and then obtained a warrant based on what they learned, Coleman's effort to suppress the firearms was rejected, resulting in denial of suppression",Multi-Fact Integration,"['The district court, therefore, did not suppress the firearms ultimately found in the home.', 'The information the police acquired led to their securing a warrant to search the home and recovering three firearms.', 'We see no infirmity in the district court’s finding that the officers, once inside the Coleman home, respected the consent that Lisa conferred in the first instance.']","Because the entry and its scope were upheld and the firearms were recovered through the ensuing warrant process, suppression of the firearms did not follow.","Because the officers lawfully entered and then obtained a warrant based on what they learned, what happened to Coleman’s effort to suppress the firearms?",denial of suppression,"['The district court, therefore, did not suppress the firearms ultimately found in the home.', 'The information the police acquired led to their securing a warrant to search the home and recovering three firearms.', 'We see no infirmity in the district court’s finding that the officers, once inside the Coleman home, respected the consent that Lisa conferred in the first instance.']","['The district court, therefore, did not suppress the firearms ultimately found in the home.', 'The information the police acquired led to their securing a warrant to search the home and recovering three firearms.', 'We see no infirmity in the district court’s finding that the officers, once inside the Coleman home, respected the consent that Lisa conferred in the first instance.']",
prefilter_rejected,regular,United_States_v_Jaison_Coleman,6.0, noncoercive,"According to the opinion 'United States v. Jaison Coleman', despite the second request and Officer Kizer’s use of “need,” the court characterized the overall interaction as","According to the opinion 'United States v. Jaison Coleman', despite the second request and Officer Kizer’s use of “need,” the court characterized the overall interaction as noncoercive",Reasoning Step,"['While Officer Kizer did ask twice for permission to enter, their entire conversation lasted but a few minutes.', 'At no point was Lisa in custody.', 'at no point did Officer Kizer exert coercion.', 'The district court could reasonably find that Officer Kizer’s use of the word “need” did not make his request coercive in light of the totality of the circumstances.']","Taken together, the brief encounter, lack of custody, and absence of coercion supported the court’s view that the exchange remained noncoercive despite the second request and the word “need.”","Despite the second request and Officer Kizer’s use of “need,” how did the court characterize the overall interaction?",noncoercive,"['While Officer Kizer did ask twice for permission to enter, their entire conversation lasted but a few minutes.', 'At no point was Lisa in custody.', 'at no point did Officer Kizer exert coercion.', 'The district court could reasonably find that Officer Kizer’s use of the word “need” did not make his request coercive in light of the totality of the circumstances.']","['While Officer Kizer did ask twice for permission to enter, their entire conversation lasted but a few minutes.', 'At no point was Lisa in custody.', 'at no point did Officer Kizer exert coercion.', 'The district court could reasonably find that Officer Kizer’s use of the word “need” did not make his request coercive in light of the totality of the circumstances.']",
