row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", persistent fever and worsening heart failure symptoms., persistent fever and worsening heart failure symptoms.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the man in his late 70s was rehospitalized 3 months after his May 2022 TAV-in-TAV procedure, in September 2022, with","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the man in his late 70s was rehospitalized 3 months after his May 2022 TAV-in-TAV procedure, in September 2022, with","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the man in his late 70s was rehospitalized 3 months after his May 2022 TAV-in-TAV procedure, in September 2022, with persistent fever and worsening heart failure symptoms.","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the man in his late 70s was rehospitalized 3 months after his May 2022 TAV-in-TAV procedure, in September 2022, with persistent fever and worsening heart failure symptoms."
12,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", moderate-to-severe regurgitation., moderate-to-severe regurgitation.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient completed antimicrobial therapy and had partial symptom resolution, a January 2024 follow-up showed worsening prosthetic valve function with","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient completed antimicrobial therapy and had partial symptom resolution, a January 2024 follow-up showed worsening prosthetic valve function with","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient completed antimicrobial therapy and had partial symptom resolution, a January 2024 follow-up showed worsening prosthetic valve function with moderate-to-severe regurgitation.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient completed antimicrobial therapy and had partial symptom resolution, a January 2024 follow-up showed worsening prosthetic valve function with moderate-to-severe regurgitation."
13,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", coronary artery obstruction., coronary artery obstruction.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural multislice CT (MSCT) was performed before the third transcatheter aortic valve implantation to assess anatomical feasibility and to evaluate the risk of","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural multislice CT (MSCT) was performed before the third transcatheter aortic valve implantation to assess anatomical feasibility and to evaluate the risk of","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural multislice CT (MSCT) was performed before the third transcatheter aortic valve implantation to assess anatomical feasibility and to evaluate the risk of coronary artery obstruction.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural multislice CT (MSCT) was performed before the third transcatheter aortic valve implantation to assess anatomical feasibility and to evaluate the risk of coronary artery obstruction."
14,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", coronary ostia, coronary ostia,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during preprocedural planning for the third transcatheter valve implantation, particular attention was paid to the relationship between the anticipated neo-skirt and the cardiac structures that needed to be considered in order to help preserve coronary flow and future coronary access. These structures included the","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during preprocedural planning for the third transcatheter valve implantation, particular attention was paid to the relationship between the anticipated neo-skirt and the cardiac structures that needed to be considered in order to help preserve coronary flow and future coronary access. These structures included the","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during preprocedural planning for the third transcatheter valve implantation, particular attention was paid to the relationship between the anticipated neo-skirt and the cardiac structures that needed to be considered in order to help preserve coronary flow and future coronary access. These structures included the coronary ostia","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", during preprocedural planning for the third transcatheter valve implantation, particular attention was paid to the relationship between the anticipated neo-skirt and the cardiac structures that needed to be considered in order to help preserve coronary flow and future coronary access. These structures included the coronary ostia"
15,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", without coronary protection., without coronary protection.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural CT findings guided valve selection, implantation depth, and the overall procedural strategy for the third transcatheter valve implantation, so the intervention was performed","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural CT findings guided valve selection, implantation depth, and the overall procedural strategy for the third transcatheter valve implantation, so the intervention was performed","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural CT findings guided valve selection, implantation depth, and the overall procedural strategy for the third transcatheter valve implantation, so the intervention was performed without coronary protection.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", preprocedural CT findings guided valve selection, implantation depth, and the overall procedural strategy for the third transcatheter valve implantation, so the intervention was performed without coronary protection."
16,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", paravalvular complications., paravalvular complications.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transoesophageal echocardiography performed before the June 2024 reintervention confirmed the absence of active endocarditis and","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transoesophageal echocardiography performed before the June 2024 reintervention confirmed the absence of active endocarditis and","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transoesophageal echocardiography performed before the June 2024 reintervention confirmed the absence of active endocarditis and paravalvular complications.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transoesophageal echocardiography performed before the June 2024 reintervention confirmed the absence of active endocarditis and paravalvular complications."
17,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", optimise valve expansion., optimise valve expansion.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the post-dilation step after the third transcatheter aortic valve implantation, performed with a 20/40 mm balloon under rapid pacing, was intended to","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the post-dilation step after the third transcatheter aortic valve implantation, performed with a 20/40 mm balloon under rapid pacing, was intended to","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the post-dilation step after the third transcatheter aortic valve implantation, performed with a 20/40 mm balloon under rapid pacing, was intended to optimise valve expansion.","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome,"" the post-dilation step after the third transcatheter aortic valve implantation, performed with a 20/40 mm balloon under rapid pacing, was intended to optimise valve expansion."
18,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", the moderately stenotic range., the moderately stenotic range.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-month follow-up after the third transcatheter aortic valve implantation, transthoracic echocardiography showed no residual regurgitation, and the valve function remained stable in","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-month follow-up after the third transcatheter aortic valve implantation, transthoracic echocardiography showed no residual regurgitation, and the valve function remained stable in","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-month follow-up after the third transcatheter aortic valve implantation, transthoracic echocardiography showed no residual regurgitation, and the valve function remained stable in the moderately stenotic range.","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-month follow-up after the third transcatheter aortic valve implantation, transthoracic echocardiography showed no residual regurgitation, and the valve function remained stable in the moderately stenotic range."
19,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", haemodynamic parameters., haemodynamic parameters.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 3.5-month follow-up after the third transcatheter aortic valve implantation, the patient remained asymptomatic and the prosthesis maintained good function, and sustained improvement was described for","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 3.5-month follow-up after the third transcatheter aortic valve implantation, the patient remained asymptomatic and the prosthesis maintained good function, and sustained improvement was described for","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 3.5-month follow-up after the third transcatheter aortic valve implantation, the patient remained asymptomatic and the prosthesis maintained good function, and sustained improvement was described for haemodynamic parameters.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 3.5-month follow-up after the third transcatheter aortic valve implantation, the patient remained asymptomatic and the prosthesis maintained good function, and sustained improvement was described for haemodynamic parameters."
20,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", signs of decompensation., signs of decompensation.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-year follow-up after the third transcatheter valve implantation in June 2025, the patient was clinically stable and active, had no dyspnoea, and had no","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-year follow-up after the third transcatheter valve implantation in June 2025, the patient was clinically stable and active, had no dyspnoea, and had no","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-year follow-up after the third transcatheter valve implantation in June 2025, the patient was clinically stable and active, had no dyspnoea, and had no signs of decompensation.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", at the 1-year follow-up after the third transcatheter valve implantation in June 2025, the patient was clinically stable and active, had no dyspnoea, and had no signs of decompensation."
21,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", uncontrolled infection., uncontrolled infection.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 European Society of Cardiology (ESC) guidelines state that surgical valve replacement remains the recommended strategy in prosthetic valve endocarditis (PVE), and the other condition specifically noted in this recommendation is","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 European Society of Cardiology (ESC) guidelines state that surgical valve replacement remains the recommended strategy in prosthetic valve endocarditis (PVE), and the other condition specifically noted in this recommendation is","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 European Society of Cardiology (ESC) guidelines state that surgical valve replacement remains the recommended strategy in prosthetic valve endocarditis (PVE), and the other condition specifically noted in this recommendation is uncontrolled infection.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the 2025 European Society of Cardiology (ESC) guidelines state that surgical valve replacement remains the recommended strategy in prosthetic valve endocarditis (PVE), and the other condition specifically noted in this recommendation is uncontrolled infection."
22,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", anatomical feasibility., anatomical feasibility.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the discussion notes that management should be individualised, and along with infection control and surgical risk, the factor related to procedural suitability that should be taken into account is","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the discussion notes that management should be individualised, and along with infection control and surgical risk, the factor related to procedural suitability that should be taken into account is","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the discussion notes that management should be individualised, and along with infection control and surgical risk, the factor related to procedural suitability that should be taken into account is anatomical feasibility.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the discussion notes that management should be individualised, and along with infection control and surgical risk, the factor related to procedural suitability that should be taken into account is anatomical feasibility."
23,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", open surgery., open surgery.,"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient developed structural valve deterioration and underwent a transcatheter redo strategy in 2022 to restore valve function. The alternative was","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient developed structural valve deterioration and underwent a transcatheter redo strategy in 2022 to restore valve function. The alternative was","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient developed structural valve deterioration and underwent a transcatheter redo strategy in 2022 to restore valve function. The alternative was open surgery.","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient developed structural valve deterioration and underwent a transcatheter redo strategy in 2022 to restore valve function. The alternative was open surgery."
24,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric."," anatomical feasibility, haemodynamic severity and surgical risk"," anatomical feasibility, haemodynamic severity and surgical risk","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient's infective endocarditis had been considered resolved and a third transcatheter aortic valve intervention was being planned, the procedural decision-making was primarily guided by","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient's infective endocarditis had been considered resolved and a third transcatheter aortic valve intervention was being planned, the procedural decision-making was primarily guided by","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient's infective endocarditis had been considered resolved and a third transcatheter aortic valve intervention was being planned, the procedural decision-making was primarily guided by anatomical feasibility, haemodynamic severity and surgical risk","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient's infective endocarditis had been considered resolved and a third transcatheter aortic valve intervention was being planned, the procedural decision-making was primarily guided by anatomical feasibility, haemodynamic severity and surgical risk"
25,keep,,"Retained as source-framed, meaningful, and source-backed under the v13 medical case-report rubric.", the prior history of infection alone., the prior history of infection alone.,"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", when the authors explain the basis for deciding to proceed with the third transcatheter aortic valve intervention after the patient’s treated prosthetic valve endocarditis, they state that the decision was driven mainly by anatomical feasibility, haemodynamic severity and surgical risk, rather than","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", when the authors explain the basis for deciding to proceed with the third transcatheter aortic valve intervention after the patient’s treated prosthetic valve endocarditis, they state that the decision was driven mainly by anatomical feasibility, haemodynamic severity and surgical risk, rather than","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", when the authors explain the basis for deciding to proceed with the third transcatheter aortic valve intervention after the patient’s treated prosthetic valve endocarditis, they state that the decision was driven mainly by anatomical feasibility, haemodynamic severity and surgical risk, rather than the prior history of infection alone.","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", when the authors explain the basis for deciding to proceed with the third transcatheter aortic valve intervention after the patient’s treated prosthetic valve endocarditis, they state that the decision was driven mainly by anatomical feasibility, haemodynamic severity and surgical risk, rather than the prior history of infection alone."
26,repair,source_framing_issue|poor_wording,Added required case-report title framing and made the imaging-modality cloze grammatical., TEE and MSCT, TEE and MSCT.,"After the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included imaging modalities that confirmed the absence of vegetations or paravalvular complications,","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included","After the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included imaging modalities that confirmed the absence of vegetations or paravalvular complications, TEE and MSCT","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after the patient had completed antimicrobial therapy and had no clinical or imaging signs of active infection before the third transcatheter valve intervention, the thorough preprocedural evaluation included TEE and MSCT."
