original_row_index,target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
13, 4× larger,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', if sequence length is doubled while head dimension and number of heads stay fixed, the forward-pass FLOPs change under the paper's benchmarking formula to","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', if sequence length is doubled while head dimension and number of heads stay fixed, the forward-pass FLOPs change under the paper's benchmarking formula to 4× larger",Reasoning Step,"['To calculate the FLOPs of the forward pass, we use:', '4 \\cdot \\text{seqlen}^2 \\cdot \\text{head dimension} \\cdot \\text{number of heads}.']","Because the formula is quadratic in sequence length, doubling seqlen multiplies the FLOPs by 2^2.","If sequence length is doubled while head dimension and number of heads stay fixed, how do the forward-pass FLOPs change under the paper's benchmarking formula?",4× larger,"['To calculate the FLOPs of the forward pass, we use:', '4 \\cdot \\text{seqlen}^2 \\cdot \\text{head dimension} \\cdot \\text{number of heads}.']","['To calculate the FLOPs of the forward pass, we use:', '4 \\cdot \\text{seqlen}^2 \\cdot \\text{head dimension} \\cdot \\text{number of heads}.']"
14, an in-kernel transpose,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', because TMA cannot change the contiguous dimension and pre-processing transpose is impractical for inference or library use, FP8 FlashAttention-3 opts for","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', because TMA cannot change the contiguous dimension and pre-processing transpose is impractical for inference or library use, FP8 FlashAttention-3 opts for an in-kernel transpose",Multi-Fact Integration,"['Since the TMA load itself cannot change the contiguous dimension, we then need to either (1) transpose $\\mathbf{V}$ in GMEM as a pre-processing step, or (2) do an in-kernel transpose of tiles of $\\mathbf{V}$ after loading them into SMEM.', 'However, (1a) is difficult to integrate into a standard library, and (1b) is too wasteful in a memory-bound situation such as inference.', 'Instead, for FP8 \\textsc{FlashAttention-3} we opt for option (2).']","Because TMA cannot fix the layout and both pre-processing alternatives are ruled out as impractical, the remaining workable choice is to transpose V inside the kernel.","Because TMA cannot change the contiguous dimension and pre-processing transpose is impractical for inference or library use, which way of handling V tiles does FP8 FlashAttention-3 need to use?",an in-kernel transpose,"['Since the TMA load itself cannot change the contiguous dimension, we then need to either (1) transpose $\\mathbf{V}$ in GMEM as a pre-processing step, or (2) do an in-kernel transpose of tiles of $\\mathbf{V}$ after loading them into SMEM.', 'However, (1a) is difficult to integrate into a standard library, and (1b) is too wasteful in a memory-bound situation such as inference.', 'Instead, for FP8 \\textsc{FlashAttention-3} we opt for option (2).']","['Since the TMA load itself cannot change the contiguous dimension, we then need to either (1) transpose $\\mathbf{V}$ in GMEM as a pre-processing step, or (2) do an in-kernel transpose of tiles of $\\mathbf{V}$ after loading them into SMEM.', 'However, (1a) is difficult to integrate into a standard library, and (1b) is too wasteful in a memory-bound situation such as inference.', 'Instead, for FP8 \\textsc{FlashAttention-3} we opt for option (2).']"
15, register pressure,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', if the pipeline is extended from 2 stages to 3 while also using larger block sizes, the resource that becomes harder to balance is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', if the pipeline is extended from 2 stages to 3 while also using larger block sizes, the resource that becomes harder to balance is register pressure",Synthesized Insight,"['Specifically, an extra $\\mathbf{S}_{\\mathrm{next}}$ must be kept in registers, leading to extra register usage of size $B_r \\times B_c \\times \\text{sizeof}(\\text{float})$ per threadblock.', 'This increased register demand may conflict with using larger block sizes (another common optimization), which is also register-hungry.', 'While this approach offers the potential for even higher Tensor Core utilization, it requires even more registers due to an additional stage in the pipeline, making the trade-off between tile size and pipeline depth more difficult to balance.']","Keeping more pipeline stages and larger tiles both consume additional registers, so the limiting resource that becomes harder to manage is register pressure.","If the pipeline is extended from 2 stages to 3 while also using larger block sizes, what resource becomes harder to balance?",register pressure,"['Specifically, an extra $\\mathbf{S}_{\\mathrm{next}}$ must be kept in registers, leading to extra register usage of size $B_r \\times B_c \\times \\text{sizeof}(\\text{float})$ per threadblock.', 'This increased register demand may conflict with using larger block sizes (another common optimization), which is also register-hungry.', 'While this approach offers the potential for even higher Tensor Core utilization, it requires even more registers due to an additional stage in the pipeline, making the trade-off between tile size and pipeline depth more difficult to balance.']","['Specifically, an extra $\\mathbf{S}_{\\mathrm{next}}$ must be kept in registers, leading to extra register usage of size $B_r \\times B_c \\times \\text{sizeof}(\\text{float})$ per threadblock.', 'This increased register demand may conflict with using larger block sizes (another common optimization), which is also register-hungry.', 'While this approach offers the potential for even higher Tensor Core utilization, it requires even more registers due to an additional stage in the pipeline, making the trade-off between tile size and pipeline depth more difficult to balance.']"
16, $1.25\times$ as many,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', relative to the unmasked forward-pass FLOPs for the same shape, the backward-pass FLOPs with causal masking are","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', relative to the unmasked forward-pass FLOPs for the same shape, the backward-pass FLOPs with causal masking are $1.25\times$ as many",Reasoning Step,"['With causal masking, we divide this number by 2 to account for the fact that approximately only half of the entries are calculated.', 'To get the FLOPs of the backward pass, we multiply the forward pass FLOPs by 2.5']","Causal masking halves forward FLOPs, and the backward pass is 2.5 times that masked forward amount, so it equals 1.25 times the unmasked forward FLOPs.","Relative to the unmasked forward-pass FLOPs for the same shape, what are the backward-pass FLOPs with causal masking?",1.25× as many,"['With causal masking, we divide this number by 2 to account for the fact that approximately only half of the entries are calculated.', 'To get the FLOPs of the backward pass, we multiply the forward pass FLOPs by 2.5']","['With causal masking, we divide this number by 2 to account for the fact that approximately only half of the entries are calculated.', 'To get the FLOPs of the backward pass, we multiply the forward pass FLOPs by 2.5']"
17, a register permutation,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', besides transposing $\mathbf{V}$, the additional change needed so the output of one FP8 WGMMA can feed the next one correctly is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', besides transposing $\mathbf{V}$, the additional change needed so the output of one FP8 WGMMA can feed the next one correctly is a register permutation",Multi-Fact Integration,"['Second, we observe that unlike with FP16, the memory layout of the FP32 accumulator of an FP8 WGMMA is different from that assumed for its operand A when held in registers.', ""By using byte permute instructions, we can then transform the first WGMMA's accumulator into a format suitable for the second WGMMA,"", 'For WGMMA to then compute the correct output tile, we can correspondingly arrange for the in-kernel transpose to write out a matching row permutation of the $\\mathbf{V}$ tile.']","Since the accumulator layout does not already match the next FP8 WGMMA input layout, a register-side permutation is needed in addition to the V-tile permutation.","Besides transposing V, what additional change is needed so the output of one FP8 WGMMA can feed the next one correctly?",a register permutation,"['Second, we observe that unlike with FP16, the memory layout of the FP32 accumulator of an FP8 WGMMA is different from that assumed for its operand A when held in registers.', ""By using byte permute instructions, we can then transform the first WGMMA's accumulator into a format suitable for the second WGMMA,"", 'For WGMMA to then compute the correct output tile, we can correspondingly arrange for the in-kernel transpose to write out a matching row permutation of the $\\mathbf{V}$ tile.']","['Second, we observe that unlike with FP16, the memory layout of the FP32 accumulator of an FP8 WGMMA is different from that assumed for its operand A when held in registers.', ""By using byte permute instructions, we can then transform the first WGMMA's accumulator into a format suitable for the second WGMMA,"", 'For WGMMA to then compute the correct output tile, we can correspondingly arrange for the in-kernel transpose to write out a matching row permutation of the $\\mathbf{V}$ tile.']"
21, shared memory,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', in the warp-specialized CTA, both producer and consumer warps can access the loaded $Q$ tile after the producer fetches it into","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', in the warp-specialized CTA, both producer and consumer warps can access the loaded $Q$ tile after the producer fetches it into shared memory",Multi-Fact Integration,"['SMEM is directly addressable by all threads within a CTA, whereas each thread has at most 256 registers (RMEM) private to itself.', 'Issue load $\\mathbf{Q}_i$ from HBM to shared memory.', 'Wait for $\\mathbf{Q}_i$ to be loaded in shared memory.']","Because the producer loads the Q tile there and all CTA threads can access it, shared memory is the place both producer and consumer can use for handoff.","In the warp-specialized CTA, where can producer and consumer warps both access the loaded Q tile after the producer fetches it?",shared memory,"['SMEM is directly addressable by all threads within a CTA, whereas each thread has at most 256 registers (RMEM) private to itself.', 'Issue load $\\mathbf{Q}_i$ from HBM to shared memory.', 'Wait for $\\mathbf{Q}_i$ to be loaded in shared memory.']","['SMEM is directly addressable by all threads within a CTA, whereas each thread has at most 256 registers (RMEM) private to itself.', 'Issue load $\\mathbf{Q}_i$ from HBM to shared memory.', 'Wait for $\\mathbf{Q}_i$ to be loaded in shared memory.']"
22, the producer warpgroup,"In the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', in the warp-specialized FP8 kernel, the natural place to run the V-tile transpose is","In the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', in the warp-specialized FP8 kernel, the natural place to run the V-tile transpose is the producer warpgroup",Multi-Fact Integration,"['The LDSM/STSM instructions are both register efficient, allowing us to execute them in the producer warpgroup,', 'Hardware support for asynchrony allows for warp-specialized kernels, where the warps of a CTA are divided into producer or consumer roles that only ever issue either data movement or computation.']","Since the transpose uses register-efficient copy instructions and producers are the data-movement warps, the transpose naturally belongs in the producer warpgroup.","In the warp-specialized FP8 kernel, which warpgroup is the natural place to run the V-tile transpose?",the producer warpgroup,"['The LDSM/STSM instructions are both register efficient, allowing us to execute them in the producer warpgroup,', 'Hardware support for asynchrony allows for warp-specialized kernels, where the warps of a CTA are divided into producer or consumer roles that only ever issue either data movement or computation.']","['The LDSM/STSM instructions are both register efficient, allowing us to execute them in the producer warpgroup,', 'Hardware support for asynchrony allows for warp-specialized kernels, where the warps of a CTA are divided into producer or consumer roles that only ever issue either data movement or computation.']"
23, FP8,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', compared with FP16, exponential or softmax becomes the worse relative bottleneck under","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', compared with FP16, exponential or softmax becomes the worse relative bottleneck under FP8",Reasoning Step,"['For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\\% of the cycle compared to matmul.', 'The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.']","If matmul gets faster while exponential throughput stays fixed, exponential becomes a larger relative bottleneck than in FP16.","Compared with FP16, under which precision does the paper imply exponential or softmax becomes the worse relative bottleneck?",FP8,"['For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\\% of the cycle compared to matmul.', 'The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.']","['For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\\% of the cycle compared to matmul.', 'The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.']"
24, off-chip HBM reads/writes,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', by replacing standard attention with FlashAttention, the expensive memory traffic for $S$ and $P$ that is eliminated is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', by replacing standard attention with FlashAttention, the expensive memory traffic for $S$ and $P$ that is eliminated is off-chip HBM reads/writes",Multi-Fact Integration,"['we let \\textbf{standard attention} denote an implementation of attention on the GPU that materializes the intermediate matrices \\mathbf{S} and \\mathbf{P} to HBM.', 'The main idea of \\textsc{FlashAttention} was to leverage a local version of the softmax reduction to avoid these expensive intermediate reads/writes and fuse attention into a single GPU kernel.', 'Global memory (GMEM), also known as HBM, is the off-chip DRAM accessible to all streaming multiprocessors (SMs).']","Since standard attention writes S and P to HBM and HBM is off-chip DRAM, FlashAttention eliminates those off-chip intermediate transfers.","By replacing standard attention with FlashAttention, what kind of expensive memory traffic for S and P is eliminated?",off-chip HBM reads/writes,"['we let \\textbf{standard attention} denote an implementation of attention on the GPU that materializes the intermediate matrices \\mathbf{S} and \\mathbf{P} to HBM.', 'The main idea of \\textsc{FlashAttention} was to leverage a local version of the softmax reduction to avoid these expensive intermediate reads/writes and fuse attention into a single GPU kernel.', 'Global memory (GMEM), also known as HBM, is the off-chip DRAM accessible to all streaming multiprocessors (SMs).']","['we let \\textbf{standard attention} denote an implementation of attention on the GPU that materializes the intermediate matrices \\mathbf{S} and \\mathbf{P} to HBM.', 'The main idea of \\textsc{FlashAttention} was to leverage a local version of the softmax reduction to avoid these expensive intermediate reads/writes and fuse attention into a single GPU kernel.', 'Global memory (GMEM), also known as HBM, is the off-chip DRAM accessible to all streaming multiprocessors (SMs).']"
26, the two WGMMAs,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', after the first iteration, the cost of transposing the next $\mathbf{V}$ tile is hidden by","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', after the first iteration, the cost of transposing the next $\mathbf{V}$ tile is hidden by the two WGMMAs",Multi-Fact Integration,"['The LDSM/STSM instructions are both register efficient, allowing us to execute them in the producer warpgroup,', 'Moreover, after the first iteration we can arrange for the transpose of the next $\\mathbf{V}$ tile to be executed in the shadow of the two WGMMAs that involve the preceding $\\mathbf{V}$ and current $\\mathbf{K}$ tile.']",The transpose cost is hidden because it is scheduled while those two asynchronous WGMMAs are already running.,"After the first iteration, what computation hides the cost of transposing the next V tile?",the two WGMMAs,"['The LDSM/STSM instructions are both register efficient, allowing us to execute them in the producer warpgroup,', 'Moreover, after the first iteration we can arrange for the transpose of the next $\\mathbf{V}$ tile to be executed in the shadow of the two WGMMAs that involve the preceding $\\mathbf{V}$ and current $\\mathbf{K}$ tile.']","['The LDSM/STSM instructions are both register efficient, allowing us to execute them in the producer warpgroup,', 'Moreover, after the first iteration we can arrange for the transpose of the next $\\mathbf{V}$ tile to be executed in the shadow of the two WGMMAs that involve the preceding $\\mathbf{V}$ and current $\\mathbf{K}$ tile.']"
29, fusing with rotary embedding,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', the shared implementation opportunity that lets both block quantization and incoherent processing avoid extra cost is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', the shared implementation opportunity that lets both block quantization and incoherent processing avoid extra cost is fusing with rotary embedding",Multi-Fact Integration,"['This quantization can be fused with an operation right before attention (e.g., rotary embedding) with no additional slow down (since rotary embedding is memory-bandwidth bound).', 'In practice, we follow \\citet{chee2024quip} and~\\citet{tseng2024quip} and choose \\mathbf{M} to be the product of random diagonal matrices of $\\pm\n  1$ and a Hadamard matrix, which can be multiplied in $O(d \\log d)$ instead of $O(d^2)$, and can also be fused with the rotary embedding at no extra computation cost.']","Both techniques are described as being fusible with the same preceding operation, so that shared opportunity removes extra cost for each.",What shared implementation opportunity lets both block quantization and incoherent processing avoid extra cost?,fusing with rotary embedding,"['This quantization can be fused with an operation right before attention (e.g., rotary embedding) with no additional slow down (since rotary embedding is memory-bandwidth bound).', 'In practice, we follow \\citet{chee2024quip} and~\\citet{tseng2024quip} and choose \\mathbf{M} to be the product of random diagonal matrices of $\\pm\n  1$ and a Hadamard matrix, which can be multiplied in $O(d \\log d)$ instead of $O(d^2)$, and can also be fused with the rotary embedding at no extra computation cost.']","['This quantization can be fused with an operation right before attention (e.g., rotary embedding) with no additional slow down (since rotary embedding is memory-bandwidth bound).', 'In practice, we follow \\citet{chee2024quip} and~\\citet{tseng2024quip} and choose \\mathbf{M} to be the product of random diagonal matrices of $\\pm\n  1$ and a Hadamard matrix, which can be multiplied in $O(d \\log d)$ instead of $O(d^2)$, and can also be fused with the rotary embedding at no extra computation cost.']"
30, $QK^\top$,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', if the random orthogonal matrix were applied to $Q$ but not $K$ before quantization, the quantity that would no longer be guaranteed to stay unchanged is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', if the random orthogonal matrix were applied to $Q$ but not $K$ before quantization, the quantity that would no longer be guaranteed to stay unchanged is $QK^\top$",Reasoning Step,"['Since \\mathbf{M} is orthogonal, \\mathbf{M} \\mathbf{M}^\\top = I$ and so $(\\mathbf{Q} \\mathbf{M}) (\\mathbf{K}\n  \\mathbf{M})^\\top = \\mathbf{Q} \\mathbf{K}^\\top$, i.e., multiplying both \\mathbf{Q} and \\mathbf{K} with\n  \\mathbf{M} does not change the attention output.']","The equality only holds when both Q and K are multiplied by the same orthogonal M, so changing just one side would not preserve the original score product.","If the random orthogonal matrix were applied to Q but not K before quantization, what quantity would no longer be guaranteed to stay unchanged?",QK^T,"['Since \\mathbf{M} is orthogonal, \\mathbf{M} \\mathbf{M}^\\top = I$ and so $(\\mathbf{Q} \\mathbf{M}) (\\mathbf{K}\n  \\mathbf{M})^\\top = \\mathbf{Q} \\mathbf{K}^\\top$, i.e., multiplying both \\mathbf{Q} and \\mathbf{K} with\n  \\mathbf{M} does not change the attention output.']","['Since \\mathbf{M} is orthogonal, \\mathbf{M} \\mathbf{M}^\\top = I$ and so $(\\mathbf{Q} \\mathbf{M}) (\\mathbf{K}\n  \\mathbf{M})^\\top = \\mathbf{Q} \\mathbf{K}^\\top$, i.e., multiplying both \\mathbf{Q} and \\mathbf{K} with\n  \\mathbf{M} does not change the attention output.']"
31, an extra S_next,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', the extra stored quantity that lets the 2-stage pipeline break the softmax and GEMM dependency across iterations is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', the extra stored quantity that lets the 2-stage pipeline break the softmax and GEMM dependency across iterations is an extra S_next",Multi-Fact Integration,"['However, we can break these dependencies by pipelining across iterations through additional buffers in registers.', 'Specifically, an extra \\mathbf{S}_{\\mathrm{next}} must be kept in registers, leading to extra register usage of size $B_r \\times B_c \\times \\text{sizeof}(\\text{float})$ per threadblock.']",The added register buffer that enables cross-iteration pipelining is the saved next score block.,What extra stored quantity lets the 2-stage pipeline break the softmax and GEMM dependency across iterations?,an extra S_next,"['However, we can break these dependencies by pipelining across iterations through additional buffers in registers.', 'Specifically, an extra \\mathbf{S}_{\\mathrm{next}} must be kept in registers, leading to extra register usage of size $B_r \\times B_c \\times \\text{sizeof}(\\text{float})$ per threadblock.']","['However, we can break these dependencies by pipelining across iterations through additional buffers in registers.', 'Specifically, an extra \\mathbf{S}_{\\mathrm{next}} must be kept in registers, leading to extra register usage of size $B_r \\times B_c \\times \\text{sizeof}(\\text{float})$ per threadblock.']"
33, roughly equal,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', in FP8, if nothing else changed, exponential time would be compared to matmul time for the same attention workload and be","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', in FP8, if nothing else changed, exponential time would be compared to matmul time for the same attention workload and be roughly equal",Reasoning Step,"['For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\\% of the cycle compared to matmul.', 'The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.']","If exponential takes about half as long as matmul in FP16, then doubling matmul throughput while leaving exponential unchanged makes exponential take about as long as matmul.","In FP8, if nothing else changed, how would exponential time compare to matmul time for the same attention workload?",roughly equal,"['For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\\% of the cycle compared to matmul.', 'The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.']","['For the attention forward pass in FP16 with head dimension 128, there are 512x more matmul FLOPS compared to exponential operations, but the exponential has 256x lower throughput, so exponential can take 50\\% of the cycle compared to matmul.', 'The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.']"
35, 2.5 times larger,"According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', when causal masking is used, compared with the forward-pass FLOP count, the backward-pass FLOP count is","According to the paper 'FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision', when causal masking is used, compared with the forward-pass FLOP count, the backward-pass FLOP count is 2.5 times larger",Reasoning Step,"['With causal masking, we divide this number by 2 to account for the fact that approximately only half of the entries are calculated.', 'To get the FLOPs of the backward pass, we multiply the forward pass FLOPs by 2.5 (since there are 2 matmuls in the forward pass and 5 matmuls in the backward pass, due to recomputation).']","Halving the forward FLOPs for causal masking does not change the stated backward-to-forward multiplier, which remains 2.5.","When causal masking is used, how does the backward-pass FLOP count compare to the forward-pass FLOP count?",2.5 times larger,"['With causal masking, we divide this number by 2 to account for the fact that approximately only half of the entries are calculated.', 'To get the FLOPs of the backward pass, we multiply the forward pass FLOPs by 2.5 (since there are 2 matmuls in the forward pass and 5 matmuls in the backward pass, due to recomputation).']","['With causal masking, we divide this number by 2 to account for the fact that approximately only half of the entries are calculated.', 'To get the FLOPs of the backward pass, we multiply the forward pass FLOPs by 2.5 (since there are 2 matmuls in the forward pass and 5 matmuls in the backward pass, due to recomputation).']"
