v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
43,44,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; strongly implied wording,Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when mLSTM and sLSTM are extended to multiple memory cells, sLSTM features across-cell",memory mixing.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when mLSTM and sLSTM are extended to multiple memory cells, sLSTM features across-cell memory mixing.","Both mLSTM and sLSTM can be extended to multiple memory cells, where sLSTM features memory mixing across cells.",Extended Long Short-Term Memory
48,49,keep_rejected,too_generic_target|weak_distractor_space,Too generic target phrase,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the equations for the cell input, input gate, forget gate, and output gate, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ correspond to",the input weight vectors.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the equations for the cell input, input gate, forget gate, and output gate, the weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$, $\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ correspond to the input weight vectors.","The weight vectors $\mathbf{w}_{z}$, $\mathbf{w}_{i}$,
$\mathbf{w}_{f}$, and $\mathbf{w}_{o}$ correspond to the input weight vectors between inputs $\mathbf{x}_t$ and cell input, input gate, forget gate, and output gate, respectively.",Extended Long Short-Term Memory
56,57,keep_rejected,too_generic_target|weak_distractor_space,Too generic target phrase,Target remains too generic or low-information for restoration.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", according to the ablation studies on the memory cell, the parts of the memory cell that are crucial are",all components,"In the paper ""xLSTM: Extended Long Short-Term Memory"", according to the ablation studies on the memory cell, the parts of the memory cell that are crucial are all components",Ablation studies showed that all components of the memory cell are crucial~\citep{Greff:15}.,Extended Long Short-Term Memory
60,61,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; weak distractor space,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when introducing normalization in the scalar sLSTM forward pass, the authors say that the normalizer state sums up the product of the input gate times",all future forget gates.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when introducing normalization in the scalar sLSTM forward pass, the authors say that the normalizer state sums up the product of the input gate times all future forget gates.","For normalization, we introduce a normalizer state that sums up the product of the input gate times all future forget gates.",Extended Long Short-Term Memory
62,63,keep_rejected,too_generic_target|weak_distractor_space,Target is generic and implied by question,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the techniques from the earlier LSTM formulation that are carried over to the new architectures are",the original LSTM gating techniques.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the techniques from the earlier LSTM formulation that are carried over to the new architectures are the original LSTM gating techniques.","We transfer the original LSTM gating techniques, i.e., input- and/or hidden-dependent gating plus bias term, to the new architectures.",Extended Long Short-Term Memory
63,64,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors transfer the original LSTM gating techniques to the new architectures, the additional component that accompanies input- and/or hidden-dependent gating is the",bias term,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors transfer the original LSTM gating techniques to the new architectures, the additional component that accompanies input- and/or hidden-dependent gating is the bias term","We transfer the original LSTM gating techniques, i.e., input- and/or hidden-dependent gating plus bias term, to the new architectures.",Extended Long Short-Term Memory
66,67,restore,formula_or_symbol_memorization|filter_overstrict,Target appears verbatim in question,Stabilized forget-gate expression is source-backed formula recall.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors stabilize the gates with the additional state $m_t$ in Equation \ref{eq:slstmstabil}, the stabilized forget gate $f'_t$ is given by",\!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right).,"In the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors stabilize the gates with the additional state $m_t$ in Equation \ref{eq:slstmstabil}, the stabilized forget gate $f'_t$ is given by \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right).","Therefore, we stabilize gates with an additional state \mbox{$m_t$~\citep{Milakov:18arxiv}}:

\begin{align}
\label{eq:slstmstabil}
m_t \ &= \ \max \left( \log ( f_t ) + m_{t-1} , \log ( i_t ) \right) &\text{stabilizer state} \\
i'_t \ &= \ \!\exp \left( \log \left ( i_t \right) - m_t \right) \ = \ \!\exp \left( \tilde{i}_t - m_t \right) \ \, 
  &\text{stabil. input gate} \\
f'_t \ &= \ \!\exp \left( \log \left( f_t \right) + m_{t-1} - m_t \right) \ \, 
  &\text{stabil. forget gate}
\end{align}",Extended Long Short-Term Memory
69,70,keep_rejected,tautological_stem|weak_distractor_space,Target strongly implied by question wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the recurrent connections $\mathbf{R}_{\mathbf{z}}$, $\mathbf{R}_{\mathbf{i}}$, $\mathbf{R}_{\mathbf{f}}$, and $\mathbf{R}_{\mathbf{o}}$ to the memory cell input $\mathbf{z}$ and the gates $\mathbf{i}$, $\mathbf{f}$, and $\mathbf{o}$, respectively, originate from the hidden state vector",$\mathbf{h}$,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the recurrent connections $\mathbf{R}_{\mathbf{z}}$, $\mathbf{R}_{\mathbf{i}}$, $\mathbf{R}_{\mathbf{f}}$, and $\mathbf{R}_{\mathbf{o}}$ to the memory cell input $\mathbf{z}$ and the gates $\mathbf{i}$, $\mathbf{f}$, and $\mathbf{o}$, respectively, originate from the hidden state vector $\mathbf{h}$","Multiple memory cells enable memory mixing via recurrent connections $\mathbf{R}_{\mathbf{z}}$, $\mathbf{R}_{\mathbf{i}}$, $\mathbf{R}_{\mathbf{f}}$, $\mathbf{R}_{\mathbf{o}}$ 
from hidden state vector $\mathbf{h}$ to memory cell input $\mathbf{z}$ and the gates
$\mathbf{i}$, $\mathbf{f}$, $\mathbf{o}$, respectively.",Extended Long Short-Term Memory
70,71,keep_rejected,too_generic_target|weak_distractor_space,Too generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the introduction of heads for sLSTM together with exponential gating establishes",a new way of memory mixing,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the introduction of heads for sLSTM together with exponential gating establishes a new way of memory mixing",The introduction of heads for sLSTM together with exponential gating establishes a new way of memory mixing.,Extended Long Short-Term Memory
76,77,restore,formula_or_symbol_memorization|filter_overstrict,Formula-only completion; weak 5-option distractors,Later retrieval time expression is source-backed notation recall.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when a key-value pair is stored in a Bidirectional Associative Memory, the value $\mathbf{v}_t$ should be retrieved at later time",$t + \tau$.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when a key-value pair is stored in a Bidirectional Associative Memory, the value $\mathbf{v}_t$ should be retrieved at later time $t + \tau$.","Later at time $t + \tau$, the value $\mathbf{v}_t$ should be retrieved by a query vector $\mathbf{q}_{t+\tau} \in \mathbb{R}^d$.",Extended Long Short-Term Memory
84,85,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; target strongly implied,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors note that higher separability is possible when retrieval is limited to pairwise interactions and one concedes, as in attention,",quadratic complexity.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors note that higher separability is possible when retrieval is limited to pairwise interactions and one concedes, as in attention, quadratic complexity.","Higher separability is possible when limiting retrieval to pairwise interactions and conceding quadratic complexity like attention~\citep{Krotov:16,Krotov:17,Ramsauer:21}.",Extended Long Short-Term Memory
93,94,keep_rejected,too_generic_target|weak_distractor_space,Too generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", because mLSTM has no memory mixing, its recurrence can be reformulated into",a parallel version.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", because mLSTM has no memory mixing, its recurrence can be reformulated into a parallel version.","Since the mLSTM has no memory mixing, this recurrence can be reformulated in a parallel version.",Extended Long Short-Term Memory
94,95,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the kind of space in which an xLSTM block should non-linearly summarize the past to better separate different histories or contexts is",a high-dimensional space,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the kind of space in which an xLSTM block should non-linearly summarize the past to better separate different histories or contexts is a high-dimensional space",An xLSTM block should non-linearly summarize the past in a high-dimensional space to better separate different histories or contexts.,Extended Long Short-Term Memory
95,96,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion with weak distractor space,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", an xLSTM block should better separate by non-linearly summarizing the past in a high-dimensional space to distinguish",different histories or contexts.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", an xLSTM block should better separate by non-linearly summarizing the past in a high-dimensional space to distinguish different histories or contexts.",An xLSTM block should non-linearly summarize the past in a high-dimensional space to better separate different histories or contexts.,Extended Long Short-Term Memory
96,97,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; target implied by question,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", separating histories is a prerequisite for correctly predicting",the next sequence element.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", separating histories is a prerequisite for correctly predicting the next sequence element.",Separating histories is the prerequisite to correctly predict the next sequence element such as the next token.,Extended Long Short-Term Memory
98,99,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase completion; weak distractor space,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the described residual block with pre up-projection, the block first linearly maps to",a high-dimensional space,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the described residual block with pre up-projection, the block first linearly maps to a high-dimensional space","(ii) A residual block with pre up-projection (like State Space Models), which linearly maps to a high-dimensional space, 

non-linearly summarizes the past in the high-dimensional space and then linearly maps back to the original space.",Extended Long Short-Term Memory
99,100,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in a residual block with pre up-projection, the past is non-linearly summarized before being linearly mapped back to the original space from",the high-dimensional space,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in a residual block with pre up-projection, the past is non-linearly summarized before being linearly mapped back to the original space from the high-dimensional space","(ii) A residual block with pre up-projection (like State Space Models), which linearly maps to a high-dimensional space, 

non-linearly summarizes the past in the high-dimensional space and then linearly maps back to the original space.",Extended Long Short-Term Memory
100,101,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the description of a residual block with pre up-projection like State Space Models, after non-linearly summarizing the past in the high-dimensional space, it linearly maps back to",the original space.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the description of a residual block with pre up-projection like State Space Models, after non-linearly summarizing the past in the high-dimensional space, it linearly maps back to the original space.","(ii) A residual block with pre up-projection (like State Space Models), which linearly maps to a high-dimensional space, 

non-linearly summarizes the past in the high-dimensional space and then linearly maps back to the original space.",Extended Long Short-Term Memory
105,106,keep_rejected,too_generic_target|weak_distractor_space,Trivial generic phrase completion,Target remains too generic or low-information for restoration.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", the authors state that the xLSTM architecture relies on the most commonly used pre-LayerNorm residual backbones as used in",contemporary Large Language Models.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", the authors state that the xLSTM architecture relies on the most commonly used pre-LayerNorm residual backbones as used in contemporary Large Language Models.",We rely on the most commonly used pre-LayerNorm~\citep{Ba:16b} residual backbones as used in contemporary Large Language Models.,Extended Long Short-Term Memory
107,108,keep_rejected,too_generic_target|weak_distractor_space,Target too generic/common single word,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", despite being computationally expensive through its $d \times d$ matrix memory and $d \times d$ update, the memory of mLSTM does not require",parameters.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", despite being computationally expensive through its $d \times d$ matrix memory and $d \times d$ update, the memory of mLSTM does not require parameters.",The memory of mLSTM does not require parameters but is computationally expensive through its $d \times d$ matrix memory and $d \times d$ update.,Extended Long Short-Term Memory
116,117,keep_rejected,tautological_stem|weak_distractor_space,Strongly implied phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", several methods aim to make attention linear in the context length by overcoming the Transformer's",quadratic complexity.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", several methods aim to make attention linear in the context length by overcoming the Transformer's quadratic complexity.",Several methods have been suggested to overcome the quadratic complexity in terms of context length of the Transformer and make attention linear in the context length.,Related Work
120,121,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic adverb,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", Linformer approximates self-attention by realizing it with a low-rank matrix",linearly.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", Linformer approximates self-attention by realizing it with a low-rank matrix linearly.",Linformer realizes self-attention by a low-rank matrix and even linearly approximates it~\citep{Wang:20arxiv}.,Related Work
141,142,keep_rejected,visible_target_leak,Target appears verbatim in question,Visible stem leaks the target or an effectively identical phrase.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the model family whose conceptually closest models are Retention, RWKV, and HGRN2 is",xLSTM.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the model family whose conceptually closest models are Retention, RWKV, and HGRN2 is xLSTM.","Conceptually the closest models to xLSTM are Retention~\citep{Sun:23arxiv}, RWKV~\citep{Peng:23arxivshort,Peng:24arxivshort}, and HGRN2~\citep{Qin:24arxiv}.",Related Work
145,146,keep_rejected,too_generic_target|weak_distractor_space,Too generic phrase completion,Target remains too generic or low-information for restoration.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM architectures are described as being constructed by residually stacking building blocks in the same way as",contemporary large deep learning models.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", xLSTM architectures are described as being constructed by residually stacking building blocks in the same way as contemporary large deep learning models.","Like almost all contemporary large deep learning models, xLSTM architectures are constructed by residually stacking building blocks~\citep{Srivastava:15,He:16}.",Related Work
149,150,keep_rejected,tautological_stem|weak_distractor_space,Too trivial ratio extraction,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for a configuration with eight total blocks, the number of mLSTM-based blocks in the ratio of mLSTM-based to sLSTM-based xLSTM blocks is",seven.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for a configuration with eight total blocks, the number of mLSTM-based blocks in the ratio of mLSTM-based to sLSTM-based xLSTM blocks is seven.","For example, xLSTM[7:1] means that out of eight blocks, seven are mLSTM-based blocks and one is an sLSTM-based block.",Experiments
150,151,restore,numeric_memorization|filter_overstrict,Too trivial numeric from notation,Number of sLSTM blocks in xLSTM[7:1] is exact architecture recall.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in xLSTM[$7$:$1$], the number of sLSTM-based blocks is",one.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in xLSTM[$7$:$1$], the number of sLSTM-based blocks is one.","For example, xLSTM[7:1] means that out of eight blocks, seven are mLSTM-based blocks and one is an sLSTM-based block.",Experiments
170,171,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the key-value pair recall task used to compare 2-block architectures such as Llama, Mamba, RWKV-5, RWKV-6, xLSTM[1:1], and xLSTM[1:0], Transformers like Llama constitute",the gold standard.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the key-value pair recall task used to compare 2-block architectures such as Llama, Mamba, RWKV-5, RWKV-6, xLSTM[1:1], and xLSTM[1:0], Transformers like Llama constitute the gold standard.","Since Transformers (e.g.\ Llama) have a memory that is exponential in the coding dimension~\citep{Ramsauer:21}, they constitute the gold standard at this task.",Experiments
171,172,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the key-value pair recall experiment, the sLSTM block does not diminish but instead leverages, especially on the most difficult task with 256 key-value pairs,",the memory capacity.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the key-value pair recall experiment, the sLSTM block does not diminish but instead leverages, especially on the most difficult task with 256 key-value pairs, the memory capacity.","Interestingly, the sLSTM block does not diminish the memory capacity but rather leverages it, which becomes evident at the most difficult task with 256 key-value pairs.",Experiments
175,176,keep_rejected,too_generic_target|weak_distractor_space,Target is generic phrase; weak distractors,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the test of xLSTM's long context capabilities on the Long Range Arena benchmark, xLSTM demonstrates consistent strong performance on",all of the tasks.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the test of xLSTM's long context capabilities on the Long Range Arena benchmark, xLSTM demonstrates consistent strong performance on all of the tasks.","xLSTM demonstrates consistent strong performance on all of the tasks, suggesting that the xLSTM architecture is remarkably efficient in handling different aspects of long context problems.",Experiments
177,178,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase; weak distractor space,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors train xLSTMs, Transformers, State Space Models, and other methods on 15B tokens from SlimPajama when studying what their new LSTM variants can achieve when scaled up in language modelling in",the same auto-regressive setting.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors train xLSTMs, Transformers, State Space Models, and other methods on 15B tokens from SlimPajama when studying what their new LSTM variants can achieve when scaled up in language modelling in the same auto-regressive setting.","To address the main question of our paper, i.e. what can our new LSTM variants achieve when scaled up in language modelling, we train xLSTMs, Transformers, State Space Models, and other methods on 15B tokens from SlimPajama in the same auto-regressive setting.",Experiments
178,179,keep_rejected,too_generic_target|weak_distractor_space,Too trivial/generic target phrase,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", after training them on 15B tokens from SlimPajama, the authors compare the trained xLSTMs, Transformers, State Space Models, and other methods on",the validation set.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", after training them on 15B tokens from SlimPajama, the authors compare the trained xLSTMs, Transformers, State Space Models, and other methods on the validation set.",We compare the trained models on the validation set and perform ablation studies for the xLSTMs.,Experiments
179,180,keep_rejected,tautological_stem|weak_distractor_space,Too implied by paper title,Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", after training various architectures on 15B tokens from SlimPajama in the same auto-regressive setting and evaluating them by perplexity on the validation set, the authors perform ablation studies for the models",the xLSTMs,"In the paper ""xLSTM: Extended Long Short-Term Memory"", after training various architectures on 15B tokens from SlimPajama in the same auto-regressive setting and evaluating them by perplexity on the validation set, the authors perform ablation studies for the models the xLSTMs",We compare the trained models on the validation set and perform ablation studies for the xLSTMs.,Experiments
186,187,keep_rejected,too_generic_target|weak_distractor_space,Too trivial/generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors categorize methods into Transformers, State Space Models, and RNNs together with Linear Transformers, they describe Linear Transformers as",linear methods.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", when the authors categorize methods into Transformers, State Space Models, and RNNs together with Linear Transformers, they describe Linear Transformers as linear methods.",Linear Transformers are linear methods that substitute the Transformer attention mechanism.,Experiments
190,191,keep_rejected,near_binary_answer_space,Simple comparison; weak 5-option distractor space,Answer space is too narrow for robust five-option MCQA.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the model comparison where the models match a GPT-3 model with 350M parameters, GPT-3 has",fewer parameters,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the model comparison where the models match a GPT-3 model with 350M parameters, GPT-3 has fewer parameters","Only GPT-3 uses shared weights for token and output embeddings, therefore has fewer parameters.",Experiments
192,193,keep_rejected,tautological_stem|weak_distractor_space,Tautological phrase completion from question wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the ablation studies, the authors morph a vanilla LSTM architecture step-by-step into",an xLSTM architecture.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the ablation studies, the authors morph a vanilla LSTM architecture step-by-step into an xLSTM architecture.","To ablate the changes from LSTM to xLSTM, we morph a vanilla LSTM architecture step-by-step into an xLSTM architecture.",Experiments
195,196,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion from question wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the ablation studies motivated by the importance of gating in RNNs and State Space Models, the authors ablate",different gating mechanisms.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the ablation studies motivated by the importance of gating in RNNs and State Space Models, the authors ablate different gating mechanisms.","Additionally, due to the importance of gating in RNNs and State Space Models, we ablate different gating mechanisms.",Experiments
202,203,keep_rejected,too_generic_target|weak_distractor_space,Too trivial; generic dataset split,Target remains too generic or low-information for restoration.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the comparison where the authors train models of sizes 125M, 350M, 760M, and 1.3B and test all models for length extrapolation capabilities, they evaluate model performance on",the validation set.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the comparison where the authors train models of sizes 125M, 350M, 760M, and 1.3B and test all models for length extrapolation capabilities, they evaluate model performance on the validation set.","We train different model sizes (125M, 350M, 760M, 1.3B), test all models for length extrapolation capabilities and evaluate their performance on the validation set.",Experiments
