row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, coercion., coercion.,"In United States v. Jaison L. Coleman, when the court evaluated whether Lisa's consent to Officer Kizer's entry into her home was voluntary, it said Officer Kizer did not exert","According to the opinion in ""United States v. Jaison L. Coleman,"" when the court evaluated whether Lisa's consent to Officer Kizer's entry into her home was voluntary, it said Officer Kizer did not exert","In United States v. Jaison L. Coleman, when the court evaluated whether Lisa's consent to Officer Kizer's entry into her home was voluntary, it said Officer Kizer did not exert coercion.","According to the opinion in ""United States v. Jaison L. Coleman,"" when the court evaluated whether Lisa's consent to Officer Kizer's entry into her home was voluntary, it said Officer Kizer did not exert coercion."
12,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, clear error., clear error.,"In United States v. Jaison L. Coleman, after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit","According to the opinion in ""United States v. Jaison L. Coleman,"" after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit","In United States v. Jaison L. Coleman, after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit clear error.","According to the opinion in ""United States v. Jaison L. Coleman,"" after reviewing the record concerning whether Lisa consented to police officers entering her home, the appellate court said the district court did not commit clear error."
13,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, that Lisa consented to the police entry., that Lisa consented to the police entry.,"In United States v. Jaison L. Coleman, the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home","According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home","In United States v. Jaison L. Coleman, the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home that Lisa consented to the police entry.","According to the opinion in ""United States v. Jaison L. Coleman,"" the appellate court said the district court committed no clear error in finding on this record regarding Officer Kizer's entry into the home that Lisa consented to the police entry."
14,keep,,"retained as source-supported, framed, answerable, and target-source valid", no danger to them or anyone else., no danger to them or anyone else.,"According to the opinion in ""United States v. Jaison L. Coleman,"" the officers entered Lisa's home with consent to check on the welfare of her children and sought to confirm that Coleman posed","According to the opinion in ""United States v. Jaison L. Coleman,"" the officers entered Lisa's home with consent to check on the welfare of her children and sought to confirm that Coleman posed","According to the opinion in ""United States v. Jaison L. Coleman,"" the officers entered Lisa's home with consent to check on the welfare of her children and sought to confirm that Coleman posed no danger to them or anyone else.","According to the opinion in ""United States v. Jaison L. Coleman,"" the officers entered Lisa's home with consent to check on the welfare of her children and sought to confirm that Coleman posed no danger to them or anyone else."
15,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title; also adjusted cloze spacing or terminal punctuation so fact equals probe plus target,"the Marshfield, Wisconsin police department."," the Marshfield, Wisconsin police department.","In United States v. Jaison L. Coleman, Officer Jamie Kizer was with","According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Jamie Kizer was with","In United States v. Jaison L. Coleman, Officer Jamie Kizer was with the Marshfield, Wisconsin police department when he responded just after 4:00 a.m. on April 20, 2023.","According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Jamie Kizer was with the Marshfield, Wisconsin police department."
16,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, Lisa, Lisa.,"In United States v. Jaison L. Coleman, after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to","In United States v. Jaison L. Coleman, after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to Lisa","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer of the Marshfield, Wisconsin police department knocked on the door while responding to a 911 domestic-violence call, Officer Kizer spoke to Lisa."
17,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, come inside, come inside.,"In United States v. Jaison L. Coleman, after responding to a 911 domestic violence call and speaking with Lisa Coleman at the door, Officer Jamie Kizer said the officers almost needed to","According to the opinion in ""United States v. Jaison L. Coleman,"" after responding to a 911 domestic violence call and speaking with Lisa Coleman at the door, Officer Jamie Kizer said the officers almost needed to","In United States v. Jaison L. Coleman, after responding to a 911 domestic violence call and speaking with Lisa Coleman at the door, Officer Jamie Kizer said the officers almost needed to come inside","According to the opinion in ""United States v. Jaison L. Coleman,"" after responding to a 911 domestic violence call and speaking with Lisa Coleman at the door, Officer Jamie Kizer said the officers almost needed to come inside."
18,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, in one bedroom, in one bedroom.,"In United States v. Jaison L. Coleman, after Officer Jamie Kizer responded to a 911 domestic-violence call and said it seemed necessary to come inside to check on the children, Lisa Coleman said her kids were","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer responded to a 911 domestic-violence call and said it seemed necessary to come inside to check on the children, Lisa Coleman said her kids were","In United States v. Jaison L. Coleman, after Officer Jamie Kizer responded to a 911 domestic-violence call and said it seemed necessary to come inside to check on the children, Lisa Coleman said her kids were in one bedroom","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Jamie Kizer responded to a 911 domestic-violence call and said it seemed necessary to come inside to check on the children, Lisa Coleman said her kids were in one bedroom."
19,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, the consent necessary to enter the home, the consent necessary to enter the home.,"In United States v. Jaison L. Coleman, the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with","According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with","In United States v. Jaison L. Coleman, the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with the consent necessary to enter the home","According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Lisa Coleman's exchange with Officer Jamie Kizer during his response to a 911 domestic-violence call supplied him with the consent necessary to enter the home."
20,repair,source_framing_issue|target_source_repair,normalized the cloze to legal opinion/case framing with the case title; repaired the target to an exact source-supported answer span while preserving the same fact; also adjusted cloze spacing or terminal punctuation so fact equals probe plus target,the scope of Lisa Coleman’s consent once inside the home., the scope of Lisa’s consent once inside.,"In United States v. Jaison L. Coleman, the district court found that the officers did not exceed","According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Officer Kizer and his colleagues did not exceed","In United States v. Jaison L. Coleman, the district court found that the officers did not exceed the scope of Lisa Coleman’s consent once inside the home.","According to the opinion in ""United States v. Jaison L. Coleman,"" the district court found that Officer Kizer and his colleagues did not exceed the scope of Lisa’s consent once inside."
21,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, the firearms ultimately found in the home., the firearms ultimately found in the home.,"In United States v. Jaison L. Coleman, after finding that Officer Kizer had consent to enter the home during the domestic-violence response and that the officers did not exceed the scope of that consent, the district court therefore did not suppress","According to the opinion in ""United States v. Jaison L. Coleman,"" after finding that Officer Kizer had consent to enter the home during the domestic-violence response and that the officers did not exceed the scope of that consent, the district court therefore did not suppress","In United States v. Jaison L. Coleman, after finding that Officer Kizer had consent to enter the home during the domestic-violence response and that the officers did not exceed the scope of that consent, the district court therefore did not suppress the firearms ultimately found in the home.","According to the opinion in ""United States v. Jaison L. Coleman,"" after finding that Officer Kizer had consent to enter the home during the domestic-violence response and that the officers did not exceed the scope of that consent, the district court therefore did not suppress the firearms ultimately found in the home."
22,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, in the home., in the home.,"In United States v. Jaison L. Coleman, after the district court concluded that Officer Kizer had consent to enter the residence and that the officers did not exceed the scope of that consent, the firearms were ultimately found","According to the opinion in ""United States v. Jaison L. Coleman,"" after the district court concluded that Officer Kizer had consent to enter the residence and that the officers did not exceed the scope of that consent, the firearms were ultimately found","In United States v. Jaison L. Coleman, after the district court concluded that Officer Kizer had consent to enter the residence and that the officers did not exceed the scope of that consent, the firearms were ultimately found in the home.","According to the opinion in ""United States v. Jaison L. Coleman,"" after the district court concluded that Officer Kizer had consent to enter the residence and that the officers did not exceed the scope of that consent, the firearms were ultimately found in the home."
23,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, body camera footage recorded by Officer Kizer and his colleagues at the Coleman home., body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.,"In United States v. Jaison L. Coleman, the pertinent facts described in the opinion were provided by","According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by","In United States v. Jaison L. Coleman, the pertinent facts described in the opinion were provided by body camera footage recorded by Officer Kizer and his colleagues at the Coleman home.","According to the opinion in ""United States v. Jaison L. Coleman,"" the pertinent facts described in the opinion were provided by body camera footage recorded by Officer Kizer and his colleagues at the Coleman home."
24,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, Officer Kizer and his colleagues, Officer Kizer and his colleagues.,"In United States v. Jaison L. Coleman, the opinion states that the pertinent facts came from body camera footage recorded by","According to the opinion in ""United States v. Jaison L. Coleman,"" the opinion states that the pertinent facts came from body camera footage recorded by","In United States v. Jaison L. Coleman, the opinion states that the pertinent facts came from body camera footage recorded by Officer Kizer and his colleagues","According to the opinion in ""United States v. Jaison L. Coleman,"" the opinion states that the pertinent facts came from body camera footage recorded by Officer Kizer and his colleagues."
25,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, Scott v. Harris, Scott v. Harris.,"In United States v. Jaison L. Coleman, the court cited United States v. Norville, 43 F.4th 680, 682 (7th Cir. 2022), for the proposition that video evidence can eliminate factual disputes, and Norville cited","According to the opinion in ""United States v. Jaison L. Coleman,"" the court cited United States v. Norville, 43 F.4th 680, 682 (7th Cir. 2022), for the proposition that video evidence can eliminate factual disputes, and Norville cited","In United States v. Jaison L. Coleman, the court cited United States v. Norville, 43 F.4th 680, 682 (7th Cir. 2022), for the proposition that video evidence can eliminate factual disputes, and Norville cited Scott v. Harris","According to the opinion in ""United States v. Jaison L. Coleman,"" the court cited United States v. Norville, 43 F.4th 680, 682 (7th Cir. 2022), for the proposition that video evidence can eliminate factual disputes, and Norville cited Scott v. Harris."
26,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, stepping onto the porch, stepping onto the porch.,"In United States v. Jaison L. Coleman, when Officer Kizer arrived at the Coleman home, knocked on the door, and announced himself, Lisa responded by","According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer arrived at the Coleman home, knocked on the door, and announced himself, Lisa responded by","In United States v. Jaison L. Coleman, when Officer Kizer arrived at the Coleman home, knocked on the door, and announced himself, Lisa responded by stepping onto the porch","According to the opinion in ""United States v. Jaison L. Coleman,"" when Officer Kizer arrived at the Coleman home, knocked on the door, and announced himself, Lisa responded by stepping onto the porch."
27,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, her son and daughter were inside., her son and daughter were inside.,"In United States v. Jaison L. Coleman, after body camera footage showed Officer Kizer arriving at the Coleman home, knocking on the door, and announcing himself, Lisa told Officer Kizer that","According to the opinion in ""United States v. Jaison L. Coleman,"" after body camera footage showed Officer Kizer arriving at the Coleman home, knocking on the door, and announcing himself, Lisa told Officer Kizer that","In United States v. Jaison L. Coleman, after body camera footage showed Officer Kizer arriving at the Coleman home, knocking on the door, and announcing himself, Lisa told Officer Kizer that her son and daughter were inside.","According to the opinion in ""United States v. Jaison L. Coleman,"" after body camera footage showed Officer Kizer arriving at the Coleman home, knocking on the door, and announcing himself, Lisa told Officer Kizer that her son and daughter were inside."
28,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title; also adjusted cloze spacing or terminal punctuation so fact equals probe plus target,whether her kids were safe., whether her kids were safe.,"In United States v. Jaison L. Coleman, when Lisa stepped onto the porch and spoke with Officer Kizer, she hesitated to answer","According to the opinion in ""United States v. Jaison L. Coleman,"" when Lisa stepped onto the porch and spoke with Officer Kizer, she hesitated to answer","In United States v. Jaison L. Coleman, when Lisa stepped onto the porch and spoke with Officer Kizer, she hesitated to answer whether her kids were safe.","According to the opinion in ""United States v. Jaison L. Coleman,"" when Lisa stepped onto the porch and spoke with Officer Kizer, she hesitated to answer whether her kids were safe."
29,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title; also adjusted cloze spacing or terminal punctuation so fact equals probe plus target, where her husband was located inside the home, where her husband was located inside the home.,"In United States v. Jaison L. Coleman, after Lisa hesitated when Officer Kizer asked whether her children were safe, Officer Kizer next asked her","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa hesitated when Officer Kizer asked whether her children were safe, Officer Kizer next asked her","In United States v. Jaison L. Coleman, after Lisa hesitated when Officer Kizer asked whether her children were safe, Officer Kizer next asked her where her husband was located inside the home.","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa hesitated when Officer Kizer asked whether her children were safe, Officer Kizer next asked her where her husband was located inside the home."
30,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, where her husband was located inside the home., where her husband was located inside the home.,"After Lisa told Officer Kizer that her son and daughter were inside and gave uncertain answers about whether the children were safe, Officer Kizer next asked","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa told Officer Kizer that her son and daughter were inside and gave uncertain answers about whether the children were safe, Officer Kizer next asked","After Lisa told Officer Kizer that her son and daughter were inside and gave uncertain answers about whether the children were safe, Officer Kizer next asked where her husband was located inside the home.","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa told Officer Kizer that her son and daughter were inside and gave uncertain answers about whether the children were safe, Officer Kizer next asked where her husband was located inside the home."
31,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title; also adjusted cloze spacing or terminal punctuation so fact equals probe plus target, the door, the door.,"In United States v. Jaison L. Coleman, Officer Kizer was speaking with Lisa on the porch of the Coleman home and asked if he could enter the house; before Lisa said, ""um ... I'd prefer you not,"" she had just turned back to","According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Kizer was speaking with Lisa on the porch of the Coleman home and asked if he could enter the house; before Lisa said, ""um ... I'd prefer you not,"" she had just turned back to","In United States v. Jaison L. Coleman, Officer Kizer was speaking with Lisa on the porch of the Coleman home and asked if he could enter the house; before Lisa said, ""um ... I'd prefer you not,"" she had just turned back to the door.","According to the opinion in ""United States v. Jaison L. Coleman,"" Officer Kizer was speaking with Lisa on the porch of the Coleman home and asked if he could enter the house; before Lisa said, ""um ... I'd prefer you not,"" she had just turned back to the door."
32,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, to get her shoes, to get her shoes.,"In United States v. Jaison L. Coleman, after Officer Kizer was speaking with Lisa on the porch and there was a break in the conversation, Lisa said that she needed to go inside","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Kizer was speaking with Lisa on the porch and there was a break in the conversation, Lisa said that she needed to go inside","In United States v. Jaison L. Coleman, after Officer Kizer was speaking with Lisa on the porch and there was a break in the conversation, Lisa said that she needed to go inside to get her shoes","According to the opinion in ""United States v. Jaison L. Coleman,"" after Officer Kizer was speaking with Lisa on the porch and there was a break in the conversation, Lisa said that she needed to go inside to get her shoes."
33,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, cracked the door, cracked the door.,"In United States v. Jaison L. Coleman, after Lisa said she needed to go inside to get her shoes and did not come back outside for some time, Officer Kizer","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa said she needed to go inside to get her shoes and did not come back outside for some time, Officer Kizer","In United States v. Jaison L. Coleman, after Lisa said she needed to go inside to get her shoes and did not come back outside for some time, Officer Kizer cracked the door","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa said she needed to go inside to get her shoes and did not come back outside for some time, Officer Kizer cracked the door."
34,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, the name of her husband, the name of her husband.,"In United States v. Jaison L. Coleman, after Lisa returned to the doorway and stepped outside again during Officer Kizer's response at the Coleman home, Officer Kizer asked more specifically for","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa returned to the doorway and stepped outside again during Officer Kizer's response at the Coleman home, Officer Kizer asked more specifically for","In United States v. Jaison L. Coleman, after Lisa returned to the doorway and stepped outside again during Officer Kizer's response at the Coleman home, Officer Kizer asked more specifically for the name of her husband","According to the opinion in ""United States v. Jaison L. Coleman,"" after Lisa returned to the doorway and stepped outside again during Officer Kizer's response at the Coleman home, Officer Kizer asked more specifically for the name of her husband."
35,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, a protective pat down., a protective pat down.,"In United States v. Jaison L. Coleman, after officers entered the home, found Coleman in a separate bedroom, and had a brief discussion with him, Coleman permitted Officer Kizer to conduct","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home, found Coleman in a separate bedroom, and had a brief discussion with him, Coleman permitted Officer Kizer to conduct","In United States v. Jaison L. Coleman, after officers entered the home, found Coleman in a separate bedroom, and had a brief discussion with him, Coleman permitted Officer Kizer to conduct a protective pat down.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home, found Coleman in a separate bedroom, and had a brief discussion with him, Coleman permitted Officer Kizer to conduct a protective pat down."
36,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, Officer Kizer to conduct a protective pat down., Officer Kizer to conduct a protective pat down.,"In United States v. Jaison L. Coleman, after officers entered the home and one officer found Coleman in a separate bedroom, Coleman permitted","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and one officer found Coleman in a separate bedroom, Coleman permitted","In United States v. Jaison L. Coleman, after officers entered the home and one officer found Coleman in a separate bedroom, Coleman permitted Officer Kizer to conduct a protective pat down.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and one officer found Coleman in a separate bedroom, Coleman permitted Officer Kizer to conduct a protective pat down."
37,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title," being loud, aggressive, and mean."," being loud, aggressive, and mean.","In United States v. Jaison L. Coleman, after officers entered the home and spoke with Lisa and Coleman’s two children about the fighting between the adults, the children reportedly described Coleman as","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with Lisa and Coleman’s two children about the fighting between the adults, the children reportedly described Coleman as","In United States v. Jaison L. Coleman, after officers entered the home and spoke with Lisa and Coleman’s two children about the fighting between the adults, the children reportedly described Coleman as being loud, aggressive, and mean.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and spoke with Lisa and Coleman’s two children about the fighting between the adults, the children reportedly described Coleman as being loud, aggressive, and mean."
38,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, to light the house on fire., to light the house on fire.,"In United States v. Jaison L. Coleman, after officers entered the home and learned about a fight between Lisa and Coleman, the children said their father threatened to shoot her and","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and learned about a fight between Lisa and Coleman, the children said their father threatened to shoot her and","In United States v. Jaison L. Coleman, after officers entered the home and learned about a fight between Lisa and Coleman, the children said their father threatened to shoot her and to light the house on fire.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and learned about a fight between Lisa and Coleman, the children said their father threatened to shoot her and to light the house on fire."
39,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title, where it was at that moment., where it was at that moment.,"In United States v. Jaison L. Coleman, after officers entered the home and questioned the children about a gun they said they had seen that night and before, the children said they did not know","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and questioned the children about a gun they said they had seen that night and before, the children said they did not know","In United States v. Jaison L. Coleman, after officers entered the home and questioned the children about a gun they said they had seen that night and before, the children said they did not know where it was at that moment.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers entered the home and questioned the children about a gun they said they had seen that night and before, the children said they did not know where it was at that moment."
40,repair,source_framing_issue,normalized the cloze to legal opinion/case framing with the case title; also adjusted cloze spacing or terminal punctuation so fact equals probe plus target, possessing a firearm as a convicted felon, possessing a firearm as a convicted felon.,"In United States v. Jaison L. Coleman, after officers searched the Coleman home and a federal indictment was brought under 18 U.S.C. § 922(g)(1), the indictment charged Coleman with","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers searched the Coleman home and a federal indictment was brought under 18 U.S.C. § 922(g)(1), the indictment charged Coleman with","In United States v. Jaison L. Coleman, after officers searched the Coleman home and a federal indictment was brought under 18 U.S.C. § 922(g)(1), the indictment charged Coleman with possessing a firearm as a convicted felon.","According to the opinion in ""United States v. Jaison L. Coleman,"" after officers searched the Coleman home and a federal indictment was brought under 18 U.S.C. § 922(g)(1), the indictment charged Coleman with possessing a firearm as a convicted felon."
