v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
49,50,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is a single commonplace word ('whitespace'), making the completion too trivial and not conceptually rich enough to support five meaningful MCQA options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in code, when a transformer step $j$ could be wasted, the predicted content is",whitespace.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in code, when a transformer step $j$ could be wasted, the predicted content is whitespace.","First, compute is not dynamically allocated to where it is needed most: one could be either wasting a transformer step $j$ if only predicting whitespace in code, or not allocating sufficient compute for bytes dense with information such as math.",Patching: From Individual Bytes to Groups of Bytes
50,51,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target is the single generic word ""math,"" which is too trivially short and lacks enough conceptual specificity to support five meaningful multiple-choice distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when discussing the downsides of fixed-size patching with a fixed stride, the authors note that compute may not be allocated to bytes dense with information such as",math.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when discussing the downsides of fixed-size patching with a fixed stride, the authors note that compute may not be allocated to bytes dense with information such as math.","First, compute is not dynamically allocated to where it is needed most: one could be either wasting a transformer step $j$ if only predicting whitespace in code, or not allocating sufficient compute for bytes dense with information such as math.",Patching: From Individual Bytes to Groups of Bytes
52,53,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""the same word,"" is a very short, generic phrase with little conceptual depth, making it hard to create five meaningful and discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors note that one downside of the patching function is inconsistent and non-contextual patching of similar byte sequences. In their example, what is split differently is",the same word.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors note that one downside of the patching function is inconsistent and non-contextual patching of similar byte sequences. In their example, what is split differently is the same word.","Second, this leads to inconsistent and non-contextual patching of similar byte sequences, such as the same word being split differently.",Patching: From Individual Bytes to Groups of Bytes
55,56,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target is just the obvious completion of the probe’s own phrasing (“words are patched across sequences and are …”), making it effectively tautological rather than a distinct concept suitable for meaningful 5-way distractors.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the description of Space patching states that allocating a latent transformer step to model every word ensures that words are patched across sequences and are",patched in the same way,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the description of Space patching states that allocating a latent transformer step to model every word ensures that words are patched across sequences and are patched in the same way",This ensures words are patched in the same way across sequences and that flops are allocated for hard predictions which often follow spaces.,Patching: From Individual Bytes to Groups of Bytes
56,57,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criteria 3 and 4: the target is a very short generic phrase ('hard predictions'), and the contrast is essentially just hard vs. easy, making it difficult to create five natural, meaningful distractors.",Target remains too generic or low-information for restoration.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in Space patching, computation is focused on predictions that often follow spaces, which are described as",hard predictions.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in Space patching, computation is focused on predictions that often follow spaces, which are described as hard predictions.",This ensures words are patched in the same way across sequences and that flops are allocated for hard predictions which often follow spaces.,Patching: From Individual Bytes to Groups of Bytes
60,61,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criteria 1 and 3: the target 'a data-driven approach' is a generic paraphrase of the probe’s own contrast with a rule-based heuristic, making the completion tautological and too conceptually shallow for five meaningful distractors.",Target remains too generic or low-information for restoration.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors identify high-uncertainty next-byte predictions and derive patch boundaries instead of relying on a rule-based heuristic such as whitespace, using",a data-driven approach.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors identify high-uncertainty next-byte predictions and derive patch boundaries instead of relying on a rule-based heuristic such as whitespace, using a data-driven approach.","Rather than relying on a rule-based heuristic such as whitespace, we instead take a data-driven approach to identify high uncertainty next-byte predictions. We introduce \textit{entropy patching}, which uses entropy estimates to derive patch boundaries.",Patching: From Individual Bytes to Groups of Bytes
62,63,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""the training data,"" is a trivially generic phrase with little conceptual depth, making it hard to create five meaningful and discriminative answer choices.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the small byte-level auto-regressive language model used to compute next byte entropies under the LM distribution $p_{e}$ over the byte vocabulary $\mathcal{V}$ is trained on",the training data.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the small byte-level auto-regressive language model used to compute next byte entropies under the LM distribution $p_{e}$ over the byte vocabulary $\mathcal{V}$ is trained on the training data.","We train a small byte-level auto-regressive language model on the training data for {\textsc BLT} and compute next byte entropies under the LM distribution $p_{e}$ over the byte vocabulary $\mathcal{V}$:

\begin{equation}
H(x_i) = \sum_{v \in \mathcal{V}} p_{e}(x_i=v|\pmb{x}_{<i}) \log p_{e}(x_i=v|\pmb{x}_{<i})
\end{equation}",Patching: From Individual Bytes to Groups of Bytes
66,67,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criteria 1 and 3: the target is just the trailing phrase of a sentence already essentially stated in the probe, and ""within the patch"" is too trivial and generic to support 5 meaningful distractor options.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the second entropy-based method for identifying patch boundaries can be interpreted as identifying points that break approximate monotonically decreasing entropy",withing the patch.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the second entropy-based method for identifying patch boundaries can be interpreted as identifying points that break approximate monotonically decreasing entropy withing the patch.",The second approach can also be interpreted as identifying points that break approximate monotonically decreasing entropy withing the patch.,Patching: From Individual Bytes to Groups of Bytes
69,70,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""classifier,"" is a trivially short and generic term that does not support five meaningful, discriminative MCQA options.",Target remains too generic or low-information for restoration.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", according to the authors' comparison with \citet{nawrot-etal-2023-efficient}, the component trained to predict entropy-based patch boundaries is a",classifier,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", according to the authors' comparison with \citet{nawrot-etal-2023-efficient}, the component trained to predict entropy-based patch boundaries is a classifier",This is different from~\citet{nawrot-etal-2023-efficient} where classifier is trained to predict entropy-based patch boundaries.,Patching: From Individual Bytes to Groups of Bytes
82,83,keep_rejected,near_binary_answer_space,"It fails criterion 4 because the target is essentially a binary condition ('at a patch boundary or not'), making it hard to create five natural, meaningful distractors for an MCQA.",Answer space is too narrow for robust five-option MCQA.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when generating, {\textsc{BLT}} must decide whether the current step in the byte sequence is",at a patch boundary or not,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when generating, {\textsc{BLT}} must decide whether the current step in the byte sequence is at a patch boundary or not","When generating, {\textsc BLT} needs to decide whether the current step in the byte sequence is at a patch boundary or not as this determines whether more compute is invoked via the Latent Transformer.",Patching: From Individual Bytes to Groups of Bytes
85,86,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target is just a generic short phrase ('yet to be generated') rather than a distinct concept or term that would support five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when describing why the patch-boundary decision must be made independently during generation, the rest of the sequence is characterized as",yet to be generated.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when describing why the patch-boundary decision must be made independently during generation, the rest of the sequence is characterized as yet to be generated.",This decision needs to occur independently of the rest of the sequence which has yet to be generated.,Patching: From Individual Bytes to Groups of Bytes
87,88,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""the byte sequence,"" is a very generic phrase with little conceptual depth, making it hard to create five meaningful distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", patching must determine whether the current step is at a patch boundary without access to future bytes while segmenting",the byte sequence,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", patching must determine whether the current step is at a patch boundary without access to future bytes while segmenting the byte sequence",Thus patching cannot assume access to future bytes in order to choose how to segment the byte sequence.,Patching: From Individual Bytes to Groups of Bytes
95,96,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target is a tautological completion of the probe: 'maps the latent input patch representations into ___' is naturally answered by the paraphrastic phrase 'output patch representations,' leaving little room for meaningful distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the autoregressive transformer model $\mathcal{G}$, called the Latent Global Transformer, maps the latent input patch representations $p_j$ into",output patch representations.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the autoregressive transformer model $\mathcal{G}$, called the Latent Global Transformer, maps the latent input patch representations $p_j$ into output patch representations.","\textit{The Latent Global Transformer} is an autoregressive transformer model $\mathcal{G}$ with $l_{\mathcal{G}}$ layers, which maps a sequence of latent input patch representations, $p_j$ into a sequence of output patch representations, $o_j$.",{\textsc BLT
107,108,keep_rejected,tautological_stem|weak_distractor_space,"It is unsuitable because the target is merely a paper-specific variable name ($w_{\mathcal{E}}$) rather than a substantive concept, making it trivially notational and hard to generate five meaningful distractors (criteria 3 and 4).",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when describing the transformer layers’ local block causal attention mask, each byte attends to a fixed window of how many preceding bytes, namely",$w_{\mathcal{E}}$.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", when describing the transformer layers’ local block causal attention mask, each byte attends to a fixed window of how many preceding bytes, namely $w_{\mathcal{E}}$.",The transformer layers use a \textit{local block causal} attention mask; each byte attends to a fixed window of $w_{\mathcal{E}}$ preceding bytes that in general can cross the dynamic patch boundaries but can not cross document boundaries.,{\textsc BLT
110,111,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target is a generic descriptive phrase ('robust, expressive representations') rather than a distinct technical concept, making it too shallow to support five meaningful, discriminative options.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of encoder hash n-gram embeddings information about the preceding bytes is incorporated at each step $i$ to create","robust, expressive representations.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of encoder hash n-gram embeddings information about the preceding bytes is incorporated at each step $i$ to create robust, expressive representations.","A key component in creating robust, expressive representations at each step $i$ is to incorporate information about the preceding bytes.",{\textsc BLT
111,112,keep_rejected,tautological_stem|weak_distractor_space,"It is effectively tautological and too trivial for a 5-option MCQ, since the probe nearly restates the source sentence and the target is just the simple phrase 'the byte b_i' rather than a distinctive concept or method.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in encoder hash n-gram embeddings used to create robust, expressive representations at each step $i$, what is modeled individually in addition to being modeled as part of a byte n-gram is",the byte $b_i$.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in encoder hash n-gram embeddings used to create robust, expressive representations at each step $i$, what is modeled individually in addition to being modeled as part of a byte n-gram is the byte $b_i$.","In {\textsc BLT}, we achieve this by modeling both the byte $b_i$ individually \textit{and} as part of a byte n-gram.",{\textsc BLT
112,113,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the completion is essentially tautological: the probe already says 'encoder hash n-gram embeddings' and asks what each byte is modeled as part of, making 'a byte n-gram' an obvious restatement rather than a discriminative MCQA target.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the encoder hash $n$-gram embeddings used to create robust, expressive representations at each step $i$, the authors model each byte $b_i$ individually and also as part of",a byte n-gram,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the encoder hash $n$-gram embeddings used to create robust, expressive representations at each step $i$, the authors model each byte $b_i$ individually and also as part of a byte n-gram","In {\textsc BLT}, we achieve this by modeling both the byte $b_i$ individually \textit{and} as part of a byte n-gram.",{\textsc BLT
126,127,keep_rejected,tautological_stem|weak_distractor_space,"It is unsuitable because the target is a trivially short, index-mirroring phrase ('patch j') that is essentially obvious from the probe’s own notation, making the item too close to tautological and weak for constructing 5 meaningful distractors (criteria 1 and 3).",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the patch-specific masking strategy for attention defines the bytes that each query $Q_j$ can attend to as those in",patch $j$.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the patch-specific masking strategy for attention defines the bytes that each query $Q_j$ can attend to as those in patch $j$.",We use a masking strategy specific to patching where each query $Q_j$ only attends to the keys and values that correspond to the bytes in patch $j$.,{\textsc BLT
127,128,keep_rejected,weak_distractor_space,It fails criterion 1 because the target is essentially circular and non-informative: saying 'a masking strategy specific to patching' just restates that the mechanism uses some patch-specific strategy to enforce the attention pattern already described in the probe.,No strong restoration rationale under the restoration rubric.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the strategy the authors use in the patch-based attention mechanism so that each query $Q_j$ attends only to the keys and values corresponding to the bytes in patch $j$ is",a masking strategy specific to patching.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the strategy the authors use in the patch-based attention mechanism so that each query $Q_j$ attends only to the keys and values corresponding to the bytes in patch $j$ is a masking strategy specific to patching.",We use a masking strategy specific to patching where each query $Q_j$ only attends to the keys and values that correspond to the bytes in patch $j$.,{\textsc BLT
134,135,keep_rejected,near_binary_answer_space,"Unsuitable under criterion 4: the target is just a relative comparison ($l_{\mathcal{D}} \ll l_{\mathcal{G}}$), so constructing 5 natural, meaningful distractor options would be awkward and largely reduce to arbitrary inequality variants.",Answer space is too narrow for robust five-option MCQA.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the number of layers in the local decoder $\mathcal{D}$ compared with the number of layers in the global model $\mathcal{G}$ is",$l_{\mathcal{D}} << l_{\mathcal{G}}$.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the number of layers in the local decoder $\mathcal{D}$ compared with the number of layers in the global model $\mathcal{G}$ is $l_{\mathcal{D}} << l_{\mathcal{G}}$.","Similar to the local encoder, the local decoder  $\mathcal{D}$ is a lightweight transformer-based model with $l_{\mathcal{D}} << l_{\mathcal{G}}$ layers, that decodes a sequence of global patch representations $o_j$, into raw bytes, $y_i$.",{\textsc BLT
136,137,keep_rejected,weak_distractor_space,"It fails criterion 3 because the target is a very short, obvious phrase ('the local encoder') that is strongly cued by the probe wording and would not support five meaningful, conceptually distinct distractors.",No strong restoration rationale under the restoration rubric.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the byte-sequence, the local decoder takes as input the hidden representations produced by",the local encoder.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the byte-sequence, the local decoder takes as input the hidden representations produced by the local encoder.","The local decoder predicts a sequence of raw bytes, as a function of previously decoded bytes, and thus, takes as input the hidden representations produced by the local encoder for the byte-sequence.",{\textsc BLT
138,139,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""transformer layers,"" is a very generic short phrase with limited conceptual specificity, making it hard to create five meaningful and discriminative options.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the local decoder that decodes a sequence of global patch representations $o_j$ into raw bytes $y_i$, the cross-attention layers in the series of $l_{\mathcal{D}}$ layers alternate with",transformer layers.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the local decoder that decodes a sequence of global patch representations $o_j$ into raw bytes $y_i$, the cross-attention layers in the series of $l_{\mathcal{D}}$ layers alternate with transformer layers.",It applies a series of $l_{\mathcal{D}}$ alternating layers of cross attention and transformer layers.,{\textsc BLT
147,148,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target ""controlled experiments"" is a very generic phrase rather than a distinctive concept or named method, making it hard to build five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", to compare {\textsc BLT} with tokenization-based models while ensuring that {\textsc BLT} does not gain any advantage from possibly using longer sequence contexts, the authors carefully design",controlled experiments,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", to compare {\textsc BLT} with tokenization-based models while ensuring that {\textsc BLT} does not gain any advantage from possibly using longer sequence contexts, the authors carefully design controlled experiments",We carefully design controlled experiments to compare {\textsc BLT} with tokenization based models with particular attention to not give {\textsc BLT} any advantages from possibly using longer sequence contexts.,Experimental Setup
151,152,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the probe is incorrectly formulated and grammatically incomplete, so it does not cleanly or accurately express that the former 2-trillion-token dataset is used for scaling law experiments.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", with the former 2 trillion-token dataset, cleaned and filtered from publicly available sources, conducts",scaling law experiments,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", with the former 2 trillion-token dataset, cleaned and filtered from publicly available sources, conducts scaling law experiments","The former is used for scaling law experiments on optimal number of tokens as determined by~\cite{dubey2024llama} to determine the best architectural choices for {\textsc BLT}, while the latter is used for a complete pre-training run to compare with Llama 3 on downstream tasks.",Experimental Setup
176,177,keep_rejected,unsupported_or_unclear,"It fails criterion 5 (incorrectly formulated): the probe ends with 'packing batches of patches into' but the source says they pack batches of patches 'to avoid padding steps in the more expensive latent transformer,' so the target does not grammatically or semantically complete the statement.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for efficiency reasons, the BLT training implementation avoids padding steps by packing batches of patches into",the more expensive latent transformer.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for efficiency reasons, the BLT training implementation avoids padding steps by packing batches of patches into the more expensive latent transformer.","For efficiency reasons, our implementation of {\textsc BLT} training packs batches of patches to avoid padding steps in the more expensive latent transformer.",Experimental Setup
179,180,keep_rejected,visible_target_leak,"It fails criterion 3 because the target is the trivially short common word ""patches,"" making the cloze essentially a direct phrase completion rather than a concept that supports five meaningful distractors.",Visible stem leaks the target or an effectively identical phrase.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", on structured content such as multiple choice tasks, entropy patching yields progressively larger",patches.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", on structured content such as multiple choice tasks, entropy patching yields progressively larger patches.","Empirically, we find that using entropy patching yields progressively larger patches in structured content like multiple choice tasks (see patching on an MMLU example in \autoref{fig:mmlu_patching}) which are often very repetitive.",Experimental Setup
184,185,keep_rejected,tautological_stem|weak_distractor_space,It fails criterion 1 because the target 'the same procedure' is essentially a tautological restatement of the probe/source claim rather than a distinctive concept that could support five meaningful distractors.,Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the large-scale run of BLT-Entropy with patch size 4.5, the authors state that although their change only affects how entropies are computed, they identify the value of the entropy threshold using",the same procedure,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", for the large-scale run of BLT-Entropy with patch size 4.5, the authors state that although their change only affects how entropies are computed, they identify the value of the entropy threshold using the same procedure","This change only affects how we compute entropies, but we still follow the same procedure to identify the value of the entropy threshold.",Experimental Setup
204,205,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated and too trivial: in the actual BPB definition the normalization constant is specifically ln(2), so the target 'a constant' is an imprecise generic phrase that does not properly capture the source fact (criterion 5, also bordering on criterion 3).","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the definition of $\text{BPB}(x)$, the uncertainty over the data $\pmb{x}$ measured by the sum of the cross-entropy loss is normalized by the total number of bytes in $\pmb{x}$ and",a constant.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the definition of $\text{BPB}(x)$, the uncertainty over the data $\pmb{x}$ measured by the sum of the cross-entropy loss is normalized by the total number of bytes in $\pmb{x}$ and a constant.","Specifically:

\begin{align}
    \text{BPB}(x)&= \frac{\mathcal{L}_{CE}(\pmb{x})}{\ln(2)\cdot n_{\text{bytes}}}
\end{align}

where the uncertainty over the data $\pmb{x}$ as measured by the sum of the cross-entropy loss is normalized by the total number of bytes in $\pmb{x}$ and a constant.",Experimental Setup
