target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 code training,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the type of prior training that improves mathematical problem solving both with and without tool use while also helping maintain coding benchmark performance is","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the type of prior training that improves mathematical problem solving both with and without tool use while also helping maintain coding benchmark performance is code training",Synthesized Insight,"['DeepSeekMath-Base is initialized with DeepSeek-Coder-Base-v1.5 7B, as we notice that starting from a code training model is a better choice compared to a general LLM.', ""Code training prior to math training improves models' ability to solve mathematical problems both with and without tool use."", 'Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.']","A code-trained starting point helps mathematical reasoning and also preserves coding ability, so it best matches the joint goal of stronger math plus retained coding.",What kind of prior training best fits the goal of improving math while preserving coding ability?,code training,"['DeepSeekMath-Base is initialized with DeepSeek-Coder-Base-v1.5 7B, as we notice that starting from a code training model is a better choice compared to a general LLM.', ""Code training prior to math training improves models' ability to solve mathematical problems both with and without tool use."", 'Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.']","['DeepSeekMath-Base is initialized with DeepSeek-Coder-Base-v1.5 7B, as we notice that starting from a code training model is a better choice compared to a general LLM.', ""Code training prior to math training improves models' ability to solve mathematical problems both with and without tool use."", 'Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.']"
 loss of coding performance,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks, thereby preventing","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks, thereby preventing loss of coding performance",Multi-Fact Integration,"['Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.', 'DeepSeekMath-Base 7B exhibits significant enhancements in performance on MMLU and BBH over its precursor, DeepSeek-Coder-Base-v1.5 \\citep{deepseek-coder}, illustrating the positive impact of math training on language understanding and reasoning.']",The model gained reasoning improvements from math training while preserving coding ability because code tokens prevented that capability from dropping.,"By including code tokens during continual training, what downside of math training did DeepSeekMath-Base avoid?",loss of coding performance,"['Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.', 'DeepSeekMath-Base 7B exhibits significant enhancements in performance on MMLU and BBH over its precursor, DeepSeek-Coder-Base-v1.5 \\citep{deepseek-coder}, illustrating the positive impact of math training on language understanding and reasoning.']","['Additionally, by including code tokens for continual training, DeepSeekMath-Base 7B effectively maintains the performance of DeepSeek-Coder-Base-v1.5 on the two coding benchmarks.', 'DeepSeekMath-Base 7B exhibits significant enhancements in performance on MMLU and BBH over its precursor, DeepSeek-Coder-Base-v1.5 \\citep{deepseek-coder}, illustrating the positive impact of math training on language understanding and reasoning.']"
 data selection bias,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the triangle and ellipse failures suggest an underlying issue about the training data:","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the triangle and ellipse failures suggest an underlying issue about the training data: data selection bias",Synthesized Insight,"['Although DeepSeekMath~achieves impressive scores on quantitative reasoning benchmarks, its capability on geometry and theorem-proof are relatively weaker than closed models.', 'For instance, in our dry run, the model cannot handle problems related to triangles and ellipses, which may indicate data selection bias in pre-training and fine-tuning.']","The paper links specific geometry failures to a skew in what the training pipeline selected, implying the weakness comes from biased data coverage.",What underlying issue do the triangle and ellipse failures suggest about the training data?,data selection bias,"['Although DeepSeekMath~achieves impressive scores on quantitative reasoning benchmarks, its capability on geometry and theorem-proof are relatively weaker than closed models.', 'For instance, in our dry run, the model cannot handle problems related to triangles and ellipses, which may indicate data selection bias in pre-training and fine-tuning.']","['Although DeepSeekMath~achieves impressive scores on quantitative reasoning benchmarks, its capability on geometry and theorem-proof are relatively weaker than closed models.', 'For instance, in our dry run, the model cannot handle problems related to triangles and ellipses, which may indicate data selection bias in pre-training and fine-tuning.']"
 two-stage training,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', for math reasoning without tool use in the $1.3$B experiments, the setup that beat one-stage mixing was","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', for math reasoning without tool use in the $1.3$B experiments, the setup that beat one-stage mixing was two-stage training",Multi-Fact Integration,"['Code training also improves mathematical reasoning without tool use. Under the two-stage training setting, the initial stage of code training already results in moderate enhancements. It also boosts the efficiency of the subsequent math training, eventually leading to the best performance.', 'However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.']","Since one-stage mixing hurts no-tool reasoning while two-stage code then math leads to the best performance, the better choice is two-stage training.","For math reasoning without tool use in the 1.3B experiments, which setup beat one-stage mixing?",two-stage training,"['Code training also improves mathematical reasoning without tool use. Under the two-stage training setting, the initial stage of code training already results in moderate enhancements. It also boosts the efficiency of the subsequent math training, eventually leading to the best performance.', 'However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.']","['Code training also improves mathematical reasoning without tool use. Under the two-stage training setting, the initial stage of code training already results in moderate enhancements. It also boosts the efficiency of the subsequent math training, eventually leading to the best performance.', 'However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.']"
 limited scale,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the likely cause of the drop in no-tool mathematical reasoning under one-stage mixed training is","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the likely cause of the drop in no-tool mathematical reasoning under one-stage mixed training is limited scale",Reasoning Step,"['However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.', 'One conjecture is that DeepSeek-LLM 1.3B, due to its limited scale, lacks the capacity to fully assimilate both code and mathematical data simultaneously.']",The paper directly links the no-tool reasoning drop under mixed one-stage training to the model's inability to absorb both data types at its small size.,What likely causes the drop in no-tool mathematical reasoning under one-stage mixed training?,limited scale,"['However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.', 'One conjecture is that DeepSeek-LLM 1.3B, due to its limited scale, lacks the capacity to fully assimilate both code and mathematical data simultaneously.']","['However, combining code tokens and math tokens for one-stage training compromises mathematical reasoning without tool use.', 'One conjecture is that DeepSeek-LLM 1.3B, due to its limited scale, lacks the capacity to fully assimilate both code and mathematical data simultaneously.']"
 English and Chinese data,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the DeepSeekMath Corpus's stronger Chinese benchmark gains than English-centric corpora are explained by its inclusion of","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the DeepSeekMath Corpus's stronger Chinese benchmark gains than English-centric corpora are explained by its inclusion of English and Chinese data",Multi-Fact Integration,"['The DeepSeekMath~Corpus encompasses data in multiple languages, predominantly featuring English and Chinese as the two most represented languages.', 'As shown in Table \\ref{tab:corpora_comparison}, training on the DeepSeekMath~Corpus enhances mathematical reasoning performance in both English and Chinese.', 'In contrast, existing mathematical corpora, which are primarily English-centric, show limited improvement and may even hinder performance in Chinese mathematical reasoning.']","Since DeepSeekMath contains both English and Chinese while competing corpora are mostly English-only, its Chinese gains are explained by its bilingual content.",What property of the DeepSeekMath Corpus explains its stronger Chinese benchmark gains than English-centric corpora?,English and Chinese data,"['The DeepSeekMath~Corpus encompasses data in multiple languages, predominantly featuring English and Chinese as the two most represented languages.', 'As shown in Table \\ref{tab:corpora_comparison}, training on the DeepSeekMath~Corpus enhances mathematical reasoning performance in both English and Chinese.', 'In contrast, existing mathematical corpora, which are primarily English-centric, show limited improvement and may even hinder performance in Chinese mathematical reasoning.']","['The DeepSeekMath~Corpus encompasses data in multiple languages, predominantly featuring English and Chinese as the two most represented languages.', 'As shown in Table \\ref{tab:corpora_comparison}, training on the DeepSeekMath~Corpus enhances mathematical reasoning performance in both English and Chinese.', 'In contrast, existing mathematical corpora, which are primarily English-centric, show limited improvement and may even hinder performance in Chinese mathematical reasoning.']"
 an arXiv-only corpus,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', when trained on what kind of corpus do both models display no notable improvements or even deterioration across various mathematical benchmarks?","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', when trained on what kind of corpus do both models display no notable improvements or even deterioration across various mathematical benchmarks? an arXiv-only corpus",Synthesized Insight,"['When trained on a arXiv-only corpus, both models display no notable improvements or even deterioration across various mathematical benchmarks of different complexities employed in this study.', 'The effect of arXiv tokens when combined with other types of data;']","The experiments support a negative conclusion only for the standalone arXiv setting, while mixed-data effects remain untested.","What kind of training source appears ineffective in these experiments, but only when used alone?",an arXiv-only corpus,"['When trained on a arXiv-only corpus, both models display no notable improvements or even deterioration across various mathematical benchmarks of different complexities employed in this study.', 'The effect of arXiv tokens when combined with other types of data;']","['When trained on a arXiv-only corpus, both models display no notable improvements or even deterioration across various mathematical benchmarks of different complexities employed in this study.', 'The effect of arXiv tokens when combined with other types of data;']"
 an outdated reward model,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', iterative GRPO is designed to address what training problem as policy learning continues:","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', iterative GRPO is designed to address what training problem as policy learning continues: an outdated reward model",Multi-Fact Integration,"['As the reinforcement learning training process progresses, the old reward model may not be sufficient to supervise the current policy model.', 'Therefore, we also explore the iterative RL with GRPO.', 'in iterative GRPO, we generate new training sets for the reward model based on the sampling results from the policy model and continually train the old reward model']",The method refreshes reward-model training from current policy samples because the earlier reward model stops matching the evolving policy.,What training problem is iterative GRPO designed to address as policy learning continues?,an outdated reward model,"['As the reinforcement learning training process progresses, the old reward model may not be sufficient to supervise the current policy model.', 'Therefore, we also explore the iterative RL with GRPO.', 'in iterative GRPO, we generate new training sets for the reward model based on the sampling results from the policy model and continually train the old reward model']","['As the reinforcement learning training process progresses, the old reward model may not be sufficient to supervise the current policy model.', 'Therefore, we also explore the iterative RL with GRPO.', 'in iterative GRPO, we generate new training sets for the reward model based on the sampling results from the policy model and continually train the old reward model']"
 program-aided reasoning,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if the first training stage used general tokens instead of code tokens, the downstream ability that would most likely suffer is","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if the first training stage used general tokens instead of code tokens, the downstream ability that would most likely suffer is program-aided reasoning",Multi-Fact Integration,"['As a control experiment, we also experiment with general tokens instead of code tokens in the first stage of training, in an attempt to investigate the advantages of code tokens over general tokens in improving mathematical reasoning.', 'Code training benefits program-aided mathematical reasoning, both under the two-stage training and one-stage training settings.']","Since code tokens are specifically tested against general tokens and are reported to help program-aided math reasoning, replacing them with general tokens would weaken that ability.","If the first training stage used general tokens instead of code tokens, which downstream ability would most likely suffer?",program-aided reasoning,"['As a control experiment, we also experiment with general tokens instead of code tokens in the first stage of training, in an attempt to investigate the advantages of code tokens over general tokens in improving mathematical reasoning.', 'Code training benefits program-aided mathematical reasoning, both under the two-stage training and one-stage training settings.']","['As a control experiment, we also experiment with general tokens instead of code tokens in the first stage of training, in an attempt to investigate the advantages of code tokens over general tokens in improving mathematical reasoning.', 'Code training benefits program-aided mathematical reasoning, both under the two-stage training and one-stage training settings.']"
 correct responses ranked higher,"According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if Pass@K stays flat while Maj@K rises after RL, what has mainly changed in the model's outputs is that","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', if Pass@K stays flat while Maj@K rises after RL, what has mainly changed in the model's outputs is that correct responses ranked higher",Synthesized Insight,"['""As shown in Figure \\ref{fig:maj-pass}, RL enhances Maj@K’s performance but not Pass@K.""', '""These findings indicate that RL enhances the model\'s overall performance by rendering the output distribution more robust, in other words, \\textbf{it seems that the improvement is attributed to boosting the correct response from TopK rather than the enhancement of fundamental capabilities.}""']","If Pass@K stays unchanged but Maj@K rises, the model is not finding new correct answers more often; it is making existing correct answers more favored among its samples.","If Pass@K stays flat while Maj@K rises after RL, what has mainly changed in the model's outputs?",correct responses ranked higher,"['""As shown in Figure \\ref{fig:maj-pass}, RL enhances Maj@K’s performance but not Pass@K.""', '""These findings indicate that RL enhances the model\'s overall performance by rendering the output distribution more robust, in other words, \\textbf{it seems that the improvement is attributed to boosting the correct response from TopK rather than the enhancement of fundamental capabilities.}""']","['""As shown in Figure \\ref{fig:maj-pass}, RL enhances Maj@K’s performance but not Pass@K.""', '""These findings indicate that RL enhances the model\'s overall performance by rendering the output distribution more robust, in other words, \\textbf{it seems that the improvement is attributed to boosting the correct response from TopK rather than the enhancement of fundamental capabilities.}""']"
