review_id,domain_group,document,mcqa_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,contextualized_question,fact,source_facts,text_sentences,derivation,question,answer,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target,validation_error,fixed_formatted_question,fixed_formatted_question_5shot,fixed_distractors
arxiv/GRPO/5,arxiv,GRPO,5,"In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor contributes to the prolonged improvement in training outcomes when using the DeepSeekMath Corpus compared to smaller baseline corpora?",less repeated data,(B),larger model capacity,less repeated data,more training rounds,higher data quality,a steeper learning curve,"[""higher data quality"", ""a steeper learning curve"", ""more training rounds"", ""larger model capacity""]","In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor contributes to the prolonged improvement in training outcomes when using the DeepSeekMath Corpus compared to smaller baseline corpora?
(A) larger model capacity
(B) less repeated data
(C) more training rounds
(D) higher data quality
(E) a steeper learning curve","In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor contributes to the prolonged improvement in training outcomes when using the DeepSeekMath Corpus compared to smaller baseline corpora?","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', training on the DeepSeekMath Corpus can keep improving for longer than training on the smaller baseline corpora because it has less repeated data","['The DeepSeekMath~Corpus is several times larger than existing mathematical corpora.', 'As depicted in Figure \\ref{fig:corpora_comparisons}, DeepSeek-LLM 1.3B, when trained on the DeepSeekMath~Corpus, shows a steeper learning curve along with more lasting improvements.', 'In contrast, the baseline corpora are much smaller, and have already been repeated multiple rounds during training, with the resulting model performance quickly reaching a plateau.']","['The DeepSeekMath~Corpus is several times larger than existing mathematical corpora.', 'As depicted in Figure \\ref{fig:corpora_comparisons}, DeepSeek-LLM 1.3B, when trained on the DeepSeekMath~Corpus, shows a steeper learning curve along with more lasting improvements.', 'In contrast, the baseline corpora are much smaller, and have already been repeated multiple rounds during training, with the resulting model performance quickly reaching a plateau.']","The paper contrasts longer-lasting gains on the larger corpus with early plateaus on smaller corpora that get repeated many times, implying repetition is the limiting factor.",Why can training on the DeepSeekMath Corpus keep improving for longer than training on the smaller baseline corpora?,less repeated data,accept,,,,,,,,,,,,,,
arxiv/GRPO/7,arxiv,GRPO,7,"In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what characteristic of the pre-training corpus is suggested to contribute to DeepSeekMath-Base's superior performance on Chinese benchmarks compared to previous English-focused models?",high-quality non-English data,(E),synthetic Chinese translations of English math problems,a larger volume of English-only mathematical text,heavier filtering toward formula-dense math documents,an equal EnglishChinese language balance,high-quality non-English data,"[""an equal English\u0013Chinese language balance"", ""a larger volume of English-only mathematical text"", ""heavier filtering toward formula-dense math documents"", ""synthetic Chinese translations of English math problems""]","In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what characteristic of the pre-training corpus is suggested to contribute to DeepSeekMath-Base's superior performance on Chinese benchmarks compared to previous English-focused models?
(A) synthetic Chinese translations of English math problems
(B) a larger volume of English-only mathematical text
(C) heavier filtering toward formula-dense math documents
(D) an equal EnglishChinese language balance
(E) high-quality non-English data","In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what characteristic of the pre-training corpus is suggested to contribute to DeepSeekMath-Base's superior performance on Chinese benchmarks compared to previous English-focused models?","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', the property of the pre-training corpus that most plausibly explains DeepSeekMath-Base's advantage on Chinese benchmarks over English-centric prior works is high-quality non-English data","['The DeepSeekMath~Corpus encompasses data in multiple languages, predominantly featuring English and Chinese as the two most represented languages.', ""Notably, DeepSeekMath-Base is superior on Chinese benchmarks, likely because we don't follow previous works \\citep{minerva,llemma} to collect English-only math pre-training data, and also include high-quality non-English ones.""]","['The DeepSeekMath~Corpus encompasses data in multiple languages, predominantly featuring English and Chinese as the two most represented languages.', ""Notably, DeepSeekMath-Base is superior on Chinese benchmarks, likely because we don't follow previous works \\citep{minerva,llemma} to collect English-only math pre-training data, and also include high-quality non-English ones.""]","Because the corpus includes substantial multilingual data rather than only English, the paper links its Chinese benchmark gains to that non-English content.",What property of the pre-training corpus most plausibly explains DeepSeekMath-Base's advantage on Chinese benchmarks over English-centric prior works?,high-quality non-English data,accept,,,,,,,,,,,,,,
arxiv/GRPO/8,arxiv,GRPO,8,"In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor is suggested to help mitigate the disadvantages of having significantly fewer parameters as seen in the 7B-vs-540B comparison?",high-quality data,(B),more decoding-time computation and search,high-quality data,a larger quantity of pre-training data,architectural improvements to the base model,additional instruction tuning on math problems,"[""a larger quantity of pre-training data"", ""architectural improvements to the base model"", ""additional instruction tuning on math problems"", ""more decoding-time computation and search""]","In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor is suggested to help mitigate the disadvantages of having significantly fewer parameters as seen in the 7B-vs-540B comparison?
(A) more decoding-time computation and search
(B) high-quality data
(C) a larger quantity of pre-training data
(D) architectural improvements to the base model
(E) additional instruction tuning on math problems","In the context of the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', what factor is suggested to help mitigate the disadvantages of having significantly fewer parameters as seen in the 7B-vs-540B comparison?","According to the paper 'DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models', from the 7B-vs-540B comparison, the paper implies that having far fewer parameters can be partly compensated for by high-quality data","['""Our pre-trained base model DeepSeekMath-Base 7B achieves comparable performance with Minerva 540B \\citep{minerva}, indicating the number of parameters is not the only key factor in mathematical reasoning capability.""', '""A smaller model pre-trained on high-quality data could achieve strong performance as well.""']","['""Our pre-trained base model DeepSeekMath-Base 7B achieves comparable performance with Minerva 540B \\citep{minerva}, indicating the number of parameters is not the only key factor in mathematical reasoning capability.""', '""A smaller model pre-trained on high-quality data could achieve strong performance as well.""']",The comparison shows that better data quality can compensate for much smaller model size.,"From the 7B-vs-540B comparison, what factor does the paper imply can partly compensate for having far fewer parameters?",high-quality data,accept,,,,,,,,,,,,,,
arxiv/GSPO/0,arxiv,GSPO,0,"In the context of the GSPO paper, what model component is not required for advantage estimation, in contrast to PPO?",the value model,(B),the policy model,the value model,the learned advantage model,the reference policy model,the reward model,"[""the policy model"", ""the reward model"", ""the reference policy model"", ""the learned advantage model""]","In the context of the GSPO paper, what model component is not required for advantage estimation, in contrast to PPO?
(A) the policy model
(B) the value model
(C) the learned advantage model
(D) the reference policy model
(E) the reward model","In the context of the GSPO paper, what model component is not required for advantage estimation, in contrast to PPO?","According to the paper 'Group Sequence Policy Optimization', compared with PPO, GSPO avoids needing the model used for advantage estimation, namely the value model","['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","['The core challenge of PPO in practice lies in its heavy reliance on the value model. Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.', 'GRPO \\citep{grpo} bypasses the need for the value model by computing the relative advantage of each response within a group of responses to the same query.', 'where we adopt the group-based advantage estimation:']","Since GSPO also uses group-based advantage estimation rather than a learned value estimate, it inherits GRPO's avoidance of PPO's large value model.","Compared with PPO, what expensive model component does GSPO avoid needing for advantage estimation?",the value model,accept,,,,,,,,,,,,,,
arxiv/GSPO/1,arxiv,GSPO,1,"In the context of the GSPO paper, what characteristic allows for the compatibility of extending generation length with ongoing performance improvement, in contrast to the issues faced by GRPO?",sequence-level importance ratios,(D),increasing the training compute,token-level importance ratios,regularly updated query sets,sequence-level importance ratios,clipping-based variance reduction,"[""token-level importance ratios"", ""regularly updated query sets"", ""clipping-based variance reduction"", ""increasing the training compute""]","In the context of the GSPO paper, what characteristic allows for the compatibility of extending generation length with ongoing performance improvement, in contrast to the issues faced by GRPO?
(A) increasing the training compute
(B) token-level importance ratios
(C) regularly updated query sets
(D) sequence-level importance ratios
(E) clipping-based variance reduction","In the context of the GSPO paper, what characteristic allows for the compatibility of extending generation length with ongoing performance improvement, in contrast to the issues faced by GRPO?","According to the paper 'Group Sequence Policy Optimization', the property of GSPO that makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier, is sequence-level importance ratios","['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","['We observe that \\textbf{GSPO can deliver continuous performance improvement through increasing the training compute, regularly updating the query set, and extending the generation length}.', 'Instead, it introduces high-variance noise into the training gradients, which accumulates over long sequences and is exacerbated by the clipping mechanism.']","Since longer generations hurt GRPO by accumulating token-level noise, GSPO's ability to keep improving as generation length grows implies that its sequence-level weighting avoids that failure mode.","Which property of GSPO makes extending the generation length compatible with continued improvement, unlike the GRPO failure mode described earlier?",sequence-level importance ratios,accept,,,,,,,,,,,,,,
arxiv/GSPO/2,arxiv,GSPO,2,"In the context of the GSPO paper, what aspect of importance sampling is compromised at the token level due to GRPO's reliance on a single sampled token from each next-token distribution?",distribution correction,(A),distribution correction,variance reduction,policy stabilization,credit assignment,advantage normalization,"[""policy stabilization"", ""variance reduction"", ""credit assignment"", ""advantage normalization""]","In the context of the GSPO paper, what aspect of importance sampling is compromised at the token level due to GRPO's reliance on a single sampled token from each next-token distribution?
(A) distribution correction
(B) variance reduction
(C) policy stabilization
(D) credit assignment
(E) advantage normalization","In the context of the GSPO paper, what aspect of importance sampling is compromised at the token level due to GRPO's reliance on a single sampled token from each next-token distribution?","According to the paper 'Group Sequence Policy Optimization', because GRPO uses only one sampled token from each next-token distribution, the intended role of importance sampling at the token level is distribution correction","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","['Crucially, this relies on averaging over multiple samples ($N \\gg 1$) from the behavior distribution $\\pi_\\text{beh}$ for the importance weight $\\frac{ \\pi_\\text{tar} (z) }{ \\pi_\\text{beh} (z)}$ to effectively correct for the distributional mismatch.', 'In contrast, GRPO applies the importance weight $\\frac{ \\pi_{\\theta} (y_{i,t} | x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$. Since this weight is based on a single sample $y_{i,t}$ from each next-token distribution $\\pi_{\\theta_\\text{old}}( \\cdot | x, y_{i, <t})$, it fails to perform the intended distribution-correction role.']","Importance correction needs many samples from the behavior distribution, but GRPO uses only one sample per next-token distribution, so its token ratio cannot actually do that correction.","Because GRPO uses only one sampled token from each next-token distribution, what intended job of importance sampling fails at the token level?",distribution correction,accept,,,,,,,,,,,,,,
arxiv/GSPO/3,arxiv,GSPO,3,"In the context of the paper 'Group Sequence Policy Optimization', what main issue would be lessened if rollout batches were not divided into multiple mini-batches for gradient updates?",off-policy discrepancy,(B),credit assignment ambiguity,off-policy discrepancy,sample efficiency concerns,gradient estimation variance,reward-model overfitting,"[""sample efficiency concerns"", ""gradient estimation variance"", ""reward-model overfitting"", ""credit assignment ambiguity""]","In the context of the paper 'Group Sequence Policy Optimization', what main issue would be lessened if rollout batches were not divided into multiple mini-batches for gradient updates?
(A) credit assignment ambiguity
(B) off-policy discrepancy
(C) sample efficiency concerns
(D) gradient estimation variance
(E) reward-model overfitting","In the context of the paper 'Group Sequence Policy Optimization', what main issue would be lessened if rollout batches were not divided into multiple mini-batches for gradient updates?","According to the paper 'Group Sequence Policy Optimization', if rollout batches were not partitioned into multiple mini-batches for gradient updates, the main issue motivating clipping would be reduced: off-policy discrepancy","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.""]","If splitting rollouts into mini-batches is what introduces the off-policy setting, then removing that split would lessen the off-policy mismatch that clipping is meant to control.","If rollout batches were not partitioned into multiple mini-batches for gradient updates, what main issue motivating clipping would be reduced?",off-policy discrepancy,accept,,,,,,,,,,,,,,
arxiv/GSPO/4,arxiv,GSPO,4,"In the context of the paper 'Group Sequence Policy Optimization', what advantage does GSPO provide to the model by eliminating the need for Routing Replay, aside from reducing overhead?",full capacity,(D),training stability,communication bandwidth,available memory,full capacity,convergence behavior,"[""training stability"", ""convergence behavior"", ""available memory"", ""communication bandwidth""]","In the context of the paper 'Group Sequence Policy Optimization', what advantage does GSPO provide to the model by eliminating the need for Routing Replay, aside from reducing overhead?
(A) training stability
(B) communication bandwidth
(C) available memory
(D) full capacity
(E) convergence behavior","In the context of the paper 'Group Sequence Policy Optimization', what advantage does GSPO provide to the model by eliminating the need for Routing Replay, aside from reducing overhead?","According to the paper 'Group Sequence Policy Optimization', besides avoiding extra overhead, GSPO also removes the need for Routing Replay, which allows the model to leverage its full capacity","['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']","['Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.', 'In contrast, as shown in Figure~\\ref{fig:results}, GSPO eliminates the dependency on Routing Replay', 'This not only simplifies and stabilizes the training process but also allows the model to leverage its full capacity without artificial constraints.']","Since Routing Replay limits MoE capacity and GSPO removes the need for it, GSPO lets the model use the capacity that replay would otherwise constrain.","Besides avoiding extra overhead, what model-side benefit follows from GSPO removing the need for Routing Replay?",full capacity,accept,,,,,,,,,,,,,,
arxiv/GSPO/5,arxiv,GSPO,5,"In the context of the paper 'Group Sequence Policy Optimization', what level should off-policy correction and clipping operate at when rewards are assigned to whole responses?",the sequence level,(E),the group level,the per-step action level,the token level,the mini-batch level,the sequence level,"[""the token level"", ""the group level"", ""the per-step action level"", ""the mini-batch level""]","In the context of the paper 'Group Sequence Policy Optimization', what level should off-policy correction and clipping operate at when rewards are assigned to whole responses?
(A) the group level
(B) the per-step action level
(C) the token level
(D) the mini-batch level
(E) the sequence level","In the context of the paper 'Group Sequence Policy Optimization', what level should off-policy correction and clipping operate at when rewards are assigned to whole responses?","According to the paper 'Group Sequence Policy Optimization', when rewards are assigned to whole responses, off-policy correction and clipping should operate at the appropriate level: the sequence level","[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","[""The above observation suggests a fundamental issue in GRPO's design. The failure of the token-level importance weight points to a core principle: \\textbf{the unit of optimization objective should match the unit of reward}. Since the reward is granted to the entire sequence, applying off-policy correction at the token level appears problematic."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation, which matches both the sequence-level rewarding and optimization.""]","If reward is assigned to whole sequences and the optimization unit should match the reward unit, then off-policy correction and clipping should also be done at the sequence level.","When rewards are assigned to whole responses, at what level should off-policy correction and clipping operate to match the paper's stated principle?",the sequence level,accept,,,,,,,,,,,,,,
arxiv/GSPO/6,arxiv,GSPO,6,"In the context of the paper 'Group Sequence Policy Optimization', what is the reason for the mismatch when reusing the clipping range from GRPO for GSPO, even prior to evaluating performance?",different importance-ratio scales,(D),different advantage-estimation baselines,different sequence-length aggregation rules,different left-right clipping asymmetries,different importance-ratio scales,different reward-normalization constants,"[""different left-right clipping asymmetries"", ""different reward-normalization constants"", ""different sequence-length aggregation rules"", ""different advantage-estimation baselines""]","In the context of the paper 'Group Sequence Policy Optimization', what is the reason for the mismatch when reusing the clipping range from GRPO for GSPO, even prior to evaluating performance?
(A) different advantage-estimation baselines
(B) different sequence-length aggregation rules
(C) different left-right clipping asymmetries
(D) different importance-ratio scales
(E) different reward-normalization constants","In the context of the paper 'Group Sequence Policy Optimization', what is the reason for the mismatch when reusing the clipping range from GRPO for GSPO, even prior to evaluating performance?","According to the paper 'Group Sequence Policy Optimization', reusing GRPO's clipping range for GSPO would be mismatched because the two methods use different importance-ratio scales","['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","['We also note that the clipping ranges in GSPO and in previous algorithms (e.g., GRPO) typically differ in order of magnitude due to the distinct definitions of importance ratios.', 'In GSPO, we set the left and right clipping ranges in Equation~\\eqref{equ:gspo} to 3e-4 and 4e-4, respectively.', 'We compare against GRPO as the baseline and set the left and right clipping ranges in Equation~\\eqref{equ:grpo} to 0.2 and 0.27, respectively']","Because GSPO and GRPO define their importance ratios differently, their clipping thresholds live on different numerical scales, so one algorithm's range is not directly suitable for the other.",Why would reusing GRPO's clipping range for GSPO be mismatched even before testing performance?,different importance-ratio scales,accept,,,,,,,,,,,,,,
arxiv/GSPO/7,arxiv,GSPO,7,"In the context of the paper 'Group Sequence Policy Optimization', what additional tuning issue would be encountered if length normalization was not utilized during training on responses of varying lengths?",varying clipping ranges,(C),separate numerical rescaling factors for short and long responses,response-dependent reward scaling factors,varying clipping ranges,per-length learning rate schedules,length-specific KL penalty coefficients,"[""length-specific KL penalty coefficients"", ""response-dependent reward scaling factors"", ""per-length learning rate schedules"", ""separate numerical rescaling factors for short and long responses""]","In the context of the paper 'Group Sequence Policy Optimization', what additional tuning issue would be encountered if length normalization was not utilized during training on responses of varying lengths?
(A) separate numerical rescaling factors for short and long responses
(B) response-dependent reward scaling factors
(C) varying clipping ranges
(D) per-length learning rate schedules
(E) length-specific KL penalty coefficients","In the context of the paper 'Group Sequence Policy Optimization', what additional tuning issue would be encountered if length normalization was not utilized during training on responses of varying lengths?","According to the paper 'Group Sequence Policy Optimization', if GSPO removed length normalization while training on responses of different lengths, the extra tuning problem that would arise would be varying clipping ranges","['Note that we adopt length normalization in $s_{i}(\\theta)$ to reduce the variance and to control  $s_{i}(\\theta)$ within a unified numerical range.', 'Otherwise, the likelihood changes of a few tokens can result in dramatic fluctuations of the sequence-level importance ratio, and the importance ratios of responses with different lengths will require varying clipping ranges.']","['Note that we adopt length normalization in $s_{i}(\\theta)$ to reduce the variance and to control  $s_{i}(\\theta)$ within a unified numerical range.', 'Otherwise, the likelihood changes of a few tokens can result in dramatic fluctuations of the sequence-level importance ratio, and the importance ratios of responses with different lengths will require varying clipping ranges.']","Without length normalization, responses of different lengths would place their importance ratios on different scales, so one clipping range would no longer fit them all.","If GSPO removed length normalization while training on responses of different lengths, what extra tuning problem would arise?",varying clipping ranges,accept,,,,,,,,,,,,,,
arxiv/GSPO/8,arxiv,GSPO,8,"In the context of the paper 'Group Sequence Policy Optimization', what type of overhead is avoided by GSPO due to the elimination of Routing Replay in MoE RL?",memory and communication overhead,(E),computation and latency overhead,limits on the actual capacity of the MoE model,convergence instability during MoE RL training,constraints from reusing routing modes across experts,memory and communication overhead,"[""computation and latency overhead"", ""limits on the actual capacity of the MoE model"", ""convergence instability during MoE RL training"", ""constraints from reusing routing modes across experts""]","In the context of the paper 'Group Sequence Policy Optimization', what type of overhead is avoided by GSPO due to the elimination of Routing Replay in MoE RL?
(A) computation and latency overhead
(B) limits on the actual capacity of the MoE model
(C) convergence instability during MoE RL training
(D) constraints from reusing routing modes across experts
(E) memory and communication overhead","In the context of the paper 'Group Sequence Policy Optimization', what type of overhead is avoided by GSPO due to the elimination of Routing Replay in MoE RL?","According to the paper 'Group Sequence Policy Optimization', by eliminating Routing Replay in MoE RL, GSPO avoids extra cost, namely memory and communication overhead","['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']","['GRPO necessitates the Routing Replay training strategy for the normal convergence of MoE RL, which we will additionally discuss in \\S~\\ref{subsec:routing_replay}, while \\textit{GSPO has obviated the need for this strategy}.', 'Although Routing Replay enables the GRPO training of MoE models to converge properly, its practice of reusing routing modes incurs additional memory and communication overhead and can also limit the actual capacity of the MoE model.']","Since GSPO removes the need for Routing Replay, it also removes the memory and communication costs that Routing Replay introduces.","By eliminating Routing Replay in MoE RL, what overhead does GSPO avoid?",memory and communication overhead,accept,,,,,,,,,,,,,,
arxiv/GSPO/9,arxiv,GSPO,9,"In the context of the GSPO paper, what type of response samples are excluded during the clipping process after the rollout data is divided into mini-batches for updates?",overly off-policy responses,(A),overly off-policy responses,high-variance reward outliers,overly long responses with many low-probability tokens,individual token-level likelihood outliers,responses sampled from the current policy,"[""individual token-level likelihood outliers"", ""high-variance reward outliers"", ""responses sampled from the current policy"", ""overly long responses with many low-probability tokens""]","In the context of the GSPO paper, what type of response samples are excluded during the clipping process after the rollout data is divided into mini-batches for updates?
(A) overly off-policy responses
(B) high-variance reward outliers
(C) overly long responses with many low-probability tokens
(D) individual token-level likelihood outliers
(E) responses sampled from the current policy","In the context of the GSPO paper, what type of response samples are excluded during the clipping process after the rollout data is divided into mini-batches for updates?","According to the paper 'Group Sequence Policy Optimization', after rollout data are split into mini-batches for multiple updates, GSPO clips out the response samples that are overly off-policy responses","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]","['To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates. This procedure inevitably introduces an off-policy learning setting, where responses $y$ are sampled from an old policy $\\pi_{\\theta_\\text{old}}$ rather than the current policy $\\pi_\\theta$ being optimized.', ""This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation."", ""Therefore, GSPO applies clipping to entire responses instead of individual tokens to exclude the overly ``off-policy'' samples from gradient estimation""]","Because multiple mini-batch updates make the data off-policy, GSPO must use its response-level clipping to remove samples that are too far from the current policy.","After rollout data are split into mini-batches for multiple updates, what kind of samples must GSPO clip out at the response level?",overly off-policy responses,accept,,,,,,,,,,,,,,
arxiv/LongRoPE/0,arxiv,LongRoPE,0,"In the context of the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', what occurs if a sampled set of RoPE scale factors does not adhere to the monotonicity constraint of $\lambda_i\le\lambda_{i+1}$ prior to the computation of perplexity?",it is not evaluated,(D),it is given a penalty term in the perplexity score and still evaluated,it is first normalized through interpolation before evaluation,it is reordered into a non-decreasing sequence,it is not evaluated,it is adjusted by clipping the scale factors to satisfy the constraint,"[""it is reordered into a non-decreasing sequence"", ""it is adjusted by clipping the scale factors to satisfy the constraint"", ""it is given a penalty term in the perplexity score and still evaluated"", ""it is first normalized through interpolation before evaluation""]","In the context of the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', what occurs if a sampled set of RoPE scale factors does not adhere to the monotonicity constraint of $\lambda_i\le\lambda_{i+1}$ prior to the computation of perplexity?
(A) it is given a penalty term in the perplexity score and still evaluated
(B) it is first normalized through interpolation before evaluation
(C) it is reordered into a non-decreasing sequence
(D) it is not evaluated
(E) it is adjusted by clipping the scale factors to satisfy the constraint","In the context of the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', what occurs if a sampled set of RoPE scale factors does not adhere to the monotonicity constraint of $\lambda_i\le\lambda_{i+1}$ prior to the computation of perplexity?","According to the paper 'LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens', if a sampled set of RoPE scale factors violates $\lambda_i\le \lambda_{i+1}$, then before perplexity is computed, it is not evaluated","['To address this, we impose a non-decreasing monotonicity constraint on the sampled RoPE rescaled factors: $\\lambda_i\\le \\lambda_{i+1}$.', 'Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs.']","['To address this, we impose a non-decreasing monotonicity constraint on the sampled RoPE rescaled factors: $\\lambda_i\\le \\lambda_{i+1}$.', 'Only RoPE that satisfies this constraint is applied to LLM for perplexity evaluation, significantly reducing the search costs.']",A candidate that breaks the monotonic rule is excluded before the expensive perplexity computation.,"If a sampled set of RoPE scale factors violates $\lambda_i\le\lambda_{i+1}$, what happens before perplexity is computed?",it is not evaluated,accept,,,,,,,,,,,,,,
