row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
12,keep,,Target validated against the full source under allowed normalizations., performance., performance.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the currently accessible open-source models considerably trail behind cutting-edge models such as GPT-4 and Gemini-Ultra in","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the currently accessible open-source models considerably trail behind cutting-edge models such as GPT-4 and Gemini-Ultra in","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the currently accessible open-source models considerably trail behind cutting-edge models such as GPT-4 and Gemini-Ultra in performance.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the currently accessible open-source models considerably trail behind cutting-edge models such as GPT-4 and Gemini-Ultra in performance."
14,keep,,Target validated against the full source under allowed normalizations., GPT-4, GPT-4,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath is described as a domain-specific language model that significantly outperforms open-source models in mathematical tasks and on academic benchmarks approaches","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath is described as a domain-specific language model that significantly outperforms open-source models in mathematical tasks and on academic benchmarks approaches","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath is described as a domain-specific language model that significantly outperforms open-source models in mathematical tasks and on academic benchmarks approaches GPT-4","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath is described as a domain-specific language model that significantly outperforms open-source models in mathematical tasks and on academic benchmarks approaches GPT-4"
15,keep,,Target validated against the full source under allowed normalizations., DeepSeekMath Corpus., DeepSeekMath Corpus.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the name of the large-scale high-quality pre-training corpus that the authors created to support DeepSeekMath and that comprises 120B math tokens is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the name of the large-scale high-quality pre-training corpus that the authors created to support DeepSeekMath and that comprises 120B math tokens is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the name of the large-scale high-quality pre-training corpus that the authors created to support DeepSeekMath and that comprises 120B math tokens is DeepSeekMath Corpus.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the name of the large-scale high-quality pre-training corpus that the authors created to support DeepSeekMath and that comprises 120B math tokens is DeepSeekMath Corpus."
16,keep,,Target validated against the full source under allowed normalizations., 120B math tokens., 120B math tokens.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus comprises","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus comprises","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus comprises 120B math tokens.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus comprises 120B math tokens."
17,keep,,Target validated against the full source under allowed normalizations., the Common Crawl (CC)., the Common Crawl (CC).,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus is extracted using a fastText-based classifier from the source","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus is extracted using a fastText-based classifier from the source","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus is extracted using a fastText-based classifier from the source the Common Crawl (CC).","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the DeepSeekMath Corpus is extracted using a fastText-based classifier from the source the Common Crawl (CC)."
18,keep,,Target validated against the full source under allowed normalizations., a fastText-based classifier., a fastText-based classifier.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of classifier used to extract the DeepSeekMath Corpus from the Common Crawl (CC) is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of classifier used to extract the DeepSeekMath Corpus from the Common Crawl (CC) is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of classifier used to extract the DeepSeekMath Corpus from the Common Crawl (CC) is a fastText-based classifier.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of classifier used to extract the DeepSeekMath Corpus from the Common Crawl (CC) is a fastText-based classifier."
19,keep,,Target validated against the full source under allowed normalizations., positive examples., positive examples.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of the fastText-based classifier used to extract the DeepSeekMath Corpus from Common Crawl, instances from OpenWebMath are treated as","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of the fastText-based classifier used to extract the DeepSeekMath Corpus from Common Crawl, instances from OpenWebMath are treated as","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of the fastText-based classifier used to extract the DeepSeekMath Corpus from Common Crawl, instances from OpenWebMath are treated as positive examples.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of the fastText-based classifier used to extract the DeepSeekMath Corpus from Common Crawl, instances from OpenWebMath are treated as positive examples."
20,keep,,Target validated against the full source under allowed normalizations., other web pages., other web pages.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of training the fastText-based classifier for the DeepSeekMath Corpus, the diverse selection of pages incorporated to serve as negative examples is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of training the fastText-based classifier for the DeepSeekMath Corpus, the diverse selection of pages incorporated to serve as negative examples is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of training the fastText-based classifier for the DeepSeekMath Corpus, the diverse selection of pages incorporated to serve as negative examples is other web pages.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the initial iteration of training the fastText-based classifier for the DeepSeekMath Corpus, the diverse selection of pages incorporated to serve as negative examples is other web pages."
21,keep,,Target validated against the full source under allowed normalizations., human annotation., human annotation.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after the classifier mines additional positive instances from the Common Crawl, those instances are further refined by","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after the classifier mines additional positive instances from the Common Crawl, those instances are further refined by","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after the classifier mines additional positive instances from the Common Crawl, those instances are further refined by human annotation.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after the classifier mines additional positive instances from the Common Crawl, those instances are further refined by human annotation."
22,keep,,Target validated against the full source under allowed normalizations., 64.2\%, 64.2\%,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the base model DeepSeekMath-Base 7B achieves a GSM8K score of","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the base model DeepSeekMath-Base 7B achieves a GSM8K score of","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the base model DeepSeekMath-Base 7B achieves a GSM8K score of 64.2\%","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the base model DeepSeekMath-Base 7B achieves a GSM8K score of 64.2\%"
23,keep,,Target validated against the full source under allowed normalizations., Minerva 540B., Minerva 540B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B outperforms a benchmark model in the reported evaluation results, where the base model achieves 64.2\% on GSM8K and 36.2\% on the competition-level MATH dataset, and that model is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B outperforms a benchmark model in the reported evaluation results, where the base model achieves 64.2\% on GSM8K and 36.2\% on the competition-level MATH dataset, and that model is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B outperforms a benchmark model in the reported evaluation results, where the base model achieves 64.2\% on GSM8K and 36.2\% on the competition-level MATH dataset, and that model is Minerva 540B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B outperforms a benchmark model in the reported evaluation results, where the base model achieves 64.2\% on GSM8K and 36.2\% on the competition-level MATH dataset, and that model is Minerva 540B."
24,keep,,Target validated against the full source under allowed normalizations., multilingual., multilingual.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the property of the DeepSeekMath Corpus that the authors say is associated with improvement on Chinese mathematical benchmarks such as $\text{CMath}$ and AGIEval is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the property of the DeepSeekMath Corpus that the authors say is associated with improvement on Chinese mathematical benchmarks such as $\text{CMath}$ and AGIEval is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the property of the DeepSeekMath Corpus that the authors say is associated with improvement on Chinese mathematical benchmarks such as $\text{CMath}$ and AGIEval is multilingual.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the property of the DeepSeekMath Corpus that the authors say is associated with improvement on Chinese mathematical benchmarks such as $\text{CMath}$ and AGIEval is multilingual."
25,keep,,Target validated against the full source under allowed normalizations., Chinese mathematical benchmarks, Chinese mathematical benchmarks,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the type of mathematical benchmarks the authors say improve because the DeepSeekMath Corpus is multilingual is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the type of mathematical benchmarks the authors say improve because the DeepSeekMath Corpus is multilingual is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the type of mathematical benchmarks the authors say improve because the DeepSeekMath Corpus is multilingual is Chinese mathematical benchmarks","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the type of mathematical benchmarks the authors say improve because the DeepSeekMath Corpus is multilingual is Chinese mathematical benchmarks"
26,keep,,Target validated against the full source under allowed normalizations., DeepSeek-Coder-Base-v1.5 7B., DeepSeek-Coder-Base-v1.5 7B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the model used to initialize DeepSeekMath-Base before mathematical instruction tuning is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the model used to initialize DeepSeekMath-Base before mathematical instruction tuning is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the model used to initialize DeepSeekMath-Base before mathematical instruction tuning is DeepSeek-Coder-Base-v1.5 7B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the model used to initialize DeepSeekMath-Base before mathematical instruction tuning is DeepSeek-Coder-Base-v1.5 7B."
27,keep,,Target validated against the full source under allowed normalizations., a code training model., a code training model.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", a better choice for initializing DeepSeekMath-Base than a general LLM is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", a better choice for initializing DeepSeekMath-Base than a general LLM is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", a better choice for initializing DeepSeekMath-Base than a general LLM is a code training model.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", a better choice for initializing DeepSeekMath-Base than a general LLM is a code training model."
28,keep,,Target validated against the full source under allowed normalizations., MMLU., MMLU.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", besides BBH, the authors observe that math training also improves model capability on","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", besides BBH, the authors observe that math training also improves model capability on","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", besides BBH, the authors observe that math training also improves model capability on MMLU.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", besides BBH, the authors observe that math training also improves model capability on MMLU."
29,keep,,Target validated against the full source under allowed normalizations., general reasoning capabilities, general reasoning capabilities,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies broader","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies broader","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies broader general reasoning capabilities","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", math training also amplifies broader general reasoning capabilities"
30,keep,,Target validated against the full source under allowed normalizations., mathematical instruction tuning, mathematical instruction tuning,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after pre-training DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the authors apply to DeepSeekMath-Base","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after pre-training DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the authors apply to DeepSeekMath-Base","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after pre-training DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the authors apply to DeepSeekMath-Base mathematical instruction tuning","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after pre-training DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the authors apply to DeepSeekMath-Base mathematical instruction tuning"
31,keep,,Target validated against the full source under allowed normalizations., tool-integrated reasoning, tool-integrated reasoning,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of data used for mathematical instruction tuning of DeepSeekMath-Base in addition to chain-of-thought and program-of-thought data is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of data used for mathematical instruction tuning of DeepSeekMath-Base in addition to chain-of-thought and program-of-thought data is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of data used for mathematical instruction tuning of DeepSeekMath-Base in addition to chain-of-thought and program-of-thought data is tool-integrated reasoning","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the kind of data used for mathematical instruction tuning of DeepSeekMath-Base in addition to chain-of-thought and program-of-thought data is tool-integrated reasoning"
32,keep,,Target validated against the full source under allowed normalizations., 70B open-source instruction-tuned models., 70B open-source instruction-tuned models.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after applying mathematical instruction tuning to DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the resulting DeepSeekMath-Instruct 7B is comparable with","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after applying mathematical instruction tuning to DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the resulting DeepSeekMath-Instruct 7B is comparable with","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after applying mathematical instruction tuning to DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the resulting DeepSeekMath-Instruct 7B is comparable with 70B open-source instruction-tuned models.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", after applying mathematical instruction tuning to DeepSeekMath-Base with chain-of-thought, program-of-thought, and tool-integrated reasoning data, the resulting DeepSeekMath-Instruct 7B is comparable with 70B open-source instruction-tuned models."
33,keep,,Target validated against the full source under allowed normalizations., Group Relative Policy Optimization (GRPO)., Group Relative Policy Optimization (GRPO).,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the reinforcement learning algorithm the authors introduce as a variant of Proximal Policy Optimization (PPO) is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the reinforcement learning algorithm the authors introduce as a variant of Proximal Policy Optimization (PPO) is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the reinforcement learning algorithm the authors introduce as a variant of Proximal Policy Optimization (PPO) is Group Relative Policy Optimization (GRPO).","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the reinforcement learning algorithm the authors introduce as a variant of Proximal Policy Optimization (PPO) is Group Relative Policy Optimization (GRPO)."
34,keep,,Target validated against the full source under allowed normalizations., Proximal Policy Optimization (PPO), Proximal Policy Optimization (PPO),"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO is described as a variant of policy optimization, namely","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO is described as a variant of policy optimization, namely","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO is described as a variant of policy optimization, namely Proximal Policy Optimization (PPO)","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", GRPO is described as a variant of policy optimization, namely Proximal Policy Optimization (PPO)"
35,keep,,Target validated against the full source under allowed normalizations., the critic model., the critic model.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the separate baseline network that GRPO avoids relying on is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the separate baseline network that GRPO avoids relying on is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the separate baseline network that GRPO avoids relying on is the critic model.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the separate baseline network that GRPO avoids relying on is the critic model."
