v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
67,68,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; target strongly implied,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of multi-head attention (MHA) where the computation parallelizes across multiple heads and batches to produce the full output tensor, each head has its own set of","query, key and value projections.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of multi-head attention (MHA) where the computation parallelizes across multiple heads and batches to produce the full output tensor, each head has its own set of query, key and value projections.","For multi-head attention (MHA), each head has its own set of query, key and value projections, and this computation parallelizes across multiple heads and batches to produce the full output tensor.",Background: Multi-Head Attention and GPU Characteristics
68,69,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the description of multi-head attention (MHA), each head has its own set of query, key, and value projections, and the computation parallelizes across multiple heads and batches to produce",the full output tensor.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the description of multi-head attention (MHA), each head has its own set of query, key, and value projections, and the computation parallelizes across multiple heads and batches to produce the full output tensor.","For multi-head attention (MHA), each head has its own set of query, key and value projections, and this computation parallelizes across multiple heads and batches to produce the full output tensor.",Background: Multi-Head Attention and GPU Characteristics
72,73,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic single-word completion,Target remains too generic or low-information for restoration.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", for the backward pass of MHA, this computation again parallelizes across the number of heads and",batches.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", for the backward pass of MHA, this computation again parallelizes across the number of heads and batches.","Finally, this computation again parallelizes across the number of heads and batches for the backward pass of MHA.",Background: Multi-Head Attention and GPU Characteristics
74,75,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; weak distractor space,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the description of the GPU memory hierarchy relevant to FlashAttention-3, capacity is inversely related to",bandwidth.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the description of the GPU memory hierarchy relevant to FlashAttention-3, capacity is inversely related to bandwidth.","The GPU's memories are organized as a hierarchy of data locales, with capacity inversely related to bandwidth (\cref{tab:gpu-hierarchy})\footnote{\citet{luo2024benchmarking} reports shared memory bandwidth of 128 bytes per clock cycle per SM, and we multiply that by 132 SMs and the boost clock of 1830 MHz.}.",Background: Multi-Head Attention and GPU Characteristics
77,78,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase completion; weak distractor space,Target remains too generic or low-information for restoration.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the description of the thread hierarchy, the GPU's programming model is organized around",logical groupings of execution units.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the description of the thread hierarchy, the GPU's programming model is organized around logical groupings of execution units.",The GPU's programming model is organized around logical groupings of execution units called threads.,Background: Multi-Head Attention and GPU Characteristics
78,79,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic single-word target,Target remains too generic or low-information for restoration.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the execution units in the GPU’s programming model are called",threads.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the execution units in the GPU’s programming model are called threads.",The GPU's programming model is organized around logical groupings of execution units called threads.,Background: Multi-Head Attention and GPU Characteristics
96,97,restore,numeric_memorization|filter_overstrict,Simple numeric comparison; weak distractor space,FP8 Tensor Core throughput multiplier is exact source-backed numeric recall.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", on Hopper, when the WGMMA instruction targets the FP8 Tensor Cores instead of FP16 or BF16, it can deliver throughput per SM of",2x.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", on Hopper, when the WGMMA instruction targets the FP8 Tensor Cores instead of FP16 or BF16, it can deliver throughput per SM of 2x.","For example, the WGMMA instruction can target the FP8 Tensor Cores on Hopper to deliver 2x the throughput per SM when compared to FP16 or BF16.",Background: Multi-Head Attention and GPU Characteristics
97,98,keep_rejected,tautological_stem|weak_distractor_space,Target strongly implied by question wording,Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", correctly invoking FP8 WGMMA requires understanding its operands, specifically",the layout constraints,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", correctly invoking FP8 WGMMA requires understanding its operands, specifically the layout constraints","However, correctly invoking FP8 WGMMA entails understanding the layout constraints on its operands.",Background: Multi-Head Attention and GPU Characteristics
98,99,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the layout constraints that must be understood to correctly invoke FP8 WGMMA apply to",its operands.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the layout constraints that must be understood to correctly invoke FP8 WGMMA apply to its operands.","However, correctly invoking FP8 WGMMA entails understanding the layout constraints on its operands.",Background: Multi-Head Attention and GPU Characteristics
100,101,keep_rejected,tautological_stem|weak_distractor_space,Tautological from term “k-major”,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the GEMM call to multiply $A \times B^{\top}$ for an $M\times K$ matrix $A$ and an $N\times K$ matrix $B$, if an operand is described as \emph{k-major}, it is contiguous in the",inner $K$-dimension,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the GEMM call to multiply $A \times B^{\top}$ for an $M\times K$ matrix $A$ and an $N\times K$ matrix $B$, if an operand is described as \emph{k-major}, it is contiguous in the inner $K$-dimension","Given a GEMM call to multiply $A \times B^{\top}$ for an $M\times K$-matrix $A$ and an $N\times K$-matrix $B$, we say that the $A$ or $B$ operand is \emph{mn-major} if it is contiguous in the outer $M$ or $N$ dimension, and \emph{k-major} if is instead contiguous in the inner $K$-dimension.",Background: Multi-Head Attention and GPU Characteristics
105,106,keep_rejected,too_generic_target|weak_distractor_space,Too generic phrase; weak distractor space,Target remains too generic or low-information for restoration.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", following Dao et al., standard attention is described as materializing the intermediate matrices $\mathbf{S}$ and $\mathbf{P}$ to HBM and denotes",an implementation of attention on the GPU.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", following Dao et al., standard attention is described as materializing the intermediate matrices $\mathbf{S}$ and $\mathbf{P}$ to HBM and denotes an implementation of attention on the GPU.","Following \citet{dao2022flashattention}, we let \textbf{standard attention} denote an implementation of attention on the GPU that materializes the intermediate matrices $\mathbf{S}$ and $\mathbf{P}$ to HBM.",Background: Multi-Head Attention and GPU Characteristics
108,109,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the main idea of FlashAttention was to use a local softmax reduction to avoid expensive intermediate reads and writes and fuse attention into",a single kernel.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the main idea of FlashAttention was to use a local softmax reduction to avoid expensive intermediate reads and writes and fuse attention into a single kernel.",The main idea of \textsc{FlashAttention} was to leverage a local version of the softmax reduction to avoid these expensive intermediate reads/writes and fuse attention into a single kernel.,Background: Multi-Head Attention and GPU Characteristics
112,113,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion from nearby wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the simplified description of the warp-specialization scheme with a circular SMEM buffer, the part not included in addition is",the GEMM-softmax overlapping.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the simplified description of the warp-specialization scheme with a circular SMEM buffer, the part not included in addition is the GEMM-softmax overlapping.","To simplify the description, we first give the warp-specialization scheme with a circular SMEM buffer that does \emph{not} have in addition the GEMM-softmax overlapping.",FlashAttention-3: Algorithm
114,115,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic phrase,Target remains too generic or low-information for restoration.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the CTA-level description of the forward pass without intra-consumer overlapping, $N$ denotes",the sequence length.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the CTA-level description of the forward pass without intra-consumer overlapping, $N$ denotes the sequence length.","Let $d$ be the head dimension, $N$ the sequence length, and fix a query block size $B_r$ to divide $\mathbf{Q}$ into $T_r = \lceil \frac{N}{B_r} \rceil$ blocks $\mathbf{Q}_1, .., \mathbf{Q}_{T_r}$.",FlashAttention-3: Algorithm
122,123,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; weak distractor space,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when interpreting the execution flow of the FlashAttention-3 forward pass without intra-consumer overlapping, issuing TMA loads does not stall on",the completion of other loads.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when interpreting the execution flow of the FlashAttention-3 forward pass without intra-consumer overlapping, issuing TMA loads does not stall on the completion of other loads.","For interpreting the execution flow of \cref{alg:flash3_wgmma_ws_only}, note that issuing TMA loads does not stall on the completion of other loads due to asynchrony.",FlashAttention-3: Algorithm
127,128,keep_rejected,tautological_stem|weak_distractor_space,Too trivial; answer strongly implied by wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the operations that have higher throughput on modern hardware accelerators than other types of operations are",matmul operations.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the operations that have higher throughput on modern hardware accelerators than other types of operations are matmul operations.","To motivate this, notice that non-matmul operations have much lower throughput than matmul operations on modern hardware accelerators.",FlashAttention-3: Algorithm
132,133,keep_rejected,near_binary_answer_space,Simple increase/decrease comparison,Answer space is too narrow for robust five-option MCQA.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of the attention forward pass and hardware throughput, the matmul throughput when using FP8",doubles.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of the attention forward pass and hardware throughput, the matmul throughput when using FP8 doubles.","The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.",FlashAttention-3: Algorithm
133,134,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic phrase completion,Target remains too generic or low-information for restoration.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of the attention forward pass where FP8 is compared with FP16, the paper states that even though the matmul throughput doubles, the exponential throughput",stays the same.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the discussion of the attention forward pass where FP8 is compared with FP16, the paper states that even though the matmul throughput doubles, the exponential throughput stays the same.","The situation is even worse with FP8, where the matmul throughput doubles but the exponential throughput stays the same.",FlashAttention-3: Algorithm
139,140,keep_rejected,near_binary_answer_space,Only two warpgroups; poor 5-option space,Answer space is too narrow for robust five-option MCQA.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the pingpong scheduling scheme that uses synchronization barriers to order the GEMMs of two warpgroups, while the softmax of warpgroup 1 is being scheduled, the warpgroup performing its GEMMs is",warpgroup 2,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the pingpong scheduling scheme that uses synchronization barriers to order the GEMMs of two warpgroups, while the softmax of warpgroup 1 is being scheduled, the warpgroup performing its GEMMs is warpgroup 2","As a result, the softmax of warpgroup 1 will be scheduled while warpgroup 2 is performing its GEMMs.",FlashAttention-3: Algorithm
140,141,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the pingpong scheduling scheme that uses synchronization barriers to force the GEMMs of warpgroup 1 to be scheduled before those of warpgroup 2, the operation scheduled for warpgroup 1 while warpgroup 2 is performing its GEMMs is",the softmax.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the pingpong scheduling scheme that uses synchronization barriers to force the GEMMs of warpgroup 1 to be scheduled before those of warpgroup 2, the operation scheduled for warpgroup 1 while warpgroup 2 is performing its GEMMs is the softmax.","As a result, the softmax of warpgroup 1 will be scheduled while warpgroup 2 is performing its GEMMs.",FlashAttention-3: Algorithm
141,142,keep_rejected,near_binary_answer_space,Bad 5-option space; only two warpgroups,Answer space is too narrow for robust five-option MCQA.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the pingpong scheduling between two warpgroups, after the roles swap, the warpgroup that does softmax while the other performs GEMMs is",warpgroup 2.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the pingpong scheduling between two warpgroups, after the roles swap, the warpgroup that does softmax while the other performs GEMMs is warpgroup 2.","Then the roles swap, with warpgroup 2 doing softmax while warpgroup 1 doing GEMMs (hence, ``pingpong'' scheduling).",FlashAttention-3: Algorithm
146,147,keep_rejected,tautological_stem|weak_distractor_space,Target strongly implied by question wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in their attention algorithm, the authors say that some instructions in the softmax can be overlapped with some instructions in the GEMMs within",one warpgroup.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in their attention algorithm, the authors say that some instructions in the softmax can be overlapped with some instructions in the GEMMs within one warpgroup.","Even within one warpgroup, we can overlap some instructions in the softmax with some instructions in the GEMMs.",FlashAttention-3: Algorithm
154,155,keep_rejected,tautological_stem|weak_distractor_space,Too trivial formula fragment,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the FlashAttention-3 consumer warpgroup forward pass algorithm, during on-chip initialization, $\mathbf{O}_i$ is set to",(0).,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the FlashAttention-3 consumer warpgroup forward pass algorithm, during on-chip initialization, $\mathbf{O}_i$ is set to (0).","On-chip, initialize $\mathbf{O}_i = (0) \in \mathbb{R}^{B_r \times d}$ and $\ell_i, m_i = (0), (-\infty) \in \mathbb{R}^{B_r}$.",FlashAttention-3: Algorithm
161,162,restore,formula_or_symbol_memorization|filter_overstrict,Too trivial symbolic variable target,Rescaled output accumulator symbol is source-backed algorithm notation.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the main loop of the algorithm, after waiting for the WGMMA $\tilde{\mathbf{P}}_{\mathrm{cur}} \mathbf{V}_{j-1}$, the quantity that is then rescaled is",$\mathbf{O}_i$.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the main loop of the algorithm, after waiting for the WGMMA $\tilde{\mathbf{P}}_{\mathrm{cur}} \mathbf{V}_{j-1}$, the quantity that is then rescaled is $\mathbf{O}_i$.",Wait for the WGMMA $\tilde{\mathbf{P}}_{\mathrm{cur}} \mathbf{V}_{j-1}$ and then rescale $\mathbf{O}_i$,FlashAttention-3: Algorithm
166,167,keep_rejected,tautological_stem|weak_distractor_space,Target strongly implied by question wording,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the FlashAttention-3 algorithm with intra-consumer overlapping comprises the complete \textsc{FlashAttention-3} algorithm for FP16 precision by replacing, in the version without intra-consumer overlapping,",the consumer path.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the FlashAttention-3 algorithm with intra-consumer overlapping comprises the complete \textsc{FlashAttention-3} algorithm for FP16 precision by replacing, in the version without intra-consumer overlapping, the consumer path.",\cref{alg:flash3_wgmma} functions as a replacement for the consumer path of \cref{alg:flash3_wgmma_ws_only} to comprise the complete \textsc{FlashAttention-3} algorithm for FP16 precision.,FlashAttention-3: Algorithm
167,168,restore,technical_term_memorization|filter_overstrict,Target appears verbatim in question,Precision mode for the replacement consumer path is a discrete source-backed detail.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the FlashAttention-3 algorithm with intra-consumer overlapping functions as a replacement for the consumer path of the version without intra-consumer overlapping to comprise the complete \textsc{FlashAttention-3} algorithm for",FP16 precision.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the FlashAttention-3 algorithm with intra-consumer overlapping functions as a replacement for the consumer path of the version without intra-consumer overlapping to comprise the complete \textsc{FlashAttention-3} algorithm for FP16 precision.",\cref{alg:flash3_wgmma} functions as a replacement for the consumer path of \cref{alg:flash3_wgmma_ws_only} to comprise the complete \textsc{FlashAttention-3} algorithm for FP16 precision.,FlashAttention-3: Algorithm
175,176,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic single-word target,Target remains too generic or low-information for restoration.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the 2-stage pipeline maintains information between stages in addition to storing intermediate results, preserving",context.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the 2-stage pipeline maintains information between stages in addition to storing intermediate results, preserving context.","However, the 2-stage pipeline requires additional registers to store intermediate results and maintain context between stages.",FlashAttention-3: Algorithm
