target,probe,fact,inference_type,source_fact(s),derivation,question,answer,source_facts,text_sentences
 data efficiency,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', matching conventional tabular baselines with just 4 shots while they require 32 shots suggests a strength in data efficiency",Synthesized Insight,"['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']",Matching conventional baselines with one-eighth as many labels indicates that the method gets more predictive value from each labeled example.,"If FeatLLM matches conventional baselines with one-eighth as many labeled examples, what advantage does that imply?",data efficiency,"['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']","['Our framework, when utilizing just 4 shots, achieves comparable performance to conventional tabular baselines that require 32 shots (see Fig.~\\ref{fig:compares}).', 'To push the data efficiency in learning, our research makes important contributions to mitigate the issue of overfitting due to limited training samples, by supplementing with prior knowledge.']"
 per-sample inference,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if bagging and ensembling were added to end-to-end LLM baselines, the burden that would grow enough to make them impractical would be","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if bagging and ensembling were added to end-to-end LLM baselines, the burden that would grow enough to make them impractical would be per-sample inference",Multi-Fact Integration,"['It is important to note that our bagging and ensemble concept could be adapted to existing LLM-based approaches. However, such an adaptation would double the number of per-sample inference, leading to a substantial increase in computational complexity and thus becoming impractical.', 'For end-to-end predictions, at least one LLM inference per sample is required, making it computationally expensive.']","Since those baselines already need at least one LLM call per sample, doubling that per-sample inference makes the approach impractical.","If bagging and ensembling were added to end-to-end LLM baselines, which burden would grow enough to make them impractical?",per-sample inference,"['It is important to note that our bagging and ensemble concept could be adapted to existing LLM-based approaches. However, such an adaptation would double the number of per-sample inference, leading to a substantial increase in computational complexity and thus becoming impractical.', 'For end-to-end predictions, at least one LLM inference per sample is required, making it computationally expensive.']","['It is important to note that our bagging and ensemble concept could be adapted to existing LLM-based approaches. However, such an adaptation would double the number of per-sample inference, leading to a substantial increase in computational complexity and thus becoming impractical.', 'For end-to-end predictions, at least one LLM inference per sample is required, making it computationally expensive.']"
 LLM queries,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', after the rules have been discovered, FeatLLM avoids the per-sample inference-time component compared with existing LLM-based tabular methods:","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', after the rules have been discovered, FeatLLM avoids the per-sample inference-time component compared with existing LLM-based tabular methods: LLM queries",Multi-Fact Integration,"['Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.', 'The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.']","Since inference uses only the simple downstream model after rule discovery, FeatLLM avoids making an LLM call for each test example.","After the rules have been discovered, what per-sample inference-time component does FeatLLM avoid compared with end-to-end LLM tabular methods?",LLM queries,"['Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.', 'The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.']","['Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time.', 'The proposed \\textsf{FeatLLM} framework only uses this simple predictive model with the discovered features at inference time.']"
 type mismatches,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if feature descriptions were removed from the prompt, the rule-writing problem that would become harder for the LLM to avoid would be","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if feature descriptions were removed from the prompt, the rule-writing problem that would become harder for the LLM to avoid would be type mismatches",Reasoning Step,"['Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules.', 'It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.']","Since feature descriptions provide the feature information the LLM uses to avoid type mismatches, removing them would make type mismatches harder to avoid.","If feature descriptions were removed from the prompt, what rule-writing problem would become harder for the LLM to avoid?",type mismatches,"['Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules.', 'It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.']","['Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules.', 'It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.']"
 prompt length and performance,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM fixes the number of extracted rules at 10 to balance the trade-off between two factors,","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM fixes the number of extracted rules at 10 to balance the trade-off between two factors, prompt length and performance",Synthesized Insight,"['To prevent extracting too few or too many rules, potentially leading to either underfitting or creating an excessively large prompt, we have set a fixed number of rules (i.e., 10)', ""As for the number of rules, while there wasn't a statistically significant difference, we determined that 10 is the most appropriate number considering the trade-off between prompt length and performance""]",Both the method and hyper-parameter analysis say 10 rules is chosen to avoid too-small or too-large rule sets while balancing usability and accuracy.,What trade-off is FeatLLM balancing by fixing the number of extracted rules at 10?,prompt length and performance,"['To prevent extracting too few or too many rules, potentially leading to either underfitting or creating an excessively large prompt, we have set a fixed number of rules (i.e., 10)', ""As for the number of rules, while there wasn't a statistically significant difference, we determined that 10 is the most appropriate number considering the trade-off between prompt length and performance""]","['To prevent extracting too few or too many rules, potentially leading to either underfitting or creating an excessively large prompt, we have set a fixed number of rules (i.e., 10)', ""As for the number of rules, while there wasn't a statistically significant difference, we determined that 10 is the most appropriate number considering the trade-off between prompt length and performance""]"
 different rule importance,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits is","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits is different rule importance",Reasoning Step,"['Given new binary features from rules for each class, a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.']","Counting would treat two samples with the same number of satisfied rules equally, but learned importance allows different specific rules to produce different logits.","If two samples satisfy the same number of rules for a class but different rules, what can still make FeatLLM assign them different logits?",different rule importance,"['Given new binary features from rules for each class, a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.']","['Given new binary features from rules for each class, a simple method to measure the class likelihood of the sample is to count how many rules of each class it satisfies (i.e., the sum of the binary feature per class).', 'However, not all rules and features carry the same importance, necessitating learning their significance from training samples.']"
 noisy syntactic changes,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM reuses the LLM to generate parsing code instead of relying only on a strict hand-built parser because of","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM reuses the LLM to generate parsing code instead of relying only on a strict hand-built parser because of noisy syntactic changes",Multi-Fact Integration,"['To address the challenges of parsing noisy text, instead of building complex program code, we leverage the LLM itself.', 'The LLM is good at understanding the semantic meaning despite syntactic changes in text, and it has the ability to generate a simple code with instructions']","A rigid parser would be brittle to formatting variation, whereas the paper says the LLM can still interpret rules despite noisy syntactic changes and generate usable code.",Why does FeatLLM reuse the LLM to generate parsing code instead of relying only on a strict hand-built parser?,noisy syntactic changes,"['To address the challenges of parsing noisy text, instead of building complex program code, we leverage the LLM itself.', 'The LLM is good at understanding the semantic meaning despite syntactic changes in text, and it has the ability to generate a simple code with instructions']","['To address the challenges of parsing noisy text, instead of building complex program code, we leverage the LLM itself.', 'The LLM is good at understanding the semantic meaning despite syntactic changes in text, and it has the ability to generate a simple code with instructions']"
 FeatLLM,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if you only have inference-API access to a proprietary LLM and no checkpoint, the method that still remains usable with that model is","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if you only have inference-API access to a proprietary LLM and no checkpoint, the method that still remains usable with that model is FeatLLM",Multi-Fact Integration,"['Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs']","If only API access is available and checkpoints are unavailable, TabLLM cannot use that LLM but FeatLLM can because it only needs API-level access.","If you only have inference-API access to a proprietary LLM and no checkpoint, which method from the paper still remains usable with that model?",FeatLLM,"['Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs']","['Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Compared to existing LLM-based approaches, \\textsf{FeatLLM} eliminates the need to send queries to the LLM for each sample at inference time. Moreover, it merely requires API-level access to LLMs']"
 fine-tuning access,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM avoids the limitation of methods like TabLLM that require ______, allowing the use of API-only models such as GPT-3.5.","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', FeatLLM avoids the limitation of methods like TabLLM that require ______, allowing the use of API-only models such as GPT-3.5. fine-tuning access",Multi-Fact Integration,"['Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that recently-proposed top-performance LLMs only permit limited access via inference APIs~\\cite{anil2023palm,openai2023gpt4}.', 'Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.']","Because FeatLLM only needs API-level access while methods like TabLLM require tunable public checkpoints, FeatLLM avoids needing fine-tuning access.","What limitation of methods like TabLLM does FeatLLM avoid, allowing use of API-only models such as GPT-3.5?",fine-tuning access,"['Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that recently-proposed top-performance LLMs only permit limited access via inference APIs~\\cite{anil2023palm,openai2023gpt4}.', 'Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.']","['Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that recently-proposed top-performance LLMs only permit limited access via inference APIs~\\cite{anil2023palm,openai2023gpt4}.', 'Note that TabLLM restricts the use of LLM to only those with publicly available checkpoints; therefore, GPT-3.5 is not accessible in this context.', 'Moreover, it merely requires API-level access to LLMs, and overcomes prompt size limitations.']"
 rule importance estimation,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', as the number of labeled shots grows, accurate estimation of how important the rules are becomes feasible, making the effect of tuning significant:","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', as the number of labeled shots grows, accurate estimation of how important the rules are becomes feasible, making the effect of tuning significant: rule importance estimation",Multi-Fact Integration,"['Interestingly, the benefit of weight tuning becomes higher when the number of shots increases.', 'This indicates that when there is a large amount of data, accurate estimation of the importance of rules becomes feasible, making the effect of tuning significant.']","With more labeled examples, the model can estimate which rules matter more reliably, so tuning overtakes simple counting.","As the number of labeled shots grows, what becomes accurate enough to explain why tuning beats simply counting satisfied rules?",rule importance estimation,"['Interestingly, the benefit of weight tuning becomes higher when the number of shots increases.', 'This indicates that when there is a large amount of data, accurate estimation of the importance of rules becomes feasible, making the effect of tuning significant.']","['Interestingly, the benefit of weight tuning becomes higher when the number of shots increases.', 'This indicates that when there is a large amount of data, accurate estimation of the importance of rules becomes feasible, making the effect of tuning significant.']"
 irrelevant columns,"According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if the first reasoning step were removed, the model would be less protected against turning spurious correlations in those columns into rules:","According to the paper 'Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning', if the first reasoning step were removed, the model would be less protected against turning spurious correlations in those columns into rules: irrelevant columns",Reasoning Step,"['In the first step, the LLM is encouraged to infer the causal relationship or tendency between features and the task description.', 'This two-step reasoning process prevents the model from identifying spurious correlations in irrelevant columns and can assist in focusing on more significant features.']","If the first step that reasons about feature-task relationships is removed, the protection against spurious rules from unrelated inputs is weakened.","If the first reasoning step were removed, what kind of columns would the model be less protected against turning into rules?",irrelevant columns,"['In the first step, the LLM is encouraged to infer the causal relationship or tendency between features and the task description.', 'This two-step reasoning process prevents the model from identifying spurious correlations in irrelevant columns and can assist in focusing on more significant features.']","['In the first step, the LLM is encouraged to infer the causal relationship or tendency between features and the task description.', 'This two-step reasoning process prevents the model from identifying spurious correlations in irrelevant columns and can assist in focusing on more significant features.']"
