probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"In the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO ultimately contributed to exceptional performance improvements in",the latest Qwen3 models.,(C),"In the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO ultimately contributed to exceptional performance improvements in
(A) next-generation MoE reasoning systems optimized with importance sampling.
(B) large Mixture-of-Experts (MoE) language models trained with RLHF.
(C) the latest Qwen3 models.
(D) the broader RL infrastructure for large-scale language model training.
(E) state-of-the-art GRPO-based reasoning models for sequence-level optimization.",next-generation MoE reasoning systems optimized with importance sampling.,large Mixture-of-Experts (MoE) language models trained with RLHF.,the latest Qwen3 models.,the broader RL infrastructure for large-scale language model training.,state-of-the-art GRPO-based reasoning models for sequence-level optimization.,"[""large Mixture-of-Experts (MoE) language models trained with RLHF."", ""state-of-the-art GRPO-based reasoning models for sequence-level optimization."", ""the broader RL infrastructure for large-scale language model training."", ""next-generation MoE reasoning systems optimized with importance sampling.""]","In the paper ""Group Sequence Policy Optimization"", the authors state that the merits of GSPO ultimately contributed to exceptional performance improvements in the latest Qwen3 models.",These merits of GSPO ultimately contributed to the exceptional performance improvements in the latest Qwen3 models.,Introduction
"According to the paper ""Group Sequence Policy Optimization"", the response groups $\{y_i\}_{i=1}^G$ sampled in the GRPO objective are drawn from the policy",$\pi_{\theta_\text{old}}( \cdot | x)$.,(A),"According to the paper ""Group Sequence Policy Optimization"", the response groups $\{y_i\}_{i=1}^G$ sampled in the GRPO objective are drawn from the policy
(A) $\pi_{\theta_\text{old}}( \cdot | x)$.
(B) the KL-regularized reference policy, \(\pi_{\mathrm{ref}}(\cdot \mid x)\)
(C) the actor-critic policy paired with a value model, \(\pi_{\phi}(\cdot \mid x)\)
(D) \(\pi_{\theta}(\cdot \mid x)\)
(E) the off-policy behavior policy, \(\pi_{\beta}(\cdot \mid x)\)",$\pi_{\theta_\text{old}}( \cdot | x)$.,"the KL-regularized reference policy, \(\pi_{\mathrm{ref}}(\cdot \mid x)\)","the actor-critic policy paired with a value model, \(\pi_{\phi}(\cdot \mid x)\)",\(\pi_{\theta}(\cdot \mid x)\),"the off-policy behavior policy, \(\pi_{\beta}(\cdot \mid x)\)","[""\\(\\pi_{\\theta}(\\cdot \\mid x)\\)"", ""the KL-regularized reference policy, \\(\\pi_{\\mathrm{ref}}(\\cdot \\mid x)\\)"", ""the off-policy behavior policy, \\(\\pi_{\\beta}(\\cdot \\mid x)\\)"", ""the actor-critic policy paired with a value model, \\(\\pi_{\\phi}(\\cdot \\mid x)\\)""]","According to the paper ""Group Sequence Policy Optimization"", the response groups $\{y_i\}_{i=1}^G$ sampled in the GRPO objective are drawn from the policy $\pi_{\theta_\text{old}}( \cdot | x)$.","Specifically, GRPO optimizes the following objective:

\begin{align}
\label{equ:grpo}
\mathcal{J}_\text{GRPO}(\theta) = \mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ \frac{1}{G} \sum_{i=1}^{G} \frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
\min \left( w_{i,t}(\theta) \widehat{A}_{i,t},  \, \mathrm{clip} \left( w_{i,t}(\theta), 1 - {\varepsilon}, 1 + {\varepsilon}\right) \widehat{A}_{i,t} \right)
\right],
\end{align}

where $G$ is the number of generated responses to each query $x$ (i.e., the group size), and the importance ratio $w_{i,t}(\theta)$ and advantage $\widehat{A}_{i,t}$ of token $y_{i,t}$ are:

\begin{align}
    w_{i,t}(\theta)=\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})},\quad\ 
    \widehat{A}_{i,t} = \widehat{A}_{i} = \frac{r(x, y_i) - \mathrm{mean} \left( \{ r(x, y_i) \}_{i=1}^G \right) }{ \mathrm{std} \left( \{ r(x, y_i) \}_{i=1}^G \right) },
\end{align}

respectively, where all the tokens in $y_i$ share the same advantage as $\widehat{A}_{i}$.",Preliminaries
"According to the paper ""Group Sequence Policy Optimization"", to improve sample efficiency during RL, the standard practice of partitioning a large batch of rollout data into multiple mini-batches is used for",gradient updates.,(D),"According to the paper ""Group Sequence Policy Optimization"", to improve sample efficiency during RL, the standard practice of partitioning a large batch of rollout data into multiple mini-batches is used for
(A) hardware-efficient policy evaluation.
(B) current-policy value fitting.
(C) off-policy advantage estimation.
(D) gradient updates.
(E) old-policy importance sampling.",hardware-efficient policy evaluation.,current-policy value fitting.,off-policy advantage estimation.,gradient updates.,old-policy importance sampling.,"[""off-policy advantage estimation."", ""old-policy importance sampling."", ""current-policy value fitting."", ""hardware-efficient policy evaluation.""]","According to the paper ""Group Sequence Policy Optimization"", to improve sample efficiency during RL, the standard practice of partitioning a large batch of rollout data into multiple mini-batches is used for gradient updates.","To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", in the off-policy learning setting created when large batches of rollout data are partitioned into mini-batches for gradient updates, the clipping mechanism in PPO and GRPO prevents the involvement of",overly ``off-policy'' samples.,(A),"According to the paper ""Group Sequence Policy Optimization"", in the off-policy learning setting created when large batches of rollout data are partitioned into mini-batches for gradient updates, the clipping mechanism in PPO and GRPO prevents the involvement of
(A) overly ``off-policy'' samples.
(B) mini-batch trajectories with mismatched advantage baselines.
(C) KL-regularized responses from the current policy.
(D) long-rollout sequences that destabilize credit assignment.
(E) group-normalized samples with high-variance reward signals.",overly ``off-policy'' samples.,mini-batch trajectories with mismatched advantage baselines.,KL-regularized responses from the current policy.,long-rollout sequences that destabilize credit assignment.,group-normalized samples with high-variance reward signals.,"[""mini-batch trajectories with mismatched advantage baselines."", ""KL-regularized responses from the current policy."", ""long-rollout sequences that destabilize credit assignment."", ""group-normalized samples with high-variance reward signals.""]","According to the paper ""Group Sequence Policy Optimization"", in the off-policy learning setting created when large batches of rollout data are partitioned into mini-batches for gradient updates, the clipping mechanism in PPO and GRPO prevents the involvement of overly ``off-policy'' samples.","This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", the authors state that the growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitates a large rollout batch size to maximize",hardware utilization.,(B),"According to the paper ""Group Sequence Policy Optimization"", the authors state that the growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitates a large rollout batch size to maximize
(A) gradient update stability across mini-batches.
(B) hardware utilization.
(C) sample efficiency during policy optimization.
(D) credit assignment fidelity for long responses.
(E) exploration diversity in long-horizon rollouts.",gradient update stability across mini-batches.,hardware utilization.,sample efficiency during policy optimization.,credit assignment fidelity for long responses.,exploration diversity in long-horizon rollouts.,"[""sample efficiency during policy optimization."", ""gradient update stability across mini-batches."", ""exploration diversity in long-horizon rollouts."", ""credit assignment fidelity for long responses.""]","According to the paper ""Group Sequence Policy Optimization"", the authors state that the growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitates a large rollout batch size to maximize hardware utilization.","The growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitates a large rollout batch size to maximize hardware utilization during RL.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", the more fundamental issue the authors identify in GRPO beyond the off-policy discrepancy, even though clipping is used to manage that discrepancy, is",its objective is ill-posed,(D),"According to the paper ""Group Sequence Policy Optimization"", the more fundamental issue the authors identify in GRPO beyond the off-policy discrepancy, even though clipping is used to manage that discrepancy, is
(A) its clipped surrogate is dominated by high-variance gradient estimates
(B) its mini-batch training is undermined by poor long-horizon credit assignment
(C) its KL-constrained update is too weak to prevent reward overoptimization
(D) its objective is ill-posed
(E) its large rollout-batch regime is fundamentally limited by insufficient exploration",its clipped surrogate is dominated by high-variance gradient estimates,its mini-batch training is undermined by poor long-horizon credit assignment,its KL-constrained update is too weak to prevent reward overoptimization,its objective is ill-posed,its large rollout-batch regime is fundamentally limited by insufficient exploration,"[""its clipped surrogate is dominated by high-variance gradient estimates"", ""its mini-batch training is undermined by poor long-horizon credit assignment"", ""its KL-constrained update is too weak to prevent reward overoptimization"", ""its large rollout-batch regime is fundamentally limited by insufficient exploration""]","According to the paper ""Group Sequence Policy Optimization"", the more fundamental issue the authors identify in GRPO beyond the off-policy discrepancy, even though clipping is used to manage that discrepancy, is its objective is ill-posed","While mechanisms like clipping aim to manage this off-policy discrepancy, we identify a more fundamental issue in GRPO: \textit{its objective is ill-posed}.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", in the off-policy learning setting where responses $y$ are sampled from an old policy $\pi_{\theta_\text{old}}$ rather than the current policy $\pi_\theta$ being optimized, mechanisms like clipping aim to manage",off-policy discrepancy.,(B),"According to the paper ""Group Sequence Policy Optimization"", in the off-policy learning setting where responses $y$ are sampled from an old policy $\pi_{\theta_\text{old}}$ rather than the current policy $\pi_\theta$ being optimized, mechanisms like clipping aim to manage
(A) mini-batch gradient variance.
(B) off-policy discrepancy.
(C) long-response optimization instability.
(D) sequence-level credit-assignment bias.
(E) GRPO objective ill-posedness.",mini-batch gradient variance.,off-policy discrepancy.,long-response optimization instability.,sequence-level credit-assignment bias.,GRPO objective ill-posedness.,"[""mini-batch gradient variance."", ""sequence-level credit-assignment bias."", ""long-response optimization instability."", ""GRPO objective ill-posedness.""]","According to the paper ""Group Sequence Policy Optimization"", in the off-policy learning setting where responses $y$ are sampled from an old policy $\pi_{\theta_\text{old}}$ rather than the current policy $\pi_\theta$ being optimized, mechanisms like clipping aim to manage off-policy discrepancy.","While mechanisms like clipping aim to manage this off-policy discrepancy, we identify a more fundamental issue in GRPO: \textit{its objective is ill-posed}.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", in the GRPO objective, all tokens in a generated response $y_i$ share",the same advantage as $\widehat{A}_{i}$,(C),"According to the paper ""Group Sequence Policy Optimization"", in the GRPO objective, all tokens in a generated response $y_i$ share
(A) the same clipped importance ratio \(w_{i,t}(\theta)\) relative to \(\pi_{\theta_{\text{old}}}\)
(B) the same token-level advantage estimated by a separate value model
(C) the same advantage as $\widehat{A}_{i}$
(D) the same batch-level normalized return computed across the minibatch for PPO updates
(E) the same scalar reward \(r(x,y_i)\) before group-wise normalization","the same clipped importance ratio \(w_{i,t}(\theta)\) relative to \(\pi_{\theta_{\text{old}}}\)",the same token-level advantage estimated by a separate value model,the same advantage as $\widehat{A}_{i}$,the same batch-level normalized return computed across the minibatch for PPO updates,"the same scalar reward \(r(x,y_i)\) before group-wise normalization","[""the same token-level advantage estimated by a separate value model"", ""the same scalar reward \\(r(x,y_i)\\) before group-wise normalization"", ""the same clipped importance ratio \\(w_{i,t}(\\theta)\\) relative to \\(\\pi_{\\theta_{\\text{old}}}\\)"", ""the same batch-level normalized return computed across the minibatch for PPO updates""]","According to the paper ""Group Sequence Policy Optimization"", in the GRPO objective, all tokens in a generated response $y_i$ share the same advantage as $\widehat{A}_{i}$","Specifically, GRPO optimizes the following objective:

\begin{align}
\label{equ:grpo}
\mathcal{J}_\text{GRPO}(\theta) = \mathbb{E}_{ x \sim \mathcal{D},\, \{y_i\}_{i=1}^G \sim \pi_{\theta_\text{old}}( \cdot | x) }
\left[ \frac{1}{G} \sum_{i=1}^{G} \frac{1}{|y_i|} \sum_{t=1}^{|y_i|} 
\min \left( w_{i,t}(\theta) \widehat{A}_{i,t},  \, \mathrm{clip} \left( w_{i,t}(\theta), 1 - {\varepsilon}, 1 + {\varepsilon}\right) \widehat{A}_{i,t} \right)
\right],
\end{align}

where $G$ is the number of generated responses to each query $x$ (i.e., the group size), and the importance ratio $w_{i,t}(\theta)$ and advantage $\widehat{A}_{i,t}$ of token $y_{i,t}$ are:

\begin{align}
    w_{i,t}(\theta)=\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})},\quad\ 
    \widehat{A}_{i,t} = \widehat{A}_{i} = \frac{r(x, y_i) - \mathrm{mean} \left( \{ r(x, y_i) \}_{i=1}^G \right) }{ \mathrm{std} \left( \{ r(x, y_i) \}_{i=1}^G \right) },
\end{align}

respectively, where all the tokens in $y_i$ share the same advantage as $\widehat{A}_{i}$.",Preliminaries
"According to the paper ""Group Sequence Policy Optimization"", in PPO and GRPO, the mechanism necessary to prevent overly ""off-policy"" samples from being involved in gradient estimation during RL is",the clipping mechanism,(A),"According to the paper ""Group Sequence Policy Optimization"", in PPO and GRPO, the mechanism necessary to prevent overly ""off-policy"" samples from being involved in gradient estimation during RL is
(A) the clipping mechanism
(B) the KL-divergence penalty between the current and old policy
(C) the importance-sampling correction applied across multiple mini-batches
(D) the advantage normalization performed over large rollout batches
(E) the on-policy resampling of responses at each gradient update",the clipping mechanism,the KL-divergence penalty between the current and old policy,the importance-sampling correction applied across multiple mini-batches,the advantage normalization performed over large rollout batches,the on-policy resampling of responses at each gradient update,"[""the KL-divergence penalty between the current and old policy"", ""the importance-sampling correction applied across multiple mini-batches"", ""the advantage normalization performed over large rollout batches"", ""the on-policy resampling of responses at each gradient update""]","According to the paper ""Group Sequence Policy Optimization"", in PPO and GRPO, the mechanism necessary to prevent overly ""off-policy"" samples from being involved in gradient estimation during RL is the clipping mechanism","This also explains the necessity of the clipping mechanism in PPO and GRPO, which prevents overly ``off-policy'' samples from being involved in gradient estimation.",Motivation
"In the paper ""Group Sequence Policy Optimization"", the growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitate, in order to maximize hardware utilization during RL,",a large rollout batch size,(E),"In the paper ""Group Sequence Policy Optimization"", the growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitate, in order to maximize hardware utilization during RL,
(A) gradient accumulation over long response sequences
(B) expert-parallel load balancing across devices
(C) multiple mini-batches for gradient updates
(D) sequence packing with data-parallel sharding
(E) a large rollout batch size",gradient accumulation over long response sequences,expert-parallel load balancing across devices,multiple mini-batches for gradient updates,sequence packing with data-parallel sharding,a large rollout batch size,"[""multiple mini-batches for gradient updates"", ""expert-parallel load balancing across devices"", ""gradient accumulation over long response sequences"", ""sequence packing with data-parallel sharding""]","In the paper ""Group Sequence Policy Optimization"", the growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitate, in order to maximize hardware utilization during RL, a large rollout batch size","The growth in model size, sparsity (e.g., in Mixture-of-Experts models), and response length necessitates a large rollout batch size to maximize hardware utilization during RL.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", in the discussion of importance sampling from a behavior distribution $\pi_\text{beh}$ to estimate an expectation under a target distribution $\pi_\text{tar}$, the number of samples from $\pi_\text{beh}$ said to be needed for the importance weight $\frac{\pi_\text{tar}(z)}{\pi_\text{beh}(z)}$ to effectively correct for distributional mismatch is",$N \gg 1$.,(A),"According to the paper ""Group Sequence Policy Optimization"", in the discussion of importance sampling from a behavior distribution $\pi_\text{beh}$ to estimate an expectation under a target distribution $\pi_\text{tar}$, the number of samples from $\pi_\text{beh}$ said to be needed for the importance weight $\frac{\pi_\text{tar}(z)}{\pi_\text{beh}(z)}$ to effectively correct for distributional mismatch is
(A) $N \gg 1$.
(B) $N = 1$, using a single Monte Carlo sample at each token position $t$.
(C) $N$ equal to the minibatch size under KL-regularized reinforcement learning.
(D) $N \approx T$, with sequence length setting the off-policy sample budget.
(E) $N = G$, the GRPO group size for policy-gradient estimation.",$N \gg 1$.,"$N = 1$, using a single Monte Carlo sample at each token position $t$.",$N$ equal to the minibatch size under KL-regularized reinforcement learning.,"$N \approx T$, with sequence length setting the off-policy sample budget.","$N = G$, the GRPO group size for policy-gradient estimation.","[""$N = 1$, using a single Monte Carlo sample at each token position $t$."", ""$N \\approx T$, with sequence length setting the off-policy sample budget."", ""$N = G$, the GRPO group size for policy-gradient estimation."", ""$N$ equal to the minibatch size under KL-regularized reinforcement learning.""]","According to the paper ""Group Sequence Policy Optimization"", in the discussion of importance sampling from a behavior distribution $\pi_\text{beh}$ to estimate an expectation under a target distribution $\pi_\text{tar}$, the number of samples from $\pi_\text{beh}$ said to be needed for the importance weight $\frac{\pi_\text{tar}(z)}{\pi_\text{beh}(z)}$ to effectively correct for distributional mismatch is $N \gg 1$.","Crucially, this relies on averaging over multiple samples ($N \gg 1$) from the behavior distribution $\pi_\text{beh}$ for the importance weight $\frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)}$ to effectively correct for the distributional mismatch.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", in the importance sampling identity used to explain the GRPO objective, the expectation of $f(z)$ is taken under the distribution",$\pi_\text{tar}$.,(B),"According to the paper ""Group Sequence Policy Optimization"", in the importance sampling identity used to explain the GRPO objective, the expectation of $f(z)$ is taken under the distribution
(A) $\pi_\theta$.
(B) $\pi_\text{tar}$.
(C) $\pi_{\theta_\text{old}}$.
(D) $\pi_\text{ref}$.
(E) $\pi_\text{beh}$.",$\pi_\theta$.,$\pi_\text{tar}$.,$\pi_{\theta_\text{old}}$.,$\pi_\text{ref}$.,$\pi_\text{beh}$.,"[""$\\pi_\\text{beh}$."", ""$\\pi_{\\theta_\\text{old}}$."", ""$\\pi_\\theta$."", ""$\\pi_\\text{ref}$.""]","According to the paper ""Group Sequence Policy Optimization"", in the importance sampling identity used to explain the GRPO objective, the expectation of $f(z)$ is taken under the distribution $\pi_\text{tar}$.","The principle of importance sampling is to estimate the expectation of a function $f$ under a target distribution $\pi_\text{tar}$ by re-weighting samples drawn from a behavior distribution $\pi_\text{beh}$:

\begin{align}
\mathbb{E}_{z \sim \pi_\text{tar}} \left[ f(z) \right] = \mathbb{E}_{z \sim \pi_\text{beh}} \left[ \frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)} \, f(z) \right].
\end{align}",Motivation
"According to the paper ""Group Sequence Policy Optimization"", in the importance sampling identity used to explain the misapplication of importance sampling weights in GRPO, samples are drawn from the distribution denoted by",$\pi_\text{beh}$.,(C),"According to the paper ""Group Sequence Policy Optimization"", in the importance sampling identity used to explain the misapplication of importance sampling weights in GRPO, samples are drawn from the distribution denoted by
(A) $\pi_{\theta_\text{old}}$.
(B) $\pi_\text{tar}$.
(C) $\pi_\text{beh}$.
(D) $\pi_\text{ref}$.
(E) $\pi_\theta$.",$\pi_{\theta_\text{old}}$.,$\pi_\text{tar}$.,$\pi_\text{beh}$.,$\pi_\text{ref}$.,$\pi_\theta$.,"[""$\\pi_\\text{tar}$."", ""$\\pi_\\theta$."", ""$\\pi_{\\theta_\\text{old}}$."", ""$\\pi_\\text{ref}$.""]","According to the paper ""Group Sequence Policy Optimization"", in the importance sampling identity used to explain the misapplication of importance sampling weights in GRPO, samples are drawn from the distribution denoted by $\pi_\text{beh}$.","The principle of importance sampling is to estimate the expectation of a function $f$ under a target distribution $\pi_\text{tar}$ by re-weighting samples drawn from a behavior distribution $\pi_\text{beh}$:

\begin{align}
\mathbb{E}_{z \sim \pi_\text{tar}} \left[ f(z) \right] = \mathbb{E}_{z \sim \pi_\text{beh}} \left[ \frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)} \, f(z) \right].
\end{align}",Motivation
"According to the paper ""Group Sequence Policy Optimization"", estimating $\mathbb{E}_{z \sim \pi_\text{tar}} \left[ f(z) \right]$ by importance sampling with the weight $\frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)}$ requires averaging over multiple samples ($N \gg 1$) from the behavior distribution $\pi_\text{beh}$ in order",to effectively correct for the distributional mismatch,(D),"According to the paper ""Group Sequence Policy Optimization"", estimating $\mathbb{E}_{z \sim \pi_\text{tar}} \left[ f(z) \right]$ by importance sampling with the weight $\frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)}$ requires averaging over multiple samples ($N \gg 1$) from the behavior distribution $\pi_\text{beh}$ in order
(A) to guarantee convergence of the off-policy update on long-response reinforcement-learning tasks
(B) to ensure the importance ratios are properly normalized over the support of \(\pi_\text{beh}\)
(C) to prevent catastrophic model collapse by matching \(\pi_\text{tar}\) and \(\pi_\text{beh}\) at each token position
(D) to effectively correct for the distributional mismatch
(E) to reduce the variance of GRPO's token-level policy-gradient estimator",to guarantee convergence of the off-policy update on long-response reinforcement-learning tasks,to ensure the importance ratios are properly normalized over the support of \(\pi_\text{beh}\),to prevent catastrophic model collapse by matching \(\pi_\text{tar}\) and \(\pi_\text{beh}\) at each token position,to effectively correct for the distributional mismatch,to reduce the variance of GRPO's token-level policy-gradient estimator,"[""to reduce the variance of GRPO's token-level policy-gradient estimator"", ""to ensure the importance ratios are properly normalized over the support of \\(\\pi_\\text{beh}\\)"", ""to guarantee convergence of the off-policy update on long-response reinforcement-learning tasks"", ""to prevent catastrophic model collapse by matching \\(\\pi_\\text{tar}\\) and \\(\\pi_\\text{beh}\\) at each token position""]","According to the paper ""Group Sequence Policy Optimization"", estimating $\mathbb{E}_{z \sim \pi_\text{tar}} \left[ f(z) \right]$ by importance sampling with the weight $\frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)}$ requires averaging over multiple samples ($N \gg 1$) from the behavior distribution $\pi_\text{beh}$ in order to effectively correct for the distributional mismatch","Crucially, this relies on averaging over multiple samples ($N \gg 1$) from the behavior distribution $\pi_\text{beh}$ for the importance weight $\frac{ \pi_\text{tar} (z) }{ \pi_\text{beh} (z)}$ to effectively correct for the distributional mismatch.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", when GRPO applies the importance weight $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$ during training, it is applied at",each token position $t$,(C),"According to the paper ""Group Sequence Policy Optimization"", when GRPO applies the importance weight $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$ during training, it is applied at
(A) each rollout in the sampled group of completions for a prompt $x$
(B) the batch expectation over multiple samples from $\pi_{\theta_\text{old}}$
(C) each token position $t$
(D) the sequence level $y_i$, after aggregating rewards across all tokens
(E) only the terminal reward step of the trajectory, as in episodic policy gradients",each rollout in the sampled group of completions for a prompt $x$,the batch expectation over multiple samples from $\pi_{\theta_\text{old}}$,each token position $t$,"the sequence level $y_i$, after aggregating rewards across all tokens","only the terminal reward step of the trajectory, as in episodic policy gradients","[""the sequence level $y_i$, after aggregating rewards across all tokens"", ""each rollout in the sampled group of completions for a prompt $x$"", ""the batch expectation over multiple samples from $\\pi_{\\theta_\\text{old}}$"", ""only the terminal reward step of the trajectory, as in episodic policy gradients""]","According to the paper ""Group Sequence Policy Optimization"", when GRPO applies the importance weight $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$ during training, it is applied at each token position $t$","In contrast, GRPO applies the importance weight $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", GRPO applies the importance weight at each token position $t$ in its token-level update rule as","$\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$",(E),"According to the paper ""Group Sequence Policy Optimization"", GRPO applies the importance weight at each token position $t$ in its token-level update rule as
(A) \frac{ \pi_{\theta} (y_i \mid x) }{ \pi_{\theta_\text{old}} (y_i \mid x)}
(B) \frac{ \pi_{\theta_\text{old}} (y_{i,t} \mid x, y_{i,<t}) }{ \pi_{\theta} (y_{i,t} \mid x, y_{i,<t}) }
(C) \frac{ \pi_{\theta} (y_{i,t} \mid x) }{ \pi_{\theta_\text{old}} (y_{i,t} \mid x) }
(D) \operatorname{clip}\!\left(\frac{ \pi_{\theta} (y_{i,t} \mid x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} \mid x, y_{i,<t}) },\,1-\epsilon,\,1+\epsilon\right)
(E) $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$",\frac{ \pi_{\theta} (y_i \mid x) }{ \pi_{\theta_\text{old}} (y_i \mid x)},"\frac{ \pi_{\theta_\text{old}} (y_{i,t} \mid x, y_{i,<t}) }{ \pi_{\theta} (y_{i,t} \mid x, y_{i,<t}) }","\frac{ \pi_{\theta} (y_{i,t} \mid x) }{ \pi_{\theta_\text{old}} (y_{i,t} \mid x) }","\operatorname{clip}\!\left(\frac{ \pi_{\theta} (y_{i,t} \mid x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} \mid x, y_{i,<t}) },\,1-\epsilon,\,1+\epsilon\right)","$\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$","[""\\frac{ \\pi_{\\theta} (y_i \\mid x) }{ \\pi_{\\theta_\\text{old}} (y_i \\mid x)}"", ""\\frac{ \\pi_{\\theta_\\text{old}} (y_{i,t} \\mid x, y_{i,<t}) }{ \\pi_{\\theta} (y_{i,t} \\mid x, y_{i,<t}) }"", ""\\operatorname{clip}\\!\\left(\\frac{ \\pi_{\\theta} (y_{i,t} \\mid x, y_{i,<t}) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} \\mid x, y_{i,<t}) },\\,1-\\epsilon,\\,1+\\epsilon\\right)"", ""\\frac{ \\pi_{\\theta} (y_{i,t} \\mid x) }{ \\pi_{\\theta_\\text{old}} (y_{i,t} \\mid x) }""]","According to the paper ""Group Sequence Policy Optimization"", GRPO applies the importance weight at each token position $t$ in its token-level update rule as $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$","In contrast, GRPO applies the importance weight $\frac{ \pi_{\theta} (y_{i,t} | x, y_{i,<t}) }{ \pi_{\theta_\text{old}} (y_{i,t} | x,y_{i,<t})}$ at each token position $t$.",Motivation
"According to the paper ""Group Sequence Policy Optimization"", standard practice partitions a large batch of rollout data into multiple mini-batches for gradient updates to improve",sample efficiency.,(C),"According to the paper ""Group Sequence Policy Optimization"", standard practice partitions a large batch of rollout data into multiple mini-batches for gradient updates to improve
(A) credit assignment over long response trajectories.
(B) hardware utilization during off-policy reinforcement learning.
(C) sample efficiency.
(D) exploration in sparse Mixture-of-Experts reinforcement learning.
(E) training stability of the current policy.",credit assignment over long response trajectories.,hardware utilization during off-policy reinforcement learning.,sample efficiency.,exploration in sparse Mixture-of-Experts reinforcement learning.,training stability of the current policy.,"[""hardware utilization during off-policy reinforcement learning."", ""training stability of the current policy."", ""credit assignment over long response trajectories."", ""exploration in sparse Mixture-of-Experts reinforcement learning.""]","According to the paper ""Group Sequence Policy Optimization"", standard practice partitions a large batch of rollout data into multiple mini-batches for gradient updates to improve sample efficiency.","To improve sample efficiency, it is standard practice to partition a large batch of rollout data into multiple mini-batches for gradient updates.",Motivation
