source,document_id,path,query_type,sample_index,query,index,count,approx,latency_ms,token_count,error,error_code
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,4,"Compared to the block-diagonal structure that OFT uses to trade off expressivity and regularity, BOFT uses the butterfly structure to construct a smoother interpolation between matrices from the full orthogonal group (expressivity) and identity matrices (regularity).",v4_olmo-mix-1124_llama,0,False,0.8711814880371094,56,,
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,5,This enables us to find a smaller hypothesis class within the orthogonal group for downstream tasks.,v4_olmo-mix-1124_llama,0,False,0.8692741394042969,18,,
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,6,"To achieve parameter-efficiency, LoRA uses a low-rank structure, and in contrast, the original OFT uses a block-diagonal orthogonal structure (the smaller the size of diagonal blocks is, the more parameter-efficient OFT is).",v4_olmo-mix-1124_llama,0,False,0.8707046508789062,53,,
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,7,"BOFT enlarges the finetuning parameter space with structural priors, which enables us to find a better trade-off between expressivity and regularity.",v4_olmo-mix-1124_llama,0,False,0.8563995361328125,34,,
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,8,There are quite a few works that study sparse training with the butterfly parameterization.,v4_olmo-mix-1124_llama,0,False,1.2369155883789062,18,,
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,9,BOFT proposes a very different finetuning strategy that transforms the weights with layer-shared weight matrices. .,v4_olmo-mix-1124_llama,0,False,0.8513927459716797,24,,
arxiv,BOFT,data/arxiv/raw/BOFT.tex,body_sentence,10,"Fortunately, after the finetuning stage, the BOFT-learned orthogonal matrices can be directly multiplied into the pretrained model and there is no additional inference latency.",v4_olmo-mix-1124_llama,0,False,1.0213851928710938,39,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,title,0,Byte Latent Transformer: Patches Scale Better Than Tokens,v4_olmo-mix-1124_llama,0,False,1.209259033203125,16,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,1,We use ``tokens'' to refer to byte-groups drawn from a finite vocabulary determined prior to training as opposed to ``patches'' which refer to dynamically grouped sequences without a fixed vocabulary.,v4_olmo-mix-1124_llama,0,False,0.8630752563476562,45,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,2,The initial byte-representations for the cross-attention are initialized as the byte embeddings from the last encoder layer i.e. .,v4_olmo-mix-1124_llama,0,False,0.9059906005859375,32,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,3,"The next decoder representations are computed using a decoder transformer layer on the output of the cross-attention block, .",v4_olmo-mix-1124_llama,0,False,0.9109973907470703,26,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,4,Neither of these datasets include any data gathered from Meta products or services.,v4_olmo-mix-1124_llama,0,False,0.8835792541503906,15,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,5,"For efficiency reasons, our implementation of BLT training packs batches of patches to avoid padding steps in the more expensive latent transformer.",v4_olmo-mix-1124_llama,0,False,0.9026527404785156,30,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,6,"The bpe models are trained using the optimal ratio of model parameters to training data, as determined by Llama 3 .",v4_olmo-mix-1124_llama,0,False,0.9534358978271484,26,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,7,"Longer patch sizes save compute, which can be reallocated to grow the size of the global latent transformer, because it is run less often.",v4_olmo-mix-1124_llama,0,False,0.9310245513916016,31,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,8,"This benchmark poses a significant challenge for most tokenizer-based models, as they appear to possess knowledge of their tokens' spellings but struggle to effectively utilize this information to manipulate text.",v4_olmo-mix-1124_llama,0,False,0.8237361907958984,39,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,9,"In popular language pairs, BLT performs comparably to or slightly better than Llama 3.",v4_olmo-mix-1124_llama,0,False,0.8628368377685547,21,,
arxiv,ByteLatent,data/arxiv/raw/ByteLatent.tex,body_sentence,10,"Training BLT from Llama 3 We explore a workflow where BLT models can leverage existing pre-trained tokenizer-based models for better and faster training convergence, acheived by initializing the global transformer parameters of BLT with those of a pre-trained Llama 3.1 model.",v4_olmo-mix-1124_llama,0,False,0.91552734375,68,,
arxiv,DPO,data/arxiv/raw/DPO.tex,title,0,Direct Preference Optimization: Your Language Model is Secretly a Reward Model,v4_olmo-mix-1124_llama,0,False,0.8547306060791016,18,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,1,"However, these models are trained on data generated by humans with a wide variety of goals, priorities, and skillsets.",v4_olmo-mix-1124_llama,0,False,0.8552074432373047,25,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,2,"Given a dataset of human preferences over model responses, DPO can therefore optimize a policy using a simple binary cross entropy objective, producing the optimal policy to an implicit reward function fit to the preference data.",v4_olmo-mix-1124_llama,0,False,0.8432865142822266,41,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,3,"The gradient with respect to the parameters can be written as: L DPO( ; ref) = - (x, y w, y l) D ], where is the reward implicitly defined by the language model and reference model (more in Section ).",v4_olmo-mix-1124_llama,0,False,0.8528232574462891,50,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,4,Two reward functions from the same equivalence class induce the same optimal policy under the constrained RL problem.,v4_olmo-mix-1124_llama,0,False,0.9238719940185547,22,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,5,We will show that a reward function from the equivalence class of can be represented using the reparameterization given above.,v4_olmo-mix-1124_llama,0,False,0.8320808410644531,23,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,6,We assume a parameterized model and minimize where is the optimal policy from Eq. induced by the reward function .,v4_olmo-mix-1124_llama,0,False,0.8265972137451172,23,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,7,"We can accommodate for the normalization term using a learned value function, but that can also be difficult to optimize.",v4_olmo-mix-1124_llama,0,False,0.8525848388671875,24,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,8,"However, in the real world, the ground truth reward function is not known; therefore, we evaluate algorithms with their win rate against a baseline policy, using GPT-4 as a proxy for human evaluation of summary quality and response helpfulness in the summarization and single-turn dialogue settings, respectively.",v4_olmo-mix-1124_llama,0,False,0.8339881896972656,63,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,9,"In addition to DPO, we evaluate several existing approaches to training language models to adhere to human preferences.",v4_olmo-mix-1124_llama,0,False,0.888824462890625,23,,
arxiv,DPO,data/arxiv/raw/DPO.tex,body_sentence,10,"Finally, Figure shows that DPO converges to its best performance relatively quickly. .",v4_olmo-mix-1124_llama,0,False,0.8459091186523438,16,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,title,0,Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,v4_olmo-mix-1124_llama,0,False,0.8683204650878906,21,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,1,"We show that LLMs proficiently utilize both prior knowledge and the knowledge from the data, extracting high-quality features.",v4_olmo-mix-1124_llama,0,False,0.8187294006347656,29,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,2,Such unsupervised objectives can involve masking or corrupting part of the data and then using a reconstruction objective or employing data augmentation to apply contrastive learning objectives .,v4_olmo-mix-1124_llama,0,False,0.8957386016845703,39,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,3,Recent work have proposed training models on a broad range of tabular datasets beyond those related to the target task and then applying transfer learning to the target task .,v4_olmo-mix-1124_llama,0,False,0.8749961853027344,32,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,4,Recent studies have attempted to harness the rich prior knowledge encapsulated by LLMs for tabular learning.,v4_olmo-mix-1124_llama,0,False,0.8952617645263672,24,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,5,"To prevent extracting too few or too many rules, potentially leading to either underfitting or creating an excessively large prompt, we have set a fixed number of rules (i.e., 10)Analysis on the number of rules can be found in Section . to be extracted for each class.",v4_olmo-mix-1124_llama,0,False,0.8597373962402344,63,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,6,"Additionally, when formulating rules, we let the LLM refer to the type of each feature in the basic information description part to avoid type mismatches in rules. -0.12in .",v4_olmo-mix-1124_llama,0,False,0.7994174957275391,40,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,7,"Here, represent the trainable weight in the linear model and they signify the importance of each feature.",v4_olmo-mix-1124_llama,0,False,1.013040542602539,21,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,8,"Moreover, during the process of tuning the linear model with data, rules that have little relevance to the data (i.e., rules with learned weights below the threshold) are automatically filtered out (refer to the column ``After tuning"").",v4_olmo-mix-1124_llama,0,False,0.8463859558105469,50,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,9,"One is the number of ensembles, and the other is how many rules per class to extract during each LLM query.",v4_olmo-mix-1124_llama,0,False,0.9062290191650391,26,,
arxiv,FeatLLM,data/arxiv/raw/FeatLLM.tex,body_sentence,10,"Through rule generation and an ensemble process with bagging, FeatLLM requires minimal inference cost, needs only API access without training, and overcomes the constraints to data feature size.",v4_olmo-mix-1124_llama,0,False,0.8738040924072266,37,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,title,0,DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models,v4_olmo-mix-1124_llama,0,False,0.8068084716796875,21,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,1,"We provide a unified paradigm to understand different methods, such as RFT, DPO, PPO, and GRPO.",v4_olmo-mix-1124_llama,0,False,0.9219646453857422,28,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,2,"Notably, DeepSeekMath-Base is superior on Chinese benchmarks, likely because we don't follow previous works to collect English-only math pre-training data, and also include high-quality non-English ones.",v4_olmo-mix-1124_llama,0,False,0.8075237274169922,47,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,3,"To reduce the size of the original Common Crawl, we employ URL-based deduplication and near-deduplication techniques, resulting in 40B HTML web pages.",v4_olmo-mix-1124_llama,0,False,0.9572505950927734,38,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,4,"To filter out low-quality mathematical content, we rank the collected pages according to their scores predicted by the fastText model, and only preserve the top-ranking ones.",v4_olmo-mix-1124_llama,0,False,0.9021759033203125,35,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,5,"Overall, DeepSeekMath-Base 7B significantly outperforms the general model Mistral 7B on the three reasoning and coding benchmarks. . .",v4_olmo-mix-1124_llama,0,False,0.9386539459228516,36,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,6,"In this section, we introduce DeepSeekMath-Instruct 7B which undergoes mathematical instruction tuning based on DeepSeekMath-Base.",v4_olmo-mix-1124_llama,0,False,0.8380413055419922,33,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,7,"In this section, we introduce our efficient and effective RL algorithm, Group Relative Policy Optimization (GRPO). .",v4_olmo-mix-1124_llama,0,False,0.8404254913330078,26,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,8,"There exist three key components: 1) Data Source , which determines the training data; 2) Reward Function , which is the source of the training reward signal; 3) Algorithm : which processes the training data and the reward signal to the gradient coefficient that determines the magnitude of the penalty or reinforcement for the data.",v4_olmo-mix-1124_llama,0,False,0.9107589721679688,71,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,9,"Specifically, Online RFT is comparable to RFT in the early stage of training but gains an absolute advantage in the later stage, demonstrating the superiority of online training.",v4_olmo-mix-1124_llama,0,False,0.8757114410400391,37,,
arxiv,GRPO,data/arxiv/raw/GRPO.tex,body_sentence,10,We evaluate the Pass@K and Maj@K accuracy of the Instruct and RL models on two benchmarks.,v4_olmo-mix-1124_llama,0,False,0.8399486541748047,24,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,title,0,Group Sequence Policy Optimization,v4_olmo-mix-1124_llama,0,False,1.0616779327392578,7,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,1,"In this paper, we identify that the instability of GRPO stems from the fundamental misapplication and invalidation of importance sampling weights in its algorithmic design.",v4_olmo-mix-1124_llama,0,False,0.8962154388427734,33,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,2,"Additionally, GSPO computes the normalized rewards as the advantages of multiple responses to a query, ensuring the alignment between sequence-level rewarding and optimization.",v4_olmo-mix-1124_llama,0,False,0.8349418640136719,35,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,3,"Specifically, the value model usually has a similar size to the policy model, introducing a considerable memory and computational burden.",v4_olmo-mix-1124_llama,0,False,0.7913112640380859,25,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,4,This motivates us to forego the token-level objective and explore utilizing importance weights and performing optimization directly at the sequence level. . .,v4_olmo-mix-1124_llama,0,False,0.8358955383300781,29,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,5,"Therefore, the fundamental distinction between GSPO and GRPO lies in how they weight the gradients of the log likelihoods of tokens.",v4_olmo-mix-1124_llama,0,False,0.8907318115234375,29,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,6,"In scenarios like multi-turn RL, we may desire a finer-grained advantage adjustment than the sequence level.",v4_olmo-mix-1124_llama,0,False,0.888824462890625,26,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,7,"We compare against GRPO as the baseline and set the left and right clipping ranges in Equation to 0.2 and 0.27, respectively, which we have carefully tuned to ensure a fair comparison.",v4_olmo-mix-1124_llama,0,False,0.8845329284667969,47,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,8,"Moreover, GSPO also demonstrates superior training efficiency over GRPO, achieving better training accuracy and benchmark performance under the same training compute and consumed queries.",v4_olmo-mix-1124_llama,0,False,0.8294582366943359,33,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,9,This counter-intuitive finding — that clipping a much larger fraction of tokens leads to superior training efficiency — further indicates that GRPO's token-level gradient estimates are inherently noisy and inefficient for sample exploitation.,v4_olmo-mix-1124_llama,0,False,0.8842945098876953,48,,
arxiv,GSPO,data/arxiv/raw/GSPO.tex,body_sentence,10,"With GSPO as a scalable algorithmic cornerstone, we will continue to scale RL and look forward to the resulting fundamental advances in intelligence.",v4_olmo-mix-1124_llama,0,False,0.8637905120849609,32,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,title,0,LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens,v4_olmo-mix-1124_llama,0,False,0.8363723754882812,18,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,1,"Models extended via LongRoPE retain the original architecture with minor modifications to the positional embedding, and can reuse most pre-existing optimizations.",v4_olmo-mix-1124_llama,0,False,0.8428096771240234,31,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,2,Recent works show that a pre-trained LLM context window can be extended to around 128k by fine-tuning on longer texts .,v4_olmo-mix-1124_llama,0,False,0.9191036224365234,33,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,3,"However, positional embedding exhibits complex non-uniform information entropy in the Transformer architecture.",v4_olmo-mix-1124_llama,0,False,0.8475780487060547,19,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,4,Section reveals two key findings empirically: (1) Effective positional interpolation should consider two forms of non-uniformities: varying RoPE dimensions and token positions.,v4_olmo-mix-1124_llama,0,False,0.9369850158691406,36,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,5,"(2) By considering these non-uniformities into positional interpolation, we can effectively retain information in the original RoPE, particularly key dimensions and token positions.",v4_olmo-mix-1124_llama,0,False,1.2919902801513672,33,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,6,"To extend the context window from to , current positional interpolation methods suggest downscaling rotation frequencies based on extension ratio .",v4_olmo-mix-1124_llama,0,False,0.9098052978515625,24,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,7,"To verify this, we extend the context window to 8k and 16k using PI and NTK, keeping the first (0,2, ..., 256) tokens without interpolation.",v4_olmo-mix-1124_llama,0,False,0.8862018585205078,45,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,8,"The 128k context size is trained on 8 A100 GPUs with the distributed training system , while the 256k requires 16 A100 GPUs.",v4_olmo-mix-1124_llama,0,False,0.8130073547363281,43,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,9,"This yields LongRoPE-2048k (ft=128k) and LongRoPE-2048k (ft=256k) for LLaMA2 and Mistral, respectively.",v4_olmo-mix-1124_llama,0,False,0.919342041015625,49,,
arxiv,LongRoPE,data/arxiv/raw/LongRoPE.tex,body_sentence,10,"In this task, the model is asked to retrieve a random passkey (i.e., a five-digit number) hidden in long document.",v4_olmo-mix-1124_llama,0,False,0.9033679962158203,30,,
arxiv,OFT,data/arxiv/raw/OFT.tex,title,0,Controlling Text-to-Image Diffusion by Orthogonal Finetuning,v4_olmo-mix-1124_llama,0,False,0.8442401885986328,16,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,1,"Despite strong results, text guidance can still be ambiguous and insufficient to provide fine-grained and accurate control to the generated images.",v4_olmo-mix-1124_llama,0,False,0.8828639984130859,29,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,2,"However, changing neuron directions with a large degree of freedom will inevitably destroy the pretraining generative performance.",v4_olmo-mix-1124_llama,0,False,0.8921623229980469,25,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,3,"Second, OFT seeks to minimize the deviation from the pretrained model, which leads to the constrained variant.",v4_olmo-mix-1124_llama,0,False,0.8327960968017578,26,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,4,"For the first question, we draw inspiration from the empirical observation in that angular feature difference well characterizes the semantic gap.",v4_olmo-mix-1124_llama,0,False,0.9198188781738281,26,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,5,"To address this, LoRA introduces an additional low-rank constraint for the weight update, i.e., where is set to be some small number.",v4_olmo-mix-1124_llama,0,False,0.8687973022460938,32,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,6,"Standard orthogonalization such as Gram-Schmidt method, despite differentiable, is often too expensive to compute in practice .",v4_olmo-mix-1124_llama,0,False,0.8764266967773438,24,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,7,"To address this, we propose to represent with a block-diagonal matrix with blocks, leading to the following form: R=diag(R 1,R 2, ,R r)= R 1 O(d r ) R r O(d r ) O(d) where denotes the orthogonal group in dimension , and and are orthogonal matrices.",v4_olmo-mix-1124_llama,0,False,0.8342266082763672,75,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,8,This is motivated by the fact that re-scaling neurons does not change the hyperspherical energy (the magnitude will be normalized out).,v4_olmo-mix-1124_llama,0,False,0.8664131164550781,32,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,9,CLIP-I computes the average pairwise cosine similarity of CLIP embeddings between generated and real images.,v4_olmo-mix-1124_llama,0,False,0.8502006530761719,25,,
arxiv,OFT,data/arxiv/raw/OFT.tex,body_sentence,10,"First, OFT guarantees the orthogonality via Cayley parametrization which involves a matrix inverse.",v4_olmo-mix-1124_llama,0,False,0.8497238159179688,24,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,title,0,QLoRA: Efficient Finetuning of Quantized LLMs,v4_olmo-mix-1124_llama,0,False,0.8475780487060547,15,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,1,"We release a collection of adapters for 7/13/33/65B size models, trained on 8 different instruction following datasets, for a total of 32 different open sourced, finetuned models. . .",v4_olmo-mix-1124_llama,0,False,0.8654594421386719,54,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,2,"We include datasets obtained through crowd-sourcing (OASST1 , HH-RLHF ), distillation from instruction-tuned models (Alpaca , self-instruct , unnatural-instructions ), corpora aggregations (FLAN v2 ), as well as hybrids (Chip2 , Longform ).",v4_olmo-mix-1124_llama,0,False,0.8757114410400391,74,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,3,"We hypothesize that this uncertainty comes from the lack of clear specification of scale, e.g., it is unclear what 8 on a 10 point scale means across different scenarios.",v4_olmo-mix-1124_llama,0,False,0.9148120880126953,39,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,4,"As such, we instead recommend using the Elo ranking method , based on pairwise judgments from human annotators and GPT-4 to avoid the problem of grounding an absolute scale.",v4_olmo-mix-1124_llama,0,False,0.8404254913330078,40,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,5,We note that the Vicuna benchmark favors open-source models while the larger OA benchmark favors ChatGPT.,v4_olmo-mix-1124_llama,0,False,0.8637905120849609,26,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,6,The belief that the earth is flat is a conspiracy theory that has been debunked by science.,v4_olmo-mix-1124_llama,0,False,0.8451938629150391,22,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,7,"Guanaco: James will look for the beans in the pantry, because that's where Jackson moved them. where Guanaco presumes information transfer that was never described.",v4_olmo-mix-1124_llama,0,False,0.8437633514404297,38,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,8,We report moderate agreement among human annotators (Fleiss ) with additional deterioration when comparing two strong systems.,v4_olmo-mix-1124_llama,0,False,0.9434223175048828,26,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,9,"While we use Low-rank Adapters (LoRA), many other Parameter Efficient FineTuning (PEFT) methods have been proposed such as prompt tuning , tuning the embedding layer inputs , tuning hidden states (IA ) , adding full layers , tuning biases , learning a mask over weights based on Fisher information , and a combination of approaches .",v4_olmo-mix-1124_llama,0,False,0.8895397186279297,76,,
arxiv,QLoRA,data/arxiv/raw/QLoRA.tex,body_sentence,10,"We have shown evidence that our method, QLoRA, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA).",v4_olmo-mix-1124_llama,0,False,0.8676052093505859,44,,
arxiv,fa3,data/arxiv/raw/fa3.tex,title,0,FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,v4_olmo-mix-1124_llama,0,False,0.9093284606933594,22,,
arxiv,fa3,data/arxiv/raw/fa3.tex,body_sentence,1,"As part of this, we rework the FlashAttention-2 algorithm to circumvent certain sequential dependencies between softmax and the GEMMs.",v4_olmo-mix-1124_llama,0,False,0.8573532104492188,32,,
arxiv,fa3,data/arxiv/raw/fa3.tex,body_sentence,2,"We describe the aspects of the GPU's execution model relevant for FlashAttention-3, with a focus on the NVIDIA Hopper architecture as a concrete instantiation of this model. .",v4_olmo-mix-1124_llama,0,False,0.8184909820556641,40,,
arxiv,fa3,data/arxiv/raw/fa3.tex,body_sentence,3,GPUs are throughput processors that rely on concurrency and asynchrony to hide memory and execution latencies.,v4_olmo-mix-1124_llama,0,False,0.8730888366699219,24,,
arxiv,fa3,data/arxiv/raw/fa3.tex,body_sentence,4,The main idea of FlashAttention was to leverage a local version of the softmax reduction to avoid these expensive intermediate reads/writes and fuse attention into a single kernel.,v4_olmo-mix-1124_llama,0,False,0.8275508880615234,37,,
arxiv,fa3,data/arxiv/raw/fa3.tex,body_sentence,5,Local softmax corresponds to lines - of the consumer mainloop in alg:flash3 wgmma ws only together with the rescalings of blocks of .,v4_olmo-mix-1124_llama,0,False,0.9028911590576172,33,,
arxiv,fa3,data/arxiv/raw/fa3.tex,body_sentence,6,"In terms of the logical shape of the tile, this manuever permutes its columns (e.g., columns now become the first four columns).",v4_olmo-mix-1124_llama,0,False,0.8497238159179688,31,,
