probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,inference_type,source_fact(s),source_facts,text_sentences,derivation,question,answer
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if a finetuning dataset is similar to MMLU but dissimilar to chatbot benchmarks, you should expect the performance pattern to be","high MMLU, weak chatbots",(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if a finetuning dataset is similar to MMLU but dissimilar to chatbot benchmarks, you should expect the performance pattern to be
(A) high MMLU, strong chatbots
(B) weak MMLU, weak chatbots
(C) weak MMLU, strong chatbots
(D) high MMLU, weak chatbots
(E) high Vicuna, weak MMLU","high MMLU, strong chatbots","weak MMLU, weak chatbots","weak MMLU, strong chatbots","high MMLU, weak chatbots","high Vicuna, weak MMLU","[""weak MMLU, strong chatbots"", ""high MMLU, strong chatbots"", ""weak MMLU, weak chatbots"", ""high Vicuna, weak MMLU""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if a finetuning dataset is similar to MMLU but dissimilar to chatbot benchmarks, you should expect the performance pattern to be high MMLU, weak chatbots",,,Synthesized Insight,"['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']","['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']","['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']","If a finetuning dataset resembles MMLU but not chatbot data, the paper's own example implies stronger MMLU scores and weaker chatbot scores.","If a finetuning dataset is similar to MMLU but dissimilar to chatbot benchmarks, what performance pattern should you expect?","high MMLU, weak chatbots"
"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors explicitly checked and failed to find a certain kind of data leakage as a possible reason for strong Vicuna benchmark scores:",overlapping prompts,(C),"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors explicitly checked and failed to find a certain kind of data leakage as a possible reason for strong Vicuna benchmark scores:
(A) leaked reference answers
(B) shared prompt templates
(C) overlapping prompts
(D) overlapping responses
(E) benchmark memorization",leaked reference answers,shared prompt templates,overlapping prompts,overlapping responses,benchmark memorization,"[""overlapping responses"", ""leaked reference answers"", ""shared prompt templates"", ""benchmark memorization""]","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors explicitly checked and failed to find a certain kind of data leakage as a possible reason for strong Vicuna benchmark scores: overlapping prompts",,,Multi-Fact Integration,"['Given the strong performance of {Guanaco} models, we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts.', 'We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","['Given the strong performance of {Guanaco} models, we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts.', 'We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","['Given the strong performance of {Guanaco} models, we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts.', 'We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","They explicitly tested whether benchmark prompts overlapped with training data and found none, ruling that out as an explanation for the strong benchmark scores.",What possible reason for strong Vicuna benchmark scores did the authors explicitly check and fail to find?,overlapping prompts
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark?",multilingual training,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark?
(A) higher-quality English conversational supervision during finetuning
(B) larger-scale parameter finetuning on 33B and 65B backbones
(C) longer instruction tuning on the OASST1 dataset
(D) multilingual training
(E) 4-bit QLoRA finetuning with LoRA adapters and NF4 quantization",higher-quality English conversational supervision during finetuning,larger-scale parameter finetuning on 33B and 65B backbones,longer instruction tuning on the OASST1 dataset,multilingual training,4-bit QLoRA finetuning with LoRA adapters and NF4 quantization,"[""larger-scale parameter finetuning on 33B and 65B backbones"", ""longer instruction tuning on the OASST1 dataset"", ""4-bit QLoRA finetuning with LoRA adapters and NF4 quantization"", ""higher-quality English conversational supervision during finetuning""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark? multilingual training",,,Multi-Fact Integration,"['""the OASST1 dataset  on which {Guanaco} models are trained is multilingual and that the OA benchmark also contains prompts in different languages.""', '""we leave it to future work to investigate the degree to which such multilingual training improves performance on instructions in languages other than English and whether this explains the larger gap between Vicuna-13B model (only trained on English data) and {Guanaco} 33B and 65B on the OA benchmark.""']","['""the OASST1 dataset  on which {Guanaco} models are trained is multilingual and that the OA benchmark also contains prompts in different languages.""', '""we leave it to future work to investigate the degree to which such multilingual training improves performance on instructions in languages other than English and whether this explains the larger gap between Vicuna-13B model (only trained on English data) and {Guanaco} 33B and 65B on the OA benchmark.""']","['""the OASST1 dataset  on which {Guanaco} models are trained is multilingual and that the OA benchmark also contains prompts in different languages.""', '""we leave it to future work to investigate the degree to which such multilingual training improves performance on instructions in languages other than English and whether this explains the larger gap between Vicuna-13B model (only trained on English data) and {Guanaco} 33B and 65B on the OA benchmark.""']","Because Guanaco's training data and the OA benchmark are both multilingual while Vicuna-13B is English-only, the paper points to multilingual training as a plausible explanation for the larger OA gap.",What training characteristic could explain why Guanaco widens its advantage over Vicuna-13B on the OA benchmark?,multilingual training
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', despite evidence that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance, the authors did not establish that \textsc{QLoRA} can match at 33B and 65B scales",full 16-bit finetuning,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', despite evidence that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance, the authors did not establish that \textsc{QLoRA} can match at 33B and 65B scales
(A) the original 16-bit pretrained model
(B) NF4 with double quantization
(C) 16-bit LoRA finetuning
(D) full 16-bit finetuning
(E) full 8-bit finetuning",the original 16-bit pretrained model,NF4 with double quantization,16-bit LoRA finetuning,full 16-bit finetuning,full 8-bit finetuning,"[""16-bit LoRA finetuning"", ""NF4 with double quantization"", ""full 8-bit finetuning"", ""the original 16-bit pretrained model""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', despite evidence that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance, the authors did not establish that \textsc{QLoRA} can match at 33B and 65B scales full 16-bit finetuning",,,Multi-Fact Integration,"['Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.', 'Despite this evidence, we did not establish that \\textsc{QLoRA} can match full 16-bit finetuning performance at 33B and 65B scales.']","['Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.', 'Despite this evidence, we did not establish that \\textsc{QLoRA} can match full 16-bit finetuning performance at 33B and 65B scales.']","['Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.', 'Despite this evidence, we did not establish that \\textsc{QLoRA} can match full 16-bit finetuning performance at 33B and 65B scales.']","Matching 16-bit LoRA at large scale does not prove matching the stronger baseline of full 16-bit finetuning, which the paper says remains unestablished.","At 33B-65B scale, what stronger comparison remains unproven even though QLoRA matches 16-bit LoRA?",full 16-bit finetuning
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for",system-level ranking,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for
(A) Guanaco 7B-specific evaluation on the Vicuna benchmark
(B) fine-grained prompt-level preference judgments
(C) example-level labeling
(D) system-level ranking
(E) majority-vote annotation on individual examples",Guanaco 7B-specific evaluation on the Vicuna benchmark,fine-grained prompt-level preference judgments,example-level labeling,system-level ranking,majority-vote annotation on individual examples,"[""example-level labeling"", ""majority-vote annotation on individual examples"", ""fine-grained prompt-level preference judgments"", ""Guanaco 7B-specific evaluation on the Vicuna benchmark""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given weaker agreement on individual examples but moderate agreement on overall model ordering, GPT-4 is better suited for system-level ranking",,,Synthesized Insight,"['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","['We note that human and GPT-4 ranking of models on the Vicuna benchmark disagree partially, particularly for Guanaco 7B, but are consistent for most models with a Kendall Tau of $\\tau=0.43$ and Spearman rank correlation of $r=0.55$ at the system level.', ""At the example level, the agreement between GPT-4 and human annotators' majority vote is weaker with Fleiss $\\kappa=0.25$.""]","Since agreement is notably stronger for overall rankings than for single examples, GPT-4 is more suitable for system-level comparisons than example-level labels.","Given weaker agreement on individual examples but moderate agreement on overall model ordering, what kind of comparison is GPT-4 better suited for?",system-level ranking
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a model selected solely for high MMLU after FLAN v2 finetuning may still be weak on",chatbot performance,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a model selected solely for high MMLU after FLAN v2 finetuning may still be weak on
(A) quantized finetuning efficiency
(B) reasoning benchmark performance
(C) multiple-choice knowledge performance
(D) chatbot performance
(E) language modeling perplexity",quantized finetuning efficiency,reasoning benchmark performance,multiple-choice knowledge performance,chatbot performance,language modeling perplexity,"[""multiple-choice knowledge performance"", ""reasoning benchmark performance"", ""quantized finetuning efficiency"", ""language modeling perplexity""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a model selected solely for high MMLU after FLAN v2 finetuning may still be weak on chatbot performance",,,Multi-Fact Integration,"['strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark']","['strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark']","['strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark']","The FLAN v2 example shows that high MMLU can coexist with poor Vicuna results, so strong MMLU alone does not guarantee chatbot strength.",A model selected solely for high MMLU after FLAN v2 finetuning may still be weak on what benchmarked ability?,chatbot performance
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the 4-bit datatype that is theoretically the best match for storing pretrained weights is",NF4,(E),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the 4-bit datatype that is theoretically the best match for storing pretrained weights is
(A) FP4
(B) uniform 4-bit quantization
(C) INT4
(D) E2M1
(E) NF4",FP4,uniform 4-bit quantization,INT4,E2M1,NF4,"[""FP4"", ""INT4"", ""uniform 4-bit quantization"", ""E2M1""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the 4-bit datatype that is theoretically the best match for storing pretrained weights is NF4",,,Reasoning Step,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$', 'we term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$', 'we term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$', 'we term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']","If pretrained weights are usually zero-centered normal and NFk is optimal for that distribution, then NF4 is the best-matched 4-bit storage type for those weights.","Given the typical distribution of pretrained weights, which 4-bit datatype is theoretically the best match for storing them?",NF4
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is",double quantization,(B),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is
(A) increasing the quantization block size to 64
(B) double quantization
(C) NF4 quantization
(D) switching to FP4 quantization
(E) using Int4 quantization",increasing the quantization block size to 64,double quantization,NF4 quantization,switching to FP4 quantization,using Int4 quantization,"[""NF4 quantization"", ""switching to FP4 quantization"", ""using Int4 quantization"", ""increasing the quantization block size to 64""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you want to shrink the storage cost of quantization constants without hurting quality, the method that follows from these results is double quantization",,,Synthesized Insight,"['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","['On average, for a blocksize of 64, this quantization reduces the memory footprint per parameter from $32/64=0.5$ bits, to $8/64 + 32/(64\\cdot256) = 0.127$ bits, a reduction of 0.373 bits per parameter.', 'In Figure~\\ref{fig:nf4} and Table~\\ref{tbl:nf4_ppl} we see that NF4 improves performance significantly over FP4 and Int4 and that double quantization reduces the memory footprint without degrading performance.']","Since it cuts the storage cost of quantization constants and does so without degrading performance, the method that fits the memory-saving goal is double quantization.","If you want to shrink the storage cost of quantization constants without hurting quality, what method follows from these results?",double quantization
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is",showing its work,(C),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is
(A) using more conversational, open-ended wording
(B) avoiding step-by-step decomposition
(C) showing its work
(D) giving a brief final answer without explanation
(E) sticking to simple arithmetic problems","using more conversational, open-ended wording",avoiding step-by-step decomposition,showing its work,giving a brief final answer without explanation,sticking to simple arithmetic problems,"[""giving a brief final answer without explanation"", ""sticking to simple arithmetic problems"", ""avoiding step-by-step decomposition"", ""using more conversational, open-ended wording""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', a response pattern that tends to make Guanaco's math answers more reliable is showing its work",,,Reasoning Step,"['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","['When {Guanaco} shows its work, it tends to be accurate', 'However {Guanaco} can breakdown at even simple problems if it fails to break them down step-by-step']","Because accuracy is better when the model shows its work and worse when it does not break problems down step-by-step, that format improves its math reliability.",What response pattern tends to make Guanaco's math answers more reliable?,showing its work
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', after gradient checkpointing, the component that still dominates training memory enough that adding more adapters changes little is",the 4-bit base model,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', after gradient checkpointing, the component that still dominates training memory enough that adding more adapters changes little is
(A) the optimizer states for the adapters
(B) the input gradients
(C) the LoRA adapter weights
(D) the 4-bit base model
(E) the activation checkpoints",the optimizer states for the adapters,the input gradients,the LoRA adapter weights,the 4-bit base model,the activation checkpoints,"[""the input gradients"", ""the LoRA adapter weights"", ""the activation checkpoints"", ""the optimizer states for the adapters""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', after gradient checkpointing, the component that still dominates training memory enough that adding more adapters changes little is the 4-bit base model",,,Multi-Fact Integration,"['With gradient checkpointing~\\citep{chen2016training}, the input gradients reduce to an average of 18 MB per sequence making them more memory intensive than all LoRA weights combined.', 'In comparison, the 4-bit base model consumes 5,048 MB of memory.', 'This means we can use more adapters without significantly increasing the overall training memory footprint']","['With gradient checkpointing~\\citep{chen2016training}, the input gradients reduce to an average of 18 MB per sequence making them more memory intensive than all LoRA weights combined.', 'In comparison, the 4-bit base model consumes 5,048 MB of memory.', 'This means we can use more adapters without significantly increasing the overall training memory footprint']","['With gradient checkpointing~\\citep{chen2016training}, the input gradients reduce to an average of 18 MB per sequence making them more memory intensive than all LoRA weights combined.', 'In comparison, the 4-bit base model consumes 5,048 MB of memory.', 'This means we can use more adapters without significantly increasing the overall training memory footprint']","Since the 4-bit base model is vastly larger than the LoRA-related memory terms, shrinking or expanding adapters changes total memory much less than the base model does.","After gradient checkpointing, which component still dominates training memory enough that adding more adapters changes little?",the 4-bit base model
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if one instruction dataset is much larger but worse for chatbot performance, the property that should be prioritized over sample count is",data quality,(E),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if one instruction dataset is much larger but worse for chatbot performance, the property that should be prioritized over sample count is
(A) domain coverage
(B) quantization precision
(C) the number of finetuning steps
(D) dataset diversity
(E) data quality",domain coverage,quantization precision,the number of finetuning steps,dataset diversity,data quality,"[""dataset diversity"", ""domain coverage"", ""quantization precision"", ""the number of finetuning steps""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if one instruction dataset is much larger but worse for chatbot performance, the property that should be prioritized over sample count is data quality",,,Multi-Fact Integration,"['First, we find that data quality is far more important than dataset size, e.g., a 9k sample dataset (OASST1) outperformed a 450k sample dataset (FLAN v2, subsampled) on chatbot performance', 'dataset suitability matters more than size for a given task.']","['First, we find that data quality is far more important than dataset size, e.g., a 9k sample dataset (OASST1) outperformed a 450k sample dataset (FLAN v2, subsampled) on chatbot performance', 'dataset suitability matters more than size for a given task.']","['First, we find that data quality is far more important than dataset size, e.g., a 9k sample dataset (OASST1) outperformed a 450k sample dataset (FLAN v2, subsampled) on chatbot performance', 'dataset suitability matters more than size for a given task.']","Because the smaller OASST1 set beat the much larger FLAN v2 set for chatbot performance, the property to prioritize over sample count is data quality or suitability.","If one instruction dataset is much larger but worse for chatbot performance, what property should be prioritized over sample count?",data quality
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', while a small blocksize is required for precise 4-bit quantization, Double Quantization helps reduce the memory footprint of",quantization constants,(E),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', while a small blocksize is required for precise 4-bit quantization, Double Quantization helps reduce the memory footprint of
(A) activation checkpoint storage
(B) LoRA adapter parameters
(C) 4-bit weight tensors
(D) optimizer state memory
(E) quantization constants",activation checkpoint storage,LoRA adapter parameters,4-bit weight tensors,optimizer state memory,quantization constants,"[""4-bit weight tensors"", ""optimizer state memory"", ""LoRA adapter parameters"", ""activation checkpoint storage""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', while a small blocksize is required for precise 4-bit quantization, Double Quantization helps reduce the memory footprint of quantization constants",,,Multi-Fact Integration,"['""While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.""', '""Double Quantization helps reduce the memory footprint of quantization constants.""']","['""While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.""', '""Double Quantization helps reduce the memory footprint of quantization constants.""']","['""While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.""', '""Double Quantization helps reduce the memory footprint of quantization constants.""']","If small blocks are needed for precision but increase overhead, and double quantization reduces the footprint of quantization constants, then that overhead is what double quantization mainly offsets.","When QLoRA keeps small blocks for accurate 4-bit weights, what extra memory cost does Double Quantization mainly reduce?",quantization constants
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', their concern that 10-point ratings have overlapping intervals and an unclear absolute scale leads them to recommend using",Elo ranking,(B),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', their concern that 10-point ratings have overlapping intervals and an unclear absolute scale leads them to recommend using
(A) an anchored 10-point Likert rubric
(B) Elo ranking
(C) GPT-4 absolute scoring
(D) confidence-interval significance testing
(E) Bradley-Terry ranking",an anchored 10-point Likert rubric,Elo ranking,GPT-4 absolute scoring,confidence-interval significance testing,Bradley-Terry ranking,"[""Bradley-Terry ranking"", ""an anchored 10-point Likert rubric"", ""confidence-interval significance testing"", ""GPT-4 absolute scoring""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', their concern that 10-point ratings have overlapping intervals and an unclear absolute scale leads them to recommend using Elo ranking",,,Synthesized Insight,"['However, Table~\\ref{tbl:vicuna_eval} also has very wide confidence intervals, with many models overlapping in performance.', 'We hypothesize that this uncertainty comes from the lack of clear specification of scale, e.g., it is unclear what 8 on a 10 point scale means across different scenarios.', 'As such, we instead recommend using the Elo ranking method \\citep{elo1967proposed}, based on \\textit{pairwise} judgments from human annotators and GPT-4 to avoid the problem of grounding an absolute scale.']","['However, Table~\\ref{tbl:vicuna_eval} also has very wide confidence intervals, with many models overlapping in performance.', 'We hypothesize that this uncertainty comes from the lack of clear specification of scale, e.g., it is unclear what 8 on a 10 point scale means across different scenarios.', 'As such, we instead recommend using the Elo ranking method \\citep{elo1967proposed}, based on \\textit{pairwise} judgments from human annotators and GPT-4 to avoid the problem of grounding an absolute scale.']","['However, Table~\\ref{tbl:vicuna_eval} also has very wide confidence intervals, with many models overlapping in performance.', 'We hypothesize that this uncertainty comes from the lack of clear specification of scale, e.g., it is unclear what 8 on a 10 point scale means across different scenarios.', 'As such, we instead recommend using the Elo ranking method \\citep{elo1967proposed}, based on \\textit{pairwise} judgments from human annotators and GPT-4 to avoid the problem of grounding an absolute scale.']","Because absolute 10-point ratings are ambiguous and overlapping, the paper recommends replacing them with pairwise Elo rankings.",What evaluation approach follows from their concern that 10-point ratings have overlapping intervals and an unclear absolute scale?,Elo ranking
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what concern about Guanaco's strong Vicuna results is weakened by these two checks is",data leakage,(B),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what concern about Guanaco's strong Vicuna results is weakened by these two checks is
(A) benchmark scoring bias
(B) data leakage
(C) quantization artifacts
(D) instruction-format overfitting
(E) use of proprietary data",benchmark scoring bias,data leakage,quantization artifacts,instruction-format overfitting,use of proprietary data,"[""use of proprietary data"", ""instruction-format overfitting"", ""benchmark scoring bias"", ""quantization artifacts""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', what concern about Guanaco's strong Vicuna results is weakened by these two checks is data leakage",,,Multi-Fact Integration,"['{Guanaco} is the only top model in our evaluation that is not trained on proprietary data as the OASST1 dataset collection guidelines explicitly forbid the use of GPT models.', 'we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts. We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","['{Guanaco} is the only top model in our evaluation that is not trained on proprietary data as the OASST1 dataset collection guidelines explicitly forbid the use of GPT models.', 'we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts. We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","['{Guanaco} is the only top model in our evaluation that is not trained on proprietary data as the OASST1 dataset collection guidelines explicitly forbid the use of GPT models.', 'we investigate any data leakage between the OASST1 data and the Vicuna benchmark prompts. We do not find overlapping prompts after performing fuzzy string matching in the two datasets and inspecting the closest matches manually.']","If the training data forbids GPT-model use and there is no prompt overlap with Vicuna, then simple leakage-based explanations for Guanaco's Vicuna performance are weakened.",What concern about Guanaco's strong Vicuna results is weakened by these two checks?,data leakage
"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning?",65B finetuning,(D),"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning?
(A) 65B inference
(B) 16-bit finetuning of a 65B model
(C) 65B pretraining
(D) 65B finetuning
(E) 48B finetuning",65B inference,16-bit finetuning of a 65B model,65B pretraining,65B finetuning,48B finetuning,"[""65B inference"", ""65B pretraining"", ""16-bit finetuning of a 65B model"", ""48B finetuning""]","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning? 65B finetuning",,,Multi-Fact Integration,"['regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', '\\textsc{QLoRA} reduces the average memory requirements of finetuning a 65B parameter model from $>$780GB of GPU memory to $<$48GB without degrading the runtime or predictive performance compared to a 16-bit fully finetuned baseline.']","['regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', '\\textsc{QLoRA} reduces the average memory requirements of finetuning a 65B parameter model from $>$780GB of GPU memory to $<$48GB without degrading the runtime or predictive performance compared to a 16-bit fully finetuned baseline.']","['regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', '\\textsc{QLoRA} reduces the average memory requirements of finetuning a 65B parameter model from $>$780GB of GPU memory to $<$48GB without degrading the runtime or predictive performance compared to a 16-bit fully finetuned baseline.']","If regular finetuning needs more than 780GB but QLoRA needs less than 48GB, then a single 48GB GPU can handle the 65B finetuning only with QLoRA.","If you only have a single 48GB GPU, what training setup becomes feasible with QLoRA but not with regular 16-bit finetuning?",65B finetuning
