target,probe,fact,inference_type,text_sentences,question,answer
 human preference alignment,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the authors had applied RLHF instead of only cross-entropy finetuning, the model aspect that would most likely change is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the authors had applied RLHF instead of only cross-entropy finetuning, the model aspect that would most likely change is human preference alignment",Counterfactual - Predicting Hypotheticals,"['In all of our experiments, we use NF4 \\textsc{QLoRA} with double quantization and paged optimizers to prevent memory spikes during gradient checkpointing.', 'We note that our model is only trained with cross-entropy loss (supervised learning) without relying on reinforcement learning from human feedback (RLHF). This calls for further investigations of the tradeoffs of simple cross-entropy loss and RLHF training.']","If the authors had applied RLHF instead of only cross-entropy finetuning, which model aspect would most likely change?",human preference alignment
 error correction,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', an intuitive analogy is that quantizing a model then finetuning is most like the general data-processing concept of","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', an intuitive analogy is that quantizing a model then finetuning is most like the general data-processing concept of error correction",Analogous Understanding: Intuitive Analogy,"['finetuning after quantization seems to recover most of the information that is lost during quantization this might enable much more aggressive quantization.', 'Since finetuning after quantization seems to recover most of the information that is lost during quantization this might enable much more aggressive quantization.']",An intuitive analogy: quantizing a model then finetuning is most like which general data-processing concept?,error correction
 error correction,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', finetuning after quantization is analogous to the general process in signal processing or coding known as","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', finetuning after quantization is analogous to the general process in signal processing or coding known as error correction",Analogous Understanding - Intuitive Analogy,"['Since finetuning after quantization seems to recover most of the information that is lost during quantization this might enable much more aggressive quantization.', 'For example, 3-bit GPTQ quantization of the basemodel with LoRA might also yield 16-bit full finetuning performance after finetuning.']",Finetuning after quantization is analogous to which general process in signal processing or coding?,error correction
 local data ownership,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors claim that on-device QLoRA finetuning enables the privacy-related benefit of","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors claim that on-device QLoRA finetuning enables the privacy-related benefit of local data ownership",Application/Generalization: Privacy Implication,"['We believe our \\textsc{QLoRA} method might enable the critical milestone of enabling the finetuning of LLMs on phones and other low resource settings.', 'We estimate that with an iPhone 12 Plus, \\textsc{QLoRA} can finetune 3 million tokens per night while the phone is charging.', 'We believe that the quality is good enough to enable novel applications that have not been possible before due to privacy or LLM quality issues. \\textsc{QLoRA} can help enable privacy-preserving usage of LLMs, where users can own and manage their own data and models, while simultaneously making LLMs easier to deploy.']",What privacy-related benefit do the authors claim on-device QLoRA finetuning enables?,local data ownership
 recover 16-bit performance,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that if one applied $3$-bit GPTQ quantization to the base model and then finetuned with LoRA, one might","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that if one applied $3$-bit GPTQ quantization to the base model and then finetuned with LoRA, one might recover 16-bit performance",Counterfactual: Predicting Hypotheticals,"['Since finetuning after quantization seems to recover most of the information that is lost during quantization this might enable much more aggressive quantization. For example, 3-bit GPTQ quantization of the basemodel with LoRA might also yield 16-bit full finetuning performance after finetuning.']","If one applied 3-bit GPTQ quantization to the base model and then finetuned with LoRA, what outcome do the authors suggest might occur?",recover 16-bit performance
 zero-mean normal,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the distributional property of pretrained weights that underlies NF4's information-theoretic optimality is that they are","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the distributional property of pretrained weights that underlies NF4's information-theoretic optimality is that they are zero-mean normal",Implicit Assumptions,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}), we can transform all weights to a single fixed distribution by scaling $\\sigma$ such that the distribution fits exactly into the range of our data type.', 'The information theoretically optimal data type for zero-mean normal distributions with arbitrary standard deviations $\\sigma$ in the range $[-1, 1]$ is computed as follows:']",What distributional property of pretrained weights underlies NF4's information-theoretic optimality?,zero-mean normal
 scalability to large models,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors identify an open question about applying other PEFT methods, namely their","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors identify an open question about applying other PEFT methods, namely their scalability to large models",Conceptual Synthesis: PEFT Scalability,"['Besides LoRA, there is also a wide variety Parameter Efficient FineTuning (PEFT) methods that have been shown to work well. However, it is unclear if these methods scale to large models.', 'We used LoRA as many results established its robustness but other adapters might yield better performance.']",What open question do the authors identify about applying other PEFT methods?,scalability to large models
 NormalFloat,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the specific data-type choice in QLoRA that most directly reduces quantization error caused by outliers is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the specific data-type choice in QLoRA that most directly reduces quantization error caused by outliers is NormalFloat",Causal Mechanism - Source of Effect,"['The main limitation of quantile quantization is that the process of quantile estimation is expensive.', 'Due to the approximate nature of these quantile estimation algorithms, the data type has large quantization errors for outliers, which are often the most important values.', 'Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}), we can transform all weights to a single fixed distribution by scaling $\\sigma$ such that the distribution fits exactly into the range of our data type.']",Which specific data-type choice in QLoRA most directly reduces quantization error caused by outliers?,NormalFloat (NF4)
 LoRA,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the component that allows training updates while keeping the pretrained weights stored in $4$-bit is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the component that allows training updates while keeping the pretrained weights stored in $4$-bit is LoRA",Conceptual Synthesis - Core Insight,"['backpropagates gradients through a frozen, 4-bit quantized pretrained language model into Low Rank Adapters~(LoRA).', 'we only compute weight gradients for the LoRA parameters which use 16-bit BrainFloat.']",Which component allows training updates while keeping the pretrained weights stored in 4-bit?,LoRA
 bitwidth,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', in the phrase '$k$-bit quantile quantization data type', $k$ represents the","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', in the phrase '$k$-bit quantile quantization data type', $k$ represents the bitwidth",Mathematical Understanding - Equation Interpretation,"['estimate the $2^k+1$ quantiles of a theoretical $N(0,1)$ distribution to obtain a $k$-bit quantile quantization data type for normal distributions']","In the phrase 'k-bit quantile quantization data type', what does k represent?",bitwidth
 scale factor,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', conceptually, the role of the quantization constant $c$ in mapping between low-bit and high-bit representations is to act as a","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', conceptually, the role of the quantization constant $c$ in mapping between low-bit and high-bit representations is to act as a scale factor",Mathematical Understanding - Equation Interpretation,"['\\mathbf{X}^{ \\text{Int8}} = \\text{round}\\left( \\frac{127}{{\\text{absmax}}(\\mathbf{X}^{{\\text{FP32}}})}\\mathbf{X}^{{\\text{FP32}}} \\right) = \\text{round}(c^{\\text{FP32}}\\cdot \\mathbf{X}^{{\\text{FP32}}}),', 'where $c$ is the {\\em quantization constant} or {\\em quantization scale}.', '\\text{dequant}(c^{\\text{FP32}}, \\mathbf{X}^{\\text{Int8}}) = \\frac{\\mathbf{X}^{\\text{Int8}}}{c^{\\text{FP32}}} = \\mathbf{X}^{\\text{FP32}}']","Conceptually, what is the role of the quantization constant c in mapping between low-bit and high-bit representations?",scale factor
 4-bit QLoRA finetuning,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary technical contribution that enables large-model finetuning on consumer hardware is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary technical contribution that enables large-model finetuning on consumer hardware is 4-bit QLoRA finetuning",Conceptual Synthesis: Core Insight,"['We have shown evidence that our method, \\textsc{QLoRA}, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA).', 'Our \\textsc{QLoRA} finetuning method is the first method that enables the finetuning of 33B parameter models on a single consumer GPU and 65B parameter models on a single professional GPU, while not degrading performance relative to a full finetuning baseline.']",What succinctly describes the paper's primary technical contribution that enables large-model finetuning on consumer hardware?,4-bit QLoRA finetuning
 degraded,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors note that if LoRA is applied only to the query and value attention matrices (the standard practice), performance relative to full finetuning is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors note that if LoRA is applied only to the query and value attention matrices (the standard practice), performance relative to full finetuning is degraded",Causal Mechanism - Core Insight,"['When using the standard practice of applying LoRA to query and value attention projection matrices \\citep{hu2021lora}, we are not able to replicate full finetuning performance for large base models.', 'the most critical LoRA hyperparameter is how many LoRA adapters are used in total and that LoRA on all linear transformer block layers are required to match full finetuning performance.']","If LoRA is applied only to query and value attention matrices (the standard practice), what is the expected effect on finetuning performance relative to full finetuning?",degraded
 out-of-memory,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if paged optimizers were not employed during training with long sequences, the problem that would most likely recur is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if paged optimizers were not employed during training with long sequences, the problem that would most likely recur is out-of-memory",Causal Mechanism - Practical Consequence,"['Paged Optimizers use the NVIDIA unified memory feature wich does automatic page-to-page transfers between the CPU and GPU for error-free GPU processing in the scenario where the GPU occasionally runs out-of-memory.', 'We use this feature to allocate paged memory for the optimizer states which are then automatically evicted to CPU RAM when the GPU runs out-of-memory and paged back into GPU memory when the memory is needed in the optimizer update step.']","If paged optimizers were not employed during training with long sequences, which problem would most likely recur?",out-of-memory
 quantization scale,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the variable $c$ in the quantization equations plays the conceptual role of the","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the variable $c$ in the quantization equations plays the conceptual role of the quantization scale",Mathematical Understanding - Equation Interpretation,['where $c$ is the {\\em quantization constant} or {\\em quantization scale}.'],"In quantization equations, what is the conceptual role of the variable c?",quantization scale
 does not imply strong chatbot performance,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors find that high MMLU performance","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors find that high MMLU performance does not imply strong chatbot performance",Conceptual Synthesis: Benchmark Interpretation,"['This also points to partial orthogonality in current evaluation benchmarks: strong MMLU performance does not imply strong chatbot performance (as measured by Vicuna or OA benchmarks) and vice versa for most models.', 'From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.']","According to the authors, does high MMLU performance guarantee strong chatbot performance?",does not imply
 4-bit with LoRA,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the core contribution is a combined technical approach that enables large-model finetuning on consumer hardware:","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the core contribution is a combined technical approach that enables large-model finetuning on consumer hardware: 4-bit with LoRA",Conceptual Synthesis - Core Insight,"['We have shown evidence that our method, \\textsc{QLoRA}, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA).', 'Our \\textsc{QLoRA} finetuning method is the first method that enables the finetuning of 33B parameter models on a single consumer GPU and 65B parameter models on a single professional GPU, while not degrading performance relative to a full finetuning baseline.']",Which combined technical approach is the paper's core contribution enabling large-model finetuning on consumer hardware?,4-bit QLoRA with LoRA
 resource cost,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary constraint that prevented the authors from proving QLoRA matches $16$-bit finetuning at the largest scales was","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary constraint that prevented the authors from proving QLoRA matches $16$-bit finetuning at the largest scales was resource cost",Counterfactual: Limitation Reasoning,"['We have shown evidence that our method, \\textsc{QLoRA}, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA). Despite this evidence, we did not establish that \\textsc{QLoRA} can match full 16-bit finetuning performance at 33B and 65B scales. Due to the immense resource costs, we leave this study to future work.']",What primary constraint prevented the authors from proving QLoRA matches 16-bit finetuning at the largest scales?,resource cost
 numerical precision,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', QLoRA dequantizes the stored weights to $\mathrm{BF16}$ before performing matrix multiplications to improve","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', QLoRA dequantizes the stored weights to $\mathrm{BF16}$ before performing matrix multiplications to improve numerical precision",Causal Mechanism - Purpose Explanation,"['In practice, this means whenever a \\textsc{QLoRA} weight tensor is used, we dequantize the tensor to BFloat16, and then perform a matrix multiplication in 16-bit.']",Why does QLoRA dequantize stored weights to BF16 before performing matmuls?,for numerical precision
 larger lower-precision models,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given a fixed compute budget, the authors claim that increasing the number of model parameters while reducing numerical precision yields better performance, favoring","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given a fixed compute budget, the authors claim that increasing the number of model parameters while reducing numerical precision yields better performance, favoring larger lower-precision models",Conceptual Synthesis - Generalization,"['our MMLU and Elo results indicate that with a given finetuning and inference resource budget it is beneficial to increase the number of parameters in the base model while decreasing their precision.', 'This highlights the importance of efficiency benefits from \\textsc{QLoRA}.']","Given a fixed compute budget, which of the following strategies do the authors claim is more beneficial: larger models at lower precision, or smaller models at higher precision?",larger lower-precision models
 blocksize,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', to better handle weight outliers during block-wise quantization, the hyperparameter to change is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', to better handle weight outliers during block-wise quantization, the hyperparameter to change is blocksize",Conceptual Synthesis - Counterfactual Adjustment,"['The problem with this approach is that if a large magnitude value (i.e., an outlier) occurs in the input tensor, then the quantization bins—certain bit combinations—are not utilized well with few or no numbers quantized in some bins.', 'To prevent the outlier issue, a common approach is to chunk the input tensor into blocks that are independently quantized, each with their own quantization constant $c$.', 'We use a blocksize of 64 for $\\mathbf{W}$ for higher quantization precision and a blocksize of 256 for $c_2$ to conserve memory.']","To better handle weight outliers during block-wise quantization, which hyperparameter should you change?",blocksize
 NF4,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the QLoRA component that would likely lose its theoretical optimality if pretrained weights were strongly non-normal is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the QLoRA component that would likely lose its theoretical optimality if pretrained weights were strongly non-normal is NF4",Counterfactual Scenarios - Predicting Hypotheticals,"['The information theoretically optimal data type for zero-mean normal distributions with arbitrary standard deviations $\\sigma$ in the range $[-1, 1]$ is computed as follows:']","If pretrained weights were strongly non-normal, which QLoRA component would likely lose its theoretical optimality?",NF4
 GPT-4,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that, for a low-cost but imperfect method to rank chatbots, a model-based evaluator is a reasonable alternative to humans, specifically using","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that, for a low-cost but imperfect method to rank chatbots, a model-based evaluator is a reasonable alternative to humans, specifically using GPT-4",Analogous Understanding - Practical Application,"['We find that GPT-4 and human evaluations largely agree on the rank of model performance in the tournaments, but we also find there are instances of strong disagreement.', 'We provide a detailed analysis of chatbot performance based on both human and GPT-4 evaluations showing that GPT-4 evaluations are a cheap and reasonable alternative to human evaluation.']","If you needed a low-cost but imperfect method to rank chatbots, which evaluator do the authors suggest as a reasonable alternative to humans?",GPT-4
 self-preference bias,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors report observing a specific bias in GPT-4's automated evaluations:","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors report observing a specific bias in GPT-4's automated evaluations: self-preference bias",Conceptual Synthesis - Evaluation Bias,"['In our analysis, we also find that automated evaluation systems have noticeable biases.', 'In addition, in Table~\\ref{tbl:elo_large}, we observe that GPT-4 assigns significantly higher scores to its own outputs compared to human ratings, Elo of 1348 vs 1176, which represent an additional ~20\\% probability of winning against an opponent.']",What specific bias do the authors report observing in GPT-4's automated evaluations?,self-preference bias
 all linear layers,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if LoRA applied only to attention $Q$/$V$ projections fails to match full finetuning performance, adapters should be applied to","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if LoRA applied only to attention $Q$/$V$ projections fails to match full finetuning performance, adapters should be applied to all linear layers",Counterfactual Scenarios - Predicting Hypotheticals,"['When using the standard practice of applying LoRA to query and value attention projection matrices \\citep{hu2021lora}, we are not able to replicate full finetuning performance for large base models.', 'we find that the most critical LoRA hyperparameter is how many LoRA adapters are used in total and that LoRA on all linear transformer block layers are required to match full finetuning performance.']","If LoRA applied only to attention Q/V fails to match full finetuning, where must adapters be applied to restore parity?",all linear layers
 favoring the earlier response,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', when scoring paired responses, GPT-4 exhibited a systematic bias, specifically","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', when scoring paired responses, GPT-4 exhibited a systematic bias, specifically favoring the earlier response",Implicit Assumptions: Evaluation Bias,"['We find a significant ordering effect with GPT-4 increasing the score of the response occurring earlier in the prompt.', 'We observe strong order effects with GPT-4 assigning higher scores to the system appearing first in its prompt.']",What systematic bias did GPT-4 exhibit when scoring paired responses?,favoring earlier response
 dataset similarity,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors state that comparing model performance across different benchmarks rests on an implicit evaluation assumption about how datasets relate to one another; this assumption is called","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors state that comparing model performance across different benchmarks rests on an implicit evaluation assumption about how datasets relate to one another; this assumption is called dataset similarity",Implicit Assumptions: Dataset Dependence,"['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.']",What implicit assumption about evaluation underlies comparing model performance across different benchmarks?,dataset similarity
 not be optimal,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the pretrained weights were uniformly distributed (e.g., $U(a,b)$) instead of normally distributed (e.g., $N(0,\sigma^2)$), $\text{NF4}$ would","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if the pretrained weights were uniformly distributed (e.g., $U(a,b)$) instead of normally distributed (e.g., $N(0,\sigma^2)$), $\text{NF4}$ would not be optimal",Counterfactual Scenarios - Predicting Hypotheticals,"['The information theoretically optimal data type for zero-mean normal distributions with arbitrary standard deviations $\\sigma$ in the range $[-1, 1]$ is computed as follows:', 'Since pretrained neural network weights usually have a zero-centered normal distribution...']","If the pretrained weights were uniformly distributed instead of normal, would NF4 still be information-theoretically optimal?",no
 increase parameter count,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given a fixed resource budget the authors recommend trading off precision and","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given a fixed resource budget the authors recommend trading off precision and increase parameter count",Conceptual Synthesis - Generalization,"['In line with previous work on quantization \\citep{dettmers2022case}, our MMLU and Elo results indicate that with a given finetuning and inference resource budget it is beneficial to increase the number of parameters in the base model while decreasing their precision.']","Given a fixed resource budget, what tradeoff do the authors recommend to improve performance?",increase parameter count
" $\mathcal{N}(0,\sigma^2)$","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4 is information-theoretically optimal under the implicit assumption about pretrained weights that they follow a","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', NF4 is information-theoretically optimal under the implicit assumption about pretrained weights that they follow a $\mathcal{N}(0,\sigma^2)$",Implicit Assumptions - Distributional Assumption,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}), we can transform all weights to a single fixed distribution by scaling $\\sigma$ such that the distribution fits exactly into the range of our data type.', 'The information theoretically optimal data type for zero-mean normal distributions with arbitrary standard deviations $\\sigma$ in the range $[-1, 1]$ is computed as follows:']",What implicit assumption about pretrained weights makes NF4 information-theoretically optimal?,zero-mean normal
 to center the values,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors subtract the mean from the first-level quantization constants before quantizing them in order","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors subtract the mean from the first-level quantization constants before quantizing them in order to center the values",Causal Mechanism - Preprocessing Rationale,"['Since the $c_2^{\\text{FP32}}$ are positive, we subtract the mean from $c_2$ before quantization to center the values around zero and make use of symmetric quantization.']",Why do the authors subtract the mean from the first-level quantization constants before quantizing them?,center values
