row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", The Walt Disney Company, The Walt Disney Company,"In George Santos v. James C. Kimmel, George Santos appealed from a final judgment of the United States District Court for the Southern District of New York dismissing his copyright infringement and state law claims against Jimmy Kimmel, ABC, and ABC’s parent company,","According to the opinion in ""Santos v. Kimmel"", George Santos appealed from a final judgment of the United States District Court for the Southern District of New York dismissing his copyright infringement and state law claims against Jimmy Kimmel, ABC, and ABC’s parent company,","In George Santos v. James C. Kimmel, George Santos appealed from a final judgment of the United States District Court for the Southern District of New York dismissing his copyright infringement and state law claims against Jimmy Kimmel, ABC, and ABC’s parent company, The Walt Disney Company.","According to the opinion in ""Santos v. Kimmel"", George Santos appealed from a final judgment of the United States District Court for the Southern District of New York dismissing his copyright infringement and state law claims against Jimmy Kimmel, ABC, and ABC’s parent company, The Walt Disney Company."
12,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title. Also normalized target leading spacing so probe+target reads as a grammatical cloze.",Jimmy Kimmel Live!, Jimmy Kimmel Live!,"According to the opinion in George Santos v. James C. Kimmel, after Santos fulfilled each Cameo request, Kimmel aired the videos as part of the mocking segment series “Will Santos Say It?” on","According to the opinion in ""Santos v. Kimmel"", after Santos fulfilled each Cameo request, Kimmel aired the videos as part of the mocking segment series “Will Santos Say It?” on","According to the opinion in George Santos v. James C. Kimmel, after Santos fulfilled each Cameo request, Kimmel aired the videos as part of the mocking segment series “Will Santos Say It?” on Jimmy Kimmel Live!","According to the opinion in ""Santos v. Kimmel"", after Santos fulfilled each Cameo request, Kimmel aired the videos as part of the mocking segment series “Will Santos Say It?” on Jimmy Kimmel Live!"
13,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", “Will Santos Say It?”, “Will Santos Say It?”,"According to the opinion in ""George Santos v. James C. Kimmel,"" after Kimmel used fictitious names to request personalized videos from Santos through Cameo and later aired those videos on Jimmy Kimmel Live!, the title of the mocking segment series on the show was","According to the opinion in ""Santos v. Kimmel"", after Kimmel used fictitious names to request personalized videos from Santos through Cameo and later aired those videos on Jimmy Kimmel Live!, the title of the mocking segment series on the show was","According to the opinion in ""George Santos v. James C. Kimmel,"" after Kimmel used fictitious names to request personalized videos from Santos through Cameo and later aired those videos on Jimmy Kimmel Live!, the title of the mocking segment series on the show was “Will Santos Say It?”","According to the opinion in ""Santos v. Kimmel"", after Kimmel used fictitious names to request personalized videos from Santos through Cameo and later aired those videos on Jimmy Kimmel Live!, the title of the mocking segment series on the show was “Will Santos Say It?”"
14,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", Rule 12(b)(6) of the Federal Rules of Civil Procedure, Rule 12(b)(6) of the Federal Rules of Civil Procedure,"According to the opinion in ""George Santos v. James C. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under","According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under","According to the opinion in ""George Santos v. James C. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under Rule 12(b)(6) of the Federal Rules of Civil Procedure","According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under Rule 12(b)(6) of the Federal Rules of Civil Procedure"
15,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", the fair use doctrine, the fair use doctrine,"In George Santos v. James C. Kimmel, the United States District Court for the Southern District of New York dismissed Santos’s copyright infringement claims under Rule 12(b)(6), concluding that they were barred by","According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s copyright infringement claims under Rule 12(b)(6), concluding that they were barred by","In George Santos v. James C. Kimmel, the United States District Court for the Southern District of New York dismissed Santos’s copyright infringement claims under Rule 12(b)(6), concluding that they were barred by the fair use doctrine","According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s copyright infringement claims under Rule 12(b)(6), concluding that they were barred by the fair use doctrine"
16,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", the fair use doctrine, the fair use doctrine,"In George Santos v. James C. Kimmel, decided by the United States Court of Appeals for the Second Circuit on appeal from a Rule 12(b)(6) dismissal, the court said Santos’s copyright infringement claims were barred by","According to the opinion in ""Santos v. Kimmel"", decided by the United States Court of Appeals for the Second Circuit on appeal from a Rule 12(b)(6) dismissal, the court said Santos’s copyright infringement claims were barred by","In George Santos v. James C. Kimmel, decided by the United States Court of Appeals for the Second Circuit on appeal from a Rule 12(b)(6) dismissal, the court said Santos’s copyright infringement claims were barred by the fair use doctrine","According to the opinion in ""Santos v. Kimmel"", decided by the United States Court of Appeals for the Second Circuit on appeal from a Rule 12(b)(6) dismissal, the court said Santos’s copyright infringement claims were barred by the fair use doctrine"
17,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", de novo, de novo,"In George Santos v. James C. Kimmel, the Court of Appeals reviews the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6)","According to the opinion in ""Santos v. Kimmel"", the Court of Appeals reviews the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6)","In George Santos v. James C. Kimmel, the Court of Appeals reviews the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6) de novo.","According to the opinion in ""Santos v. Kimmel"", the Court of Appeals reviews the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6) de novo."
18,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title. Also normalized target leading spacing so probe+target reads as a grammatical cloze.",documents attached to the complaint as exhibits., documents attached to the complaint as exhibits.,"In George Santos v. James C. Kimmel, the Second Circuit stated that, on review of the Rule 12(b)(6) dismissal, it may consider","According to the opinion in ""Santos v. Kimmel"", the Second Circuit stated that, on review of the Rule 12(b)(6) dismissal, it may consider","In George Santos v. James C. Kimmel, the Second Circuit stated that, on review of the Rule 12(b)(6) dismissal, it may consider documents attached to the complaint as exhibits.","According to the opinion in ""Santos v. Kimmel"", the Second Circuit stated that, on review of the Rule 12(b)(6) dismissal, it may consider documents attached to the complaint as exhibits."
19,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", documents incorporated by reference in the complaint., documents incorporated by reference in the complaint.,"In George Santos v. James C. Kimmel, while reviewing the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6) de novo, the Second Circuit stated that courts consider, in addition to the facts alleged in the complaint and exhibits attached to it,","According to the opinion in ""Santos v. Kimmel"", while reviewing the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6) de novo, the Second Circuit stated that courts consider, in addition to the facts alleged in the complaint and exhibits attached to it,","In George Santos v. James C. Kimmel, while reviewing the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6) de novo, the Second Circuit stated that courts consider, in addition to the facts alleged in the complaint and exhibits attached to it, documents incorporated by reference in the complaint.","According to the opinion in ""Santos v. Kimmel"", while reviewing the District Court’s dismissal of Santos’s complaint under Rule 12(b)(6) de novo, the Second Circuit stated that courts consider, in addition to the facts alleged in the complaint and exhibits attached to it, documents incorporated by reference in the complaint."
20,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", the Copyright Office’s registry., the Copyright Office’s registry.,"According to the opinion in ""George Santos v. James C. Kimmel"", on de novo review of the District Court’s dismissal under Rule 12(b)(6), the court may take judicial notice of copyright registrations as published in","According to the opinion in ""Santos v. Kimmel"", on de novo review of the District Court’s dismissal under Rule 12(b)(6), the court may take judicial notice of copyright registrations as published in","According to the opinion in ""George Santos v. James C. Kimmel"", on de novo review of the District Court’s dismissal under Rule 12(b)(6), the court may take judicial notice of copyright registrations as published in the Copyright Office’s registry.","According to the opinion in ""Santos v. Kimmel"", on de novo review of the District Court’s dismissal under Rule 12(b)(6), the court may take judicial notice of copyright registrations as published in the Copyright Office’s registry."
21,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", the degree to which the use is transformative, the degree to which the use is transformative,"In ""George Santos v. James C. Kimmel,"" when the court assesses the ""purpose and character of the use"" factor under fair use, it focuses chiefly on","According to the opinion in ""Santos v. Kimmel"", when the court assesses the ""purpose and character of the use"" factor under fair use, it focuses chiefly on","In ""George Santos v. James C. Kimmel,"" when the court assesses the ""purpose and character of the use"" factor under fair use, it focuses chiefly on the degree to which the use is transformative.","According to the opinion in ""Santos v. Kimmel"", when the court assesses the ""purpose and character of the use"" factor under fair use, it focuses chiefly on the degree to which the use is transformative."
22,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", a further purpose or different character., a further purpose or different character.,"According to the opinion in ""George Santos v. James C. Kimmel,"" when the court assessed the Copyright Act’s fair-use factor for the “purpose and character of the use,” it said the inquiry turns on whether the new work merely supersedes the original or instead adds something new with","According to the opinion in ""Santos v. Kimmel"", when the court assessed the Copyright Act’s fair-use factor for the “purpose and character of the use,” it said the inquiry turns on whether the new work merely supersedes the original or instead adds something new with","According to the opinion in ""George Santos v. James C. Kimmel,"" when the court assessed the Copyright Act’s fair-use factor for the “purpose and character of the use,” it said the inquiry turns on whether the new work merely supersedes the original or instead adds something new with a further purpose or different character.","According to the opinion in ""Santos v. Kimmel"", when the court assessed the Copyright Act’s fair-use factor for the “purpose and character of the use,” it said the inquiry turns on whether the new work merely supersedes the original or instead adds something new with a further purpose or different character."
23,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", the pleading stage, the pleading stage,"In ""George Santos v. James C. Kimmel,"" the opinion states that, in a copyright action, fair use may be ""so clearly established by a complaint as to support dismissal of a copyright infringement claim"" at","According to the opinion in ""Santos v. Kimmel"", the opinion states that, in a copyright action, fair use may be ""so clearly established by a complaint as to support dismissal of a copyright infringement claim"" at","In ""George Santos v. James C. Kimmel,"" the opinion states that, in a copyright action, fair use may be ""so clearly established by a complaint as to support dismissal of a copyright infringement claim"" at the pleading stage","According to the opinion in ""Santos v. Kimmel"", the opinion states that, in a copyright action, fair use may be ""so clearly established by a complaint as to support dismissal of a copyright infringement claim"" at the pleading stage"
24,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", dismissal of a copyright infringement claim, dismissal of a copyright infringement claim,"According to the opinion in George Santos v. James C. Kimmel, the court explains that fair use may be so clearly established by a complaint as to support","According to the opinion in ""Santos v. Kimmel"", the court explains that fair use may be so clearly established by a complaint as to support","According to the opinion in George Santos v. James C. Kimmel, the court explains that fair use may be so clearly established by a complaint as to support dismissal of a copyright infringement claim.","According to the opinion in ""Santos v. Kimmel"", the court explains that fair use may be so clearly established by a complaint as to support dismissal of a copyright infringement claim."
25,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title. Also normalized target leading spacing so probe+target reads as a grammatical cloze.",“instigated the creation of the original Works.”, “instigated the creation of the original Works.”,"In George Santos v. James C. Kimmel, Santos argued that Kimmel had","According to the opinion in ""Santos v. Kimmel"", Santos argued that Kimmel had","In George Santos v. James C. Kimmel, Santos argued that Kimmel had “instigated the creation of the original Works.”","According to the opinion in ""Santos v. Kimmel"", Santos argued that Kimmel had “instigated the creation of the original Works.”"
26,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", “to comment on the willingness of Santos . . . to say absurd things for money.”, “to comment on the willingness of Santos . . . to say absurd things for money.”,"In George Santos v. James C. Kimmel, in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was","According to the opinion in ""Santos v. Kimmel"", in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was","In George Santos v. James C. Kimmel, in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was “to comment on the willingness of Santos . . . to say absurd things for money.”","According to the opinion in ""Santos v. Kimmel"", in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was “to comment on the willingness of Santos . . . to say absurd things for money.”"
27,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title. Also normalized target leading spacing so probe+target reads as a grammatical cloze.",say absurd things for money., say absurd things for money.,"According to the opinion in George Santos v. James C. Kimmel, the District Court found that the purpose of the allegedly infringing use was to comment on Santos’s willingness to","According to the opinion in ""Santos v. Kimmel"", the District Court found that the purpose of the allegedly infringing use was to comment on Santos’s willingness to","According to the opinion in George Santos v. James C. Kimmel, the District Court found that the purpose of the allegedly infringing use was to comment on Santos’s willingness to say absurd things for money.","According to the opinion in ""Santos v. Kimmel"", the District Court found that the purpose of the allegedly infringing use was to comment on Santos’s willingness to say absurd things for money."
28,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", what a reasonable observer thinks, what a reasonable observer thinks,"According to the opinion in ""George Santos v. James C. Kimmel,"" when the court considered whether a secondary use was transformative in the copyright fair use analysis, the inquiry was controlled by","According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in the copyright fair use analysis, the inquiry was controlled by","According to the opinion in ""George Santos v. James C. Kimmel,"" when the court considered whether a secondary use was transformative in the copyright fair use analysis, the inquiry was controlled by what a reasonable observer thinks","According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in the copyright fair use analysis, the inquiry was controlled by what a reasonable observer thinks"
29,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title."," what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user."," what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user.","According to the opinion in ""George Santos v. James C. Kimmel,"" when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on","According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on","According to the opinion in ""George Santos v. James C. Kimmel,"" when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user.","According to the opinion in ""Santos v. Kimmel"", when the court considered whether a secondary use was transformative in this copyright action, it said that whether a secondary use is transformative turns on what a reasonable observer thinks, not the subjective intent of the copyright holder or that of the secondary user."
30,repair,source_framing_issue|poor_wording|leakage,Repaired legal source framing and rewrote the awkward cloze so the target phrase is not partially repeated before the blank., the subjective interpretation of a court, the subjective interpretation of a court,"According to the opinion in ""George Santos v. James C. Kimmel,"" in discussing the fair use inquiry under the Copyright Act and quoting Andy Warhol Found. for Visual Arts, Inc. v. Goldsmith, 598 U.S. 508, 544 (2023), the court stated that, in addition to the user’s subjective intent, the subjective interpretation that does not determine the purpose of the use is","According to the opinion in ""Santos v. Kimmel"", in discussing the fair use inquiry under the Copyright Act and quoting Andy Warhol, the purpose of the use is not determined by the user’s subjective intent or by","According to the opinion in ""George Santos v. James C. Kimmel,"" in discussing the fair use inquiry under the Copyright Act and quoting Andy Warhol Found. for Visual Arts, Inc. v. Goldsmith, 598 U.S. 508, 544 (2023), the court stated that, in addition to the user’s subjective intent, the subjective interpretation that does not determine the purpose of the use is the subjective interpretation of a court","According to the opinion in ""Santos v. Kimmel"", in discussing the fair use inquiry under the Copyright Act and quoting Andy Warhol, the purpose of the use is not determined by the user’s subjective intent or by the subjective interpretation of a court."
31,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title."," “feelings of hope, strength, perseverance, encouragement, and positivity,”"," “feelings of hope, strength, perseverance, encouragement, and positivity,”","In the court’s fair-use discussion in George Santos v. James C. Kimmel, when addressing whether the videos were transformative, Santos’s original allegation said a reasonable observer would think the videos conveyed","According to the opinion in ""Santos v. Kimmel"", in the court’s fair-use discussion, when addressing whether the videos were transformative, Santos’s original allegation said a reasonable observer would think the videos conveyed","In the court’s fair-use discussion in George Santos v. James C. Kimmel, when addressing whether the videos were transformative, Santos’s original allegation said a reasonable observer would think the videos conveyed “feelings of hope, strength, perseverance, encouragement, and positivity,”","According to the opinion in ""Santos v. Kimmel"", in the court’s fair-use discussion, when addressing whether the videos were transformative, Santos’s original allegation said a reasonable observer would think the videos conveyed “feelings of hope, strength, perseverance, encouragement, and positivity,”"
32,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", not a willingness to say absurd things for money., not a willingness to say absurd things for money.,"In the opinion in ""George Santos v. James C. Kimmel,"" during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,""","According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,""","In the opinion in ""George Santos v. James C. Kimmel,"" during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,"" not a willingness to say absurd things for money.","According to the opinion in ""Santos v. Kimmel"", during its discussion of whether the videos were transformative for fair-use purposes, the court said a reasonable observer would think the videos conveyed ""feelings of hope, strength, perseverance, encouragement, and positivity,"" not a willingness to say absurd things for money."
33,repair,source_framing_issue|target_source_repair,"Repaired legal source framing and changed the paraphrased tense-shifted target to the exact source span ""demonstrate bad faith and thus nullify the fair use defense.""",bad faith and therefore nullified the fair use defense., demonstrate bad faith and thus nullify the fair use defense.,"In George Santos v. James C. Kimmel, Santos argued that Kimmel’s false representations demonstrated","According to the opinion in ""Santos v. Kimmel"", Santos contended that Kimmel’s false representations","In George Santos v. James C. Kimmel, Santos argued that Kimmel’s false representations demonstrated bad faith and therefore nullified the fair use defense.","According to the opinion in ""Santos v. Kimmel"", Santos contended that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense."
34,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Santos v. Kimmel""; target is meaningful, source-backed, and not leaked by the title.", the fair use defense., the fair use defense.,"According to the opinion in ""George Santos v. James C. Kimmel,"" Santos argues that Kimmel’s false representations demonstrate bad faith and therefore nullify","According to the opinion in ""Santos v. Kimmel"", Santos argues that Kimmel’s false representations demonstrate bad faith and therefore nullify","According to the opinion in ""George Santos v. James C. Kimmel,"" Santos argues that Kimmel’s false representations demonstrate bad faith and therefore nullify the fair use defense.","According to the opinion in ""Santos v. Kimmel"", Santos argues that Kimmel’s false representations demonstrate bad faith and therefore nullify the fair use defense."
