target,probe,fact,inference_type,text_sentences,question,answer
 recover 16-bit performance,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that if one applied $3$-bit GPTQ quantization to the base model and then finetuned with LoRA, one might","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that if one applied $3$-bit GPTQ quantization to the base model and then finetuned with LoRA, one might recover 16-bit performance",Conceptual Synthesis,"['Since finetuning after quantization seems to recover most of the information that is lost during quantization this might enable much more aggressive quantization. For example, 3-bit GPTQ quantization of the basemodel with LoRA might also yield 16-bit full finetuning performance after finetuning.', 'This suggests that the performance lost due to the imprecise quantization can be fully recovered through adapter finetuning after quantization.', 'Results are shown in Table~\\ref{tbl:llama-datatype} where we see that NF4 with double quantization fully recovers the 16-bit LoRA MMLU performance.']","If one applied 3-bit GPTQ quantization to the base model and then finetuned with LoRA, what outcome do the authors suggest might occur?",recover 16-bit performance
 zero-mean normal,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the distributional property of pretrained weights that underlies NF4's information-theoretic optimality is that they are","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the distributional property of pretrained weights that underlies NF4's information-theoretic optimality is that they are zero-mean normal",Conceptual Synthesis,"['Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix~\\ref{app:normality}), we can transform all weights to a single fixed distribution by scaling $\\sigma$ such that the distribution fits exactly into the range of our data type.', 'The information theoretically optimal data type for zero-mean normal distributions with arbitrary standard deviations $\\sigma$ in the range $[-1, 1]$ is computed as follows:', '\\textsc{QLoRA} introduces a number of innovations to save memory without sacrificing performance: (a) 4-bit NormalFloat (NF4), a new data type that is information theoretically optimal for normally distributed weights (b) Double Quantization to reduce the average memory footprint by quantizing the quantization constants, and (c) Paged Optimizers to manage memory spikes.', 'We term the resulting data type that has equal expected number of values in each quantization bin \\emph{k-bit NormalFloat} (NFk), since the data type is information-theoretically optimal for zero-centered normally distributed data.']",What distributional property of pretrained weights underlies NF4's information-theoretic optimality?,zero-mean normal
 scalability to large models,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors identify an open question about applying other PEFT methods, namely their","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors identify an open question about applying other PEFT methods, namely their scalability to large models",Conceptual Synthesis,"['Besides LoRA, there is also a wide variety Parameter Efficient FineTuning (PEFT) methods that have been shown to work well. However, it is unclear if these methods scale to large models.', 'We used LoRA as many results established its robustness but other adapters might yield better performance.', 'An additional limitation is that we did not evaluate different bit-precisions, such as using 3-bit base models, or different adapter methods.', 'We leave it to future work to explore the tradeoffs of other PEFT approaches.']",What open question do the authors identify about applying other PEFT methods?,scalability to large models
 LoRA,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the component that allows training updates while keeping the pretrained weights stored in $4$-bit is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the component that allows training updates while keeping the pretrained weights stored in $4$-bit is LoRA",Conceptual Synthesis,"['backpropagates gradients through a frozen, 4-bit quantized pretrained language model into Low Rank Adapters~(LoRA).', 'we only compute weight gradients for the LoRA parameters which use 16-bit BrainFloat.', 'Low-rank Adapter (LoRA) finetuning \\citep{hu2021lora} is a method that reduces memory requirements by using a small set of trainable parameters, often termed adapters, while not updating the full model parameters which remain fixed.', 'Gradients during stochastic gradient descent are passed through the fixed pretrained model weights to the adapter, which is updated to optimize the loss function.']",Which component allows training updates while keeping the pretrained weights stored in 4-bit?,LoRA
 bitwidth,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', in the phrase '$k$-bit quantile quantization data type', $k$ represents the","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', in the phrase '$k$-bit quantile quantization data type', $k$ represents the bitwidth",Conceptual Synthesis,"['estimate the $2^k+1$ quantiles of a theoretical $N(0,1)$ distribution to obtain a $k$-bit quantile quantization data type for normal distributions', 'More formally, we estimate the $2^k$ values $q_i$ of the data type as follows:', 'To ensure a discrete zeropoint of $0$ and to use all $2^k$ bits for a k-bit datatype, we create an asymmetric data type by estimating the quantiles $q_i$ of two ranges $q_i$: $2^{k-1}$ for the negative part and $2^{k-1}+1$ for the positive part and then we unify these sets of $q_i$ and remove one of the two zeros that occurs in both sets.']","In the phrase 'k-bit quantile quantization data type', what does k represent?",bitwidth
 scale factor,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', conceptually, the role of the quantization constant $c$ in mapping between low-bit and high-bit representations is to act as a","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', conceptually, the role of the quantization constant $c$ in mapping between low-bit and high-bit representations is to act as a scale factor",Mathematical Understanding,"['\\mathbf{X}^{ \\text{Int8}} = \\text{round}\\left( \\frac{127}{{\\text{absmax}}(\\mathbf{X}^{{\\text{FP32}}})}\\mathbf{X}^{{\\text{FP32}}} \\right) = \\text{round}(c^{\\text{FP32}}\\cdot \\mathbf{X}^{{\\text{FP32}}}),', 'where $c$ is the {\\em quantization constant} or {\\em quantization scale}.', '\\text{dequant}(c^{\\text{FP32}}, \\mathbf{X}^{\\text{Int8}}) = \\frac{\\mathbf{X}^{\\text{Int8}}}{c^{\\text{FP32}}} = \\mathbf{X}^{\\text{FP32}}', 'To ensure that the entire range of the low-bit data type is used, the input data type is commonly rescaled into the target data type range through normalization by the absolute maximum of the input elements, which are usually structured as a tensor.', 'Since pretrained neural network weights usually have a zero-centered normal distribution with standard deviation $\\sigma$ (see Appendix\\_\\ref{app:normality}), we can transform all weights to a single fixed distribution by scaling $\\sigma$ such that the distribution fits exactly into the range of our data type.']","Conceptually, what is the role of the quantization constant c in mapping between low-bit and high-bit representations?",scale factor
 4-bit QLoRA finetuning,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary technical contribution that enables large-model finetuning on consumer hardware is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary technical contribution that enables large-model finetuning on consumer hardware is 4-bit QLoRA finetuning",Conceptual Synthesis,"['We have shown evidence that our method, \\textsc{QLoRA}, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA).', 'Our \\textsc{QLoRA} finetuning method is the first method that enables the finetuning of 33B parameter models on a single consumer GPU and 65B parameter models on a single professional GPU, while not degrading performance relative to a full finetuning baseline.', 'We present \\textsc{QLoRA}, an efficient finetuning approach that reduces memory usage enough to finetune a 65B parameter model on a single 48GB GPU while preserving full 16-bit finetuning task performance.', 'We demonstrate for the first time that it is possible to finetune a quantized 4-bit model without any performance degradation.']",What succinctly describes the paper's primary technical contribution that enables large-model finetuning on consumer hardware?,4-bit QLoRA finetuning
 degraded,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors note that if LoRA is applied only to the query and value attention matrices (the standard practice), performance relative to full finetuning is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors note that if LoRA is applied only to the query and value attention matrices (the standard practice), performance relative to full finetuning is degraded",Conceptual Synthesis,"['When using the standard practice of applying LoRA to query and value attention projection matrices \\citep{hu2021lora}, we are not able to replicate full finetuning performance for large base models.', 'the most critical LoRA hyperparameter is how many LoRA adapters are used in total and that LoRA on all linear transformer block layers are required to match full finetuning performance.', 'We combine these contributions into a better tuned LoRA approach that includes adapters at every network layer and thereby avoids almost all of the accuracy tradeoffs seen in prior work.', 'Since the memory footprint of LoRA is so minimal, we can use more adapters to improve performance without significantly increasing the total memory used.']","If LoRA is applied only to query and value attention matrices (the standard practice), what is the expected effect on finetuning performance relative to full finetuning?",degraded
 out-of-memory,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if paged optimizers were not employed during training with long sequences, the problem that would most likely recur is","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if paged optimizers were not employed during training with long sequences, the problem that would most likely recur is out-of-memory",Predicting Hypothetical,"['Paged Optimizers use the NVIDIA unified memory feature wich does automatic page-to-page transfers between the CPU and GPU for error-free GPU processing in the scenario where the GPU occasionally runs out-of-memory.', 'We use this feature to allocate paged memory for the optimizer states which are then automatically evicted to CPU RAM when the GPU runs out-of-memory and paged back into GPU memory when the memory is needed in the optimizer update step.', 'Additionally, we introduce Paged Optimizers, to prevent memory spikes during gradient checkpointing from causing out-of-memory errors that have traditionally made finetuning on a single machine difficult for large models.', '(3) Paged Optimizers, using NVIDIA unified memory to avoid the gradient checkpointing memory spikes that occur when processing a mini-batch with a long sequence length.']","If paged optimizers were not employed during training with long sequences, which problem would most likely recur?",out-of-memory
 quantization scale,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the variable $c$ in the quantization equations plays the conceptual role of the","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the variable $c$ in the quantization equations plays the conceptual role of the quantization scale",Conceptual Synthesis,"['where $c$ is the {\\em quantization constant} or {\\em quantization scale}.', 'To prevent the outlier issue, a common approach is to chunk the input tensor into blocks that are independently quantized, each with their own quantization constant $c$.', 'We quantize these blocks independently with Equation~1 to create a quantized tensor and $n$ quantization constants $c_i$.']","In quantization equations, what is the conceptual role of the variable c?",quantization scale
 does not imply strong chatbot performance,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors find that high MMLU performance","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors find that high MMLU performance does not imply strong chatbot performance",Conceptual Synthesis,"['This also points to partial orthogonality in current evaluation benchmarks: strong MMLU performance does not imply strong chatbot performance (as measured by Vicuna or OA benchmarks) and vice versa for most models.', 'From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'Second, we show that strong Massive Multitask Language Understanding (MMLU) benchmark performance does not imply strong Vicuna chatbot benchmark performance and vice versa—in other words, dataset suitability matters more than size for a given task.', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark (similar trends are observed with other models).']","According to the authors, does high MMLU performance guarantee strong chatbot performance?",does not imply
 4-bit with LoRA,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the core contribution is a combined technical approach that enables large-model finetuning on consumer hardware:","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the core contribution is a combined technical approach that enables large-model finetuning on consumer hardware: 4-bit with LoRA",Conceptual Synthesis,"['We have shown evidence that our method, \\textsc{QLoRA}, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA).', 'Our \\textsc{QLoRA} finetuning method is the first method that enables the finetuning of 33B parameter models on a single consumer GPU and 65B parameter models on a single professional GPU, while not degrading performance relative to a full finetuning baseline.', 'QLoRA backpropagates gradients through a frozen, 4-bit quantized pretrained language model into Low Rank Adapters~(LoRA).', 'QLoRA has one low-precision storage data type, in our case usually 4-bit, and one computation data type that is usually BFloat16.']",Which combined technical approach is the paper's core contribution enabling large-model finetuning on consumer hardware?,4-bit QLoRA with LoRA
 resource cost,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary constraint that prevented the authors from proving QLoRA matches $16$-bit finetuning at the largest scales was","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the primary constraint that prevented the authors from proving QLoRA matches $16$-bit finetuning at the largest scales was resource cost",Conceptual Synthesis,"['We have shown evidence that our method, \\textsc{QLoRA}, can replicate 16-bit full finetuning performance with a 4-bit base model and Low-rank Adapters (LoRA). Despite this evidence, we did not establish that \\textsc{QLoRA} can match full 16-bit finetuning performance at 33B and 65B scales. Due to the immense resource costs, we leave this study to future work.', 'Finetuning very large models is prohibitively expensive; regular 16-bit finetuning of a LLaMA 65B parameter model~\\citep{touvron2023llama} requires more than 780 GB of GPU memory.', 'For our second setup, since full finetuning models at and beyond 11B parameters requires more than one server of high memory GPUs, we continue to test whether 4-bit \\textsc{QLoRA} can match 16-bit LoRA at the 7B to 65B parameter scales.']",What primary constraint prevented the authors from proving QLoRA matches 16-bit finetuning at the largest scales?,resource cost
 numerical precision,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', QLoRA dequantizes the stored weights to $\mathrm{BF16}$ before performing matrix multiplications to improve","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', QLoRA dequantizes the stored weights to $\mathrm{BF16}$ before performing matrix multiplications to improve numerical precision",New Insight,"['In practice, this means whenever a \\textsc{QLoRA} weight tensor is used, we dequantize the tensor to BFloat16, and then perform a matrix multiplication in 16-bit.', 'However, the calculation of $\\frac{\\partial E}{\\partial \\mathbf{L}_i}$ entails the calculation of $\\frac{\\partial \\mathbf{X}}{\\partial \\mathbf{W}}$ which proceeds via equation~(5) with dequantization from storage $\\mathbf{W}^{\\text{NF4}}$ to computation data type $\\mathbf{W}^{\\text{BF16}}$ to calculate the derivative $\\frac{\\partial \\mathbf{X}}{\\partial \\mathbf{W}}$ in BFloat16 precision.', 'To summarize, \\textsc{QLoRA} has one storage data type (usually 4-bit NormalFloat) and a computation data type (16-bit BrainFloat).']",Why does QLoRA dequantize stored weights to BF16 before performing matmuls?,for numerical precision
 larger lower-precision models,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given a fixed compute budget, the authors claim that increasing the number of model parameters while reducing numerical precision yields better performance, favoring","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', given a fixed compute budget, the authors claim that increasing the number of model parameters while reducing numerical precision yields better performance, favoring larger lower-precision models",Conceptual Synthesis,"['our MMLU and Elo results indicate that with a given finetuning and inference resource budget it is beneficial to increase the number of parameters in the base model while decreasing their precision.', 'This highlights the importance of efficiency benefits from \\textsc{QLoRA}.', 'Guanaco 33B has more parameters than the Vicuna 13B model, but uses only 4-bit precision for its weights and is thus much more memory efficient at 21 GB vs 26 GB, providing a three percentage points of improvement over Vicuna 13B.', 'We present \\textsc{QLoRA}, an efficient finetuning approach that reduces memory usage enough to finetune a 65B parameter model on a single 48GB GPU while preserving full 16-bit finetuning task performance.']","Given a fixed compute budget, which of the following strategies do the authors claim is more beneficial: larger models at lower precision, or smaller models at higher precision?",larger lower-precision models
 blocksize,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', to better handle weight outliers during block-wise quantization, the hyperparameter to change is","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', to better handle weight outliers during block-wise quantization, the hyperparameter to change is blocksize",Conceptual Synthesis,"['The problem with this approach is that if a large magnitude value (i.e., an outlier) occurs in the input tensor, then the quantization bins—certain bit combinations—are not utilized well with few or no numbers quantized in some bins.', 'To prevent the outlier issue, a common approach is to chunk the input tensor into blocks that are independently quantized, each with their own quantization constant $c$.', 'We use a blocksize of 64 for $\\mathbf{W}$ for higher quantization precision and a blocksize of 256 for $c_2$ to conserve memory.', 'We chunk the input tensor  $\\mathbf{X}\\in \\mathbb{R}^{b\\times h}$ into $n$ contiguous blocks of size $B$ by flattening the input tensor and slicing the linear segment into ${n = ({b\\times h} )/{B} }$ blocks.', 'While a small blocksize is required for precise 4-bit quantization~\\citep{dettmers2022case}, it also has a considerable memory overhead.']","To better handle weight outliers during block-wise quantization, which hyperparameter should you change?",blocksize
 GPT-4,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that, for a low-cost but imperfect method to rank chatbots, a model-based evaluator is a reasonable alternative to humans, specifically using","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors suggest that, for a low-cost but imperfect method to rank chatbots, a model-based evaluator is a reasonable alternative to humans, specifically using GPT-4",Conceptual Synthesis,"['We find that GPT-4 and human evaluations largely agree on the rank of model performance in the tournaments, but we also find there are instances of strong disagreement.', 'We provide a detailed analysis of chatbot performance based on both human and GPT-4 evaluations showing that GPT-4 evaluations are a cheap and reasonable alternative to human evaluation.', 'First, based on the evaluation protocol introduced by \\citet{vicuna2023}, we use GPT-4 to rate the performance of different systems against ChatGPT (GPT-3.5 Turbo) on the Vicuna benchmark.', 'Overall, this shows a moderate agreement between system-level judgments by GPT-4 and human annotators, and thus that model-based evaluation represents a somewhat reliable alternative to human evaluation.']","If you needed a low-cost but imperfect method to rank chatbots, which evaluator do the authors suggest as a reasonable alternative to humans?",GPT-4
 self-preference bias,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors report observing a specific bias in GPT-4's automated evaluations:","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors report observing a specific bias in GPT-4's automated evaluations: self-preference bias",Conceptual Synthesis,"['In our analysis, we also find that automated evaluation systems have noticeable biases.', 'In addition, in Table~\\ref{tbl:elo_large}, we observe that GPT-4 assigns significantly higher scores to its own outputs compared to human ratings, Elo of 1348 vs 1176, which represent an additional ~20\\% probability of winning against an opponent.']",What specific bias do the authors report observing in GPT-4's automated evaluations?,self-preference bias
 all linear layers,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if LoRA applied only to attention $Q$/$V$ projections fails to match full finetuning performance, adapters should be applied to","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', if LoRA applied only to attention $Q$/$V$ projections fails to match full finetuning performance, adapters should be applied to all linear layers",Conceptual Synthesis,"['When using the standard practice of applying LoRA to query and value attention projection matrices \\citep{hu2021lora}, we are not able to replicate full finetuning performance for large base models.', 'we find that the most critical LoRA hyperparameter is how many LoRA adapters are used in total and that LoRA on all linear transformer block layers are required to match full finetuning performance.', 'We combine these contributions into a better tuned LoRA approach that includes adapters at every network layer and thereby avoids almost all of the accuracy tradeoffs seen in prior work.']","If LoRA applied only to attention Q/V fails to match full finetuning, where must adapters be applied to restore parity?",all linear layers
 favoring the earlier response,"According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', when scoring paired responses, GPT-4 exhibited a systematic bias, specifically","According to the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', when scoring paired responses, GPT-4 exhibited a systematic bias, specifically favoring the earlier response",Conceptual Synthesis,"['We find a significant ordering effect with GPT-4 increasing the score of the response occurring earlier in the prompt.', 'We observe strong order effects with GPT-4 assigning higher scores to the system appearing first in its prompt.']",What systematic bias did GPT-4 exhibit when scoring paired responses?,favoring earlier response
 dataset similarity,"In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors state that comparing model performance across different benchmarks rests on an implicit evaluation assumption about how datasets relate to one another; this assumption is called","In the paper 'QLoRA: Efficient Finetuning of Quantized LLMs', the authors state that comparing model performance across different benchmarks rests on an implicit evaluation assumption about how datasets relate to one another; this assumption is called dataset similarity",Conceptual Synthesis,"['From the evidence presented, it appears that the performance of these benchmarks likely depends how similar the finetuning data is to the benchmark dataset.', 'For example, FLAN v2 is similar to MMLU, but dissimilar to chatbot benchmarks and vice versa for the Chip2 dataset and both models score accordingly on the MMLU and Vicuna benchmarks.', 'Furthermore, we can see from Tables \\ref{tbl:mmlu-llama} and \\ref{tbl:vicuna_eval} that the suitability of a finetuning dataset is a determining factor in performance.', 'Finetuning Llama models on FLAN v2 does particularly well on MMLU, but performs worst on the Vicuna benchmark (similar trends are observed with other models).']",What implicit assumption about evaluation underlies comparing model performance across different benchmarks?,dataset similarity
