row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", post-training quantization., post-training quantization.,"According to the paper *""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits""*, the approach the authors say can be used to address the challenges posed by the rapid growth in LLM size and capabilities by creating low-bit models for inference is","According to the paper *""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits""*, the approach the authors say can be used to address the challenges posed by the rapid growth in LLM size and capabilities by creating low-bit models for inference is","According to the paper *""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits""*, the approach the authors say can be used to address the challenges posed by the rapid growth in LLM size and capabilities by creating low-bit models for inference is post-training quantization.","According to the paper *""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits""*, the approach the authors say can be used to address the challenges posed by the rapid growth in LLM size and capabilities by creating low-bit models for inference is post-training quantization."
12,repair,poor_wording,Removed colon-before-target wording while preserving the source-backed cloze., low-bit models, low-bit models,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", one approach to address the deployment, energy, and memory challenges of large language models is to use post-training quantization for inference to create:","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", one approach to address the deployment, energy, and memory challenges of large language models is to use post-training quantization for inference to create","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", one approach to address the deployment, energy, and memory challenges of large language models is to use post-training quantization for inference to create low-bit models.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", one approach to address the deployment, energy, and memory challenges of large language models is to use post-training quantization for inference to create low-bit models"
13,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", weights and activations, weights and activations,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization creates low-bit models for inference and lowers the memory and computational requirements of LLMs by reducing the precision of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization creates low-bit models for inference and lowers the memory and computational requirements of LLMs by reducing the precision of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization creates low-bit models for inference and lowers the memory and computational requirements of LLMs by reducing the precision of weights and activations","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization creates low-bit models for inference and lowers the memory and computational requirements of LLMs by reducing the precision of weights and activations"
14,repair,source_framing_issue,"Probe said only ""the paper"" without the required title; added the correct paper title.", LLMs, LLMs,"According to the paper, post-training quantization methods that reduce the precision of weights and activations significantly reduce memory and computational requirements for","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization methods that reduce the precision of weights and activations significantly reduce memory and computational requirements for","According to the paper, post-training quantization methods that reduce the precision of weights and activations significantly reduce memory and computational requirements for LLMs","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization methods that reduce the precision of weights and activations significantly reduce memory and computational requirements for LLMs"
15,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", 4-bit variants., 4-bit variants.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the trend in post-training quantization for large language models has been moving from 16 bits toward","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the trend in post-training quantization for large language models has been moving from 16 bits toward","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the trend in post-training quantization for large language models has been moving from 16 bits toward 4-bit variants.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" the trend in post-training quantization for large language models has been moving from 16 bits toward 4-bit variants."
16,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", 16 bits., 16 bits.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the trend in post-training quantization has been to move to lower-bit variants such as 4-bit models from","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the trend in post-training quantization has been to move to lower-bit variants such as 4-bit models from","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the trend in post-training quantization has been to move to lower-bit variants such as 4-bit models from 16 bits.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the trend in post-training quantization has been to move to lower-bit variants such as 4-bit models from 16 bits."
17,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", post-training quantization., post-training quantization.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the technique described as sub-optimal even though it is widely used in industry LLMs is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the technique described as sub-optimal even though it is widely used in industry LLMs is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the technique described as sub-optimal even though it is widely used in industry LLMs is post-training quantization.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the technique described as sub-optimal even though it is widely used in industry LLMs is post-training quantization."
18,repair,poor_wording,"Original wording incorrectly suggested the LLMs, rather than post-training quantization, were described as sub-optimal; rewrote to the supported fact.", industry LLMs., industry LLMs.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization is widely used in the type of large language models described as sub-optimal, namely","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization is widely used in","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization is widely used in the type of large language models described as sub-optimal, namely industry LLMs.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", post-training quantization is widely used in industry LLMs."
19,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", BitNet., BitNet.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is BitNet.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the 1-bit model architecture cited as an example of a promising direction for reducing the cost of LLMs while maintaining their performance is BitNet."
20,repair,poor_wording,Removed colon-before-target wording while preserving the source-backed cloze., floating values., floating values.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" most operations in vanilla LLMs are performed using 16-bit:","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", most operations in vanilla LLMs are performed using 16-bit","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" most operations in vanilla LLMs are performed using 16-bit floating values.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", most operations in vanilla LLMs are performed using 16-bit floating values."
21,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", matrix multiplication., matrix multiplication.,"The paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" states that the bulk of vanilla LLMs, represented in 16-bit floating values such as FP16 or BF16, is","The paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" states that the bulk of vanilla LLMs, represented in 16-bit floating values such as FP16 or BF16, is","The paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" states that the bulk of vanilla LLMs, represented in 16-bit floating values such as FP16 or BF16, is matrix multiplication.","The paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"" states that the bulk of vanilla LLMs, represented in 16-bit floating values such as FP16 or BF16, is matrix multiplication."
22,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", floating-point addition and multiplication operations., floating-point addition and multiplication operations.,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that vanilla LLMs use 16-bit floating values and that most of an LLM consists of matrix multiplication, the major computation cost is","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that vanilla LLMs use 16-bit floating values and that most of an LLM consists of matrix multiplication, the major computation cost is","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that vanilla LLMs use 16-bit floating values and that most of an LLM consists of matrix multiplication, the major computation cost is floating-point addition and multiplication operations.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that vanilla LLMs use 16-bit floating values and that most of an LLM consists of matrix multiplication, the major computation cost is floating-point addition and multiplication operations."
23,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", integer addition., integer addition.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", unlike vanilla LLMs that use floating-point addition and multiplication, BitNet matrix multiplication involves only","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", unlike vanilla LLMs that use floating-point addition and multiplication, BitNet matrix multiplication involves only","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", unlike vanilla LLMs that use floating-point addition and multiplication, BitNet matrix multiplication involves only integer addition.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", unlike vanilla LLMs that use floating-point addition and multiplication, BitNet matrix multiplication involves only integer addition."
24,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", energy cost, energy cost,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet uses only integer addition in matrix multiplication, saving orders of","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet uses only integer addition in matrix multiplication, saving orders of","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet uses only integer addition in matrix multiplication, saving orders of energy cost","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", BitNet uses only integer addition in matrix multiplication, saving orders of energy cost"
25,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", faster computation., faster computation.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that power is the fundamental limit to compute performance in many chips, the energy savings from BitNet's integer-only matrix multiplication can be translated into","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that power is the fundamental limit to compute performance in many chips, the energy savings from BitNet's integer-only matrix multiplication can be translated into","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that power is the fundamental limit to compute performance in many chips, the energy savings from BitNet's integer-only matrix multiplication can be translated into faster computation.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", given that power is the fundamental limit to compute performance in many chips, the energy savings from BitNet's integer-only matrix multiplication can be translated into faster computation."
26,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", transferring model parameters from DRAM to the memory of an on-chip accelerator., transferring model parameters from DRAM to the memory of an on-chip accelerator.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, an expense in addition to computation is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, an expense in addition to computation is","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, an expense in addition to computation is transferring model parameters from DRAM to the memory of an on-chip accelerator.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, an expense in addition to computation is transferring model parameters from DRAM to the memory of an on-chip accelerator."
27,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", an on-chip accelerator., an on-chip accelerator.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, model parameters are transferred from DRAM to the memory of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, model parameters are transferred from DRAM to the memory of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, model parameters are transferred from DRAM to the memory of an on-chip accelerator.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", during inference, model parameters are transferred from DRAM to the memory of an on-chip accelerator."
28,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", SRAM., SRAM.,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the memory component that some attempts have enlarged in order to improve throughput, even though doing so introduces significantly higher costs than DRAM, is","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the memory component that some attempts have enlarged in order to improve throughput, even though doing so introduces significantly higher costs than DRAM, is","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the memory component that some attempts have enlarged in order to improve throughput, even though doing so introduces significantly higher costs than DRAM, is SRAM.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the memory component that some attempts have enlarged in order to improve throughput, even though doing so introduces significantly higher costs than DRAM, is SRAM."
29,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", DRAM, DRAM,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", when discussing inference-time transfer of model parameters to an on-chip accelerator's SRAM, the paper states that enlarging SRAM to improve throughput incurs significantly higher costs than","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", when discussing inference-time transfer of model parameters to an on-chip accelerator's SRAM, the paper states that enlarging SRAM to improve throughput incurs significantly higher costs than","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", when discussing inference-time transfer of model parameters to an on-chip accelerator's SRAM, the paper states that enlarging SRAM to improve throughput incurs significantly higher costs than DRAM","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", when discussing inference-time transfer of model parameters to an on-chip accelerator's SRAM, the paper states that enlarging SRAM to improve throughput incurs significantly higher costs than DRAM"
30,repair,poor_wording,Reordered an awkward cloze so the capacity/bandwidth qualifier attaches clearly to the memory-footprint claim., a much lower memory footprint., a much lower memory footprint.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", compared with full-precision models, 1-bit LLMs have from both a capacity and bandwidth standpoint","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", compared with full-precision models, 1-bit LLMs have, from both a capacity and bandwidth standpoint,","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", compared with full-precision models, 1-bit LLMs have from both a capacity and bandwidth standpoint a much lower memory footprint.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", compared with full-precision models, 1-bit LLMs have, from both a capacity and bandwidth standpoint, a much lower memory footprint."
31,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", capacity and bandwidth., capacity and bandwidth.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", 1-bit LLMs have a much lower memory footprint than full-precision models from the standpoints of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", 1-bit LLMs have a much lower memory footprint than full-precision models from the standpoints of","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", 1-bit LLMs have a much lower memory footprint than full-precision models from the standpoints of capacity and bandwidth.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", 1-bit LLMs have a much lower memory footprint than full-precision models from the standpoints of capacity and bandwidth."
32,repair,insufficient_context,"Replaced vague ""this leads to"" wording with the explicit source-local antecedent about reducing DRAM weight-loading cost and time.", faster and more efficient inference, faster and more efficient inference,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", according to the discussion of 1-bit LLMs’ lower memory footprint and the reduced cost and time of loading weights from DRAM, this leads to","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", reducing the cost and time of loading weights from DRAM leads to","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", according to the discussion of 1-bit LLMs’ lower memory footprint and the reduced cost and time of loading weights from DRAM, this leads to faster and more efficient inference","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", reducing the cost and time of loading weights from DRAM leads to faster and more efficient inference"
33,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", DRAM., DRAM.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the lower memory footprint of 1-bit LLMs can reduce the cost and time of loading weights during inference from","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the lower memory footprint of 1-bit LLMs can reduce the cost and time of loading weights during inference from","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the lower memory footprint of 1-bit LLMs can reduce the cost and time of loading weights during inference from DRAM.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the lower memory footprint of 1-bit LLMs can reduce the cost and time of loading weights during inference from DRAM."
34,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", \textbf{\text{BitNet b1.58}}, \textbf{\text{BitNet b1.58}},"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the significant 1-bit LLM variant introduced by the authors, where every parameter is ternary and takes values in $\{-1, 0, 1\}$, is called","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the significant 1-bit LLM variant introduced by the authors, where every parameter is ternary and takes values in $\{-1, 0, 1\}$, is called","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the significant 1-bit LLM variant introduced by the authors, where every parameter is ternary and takes values in $\{-1, 0, 1\}$, is called \textbf{\text{BitNet b1.58}}","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the significant 1-bit LLM variant introduced by the authors, where every parameter is ternary and takes values in $\{-1, 0, 1\}$, is called \textbf{\text{BitNet b1.58}}"
35,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations."," \{-1, 0, 1\}."," \{-1, 0, 1\}.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", every parameter in the ternary 1-bit LLM variant BitNet b1.58 can take the values","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", every parameter in the ternary 1-bit LLM variant BitNet b1.58 can take the values","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", every parameter in the ternary 1-bit LLM variant BitNet b1.58 can take the values \{-1, 0, 1\}.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", every parameter in the ternary 1-bit LLM variant BitNet b1.58 can take the values \{-1, 0, 1\}."
36,keep,,"No v13 issue found; target is meaningful, source-backed, and locatable in the full source under allowed normalizations.", 0, 0,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the additional value added to the original 1-bit BitNet, resulting in 1.58 bits in the binary system, was","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the additional value added to the original 1-bit BitNet, resulting in 1.58 bits in the binary system, was","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the additional value added to the original 1-bit BitNet, resulting in 1.58 bits in the binary system, was 0","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the additional value added to the original 1-bit BitNet, resulting in 1.58 bits in the binary system, was 0"
