v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
39,40,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criterion 1 because the target is a generic paraphrastic completion of the probe itself—asking what these limitations 'pose' is essentially answered by the paper's wording as 'fundamental challenges,' leaving little conceptual content for meaningful 5-option distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", limited inference API access and difficulty handling lengthy prompts pose",fundamental challenges.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", limited inference API access and difficulty handling lengthy prompts pose fundamental challenges.",These constraints pose fundamental challenges to the real-world application of LLM-based tabular learning models.,Introduction
41,42,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target phrase ""their prior knowledge"" is a very generic short phrase rather than a distinct concept or method, making it difficult to build five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the proposed approach that assigns large language models the role of feature engineering instead of end-to-end prediction, they propose a more efficient way to utilize",their prior knowledge.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the proposed approach that assigns large language models the role of feature engineering instead of end-to-end prediction, they propose a more efficient way to utilize their prior knowledge.","Instead, we assign them the role of feature engineering, with them proposing a more efficient way to utilize their prior knowledge.",Introduction
42,43,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated (criterion 5): the probe awkwardly asks for the disease-identifying conditions 'as' something, whereas the source fact says the LLM generates rules that determine which feature conditions identify the disease.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the proposed FeatLLM framework for feature engineering, for the task of predicting a particular disease, the LLM can directly infer and generate the conditions that identify the disease as",rules.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the proposed FeatLLM framework for feature engineering, for the task of predicting a particular disease, the LLM can directly infer and generate the conditions that identify the disease as rules.","For instance, for the task of predicting a particular disease, the LLM can directly infer and generate rules that determine which feature conditions result in identifying the disease.",Introduction
51,52,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""distinguish classes,"" is a very short generic phrase with limited conceptual specificity, making it hard to support five meaningful, well-differentiated answer options.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the decisive rules derived in \textsf{FeatLLM}'s second sub-task are intended to",distinguish classes.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the decisive rules derived in \textsf{FeatLLM}'s second sub-task are intended to distinguish classes.","\textsf{FeatLLM} structures the input prompt for engineering new features into the following two sub-tasks: (1) understanding the problem and inferring the relationship between features and targets; and (2) based on the knowledge from the previous step and few-shot examples, deriving decisive rules to distinguish classes.",Introduction
62,63,keep_rejected,too_generic_target|weak_distractor_space,"The probe is unsuitable because the target is a very short, generic descriptive phrase ('low inference cost') in an underspecified sentence fragment, making it hard to create five meaningful, field-specific distractors (criterion 3).",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", \textsf{FeatLLM} yields",low inference cost.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", \textsf{FeatLLM} yields low inference cost.","\textsf{FeatLLM} is free from training constraints and yields low inference cost, rendering the application of the LLM feasible for various real-world problems.",Introduction
66,67,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target is a very generic short phrase ('the knowledge from the data') that offers little conceptual specificity, making it hard to create five meaningful and discriminative answer choices.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that large language models proficiently utilize prior knowledge along with",the knowledge from the data.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that large language models proficiently utilize prior knowledge along with the knowledge from the data.","We show that LLMs proficiently utilize both prior knowledge and the knowledge from the data, extracting high-quality features.",Introduction
69,70,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""various settings,"" is a vague generic phrase with little conceptual content, making it difficult to create five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors report that their framework outperforms contemporary few-shot learning baselines in",various settings.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors report that their framework outperforms contemporary few-shot learning baselines in various settings.",Our framework outperforms contemporary few-shot learning baselines across various settings.,Introduction
77,78,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated and awkwardly paraphrases the source clause, and the target 'additional sources of information' is too generic to support five meaningful distractors (criteria 3 and 5).","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent efforts have employed, alongside domain-specific prior knowledge and to impart appropriate inductive biases for model training,",additional sources of information.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent efforts have employed, alongside domain-specific prior knowledge and to impart appropriate inductive biases for model training, additional sources of information.","Consequently, recent efforts have employed additional sources of information or introduced domain-specific prior knowledge to impart appropriate inductive biases for model training.",Related Work
78,79,keep_rejected,tautological_stem|weak_distractor_space,It fails criterion 1 because the probe is essentially tautological: the target 'domain-specific prior knowledge' just completes and paraphrases what the question already states about introducing prior knowledge to provide inductive biases.,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent efforts have introduced prior knowledge to impart appropriate inductive biases for model training in few-shot tabular learning, namely",domain-specific prior knowledge.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent efforts have introduced prior knowledge to impart appropriate inductive biases for model training in few-shot tabular learning, namely domain-specific prior knowledge.","Consequently, recent efforts have employed additional sources of information or introduced domain-specific prior knowledge to impart appropriate inductive biases for model training.",Related Work
85,86,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criterion 3: the target is the very short, generic word ""columns,"" which is too obvious and lacks enough conceptual specificity to support five meaningful multiple-choice options.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", TransTab trains transformer-based models to learn semantic relationships between",columns.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", TransTab trains transformer-based models to learn semantic relationships between columns.","For instance, TransTab~\cite{wang2022transtab} trains transformer-based models learning of semantic relationships between columns through column names, not just table values.",Related Work
97,98,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target 'various domains' is a generic, low-depth phrase that would not support five meaningful, distinguishable multiple-choice options.",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", LLMs trained on extensive and diverse text corpora have demonstrated the ability to generalize to unseen tasks, proving their utility across",various domains.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", LLMs trained on extensive and diverse text corpora have demonstrated the ability to generalize to unseen tasks, proving their utility across various domains.","LLMs, trained on extensive and diverse text corpora, have demonstrated the ability to generalize to unseen tasks, proving their utility across various domains~\cite{brown2020language}.",Related Work
99,100,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target 'serializing tabular data into text' essentially just restates the probe’s wording about 'converting tabular data before feeding it into the input prompts of LLMs,' making the answer too tautological for a meaningful MCQA.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent studies typically propose converting tabular data before feeding it into the input prompts of LLMs by",serializing tabular data into text.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent studies typically propose converting tabular data before feeding it into the input prompts of LLMs by serializing tabular data into text.","They typically propose serializing tabular data into text and feeding them into the input prompts of LLMs~\cite{dinh2022lift,hegselmann2023tabllm,wang2023anypredict}.",Related Work
100,101,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target is a generic, low-depth phrase ('the input prompts of LLMs') that is too obvious from the wording 'feed the resulting text into' to support five meaningful distractors.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent studies serialize tabular data into text, they feed the resulting text into",the input prompts of LLMs,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent studies serialize tabular data into text, they feed the resulting text into the input prompts of LLMs","They typically propose serializing tabular data into text and feeding them into the input prompts of LLMs~\cite{dinh2022lift,hegselmann2023tabllm,wang2023anypredict}.",Related Work
109,110,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""each class,"" is a trivially short and generic phrase that would not support five meaningful, conceptually distinct answer options.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the LLM directly infers the conditions or rules associated with",each class.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the LLM directly infers the conditions or rules associated with each class.","Instead, it targets the LLM to directly infer the conditions or rules associated with each class.",Related Work
117,118,keep_rejected,weak_distractor_space,"It fails criterion 3 because the target is just a bare notation symbol (\(\mathcal{D}\)) with little conceptual depth, making it difficult to create five meaningful answer choices beyond arbitrary variable names.",No strong restoration rationale under the restoration rubric.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the notation used for the tabular dataset of $N$ labeled samples is",$\mathcal{D}$.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the notation used for the tabular dataset of $N$ labeled samples is $\mathcal{D}$.","Let's consider a tabular dataset with $N$ labeled samples $\mathcal{D} = \{(\mathbf{x}^i, \mathbf{y}^i)\}_{i=1}^{N}$.",Methods
121,122,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because it is essentially tautological under a classification setup and the target is a generic, low-depth phrase ('the predefined set of classes'), making meaningful 5-way distractors unnatural (criteria 1 and 3).",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", under the classification setup, the label $\mathbf{y}^i$ is one of",the predefined set of classes.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", under the classification setup, the label $\mathbf{y}^i$ is one of the predefined set of classes.","Assuming the classification setup, the label $\mathbf{y}^i$ is defined as one of the predefined set of classes.",Methods
122,123,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the completion is essentially tautological with the probe’s own wording—given 'for the k-shot learning experiments,' answering 'k (<N) labeled samples' just restates the setup rather than testing a distinct concept.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for the $k$-shot learning experiments, the model is trained by randomly sampling",$k$ ($<N$) labeled samples.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for the $k$-shot learning experiments, the model is trained by randomly sampling $k$ ($<N$) labeled samples.","For the $k$-shot learning experiments, only $k$ ($<N$) labeled samples are randomly sampled to train the model.",Methods
123,124,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""train the model,"" is a generic, obvious phrase with little conceptual specificity, making it hard to create five meaningful MCQ options.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for the $k$-shot learning experiments in which only $k$ ($<N$) labeled samples are randomly sampled, those sampled labeled examples are used to",train the model.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", for the $k$-shot learning experiments in which only $k$ ($<N$) labeled samples are randomly sampled, those sampled labeled examples are used to train the model.","For the $k$-shot learning experiments, only $k$ ($<N$) labeled samples are randomly sampled to train the model.",Methods
124,125,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target is a generic descriptive phrase ('a more accurate reasoning path') rather than a distinctive concept or named method, making it hard to create five meaningful, discriminative options.",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the authors guide the problem-solving process to mimic how an expert human might approach a tabular learning task in order to help the LLM extract rules, the LLM is guided to use",a more accurate reasoning path.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the authors guide the problem-solving process to mimic how an expert human might approach a tabular learning task in order to help the LLM extract rules, the LLM is guided to use a more accurate reasoning path.","To enable the LLM to extract rules based on a more accurate reasoning path, we guide the problem-solving process to mimic how an expert human might approach a tabular learning task.",Methods
125,126,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""an expert human,"" is a very short, generic phrase with little conceptual specificity, making it hard to create five meaningful and discriminative answer options.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", to enable the LLM to extract rules based on a more accurate reasoning path, the authors guide the problem-solving process to mimic how a tabular learning task might be approached by",an expert human.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", to enable the LLM to extract rules based on a more accurate reasoning path, the authors guide the problem-solving process to mimic how a tabular learning task might be approached by an expert human.","To enable the LLM to extract rules based on a more accurate reasoning path, we guide the problem-solving process to mimic how an expert human might approach a tabular learning task.",Methods
126,127,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated (criterion 5) because the source says the task description itself includes label information, not that 'label information' is a separate fourth component alongside the task, feature descriptions, and example demonstrations.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the basic information description includes the task to be solved, descriptions of features, example demonstrations, and",label information.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the basic information description includes the task to be solved, descriptions of features, example demonstrations, and label information.","It includes a description of the task to be solved with label information, descriptions of features, and example demonstrations.",Methods
129,130,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable because the target is a vague, generic phrase ('the format used in previous studies') that largely restates the probe/source without identifying a distinctive concept, making meaningful 5-way distractors difficult (criteria 1 and 3).",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors serialize the few training samples into text for the example demonstrations using",the format used in previous studies.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors serialize the few training samples into text for the example demonstrations using the format used in previous studies.","Serialization follows the format used in previous studies~\cite{dinh2022lift,hegselmann2023tabllm}:",Methods
130,131,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target 'Serialize' is essentially just a morphological restatement of 'serialization' already given in the probe, making the answer tautological rather than a knowledge-based choice.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the function name denoting the serialization of $(\mathbf{x}^i,\mathbf{y}^i, F)$ into text format for example demonstrations is",Serialize.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the function name denoting the serialization of $(\mathbf{x}^i,\mathbf{y}^i, F)$ into text format for example demonstrations is Serialize.","\begin{align}
&\text{Serialize}(\mathbf{x}^i,\mathbf{y}^i, F) = \nonumber \\ 
&``\ f_1\ \text{is}\ \mathbf{x}^i_1.\ ... \ f_d\  \text{is}\  \mathbf{x}^i_d.\ \ \text{Answer:}\  \mathbf{y}^i\ ”
\end{align}",Methods
135,136,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target ""rules"" is a very short, generic word with too little conceptual specificity to support five meaningful multiple-choice distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the second step of the two-step reasoning process, the LLM uses example demonstrations and the information from the first step to deduce for each class",rules.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the second step of the two-step reasoning process, the LLM uses example demonstrations and the information from the first step to deduce for each class rules.","In the second step, the LLM uses example demonstrations and the information from the first step to deduce rules for each class.",Methods
137,138,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""more significant features,"" is a very generic descriptive phrase with limited conceptual specificity, making it hard to build five meaningful, discriminative answer choices.",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the described two-step reasoning process helps the model beyond avoiding spurious correlations in irrelevant columns by assisting it in focusing on",more significant features.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the described two-step reasoning process helps the model beyond avoiding spurious correlations in irrelevant columns by assisting it in focusing on more significant features.",This two-step reasoning process prevents the model from identifying spurious correlations in irrelevant columns and can assist in focusing on more significant features.,Methods
140,141,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target is essentially a tautological restatement of the probe itself—'guidelines for each answer class' directly cues 'format for the response,' leaving little conceptual distinction for meaningful MCQA distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the prompt specifies guidelines for each answer class in the",format for the response.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the prompt specifies guidelines for each answer class in the format for the response.","The prompt includes the guidelines on the required format for responses for each answer class (i.e., format for the response) and the structure each rule should follow (i.e., format for the rule).",Methods
141,142,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target merely restates the wording already implied in the probe ('guidelines describing how each rule should be written'), making the completion tautological rather than a distinct concept suitable for 5 meaningful options.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the prompt refers to the guidelines describing how each rule should be written as the",format for the rule.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the prompt refers to the guidelines describing how each rule should be written as the format for the rule.","The prompt includes the guidelines on the required format for responses for each answer class (i.e., format for the response) and the structure each rule should follow (i.e., format for the rule).",Methods
142,143,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because the target is a generic, tautological completion of the probe itself ('select the appropriate format'), leaving little conceptual content and making meaningful 5-way distractors unnatural (criteria 1 and 3).",Target remains too generic or low-information for restoration.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors describe specific instructions in the prompt that guide the LLM on how to structure its responses. Based on the feature type, these instructions allow the LLM to select",the appropriate format.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors describe specific instructions in the prompt that guide the LLM on how to structure its responses. Based on the feature type, these instructions allow the LLM to select the appropriate format.",These instructions allow the LLM to select the appropriate format based on the feature type.,Methods
144,145,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the probe is incorrectly formulated relative to the source fact: the paper says the LLM can combine multiple rules using AND/OR, so the target 'multiple rules' makes the completion awkward and essentially circular rather than a distinct answerable concept.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the prompt includes guidelines on the required response format for each answer class and the structure each rule should follow, the LLM can, without additional guidance, combine rules using logical operators like AND or OR into",multiple rules.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the prompt includes guidelines on the required response format for each answer class and the structure each rule should follow, the LLM can, without additional guidance, combine rules using logical operators like AND or OR into multiple rules.","Without additional guidance, the LLM can combine multiple rules using logical operators like AND or OR.",Methods
