step,probe_index,mcqa_accuracy
16,24,1.0
16,25,0.0
20,0,1.0
20,1,1.0
20,2,1.0
20,3,1.0
20,4,1.0
20,5,1.0
20,6,1.0
20,7,1.0
20,8,0.0
20,9,1.0
20,10,1.0
20,11,1.0
20,12,1.0
20,13,0.0
20,14,1.0
20,15,1.0
20,16,1.0
20,17,1.0
20,18,0.0
20,19,0.0
20,20,1.0
20,21,1.0
20,22,0.0
20,23,1.0
20,24,1.0
20,25,0.0
24,0,1.0
24,1,1.0
24,2,1.0
24,3,1.0
24,4,1.0
24,5,1.0
24,6,1.0
24,7,1.0
24,8,0.0
24,9,1.0
24,10,1.0
24,11,1.0
24,12,1.0
24,13,1.0
24,14,1.0
24,15,1.0
24,16,1.0
24,17,1.0
24,18,0.0
24,19,0.0
24,20,1.0
24,21,1.0
24,22,1.0
24,23,1.0
24,24,1.0
24,25,0.0
28,0,1.0
28,1,1.0
28,2,1.0
28,3,1.0
28,4,1.0
28,5,1.0
28,6,1.0
28,7,1.0
28,8,0.0
28,9,1.0
28,10,1.0
28,11,1.0
28,12,1.0
28,13,1.0
28,14,1.0
28,15,1.0
28,16,1.0
28,17,1.0
28,18,0.0
28,19,0.0
28,20,1.0
28,21,1.0
28,22,1.0
28,23,1.0
28,24,1.0
28,25,1.0
32,0,1.0
32,1,1.0
32,2,1.0
32,3,1.0
32,4,1.0
32,5,1.0
32,6,1.0
32,7,1.0
32,8,0.0
32,9,1.0
32,10,1.0
32,11,1.0
32,12,1.0
32,13,1.0
32,14,1.0
32,15,1.0
32,16,1.0
32,17,1.0
32,18,0.0
32,19,0.0
32,20,1.0
32,21,1.0
32,22,1.0
32,23,1.0
32,24,1.0
32,25,0.0
36,0,1.0
36,1,1.0
36,2,1.0
36,3,1.0
36,4,1.0
36,5,1.0
36,6,1.0
36,7,1.0
36,8,0.0
36,9,1.0
36,10,1.0
36,11,1.0
36,12,1.0
36,13,1.0
36,14,1.0
36,15,1.0
36,16,1.0
36,17,1.0
36,18,0.0
36,19,0.0
36,20,1.0
36,21,1.0
36,22,1.0
36,23,1.0
36,24,1.0
36,25,1.0
40,0,1.0
40,1,1.0
40,2,1.0
40,3,1.0
40,4,1.0
40,5,1.0
40,6,1.0
40,7,1.0
40,8,0.0
40,9,1.0
40,10,1.0
40,11,1.0
40,12,1.0
40,13,1.0
40,14,1.0
40,15,1.0
40,16,1.0
40,17,1.0
40,18,0.0
40,19,0.0
40,20,1.0
40,21,1.0
40,22,1.0
40,23,1.0
40,24,1.0
40,25,1.0
44,0,1.0
44,1,1.0
44,2,1.0
44,3,1.0
44,4,1.0
44,5,1.0
44,6,1.0
44,7,1.0
44,8,0.0
44,9,1.0
44,10,1.0
44,11,1.0
44,12,1.0
44,13,1.0
44,14,1.0
44,15,1.0
44,16,1.0
44,17,1.0
44,18,0.0
44,19,0.0
44,20,1.0
44,21,1.0
44,22,1.0
44,23,1.0
44,24,1.0
44,25,1.0
48,0,1.0
48,1,1.0
48,2,1.0
48,3,1.0
48,4,1.0
48,5,1.0
48,6,1.0
48,7,1.0
48,8,0.0
48,9,1.0
48,10,1.0
48,11,1.0
48,12,1.0
48,13,1.0
48,14,1.0
48,15,1.0
48,16,1.0
48,17,1.0
48,18,0.0
48,19,0.0
48,20,1.0
48,21,1.0
48,22,1.0
48,23,1.0
48,24,1.0
48,25,1.0
52,0,1.0
52,1,1.0
52,2,1.0
52,3,1.0
52,4,1.0
52,5,1.0
52,6,1.0
52,7,1.0
52,8,0.0
52,9,1.0
52,10,1.0
52,11,1.0
52,12,1.0
52,13,1.0
52,14,1.0
52,15,1.0
52,16,1.0
52,17,1.0
52,18,0.0
52,19,0.0
52,20,1.0
52,21,1.0
52,22,1.0
52,23,1.0
52,24,1.0
52,25,1.0
56,0,1.0
56,1,1.0
56,2,1.0
56,3,1.0
56,4,1.0
56,5,1.0
56,6,1.0
56,7,1.0
56,8,0.0
56,9,1.0
56,10,1.0
56,11,1.0
56,12,1.0
56,13,1.0
56,14,1.0
56,15,1.0
56,16,1.0
56,17,1.0
56,18,0.0
56,19,0.0
56,20,1.0
56,21,1.0
56,22,1.0
56,23,1.0
56,24,1.0
56,25,1.0
60,0,1.0
60,1,1.0
60,2,1.0
60,3,1.0
60,4,1.0
60,5,1.0
60,6,1.0
60,7,1.0
60,8,0.0
60,9,1.0
60,10,1.0
60,11,1.0
60,12,1.0
60,13,1.0
60,14,1.0
60,15,1.0
60,16,1.0
60,17,1.0
60,18,0.0
60,19,0.0
60,20,1.0
60,21,1.0
60,22,1.0
60,23,1.0
60,24,1.0
60,25,1.0
64,0,1.0
64,1,1.0
64,2,1.0
64,3,1.0
64,4,1.0
64,5,1.0
64,6,1.0
64,7,1.0
64,8,0.0
64,9,1.0
64,10,1.0
64,11,1.0
64,12,1.0
64,13,1.0
64,14,1.0
64,15,1.0
64,16,1.0
64,17,1.0
64,18,0.0
64,19,0.0
64,20,1.0
64,21,1.0
64,22,1.0
64,23,1.0
64,24,1.0
64,25,1.0
68,0,1.0
68,1,1.0
68,2,1.0
68,3,1.0
68,4,1.0
68,5,1.0
68,6,1.0
68,7,1.0
68,8,0.0
68,9,1.0
68,10,1.0
68,11,1.0
68,12,1.0
68,13,1.0
68,14,1.0
68,15,1.0
68,16,1.0
68,17,1.0
68,18,0.0
68,19,0.0
68,20,1.0
68,21,1.0
68,22,1.0
68,23,1.0
68,24,1.0
68,25,1.0
72,0,1.0
72,1,1.0
72,2,1.0
72,3,1.0
72,4,1.0
72,5,1.0
72,6,1.0
72,7,1.0
72,8,0.0
72,9,1.0
72,10,0.0
72,11,1.0
72,12,1.0
72,13,1.0
72,14,1.0
72,15,1.0
72,16,1.0
72,17,1.0
72,18,0.0
72,19,0.0
72,20,1.0
72,21,1.0
72,22,1.0
72,23,1.0
72,24,1.0
72,25,1.0
76,0,1.0
76,1,1.0
76,2,1.0
76,3,1.0
76,4,1.0
76,5,1.0
76,6,1.0
76,7,1.0
76,8,0.0
76,9,1.0
76,10,1.0
76,11,1.0
76,12,1.0
76,13,1.0
76,14,1.0
76,15,1.0
76,16,1.0
76,17,1.0
76,18,0.0
76,19,0.0
76,20,1.0
76,21,1.0
76,22,1.0
76,23,1.0
76,24,1.0
76,25,1.0
80,0,1.0
80,1,1.0
80,2,1.0
80,3,1.0
80,4,1.0
80,5,1.0
80,6,1.0
80,7,1.0
80,8,0.0
80,9,1.0
80,10,1.0
80,11,1.0
80,12,1.0
80,13,1.0
80,14,1.0
80,15,1.0
80,16,1.0
80,17,1.0
80,18,0.0
80,19,0.0
80,20,1.0
80,21,1.0
80,22,1.0
80,23,1.0
80,24,1.0
80,25,1.0
84,0,1.0
84,1,1.0
84,2,1.0
84,3,1.0
84,4,1.0
84,5,1.0
84,6,1.0
84,7,1.0
84,8,0.0
84,9,1.0
84,10,1.0
84,11,1.0
84,12,1.0
84,13,1.0
84,14,1.0
84,15,1.0
84,16,1.0
84,17,1.0
84,18,0.0
84,19,0.0
84,20,1.0
84,21,1.0
84,22,1.0
84,23,1.0
84,24,1.0
84,25,1.0
88,0,0.0
88,1,1.0
88,2,1.0
88,3,1.0
88,4,1.0
88,5,1.0
88,6,1.0
88,7,1.0
88,8,0.0
88,9,1.0
88,10,1.0
88,11,1.0
88,12,1.0
88,13,1.0
88,14,1.0
88,15,1.0
88,16,1.0
88,17,1.0
88,18,0.0
88,19,0.0
88,20,1.0
88,21,1.0
88,22,1.0
88,23,1.0
88,24,1.0
88,25,1.0
92,0,1.0
92,1,1.0
92,2,1.0
92,3,1.0
92,4,1.0
92,5,1.0
92,6,1.0
92,7,1.0
92,8,0.0
92,9,1.0
92,10,1.0
92,11,1.0
92,12,1.0
92,13,1.0
92,14,1.0
92,15,1.0
92,16,1.0
92,17,1.0
92,18,0.0
92,19,0.0
92,20,1.0
92,21,1.0
92,22,1.0
92,23,1.0
92,24,1.0
92,25,1.0
96,0,1.0
96,1,1.0
96,2,1.0
96,3,1.0
96,4,1.0
96,5,1.0
96,6,1.0
96,7,1.0
96,8,0.0
96,9,1.0
96,10,0.0
96,11,1.0
96,12,1.0
96,13,1.0
96,14,1.0
96,15,1.0
96,16,1.0
96,17,1.0
96,18,0.0
96,19,0.0
96,20,1.0
96,21,1.0
96,22,1.0
96,23,1.0
96,24,1.0
96,25,1.0
100,0,1.0
100,1,1.0
100,2,1.0
100,3,1.0
100,4,1.0
100,5,1.0
100,6,1.0
100,7,1.0
100,8,0.0
100,9,1.0
100,10,1.0
100,11,1.0
100,12,1.0
100,13,1.0
100,14,1.0
100,15,1.0
100,16,1.0
100,17,1.0
100,18,0.0
100,19,0.0
100,20,1.0
100,21,1.0
100,22,1.0
100,23,1.0
100,24,1.0
100,25,1.0
