domain,probe_index,target_words,probe,target,fact,raw_knowledge_statement,contextualized_question
Apex_Bank_v_Cc_Serve_Corp,27,16,"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted", a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.","During prosecution, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.","In the case ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, what did CC Serve submit in response to Apex’s proposed marks?"
Apex_Bank_v_Cc_Serve_Corp,29,13,"In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and", the examining attorney approved the ASPIRE BANK word and design marks for publication,"In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and the examining attorney approved the ASPIRE BANK word and design marks for publication","Nonetheless, the examining attorney approved the ASPIRE BANK word and design marks for publication, and the marks published on December 17, 2019.","In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services. According to the opinion, who approved those marks for publication?"
Apex_Bank_v_Cc_Serve_Corp,35,17,"According to the opinion in ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, likelihood of confusion is"," a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.","According to the opinion in ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.","Likelihood of confusion is a question of law, based on findings of relevant underlying facts, namely findings under the DuPont factors.” M2 Software, 450 F.3d at 1381.","According to the opinion in ""Apex Bank v. CC Serve Corp."", in a trademark opposition under Section 2(d) of the Lanham Act, what type of issue is likelihood of confusion?"
Apex_Bank_v_Cc_Serve_Corp,41,11,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board concluded that", the sixth DuPont factor did not weigh in favor of Apex.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board concluded that the sixth DuPont factor did not weigh in favor of Apex.","The Board concluded that the sixth DuPont factor did not weigh in favor of Apex, and that the first and second DuPont factors weigh in favor of CC Serve. J.A. 62–63.","In the case ""Apex Bank v. CC Serve Corp."", Apex appealed the Board's likelihood-of-confusion analysis under the DuPont factors. According to the opinion, which DuPont factor did the Board conclude did not weigh in favor of Apex?"
Apex_Bank_v_Cc_Serve_Corp,43,10,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when applying the second DuPont factor on the similarity of the parties’ goods or services, the services need not be identical; the evidence may instead show that the products are related or that the circumstances surrounding their marketing could give rise to", the mistaken belief that they emanate from the same source.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when applying the second DuPont factor on the similarity of the parties’ goods or services, the services need not be identical; the evidence may instead show that the products are related or that the circumstances surrounding their marketing could give rise to the mistaken belief that they emanate from the same source.",The services need not be identical—the evidence need only establish that “the respective products are related in some manner and/or [that] the circumstances surrounding their marketing are such that they could give rise to the mistaken belief that they emanate from the same source.”,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when applying the second DuPont factor on the similarity of the parties’ goods or services, the services need not be identical. The evidence may instead show that the products are related or that the circumstances surrounding their marketing could give rise to what belief?"
Apex_Bank_v_Cc_Serve_Corp,46,13,"In the case ""Apex Bank v. CC Serve Corp."", when assessing the second DuPont factor and the relatedness of credit card services to banking and financing services, the Board considered evidence to support its finding that the services could emanate from a single source under one mark, namely", third-party registrations that cover (1) credit card and (2) banking and financing services,"In the case ""Apex Bank v. CC Serve Corp."", when assessing the second DuPont factor and the relatedness of credit card services to banking and financing services, the Board considered evidence to support its finding that the services could emanate from a single source under one mark, namely third-party registrations that cover (1) credit card and (2) banking and financing services",The Board also considered third-party registrations that cover (1) credit card and (2) banking and financing services to support its finding that “the services are of a type that may emanate from a single source under one mark.”,"In the case ""Apex Bank v. CC Serve Corp."", when assessing the second DuPont factor and the relatedness of credit card services to banking and financing services, what type of registrations did the Board consider to support its finding that the services could emanate from a single source under one mark?"
Apex_Bank_v_Cc_Serve_Corp,48,13,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the court said that", substantial evidence supports the Board’s finding that the parties’ services are highly similar.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the court said that substantial evidence supports the Board’s finding that the parties’ services are highly similar.","The Board carefully considered the descriptions of each party’s services, and substantial evidence supports the Board’s finding that the parties’ services are highly similar.","According to the opinion in ""Apex Bank v. CC Serve Corp."", when reviewing the Board’s analysis of the second DuPont factor on appeal, what did the court say supported the Board’s finding that Apex’s banking and financing services and CC Serve’s credit card services were highly similar?"
Apex_Bank_v_Cc_Serve_Corp,52,15,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor, Apex submitted", several exhibits to the Board that showed third-party uses of marks including the word “Aspire”.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor, Apex submitted several exhibits to the Board that showed third-party uses of marks including the word “Aspire”.",Apex submitted several exhibits to the Board that showed third-party uses of marks including the word “Aspire”. J.A. 40–46.,"In the case ""Apex Bank v. CC Serve Corp."", when addressing the sixth DuPont factor concerning the number and nature of similar marks in use on similar goods, what did Apex submit to the Board to show third-party uses of marks including the word ""Aspire""?"
Apex_Bank_v_Cc_Serve_Corp,58,15,"According to the opinion in ""Apex Bank v. CC Serve Corp."", after evaluating third-party uses of Aspire-formative marks under the sixth DuPont factor, the Trademark Trial and Appeal Board concluded that CC Serve’s mark was entitled to the normal scope of protection accorded inherently distinctive marks because Apex failed to show that CC Serve’s mark was", commercially or conceptually weak such that it is entitled to a narrow scope of protection,"According to the opinion in ""Apex Bank v. CC Serve Corp."", after evaluating third-party uses of Aspire-formative marks under the sixth DuPont factor, the Trademark Trial and Appeal Board concluded that CC Serve’s mark was entitled to the normal scope of protection accorded inherently distinctive marks because Apex failed to show that CC Serve’s mark was commercially or conceptually weak such that it is entitled to a narrow scope of protection","The Board found that “[CC Serve] has not shown that its mark has any particular commercial strength, but [Apex] has not shown that [CC Serve]’s mark is commercially or conceptually weak such that it is entitled to a narrow scope of protection,” and determined that CC Serve’s mark is entitled to the “normal scope of protection accorded inherently distinctive marks.”","In the case ""Apex Bank v. CC Serve Corp."", the Trademark Trial and Appeal Board evaluated third-party uses of Aspire-formative marks under the sixth DuPont factor and concluded that CC Serve’s mark was entitled to the normal scope of protection accorded inherently distinctive marks. According to the Board, what had Apex failed to show about CC Serve’s mark?"
Apex_Bank_v_Cc_Serve_Corp,69,17,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion explains that the first DuPont factor looks to the overall commercial impression of the marks and considers whether", confusion as to the source of the services offered under the respective marks is likely to result.,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion explains that the first DuPont factor looks to the overall commercial impression of the marks and considers whether confusion as to the source of the services offered under the respective marks is likely to result.","This analysis focuses on the overall commercial impression and whether confusion as to the source of the services offered under the respective marks is likely to result. In re I.AM.Symbolic, LLC, 866 F.3d 1315, 1323 (Fed. Cir. 2017).","In the case ""Apex Bank v. CC Serve Corp."", the opinion explains that the first DuPont factor looks to the overall commercial impression of the marks. According to the opinion, this analysis considers whether what is likely to result?"
Apex_Bank_v_Cc_Serve_Corp,73,11,"According to the opinion in ""Apex Bank v. CC Serve Corp."", after vacating the Board’s findings on DuPont factors six and one and remanding the case, the court said the Board must consider on remand", the number and nature of similar marks used on similar goods,"According to the opinion in ""Apex Bank v. CC Serve Corp."", after vacating the Board’s findings on DuPont factors six and one and remanding the case, the court said the Board must consider on remand the number and nature of similar marks used on similar goods","But we vacate the Board’s findings with respect to DuPont factors six and one and remand for the Board to consider the number and nature of similar marks used on similar goods and the appearance, sound, connotation, and commercial impression of the marks in light of its finding that the parties’ services are highly similar.","According to the opinion in ""Apex Bank v. CC Serve Corp.,"" the court vacated the Board’s findings on DuPont factors six and one and remanded the case. On remand, what did the court say the Board must consider regarding comparable marketplace uses?"
Bruce_Cohen_v_Consilio_LLC,6,13,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, the appellate court decided to", vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, the appellate court decided to vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim","Accordingly, we vacate the district court’s grant of summary judgment as to Cohen’s MFLSA claim and remand for the district court to determine its jurisdiction.","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" after raising a jurisdictional concern about whether Cohen’s MFLSA claim for statutory penalties might be moot, what did the appellate court do to the district court’s grant of summary judgment on that MFLSA claim?"
Bruce_Cohen_v_Consilio_LLC,18,9,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay", overtime wages owed to him and similarly situated employees.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when Cohen filed suit in August 2020 on behalf of himself and a putative class, he alleged that Consilio failed to pay overtime wages owed to him and similarly situated employees.","In August 2020, Cohen sued Consilio on behalf of himself and a putative class, alleging that Consilio failed to pay overtime wages owed to him and similarly situated employees.","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" Cohen filed suit in August 2020 on behalf of himself and a putative class. According to the opinion, what did he allege Consilio failed to pay to him and similarly situated employees?"
Bruce_Cohen_v_Consilio_LLC,26,14,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had", been paid for all overtime wages he alleges he is owed in this lawsuit,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act, and the parties’ stipulation stated that he had been paid for all overtime wages he alleges he is owed in this lawsuit","The parties also stipulated that Cohen had “been paid for all overtime wages he alleges he is owed in this lawsuit,” and that “Cohen does not dispute that he has also been paid any liquidated damages to which he alleges he is entitled under the [MFLSA].”","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" Cohen sued Consilio under Minnesota wage statutes, including the Minnesota Fair Labor Standards Act. According to the parties’ stipulation, what wages had Cohen been paid for that he alleged he was owed in this lawsuit?"
Bruce_Cohen_v_Consilio_LLC,29,20,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to"," hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after Consilio made payments, the parties stipulated that the most expedient and efficient path forward would be for the Court to hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation","Following Consilio’s payments, the parties stipulated “that the most expedient and efficient path forward [would be] for the Court to hear and decide Defendants’ summary judgment motion on [the MPWA, MFLSA, and MWTA claims] before any further discovery or litigation.”","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" after Consilio made payments and before any further discovery or litigation, what did the parties stipulate would be the most expedient and efficient path forward for the Court on the MPWA, MFLSA, and MWTA claims?"
Bruce_Cohen_v_Consilio_LLC,30,11,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after the parties stipulated that the court should decide the defendants’ summary judgment motion on the MPWA, MFLSA, and MWTA claims before further litigation, Cohen and Consilio acknowledged that if the court granted the defendants’ summary judgment motion in full,", no claims w[ould] remain and the case w[ould] be fully resolved,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", after the parties stipulated that the court should decide the defendants’ summary judgment motion on the MPWA, MFLSA, and MWTA claims before further litigation, Cohen and Consilio acknowledged that if the court granted the defendants’ summary judgment motion in full, no claims w[ould] remain and the case w[ould] be fully resolved","Cohen and Consilio “acknowledge[d] that, if the Court grant[ed] Defendants’ summary judgment motion in full, no claims w[ould] remain and the case w[ould] be fully resolved.”","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" after the parties stipulated that the court should decide the defendants’ summary judgment motion on the MPWA, MFLSA, and MWTA claims before further litigation, what did Cohen and Consilio acknowledge would remain if the court granted the defendants’ summary judgment motion in full?"
Bruce_Cohen_v_Consilio_LLC,36,13,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the court explained that an employee may recover civil penalties or damages under the MPWA only when those remedies are", “provided for in the section” of the MPWA that the employer allegedly violates.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the court explained that an employee may recover civil penalties or damages under the MPWA only when those remedies are “provided for in the section” of the MPWA that the employer allegedly violates.","An employee may also recover civil penalties or damages, so long as they are “provided for in the section” of the MPWA that the employer allegedly violates.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC,"" when may an employee recover civil penalties or damages under the Minnesota Payment of Wages Act (MPWA)? The court explained that such recovery depends on what the violated MPWA section itself allows."
Bruce_Cohen_v_Consilio_LLC,38,15,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing the Minnesota Payment of Wages Act and Minn. Stat. § 181.171, an employer found to have violated the covered sections is liable to", the aggrieved party for the civil penalties or damages provided for in the section violated.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing the Minnesota Payment of Wages Act and Minn. Stat. § 181.171, an employer found to have violated the covered sections is liable to the aggrieved party for the civil penalties or damages provided for in the section violated.",Id. (“An employer who is found to have violated the above sections is liable to the aggrieved party for the civil penalties or damages provided for in the section violated.”).,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC,"" when discussing the Minnesota Payment of Wages Act and Minn. Stat. § 181.171, to whom is an employer liable if it is found to have violated the covered sections?"
Bruce_Cohen_v_Consilio_LLC,39,11,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Cohen’s Minnesota Payment of Wages Act claim under Minn. Stat. § 181.171, an employer found to have violated the covered sections may be liable for", the civil penalties or damages provided for in the section violated.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Cohen’s Minnesota Payment of Wages Act claim under Minn. Stat. § 181.171, an employer found to have violated the covered sections may be liable for the civil penalties or damages provided for in the section violated.",Id. (“An employer who is found to have violated the above sections is liable to the aggrieved party for the civil penalties or damages provided for in the section violated.”).,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC,"" when discussing Cohen’s Minnesota Payment of Wages Act claim under Minn. Stat. § 181.171, what may an employer be liable for if it is found to have violated the covered sections?"
Bruce_Cohen_v_Consilio_LLC,44,12,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", before penalties are available under the Minnesota Payment of Wages Act and Minn. Stat. § 181.101, penalties are only available if the Commissioner first", serve[s] a demand for payment [of wages] on behalf of an employee.,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", before penalties are available under the Minnesota Payment of Wages Act and Minn. Stat. § 181.101, penalties are only available if the Commissioner first serve[s] a demand for payment [of wages] on behalf of an employee.","Indeed, penalties are only available if the Commissioner first “serve[s] a demand for payment [of wages] on behalf of an employee.”","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC,"" when addressing Cohen’s claim under the Minnesota Payment of Wages Act and the availability of penalties under Minn. Stat. § 181.101, who must first serve a demand for payment of wages on behalf of an employee before penalties are available?"
Bruce_Cohen_v_Consilio_LLC,52,22,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Minn. Stat. Ann. § 181.101(a) and Cohen’s claim under the Minnesota Payment of Wages Act, the opinion states that the section provides a substantive right for employees to"," the payment of wages . . . as well as commissions, in addition to the right to be paid at certain times","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when discussing Minn. Stat. Ann. § 181.101(a) and Cohen’s claim under the Minnesota Payment of Wages Act, the opinion states that the section provides a substantive right for employees to the payment of wages . . . as well as commissions, in addition to the right to be paid at certain times","Minn. Stat. Ann. § 181.101(a) (providing “[t]his section does not prevent an employee from prosecuting a claim for wages” and “[t]his section provides a substantive right for employees to the payment of wages . . . as well as commissions, in addition to the right to be paid at certain times”).","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC,"" when discussing Minn. Stat. Ann. § 181.101(a) and Cohen’s claim under the Minnesota Payment of Wages Act, what substantive right does that section provide for employees in addition to the right to be paid at certain times?"
Bruce_Cohen_v_Consilio_LLC,55,10,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit quoted Lagasse v. Horton for the proposition that the Legislature’s action in one statute but inaction in another shows that the Legislature knows how to", accomplish a particular objective if it wishes to do so,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", the Eighth Circuit quoted Lagasse v. Horton for the proposition that the Legislature’s action in one statute but inaction in another shows that the Legislature knows how to accomplish a particular objective if it wishes to do so","See Minn. Stat. Ann. § 181.13(a) (explaining that upon a discharged employee’s demand, such employee may recover unpaid wages or commissions as well as “may charge and collect a penalty”); id. § 181.14, subd. 2 (same for employees who quit or resign); see also Lagasse v. Horton, 982 N.W.2d 189, 199 n.2 (Minn. 2022) (explaining “that the Legislature’s action in one statute but inaction in another shows that the Legislature ‘knows how’ to accomplish a particular objective if it wishes to do so” (citing In re Hubbard, 778 N.W.2d 313, 323 (Minn. 2010))).","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" the Eighth Circuit discussed Minnesota statutes that expressly allow certain employees to recover penalties and cited Lagasse v. Horton for a canon of statutory interpretation. According to that quoted explanation from Lagasse v. Horton, what does the Legislature's action in one statute but inaction in another show that the Legislature knows how to do?"
Bruce_Cohen_v_Consilio_LLC,56,9,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when the Eighth Circuit reviewed the district court’s summary judgment ruling on Cohen’s claim under the Minnesota Payment of Wages Act, the opinion stated that under Minn. Stat. § 181.101,", only the Commissioner may seek daily average wage penalties,"According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC"", when the Eighth Circuit reviewed the district court’s summary judgment ruling on Cohen’s claim under the Minnesota Payment of Wages Act, the opinion stated that under Minn. Stat. § 181.101, only the Commissioner may seek daily average wage penalties","Because we conclude that only the Commissioner may seek daily average wage penalties under § 181.101, the district court did not err.","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" the Eighth Circuit reviewed the district court’s summary judgment ruling on Cohen’s claim under the Minnesota Payment of Wages Act. According to the opinion, under Minn. Stat. § 181.101, who may seek daily average wage penalties?"
