domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
Foad_Farahi_v_FBI,83,12,12,REJECT,False,rejected,,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said that the FBI had provided in Bender’s supplemental ex parte submission", a “detailed justification” for why the protected records were not reasonably segregable.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said that the FBI had provided in Bender’s supplemental ex parte submission", a “detailed justification” for why the protected records were not reasonably segregable.,"According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation"", in its second order, the district court said that the FBI had provided in Bender’s supplemental ex parte submission a “detailed justification” for why the protected records were not reasonably segregable.",No safe coherent suffix-only shortening from review.
Foad_Farahi_v_FBI,97,22,22,REJECT,False,rejected,,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here,", an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here,", an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret,"In the case ""Foad Farahi v. Federal Bureau of Investigation"", during the court's segregability analysis, the opinion states that the handicap caused by ex parte declarations is inherent in FOIA cases where, as here, an ex parte declaration is the only way to decide the dispute without disclosing the very material sought to be kept secret",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,79,11,11,REJECT,False,rejected,,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit explained that its review of the Board’s denial of asylum relief is limited by 8 U.S.C. § 1252(b)(4)(A) to", the administrative record on which the order of removal is based.,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit explained that its review of the Board’s denial of asylum relief is limited by 8 U.S.C. § 1252(b)(4)(A) to", the administrative record on which the order of removal is based.,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit explained that its review of the Board’s denial of asylum relief is limited by 8 U.S.C. § 1252(b)(4)(A) to the administrative record on which the order of removal is based.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,107,16,16,REJECT,False,rejected,,"In the case ""Jimenez v. Bondi,"" when the Tenth Circuit cited Chhetri v. Rosen as an example of conduct that was not enough to establish persecution, it noted that the conduct"," “four telephone threats and one vague, in-person threat made to [petitioner’s] father” did not constitute persecution","In the case ""Jimenez v. Bondi,"" when the Tenth Circuit cited Chhetri v. Rosen as an example of conduct that was not enough to establish persecution, it noted that the conduct"," “four telephone threats and one vague, in-person threat made to [petitioner’s] father” did not constitute persecution","In the case ""Jimenez v. Bondi,"" when the Tenth Circuit cited Chhetri v. Rosen as an example of conduct that was not enough to establish persecution, it noted that the conduct “four telephone threats and one vague, in-person threat made to [petitioner’s] father” did not constitute persecution",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,118,12,12,REJECT,False,rejected,,"In the case ""Jimenez v. Bondi,"" in addressing Petitioners’ asylum claim that they were persecuted because of their political opinion, the court held that their political opinion was or will be", at least one central reason the persecutors targeted or will target them,"In the case ""Jimenez v. Bondi,"" in addressing Petitioners’ asylum claim that they were persecuted because of their political opinion, the court held that their political opinion was or will be", at least one central reason the persecutors targeted or will target them,"In the case ""Jimenez v. Bondi,"" in addressing Petitioners’ asylum claim that they were persecuted because of their political opinion, the court held that their political opinion was or will be at least one central reason the persecutors targeted or will target them",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,123,17,17,REJECT,False,rejected,,"In the case ""Jimenez v. Bondi,"" after Jimenez became involved in a property dispute with Don Rafa, one of the threats directed at him involved a man accusing Jimenez of", working for the prosecutor’s office and for being responsible for searches and seizures at Don Rafa’s property.,"In the case ""Jimenez v. Bondi,"" after Jimenez became involved in a property dispute with Don Rafa, one of the threats directed at him involved a man accusing Jimenez of", working for the prosecutor’s office and for being responsible for searches and seizures at Don Rafa’s property.,"In the case ""Jimenez v. Bondi,"" after Jimenez became involved in a property dispute with Don Rafa, one of the threats directed at him involved a man accusing Jimenez of working for the prosecutor’s office and for being responsible for searches and seizures at Don Rafa’s property.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,128,10,10,REJECT,False,rejected,,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit concluded that Petitioners had not shown they were persecuted on account of their political opinion because their political opinion was", merely tangential and subordinate to the main reason for harm.,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit concluded that Petitioners had not shown they were persecuted on account of their political opinion because their political opinion was", merely tangential and subordinate to the main reason for harm.,"In the case ""Jimenez v. Bondi,"" the Tenth Circuit concluded that Petitioners had not shown they were persecuted on account of their political opinion because their political opinion was merely tangential and subordinate to the main reason for harm.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,134,13,13,REJECT,False,rejected,,"According to the opinion in ""Jimenez v. Bondi,"" the court explained that without notice of the alleged persecution, there is no way to know", how the police would have reacted or whether the government would have helped,"According to the opinion in ""Jimenez v. Bondi,"" the court explained that without notice of the alleged persecution, there is no way to know", how the police would have reacted or whether the government would have helped,"According to the opinion in ""Jimenez v. Bondi,"" the court explained that without notice of the alleged persecution, there is no way to know how the police would have reacted or whether the government would have helped",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,139,18,18,REJECT,False,rejected,,"According to the opinion in ""Jimenez v. Bondi,"" courts often require evidence of"," systemic, rather than individual, failures to prove that a government is ‘unwilling or unable’ to protect its people.","According to the opinion in ""Jimenez v. Bondi,"" courts often require evidence of"," systemic, rather than individual, failures to prove that a government is ‘unwilling or unable’ to protect its people.","According to the opinion in ""Jimenez v. Bondi,"" courts often require evidence of systemic, rather than individual, failures to prove that a government is ‘unwilling or unable’ to protect its people.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,141,9,9,REJECT,False,rejected,,"According to the opinion in ""Jimenez v. Bondi,"" in discussing whether Petitioners had shown that the Colombian government was unable or unwilling to protect them, the IJ found that the record did not show Petitioners sought help outside", their immediate neighborhood or through Jimenez’s law enforcement contacts.,"According to the opinion in ""Jimenez v. Bondi,"" in discussing whether Petitioners had shown that the Colombian government was unable or unwilling to protect them, the IJ found that the record did not show Petitioners sought help outside", their immediate neighborhood or through Jimenez’s law enforcement contacts.,"According to the opinion in ""Jimenez v. Bondi,"" in discussing whether Petitioners had shown that the Colombian government was unable or unwilling to protect them, the IJ found that the record did not show Petitioners sought help outside their immediate neighborhood or through Jimenez’s law enforcement contacts.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,143,15,15,REJECT,False,rejected,,"In the case ""Jimenez v. Bondi,"" Petitioners argued that, in the context of the government-protection inquiry, contacting the Colombian government for help would have been", futile and dangerous because their persecutors are closely aligned and associated with the Colombian government.,"In the case ""Jimenez v. Bondi,"" Petitioners argued that, in the context of the government-protection inquiry, contacting the Colombian government for help would have been", futile and dangerous because their persecutors are closely aligned and associated with the Colombian government.,"In the case ""Jimenez v. Bondi,"" Petitioners argued that, in the context of the government-protection inquiry, contacting the Colombian government for help would have been futile and dangerous because their persecutors are closely aligned and associated with the Colombian government.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,146,15,15,REJECT,False,rejected,,"According to the opinion in ""Jimenez v. Bondi,"" Petitioners claimed that contacting the Colombian government for help would have been futile or dangerous because they argued their persecutors were", closely aligned with the government and would be unwilling or unable to stop the persecutors.,"According to the opinion in ""Jimenez v. Bondi,"" Petitioners claimed that contacting the Colombian government for help would have been futile or dangerous because they argued their persecutors were", closely aligned with the government and would be unwilling or unable to stop the persecutors.,"According to the opinion in ""Jimenez v. Bondi,"" Petitioners claimed that contacting the Colombian government for help would have been futile or dangerous because they argued their persecutors were closely aligned with the government and would be unwilling or unable to stop the persecutors.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,155,10,10,REJECT,False,rejected,,"According to the opinion in ""Jimenez v. Bondi,"" in assessing whether Petitioners could reasonably relocate within Colombia, Petitioners safely lived with Jimenez’s mother in the Bogota countryside for", three weeks before deciding to relocate to the United States.,"According to the opinion in ""Jimenez v. Bondi,"" in assessing whether Petitioners could reasonably relocate within Colombia, Petitioners safely lived with Jimenez’s mother in the Bogota countryside for", three weeks before deciding to relocate to the United States.,"According to the opinion in ""Jimenez v. Bondi,"" in assessing whether Petitioners could reasonably relocate within Colombia, Petitioners safely lived with Jimenez’s mother in the Bogota countryside for three weeks before deciding to relocate to the United States.",No safe coherent suffix-only shortening from review.
Jimenez_v_Bondi,159,13,13,REJECT,False,rejected,,"According to the opinion in ""Jimenez v. Bondi,"" there is", substantial evidence supporting the BIA’s findings that Petitioners do not qualify for asylum.,"According to the opinion in ""Jimenez v. Bondi,"" there is", substantial evidence supporting the BIA’s findings that Petitioners do not qualify for asylum.,"According to the opinion in ""Jimenez v. Bondi,"" there is substantial evidence supporting the BIA’s findings that Petitioners do not qualify for asylum.",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,23,13,13,REJECT,False,rejected,,"According to the opinion in ""Pacito v. Trump,"" Negusie v. Holder described the Refugee Act of 1980 as", “a general rule for the ongoing treatment of all refugees and displaced persons”,"According to the opinion in ""Pacito v. Trump,"" Negusie v. Holder described the Refugee Act of 1980 as", “a general rule for the ongoing treatment of all refugees and displaced persons”,"According to the opinion in ""Pacito v. Trump,"" Negusie v. Holder described the Refugee Act of 1980 as “a general rule for the ongoing treatment of all refugees and displaced persons”",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,24,10,10,REJECT,False,rejected,,"In Pacito v. Trump, after the Western District of Washington orally issued a preliminary injunction in February 2025, the government terminated every cooperative agreement to provide", reception and placement services for refugees in the United States,"In Pacito v. Trump, after the Western District of Washington orally issued a preliminary injunction in February 2025, the government terminated every cooperative agreement to provide", reception and placement services for refugees in the United States,"In Pacito v. Trump, after the Western District of Washington orally issued a preliminary injunction in February 2025, the government terminated every cooperative agreement to provide reception and placement services for refugees in the United States",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,29,18,18,REJECT,False,rejected,,"In Pacito v. Trump, when quoting Trump v. Hawaii about the authority under which President Trump issued Executive Order No. 14163, the court said 8 U.S.C. § 1182(f) vests the President with", ample power to impose entry restrictions in addition to those elsewhere enumerated in the [Immigration and Nationality Act].,"In Pacito v. Trump, when quoting Trump v. Hawaii about the authority under which President Trump issued Executive Order No. 14163, the court said 8 U.S.C. § 1182(f) vests the President with", ample power to impose entry restrictions in addition to those elsewhere enumerated in the [Immigration and Nationality Act].,"In Pacito v. Trump, when quoting Trump v. Hawaii about the authority under which President Trump issued Executive Order No. 14163, the court said 8 U.S.C. § 1182(f) vests the President with ample power to impose entry restrictions in addition to those elsewhere enumerated in the [Immigration and Nationality Act].",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,46,9,9,REJECT,False,rejected,,"According to the opinion in ""Pacito v. Trump,"" when the court addressed the government's request for a stay pending appeal and the plaintiffs' APA claims, the government was not likely to prevail on", at least one of plaintiffs’ challenges under the APA.,"According to the opinion in ""Pacito v. Trump,"" when the court addressed the government's request for a stay pending appeal and the plaintiffs' APA claims, the government was not likely to prevail on", at least one of plaintiffs’ challenges under the APA.,"According to the opinion in ""Pacito v. Trump,"" when the court addressed the government's request for a stay pending appeal and the plaintiffs' APA claims, the government was not likely to prevail on at least one of plaintiffs’ challenges under the APA.",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,54,16,16,REJECT,False,rejected,,"In Pacito v. Trump, after acknowledging the termination of funding for resettlement services, the government told the district court on March 10, 2025, that it was actively preparing", a request for proposals for a new resettlement agency that could provide reception and placement services,"In Pacito v. Trump, after acknowledging the termination of funding for resettlement services, the government told the district court on March 10, 2025, that it was actively preparing", a request for proposals for a new resettlement agency that could provide reception and placement services,"In Pacito v. Trump, after acknowledging the termination of funding for resettlement services, the government told the district court on March 10, 2025, that it was actively preparing a request for proposals for a new resettlement agency that could provide reception and placement services",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,60,11,11,REJECT,False,rejected,,"In Judge Lee’s opinion concurring in part and dissenting in part from the order in Pacito v. Trump addressing a stay of the district court’s injunctions, the federal government might have a legal duty to provide services to", those who were recently admitted before the suspension went into effect.,"In Judge Lee’s opinion concurring in part and dissenting in part from the order in Pacito v. Trump addressing a stay of the district court’s injunctions, the federal government might have a legal duty to provide services to", those who were recently admitted before the suspension went into effect.,"In Judge Lee’s opinion concurring in part and dissenting in part from the order in Pacito v. Trump addressing a stay of the district court’s injunctions, the federal government might have a legal duty to provide services to those who were recently admitted before the suspension went into effect.",No safe coherent suffix-only shortening from review.
Pacito_v_Trump,63,16,16,REJECT,False,rejected,,"According to Judge Lee’s argument in Pacito v. Trump, the word ""shall"" in 8 U.S.C. § 1522(a) is limited by the immediately preceding phrase"," “In providing assistance under this section [i.e., the discretionary funding provisions under §1522(b)-(e)]. . . ”","According to Judge Lee’s argument in Pacito v. Trump, the word ""shall"" in 8 U.S.C. § 1522(a) is limited by the immediately preceding phrase"," “In providing assistance under this section [i.e., the discretionary funding provisions under §1522(b)-(e)]. . . ”","According to Judge Lee’s argument in Pacito v. Trump, the word ""shall"" in 8 U.S.C. § 1522(a) is limited by the immediately preceding phrase “In providing assistance under this section [i.e., the discretionary funding provisions under §1522(b)-(e)]. . . ”",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,4,10,10,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", Santos appealed the District Court’s dismissal of his state law claims for"," breach of contract, breach of implied contract, and fraudulent inducement.","According to the opinion in ""Santos v. Kimmel"", Santos appealed the District Court’s dismissal of his state law claims for"," breach of contract, breach of implied contract, and fraudulent inducement.","According to the opinion in ""Santos v. Kimmel"", Santos appealed the District Court’s dismissal of his state law claims for breach of contract, breach of implied contract, and fraudulent inducement.",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,7,9,9,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", while discussing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit quoted the Illinois standard for extending a contract to noncontracting third parties as requiring an implication", so strong as to be practically an express declaration.,"According to the opinion in ""Santos v. Kimmel"", while discussing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit quoted the Illinois standard for extending a contract to noncontracting third parties as requiring an implication", so strong as to be practically an express declaration.,"According to the opinion in ""Santos v. Kimmel"", while discussing Santos’s direct breach of contract claim under the Cameo Terms of Service governed by Illinois law, the Second Circuit quoted the Illinois standard for extending a contract to noncontracting third parties as requiring an implication so strong as to be practically an express declaration.",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,13,9,9,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under", Rule 12(b)(6) of the Federal Rules of Civil Procedure,"According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under", Rule 12(b)(6) of the Federal Rules of Civil Procedure,"According to the opinion in ""Santos v. Kimmel"", the United States District Court for the Southern District of New York dismissed Santos’s complaint for failure to state a claim under Rule 12(b)(6) of the Federal Rules of Civil Procedure",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,25,16,16,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was", “to comment on the willingness of Santos . . . to say absurd things for money.”,"According to the opinion in ""Santos v. Kimmel"", in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was", “to comment on the willingness of Santos . . . to say absurd things for money.”,"According to the opinion in ""Santos v. Kimmel"", in the fair-use analysis in the copyright action, Santos did not dispute the District Court’s finding about the purpose of the allegedly infringing use; according to that finding, the purpose of the use was “to comment on the willingness of Santos . . . to say absurd things for money.”",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,32,10,10,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", Santos contended that Kimmel’s false representations", demonstrate bad faith and thus nullify the fair use defense.,"According to the opinion in ""Santos v. Kimmel"", Santos contended that Kimmel’s false representations", demonstrate bad faith and thus nullify the fair use defense.,"According to the opinion in ""Santos v. Kimmel"", Santos contended that Kimmel’s false representations demonstrate bad faith and thus nullify the fair use defense.",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,37,10,10,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", in the copyright action, the court considered the fair-use defense under the Copyright Act and agreed that", the first factor strongly supports a finding of fair use.,"According to the opinion in ""Santos v. Kimmel"", in the copyright action, the court considered the fair-use defense under the Copyright Act and agreed that", the first factor strongly supports a finding of fair use.,"According to the opinion in ""Santos v. Kimmel"", in the copyright action, the court considered the fair-use defense under the Copyright Act and agreed that the first factor strongly supports a finding of fair use.",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,46,15,15,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", the Second Circuit did not decide whether the claims were preempted by the Copyright Act; instead, it said that", Santos’s state law contract claims fail to state a claim for relief under state law,"According to the opinion in ""Santos v. Kimmel"", the Second Circuit did not decide whether the claims were preempted by the Copyright Act; instead, it said that", Santos’s state law contract claims fail to state a claim for relief under state law,"According to the opinion in ""Santos v. Kimmel"", the Second Circuit did not decide whether the claims were preempted by the Copyright Act; instead, it said that Santos’s state law contract claims fail to state a claim for relief under state law",No safe coherent suffix-only shortening from review.
Santos_v_Kimmel,53,9,9,REJECT,False,rejected,,"According to the opinion in ""Santos v. Kimmel"", for Santos’s implied-in-fact contract claim under New York law, courts determine whether such a contract was formed, and the extent of its terms, by considering", the intent of the parties and the surrounding circumstances.,"According to the opinion in ""Santos v. Kimmel"", for Santos’s implied-in-fact contract claim under New York law, courts determine whether such a contract was formed, and the extent of its terms, by considering", the intent of the parties and the surrounding circumstances.,"According to the opinion in ""Santos v. Kimmel"", for Santos’s implied-in-fact contract claim under New York law, courts determine whether such a contract was formed, and the extent of its terms, by considering the intent of the parties and the surrounding circumstances.",No safe coherent suffix-only shortening from review.
