v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
79,80,keep_rejected,tautological_stem|weak_distractor_space,Unsuitable under criterion 1: the probe is essentially tautological because asking what structures inspired a method named 'Orthogonal Butterfly' makes 'butterfly structures' an obvious restatement rather than a discriminative MCQ target.,Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the structures in the Cooley-Tukey algorithm that inspired the proposed Orthogonal Butterfly method are",butterfly structures.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the structures in the Cooley-Tukey algorithm that inspired the proposed Orthogonal Butterfly method are butterfly structures.","Inspired by the butterfly structures in the Cooley-Tukey algorithm, we propose Orthogonal Butterfly, a parameter-efficient orthogonal finetuning method, within the information transmission framework.",Introduction
83,84,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target is just a vague generic phrase ('a considerable margin') rather than a distinctive concept or term that would support five meaningful, field-relevant distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when BOFT is applied to a range of adaptation tasks from computer vision to natural language processing, it outperforms current state-of-the-art methods by",a considerable margin.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when BOFT is applied to a range of adaptation tasks from computer vision to natural language processing, it outperforms current state-of-the-art methods by a considerable margin.","BOFT outperforms current state-of-the-art methods by a considerable margin, validating its superior parameter-efficiency and generalization ability.",Introduction
90,91,keep_rejected,near_binary_answer_space,"It fails criterion 1 because the target 'low-rank weight reparameterization' essentially just restates the probe’s description of adding a product of two low-rank matrices, making the question tautological rather than discriminative.",Answer space is too narrow for robust five-option MCQA.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the context of reparameterizing a pretrained weight matrix by adding a product of two low-rank matrices, a method that has gained great popularity due to its simplicity is",low-rank weight reparameterization.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the context of reparameterizing a pretrained weight matrix by adding a product of two low-rank matrices, a method that has gained great popularity due to its simplicity is low-rank weight reparameterization.","Due to its simplicity, such a low-rank weight reparameterization has gained great popularity \cite{dettmers2023qlora,zi2023delta,chavan2023one}.",Related Work
98,99,keep_rejected,tautological_stem|weak_distractor_space,"It is unsuitable under criterion 3 because the target is a single common word completing the standard phrase 'Gaussian elimination with pivoting,' making the answer too trivial and not rich enough for five meaningful distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when butterfly matrices are used to parameterize orthogonal matrices, they help avoid the need for Gaussian elimination with",pivoting.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when butterfly matrices are used to parameterize orthogonal matrices, they help avoid the need for Gaussian elimination with pivoting.","Butterfly matrices have already been used to parameterize  orthogonal matrices to avoid pivoting in Gaussian elimination and improve efficiency~\cite{parker1995random}, to stabilize the training of recurrent neural networks~\cite{jing2017tunable} and in kernel approximation~\cite{munkhoeva2018quadrature}.",Related Work
115,116,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target is a trivially generic phrase ('the input and output vector') with little conceptual depth, making it hard to create five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the OFT formulation that changes the forward pass of a pretrained linear layer from $\bm{z}=(\bm{W}^0)^\top\bm{x}$ to $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}$, $\bm{x}\in\mathbb{R}^{d}$ and $\bm{z}\in\mathbb{R}^{n}$ represent, respectively,",the input and output vector.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the OFT formulation that changes the forward pass of a pretrained linear layer from $\bm{z}=(\bm{W}^0)^\top\bm{x}$ to $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}$, $\bm{x}\in\mathbb{R}^{d}$ and $\bm{z}\in\mathbb{R}^{n}$ represent, respectively, the input and output vector.","Concretely, OFT optimizes an orthogonal matrix $\bm{R}\in\mathbb{R}^{d\times d}$ for a pretrained linear layer $\bm{W}^0\in\mathbb{R}^{d\times n}$, and modifies the forward pass from $\bm{z}=(\bm{W}^0)^\top\bm{x}$ to $\bm{z}=(\bm{R}\bm{W}^0)^\top\bm{x}$, where $\bm{x}\in\mathbb{R}^{d}$ and $\bm{z}\in\mathbb{R}^{n}$ are the input and output vector, respectively.",An Information Transmission View on Orthogonal Finetuning
128,129,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because the target is a vague, generic phrase ('a unified yet intuitive perspective') with little conceptual specificity, making it hard to construct five meaningful distractors (criterion 3).",Target remains too generic or low-information for restoration.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", to study the sparsity pattern of orthogonal matrix factorization by framing the problem of generating a dense orthogonal matrix in OFT as an information transmission problem, the authors aim to provide",a unified yet intuitive perspective.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", to study the sparsity pattern of orthogonal matrix factorization by framing the problem of generating a dense orthogonal matrix in OFT as an information transmission problem, the authors aim to provide a unified yet intuitive perspective.","To provide a unified yet intuitive perspective to study the sparsity pattern of orthogonal matrix factorization, we frame the problem of generating a dense orthogonal matrix in OFT as an information transmission problem.",An Information Transmission View on Orthogonal Finetuning
130,131,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is a trivially short, obvious phrase ('another d nodes') that offers little conceptual depth and would make constructing five meaningful distractors unnatural.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the information transmission view, a $d$-dimensional dense square matrix is interpreted as a dense connectivity from $d$ nodes to",another $d$ nodes.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the information transmission view, a $d$-dimensional dense square matrix is interpreted as a dense connectivity from $d$ nodes to another $d$ nodes.",The motivation behind the information transmission view comes from the observation that a $d$-dimensional dense square matrix can be interpreted as a dense connectivity from $d$ nodes to another $d$ nodes.,An Information Transmission View on Orthogonal Finetuning
131,132,keep_rejected,near_binary_answer_space,"Unsuitable by criterion 4 because the target is essentially a binary relation phrase ('cannot flow'), making it hard to create five natural, meaningful distractors beyond simple can/cannot variants.",Answer space is too narrow for robust five-option MCQA.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", under the information transmission interpretation of the matrix $\bm{R}$, a zero element $R_{ij}$ indicates that information from the $j$-th node to the $i$-th node",cannot flow,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", under the information transmission interpretation of the matrix $\bm{R}$, a zero element $R_{ij}$ indicates that information from the $j$-th node to the $i$-th node cannot flow","For the matrix $\bm{R}$, if the element $R_{ij}$ is zero, then it indicates that information from the $j$-th node cannot flow to the $i$-th node.",An Information Transmission View on Orthogonal Finetuning
133,134,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is just the bare notation ""$\bm{B}_i$"", a trivially short symbol-level answer with little conceptual depth, making it hard to build five meaningful MCQA options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the dense matrix $\bm{R}$ is represented as a product of multiple matrices $\bm{B}_m\bm{B}_{m-1}\cdots\bm{B}_1$, the authors interpret this as sequential information exchange based on the graphs induced by",$\bm{B}_i$.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the dense matrix $\bm{R}$ is represented as a product of multiple matrices $\bm{B}_m\bm{B}_{m-1}\cdots\bm{B}_1$, the authors interpret this as sequential information exchange based on the graphs induced by $\bm{B}_i$.","Therefore, representing the dense matrix $\bm{R}$ with multiple matrices $\bm{B}_m\bm{B}_{m-1}\cdots\bm{B}_1$ can also be interpreted as performing sequential information exchange based on the graphs induced by $\bm{B}_i, \forall i$.",An Information Transmission View on Orthogonal Finetuning
135,136,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the completion is essentially tautological from the probe itself: given 'from the i-th level nodes to', the natural restatement is simply 'the (i+1)-th level nodes,' leaving little substantive knowledge to distinguish among options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the induced graph obtained by unrolling the matrix multiplication for the factorization $\bm{R}=\bm{B}_5\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$, the matrix $\bm{B}_i$ is viewed as the connectivity matrix from the $i$-th level nodes to",the $(i+1)$-th level nodes.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the induced graph obtained by unrolling the matrix multiplication for the factorization $\bm{R}=\bm{B}_5\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$, the matrix $\bm{B}_i$ is viewed as the connectivity matrix from the $i$-th level nodes to the $(i+1)$-th level nodes.","In the induced graph, the matrix $\bm{B}_i$ is viewed as the connectivity matrix from the $i$-th level nodes to the $(i+1)$-th level nodes.",An Information Transmission View on Orthogonal Finetuning
138,139,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is merely the label ""node 3,"" a trivially short graph-node identifier with little conceptual depth, making it hard to create meaningful 5-option distractors beyond arbitrary node numbers.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when considering $\bm{R}=\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$ as the mapping from the source nodes in the first level to the receiver nodes in the $5$-th level, information from node $1$ cannot be transmitted to",node $3$,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when considering $\bm{R}=\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$ as the mapping from the source nodes in the first level to the receiver nodes in the $5$-th level, information from node $1$ cannot be transmitted to node $3$","If we only consider $\bm{R}=\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$ which corresponds to the source nodes in the first level and the receiver nodes in $5$-th level, then we find that information from the node $1$ cannot be transmitted to the node $3$.",An Information Transmission View on Orthogonal Finetuning
141,142,keep_rejected,weak_distractor_space,"It is unsuitable because the target is a vague, low-content phrase ('the same correspondence') that is hard to distinguish with five meaningful distractors, triggering criterion 3.",No strong restoration rationale under the restoration rubric.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when considering $\bm{R}=\bm{B}_3\bm{B}_2\bm{B}_1$ and $\bm{R}=\bm{B}_2\bm{B}_1$, the induced graph and the sparsity pattern have",the same correspondence,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when considering $\bm{R}=\bm{B}_3\bm{B}_2\bm{B}_1$ and $\bm{R}=\bm{B}_2\bm{B}_1$, the induced graph and the sparsity pattern have the same correspondence","Considering $\bm{R}=\bm{B}_3\bm{B}_2\bm{B}_1$ and $\bm{R}=\bm{B}_2\bm{B}_1$, the same correspondence holds between the induced graph and the sparsity pattern.",An Information Transmission View on Orthogonal Finetuning
144,145,keep_rejected,tautological_stem|weak_distractor_space,"It is unsuitable under criterion 3 because the target is just a short positional phrase ('the (m+1)-th level'), making the completion too trivial and not conceptually rich enough for five meaningful MCQA options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the information transmission view for the factorization matrices $\bm{B}_m,\cdots,\bm{B}_1$ on a $d\times(m+1)$ grid, if $\bm{R}\in\mathbb{R}^{d\times d}$ is dense, information from every node in the first level must be transmitted to",the $(m+1)$-th level.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the information transmission view for the factorization matrices $\bm{B}_m,\cdots,\bm{B}_1$ on a $d\times(m+1)$ grid, if $\bm{R}\in\mathbb{R}^{d\times d}$ is dense, information from every node in the first level must be transmitted to the $(m+1)$-th level.","Generally, for a matrix $\bm{R}\in\mathbb{R}^{d\times d}$ to be dense, the $m$ factorization matrices $\bm{B}_m,\cdots,\bm{B}_1$ needs to correspond to a set of directed edges on a $d\times (m+1)$ grid where one directed edge can only connect two nodes between adjacent levels (\emph{i.e.}, columns), such that information from every node in the first level can be transmitted to every node in the $(m+1)$-th level.",An Information Transmission View on Orthogonal Finetuning
150,151,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated (criterion 5) because the source fact says each first-level node must have at least one path to every node in the last level, whereas the target simplifies this to just 'the last level,' losing the essential 'every node' requirement.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", under the information transmission view, the dense connectivity desideratum requires every node in the first level to have at least one path to",the last level,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", under the information transmission view, the dense connectivity desideratum requires every node in the first level to have at least one path to the last level","Under the information transmission view, the general desiderata towards our goal are \emph{(i)} \textbf{dense connectivity}: every node in the first level has at least one path to every node in the last level, and \emph{(ii)} \textbf{minimum free edges}: the total number of edges should be as small as possible under the orthogonality constraint.",An Information Transmission View on Orthogonal Finetuning
151,152,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, ""a delicate constraint,"" is a generic short phrase rather than a distinctive technical concept, making it difficult to create five meaningful, discriminative answer choices.",Target remains too generic or low-information for restoration.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the transmission view described in the context, orthogonality is injected into the edges between adjacent levels as",a delicate constraint.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the transmission view described in the context, orthogonality is injected into the edges between adjacent levels as a delicate constraint.",We note that orthogonality injects a delicate constraint to the edges between adjacent levels.,An Information Transmission View on Orthogonal Finetuning
153,154,restore,formula_or_symbol_memorization|filter_overstrict,"Unsuitable because the target is a trivially short symbolic answer (criterion 3) and it would be hard to construct five natural, meaningful distractors for 'those entries can only be ±1' (criterion 4).",Orthogonal matrix nonzero-entry value is exact source-backed notation with plausible symbolic alternatives.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of orthogonality constraints and counting edges between adjacent levels, for a $d\times d$ orthogonal matrix with $d$ non-zero entries, those entries can only be",$\pm 1 $.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of orthogonality constraints and counting edges between adjacent levels, for a $d\times d$ orthogonal matrix with $d$ non-zero entries, those entries can only be $\pm 1 $.","These $d$ edges is necessary for orthogonality and should not be counted into the number of edges, because these elements are not trainable (\emph{e.g.}, for a $d\times d$ orthogonal with $d$ non-zero entries, these entries can only be $\pm 1$).",An Information Transmission View on Orthogonal Finetuning
154,155,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, 'parameters,' is a trivially short and generic common word, making it hard to create five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", compared with full matrices, orthogonal matrices require fewer",parameters.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", compared with full matrices, orthogonal matrices require fewer parameters.","Because orthogonal matrices require less number of parameters than full matrices, the orthogonality constraint will bring in additional dependency among edges.",An Information Transmission View on Orthogonal Finetuning
157,158,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target is essentially tautological: the probe asks what pattern is visualized, and the answer is simply 'the non-zero pattern,' which just restates the phrase from the source fact rather than testing a distinct concept.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", according to the information transmission framework used in OFT, the visualized pattern of the composed orthogonal matrix is the",non-zero pattern.,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", according to the information transmission framework used in OFT, the visualized pattern of the composed orthogonal matrix is the non-zero pattern.","By visualizing the non-zero pattern of the composed orthogonal matrix, the information transmission framework is particularly useful in OFT, because we only care about the non-zero trainable elements of $\bm{R}$ and their specific values do not matter.",An Information Transmission View on Orthogonal Finetuning
168,169,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target phrase ""the last level"" is a trivially obvious endpoint completion with little conceptual depth, making it hard to create five meaningful distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the analogy between Fourier transform and the paper’s information transmission problem, every node in the first level can transmit information to all the nodes in",the last level.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the analogy between Fourier transform and the paper’s information transmission problem, every node in the first level can transmit information to all the nodes in the last level.","In Fourier transform, a local change in the frequency domain can cause a global change in the spatial domain, which is conceptually similar to our information transmission problem -- every node in the first level can transmit information to all the nodes in the last level.",Orthogonal Parameterization by Butterfly Factorization
175,176,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable by criterion 1: the probe is essentially a notation-completion task where the target is just the missing last term of the factorization already stated in the question, making it tautological rather than a meaningful conceptual MCQA.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, the last butterfly component appearing in the factorization $\tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots$ is","$\tilde{\bm{B}}(d,2)$.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, the last butterfly component appearing in the factorization $\tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots$ is $\tilde{\bm{B}}(d,2)$.","With $d=2^N$, we then define the $d$-dimensional \emph{butterfly matrix} $\bm{B}(d)\in\mathbb{R}^{d\times d}$ recursively as

\begin{equation}
\footnotesize
\begin{aligned}
    \!\!\bm{B}(d)=\tilde{\bm{B}}(d,d)\!\cdot\!\begin{bmatrix}
    \bm{B}_1(\frac{d}{2})\!\!\!\!\! & \bm{0} \\
    \bm{0}\!\!\!\!\! &\bm{B}_2(\frac{d}{2})
    \end{bmatrix}= \tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots\tilde{\bm{B}}(d,2),
\end{aligned}
\end{equation}

where $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are two $\frac{d}{2}$-dimensional butterfly matrices.",Orthogonal Parameterization by Butterfly Factorization
177,178,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the probe is effectively tautological: writing the matrix as \(\mathrm{diag}(\mathbf{B}^F_1(k),\ldots,\mathbf{B}^F_{d/k}(k))\) already directly signals that it is block-diagonal, leaving little room for meaningful distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the butterfly component $\tilde{\bm{B}}(d,k)=\text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k))$, which is defined as a size-$d\times d$ matrix with block size $k$, is",a block-diagonal matrix.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the butterfly component $\tilde{\bm{B}}(d,k)=\text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k))$, which is defined as a size-$d\times d$ matrix with block size $k$, is a block-diagonal matrix.","We then define the \emph{butterfly component} as $\thickmuskip=2mu \medmuskip=2mu \tilde{\bm{B}}(d,k)=\text{diag}(\bm{B}^F_1(k),\cdots,\bm{B}^F_{d/k}(k))$ that is a block-diagonal matrix of size $d\times d$ with the block size $k$, where $\bm{B}^F_i(k),\forall i$ are butterfly factors defined in Equation~\ref{eq:but_factor}.",Orthogonal Parameterization by Butterfly Factorization
