v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
27,28,keep_rejected,too_generic_target|weak_distractor_space,Too generic target; weak distractor space,Target is too generic or low-information for a strong five-option MCQA.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the context window is extended to extremely long lengths, what becomes dispersed because it is spread thinly across numerous token positions and thereby degrades performance on the original short context is",the attention.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the context window is extended to extremely long lengths, what becomes dispersed because it is spread thinly across numerous token positions and thereby degrades performance on the original short context is the attention.","Third, when extending to extremely long context windows, the attention becomes dispersed as it's spread thinly across numerous token positions, degrading performance on the original short context~\cite{pi}.",Introduction
46,47,restore,technical_term_memorization|filter_overstrict|strong_distractor_space,Target appears verbatim in question,Target is not visible in the stem; RoPE rotation angles is a substantive technical object with plausible nearby distractors.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", LongRoPE identifies, for each RoPE dimension and based on token positions, effective rescale factors for",RoPE's rotation angles.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", LongRoPE identifies, for each RoPE dimension and based on token positions, effective rescale factors for RoPE's rotation angles.","It identifies effective rescale factors for RoPE's rotation angles for each RoPE dimension, based on token positions.",Introduction
47,48,keep_rejected,visible_target_leak,Target appears verbatim in question,Visible stem leaks the target or an effectively identical phrase.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", effective rescale factors for RoPE's rotation angles are identified for each RoPE dimension based on",token positions.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", effective rescale factors for RoPE's rotation angles are identified for each RoPE dimension based on token positions.","It identifies effective rescale factors for RoPE's rotation angles for each RoPE dimension, based on token positions.",Introduction
53,54,keep_rejected,visible_target_leak,Target appears verbatim in question,"The visible stem already says 256k length, so the target is leaked.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after the progressive extension strategy searches for a 256k length on the pretrained LLM, the model is fine-tuned under",256k length.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after the progressive extension strategy searches for a 256k length on the pretrained LLM, the model is fine-tuned under 256k length.",The strategy begins by searching for a 256k length on the pre-trained LLM and fine-tuning it under this length.,Introduction
54,55,restore,technical_term_memorization|filter_overstrict|strong_distractor_space,Target appears verbatim in question,Non-uniform positional interpolation is the method type being recalled and is not leaked by the stem.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after fine-tuning a pre-trained LLM on 256k-length texts and before conducting a second search for new RoPE rescale factors on the extended LLM, the kind of positional interpolation that allows for an $8\times$ extension in non-fine-tuning settings is",non-uniform positional interpolation,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after fine-tuning a pre-trained LLM on 256k-length texts and before conducting a second search for new RoPE rescale factors on the extended LLM, the kind of positional interpolation that allows for an $8\times$ extension in non-fine-tuning settings is non-uniform positional interpolation","Then, as our non-uniform positional interpolation allows for an 8$\times$ extension in non-fine-tuning settings, we conduct a second search for new RoPE rescale factors on the fine-tuned extended LLM.",Introduction
59,60,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase; weak distractor possibilities,Target is too generic or low-information for a strong five-option MCQA.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors use the 256k fine-tuned LLM to scale down to 4k and 8k context windows in order to encourage less positional interpolation with",our search algorithm,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors use the 256k fine-tuned LLM to scale down to 4k and 8k context windows in order to encourage less positional interpolation with our search algorithm","Similar to scaling up from 256k to 2048k, we scale down to 4k and 8k context windows on the 256k fine-tuned LLM using our search algorithm to encourage less positional interpolation.",Introduction
62,63,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase completion; weak distractor space,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", during inference, if the sequence length is less than 8k, RoPE is updated with",the searched rescale factors,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", during inference, if the sequence length is less than 8k, RoPE is updated with the searched rescale factors","During inference, if the sequence length is less than 8k, we update RoPE with the searched rescale factors.",Introduction
63,64,keep_rejected,too_generic_target|weak_distractor_space,Target restates question; generic phrase,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", extensive experiments across different LLMs and various long-context tasks demonstrate",the effectiveness of our method.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", extensive experiments across different LLMs and various long-context tasks demonstrate the effectiveness of our method.",Extensive experiments across different LLMs and various long-context tasks demonstrate the effectiveness of our method.,Introduction
64,65,keep_rejected,too_generic_target|weak_distractor_space,Too generic phrase completion,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", extensive experiments across different LLMs show the effectiveness of LongRoPE on",various long-context tasks.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", extensive experiments across different LLMs show the effectiveness of LongRoPE on various long-context tasks.",Extensive experiments across different LLMs and various long-context tasks demonstrate the effectiveness of our method.,Introduction
72,73,keep_rejected,tautological_stem,Formula directly implied by question wording,"The stem states ratio of extended length to original length, making the formula inferable without source memorization.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors define the context window extension ratio $s$ in terms of the extended context length $L'$ and the original length $L$ as",$s=\frac{L'}{L}$,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors define the context window extension ratio $s$ in terms of the extended context length $L'$ and the original length $L$ as $s=\frac{L'}{L}$",We define $s$ as  the ratio of extended context length $L'$ to the original length $L$: $s=\frac{L'}{L}$.,Non-uniformity in Positional Interpolation
81,82,restore,technical_term_memorization|filter_overstrict,Too trivial generic adjective,The source-specific term crowded is short but meaningful and can be contrasted with plausible position-information descriptors.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the term the authors use to describe the position information created by linear positional interpolation (PI), which hinders the model’s ability to distinguish closely positioned tokens, is",crowded.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the term the authors use to describe the position information created by linear positional interpolation (PI), which hinders the model’s ability to distinguish closely positioned tokens, is crowded.","However, this makes the position information very ``crowded"", hindering the model's ability distinguish closely positioned tokens.",Non-uniformity in Positional Interpolation
88,89,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the improved dynamic NTK adjusts",the extension ratio.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the improved dynamic NTK adjusts the extension ratio.",The improved dynamic NTK~\cite{dynamicntk}  adjusts the extension ratio at each position based on the current sequence length.,Non-uniformity in Positional Interpolation
103,104,restore,technical_term_memorization|filter_overstrict,Trivial phrase completion from question wording,Finding 1 target is a central source claim; non-uniformities can be contrasted with related RoPE behavior choices.,"According to Finding 1 in the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", RoPE dimensions exhibit",substantial non-uniformities.,"According to Finding 1 in the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", RoPE dimensions exhibit substantial non-uniformities.","\textbf{Finding 1}: \textit{RoPE dimensions exhibit substantial non-uniformities, which are not effectively handled by current positional interpolation methods.}",Non-uniformity in Positional Interpolation
105,106,keep_rejected,too_generic_target|weak_distractor_space,Too generic phrase; weak distractor space,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors search for the optimal $\lambda$ for each RoPE dimension in Eq.~\ref{eq:unified_rope} and compare LLaMA2-7B on the PG19 and Proof-pile test sets without fine-tuning, their searched solution shows",significant improvements,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors search for the optimal $\lambda$ for each RoPE dimension in Eq.~\ref{eq:unified_rope} and compare LLaMA2-7B on the PG19 and Proof-pile test sets without fine-tuning, their searched solution shows significant improvements","Our searched solution shows significant improvements, suggesting that current linear (PI) and non-uniform (Dynamic-NTK and YaRN) interpolations are sub-optimal.",Non-uniformity in Positional Interpolation
112,113,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", preserving the original RoPE, especially key dimensions, reduces the LLM's difficulty in distinguishing",close token positions.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", preserving the original RoPE, especially key dimensions, reduces the LLM's difficulty in distinguishing close token positions.","This is because the resulting positional embedding effectively preserves the original RoPE, especially key dimensions, thus reducing LLM's difficulty in distinguishing close token positions.",Non-uniformity in Positional Interpolation
114,115,keep_rejected,near_binary_answer_space,Bad option space: simple less/more comparison,Answer space collapses to a simple comparison rather than robust five-way MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", and according to Finding 2, RoPE for the initial tokens in the input sequence should be extrapolated with",less interpolation,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", and according to Finding 2, RoPE for the initial tokens in the input sequence should be extrapolated with less interpolation",\textbf{Finding 2}: \textit{RoPE for the initial tokens in the input sequence should be extrapolated with less interpolation.},Non-uniformity in Positional Interpolation
115,116,keep_rejected,near_binary_answer_space,Simple comparison; weak 5-option distractor space,Answer space collapses to a simple comparison rather than robust five-way MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", for the initial $\hat{n}$ tokens in input sequences, the authors hypothesize that RoPE should",do less interpolation.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", for the initial $\hat{n}$ tokens in input sequences, the authors hypothesize that RoPE should do less interpolation.","For the initial $\hat{n}$ tokens in input sequences, we hypothesize that their RoPE should do less interpolation.",Non-uniformity in Positional Interpolation
117,118,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the initial $\hat{n}$ tokens in the input sequence are crucial to attention layers because they receive",large attention scores.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the initial $\hat{n}$ tokens in the input sequence are crucial to attention layers because they receive large attention scores.","This is because they receive large attention scores, making them crucial to attention layers, as observed in  Streaming LLM~\cite{streamingllm} and LM-Infinite~\cite{han2023lminfinite}.",Non-uniformity in Positional Interpolation
119,120,restore,technical_term_memorization|filter_overstrict,Direct phrase completion; target strongly implied,The quantity depending on target extension length is a discrete source claim and has plausible distractors.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the quantity that depends on the target extension length when using non-uniform positional interpolation is",The optimal number of starting tokens.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the quantity that depends on the target extension length when using non-uniform positional interpolation is The optimal number of starting tokens.","\textbf{(2)} The optimal number of starting tokens, $\hat n$, depends on the target extension length.",Non-uniformity in Positional Interpolation
130,131,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase; too easily lifted,Target is too generic or low-information for a strong five-option MCQA.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", LongRoPE first introduces, to fully exploit the two non-uniformities,",an efficient search algorithm.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", LongRoPE first introduces, to fully exploit the two non-uniformities, an efficient search algorithm.","Motivated by the findings, we present LongRoPE, which first introduces an efficient search algorithm to fully exploit the two non-uniformities, and then uses it to extend LLM context window beyond 2 million tokens.",LongRoPE
131,132,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase completion; weak distractor space,Target is too generic or low-information for a strong five-option MCQA.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors frame the multidimensional non-uniform position interpolation optimization problem as a search problem, the two non-uniformities lead to",a vast solution space.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when the authors frame the multidimensional non-uniform position interpolation optimization problem as a search problem, the two non-uniformities lead to a vast solution space.",The two non-uniformities can lead to a vast solution space and introduce complexities in optimization.,LongRoPE
132,133,keep_rejected,too_generic_target|weak_distractor_space,Generic phrase completion; weak distractor space,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the two non-uniformities in the multidimensional non-uniform position interpolation optimization problem introduce",complexities in optimization.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the two non-uniformities in the multidimensional non-uniform position interpolation optimization problem introduce complexities in optimization.",The two non-uniformities can lead to a vast solution space and introduce complexities in optimization.,LongRoPE
133,134,keep_rejected,weak_distractor_space,Formula-only symbol; weak 5-option distractors,Formula/symbol item looked too weak to restore under a conservative pass.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", each lengthy input document $\mathbf{x}\in\mathbf{X}$ for a LLM targeting that context window is assumed to exceed token length",$L'$.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", each lengthy input document $\mathbf{x}\in\mathbf{X}$ for a LLM targeting that context window is assumed to exceed token length $L'$.","For a LLM targeting a  context window size of $L'$ and lengthy input documents $\mathbf{X}$, where each $\mathbf{x}\in\mathbf{X}$ surpasses $L'$ in token length, we denote the original rotary angle of the $i^{th}$ dimension in RoPE embedding at token position $n$ as  $\frac{n}{\beta^i}$.",LongRoPE
137,138,keep_rejected,unsupported_or_unclear,Answer incomplete; source says non-uniformity of token positions,Source support or target fit is unclear enough to keep rejected.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of the rescale factors used to cover non-uniformities in RoPE dimensions, \(\hat{n}\) denotes",token positions.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of the rescale factors used to cover non-uniformities in RoPE dimensions, \(\hat{n}\) denotes token positions.","$\hat{\lambda_i}$  and $\hat{n}$ denote the non-uniformity of RoPE dimensions and token positions, respectively.",LongRoPE
139,140,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic term definition,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the rescaling of the rotation angle for the $i^{th}$ RoPE dimension, $\hat\lambda_{i}$ denotes",the rescale factor.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the rescaling of the rotation angle for the $i^{th}$ RoPE dimension, $\hat\lambda_{i}$ denotes the rescale factor.","Specifically, we use $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$  to rescale the rotation angle for the $i^{th}$ RoPE dimension, where $\hat\lambda_{i}$ is the rescale factor and $\hat{n}$ is token position threshold.",LongRoPE
143,144,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", given a target context window size of $L'$, the objective seeks the optimal rescale factors $\mathbb{I}(\hat{\lambda}_{0},\hat{n})$, $\mathbb{I}(\hat{\lambda}_{1},\hat{n})$, and so on, for",the $1^{st}$ to $d^{th}$ RoPE dimension,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", given a target context window size of $L'$, the objective seeks the optimal rescale factors $\mathbb{I}(\hat{\lambda}_{0},\hat{n})$, $\mathbb{I}(\hat{\lambda}_{1},\hat{n})$, and so on, for the $1^{st}$ to $d^{th}$ RoPE dimension","Given a target context window size of $L'$, our objective is to find the optimal rescale factors ($\mathbb{I}(\hat{\lambda}_{0},\hat{n})$, $\mathbb{I}(\hat{\lambda}_{1},\hat{n})$ ,...$\mathbb{I}(\hat{\lambda}_{i},\hat{n})$...) from the $1^{st}$ to $d^{th}$ RoPE dimension.",LongRoPE
145,146,keep_rejected,tautological_stem|weak_distractor_space,Too trivial definitional phrase,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the statement that the target LLM with rescaled RoPE can achieve a minimum next token prediction loss for input samples $\mathbf{X}$ with a token length of $L'$, $\mathcal{L}$ denotes",the perplexity.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the statement that the target LLM with rescaled RoPE can achieve a minimum next token prediction loss for input samples $\mathbf{X}$ with a token length of $L'$, $\mathcal{L}$ denotes the perplexity.","As a result, the target $\text{LLM}$, with the rescaled $\text{RoPE}$, can achieve a minimum next token prediction loss, $\mathcal{L}$ (i.e., the perplexity), for input samples $\mathbf{X}$ with a token length of $L'$.",LongRoPE
146,147,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; target strongly implied,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors include in their search space for optimal RoPE rescale factors, for each dimension in the RoPE embedding,",a specialized rescale factor,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors include in their search space for optimal RoPE rescale factors, for each dimension in the RoPE embedding, a specialized rescale factor","Specifically, we allow the search of a specialized rescale factor for each dimension in RoPE embedding.",LongRoPE
150,151,keep_rejected,tautological_stem|weak_distractor_space,Trivial phrase completion; weak distractor space,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search setup for positional interpolation, $\hat{n}$ controls",the number of initial token positions.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the search setup for positional interpolation, $\hat{n}$ controls the number of initial token positions.","$\hat{n}$ controls the number of initial token positions that are retained without position interpolation (i.e., use the original RoPE embedding).",LongRoPE
151,152,keep_rejected,tautological_stem|weak_distractor_space,Target strongly implied by question wording,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when $\hat{n}$ controls the number of initial token positions retained without position interpolation, those token positions use",the original RoPE embedding.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", when $\hat{n}$ controls the number of initial token positions retained without position interpolation, those token positions use the original RoPE embedding.","$\hat{n}$ controls the number of initial token positions that are retained without position interpolation (i.e., use the original RoPE embedding).",LongRoPE
155,156,keep_rejected,too_generic_target|weak_distractor_space,"Generic phrase, strongly implied by wording",Target is too generic or low-information for a strong five-option MCQA.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors state that, in addition to evolution search, what greatly boosts search efficiency in their search procedure for positional interpolation solutions is",two optimization techniques,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", the authors state that, in addition to evolution search, what greatly boosts search efficiency in their search procedure for positional interpolation solutions is two optimization techniques","To address this, we use evolution search~\cite{guo2020single}  and introduce  two optimization techniques to greatly boost search efficiency.",LongRoPE
159,160,keep_rejected,visible_target_leak,Too trivial symbol-only target,Visible stem leaks the target or an effectively identical phrase.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", during the optimized initial population generation step of the search procedure, the three RoPE rescale factors are randomly mutated for the remaining $P$-3 individuals with probability",$p$.,"In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", during the optimized initial population generation step of the search procedure, the three RoPE rescale factors are randomly mutated for the remaining $P$-3 individuals with probability $p$.","For the remaining $P$-3 individuals, we randomly mutate the three rescale factors with a probability of $p$.",LongRoPE
160,161,keep_rejected,too_generic_target|weak_distractor_space,Too trivial generic notation target,Target is too generic or low-information for a strong five-option MCQA.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after applying the corresponding RoPE rescale factors to the target LLM during the perplexity evaluation of each individual in the initial population, perplexity is computed for",input $\mathbf{X}$.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after applying the corresponding RoPE rescale factors to the target LLM during the perplexity evaluation of each individual in the initial population, perplexity is computed for input $\mathbf{X}$.","Specifically, we apply the corresponding RoPE rescale factors to the target LLM and compute the perplexity of  input $\mathbf{X}$.",LongRoPE
161,162,keep_rejected,tautological_stem|weak_distractor_space,Too trivial phrase completion,Stem makes the answer too easy or leaves weak distractor space.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", before computing the perplexity of input $\mathbf{X}$ during the evaluation of each individual in the initial population, the corresponding RoPE rescale factors are applied to",the target LLM.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", before computing the perplexity of input $\mathbf{X}$ during the evaluation of each individual in the initial population, the corresponding RoPE rescale factors are applied to the target LLM.","Specifically, we apply the corresponding RoPE rescale factors to the target LLM and compute the perplexity of  input $\mathbf{X}$.",LongRoPE
