row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", depression., depression.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presenting with anaphylaxis had a past medical history that included diabetes mellitus type 2, hypertension, psoriasis, and","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presenting with anaphylaxis had a past medical history that included diabetes mellitus type 2, hypertension, psoriasis, and","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presenting with anaphylaxis had a past medical history that included diabetes mellitus type 2, hypertension, psoriasis, and depression.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presenting with anaphylaxis had a past medical history that included diabetes mellitus type 2, hypertension, psoriasis, and depression."
12,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", over 12 hours, over 12 hours,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the woman in her 60s who presented to the emergency department with anaphylaxis after taking oral clarithromycin had last taken her once-daily hydrochlorothiazide before ED presentation,","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the woman in her 60s who presented to the emergency department with anaphylaxis after taking oral clarithromycin had last taken her once-daily hydrochlorothiazide before ED presentation,","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the woman in her 60s who presented to the emergency department with anaphylaxis after taking oral clarithromycin had last taken her once-daily hydrochlorothiazide before ED presentation, over 12 hours","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the woman in her 60s who presented to the emergency department with anaphylaxis after taking oral clarithromycin had last taken her once-daily hydrochlorothiazide before ED presentation, over 12 hours"
13,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", her abdomen., her abdomen.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after taking clindamycin for 5 days for erysipelas before developing a rash, the rash appeared on","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after taking clindamycin for 5 days for erysipelas before developing a rash, the rash appeared on","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after taking clindamycin for 5 days for erysipelas before developing a rash, the rash appeared on her abdomen.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after taking clindamycin for 5 days for erysipelas before developing a rash, the rash appeared on her abdomen."
14,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", clarithromycin., clarithromycin.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after a woman in her 60s developed a rash on her abdomen after 5 days of clindamycin for erysipelas, which was interpreted as a late allergic reaction, her general practitioner switched her antibiotic regimen to","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after a woman in her 60s developed a rash on her abdomen after 5 days of clindamycin for erysipelas, which was interpreted as a late allergic reaction, her general practitioner switched her antibiotic regimen to","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after a woman in her 60s developed a rash on her abdomen after 5 days of clindamycin for erysipelas, which was interpreted as a late allergic reaction, her general practitioner switched her antibiotic regimen to clarithromycin.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" after a woman in her 60s developed a rash on her abdomen after 5 days of clindamycin for erysipelas, which was interpreted as a late allergic reaction, her general practitioner switched her antibiotic regimen to clarithromycin."
15,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", worsening progressively over time., worsening progressively over time.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed symptoms 1 hour after taking the first oral dose of clarithromycin, and after the symptoms began, they were","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed symptoms 1 hour after taking the first oral dose of clarithromycin, and after the symptoms began, they were","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed symptoms 1 hour after taking the first oral dose of clarithromycin, and after the symptoms began, they were worsening progressively over time.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s developed symptoms 1 hour after taking the first oral dose of clarithromycin, and after the symptoms began, they were worsening progressively over time."
16,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", normal., normal.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the woman in her 60s was examined in the emergency department for anaphylaxis after her first oral dose of clarithromycin, no swelling of the tongue or throat was seen and her cardiac and lung auscultation was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the woman in her 60s was examined in the emergency department for anaphylaxis after her first oral dose of clarithromycin, no swelling of the tongue or throat was seen and her cardiac and lung auscultation was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the woman in her 60s was examined in the emergency department for anaphylaxis after her first oral dose of clarithromycin, no swelling of the tongue or throat was seen and her cardiac and lung auscultation was normal.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the woman in her 60s was examined in the emergency department for anaphylaxis after her first oral dose of clarithromycin, no swelling of the tongue or throat was seen and her cardiac and lung auscultation was normal."
17,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", subsequent anaphylactic episodes., subsequent anaphylactic episodes.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s with clarithromycin-induced anaphylaxis initially improved after epinephrine and supplemental oxygen was stopped, but the clinicians had to temporarily restart the supplemental oxygen during","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s with clarithromycin-induced anaphylaxis initially improved after epinephrine and supplemental oxygen was stopped, but the clinicians had to temporarily restart the supplemental oxygen during","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s with clarithromycin-induced anaphylaxis initially improved after epinephrine and supplemental oxygen was stopped, but the clinicians had to temporarily restart the supplemental oxygen during subsequent anaphylactic episodes.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s with clarithromycin-induced anaphylaxis initially improved after epinephrine and supplemental oxygen was stopped, but the clinicians had to temporarily restart the supplemental oxygen during subsequent anaphylactic episodes."
18,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", 500 mg., 500 mg.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" a woman in her 60s developed anaphylaxis after taking clarithromycin. The drug was then discontinued with no further doses given, and her single initial oral clarithromycin dose was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" a woman in her 60s developed anaphylaxis after taking clarithromycin. The drug was then discontinued with no further doses given, and her single initial oral clarithromycin dose was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" a woman in her 60s developed anaphylaxis after taking clarithromycin. The drug was then discontinued with no further doses given, and her single initial oral clarithromycin dose was 500 mg.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" a woman in her 60s developed anaphylaxis after taking clarithromycin. The drug was then discontinued with no further doses given, and her single initial oral clarithromycin dose was 500 mg."
19,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", further monitoring., further monitoring.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after an initial response to treatment and a first relapse of anaphylactic shock within the first 12 hours of admission, the woman in her 60s was admitted to the intensive care unit (ICU) for","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after an initial response to treatment and a first relapse of anaphylactic shock within the first 12 hours of admission, the woman in her 60s was admitted to the intensive care unit (ICU) for","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after an initial response to treatment and a first relapse of anaphylactic shock within the first 12 hours of admission, the woman in her 60s was admitted to the intensive care unit (ICU) for further monitoring.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after an initial response to treatment and a first relapse of anaphylactic shock within the first 12 hours of admission, the woman in her 60s was admitted to the intensive care unit (ICU) for further monitoring."
20,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", 0.5 mg., 0.5 mg.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s who developed recurrent anaphylactic episodes after taking clarithromycin and required four intramuscular epinephrine doses in total received the later two individually prepared doses as","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s who developed recurrent anaphylactic episodes after taking clarithromycin and required four intramuscular epinephrine doses in total received the later two individually prepared doses as","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s who developed recurrent anaphylactic episodes after taking clarithromycin and required four intramuscular epinephrine doses in total received the later two individually prepared doses as 0.5 mg.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s who developed recurrent anaphylactic episodes after taking clarithromycin and required four intramuscular epinephrine doses in total received the later two individually prepared doses as 0.5 mg."
21,repair,poor_wording,Old wording incorrectly implied the clinic auto-injectors contained the recommended 0.5 mg dose; repaired to ask for the recommended dose stated in the source., 0.5 mg, 0.5 mg,"According to the case report “Multiphasic anaphylaxis in the emergency and intensive care setting,” the authors recommend an epinephrine dose for time-sensitive situations such as initial stabilization in the emergency department or other settings where anaphylaxis treatment is not routine, despite the clinic’s auto-injectors containing a lower dose of","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the auto-injectors available at the clinic had a lower dose than the recommended epinephrine dose of","According to the case report “Multiphasic anaphylaxis in the emergency and intensive care setting,” the authors recommend an epinephrine dose for time-sensitive situations such as initial stabilization in the emergency department or other settings where anaphylaxis treatment is not routine, despite the clinic’s auto-injectors containing a lower dose of 0.5 mg","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the auto-injectors available at the clinic had a lower dose than the recommended epinephrine dose of 0.5 mg"
22,repair,poor_wording,Reworded an awkward cloze so the medication considered for continuous intravenous pump administration is clear., epinephrine., epinephrine.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the allergy team discussed continuous administration via an intravenous pump to pre-empt recurrent anaphylaxis in a woman in her 60s using","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the allergy team considered continuous administration via an intravenous pump to pre-empt recurrent anaphylaxis using","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the allergy team discussed continuous administration via an intravenous pump to pre-empt recurrent anaphylaxis in a woman in her 60s using epinephrine.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the allergy team considered continuous administration via an intravenous pump to pre-empt recurrent anaphylaxis using epinephrine."
23,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", a standard care ward., a standard care ward.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient had gone approximately 24 hours without renewed anaphylaxis, she was transferred back to","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient had gone approximately 24 hours without renewed anaphylaxis, she was transferred back to","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient had gone approximately 24 hours without renewed anaphylaxis, she was transferred back to a standard care ward.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient had gone approximately 24 hours without renewed anaphylaxis, she was transferred back to a standard care ward."
24,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", 27 hours after the last recurrence of anaphylaxis., 27 hours after the last recurrence of anaphylaxis.,"In the woman with multiphasic anaphylaxis to clarithromycin in the case report “Multiphasic anaphylaxis in the emergency and intensive care setting,” the second tryptase sample was obtained","In the woman with multiphasic anaphylaxis to clarithromycin in the case report “Multiphasic anaphylaxis in the emergency and intensive care setting,” the second tryptase sample was obtained","In the woman with multiphasic anaphylaxis to clarithromycin in the case report “Multiphasic anaphylaxis in the emergency and intensive care setting,” the second tryptase sample was obtained 27 hours after the last recurrence of anaphylaxis.","In the woman with multiphasic anaphylaxis to clarithromycin in the case report “Multiphasic anaphylaxis in the emergency and intensive care setting,” the second tryptase sample was obtained 27 hours after the last recurrence of anaphylaxis."
25,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", memory problems., memory problems.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient underwent further evaluation because of findings in line with systemic mastocytosis, and among the possible neuropsychiatric symptoms mentioned in that evaluation, the symptom noted alongside depression was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient underwent further evaluation because of findings in line with systemic mastocytosis, and among the possible neuropsychiatric symptoms mentioned in that evaluation, the symptom noted alongside depression was","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient underwent further evaluation because of findings in line with systemic mastocytosis, and among the possible neuropsychiatric symptoms mentioned in that evaluation, the symptom noted alongside depression was memory problems.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient underwent further evaluation because of findings in line with systemic mastocytosis, and among the possible neuropsychiatric symptoms mentioned in that evaluation, the symptom noted alongside depression was memory problems."
26,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", a specific trigger., a specific trigger.,"In the discussion of anaphylaxis in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", identifying a likely allergen supports the diagnosis, but it is not always possible to determine","In the discussion of anaphylaxis in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", identifying a likely allergen supports the diagnosis, but it is not always possible to determine","In the discussion of anaphylaxis in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", identifying a likely allergen supports the diagnosis, but it is not always possible to determine a specific trigger.","In the discussion of anaphylaxis in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", identifying a likely allergen supports the diagnosis, but it is not always possible to determine a specific trigger."
27,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", correctly administered epinephrine., correctly administered epinephrine.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors distinguish refractory anaphylaxis from other complex anaphylaxis courses by describing it as persistent anaphylaxis with no or insufficient response to","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors distinguish refractory anaphylaxis from other complex anaphylaxis courses by describing it as persistent anaphylaxis with no or insufficient response to","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors distinguish refractory anaphylaxis from other complex anaphylaxis courses by describing it as persistent anaphylaxis with no or insufficient response to correctly administered epinephrine.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors distinguish refractory anaphylaxis from other complex anaphylaxis courses by describing it as persistent anaphylaxis with no or insufficient response to correctly administered epinephrine."
28,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", clinical monitoring., clinical monitoring.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the authors discuss guideline recommendations for biphasic anaphylaxis in the discussion section, those recommendations primarily address","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the authors discuss guideline recommendations for biphasic anaphylaxis in the discussion section, those recommendations primarily address","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the authors discuss guideline recommendations for biphasic anaphylaxis in the discussion section, those recommendations primarily address clinical monitoring.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", when the authors discuss guideline recommendations for biphasic anaphylaxis in the discussion section, those recommendations primarily address clinical monitoring."
29,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", a three-tier risk-stratified approach to monitoring., a three-tier risk-stratified approach to monitoring.,"The discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes","The discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes","The discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes a three-tier risk-stratified approach to monitoring.","The discussion in the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"" notes that, in contrast to the Dutch NHG and World Allergy Organisation guidance, the UK guideline 2021 proposes a three-tier risk-stratified approach to monitoring."
30,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", appropriate supportive care., appropriate supportive care.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", biphasic and multiphasic anaphylaxis are generally managed with treatment that largely mirrors standard anaphylaxis care. This includes prompt intramuscular epinephrine and","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", biphasic and multiphasic anaphylaxis are generally managed with treatment that largely mirrors standard anaphylaxis care. This includes prompt intramuscular epinephrine and","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", biphasic and multiphasic anaphylaxis are generally managed with treatment that largely mirrors standard anaphylaxis care. This includes prompt intramuscular epinephrine and appropriate supportive care.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", biphasic and multiphasic anaphylaxis are generally managed with treatment that largely mirrors standard anaphylaxis care. This includes prompt intramuscular epinephrine and appropriate supportive care."
31,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", biphasic reactions., biphasic reactions.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the authors note in their discussion that corticosteroids were traditionally recommended in part to prevent","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the authors note in their discussion that corticosteroids were traditionally recommended in part to prevent","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the authors note in their discussion that corticosteroids were traditionally recommended in part to prevent biphasic reactions.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the authors note in their discussion that corticosteroids were traditionally recommended in part to prevent biphasic reactions."
32,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", a recent shift away from the use of steroids in anaphylaxis., a recent shift away from the use of steroids in anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the use of steroids in anaphylaxis.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", mounting evidence has led to a recent shift away from the use of steroids in anaphylaxis."
33,repair,poor_wording,Removed unsupported follow-up wording and aligned the cloze with the source phrase risk stratification and monitoring decisions., monitoring decisions., monitoring decisions.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the authors state that in biphasic anaphylaxis, the absence of reliable predictors makes it difficult to decide how to stratify risk and determine patient follow-up","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors state that in biphasic anaphylaxis, the absence of reliable predictors complicates risk stratification and","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the authors state that in biphasic anaphylaxis, the absence of reliable predictors makes it difficult to decide how to stratify risk and determine patient follow-up monitoring decisions.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the authors state that in biphasic anaphylaxis, the absence of reliable predictors complicates risk stratification and monitoring decisions."
34,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", emergency medical care., emergency medical care.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis mortality is low, especially in regions where prompt treatment is available through","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis mortality is low, especially in regions where prompt treatment is available through","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis mortality is low, especially in regions where prompt treatment is available through emergency medical care.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", anaphylaxis mortality is low, especially in regions where prompt treatment is available through emergency medical care."
35,keep,,"Retained: source-framed, meaningful, source-backed target with no v13 repair needed.", biphasic anaphylaxis., biphasic anaphylaxis.,"According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the discussion notes that fatal outcomes are even rarer for","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the discussion notes that fatal outcomes are even rarer for","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the discussion notes that fatal outcomes are even rarer for biphasic anaphylaxis.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting,"" the discussion notes that fatal outcomes are even rarer for biphasic anaphylaxis."
