probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, the two intravenous rituximab doses of 1000 mg each were given",2 weeks apart.,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, the two intravenous rituximab doses of 1000 mg each were given
(A) 5 days apart.
(B) 6 months apart.
(C) weekly for 4 weeks.
(D) 2 weeks apart.
(E) 4 weeks apart.",5 days apart.,6 months apart.,weekly for 4 weeks.,2 weeks apart.,4 weeks apart.,"[""4 weeks apart."", ""5 days apart."", ""weekly for 4 weeks."", ""6 months apart.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, the two intravenous rituximab doses of 1000 mg each were given 2 weeks apart.",He was commenced on mycophenolate mofetil 1 g two times a day and given two rituximab doses at 1000 mg intravenous 2 weeks apart.,Treatment
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the post-swallow penetration of thin and mildly thick fluids on video fluoroscopic (barium) swallow study performed because of severe pharyngeal dysphagia reached",the vocal cords.,(A),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the post-swallow penetration of thin and mildly thick fluids on video fluoroscopic (barium) swallow study performed because of severe pharyngeal dysphagia reached
(A) the vocal cords.
(B) the laryngeal vestibule.
(C) the trachea.
(D) the pyriform fossae.
(E) the carina.",the vocal cords.,the laryngeal vestibule.,the trachea.,the pyriform fossae.,the carina.,"[""the laryngeal vestibule."", ""the trachea."", ""the pyriform fossae."", ""the carina.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the post-swallow penetration of thin and mildly thick fluids on video fluoroscopic (barium) swallow study performed because of severe pharyngeal dysphagia reached the vocal cords.",This led to severe pyriform fossae residue and post-swallow penetration of thin and mildly thick fluids to the vocal cords.,Investigations
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after sulfamethoxazole-trimethoprim was stopped because he developed haemolytic anaemia during treatment for dermatomyositis, the patient subsequently tolerated Pneumocystis jirovecii pneumonia prophylaxis with",nebulised pentamidine 300 mg every 4 weeks.,(D),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after sulfamethoxazole-trimethoprim was stopped because he developed haemolytic anaemia during treatment for dermatomyositis, the patient subsequently tolerated Pneumocystis jirovecii pneumonia prophylaxis with
(A) atovaquone 1500 mg orally once daily with food.
(B) sulfamethoxazole-trimethoprim 960 mg three times weekly.
(C) oral dapsone 100 mg once daily.
(D) nebulised pentamidine 300 mg every 4 weeks.
(E) valganciclovir 450 mg once daily.",atovaquone 1500 mg orally once daily with food.,sulfamethoxazole-trimethoprim 960 mg three times weekly.,oral dapsone 100 mg once daily.,nebulised pentamidine 300 mg every 4 weeks.,valganciclovir 450 mg once daily.,"[""oral dapsone 100 mg once daily."", ""atovaquone 1500 mg orally once daily with food."", ""sulfamethoxazole-trimethoprim 960 mg three times weekly."", ""valganciclovir 450 mg once daily.""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after sulfamethoxazole-trimethoprim was stopped because he developed haemolytic anaemia during treatment for dermatomyositis, the patient subsequently tolerated Pneumocystis jirovecii pneumonia prophylaxis with nebulised pentamidine 300 mg every 4 weeks.","For Pneumocystis jirovecii pneumonia prophylaxis, he was initially commenced on sulfamethoxazole-trimethoprim, though this was ceased due to the development of haemolytic anaemia (in the absence of glucose-6-phosphate dehydrogenase (G6PD) deficiency) and he subsequently tolerated nebulised pentamidine 300 mg every 4 weeks.",Treatment
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported malignancy in",18%.,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported malignancy in
(A) 30%
(B) 43%
(C) 18%.
(D) 25%
(E) 46%",30%,43%,18%.,25%,46%,"[""46%"", ""43%"", ""25%"", ""30%""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported malignancy in 18%.","In a large literature review encompassing 215 patients, dysphagia and interstitial lung disease were reported in 46% and 43% of cases of SAE1 dermatomyositis, respectively, while malignancy occurred in 18%.",Discussion
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is",Subcutaneous tissue oedema,(A),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is
(A) Subcutaneous tissue oedema
(B) Gottron’s papules
(C) Interstitial lung disease
(D) Hereditary angioedema
(E) Heliotrope rash",Subcutaneous tissue oedema,Gottron’s papules,Interstitial lung disease,Hereditary angioedema,Heliotrope rash,"[""Heliotrope rash"", ""Gottron\u2019s papules"", ""Interstitial lung disease"", ""Hereditary angioedema""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is Subcutaneous tissue oedema","Subcutaneous tissue oedema, especially facial or neck swelling, is an uncommon feature in dermatomyositis.",Discussion
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors summarize dermatomyositis as a condition that typically affects the skin, muscle, and respiratory system, and dermatomyositis is",a rare autoimmune disease,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors summarize dermatomyositis as a condition that typically affects the skin, muscle, and respiratory system, and dermatomyositis is
(A) a common allergic disorder
(B) a form of recurrent angioedema
(C) a rare autoimmune disease
(D) a rare inherited muscular dystrophy
(E) a rare autoinflammatory disease",a common allergic disorder,a form of recurrent angioedema,a rare autoimmune disease,a rare inherited muscular dystrophy,a rare autoinflammatory disease,"[""a form of recurrent angioedema"", ""a rare autoinflammatory disease"", ""a common allergic disorder"", ""a rare inherited muscular dystrophy""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors summarize dermatomyositis as a condition that typically affects the skin, muscle, and respiratory system, and dermatomyositis is a rare autoimmune disease","Dermatomyositis is a rare autoimmune disease that typically affects the skin, muscle and respiratory system.",Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for",anti-SAE1–positive dermatomyositis.,(B),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for
(A) immune-mediated necrotizing myopathy
(B) anti-SAE1–positive dermatomyositis.
(C) anti-TIF1-γ–positive dermatomyositis
(D) bradykinin-mediated angioedema
(E) dysphagia-predominant dermatomyositis",immune-mediated necrotizing myopathy,anti-SAE1–positive dermatomyositis.,anti-TIF1-γ–positive dermatomyositis,bradykinin-mediated angioedema,dysphagia-predominant dermatomyositis,"[""anti-TIF1-\u03b3\u2013positive dermatomyositis"", ""bradykinin-mediated angioedema"", ""immune-mediated necrotizing myopathy"", ""dysphagia-predominant dermatomyositis""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for anti-SAE1–positive dermatomyositis.",There is limited evidence to guide optimal pharmacotherapy in anti-SAE1–positive dermatomyositis.,Discussion
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", patients with dermatomyositis usually require",prompt treatment with intense immunosuppression,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", patients with dermatomyositis usually require
(A) urgent treatment with antihistamines and adrenaline for presumed angioedema
(B) prolonged treatment with broad-spectrum antibiotics to control occult infection
(C) prompt treatment with airway protection and surgical drainage of neck swelling
(D) prompt treatment with intense immunosuppression
(E) supportive treatment with physiotherapy and analgesia alone",urgent treatment with antihistamines and adrenaline for presumed angioedema,prolonged treatment with broad-spectrum antibiotics to control occult infection,prompt treatment with airway protection and surgical drainage of neck swelling,prompt treatment with intense immunosuppression,supportive treatment with physiotherapy and analgesia alone,"[""urgent treatment with antihistamines and adrenaline for presumed angioedema"", ""prompt treatment with airway protection and surgical drainage of neck swelling"", ""prolonged treatment with broad-spectrum antibiotics to control occult infection"", ""supportive treatment with physiotherapy and analgesia alone""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", patients with dermatomyositis usually require prompt treatment with intense immunosuppression",Patients with dermatomyositis usually require prompt treatment with intense immunosuppression to reduce disease progression and multiorgan damage.,Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system, and prompt treatment with intense immunosuppression aims to reduce",disease progression and multiorgan damage.,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system, and prompt treatment with intense immunosuppression aims to reduce
(A) viral reactivation and opportunistic infection.
(B) cardiovascular mortality and thromboembolic risk.
(C) disease progression and multiorgan damage.
(D) histamine release and mast-cell degranulation.
(E) airway oedema and acute respiratory compromise.",viral reactivation and opportunistic infection.,cardiovascular mortality and thromboembolic risk.,disease progression and multiorgan damage.,histamine release and mast-cell degranulation.,airway oedema and acute respiratory compromise.,"[""airway oedema and acute respiratory compromise."", ""histamine release and mast-cell degranulation."", ""viral reactivation and opportunistic infection."", ""cardiovascular mortality and thromboembolic risk.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system, and prompt treatment with intense immunosuppression aims to reduce disease progression and multiorgan damage.",Patients with dermatomyositis usually require prompt treatment with intense immunosuppression to reduce disease progression and multiorgan damage.,Abstract
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection, and he was initially reviewed by","ear, nose and throat surgeons",(B),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection, and he was initially reviewed by
(A) emergency medicine physicians
(B) ear, nose and throat surgeons
(C) rheumatologists
(D) clinical immunologists
(E) oral and maxillofacial surgeons",emergency medicine physicians,"ear, nose and throat surgeons",rheumatologists,clinical immunologists,oral and maxillofacial surgeons,"[""oral and maxillofacial surgeons"", ""clinical immunologists"", ""emergency medicine physicians"", ""rheumatologists""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection, and he was initially reviewed by ear, nose and throat surgeons","He was reviewed initially by ear, nose and throat surgeons for a probable deep neck space infection.",Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was",creatine kinase level,(C),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was
(A) serum tryptase level
(B) C-reactive protein level
(C) creatine kinase level
(D) C1 esterase inhibitor level
(E) SAE1 autoantibody assay",serum tryptase level,C-reactive protein level,creatine kinase level,C1 esterase inhibitor level,SAE1 autoantibody assay,"[""C1 esterase inhibitor level"", ""serum tryptase level"", ""C-reactive protein level"", ""SAE1 autoantibody assay""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was creatine kinase level","A creatine kinase level was promptly requested due to the atypical nature of neck oedema that was inconsistent with angioedema, along with the presence of skin and nail changes.",Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after deep neck space infection was ruled out as the cause of his severe neck swelling, the previously well man in his 40s was referred to",clinical immunology,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after deep neck space infection was ruled out as the cause of his severe neck swelling, the previously well man in his 40s was referred to
(A) rheumatology
(B) dermatology
(C) ear, nose and throat surgery
(D) clinical immunology
(E) respiratory medicine",rheumatology,dermatology,"ear, nose and throat surgery",clinical immunology,respiratory medicine,"[""rheumatology"", ""dermatology"", ""respiratory medicine"", ""ear, nose and throat surgery""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after deep neck space infection was ruled out as the cause of his severe neck swelling, the previously well man in his 40s was referred to clinical immunology","Having been cleared of this as a cause, he was referred to clinical immunology for investigation and treatment of suspected idiopathic angioedema.",Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the previously well male patient was",in his 40s,(A),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the previously well male patient was
(A) in his 40s
(B) in his 30s
(C) initially suspected of having Ludwig's angina
(D) in his 50s
(E) a previously immunosuppressed man",in his 40s,in his 30s,initially suspected of having Ludwig's angina,in his 50s,a previously immunosuppressed man,"[""in his 30s"", ""in his 50s"", ""initially suspected of having Ludwig's angina"", ""a previously immunosuppressed man""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the previously well male patient was in his 40s",A previously well male in his 40s initially presented to an emergency department with severe neck swelling.,Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling that was considered atypical for angioedema, and the additional clinical features noted along with the neck oedema that prompted clinicians to request a creatine kinase level were",skin and nail changes,(A),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling that was considered atypical for angioedema, and the additional clinical features noted along with the neck oedema that prompted clinicians to request a creatine kinase level were
(A) skin and nail changes
(B) Raynaud phenomenon and arthralgia
(C) fever and odynophagia
(D) urticaria and lip swelling
(E) proximal muscle weakness and dysphagia",skin and nail changes,Raynaud phenomenon and arthralgia,fever and odynophagia,urticaria and lip swelling,proximal muscle weakness and dysphagia,"[""proximal muscle weakness and dysphagia"", ""urticaria and lip swelling"", ""fever and odynophagia"", ""Raynaud phenomenon and arthralgia""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling that was considered atypical for angioedema, and the additional clinical features noted along with the neck oedema that prompted clinicians to request a creatine kinase level were skin and nail changes","A creatine kinase level was promptly requested due to the atypical nature of neck oedema that was inconsistent with angioedema, along with the presence of skin and nail changes.",Abstract
"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s who was ultimately given a provisional diagnosis of dermatomyositis after presenting with severe neck swelling and atypical neck oedema was subsequently found to have a",positive small ubiquitin-like modifier-1 activating enzyme (SAE1) autoantibody,(C),"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s who was ultimately given a provisional diagnosis of dermatomyositis after presenting with severe neck swelling and atypical neck oedema was subsequently found to have a
(A) positive anti-Mi-2 autoantibody
(B) positive anti-transcription intermediary factor 1-gamma (TIF1-γ) autoantibody
(C) positive small ubiquitin-like modifier-1 activating enzyme (SAE1) autoantibody
(D) positive anti-Jo-1 autoantibody
(E) low C1 esterase inhibitor level",positive anti-Mi-2 autoantibody,positive anti-transcription intermediary factor 1-gamma (TIF1-γ) autoantibody,positive small ubiquitin-like modifier-1 activating enzyme (SAE1) autoantibody,positive anti-Jo-1 autoantibody,low C1 esterase inhibitor level,"[""positive anti-Mi-2 autoantibody"", ""positive anti-Jo-1 autoantibody"", ""low C1 esterase inhibitor level"", ""positive anti-transcription intermediary factor 1-gamma (TIF1-\u03b3) autoantibody""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s who was ultimately given a provisional diagnosis of dermatomyositis after presenting with severe neck swelling and atypical neck oedema was subsequently found to have a positive small ubiquitin-like modifier-1 activating enzyme (SAE1) autoantibody",The patient was given a provisional diagnosis of dermatomyositis and subsequently was shown to have a positive small ubiquitin-like modifier-1 activating enzyme (SAE1) autoantibody,Abstract
"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described in the background as an idiopathic inflammatory myopathy that typically involves",skin and muscles,(D),"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described in the background as an idiopathic inflammatory myopathy that typically involves
(A) gastrointestinal tract and heart
(B) kidneys and blood vessels
(C) nerves and muscles
(D) skin and muscles
(E) joints and lungs",gastrointestinal tract and heart,kidneys and blood vessels,nerves and muscles,skin and muscles,joints and lungs,"[""joints and lungs"", ""nerves and muscles"", ""gastrointestinal tract and heart"", ""kidneys and blood vessels""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described in the background as an idiopathic inflammatory myopathy that typically involves skin and muscles","Dermatomyositis is an idiopathic inflammatory myopathy typically involving skin and muscles but can also affect the gastrointestinal tract, joints, lungs and heart.",Background
