v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
65,66,keep_rejected,tautological_stem|weak_distractor_space,"This fails criterion 1 because the probe is essentially tautological: it asks which FP32 tensor is recovered, and the target is just the corresponding notation \(\mathbf{X}^{\text{FP32}}\) already implied by the question.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the description of quantizing an FP32 tensor into an Int8 tensor, the dequantization function $\text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}})$ recovers the FP32 tensor",\mathbf{X}^{\text{FP32}},"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the description of quantizing an FP32 tensor into an Int8 tensor, the dequantization function $\text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}})$ recovers the FP32 tensor \mathbf{X}^{\text{FP32}}","Dequantization is the inverse:

\begin{equation}
    \text{dequant}(c^{\text{FP32}}, \mathbf{X}^{\text{Int8}}) = \frac{\mathbf{X}^{\text{Int8}}}{c^{\text{FP32}}} = \mathbf{X}^{\text{FP32}}
\end{equation}",Background
72,73,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is merely the single symbol ""$B$"", a trivially short variable name with little conceptual content and no natural set of meaningful distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the input tensor $\mathbf{X}\in \mathbb{R}^{b\times h}$ is flattened and sliced into contiguous blocks for independent quantization, the block size is",$B$.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the input tensor $\mathbf{X}\in \mathbb{R}^{b\times h}$ is flattened and sliced into contiguous blocks for independent quantization, the block size is $B$.",This can be formalized as follows: We chunk the input tensor  $\mathbf{X}\in \mathbb{R}^{b\times h}$ into $n$ contiguous blocks of size $B$ by flattening the input tensor and slicing the linear segment into ${n = ({b\times h} )/{B} }$ blocks.,Background
79,80,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target 'a scalar' is a trivially short, obvious type label with little conceptual depth, making it hard to create five meaningful options.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the LoRA formulation for a projection $\mathbf{X}\mathbf{W} = \mathbf{Y}$, where LoRA computes $\mathbf{Y} = \mathbf{X}\mathbf{W} + s\mathbf{X}\mathbf{L}_1\mathbf{L}_2$, $s$ is",a scalar.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the LoRA formulation for a projection $\mathbf{X}\mathbf{W} = \mathbf{Y}$, where LoRA computes $\mathbf{Y} = \mathbf{X}\mathbf{W} + s\mathbf{X}\mathbf{L}_1\mathbf{L}_2$, $s$ is a scalar.","Given a projection ${\mathbf{X} \mathbf{W} = \mathbf{Y}}$ with $\mathbf{X}\in  \mathbb{R}^{b\times h}$, $\mathbf{W}\in  \mathbb{R}^{h\times o}$ LoRA computes:

\begin{equation}
    \mathbf{Y} = \mathbf{X}\mathbf{W} + s\mathbf{X}\mathbf{L}_1\mathbf{L}_2,
\end{equation}

where $\mathbf{L}_1\in  \mathbb{R}^{h\times r}$ and $\mathbf{L}_2\in  \mathbb{R}^{r\times o}$, and $s$ is a scalar.",Background
80,81,keep_rejected,weak_distractor_space,It fails criterion 1 because the target is essentially circular with the probe: saying more adapters do not significantly increase memory 'because the memory footprint of LoRA is so minimal' largely just restates the claim rather than identifying a distinct concept.,No strong restoration rationale under the restoration rubric.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", more adapters can be used in LoRA to improve performance without significantly increasing the total memory used during training because",the memory footprint of LoRA is so minimal,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", more adapters can be used in LoRA to improve performance without significantly increasing the total memory used during training because the memory footprint of LoRA is so minimal","Since the memory footprint of LoRA is so minimal, we can use more adapters to improve performance without significantly increasing the total memory used.",Background
81,82,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target is the very common, generic single word ""performance,"" which is too trivial to support five meaningful multiple-choice distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", using more LoRA adapters without significantly increasing the total memory used can improve",performance,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", using more LoRA adapters without significantly increasing the total memory used can improve performance","Since the memory footprint of LoRA is so minimal, we can use more adapters to improve performance without significantly increasing the total memory used.",Background
100,101,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the probe nearly restates the source sentence verbatim—'estimates the input tensor through the empirical cumulative distribution function to obtain' directly cues the answer 'the quantile,' making it effectively tautological rather than a discriminative MCQ target.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the discussion of 4-bit NormalFloat quantization, this method estimates the input tensor through the empirical cumulative distribution function to obtain",the quantile.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the discussion of 4-bit NormalFloat quantization, this method estimates the input tensor through the empirical cumulative distribution function to obtain the quantile.",Quantile quantization works by estimating the quantile of the input tensor through the empirical cumulative distribution function.,\textsc{QLoRA
103,104,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 1 because the target 'fast quantile approximation algorithms' essentially just restates the probe's wording about estimating quantiles efficiently, making it too tautological for a good 5-option MCQ.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when discussing the expensive estimation of quantiles in quantile quantization, the kind of algorithms used to estimate them efficiently are",fast quantile approximation algorithms.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when discussing the expensive estimation of quantiles in quantile quantization, the kind of algorithms used to estimate them efficiently are fast quantile approximation algorithms.","Therefore fast quantile approximation algorithms, such as SRAM quantiles~\citep{dettmers2022optimizers}, are used to estimate them.",\textsc{QLoRA
107,108,keep_rejected,tautological_stem|weak_distractor_space,It fails criterion 1 because the probe nearly restates the source sentence and cues the completion directly—'what becomes computationally feasible because the input tensors have the same quantiles' is essentially just asking for the phrase 'exact quantile estimation.',Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when input tensors come from a distribution fixed up to a quantization constant, what becomes computationally feasible because the input tensors have the same quantiles is",exact quantile estimation.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when input tensors come from a distribution fixed up to a quantization constant, what becomes computationally feasible because the input tensors have the same quantiles is exact quantile estimation.","In such cases, input tensors have the same quantiles making exact quantile estimation computationally feasible.",\textsc{QLoRA
113,114,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is merely a short variable symbol notation ($q_i$), which is too trivial and lacks enough conceptual substance to support five meaningful multiple-choice options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the symbol that denotes the estimated $2^k$ values of the data type in the quantization formulation is",$q_i$.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the symbol that denotes the estimated $2^k$ values of the data type in the quantization formulation is $q_i$.","More formally, we estimate the $2^k$ values $q_i$ of the data type as follows:

\begin{equation}
q_i  = \frac{1}{2}\left( Q_X\left(\frac{i}{2^k+1}\right) + Q_X\left(\frac{i+1}{2^k+1}\right)\right),
\end{equation}

where $Q_X(\cdot)$ is the quantile function of the standard normal distribution $N(0,1)$.",\textsc{QLoRA
116,117,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is the trivially short common word ""zero,"" which offers little conceptual depth and makes meaningful five-option distractors unnatural.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", a symmetric k-bit quantization scheme fails to represent exactly the value that makes padding and other such elements difficult to quantize with no error, which is",zero.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", a symmetric k-bit quantization scheme fails to represent exactly the value that makes padding and other such elements difficult to quantize with no error, which is zero.","A problem for a symmetric k-bit quantization is that this approach does not have an exact representation of zero, which is an important property to quantize padding and other zero-valued elements with no error.",\textsc{QLoRA
125,126,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because the target is a trivially generic phrase ('the first quantization') with little conceptual depth, making it hard to construct five meaningful distractors (criterion 3).",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in Double Quantization, the quantization constants $c_2^{\text{FP32}}$ are taken as inputs to the second quantization from the stage of quantization called",the first quantization.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in Double Quantization, the quantization constants $c_2^{\text{FP32}}$ are taken as inputs to the second quantization from the stage of quantization called the first quantization.","More specifically, Double Quantization treats quantization constants $c_2^{\text{FP32}}$ of the first quantization as inputs to a second quantization.",\textsc{QLoRA
146,147,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the probe is incorrectly formulated and ungrammatical ('via equation (5) in ...'), so the target 'BFloat16 precision' does not cleanly complete the question even though the source fact itself is clear.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when computing the gradient needed for the adapter weights $\frac{\partial E}{\partial \mathbf{L}_i}$, $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$ is calculated after dequantizing from storage $\mathbf{W}^{\text{NF4}}$ via equation~(5) in",BFloat16 precision.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when computing the gradient needed for the adapter weights $\frac{\partial E}{\partial \mathbf{L}_i}$, $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$ is calculated after dequantizing from storage $\mathbf{W}^{\text{NF4}}$ via equation~(5) in BFloat16 precision.","However, the calculation of $\frac{\partial E}{\partial \mathbf{L}_i}$ entails the calculation of $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$ which proceeds via equation~(5) with dequantization from storage $\mathbf{W}^{\text{NF4}}$ to computation data type $\mathbf{W}^{\text{BF16}}$ to calculate the derivative $\frac{\partial \mathbf{X}}{\partial \mathbf{W}}$ in BFloat16 precision.",\textsc{QLoRA
156,157,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the source fact states that 5-shot MMLU is evaluated after finetuning LLaMA on both Flan v2 and Alpaca, so asking for only 'Flan v2' makes the probe incomplete/ambiguous.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the 5-shot MMLU evaluation is conducted after finetuning LLaMA on",Flan v2.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the 5-shot MMLU evaluation is conducted after finetuning LLaMA on Flan v2.","Our evaluations include GLUE \citep{wang2018glue} with RoBERTa-large \citep{liu2019roberta},  Super-NaturalInstructions (TKInstruct) \citep{wang2022super} with T5 \citep{t5}, and 5-shot MMLU \citep{hendrycksmeasuring} after finetuning LLaMA on Flan v2 \citep{longpre2023flan} and Alpaca \citep{alpaca}.",QLoRA vs. Standard Finetuning
189,190,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is the trivially short and obvious common word ""performance,"" making it hard to distinguish among five meaningful answer options.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", double quantization does not degrade",performance.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", double quantization does not degrade performance.",We have also shown that NF4 is more effective than FP4 and that double quantization does not degrade performance.,QLoRA vs. Standard Finetuning
194,195,keep_rejected,too_generic_target|weak_distractor_space,It is unsuitable because the target 'new methods' is a trivially generic phrase with little conceptual depth and would make it hard to construct five meaningful distractors (criteria 3 and 4).,Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", besides evaluating instruction finetuning on the MMLU benchmark, the authors develop for real-world chatbot performance evaluation",new methods.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", besides evaluating instruction finetuning on the MMLU benchmark, the authors develop for real-world chatbot performance evaluation new methods.","To assess the performance of instruction finetuning these models, we evaluate on a challenging Natural Language Understanding benchmark (MMLU) and develop new methods for real-world  chatbot performance evaluation.",Pushing the Chatbot State-of-the-art with QLoRA
199,200,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target, “different responses,” is a very short, generic phrase with little conceptual specificity, making it hard to create five meaningful and discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the QLoRA finetuning training setup described under “Training Setup,” some of the datasets include human judgments of",different responses.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the QLoRA finetuning training setup described under “Training Setup,” some of the datasets include human judgments of different responses.","\paragraph{Training Setup} To avoid confounding effects from different training objectives, we perform QLoRA finetuning with cross-entropy loss (supervised learning) without reinforcement learning, even for datasets that include human judgments of different responses.",Pushing the Chatbot State-of-the-art with QLoRA
219,220,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, 'the literature,' is a very short generic phrase with little conceptual content, making it hard to create five meaningful distinguishing answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the context of evaluating generative language capabilities with automated and human evaluations on curated human-written queries, there is no commonly accepted protocol for this more realistic testbed for chatbot model performance in",the literature,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the context of evaluating generative language capabilities with automated and human evaluations on curated human-written queries, there is no commonly accepted protocol for this more realistic testbed for chatbot model performance in the literature","While this is a more realistic testbed for chatbot model performance and is growing in popularity, there is no commonly accepted protocol in the literature.",Pushing the Chatbot State-of-the-art with QLoRA
226,227,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target is a very generic descriptive phrase ('a diverse set of categories') with little conceptual specificity, making it hard to create five meaningful, discriminative answer choices.",Target remains too generic or low-information for restoration.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors describe the Vicuna prompts as a set of 80 prompts drawn from",a diverse set of categories.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the authors describe the Vicuna prompts as a set of 80 prompts drawn from a diverse set of categories.","We use the Vicuna prompts, a set of 80 prompts from a diverse set of categories, without modifications.",Pushing the Chatbot State-of-the-art with QLoRA
227,228,keep_rejected,unsupported_or_unclear,"It fails criterion 5 because the probe/answer truncates the source fact into the vague fragment 'a multilingual collection,' rather than the full description 'a multilingual collection of crowd-sourced multiturn dialogs between a user and an assistant.'","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the OASST1 dataset is described as",a multilingual collection.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the OASST1 dataset is described as a multilingual collection.",The OASST1 dataset is a multilingual collection of crowd-sourced multiturn dialogs between a user and an assistant.,Pushing the Chatbot State-of-the-art with QLoRA
232,233,keep_rejected,too_generic_target|weak_distractor_space,"It is unsuitable under criterion 3 because the target, ""an explanation,"" is a very short generic phrase with little conceptual depth, making it hard to create five meaningful, discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the automated evaluation on the Vicuna benchmark, when GPT-4 is given a query along with ChatGPT's and a model's responses and asked to assign a score out of ten to both responses, GPT-4 is also prompted to provide",an explanation.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the automated evaluation on the Vicuna benchmark, when GPT-4 is given a query along with ChatGPT's and a model's responses and asked to assign a score out of ten to both responses, GPT-4 is also prompted to provide an explanation.","Given a query along with ChatGPT's and a model's responses, GPT-4 is prompted to assign a score out of ten to both responses and provide an explanation.",Pushing the Chatbot State-of-the-art with QLoRA
239,240,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target is the generic single word ""systems,"" which is too trivial and lacks enough conceptual specificity to support five meaningful distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors measure performance through direct comparisons between outputs, they conduct head-to-head comparisons on both the Vicuna and OA benchmarks on all permutations of pairs of",systems.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when the authors measure performance through direct comparisons between outputs, they conduct head-to-head comparisons on both the Vicuna and OA benchmarks on all permutations of pairs of systems.",We conduct these head-to-head comparisons on all permutations of pairs of systems on both the Vicuna and OA benchmarks.,Pushing the Chatbot State-of-the-art with QLoRA
248,249,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is the trivially short common word ""models,"" which offers little conceptual depth and makes it hard to create five meaningful distractors.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the Elo rating evaluation based on human and automated pairwise comparisons on the Vicuna benchmark, the entities that compete against each other in the tournament-style competition are",models.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the Elo rating evaluation based on human and automated pairwise comparisons on the Vicuna benchmark, the entities that compete against each other in the tournament-style competition are models.","With both human and automated pairwise comparisons, we create a tournament-style competition where models compete against each other.",Pushing the Chatbot State-of-the-art with QLoRA
249,250,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criterion 1 and 3: the target is a generic phrase ('the best response') that is essentially the completion of wording already set up by the probe, leaving little conceptual depth or room for meaningful 5-way distractors.",Target remains too generic or low-information for restoration.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the tournament-style competition used for Elo rating, pairs of models compete to produce for a given prompt",the best response.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the tournament-style competition used for Elo rating, pairs of models compete to produce for a given prompt the best response.",The tournament is made up of matches where pairs of models compete to produce the best response for a given prompt.,Pushing the Chatbot State-of-the-art with QLoRA
250,251,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because the target is a trivially short, generic word ('matches') and the probe is essentially a sentence-completion that leaves little conceptual distinction for constructing 5 meaningful distractors (criteria 3 and 4).",Target remains too generic or low-information for restoration.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the Elo rating setup for the Vicuna benchmark where pairs of models compete to produce the best response for a given prompt, the tournament is made up of",matches.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the Elo rating setup for the Vicuna benchmark where pairs of models compete to produce the best response for a given prompt, the tournament is made up of matches.",The tournament is made up of matches where pairs of models compete to produce the best response for a given prompt.,Pushing the Chatbot State-of-the-art with QLoRA
275,276,keep_rejected,unsupported_or_unclear,"It is incorrectly formulated (criterion 5) because the source fact says model-based evaluation is 'a somewhat reliable alternative to human evaluation,' while the target truncates the essential qualifier, making the answer overly generic and weak for MCQA.","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after comparing system-level judgments by GPT-4 and human annotators on the Vicuna benchmark and finding moderate agreement, the authors conclude that model-based evaluation can serve as",a somewhat reliable alternative.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", after comparing system-level judgments by GPT-4 and human annotators on the Vicuna benchmark and finding moderate agreement, the authors conclude that model-based evaluation can serve as a somewhat reliable alternative.","Overall, this shows a moderate agreement between system-level judgments by GPT-4 and human annotators, and thus that model-based evaluation represents a somewhat reliable alternative to human evaluation.",Pushing the Chatbot State-of-the-art with QLoRA
280,281,keep_rejected,tautological_stem|weak_distractor_space,"Unsuitable under criterion 1 because the probe essentially paraphrases the answer—'lack of implication' between benchmark performances directly restates the idea of 'partial orthogonality,' making the completion too tautological for a meaningful 5-option MCQ.",Visible stem makes the completion too easy or too weakly distractible.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the observed lack of implication between strong MMLU performance and strong chatbot performance, as measured by Vicuna or OA benchmarks, suggests that current evaluation benchmarks have",partial orthogonality.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", the observed lack of implication between strong MMLU performance and strong chatbot performance, as measured by Vicuna or OA benchmarks, suggests that current evaluation benchmarks have partial orthogonality.",This also points to partial orthogonality in current evaluation benchmarks: strong MMLU performance does not imply strong chatbot performance (as measured by Vicuna or OA benchmarks) and vice versa.,Pushing the Chatbot State-of-the-art with QLoRA
