domain,doc,status,current_target,rubric_target,current_probe,rubric_probe,current_fact,rubric_fact,raw_knowledge_statement,target_same,probe_same,fact_same
arxiv,ByteLatent,content_diff,static patching.,static patching.,"In the paper, the authors' ablations of MegaByte across all their experiments find that the approach lagging behind current state-of-the-art compute optimally trained tokenizer-based models in a flop-controlled setting is","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors' ablations of MegaByte across all their experiments find that the approach lagging behind current state-of-the-art compute optimally trained tokenizer-based models in a flop-controlled setting is","In the paper, the authors' ablations of MegaByte across all their experiments find that the approach lagging behind current state-of-the-art compute optimally trained tokenizer-based models in a flop-controlled setting is static patching.","In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors' ablations of MegaByte across all their experiments find that the approach lagging behind current state-of-the-art compute optimally trained tokenizer-based models in a flop-controlled setting is static patching.",We ablate MegaByte in all our experiments and find that static patching lags behind the current state-of-the-art compute optimally trained tokenizer based models in a flop controlled setting and we demonstrate how {\textsc BLT} bridges this gap.,True,False,False
arxiv,DPO,content_diff,"an explicit, standalone reward model","an explicit, standalone reward model","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting while still optimizing under existing models of human preferences such as the Bradley-Terry model:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting while still optimizing under existing models of human preferences such as the Bradley-Terry model: an explicit, standalone reward model","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the change-of-variables approach avoids fitting an explicit, standalone reward model.","This change-of-variables approach avoids fitting an explicit, standalone reward model, while still optimizing under existing models of human preferences, such as the Bradley-Terry model.",True,False,False
arxiv,DPO,only_current,DPO,,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the simple training paradigm for training language models from preferences without reinforcement learning that the authors introduced is",,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the simple training paradigm for training language models from preferences without reinforcement learning that the authors introduced is DPO",,"We have introduced DPO, a simple training paradigm for training language models from preferences without reinforcement learning.",,,
arxiv,DPO,content_diff,generalize,generalize,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to do what with instructions outside of the instruction-tuning set:","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to do what with instructions outside of the instruction-tuning set: generalize","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the instruction-tuning procedure enables LLMs to generalize.",This `instruction-tuning' procedure enables LLMs to generalize to instructions outside of the instruction-tuning set and generally increase their usability \citep{chung2022scaling}.,True,False,False
arxiv,DPO,content_diff,an explicit reward,an explicit reward,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that DPO is able to bypass both fitting what kind of reward and performing RL to learn the policy using a single maximum likelihood objective, namely","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO is able to bypass fitting","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that DPO is able to bypass both fitting what kind of reward and performing RL to learn the policy using a single maximum likelihood objective, namely an explicit reward","In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO is able to bypass fitting an explicit reward.",DPO is able to bypass both fitting an explicit reward and performing RL to learn the policy using a single maximum likelihood objective.,True,False,False
arxiv,DPO,content_diff,existing methods.,existing methods.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the experiments in the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO can fine-tune language models to align with human preferences as well as or better than","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the experiments show that DPO can fine-tune language models to align with human preferences as well as or better than","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the experiments in the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO can fine-tune language models to align with human preferences as well as or better than existing methods.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the experiments show that DPO can fine-tune language models to align with human preferences as well as or better than existing methods.",Our experiments show that DPO can fine-tune LMs to align with human preferences as well as or better than existing methods.,True,False,False
arxiv,FeatLLM,content_diff,high prediction performance.,high prediction performance.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", featLLM achieves when applied to real-world tabular data in a data-efficient way.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when applied to real-world tabular data in a data-efficient way, FeatLLM achieves","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", featLLM achieves when applied to real-world tabular data in a data-efficient way. high prediction performance.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM achieves high prediction performance when applied to real-world tabular data in a data-efficient way.",\textsf{FeatLLM}  achieves high prediction performance and is a superior alternative for applying LLM on real-world tabular data in a data-efficient way.,True,False,False
arxiv,FeatLLM,only_current,the domain of tabular learning.,,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the utilization of LLMs' prior knowledge and reasoning capabilities has been extended to",,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the utilization of LLMs' prior knowledge and reasoning capabilities has been extended to the domain of tabular learning.",,Utilization of LLMs' prior knowledge and reasoning capabilities have been extended to the domain of tabular learning.,,,
arxiv,FeatLLM,content_diff,each class's binary feature.,each class's binary feature.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the authors describe learning the importance of rules and features for each class by applying a conventional machine learning model to","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors describe learning the importance of rules and features for each class by applying a conventional machine learning model to","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the authors describe learning the importance of rules and features for each class by applying a conventional machine learning model to each class's binary feature.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors describe learning the importance of rules and features for each class by applying a conventional machine learning model to each class's binary feature.","We aim to learn this importance using a conventional machine learning (ML) model, applied to each class's binary feature.",True,False,False
arxiv,FeatLLM,content_diff,the ensemble of various weak learners created across multiple trials.,the ensemble of various weak learners created across multiple trials.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by the ensemble of various weak learners created across multiple trials.","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by the ensemble of various weak learners created across multiple trials.","While a single rule set might not capture the relationships of all features, the ensemble of various weak learners created across multiple trials can nullify the impact of incomplete feature/instance coverage in individual trials.",True,False,False
arxiv,FeatLLM,content_diff,the causal relationship or tendency.,the causal relationship or tendency.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description the causal relationship or tendency.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the first step of the reasoning instruction, the LLM is encouraged to infer from the features and the task description the causal relationship or tendency.","In the first step, the LLM is encouraged to infer the causal relationship or tendency between features and the task description.",True,False,False
arxiv,FeatLLM,content_diff,the incorporation of large language models (LLMs).,the incorporation of large language models (LLMs).,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" another promising approach to leverage prior knowledge is described as","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", another promising approach to leverage prior knowledge is described as","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning,"" another promising approach to leverage prior knowledge is described as the incorporation of large language models (LLMs).","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", another promising approach to leverage prior knowledge is described as the incorporation of large language models (LLMs).","Another promising approach to leverage prior knowledge is the incorporation of large language models (LLMs)~\cite{anil2023palm,openai2023gpt4}.",True,False,False
arxiv,GRPO,content_diff,all mathematical benchmarks.,all mathematical benchmarks.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that although training on arXiv papers is common in many math-related papers, it brings no notable improvements on the benchmarks adopted in this paper,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", although training on arXiv papers is common in many math-related papers, it brings no notable improvements on","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that although training on arXiv papers is common in many math-related papers, it brings no notable improvements on the benchmarks adopted in this paper, all mathematical benchmarks.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", although training on arXiv papers is common in many math-related papers, it brings no notable improvements on all mathematical benchmarks.","Although training on arXiv papers is common, especially in many math-related papers, it brings no notable improvements on all mathematical benchmarks adopted in this paper.",True,False,False
arxiv,GRPO,content_diff,Mistral 7B.,Mistral 7B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B significantly outperforms the general model on the three reasoning and coding benchmarks,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the general model that DeepSeekMath-Base 7B significantly outperforms on the three reasoning and coding benchmarks is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", DeepSeekMath-Base 7B significantly outperforms the general model on the three reasoning and coding benchmarks, Mistral 7B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the general model that DeepSeekMath-Base 7B significantly outperforms on the three reasoning and coding benchmarks is Mistral 7B.","Overall, DeepSeekMath-Base 7B significantly outperforms the general model Mistral 7B \citep{mistral} on the three reasoning and coding benchmarks.",True,False,False
arxiv,GRPO,content_diff,actor-critic,actor-critic,"In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of reinforcement learning algorithm:","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of reinforcement learning algorithm: actor-critic","In the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", in the subsection on ""From PPO to GRPO"", Proximal Policy Optimization (PPO), which is widely used in the RL fine-tuning stage of LLMs, is a kind of actor-critic",\subsubsection{From PPO to GRPO} Proximal Policy Optimization (PPO) \citep{schulman2017proximal} is an actor-critic RL algorithm that is widely used in the RL fine-tuning stage of LLMs \citep{ouyang2022training}.,True,False,False
arxiv,GRPO,content_diff,GSM8K.,GSM8K.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that the RL training data are chain-of-thought-format questions related to MATH and a benchmark from the SFT data,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the benchmark from the SFT data that is related to the chain-of-thought-format RL training data, besides MATH, is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors state that the RL training data are chain-of-thought-format questions related to MATH and a benchmark from the SFT data, GSM8K.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the benchmark from the SFT data that is related to the chain-of-thought-format RL training data, besides MATH, is GSM8K.","The training data of RL are chain-of-thought-format questions related to GSM8K and MATH from the SFT data, which consists of around 144K questions.",True,False,False
arxiv,GRPO,content_diff,DeepSeek-LLM-Chat 67B.,DeepSeek-LLM-Chat 67B.,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, DeepSeekMath-Instruct 7B is described as being competitive with the prior state-of-the-art model, despite that model being 10 times larger,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, the prior state-of-the-art model that DeepSeekMath-Instruct 7B is competitive with despite being 10 times larger is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, DeepSeekMath-Instruct 7B is described as being competitive with the prior state-of-the-art model, despite that model being 10 times larger, DeepSeek-LLM-Chat 67B.","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", on the other benchmarks, the prior state-of-the-art model that DeepSeekMath-Instruct 7B is competitive with despite being 10 times larger is DeepSeek-LLM-Chat 67B.","On the other benchmarks, our model is competitive with DeepSeek-LLM-Chat 67B, the prior state-of-the-art that is 10 times larger.",True,False,False
arxiv,GRPO,content_diff,Group Relative Policy Optimization (GRPO).,Group Relative Policy Optimization (GRPO).,"According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce the variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning abilities while also optimizing PPO’s memory usage,","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the variant of Proximal Policy Optimization (PPO) that the authors introduce to enhance mathematical reasoning abilities while optimizing PPO’s memory usage is","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the authors introduce the variant of Proximal Policy Optimization (PPO) that enhances mathematical reasoning abilities while also optimizing PPO’s memory usage, Group Relative Policy Optimization (GRPO).","According to the paper ""DeepSeekMath: Pushing the Limits of Mathematical Reasoning in Open Language Models"", the variant of Proximal Policy Optimization (PPO) that the authors introduce to enhance mathematical reasoning abilities while optimizing PPO’s memory usage is Group Relative Policy Optimization (GRPO).","Second, we introduce Group Relative Policy Optimization (GRPO), a variant of Proximal Policy Optimization (PPO), that enhances mathematical reasoning abilities while concurrently optimizing the memory usage of PPO.",True,False,False
