row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,repair,source_framing_issue|leakage,Removed ordinary answer leakage of the financial-services-industry answer from the probe and repaired legal source framing; target remains source-backed., the financial services industry, the financial services industry,"In Apex Bank v. CC Serve Corp., the opinion’s discussion of Apex’s evidence under the sixth DuPont factor, including third-party uses of marks containing the word “Aspire,” showed that those marks were used in","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion’s discussion of Apex’s evidence under the sixth DuPont factor showed that third-party marks containing the word “Aspire” were used in connection with credit card-related services and, more broadly,","In Apex Bank v. CC Serve Corp., the opinion’s discussion of Apex’s evidence under the sixth DuPont factor, including third-party uses of marks containing the word “Aspire,” showed that those marks were used in the financial services industry","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion’s discussion of Apex’s evidence under the sixth DuPont factor showed that third-party marks containing the word “Aspire” were used in connection with credit card-related services and, more broadly, the financial services industry"
12,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", “consumers of ‘credit card services.’”, “consumers of ‘credit card services.’”,"In Apex Bank v. CC Serve Corp., when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was","In Apex Bank v. CC Serve Corp., when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was “consumers of ‘credit card services.’”","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board evaluated the overlap between Apex's and CC Serve's services in defining the relevant public for the likelihood-of-confusion analysis, it concluded that the properly defined relevant public was “consumers of ‘credit card services.’”"
13,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", sixth DuPont factor., sixth DuPont factor.,"According to the opinion in ""Apex Bank v. CC Serve Corp.,"" the Board must consider similar marks for similar goods and services under the","According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board must consider similar marks for similar goods and services under the","According to the opinion in ""Apex Bank v. CC Serve Corp.,"" the Board must consider similar marks for similar goods and services under the sixth DuPont factor.","According to the opinion in ""Apex Bank v. CC Serve Corp."", the Board must consider similar marks for similar goods and services under the sixth DuPont factor."
14,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", credit card services., credit card services.,"In Apex Bank v. CC Serve Corp., when the Board analyzed the sixth DuPont factor concerning similar marks in use on similar goods or services, it limited the universe of marks it considered to those relating to","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board analyzed the sixth DuPont factor concerning similar marks in use on similar goods or services, it limited the universe of marks it considered to those relating to","In Apex Bank v. CC Serve Corp., when the Board analyzed the sixth DuPont factor concerning similar marks in use on similar goods or services, it limited the universe of marks it considered to those relating to credit card services.","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the Board analyzed the sixth DuPont factor concerning similar marks in use on similar goods or services, it limited the universe of marks it considered to those relating to credit card services."
15,repair,source_framing_issue|poor_wording|target_token_boundary_repair,Repaired legal source framing and fixed the missing space before the target; target remains source-backed and meaningful. Also moved boundary whitespace from probe to target so OLMo-2 tokenizer(fact) equals tokenizer(probe)+tokenizer(target); fact text is unchanged.,similar., similar.,"According to the opinion in Apex Bank v. CC Serve Corp., the sixth DuPont factor does not require identical goods; it requires goods that are","According to the opinion in ""Apex Bank v. CC Serve Corp."", the sixth DuPont factor does not require identical goods; it requires goods that are","According to the opinion in Apex Bank v. CC Serve Corp., the sixth DuPont factor does not require identical goods; it requires goods that are similar.","According to the opinion in ""Apex Bank v. CC Serve Corp."", the sixth DuPont factor does not require identical goods; it requires goods that are similar."
16,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title."," appearance, sound, connotation and commercial impression."," appearance, sound, connotation and commercial impression.","In Apex Bank v. CC Serve Corp., the opinion's discussion of the first DuPont factor evaluates marks in their entireties by considering four qualities:","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion's discussion of the first DuPont factor evaluates marks in their entireties by considering four qualities:","In Apex Bank v. CC Serve Corp., the opinion's discussion of the first DuPont factor evaluates marks in their entireties by considering four qualities: appearance, sound, connotation and commercial impression.","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion's discussion of the first DuPont factor evaluates marks in their entireties by considering four qualities: appearance, sound, connotation and commercial impression."
17,repair,source_framing_issue|poor_wording|target_token_boundary_repair,Repaired legal source framing and fixed the missing space before the target; target remains source-backed and meaningful. Also moved boundary whitespace from probe to target so OLMo-2 tokenizer(fact) equals tokenizer(probe)+tokenizer(target); fact text is unchanged.,commercial impression., commercial impression.,"In Apex Bank v. CC Serve Corp., the opinion states that analysis under the first DuPont factor is informed by the marks’","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion states that analysis under the first DuPont factor is informed by the marks’","In Apex Bank v. CC Serve Corp., the opinion states that analysis under the first DuPont factor is informed by the marks’ commercial impression.","According to the opinion in ""Apex Bank v. CC Serve Corp."", the opinion states that analysis under the first DuPont factor is informed by the marks’ commercial impression."
18,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", Trademark Trial and Appeal Board, Trademark Trial and Appeal Board,"In Apex Bank v. CC Serve Corp., the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the","According to the opinion in ""Apex Bank v. CC Serve Corp."", the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the","In Apex Bank v. CC Serve Corp., the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the Trademark Trial and Appeal Board.","According to the opinion in ""Apex Bank v. CC Serve Corp."", the tribunal that issued the decision refusing registration of Apex Bank’s marks, which Apex Bank appealed to the United States Court of Appeals for the Federal Circuit, was the Trademark Trial and Appeal Board"
19,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", credit card services, credit card services,"In Apex Bank v. CC Serve Corp., where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with","According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with","In Apex Bank v. CC Serve Corp., where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with credit card services.","According to the opinion in ""Apex Bank v. CC Serve Corp."", where CC Serve owned Registration No. 2126948 for the word mark ASPIRE, the ASPIRE mark was used in connection with credit card services"
20,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", 1998, 1998,"In ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in","In the case ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in","In ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in 1998","In the case ""Apex Bank v. CC Serve Corp."", CC Serve owned Registration No. 2126948 for the word mark ASPIRE used in connection with credit card services, and the ASPIRE mark registration was issued in 1998"
21,repair,source_framing_issue|leakage,Removed ordinary answer leakage of the ASPIRE mark from the probe and repaired malformed legal source framing; the target remains source-backed., the ASPIRE mark, the ASPIRE mark,"In the case ""Apex Bank v. CC Serve Corp.,"" where CC Serve is described as offering credit card services together with a bank that issues branded credit cards and associated accounts to customers, CC Serve offers those credit card services in connection with","In the case ""Apex Bank v. CC Serve Corp."", where CC Serve is described as offering credit card services together with a bank that issues branded credit cards and associated accounts to customers, CC Serve offers those credit card services in connection with","In the case ""Apex Bank v. CC Serve Corp.,"" where CC Serve is described as offering credit card services together with a bank that issues branded credit cards and associated accounts to customers, CC Serve offers those credit card services in connection with the ASPIRE mark","In the case ""Apex Bank v. CC Serve Corp."", where CC Serve is described as offering credit card services together with a bank that issues branded credit cards and associated accounts to customers, CC Serve offers those credit card services in connection with the ASPIRE mark"
22,repair,source_framing_issue|leakage,Removed ordinary answer leakage from the ASPIRE-specific setup and repaired legal source framing; target remains source-backed and answerable., ASPIRE-branded credit cards and associated accounts to customers., ASPIRE-branded credit cards and associated accounts to customers.,"In ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its ASPIRE mark, the bank issues","In the case ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its mark, the bank issues","In ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its ASPIRE mark, the bank issues ASPIRE-branded credit cards and associated accounts to customers.","In the case ""Apex Bank v. CC Serve Corp."", the opinion explains that when CC Serve joins with a bank in connection with its mark, the bank issues ASPIRE-branded credit cards and associated accounts to customers."
23,keep,,"Kept; target is meaningful, source-backed, answerable with the existing opinion/case framing, and not leaked by the title.", 18 branch locations, 18 branch locations,"In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has","In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has","In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has 18 branch locations","In the case ""Apex Bank v. CC Serve Corp."", the opinion describes Apex Bank as a retail bank chartered in Tennessee and lists the banking services it offers, and it states that Apex Bank has 18 branch locations"
24,repair,source_framing_issue|leakage|poor_wording|target_token_boundary_repair,"Removed ordinary answer leakage of “an internet bank,” repaired legal source framing, and fixed the missing space before the target; target remains source-backed. Also moved boundary whitespace from probe to target so OLMo-2 tokenizer(fact) equals tokenizer(probe)+tokenizer(target); fact text is unchanged.",an internet bank., an internet bank.,"In Apex Bank v. CC Serve Corp., Apex Bank planned to offer, under a different brand using the ASPIRE BANK word and design marks,","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank planned to offer, under a different brand using the ASPIRE BANK word and design marks,","In Apex Bank v. CC Serve Corp., Apex Bank planned to offer an internet bank under a different brand using the ASPIRE BANK word and design marks.","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank planned to offer, under a different brand using the ASPIRE BANK word and design marks, an internet bank."
25,repair,source_framing_issue|leakage,Removed ordinary answer leakage of the ASPIRE BANK word and design marks from the setup and repaired legal source framing; target remains source-backed., ASPIRE BANK word and design marks, ASPIRE BANK word and design marks,"In Apex Bank v. CC Serve Corp., Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use","In Apex Bank v. CC Serve Corp., Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use ASPIRE BANK word and design marks.","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex Bank, a retail bank that planned to launch an internet bank under a different brand, planned to use ASPIRE BANK word and design marks"
26,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", the United States Patent and Trademark Office, the United States Patent and Trademark Office,"In Apex Bank v. CC Serve Corp., Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with","In Apex Bank v. CC Serve Corp., Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with the United States Patent and Trademark Office","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex planned to offer an internet bank under the ASPIRE BANK word and design marks, and in August 2019 it filed intent-to-use applications with the United States Patent and Trademark Office"
27,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", [b]anking and financing services., [b]anking and financing services.,"In Apex Bank v. CC Serve Corp., Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as","In Apex Bank v. CC Serve Corp., Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as [b]anking and financing services.","According to the opinion in ""Apex Bank v. CC Serve Corp."", Apex identified the services in its August 2019 intent-to-use applications filed with the United States Patent and Trademark Office for the ASPIRE BANK word and design marks as [b]anking and financing services."
28,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark., a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.,"In Apex Bank v. CC Serve Corp., during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted","According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted","In Apex Bank v. CC Serve Corp., during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark.","According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex Bank’s intent-to-use applications to register the ASPIRE BANK word and design marks, CC Serve submitted a letter of protest asserting that Apex’s proposed marks were confusingly similar to CC Serve’s mark."
29,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", confusingly similar to CC Serve’s mark, confusingly similar to CC Serve’s mark,"In Apex Bank v. CC Serve Corp., during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were","According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were","In Apex Bank v. CC Serve Corp., during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were confusingly similar to CC Serve’s mark","According to the opinion in ""Apex Bank v. CC Serve Corp."", during prosecution of Apex's intent-to-use applications for the ASPIRE BANK marks, CC Serve asserted in its letter of protest to the United States Patent and Trademark Office that Apex's proposed marks were confusingly similar to CC Serve’s mark"
30,repair,source_framing_issue,"Repaired legal source framing to use opinion/case framing with the source title ""Apex Bank v. CC Serve Corp.""; target is meaningful, source-backed, and not leaked by the title.", the examining attorney approved the ASPIRE BANK word and design marks for publication, the examining attorney approved the ASPIRE BANK word and design marks for publication,"In the case ""Apex Bank v. CC Serve Corp.,"" Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and","In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and","In the case ""Apex Bank v. CC Serve Corp.,"" Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and the examining attorney approved the ASPIRE BANK word and design marks for publication.","In the case ""Apex Bank v. CC Serve Corp."", Apex filed intent-to-use applications with the United States Patent and Trademark Office to register the ASPIRE BANK word and design marks for banking and financing services, and the examining attorney approved the ASPIRE BANK word and design marks for publication"
31,keep,,"Kept; target is meaningful, source-backed, answerable with the existing opinion/case framing, and not leaked by the title."," December 17, 2019."," December 17, 2019.","According to the opinion in ""Apex Bank v. CC Serve Corp."", after the examining attorney approved Apex's ASPIRE BANK word and design marks for publication during USPTO prosecution, those marks were published on","According to the opinion in ""Apex Bank v. CC Serve Corp."", after the examining attorney approved Apex's ASPIRE BANK word and design marks for publication during USPTO prosecution, those marks were published on","According to the opinion in ""Apex Bank v. CC Serve Corp."", after the examining attorney approved Apex's ASPIRE BANK word and design marks for publication during USPTO prosecution, those marks were published on December 17, 2019.","According to the opinion in ""Apex Bank v. CC Serve Corp."", after the examining attorney approved Apex's ASPIRE BANK word and design marks for publication during USPTO prosecution, those marks were published on December 17, 2019."
32,keep,,"Kept; target is meaningful, source-backed, answerable with the existing opinion/case framing, and not leaked by the title.", de novo, de novo,"According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is","According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is","According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is de novo","According to the opinion in ""Apex Bank v. CC Serve Corp."", the standard of review that applies to the Board's legal conclusions on appeal is de novo"
33,keep,,"Kept; target is meaningful, source-backed, answerable with the existing opinion/case framing, and not leaked by the title.", support a conclusion, support a conclusion,"According to the opinion in ""Apex Bank v. CC Serve Corp."", when the court quoted the Consol. Edison definition of substantial evidence as the standard of review for factual findings, it stated that substantial evidence must be adequate to","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the court quoted the Consol. Edison definition of substantial evidence as the standard of review for factual findings, it stated that substantial evidence must be adequate to","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the court quoted the Consol. Edison definition of substantial evidence as the standard of review for factual findings, it stated that substantial evidence must be adequate to support a conclusion","According to the opinion in ""Apex Bank v. CC Serve Corp."", when the court quoted the Consol. Edison definition of substantial evidence as the standard of review for factual findings, it stated that substantial evidence must be adequate to support a conclusion"
