row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,No v13 issue found after review and target-source validation., 1.2 PFLOPs/s, 1.2 PFLOPs/s,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-3} reaches a throughput with FP8 on H100 GPUs of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-3} reaches a throughput with FP8 on H100 GPUs of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-3} reaches a throughput with FP8 on H100 GPUs of 1.2 PFLOPs/s","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", \textsc{FlashAttention-3} reaches a throughput with FP8 on H100 GPUs of 1.2 PFLOPs/s"
12,repair,source_framing_issue,Added or normalized required arxiv paper-title framing.,2.6$\times$., 2.6$\times$.,"In the abstract validation, FP8 FlashAttention-3 achieves lower numerical error than a baseline FP8 attention by","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the abstract validation, FP8 \textsc{FlashAttention-3} achieves lower numerical error than a baseline FP8 attention by",FP8 FlashAttention-3 achieves 2.6$\times$ lower numerical error than a baseline FP8 attention.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the abstract validation, FP8 \textsc{FlashAttention-3} achieves lower numerical error than a baseline FP8 attention by 2.6$\times$."
13,keep,,No v13 issue found after review and target-source validation., a baseline FP8 attention., a baseline FP8 attention.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", FP8 \textsc{FlashAttention-3} is reported to achieve 2.6$\times$ lower numerical error than","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", FP8 \textsc{FlashAttention-3} is reported to achieve 2.6$\times$ lower numerical error than","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", FP8 \textsc{FlashAttention-3} is reported to achieve 2.6$\times$ lower numerical error than a baseline FP8 attention.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", FP8 \textsc{FlashAttention-3} is reported to achieve 2.6$\times$ lower numerical error than a baseline FP8 attention."
14,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., quadratic scaling, quadratic scaling,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" computing the self-attention scores of queries and keys with respect to sequence length makes the attention mechanism the primary computational bottleneck in the Transformer architecture because it has","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", computing the self-attention scores of queries and keys with respect to sequence length makes the attention mechanism the primary computational bottleneck in the Transformer architecture because it has","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" computing the self-attention scores of queries and keys with respect to sequence length makes the attention mechanism the primary computational bottleneck in the Transformer architecture because it has quadratic scaling","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", computing the self-attention scores of queries and keys with respect to sequence length makes the attention mechanism the primary computational bottleneck in the Transformer architecture because it has quadratic scaling"
15,keep,,No v13 issue found after review and target-source validation., software optimization, software optimization,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", besides approximation, one approach mentioned for making attention faster in the long-context regime is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", besides approximation, one approach mentioned for making attention faster in the long-context regime is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", besides approximation, one approach mentioned for making attention faster in the long-context regime is software optimization","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", besides approximation, one approach mentioned for making attention faster in the long-context regime is software optimization"
16,keep,,No v13 issue found after review and target-source validation., alternative architectures., alternative architectures.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the other approach mentioned for making attention faster in the long-context regime besides approximation and software optimization is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the other approach mentioned for making attention faster in the long-context regime besides approximation and software optimization is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the other approach mentioned for making attention faster in the long-context regime besides approximation and software optimization is alternative architectures.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the other approach mentioned for making attention faster in the long-context regime besides approximation and software optimization is alternative architectures."
17,repair,poor_wording,Rephrased question-shaped colon wording as a standalone cloze., exact-attention algorithms., exact-attention algorithms.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors say they build on the work of Dao et al. on developing what kind of algorithms that integrate knowledge of the GPU’s execution model and hardware characteristics into their high-level design:","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the algorithms developed by Dao et al. that integrate knowledge of the GPU's execution model and hardware characteristics into their high-level design are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the authors say they build on the work of Dao et al. on developing what kind of algorithms that integrate knowledge of the GPU’s execution model and hardware characteristics into their high-level design: exact-attention algorithms.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the algorithms developed by Dao et al. that integrate knowledge of the GPU's execution model and hardware characteristics into their high-level design are exact-attention algorithms."
18,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., hardware characteristics., hardware characteristics.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the earlier FlashAttention exact-attention algorithms integrate knowledge of the GPU's execution model into their high-level design along with","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the earlier FlashAttention exact-attention algorithms integrate knowledge of the GPU's execution model into their high-level design along with","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the earlier FlashAttention exact-attention algorithms integrate knowledge of the GPU's execution model into their high-level design along with hardware characteristics.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the earlier FlashAttention exact-attention algorithms integrate knowledge of the GPU's execution model into their high-level design along with hardware characteristics."
19,repair,poor_wording,Removed source/LaTeX markup from the probe while preserving the source-backed cloze., the sequence length dimension., the sequence length dimension.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when \citet{dao2023flashattention2} restructured the algorithm as \textsc{FlashAttention-2} to improve GPU occupancy and work distribution, they parallelized the attention computation over an additional dimension,","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when Dao et al. restructured the algorithm as \textsc{FlashAttention-2} to improve GPU occupancy and work distribution, they parallelized the attention computation over an additional dimension,","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when \citet{dao2023flashattention2} restructured the algorithm as \textsc{FlashAttention-2} to improve GPU occupancy and work distribution, they parallelized the attention computation over an additional dimension, the sequence length dimension.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when Dao et al. restructured the algorithm as \textsc{FlashAttention-2} to improve GPU occupancy and work distribution, they parallelized the attention computation over an additional dimension, the sequence length dimension."
20,keep,,No v13 issue found after review and target-source validation., the key and value matrices., the key and value matrices.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when describing how FlashAttention-2 restructures the algorithm to improve GPU occupancy and work distribution, the inner loop of the forward pass is performed over blocks of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when describing how FlashAttention-2 restructures the algorithm to improve GPU occupancy and work distribution, the inner loop of the forward pass is performed over blocks of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when describing how FlashAttention-2 restructures the algorithm to improve GPU occupancy and work distribution, the inner loop of the forward pass is performed over blocks of the key and value matrices.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when describing how FlashAttention-2 restructures the algorithm to improve GPU occupancy and work distribution, the inner loop of the forward pass is performed over blocks of the key and value matrices."
21,keep,,No v13 issue found after review and target-source validation., the occupancy and distribution of work, the occupancy and distribution of work,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", restructuring the algorithm as \textsc{FlashAttention-2} improved","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", restructuring the algorithm as \textsc{FlashAttention-2} improved","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", restructuring the algorithm as \textsc{FlashAttention-2} improved the occupancy and distribution of work","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", restructuring the algorithm as \textsc{FlashAttention-2} improved the occupancy and distribution of work"
22,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., 35\%., 35\%.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" in comparison with optimized matrix-multiplication (GEMM) kernels, \textsc{FlashAttention-2} achieves utilization on the Hopper H100 GPU of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" in comparison with optimized matrix-multiplication (GEMM) kernels, \textsc{FlashAttention-2} achieves utilization on the Hopper H100 GPU of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" in comparison with optimized matrix-multiplication (GEMM) kernels, \textsc{FlashAttention-2} achieves utilization on the Hopper H100 GPU of 35\%.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" in comparison with optimized matrix-multiplication (GEMM) kernels, \textsc{FlashAttention-2} achieves utilization on the Hopper H100 GPU of 35\%."
23,repair,poor_wording,Rephrased colon-before-target wording as a standalone cloze., 80-90\%, 80-90\%,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when comparing \textsc{FlashAttention-2} with optimized matrix-multiplication (GEMM) kernels on the Hopper H100 GPU, the GEMM kernels achieve the following utilization in the example where \textsc{FlashAttention-2} is reported to achieve 35% utilization:","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when comparing \textsc{FlashAttention-2} with optimized matrix-multiplication (GEMM) kernels on the Hopper H100 GPU, the GEMM kernels achieve utilization of","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when comparing \textsc{FlashAttention-2} with optimized matrix-multiplication (GEMM) kernels on the Hopper H100 GPU, the GEMM kernels achieve the following utilization in the example where \textsc{FlashAttention-2} is reported to achieve 35% utilization: 80-90\%","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when comparing \textsc{FlashAttention-2} with optimized matrix-multiplication (GEMM) kernels on the Hopper H100 GPU, the GEMM kernels achieve utilization of 80-90\%"
24,keep,,No v13 issue found after review and target-source validation., Hopper-specific instructions., Hopper-specific instructions.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions mentioned as not being used in place of Ampere ones when targeting the Tensor Cores on newer GPUs are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions mentioned as not being used in place of Ampere ones when targeting the Tensor Cores on newer GPUs are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions mentioned as not being used in place of Ampere ones when targeting the Tensor Cores on newer GPUs are Hopper-specific instructions.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions mentioned as not being used in place of Ampere ones when targeting the Tensor Cores on newer GPUs are Hopper-specific instructions."
25,keep,,No v13 issue found after review and target-source validation., Ampere ones., Ampere ones.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions used in place of Hopper-specific instructions when targeting the Tensor Cores are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions used in place of Hopper-specific instructions when targeting the Tensor Cores are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions used in place of Hopper-specific instructions when targeting the Tensor Cores are Ampere ones.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions used in place of Hopper-specific instructions when targeting the Tensor Cores are Ampere ones."
26,keep,,No v13 issue found after review and target-source validation., Hopper-specific instructions, Hopper-specific instructions,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions that have been shown, in work such as ThunkerKitten and cuDNN 9, to speed up attention computation and simplify the implementation are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions that have been shown, in work such as ThunkerKitten and cuDNN 9, to speed up attention computation and simplify the implementation are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions that have been shown, in work such as ThunkerKitten and cuDNN 9, to speed up attention computation and simplify the implementation are Hopper-specific instructions","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the kind of instructions that have been shown, in work such as ThunkerKitten and cuDNN 9, to speed up attention computation and simplify the implementation are Hopper-specific instructions"
27,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., tile-based abstractions, tile-based abstractions,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" prior work such as ThunkerKitten and cuDNN 9 has shown that, together with Hopper-specific instructions, attention computation can be sped up and the implementation simplified using","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" prior work such as ThunkerKitten and cuDNN 9 has shown that, together with Hopper-specific instructions, attention computation can be sped up and the implementation simplified using","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" prior work such as ThunkerKitten and cuDNN 9 has shown that, together with Hopper-specific instructions, attention computation can be sped up and the implementation simplified using tile-based abstractions","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" prior work such as ThunkerKitten and cuDNN 9 has shown that, together with Hopper-specific instructions, attention computation can be sped up and the implementation simplified using tile-based abstractions"
28,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., a simplified synchronous model., a simplified synchronous model.,"In the authors' discussion of why their new approach differs from FlashAttention-2, they state that the FlashAttention-2 algorithm adheres to","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the authors' discussion of why their new approach differs from FlashAttention-2, they state that the FlashAttention-2 algorithm adheres to","In the authors' discussion of why their new approach differs from FlashAttention-2, they state that the FlashAttention-2 algorithm adheres to a simplified synchronous model.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the authors' discussion of why their new approach differs from FlashAttention-2, they state that the FlashAttention-2 algorithm adheres to a simplified synchronous model."
29,drop,title_leakage,"The required paper title contains the exact answer phrase ""asynchrony and low-precision"", so the cloze is unavoidably leaked.", asynchrony and low-precision.,,"According to the paper, despite adhering to a simplified synchronous model, the \textsc{FlashAttention-2} algorithm makes no explicit use of",,"According to the paper, despite adhering to a simplified synchronous model, the \textsc{FlashAttention-2} algorithm makes no explicit use of asynchrony and low-precision.",
30,keep,,No v13 issue found after review and target-source validation., Tensor Cores, Tensor Cores,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the hardware specialization that accelerates the most important operations in an ML workload performs matrix multiplication using","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the hardware specialization that accelerates the most important operations in an ML workload performs matrix multiplication using","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the hardware specialization that accelerates the most important operations in an ML workload performs matrix multiplication using Tensor Cores","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the hardware specialization that accelerates the most important operations in an ML workload performs matrix multiplication using Tensor Cores"
31,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., Tensor Memory Accelerator -- TMA., Tensor Memory Accelerator -- TMA.,"In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the specific hardware units described as performing memory loading in the hardware specialization used to accelerate important operations in an ML workload are","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the specific hardware units described as performing memory loading in the hardware specialization used to accelerate important operations in an ML workload are","In the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the specific hardware units described as performing memory loading in the hardware specialization used to accelerate important operations in an ML workload are Tensor Memory Accelerator -- TMA.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the specific hardware units described as performing memory loading in the hardware specialization used to accelerate important operations in an ML workload are Tensor Memory Accelerator -- TMA."
32,keep,,No v13 issue found after review and target-source validation.," logic, integer, and floating point computation."," logic, integer, and floating point computation.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the rest of the CUDA cores perform","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the rest of the CUDA cores perform","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the rest of the CUDA cores perform logic, integer, and floating point computation.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the rest of the CUDA cores perform logic, integer, and floating point computation."
33,repair,source_framing_issue,Added or normalized required arxiv paper-title framing., FP8., FP8.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the low-precision format available in Hopper, alongside FP4 in Blackwell, FP16 in Pascal, and BF16 in Ampere, is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the low-precision format available in Hopper, alongside FP4 in Blackwell, FP16 in Pascal, and BF16 in Ampere, is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the low-precision format available in Hopper, alongside FP4 in Blackwell, FP16 in Pascal, and BF16 in Ampere, is FP8.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", according to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision,"" the low-precision format available in Hopper, alongside FP4 in Blackwell, FP16 in Pascal, and BF16 in Ampere, is FP8."
34,keep,,No v13 issue found after review and target-source validation., FP4., FP4.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision format in Blackwell mentioned as part of the trend that also includes FP16 in Pascal and BF16 in Ampere is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision format in Blackwell mentioned as part of the trend that also includes FP16 in Pascal and BF16 in Ampere is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision format in Blackwell mentioned as part of the trend that also includes FP16 in Pascal and BF16 in Ampere is FP4.","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the low-precision format in Blackwell mentioned as part of the trend that also includes FP16 in Pascal and BF16 in Ampere is FP4."
