probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was last seen in the outpatient setting 10 months after her initial evaluation and treatment initiation, by which time she had regained her baseline functional status, and she had been off immunosuppression for",8 months.,(C),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was last seen in the outpatient setting 10 months after her initial evaluation and treatment initiation, by which time she had regained her baseline functional status, and she had been off immunosuppression for
(A) 12 days.
(B) 3 months.
(C) 8 months.
(D) 6 months.
(E) 10 months.",12 days.,3 months.,8 months.,6 months.,10 months.,"[""10 months."", ""6 months."", ""3 months."", ""12 days.""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was last seen in the outpatient setting 10 months after her initial evaluation and treatment initiation, by which time she had regained her baseline functional status, and she had been off immunosuppression for 8 months.","She was last seen in the outpatient setting 10 months after her initial evaluation and treatment initiation and had regained her baseline functional status, off immunosuppression for 8 months.",Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with progressive weakness and dysphagia about 4 months after her initial and only semaglutide dose, elevated CK, and neurology consultation was treated daily for 5 days during that admission with",intravenous methylprednisolone,(A),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with progressive weakness and dysphagia about 4 months after her initial and only semaglutide dose, elevated CK, and neurology consultation was treated daily for 5 days during that admission with
(A) intravenous methylprednisolone
(B) intravenous immunoglobulin
(C) plasmapheresis
(D) intravenous dexamethasone
(E) oral prednisone",intravenous methylprednisolone,intravenous immunoglobulin,plasmapheresis,intravenous dexamethasone,oral prednisone,"[""intravenous immunoglobulin"", ""oral prednisone"", ""intravenous dexamethasone"", ""plasmapheresis""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with progressive weakness and dysphagia about 4 months after her initial and only semaglutide dose, elevated CK, and neurology consultation was treated daily for 5 days during that admission with intravenous methylprednisolone",She was treated with 1000 mg of intravenous methylprednisolone daily for 5 days while under the care of neurology consultation using telemedicine.,Case presentation
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a cardiac MRI obtained during the work-up of a woman in her 60s with progressive weakness after semaglutide exposure showed no significant myocardial scarring or infarction and no significant",valvular dysfunction.,(A),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a cardiac MRI obtained during the work-up of a woman in her 60s with progressive weakness after semaglutide exposure showed no significant myocardial scarring or infarction and no significant
(A) valvular dysfunction.
(B) coronary artery stenosis.
(C) pericardial effusion.
(D) interstitial lung disease.
(E) pulmonary hypertension.",valvular dysfunction.,coronary artery stenosis.,pericardial effusion.,interstitial lung disease.,pulmonary hypertension.,"[""pericardial effusion."", ""pulmonary hypertension."", ""interstitial lung disease."", ""coronary artery stenosis.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a cardiac MRI obtained during the work-up of a woman in her 60s with progressive weakness after semaglutide exposure showed no significant myocardial scarring or infarction and no significant valvular dysfunction.","There was no significant myocardial scarring or infarction, nor significant valvular dysfunction.",Investigations
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were","Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.",(B),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were
(A) ANA, anti-SSA, anti-Smith, anti-U1 RNP, anti-double-stranded DNA, ANCA, anti-mitochondrial, Jo-1, Mi-2 and MDA-5 autoantibodies.
(B) Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.
(C) Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, SAE-1, PM-Scl, Ku and Ro52 autoantibodies.
(D) Jo-1, Pl-7, Pl-12, EJ, OJ, TIF1-y, NXP-2, anti-centromere, Scl-70 and RNA polymerase III autoantibodies.
(E) Jo-1, Pl-7, Pl-12, EJ, OJ, SAE-1, TIF1-y, NXP-2, PM-Scl and Ku autoantibodies.","ANA, anti-SSA, anti-Smith, anti-U1 RNP, anti-double-stranded DNA, ANCA, anti-mitochondrial, Jo-1, Mi-2 and MDA-5 autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, SAE-1, PM-Scl, Ku and Ro52 autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, TIF1-y, NXP-2, anti-centromere, Scl-70 and RNA polymerase III autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, SAE-1, TIF1-y, NXP-2, PM-Scl and Ku autoantibodies.","[""Jo-1, Pl-7, Pl-12, EJ, OJ, SAE-1, TIF1-y, NXP-2, PM-Scl and Ku autoantibodies."", ""ANA, anti-SSA, anti-Smith, anti-U1 RNP, anti-double-stranded DNA, ANCA, anti-mitochondrial, Jo-1, Mi-2 and MDA-5 autoantibodies."", ""Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, SAE-1, PM-Scl, Ku and Ro52 autoantibodies."", ""Jo-1, Pl-7, Pl-12, EJ, OJ, TIF1-y, NXP-2, anti-centromere, Scl-70 and RNA polymerase III autoantibodies.""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.","She also had a myositis panel that was negative for SRP and HMGCR, as well as Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.",Investigations
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s who developed progressive dysphagia, dysphonia, and elevated creatine kinase over a 4-month course after semaglutide use was found on evaluation to have",proximal muscle weakness,(C),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s who developed progressive dysphagia, dysphonia, and elevated creatine kinase over a 4-month course after semaglutide use was found on evaluation to have
(A) a heliotrope rash
(B) length-dependent sensory loss
(C) proximal muscle weakness
(D) fluctuating ptosis and diplopia
(E) distal muscle weakness",a heliotrope rash,length-dependent sensory loss,proximal muscle weakness,fluctuating ptosis and diplopia,distal muscle weakness,"[""distal muscle weakness"", ""a heliotrope rash"", ""fluctuating ptosis and diplopia"", ""length-dependent sensory loss""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s who developed progressive dysphagia, dysphonia, and elevated creatine kinase over a 4-month course after semaglutide use was found on evaluation to have proximal muscle weakness","She was found to have progressive dysphagia, dysphonia, proximal muscle weakness and creatine kinase elevation over a 4-month course.",Abstract
"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with the first reported case of immune-mediated necrotising myopathy probably associated with GLP-1 receptor agonist use appeared to respond to",a short course of immunosuppression and IVIG.,(A),"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with the first reported case of immune-mediated necrotising myopathy probably associated with GLP-1 receptor agonist use appeared to respond to
(A) a short course of immunosuppression and IVIG.
(B) plasma exchange followed by rituximab-based maintenance therapy.
(C) discontinuation of semaglutide and continued avoidance of GLP-1 receptor agonists alone.
(D) a prolonged course of high-dose corticosteroid monotherapy without IVIG.
(E) supportive rehabilitation with swallow therapy and nutritional supplementation alone.",a short course of immunosuppression and IVIG.,plasma exchange followed by rituximab-based maintenance therapy.,discontinuation of semaglutide and continued avoidance of GLP-1 receptor agonists alone.,a prolonged course of high-dose corticosteroid monotherapy without IVIG.,supportive rehabilitation with swallow therapy and nutritional supplementation alone.,"[""discontinuation of semaglutide and continued avoidance of GLP-1 receptor agonists alone."", ""a prolonged course of high-dose corticosteroid monotherapy without IVIG."", ""plasma exchange followed by rituximab-based maintenance therapy."", ""supportive rehabilitation with swallow therapy and nutritional supplementation alone.""]","In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with the first reported case of immune-mediated necrotising myopathy probably associated with GLP-1 receptor agonist use appeared to respond to a short course of immunosuppression and IVIG.","Here, we describe the first reported case of IMNM probably associated with GLP-1 receptor agonist use, with apparent response to a short course of immunosuppression and IVIG.",Abstract
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background discussion notes that glucagon-like peptide-1 (GLP-1) receptor agonists have been associated with",a loss of skeletal muscle mass,(B),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background discussion notes that glucagon-like peptide-1 (GLP-1) receptor agonists have been associated with
(A) progressive peripheral neuropathy
(B) a loss of skeletal muscle mass
(C) a reduction in bone mineral density
(D) a marked elevation in serum creatine kinase
(E) rhabdomyolysis with necrotising features",progressive peripheral neuropathy,a loss of skeletal muscle mass,a reduction in bone mineral density,a marked elevation in serum creatine kinase,rhabdomyolysis with necrotising features,"[""rhabdomyolysis with necrotising features"", ""a marked elevation in serum creatine kinase"", ""a reduction in bone mineral density"", ""progressive peripheral neuropathy""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background discussion notes that glucagon-like peptide-1 (GLP-1) receptor agonists have been associated with a loss of skeletal muscle mass","Among the adverse effects described for this class of medications, a loss of skeletal muscle mass has been observed.",Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that a recent case report described rhabdomyolysis with necrotising features associated with",tirzepatide.,(C),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that a recent case report described rhabdomyolysis with necrotising features associated with
(A) dulaglutide
(B) atorvastatin
(C) tirzepatide.
(D) semaglutide
(E) liraglutide",dulaglutide,atorvastatin,tirzepatide.,semaglutide,liraglutide,"[""semaglutide"", ""liraglutide"", ""dulaglutide"", ""atorvastatin""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that a recent case report described rhabdomyolysis with necrotising features associated with tirzepatide.","A recent case report described rhabdomyolysis with necrotising features associated with tirzepatide, another commonly used GLP-1 receptor agonist.",Background
"In the background section of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", an adverse effect described for glucagon-like peptide-1 (GLP-1) receptor agonists is",a loss of skeletal muscle mass,(A),"In the background section of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", an adverse effect described for glucagon-like peptide-1 (GLP-1) receptor agonists is
(A) a loss of skeletal muscle mass
(B) drug-induced peripheral neuropathy
(C) progressive skeletal muscle weakness
(D) a reduction in bone mineral density
(E) an elevation in creatine kinase concentrations",a loss of skeletal muscle mass,drug-induced peripheral neuropathy,progressive skeletal muscle weakness,a reduction in bone mineral density,an elevation in creatine kinase concentrations,"[""progressive skeletal muscle weakness"", ""an elevation in creatine kinase concentrations"", ""a reduction in bone mineral density"", ""drug-induced peripheral neuropathy""]","In the background section of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", an adverse effect described for glucagon-like peptide-1 (GLP-1) receptor agonists is a loss of skeletal muscle mass","Among the adverse effects described for this class of medications, a loss of skeletal muscle mass has been observed.",Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the muscle weakness in immune-mediated necrotising myopathy (IMNM) is described as",aggressive proximal muscle weakness,(E),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the muscle weakness in immune-mediated necrotising myopathy (IMNM) is described as
(A) fatigable ocular and bulbar muscle weakness
(B) rapidly improving diffuse muscle weakness after drug discontinuation
(C) slowly progressive distal muscle weakness
(D) symmetric sensory-predominant lower-limb weakness
(E) aggressive proximal muscle weakness",fatigable ocular and bulbar muscle weakness,rapidly improving diffuse muscle weakness after drug discontinuation,slowly progressive distal muscle weakness,symmetric sensory-predominant lower-limb weakness,aggressive proximal muscle weakness,"[""slowly progressive distal muscle weakness"", ""rapidly improving diffuse muscle weakness after drug discontinuation"", ""fatigable ocular and bulbar muscle weakness"", ""symmetric sensory-predominant lower-limb weakness""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the muscle weakness in immune-mediated necrotising myopathy (IMNM) is described as aggressive proximal muscle weakness",Immune-mediated necrotising myopathy (IMNM) is a distinct entity of myopathy characterised by aggressive proximal muscle weakness with necrotising myofibres and a paucity of lymphocytic infiltrates on histology.,Background
"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the two autoantibodies described as being highly associated with immune-mediated necrotising myopathy (IMNM) are",Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP),(D),"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the two autoantibodies described as being highly associated with immune-mediated necrotising myopathy (IMNM) are
(A) Anti-transcription intermediary factor 1-gamma (TIF1-γ) and anti-melanoma differentiation-associated gene 5 (MDA5)
(B) Anti-Jo-1 and anti-Mi-2
(C) Anti-acetylcholine receptor (AChR) and anti-muscle-specific kinase (MuSK)
(D) Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP)
(E) Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-Mi-2",Anti-transcription intermediary factor 1-gamma (TIF1-γ) and anti-melanoma differentiation-associated gene 5 (MDA5),Anti-Jo-1 and anti-Mi-2,Anti-acetylcholine receptor (AChR) and anti-muscle-specific kinase (MuSK),Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP),Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-Mi-2,"[""Anti-Jo-1 and anti-Mi-2"", ""Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-Mi-2"", ""Anti-transcription intermediary factor 1-gamma (TIF1-\u03b3) and anti-melanoma differentiation-associated gene 5 (MDA5)"", ""Anti-acetylcholine receptor (AChR) and anti-muscle-specific kinase (MuSK)""]","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the two autoantibodies described as being highly associated with immune-mediated necrotising myopathy (IMNM) are Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP)",Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are two autoantibodies highly associated with IMNM.,Background
