v13_row_0based,v13_row_1based,decision,issue_type,filter_reason,review_reason,probe,target,fact,raw_knowledge_statement,section
170,171,keep_rejected,tautological_stem|weak_distractor_space,"It fails criterion 3 because the target is merely the paper’s variable notation ""$r_{\phi}$"", a trivially short symbol with little standalone conceptual depth for constructing a meaningful 5-option MCQA.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", this same objective was optimized in prior works using the DPO-equivalent reward for the reward class of the function",$r_{\phi}$,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", this same objective was optimized in prior works using the DPO-equivalent reward for the reward class of the function $r_{\phi}$","This is the same objective optimized in prior works 
\citep{ziegler2020finetuning, stiennon2022learning, bai2022training, ouyang2022training} using the DPO-equivalent reward for the reward class of $r_{\phi}$.",Theoretical Analysis of DPO
172,173,keep_rejected,weak_distractor_space,"Unsuitable under criterion 4 because the completion is a simple qualitative effect ('high variance'), making it hard to construct five natural, meaningful distractors beyond opposites like low variance or instability-related paraphrases.",No strong restoration rationale under the restoration rubric.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the discussion of the normalization term in $f(r_{\phi}, \pi_\text{ref}, \beta)$ for the DPO-equivalent reward objective, if this term were omitted, the policy gradient of the objective could have",high variance,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the discussion of the normalization term in $f(r_{\phi}, \pi_\text{ref}, \beta)$ for the DPO-equivalent reward objective, if this term were omitted, the policy gradient of the objective could have high variance","While this term does not affect the optimal solution, without it, the policy gradient of the objective could have high variance, making learning unstable.",Theoretical Analysis of DPO
173,174,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable under criterion 3: the target 'unstable' is a trivially short, generic adjective with little conceptual depth, making it hard to construct five meaningful distractors.",Target remains too generic or low-information for restoration.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that without the normalization term in the objective, the policy gradient could have high variance, making learning",unstable.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors state that without the normalization term in the objective, the policy gradient could have high variance, making learning unstable.","While this term does not affect the optimal solution, without it, the policy gradient of the objective could have high variance, making learning unstable.",Theoretical Analysis of DPO
178,179,keep_rejected,too_generic_target|weak_distractor_space,"The probe is unsuitable because the target is a very generic short phrase ('a reward function') with little conceptual specificity, making it hard to build five meaningful distractors, and the probe is also awkwardly formulated relative to the source fact (criteria 3 and 5).",Target remains too generic or low-information for restoration.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors contrast prior work that normalized rewards using a human completion baseline with the DPO reparameterization, which yields without requiring any baselines",a reward function.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors contrast prior work that normalized rewards using a human completion baseline with the DPO reparameterization, which yields without requiring any baselines a reward function.",In contrast the DPO reparameterization yields a reward function that does not require any baselines.,Theoretical Analysis of DPO
184,185,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target 'a policy' is a trivially short, generic phrase with little conceptual depth, making it hard to create five meaningful and discriminative answer options.",Target remains too generic or low-information for restoration.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in all of the experiments based on the preference dataset $\mathcal{D}=\bigl\{x^{(i)}, y_w^{(i)}, y_l^{(i)}\bigr\}_{i=1}^N$, the algorithms learn",a policy,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in all of the experiments based on the preference dataset $\mathcal{D}=\bigl\{x^{(i)}, y_w^{(i)}, y_l^{(i)}\bigr\}_{i=1}^N$, the algorithms learn a policy","For all experiments, algorithms learn a policy from a dataset of preferences $\mathcal{D}=\bigl\{x^{(i)}, y_w^{(i)}, y_l^{(i)}\bigr\}_{i=1}^N$.",Experiments
185,186,restore,formula_or_symbol_memorization|filter_overstrict,"It fails criterion 3 because the target is merely the notation symbol $\mathcal{D}$, a trivially short answer with little conceptual content, making it hard to create five meaningful MCQA options.",Preference dataset notation is a discrete source-backed symbol with plausible notation distractors.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the dataset of preferences used for all experiments is denoted by",$\mathcal{D}$.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the dataset of preferences used for all experiments is denoted by $\mathcal{D}$.","For all experiments, algorithms learn a policy from a dataset of preferences $\mathcal{D}=\bigl\{x^{(i)}, y_w^{(i)}, y_l^{(i)}\bigr\}_{i=1}^N$.",Experiments
213,214,keep_rejected,too_generic_target|weak_distractor_space,"Unsuitable because the target is a vague, generic phrase ('several existing approaches') that is conceptually shallow and effectively just completes the probe tautologically, making meaningful 5-way distractors unnatural (criteria 1 and 3).",Target remains too generic or low-information for restoration.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the Methods section, the authors evaluate in addition to DPO for training language models to adhere to human preferences",several existing approaches.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the Methods section, the authors evaluate in addition to DPO for training language models to adhere to human preferences several existing approaches.","\textbf{Methods.} In addition to DPO, we evaluate several existing approaches to training language models to adhere to human preferences.",Experiments
217,218,keep_rejected,tautological_stem|weak_distractor_space,"It is unsuitable under criterion 3 because the target is just the paper’s notation ""$y_w$"", a trivially short symbol with little standalone conceptual content, making a 5-option MCQ unnatural and not very meaningful.",Visible stem makes the completion too easy or too weakly distractible.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the Preferred-FT model is fine-tuned with supervised learning in the authors’ comparison of methods for training language models to adhere to human preferences, namely",$y_w$.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the Preferred-FT model is fine-tuned with supervised learning in the authors’ comparison of methods for training language models to adhere to human preferences, namely $y_w$.","In addition, we evaluate the \textbf{SFT} model as well as \textbf{Preferred-FT}, which is a model fine-tuned with supervised learning on the chosen completion $y_w$ from either the SFT model (in controlled sentiment and summarization) or a generic LM (in single-turn dialogue).",Experiments
223,224,keep_rejected,unsupported_or_unclear,"Unsuitable because the probe is incorrectly formulated and incomplete relative to the source fact, and the target is just the bare number ""two,"" which is too trivial to support five meaningful multiple-choice options (criteria 3 and 5).","Question or target is malformed, incomplete, ambiguous, or not source-faithful enough to restore.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors use",two.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors use two.","In our sentiment experiments, we use two implementations of PPO-GT, one of-the-shelf version \cite{leandro_von_werra_2023_7790115} as well as a modified version that normalizes rewards and further tunes hyperparameters to improve performance (we also use these modifications when running `normal' PPO with learned rewards).",Experiments
225,226,keep_rejected,too_generic_target|weak_distractor_space,It is unsuitable under criterion 3 because the target 'hyperparameters' is a very generic/common term and the probe phrasing 'further tunes ___' makes the completion too obvious to support five meaningful distractors.,Target remains too generic or low-information for restoration.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the sentiment experiments, besides normalizing rewards, the modified version of PPO-GT further tunes",hyperparameters.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the sentiment experiments, besides normalizing rewards, the modified version of PPO-GT further tunes hyperparameters.","In our sentiment experiments, we use two implementations of PPO-GT, one of-the-shelf version \cite{leandro_von_werra_2023_7790115} as well as a modified version that normalizes rewards and further tunes hyperparameters to improve performance (we also use these modifications when running `normal' PPO with learned rewards).",Experiments
235,236,keep_rejected,too_generic_target|weak_distractor_space,"It fails criterion 3 because the target is a generic phrase ('a set of test prompts') with little conceptual specificity, making it hard to craft five meaningful, discriminative answer choices.",Target remains too generic or low-information for restoration.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", during the sentiment-setting experiments in which multiple training runs are executed for each algorithm, the policies are evaluated after each 100 training steps until convergence on",a set of test prompts.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", during the sentiment-setting experiments in which multiple training runs are executed for each algorithm, the policies are evaluated after each 100 training steps until convergence on a set of test prompts.","After each 100 training steps until convergence, we evaluate each policy on a set of test prompts, computing the average reward under the true reward function as well as the average sequence-level KL\footnote{That is, the sum of the per-timestep KL-divergences.} with the reference policy $\text{KL}\left(\pi\mid \mid \pi_\text{ref}\right)$.",Experiments
240,241,keep_rejected,near_binary_answer_space,"It fails criterion 1 because the probe already frames the comparison specifically 'in terms of efficiency,' so the target 'notably more efficient' is essentially just a tautological completion rather than a concept that supports five meaningful alternatives.",Answer space is too narrow for robust five-option MCQA.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO is characterized relative to PPO in terms of efficiency when comparing their reward/KL tradeoffs as",notably more efficient.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", DPO is characterized relative to PPO in terms of efficiency when comparing their reward/KL tradeoffs as notably more efficient.","First, DPO and PPO optimize the same objective, but DPO is notably more efficient; DPO's reward/KL tradeoff strictly dominates PPO.",Experiments
