step,probe_index,section,raw_knowledge_perplexity,raw_knowledge_perplexity_delta,atomic_whole_perplexity,atomic_target_perplexity,atomic_whole_log_prob,atomic_target_log_prob,atomic_whole_perplexity_delta,atomic_target_perplexity_delta,atomic_whole_log_prob_delta,atomic_target_log_prob_delta
1,43,Preliminaries,56.13106918334961,0.0,20.42930030822754,182.82545471191406,-156.8824462890625,-46.87678527832031,0.0,0.0,0.0,0.0
1,44,Preliminaries,44.4837760925293,0.0,31.40064239501953,1391.6275634765625,-199.91604614257812,-21.71468734741211,0.0,0.0,0.0,0.0
1,45,Preliminaries,20.511390686035156,0.0,37.801231384277344,13.605247497558594,-119.86727142333984,-31.32546615600586,0.0,0.0,0.0,0.0
1,46,Preliminaries,21.993839263916016,0.0,24.932554244995117,52.14814758300781,-196.18663024902344,-19.770442962646484,0.0,0.0,0.0,0.0
1,47,Preliminaries,5.794448375701904,0.0,4.764513969421387,24.251441955566406,-204.51661682128906,-31.884761810302734,0.0,0.0,0.0,0.0
1,48,Preliminaries,10.663491249084473,0.0,10.493048667907715,2.0705618858337402,-199.81060791015625,-1.4556400775909424,0.0,0.0,0.0,0.0
1,49,Preliminaries,5.064205646514893,0.0,4.616095542907715,9.015478134155273,-241.6687774658203,-6.596828460693359,0.0,0.0,0.0,0.0
1,50,Preliminaries,30.416446685791016,0.0,24.123559951782227,11.597817420959473,-206.9072723388672,-17.155717849731445,0.0,0.0,0.0,0.0
1,51,Preliminaries,12.496379852294922,0.0,11.76242733001709,24.669944763183594,-145.42970275878906,-19.2335147857666,0.0,0.0,0.0,0.0
1,52,Preliminaries,22.32782745361328,0.0,22.96953773498535,26.742061614990234,-153.57427978515625,-32.86237716674805,0.0,0.0,0.0,0.0
1,53,Preliminaries,146.2254180908203,0.0,28.583965301513672,37.43040084838867,-87.17399597167969,-21.734899520874023,0.0,0.0,0.0,0.0
1,54,Preliminaries,45.66705322265625,0.0,48.615623474121094,182.52146911621094,-178.66146850585938,-41.65494155883789,0.0,0.0,0.0,0.0
1,55,Preliminaries,21.201549530029297,0.0,19.920185089111328,7.671823501586914,-98.72721099853516,-14.262880325317383,0.0,0.0,0.0,0.0
1,56,Preliminaries,15.015626907348633,0.0,12.04888916015625,2.6591553688049316,-186.6729278564453,-8.802077293395996,0.0,0.0,0.0,0.0
1,57,Direct Preference Optimization,18.915090560913086,0.0,20.753522872924805,388.9196472167969,-109.17778015136719,-17.890117645263672,0.0,0.0,0.0,0.0
1,58,Direct Preference Optimization,40.835472106933594,0.0,44.816017150878906,17.38091468811035,-193.93084716796875,-14.276863098144531,0.0,0.0,0.0,0.0
1,59,Direct Preference Optimization,19.135366439819336,0.0,25.5828800201416,117.27763366699219,-145.8865509033203,-38.11635208129883,0.0,0.0,0.0,0.0
1,60,Direct Preference Optimization,85.325439453125,0.0,113.91876220703125,18.702688217163086,-89.97422790527344,-11.714669227600098,0.0,0.0,0.0,0.0
1,61,Direct Preference Optimization,60.93975067138672,0.0,20.73059844970703,7.499605655670166,-84.88510131835938,-12.089101791381836,0.0,0.0,0.0,0.0
1,62,Direct Preference Optimization,20.679563522338867,0.0,32.172210693359375,17.582719802856445,-121.48860168457031,-20.068416595458984,0.0,0.0,0.0,0.0
1,63,Direct Preference Optimization,11.467599868774414,0.0,10.70455551147461,5.661541938781738,-208.618896484375,-3.4673924446105957,0.0,0.0,0.0,0.0
1,64,Direct Preference Optimization,18.42671012878418,0.0,15.272149085998535,4.948104381561279,-149.93170166015625,-30.381088256835938,0.0,0.0,0.0,0.0
1,65,Direct Preference Optimization,27.648151397705078,0.0,14.608694076538086,7.112475872039795,-249.39036560058594,-9.80925178527832,0.0,0.0,0.0,0.0
1,66,Direct Preference Optimization,24.4301700592041,0.0,7.651315212249756,2.106462001800537,-258.429443359375,-5.215068340301514,0.0,0.0,0.0,0.0
1,67,Direct Preference Optimization,9.64040470123291,0.0,8.67439079284668,1.4877465963363647,-153.38662719726562,-1.1917879581451416,0.0,0.0,0.0,0.0
1,68,Direct Preference Optimization,25.704307556152344,0.0,20.198802947998047,1.7235196828842163,-216.40487670898438,-4.899316787719727,0.0,0.0,0.0,0.0
1,69,Direct Preference Optimization,6.114495754241943,0.0,6.449920177459717,14.16928768157959,-274.0179443359375,-7.953230381011963,0.0,0.0,0.0,0.0
1,70,Direct Preference Optimization,11.492035865783691,0.0,22.627843856811523,10.098697662353516,-115.40970611572266,-20.81165885925293,0.0,0.0,0.0,0.0
1,71,Direct Preference Optimization,21.21721076965332,0.0,27.714319229125977,18.123584747314453,-106.30237579345703,-26.074928283691406,0.0,0.0,0.0,0.0
1,72,Direct Preference Optimization,5.976749897003174,0.0,18.456392288208008,10.204290390014648,-204.07875061035156,-51.101783752441406,0.0,0.0,0.0,0.0
1,73,Direct Preference Optimization,72.49263763427734,0.0,27.921293258666992,4.766782283782959,-56.59962463378906,-7.808357238769531,0.0,0.0,0.0,0.0
1,74,Direct Preference Optimization,34.744964599609375,0.0,37.35207748413086,29.150909423828125,-101.37088012695312,-13.489944458007812,0.0,0.0,0.0,0.0
1,75,Direct Preference Optimization,12.997352600097656,0.0,23.869935989379883,10.456036567687988,-187.1845703125,-16.430255889892578,0.0,0.0,0.0,0.0
1,76,Direct Preference Optimization,18.40595817565918,0.0,9.648244857788086,26.626129150390625,-179.0753173828125,-9.84567928314209,0.0,0.0,0.0,0.0
1,77,Direct Preference Optimization,42.857906341552734,0.0,41.40027618408203,68.141357421875,-242.01368713378906,-21.107921600341797,0.0,0.0,0.0,0.0
1,78,Direct Preference Optimization,46.253456115722656,0.0,31.21207046508789,8.649157524108887,-89.46092987060547,-6.472385406494141,0.0,0.0,0.0,0.0
1,79,Direct Preference Optimization,146.94949340820312,0.0,64.57554626464844,89.21160125732422,-116.69939422607422,-31.437076568603516,0.0,0.0,0.0,0.0
1,80,Direct Preference Optimization,227.39285278320312,0.0,104.30978393554688,3.6593117713928223,-167.30514526367188,-7.7836503982543945,0.0,0.0,0.0,0.0
1,81,Direct Preference Optimization,254.7151641845703,0.0,180.46676635742188,823.9928588867188,-181.84413146972656,-33.57080841064453,0.0,0.0,0.0,0.0
1,82,Theoretical Analysis of DPO,139.98475646972656,0.0,48.08627700805664,47.31492614746094,-112.31690979003906,-15.427303314208984,0.0,0.0,0.0,0.0
1,83,Theoretical Analysis of DPO,17.5148983001709,0.0,29.27758026123047,102.3902816772461,-253.26165771484375,-37.03033447265625,0.0,0.0,0.0,0.0
1,84,Theoretical Analysis of DPO,29.874862670898438,0.0,43.43975830078125,13.952834129333496,-105.59850311279297,-15.814095497131348,0.0,0.0,0.0,0.0
1,85,Theoretical Analysis of DPO,95.8022689819336,0.0,44.53256607055664,73.64630889892578,-87.31307983398438,-25.795644760131836,0.0,0.0,0.0,0.0
1,86,Theoretical Analysis of DPO,6.027017593383789,0.0,3.4866979122161865,1.786840796470642,-69.94149017333984,-9.287185668945312,0.0,0.0,0.0,0.0
1,87,Theoretical Analysis of DPO,15.24271297454834,0.0,4.220896244049072,2.2364532947540283,-90.72299194335938,-4.829347610473633,0.0,0.0,0.0,0.0
1,88,Theoretical Analysis of DPO,15.144624710083008,0.0,4.9418439865112305,6.452455043792725,-115.03717041015625,-9.322303771972656,0.0,0.0,0.0,0.0
1,89,Theoretical Analysis of DPO,25.095125198364258,0.0,50.461517333984375,6.87653923034668,-117.6363296508789,-7.712461948394775,0.0,0.0,0.0,0.0
1,90,Theoretical Analysis of DPO,17.136388778686523,0.0,50.93477249145508,4.859031677246094,-47.16654968261719,-6.323356628417969,0.0,0.0,0.0,0.0
1,91,Theoretical Analysis of DPO,27.68401336669922,0.0,38.721923828125,35.46835708618164,-149.9126434326172,-17.843204498291016,0.0,0.0,0.0,0.0
1,92,Theoretical Analysis of DPO,30.732351303100586,0.0,28.836389541625977,11.279740333557129,-121.01896667480469,-7.269024848937988,0.0,0.0,0.0,0.0
1,93,Theoretical Analysis of DPO,25.50658416748047,0.0,31.333932876586914,52.027130126953125,-134.34336853027344,-11.85529613494873,0.0,0.0,0.0,0.0
1,94,Theoretical Analysis of DPO,26.28226661682129,0.0,22.717836380004883,2.0094802379608154,-153.03436279296875,-2.791504144668579,0.0,0.0,0.0,0.0
1,95,Theoretical Analysis of DPO,17.363344192504883,0.0,18.27466583251953,24.248441696166992,-116.22062683105469,-70.14375305175781,0.0,0.0,0.0,0.0
1,96,Theoretical Analysis of DPO,30.876483917236328,0.0,40.478919982910156,5.864006996154785,-214.64532470703125,-8.844165802001953,0.0,0.0,0.0,0.0
1,97,Theoretical Analysis of DPO,12.079049110412598,0.0,15.070493698120117,3.590198040008545,-233.2955322265625,-5.112829685211182,0.0,0.0,0.0,0.0
1,98,Theoretical Analysis of DPO,13.717719078063965,0.0,17.188085556030273,6.406766414642334,-116.61286926269531,-16.7161922454834,0.0,0.0,0.0,0.0
1,99,Theoretical Analysis of DPO,31.95536231994629,0.0,29.318344116210938,226.30325317382812,-219.58387756347656,-27.109378814697266,0.0,0.0,0.0,0.0
1,100,Theoretical Analysis of DPO,84.08094024658203,0.0,22.34675407409668,1.9955497980117798,-111.84052276611328,-6.218276023864746,0.0,0.0,0.0,0.0
1,101,Theoretical Analysis of DPO,42.847660064697266,0.0,78.04589080810547,22.816465377807617,-126.36161041259766,-28.147342681884766,0.0,0.0,0.0,0.0
1,102,Theoretical Analysis of DPO,41.807762145996094,0.0,29.597095489501953,5.415069103240967,-162.60845947265625,-5.067556858062744,0.0,0.0,0.0,0.0
1,103,Theoretical Analysis of DPO,35.63714599609375,0.0,48.37349319458008,48.05059051513672,-147.40017700195312,-34.85028839111328,0.0,0.0,0.0,0.0
1,104,Theoretical Analysis of DPO,66.08966827392578,0.0,72.04997253417969,50.31884002685547,-171.0944061279297,-27.42865753173828,0.0,0.0,0.0,0.0
1,105,Theoretical Analysis of DPO,31.65717124938965,0.0,25.34082794189453,7.40626335144043,-129.2966766357422,-4.00465202331543,0.0,0.0,0.0,0.0
1,106,Theoretical Analysis of DPO,54.11835861206055,0.0,47.02116775512695,7.255433082580566,-142.4721221923828,-13.872254371643066,0.0,0.0,0.0,0.0
1,107,Theoretical Analysis of DPO,120.96534729003906,0.0,107.24700927734375,22.43915557861328,-149.60430908203125,-9.332422256469727,0.0,0.0,0.0,0.0
1,108,Theoretical Analysis of DPO,90.59760284423828,0.0,41.58204650878906,2.995865821838379,-115.55772399902344,-6.583399772644043,0.0,0.0,0.0,0.0
1,109,Experiments,56.72487258911133,0.0,38.812835693359375,2.0634171962738037,-182.9375457763672,-6.519270896911621,0.0,0.0,0.0,0.0
1,110,Experiments,81.38410186767578,0.0,211.38722229003906,54.84334182739258,-107.0738296508789,-16.01792335510254,0.0,0.0,0.0,0.0
1,111,Experiments,44.43730163574219,0.0,47.157283782958984,27.672943115234375,-173.406982421875,-26.563640594482422,0.0,0.0,0.0,0.0
1,112,Experiments,52.379180908203125,0.0,56.77658462524414,198.87261962890625,-84.82160186767578,-15.8779935836792,0.0,0.0,0.0,0.0
1,113,Experiments,9.062905311584473,0.0,16.40096092224121,4.614943027496338,-179.02975463867188,-61.17197799682617,0.0,0.0,0.0,0.0
1,114,Experiments,27.23037338256836,0.0,51.20704650878906,9.113146781921387,-118.07630920410156,-4.419435977935791,0.0,0.0,0.0,0.0
1,115,Experiments,30.380897521972656,0.0,18.56102752685547,3.608905792236328,-189.86917114257812,-12.834046363830566,0.0,0.0,0.0,0.0
1,116,Experiments,34.714393615722656,0.0,45.451011657714844,22.008285522460938,-106.86578369140625,-21.63993263244629,0.0,0.0,0.0,0.0
1,117,Experiments,30.015775680541992,0.0,27.197664260864258,12.651750564575195,-102.39706420898438,-12.68897819519043,0.0,0.0,0.0,0.0
1,118,Experiments,84.51856231689453,0.0,37.01325607299805,18.056398391723633,-158.89614868164062,-14.467500686645508,0.0,0.0,0.0,0.0
1,119,Experiments,127.56111907958984,0.0,86.75131225585938,188.23074340820312,-156.2065887451172,-31.426010131835938,0.0,0.0,0.0,0.0
1,120,Experiments,36.23964309692383,0.0,76.88599395751953,1519.1260986328125,-230.14315795898438,-58.60712432861328,0.0,0.0,0.0,0.0
1,121,Experiments,75.11790466308594,0.0,57.06129455566406,7.308001518249512,-202.206298828125,-9.944849014282227,0.0,0.0,0.0,0.0
1,122,Experiments,69.74092102050781,0.0,62.07101821899414,10.54651927947998,-173.38772583007812,-23.557958602905273,0.0,0.0,0.0,0.0
1,123,Experiments,24.832971572875977,0.0,33.18213653564453,3.123605728149414,-136.57846069335938,-4.555952072143555,0.0,0.0,0.0,0.0
1,124,Experiments,11.494617462158203,0.0,33.95280075073242,19.10674285888672,-95.17422485351562,-11.800165176391602,0.0,0.0,0.0,0.0
1,125,Experiments,52.071048736572266,0.0,32.78022003173828,19.43794822692871,-258.2470703125,-29.672271728515625,0.0,0.0,0.0,0.0
1,126,Experiments,41.08938217163086,0.0,38.6594352722168,2773.95654296875,-208.3230743408203,-15.856060028076172,0.0,0.0,0.0,0.0
1,127,Experiments,30.691009521484375,0.0,47.807247161865234,45.34585952758789,-197.22604370117188,-15.257275581359863,0.0,0.0,0.0,0.0
1,128,Experiments,18.029878616333008,0.0,25.78404998779297,31.309432983398438,-90.99317169189453,-20.663516998291016,0.0,0.0,0.0,0.0
1,129,Experiments,40.387447357177734,0.0,36.29620361328125,339.08685302734375,-168.81051635742188,-34.95753860473633,0.0,0.0,0.0,0.0
1,130,Experiments,54.605751037597656,0.0,31.66307258605957,82.14878845214844,-127.84059143066406,-22.042661666870117,0.0,0.0,0.0,0.0
1,131,Experiments,39.565670013427734,0.0,43.83101272583008,226.54489135742188,-272.1846008300781,-32.53765869140625,0.0,0.0,0.0,0.0
1,132,Experiments,14.28115463256836,0.0,56.96212387084961,32.237571716308594,-173.82261657714844,-6.94626522064209,0.0,0.0,0.0,0.0
1,133,Experiments,37.539710998535156,0.0,59.93326187133789,87.44831085205078,-204.6615753173828,-17.884191513061523,0.0,0.0,0.0,0.0
1,134,Experiments,16.558073043823242,0.0,24.971670150756836,16.564002990722656,-167.3225860595703,-14.03615951538086,0.0,0.0,0.0,0.0
1,135,Experiments,22.69281005859375,0.0,33.415645599365234,25930.015625,-161.4151153564453,-30.489469528198242,0.0,0.0,0.0,0.0
1,136,Experiments,50.128028869628906,0.0,26.535385131835938,4.823668956756592,-118.0252456665039,-3.1470696926116943,0.0,0.0,0.0,0.0
1,137,Experiments,37.18426513671875,0.0,127.3388671875,15.60874080657959,-174.48666381835938,-13.739155769348145,0.0,0.0,0.0,0.0
1,138,Experiments,10.617964744567871,0.0,101.89169311523438,530.6427001953125,-231.19552612304688,-31.370445251464844,0.0,0.0,0.0,0.0
1,139,Experiments,86.24844360351562,0.0,66.6794204711914,9.267141342163086,-125.99688720703125,-15.58532428741455,0.0,0.0,0.0,0.0
1,140,Experiments,30.357677459716797,0.0,25.307525634765625,4.495145797729492,-148.63067626953125,-6.011992454528809,0.0,0.0,0.0,0.0
1,141,Experiments,91.96807861328125,0.0,59.06702423095703,10.943636894226074,-171.30426025390625,-14.356548309326172,0.0,0.0,0.0,0.0
1,142,Experiments,15.568242073059082,0.0,14.204262733459473,589.7708129882812,-246.77940368652344,-38.278404235839844,0.0,0.0,0.0,0.0
1,143,Experiments,119.42438507080078,0.0,317.4310607910156,39.260746002197266,-132.48599243164062,-22.021350860595703,0.0,0.0,0.0,0.0
1,144,Experiments,25.177284240722656,0.0,62.99830627441406,52.314632415771484,-174.01052856445312,-19.786380767822266,0.0,0.0,0.0,0.0
1,145,Experiments,99.60748291015625,0.0,68.81964111328125,7.490754127502441,-152.33360290527344,-14.095685958862305,0.0,0.0,0.0,0.0
1,146,Experiments,28.041149139404297,0.0,31.38656997680664,27.46088218688965,-220.56832885742188,-9.938287734985352,0.0,0.0,0.0,0.0
1,147,Experiments,51.21703338623047,0.0,18.06110382080078,28.021278381347656,-138.9005126953125,-36.66260528564453,0.0,0.0,0.0,0.0
1,148,Experiments,58.57157897949219,0.0,53.20764923095703,103.3365249633789,-87.43244934082031,-18.551963806152344,0.0,0.0,0.0,0.0
1,149,Experiments,39.51290512084961,0.0,15.41895580291748,37.37952423095703,-131.30868530273438,-10.86336898803711,0.0,0.0,0.0,0.0
1,150,Experiments,29.7050724029541,0.0,30.289358139038086,21.720766067504883,-126.19947052001953,-12.313075065612793,0.0,0.0,0.0,0.0
1,151,Experiments,68.65543365478516,0.0,77.54661560058594,32.06671142578125,-134.87725830078125,-10.40345573425293,0.0,0.0,0.0,0.0
1,152,Experiments,22.062602996826172,0.0,26.56558609008789,8.970760345458984,-150.86236572265625,-17.5517635345459,0.0,0.0,0.0,0.0
1,153,Experiments,97.09286499023438,0.0,59.62282180786133,81.81155395507812,-118.55311584472656,-30.830928802490234,0.0,0.0,0.0,0.0
1,154,Experiments,41.66957092285156,0.0,60.40854263305664,47.20062255859375,-135.33731079101562,-23.126441955566406,0.0,0.0,0.0,0.0
1,155,Experiments,25.449825286865234,0.0,75.60172271728516,145.6511688232422,-112.46245574951172,-29.887287139892578,0.0,0.0,0.0,0.0
1,156,Experiments,117.42066192626953,0.0,76.35328674316406,223.32945251464844,-117.05502319335938,-32.45188903808594,0.0,0.0,0.0,0.0
1,157,Experiments,21.440811157226562,0.0,171.4039306640625,82.08978271484375,-108.02448272705078,-13.223440170288086,0.0,0.0,0.0,0.0
1,158,Experiments,59.38210678100586,0.0,87.59930419921875,65.73169708251953,-134.18319702148438,-16.742324829101562,0.0,0.0,0.0,0.0
1,159,Experiments,83.33003997802734,0.0,125.67253875732422,75.04454803466797,-174.01246643066406,-21.590410232543945,0.0,0.0,0.0,0.0
1,160,Experiments,60.469032287597656,0.0,52.95882034301758,44.52158737182617,-301.68310546875,-26.571819305419922,0.0,0.0,0.0,0.0
1,161,Experiments,49.33364486694336,0.0,130.4324951171875,81.91413879394531,-277.6387939453125,-30.839702606201172,0.0,0.0,0.0,0.0
1,162,Experiments,40.29983139038086,0.0,127.73088073730469,1669.6903076171875,-179.44725036621094,-22.261180877685547,0.0,0.0,0.0,0.0
1,163,Experiments,56.414772033691406,0.0,63.1143684387207,130.84356689453125,-207.24742126464844,-48.74002456665039,0.0,0.0,0.0,0.0
1,164,Experiments,80.71538543701172,0.0,65.72163391113281,142.25558471679688,-179.97341918945312,-39.66100311279297,0.0,0.0,0.0,0.0
1,165,Experiments,38.54367446899414,0.0,281.44683837890625,46.320743560791016,-118.43881225585938,-15.34235954284668,0.0,0.0,0.0,0.0
1,166,Experiments,4.678077697753906,0.0,19.03240394592285,1.8322041034698486,-209.1761474609375,-13.321434020996094,0.0,0.0,0.0,0.0
1,167,Experiments,21.858877182006836,0.0,30.121204376220703,162.78573608398438,-183.88238525390625,-35.64704513549805,0.0,0.0,0.0,0.0
1,168,Experiments,24.334062576293945,0.0,85.0772476196289,175.5591278076172,-173.298828125,-36.17583084106445,0.0,0.0,0.0,0.0
1,169,Experiments,38.88982009887695,0.0,66.43488311767578,2362.292724609375,-54.55088806152344,-15.534775733947754,0.0,0.0,0.0,0.0
1,170,Experiments,46.25479507446289,0.0,34.309532165527344,2.1969223022460938,-91.92100524902344,-2.3611724376678467,0.0,0.0,0.0,0.0
1,171,Experiments,57.387969970703125,0.0,93.26000213623047,336.8293151855469,-199.55722045898438,-40.73703384399414,0.0,0.0,0.0,0.0
1,172,Experiments,25.279977798461914,0.0,18.311208724975586,2.4461350440979004,-165.72825622558594,-4.472546100616455,0.0,0.0,0.0,0.0
1,173,Experiments,104.92411804199219,0.0,125.21441650390625,82.16414642333984,-106.26060485839844,-22.043596267700195,0.0,0.0,0.0,0.0
1,174,Experiments,30.405956268310547,0.0,48.27457046508789,12.643922805786133,-155.07620239257812,-20.297412872314453,0.0,0.0,0.0,0.0
1,175,Experiments,7.29219913482666,0.0,23.418962478637695,28.744415283203125,-274.3585205078125,-40.30132293701172,0.0,0.0,0.0,0.0
1,176,Experiments,25.74764633178711,0.0,33.55165100097656,12.510021209716797,-182.68048095703125,-15.159180641174316,0.0,0.0,0.0,0.0
1,177,Experiments,48.96025466918945,0.0,72.92855072021484,31.72368049621582,-201.60557556152344,-6.914126873016357,0.0,0.0,0.0,0.0
1,178,Discussion,108.40171813964844,0.0,46.30160903930664,23.70697021484375,-80.53871154785156,-6.331538200378418,0.0,0.0,0.0,0.0
1,179,Discussion,98.28707885742188,0.0,47.40400314331055,47.95160675048828,-88.75025177001953,-15.480769157409668,0.0,0.0,0.0,0.0
1,180,Discussion,20.827180862426758,0.0,31.25828742980957,40.71179962158203,-158.3450927734375,-29.652143478393555,0.0,0.0,0.0,0.0
1,181,Discussion,83.4219970703125,0.0,24.559803009033203,41.285118103027344,-176.0611114501953,-37.205020904541016,0.0,0.0,0.0,0.0
1,182,Discussion,133.3389434814453,0.0,48.891727447509766,43.99327087402344,-151.69471740722656,-15.136146545410156,0.0,0.0,0.0,0.0
1,183,Discussion,67.54292297363281,0.0,54.73839569091797,66.46574401855469,-116.07439422607422,-20.983434677124023,0.0,0.0,0.0,0.0
1,184,Discussion,202.76699829101562,0.0,80.77545166015625,89.9970474243164,-101.00848388671875,-13.499330520629883,0.0,0.0,0.0,0.0
1,185,Discussion,66.70291900634766,0.0,41.66108322143555,90.17561340332031,-108.15745544433594,-18.007036209106445,0.0,0.0,0.0,0.0
1,186,Discussion,33.0009880065918,0.0,18.82469940185547,2.5229756832122803,-117.40679168701172,-3.701756000518799,0.0,0.0,0.0,0.0
