probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section,formatted_question_5shot
"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient had previously undergone two transcatheter aortic valve implantation procedures and later required a third transcatheter intervention in 2024 using the TAV-in-TAV-in-TAV technique. What was the name of the third prosthetic valve implanted in 2024?",Acurate neo2,(A),"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient had previously undergone two transcatheter aortic valve implantation procedures and later required a third transcatheter intervention in 2024 using the TAV-in-TAV-in-TAV technique. What was the name of the third prosthetic valve implanted in 2024?
(A) Acurate neo2
(B) Lotus valve
(C) Evolut PRO+
(D) Portico
(E) Sapien 3 Ultra",Acurate neo2,Lotus valve,Evolut PRO+,Portico,Sapien 3 Ultra,"[""Lotus valve"", ""Evolut PRO+"", ""Sapien 3 Ultra"", ""Portico""]","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", after two prior transcatheter aortic valve implantation procedures, the third prosthetic valve implanted in 2024 using the TAV-in-TAV-in-TAV technique was Acurate neo2","In 2024, a third prosthetic valve (Acurate neo2) was implanted using the TAV-in-TAV-in-TAV technique.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient had previously undergone two transcatheter aortic valve implantation procedures and later required a third transcatheter intervention in 2024 using the TAV-in-TAV-in-TAV technique. What was the name of the third prosthetic valve implanted in 2024?
(A) Acurate neo2
(B) Lotus valve
(C) Evolut PRO+
(D) Portico
(E) Sapien 3 Ultra"
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transcatheter aortic valve implantation (TAVI) is described in the background as an established treatment option for patients across a broad range of surgical risk profiles. What condition is TAVI an established treatment option for?",severe aortic stenosis,(C),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transcatheter aortic valve implantation (TAVI) is described in the background as an established treatment option for patients across a broad range of surgical risk profiles. What condition is TAVI an established treatment option for?
(A) degenerated bioprosthetic aortic valves
(B) coronary artery disease
(C) severe aortic stenosis
(D) severe aortic regurgitation
(E) prosthetic valve endocarditis",degenerated bioprosthetic aortic valves,coronary artery disease,severe aortic stenosis,severe aortic regurgitation,prosthetic valve endocarditis,"[""severe aortic regurgitation"", ""degenerated bioprosthetic aortic valves"", ""prosthetic valve endocarditis"", ""coronary artery disease""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transcatheter aortic valve implantation (TAVI) is described in the background as an established treatment option for patients with severe aortic stenosis",Transcatheter aortic valve implantation (TAVI) has become an established treatment option for patients with severe aortic stenosis across a broad range of surgical risk profiles.,Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", transcatheter aortic valve implantation (TAVI) is described in the background as an established treatment option for patients across a broad range of surgical risk profiles. What condition is TAVI an established treatment option for?
(A) degenerated bioprosthetic aortic valves
(B) coronary artery disease
(C) severe aortic stenosis
(D) severe aortic regurgitation
(E) prosthetic valve endocarditis"
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient was initially treated with a Lotus valve in 2014 and later underwent a TAV-in-TAV procedure in 2022 before developing endocarditis-related degeneration and severe restenosis. What prosthesis was used for the 2022 TAV-in-TAV procedure?",an Evolut prosthesis.,(C),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient was initially treated with a Lotus valve in 2014 and later underwent a TAV-in-TAV procedure in 2022 before developing endocarditis-related degeneration and severe restenosis. What prosthesis was used for the 2022 TAV-in-TAV procedure?
(A) a Portico prosthesis.
(B) an Acurate neo2 prosthesis.
(C) an Evolut prosthesis.
(D) a Lotus valve.
(E) a Sapien 3 prosthesis.",a Portico prosthesis.,an Acurate neo2 prosthesis.,an Evolut prosthesis.,a Lotus valve.,a Sapien 3 prosthesis.,"[""a Lotus valve."", ""an Acurate neo2 prosthesis."", ""a Sapien 3 prosthesis."", ""a Portico prosthesis.""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the prosthesis used for the 2022 TAV-in-TAV procedure in the patient who was initially treated with a Lotus valve in 2014 and later developed endocarditis-related degeneration and severe restenosis was an Evolut prosthesis.","Initially treated with a Lotus valve in 2014, the patient underwent a TAV-in-TAV with an Evolut prosthesis in 2022, followed by endocarditis-related degeneration and severe restenosis.",Abstract,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient was initially treated with a Lotus valve in 2014 and later underwent a TAV-in-TAV procedure in 2022 before developing endocarditis-related degeneration and severe restenosis. What prosthesis was used for the 2022 TAV-in-TAV procedure?
(A) a Portico prosthesis.
(B) an Acurate neo2 prosthesis.
(C) an Evolut prosthesis.
(D) a Lotus valve.
(E) a Sapien 3 prosthesis."
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing transcatheter aortic valve implantation (TAVI) continues to grow and long-term survival improves, what complication is increasingly encountered in clinical practice?",structural valve deterioration,(D),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing transcatheter aortic valve implantation (TAVI) continues to grow and long-term survival improves, what complication is increasingly encountered in clinical practice?
(A) patient–prosthesis mismatch
(B) prosthetic valve endocarditis
(C) coronary artery disease progression
(D) structural valve deterioration
(E) paravalvular aortic regurgitation",patient–prosthesis mismatch,prosthetic valve endocarditis,coronary artery disease progression,structural valve deterioration,paravalvular aortic regurgitation,"[""prosthetic valve endocarditis"", ""paravalvular aortic regurgitation"", ""patient\u2013prosthesis mismatch"", ""coronary artery disease progression""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the number of patients undergoing transcatheter aortic valve implantation (TAVI) continues to grow and long-term survival improves. The complication increasingly encountered in clinical practice is structural valve deterioration","As the number of patients undergoing TAVI continues to grow and long-term survival improves, structural valve deterioration and the need for repeat interventions are increasingly encountered in clinical practice.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing transcatheter aortic valve implantation (TAVI) continues to grow and long-term survival improves, what complication is increasingly encountered in clinical practice?
(A) patient–prosthesis mismatch
(B) prosthetic valve endocarditis
(C) coronary artery disease progression
(D) structural valve deterioration
(E) paravalvular aortic regurgitation"
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in the context of repeat transcatheter aortic valve interventions for failed prostheses, what procedure has emerged as a viable strategy for managing failed transcatheter prostheses?",transcatheter aortic valve-in-transcatheter aortic valve (TAV-in-TAV) procedures,(D),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in the context of repeat transcatheter aortic valve interventions for failed prostheses, what procedure has emerged as a viable strategy for managing failed transcatheter prostheses?
(A) BASILICA-assisted coronary protection procedures
(B) balloon aortic valvuloplasty as a repeat intervention strategy
(C) redo surgical aortic valve replacement (re-SAVR)
(D) transcatheter aortic valve-in-transcatheter aortic valve (TAV-in-TAV) procedures
(E) transcatheter aortic valve-in-surgical valve (TAV-in-SAV) procedures",BASILICA-assisted coronary protection procedures,balloon aortic valvuloplasty as a repeat intervention strategy,redo surgical aortic valve replacement (re-SAVR),transcatheter aortic valve-in-transcatheter aortic valve (TAV-in-TAV) procedures,transcatheter aortic valve-in-surgical valve (TAV-in-SAV) procedures,"[""redo surgical aortic valve replacement (re-SAVR)"", ""transcatheter aortic valve-in-surgical valve (TAV-in-SAV) procedures"", ""balloon aortic valvuloplasty as a repeat intervention strategy"", ""BASILICA-assisted coronary protection procedures""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in the context of repeat transcatheter aortic valve interventions for failed prostheses, the viable strategy that has emerged for managing failed transcatheter prostheses is transcatheter aortic valve-in-transcatheter aortic valve (TAV-in-TAV) procedures","In this setting, transcatheter aortic valve-in-transcatheter aortic valve (TAV-in-TAV) procedures have emerged as a viable strategy for managing failed transcatheter prostheses.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in the context of repeat transcatheter aortic valve interventions for failed prostheses, what procedure has emerged as a viable strategy for managing failed transcatheter prostheses?
(A) BASILICA-assisted coronary protection procedures
(B) balloon aortic valvuloplasty as a repeat intervention strategy
(C) redo surgical aortic valve replacement (re-SAVR)
(D) transcatheter aortic valve-in-transcatheter aortic valve (TAV-in-TAV) procedures
(E) transcatheter aortic valve-in-surgical valve (TAV-in-SAV) procedures"
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing TAVI continues to grow and long-term survival improves, what additional issue is increasingly encountered in clinical practice?",the need for repeat interventions,(D),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing TAVI continues to grow and long-term survival improves, what additional issue is increasingly encountered in clinical practice?
(A) patient–prosthesis mismatch after transcatheter valve implantation
(B) the need for lifelong anticoagulation therapy
(C) coronary obstruction during redo transcatheter procedures
(D) the need for repeat interventions
(E) conduction disturbances requiring permanent pacemaker implantation",patient–prosthesis mismatch after transcatheter valve implantation,the need for lifelong anticoagulation therapy,coronary obstruction during redo transcatheter procedures,the need for repeat interventions,conduction disturbances requiring permanent pacemaker implantation,"[""coronary obstruction during redo transcatheter procedures"", ""patient\u2013prosthesis mismatch after transcatheter valve implantation"", ""the need for lifelong anticoagulation therapy"", ""conduction disturbances requiring permanent pacemaker implantation""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing TAVI continues to grow and long-term survival improves, the additional issue increasingly encountered in clinical practice is the need for repeat interventions","As the number of patients undergoing TAVI continues to grow and long-term survival improves, structural valve deterioration and the need for repeat interventions are increasingly encountered in clinical practice.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", as the number of patients undergoing TAVI continues to grow and long-term survival improves, what additional issue is increasingly encountered in clinical practice?
(A) patient–prosthesis mismatch after transcatheter valve implantation
(B) the need for lifelong anticoagulation therapy
(C) coronary obstruction during redo transcatheter procedures
(D) the need for repeat interventions
(E) conduction disturbances requiring permanent pacemaker implantation"
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", what remains limited regarding serial transcatheter valve reinterventions, particularly in patients with a history of prosthetic valve endocarditis (PVE)?",serial transcatheter valve reinterventions.,(C),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", what remains limited regarding serial transcatheter valve reinterventions, particularly in patients with a history of prosthetic valve endocarditis (PVE)?
(A) management of severe prosthesis-patient mismatch after initial TAVI
(B) redo surgical aortic valve replacement for structural bioprosthetic degeneration
(C) serial transcatheter valve reinterventions.
(D) multidisciplinary decision-making for assessing procedural feasibility
(E) preprocedural imaging strategies for predicting coronary artery obstruction",management of severe prosthesis-patient mismatch after initial TAVI,redo surgical aortic valve replacement for structural bioprosthetic degeneration,serial transcatheter valve reinterventions.,multidisciplinary decision-making for assessing procedural feasibility,preprocedural imaging strategies for predicting coronary artery obstruction,"[""preprocedural imaging strategies for predicting coronary artery obstruction"", ""multidisciplinary decision-making for assessing procedural feasibility"", ""management of severe prosthesis-patient mismatch after initial TAVI"", ""redo surgical aortic valve replacement for structural bioprosthetic degeneration""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the evidence described as remaining limited, particularly in patients with a history of prosthetic valve endocarditis (PVE), concerned serial transcatheter valve reinterventions.","Evidence regarding serial transcatheter valve reinterventions remains limited, particularly in patients with a history of prosthetic valve endocarditis (PVE).",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", what remains limited regarding serial transcatheter valve reinterventions, particularly in patients with a history of prosthetic valve endocarditis (PVE)?
(A) management of severe prosthesis-patient mismatch after initial TAVI
(B) redo surgical aortic valve replacement for structural bioprosthetic degeneration
(C) serial transcatheter valve reinterventions.
(D) multidisciplinary decision-making for assessing procedural feasibility
(E) preprocedural imaging strategies for predicting coronary artery obstruction"
"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in these complex serial transcatheter valve reintervention scenarios, what kind of decision-making is described as essential to determine feasibility and optimise procedural outcomes?",multidisciplinary decision-making,(E),"According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in these complex serial transcatheter valve reintervention scenarios, what kind of decision-making is described as essential to determine feasibility and optimise procedural outcomes?
(A) detailed preprocedural imaging alone
(B) empirical coronary protection in every case
(C) long-term antithrombotic therapy selection
(D) standardized valve sizing algorithms
(E) multidisciplinary decision-making",detailed preprocedural imaging alone,empirical coronary protection in every case,long-term antithrombotic therapy selection,standardized valve sizing algorithms,multidisciplinary decision-making,"[""detailed preprocedural imaging alone"", ""empirical coronary protection in every case"", ""standardized valve sizing algorithms"", ""long-term antithrombotic therapy selection""]","According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in these complex serial transcatheter valve reintervention scenarios, feasibility and procedural outcomes depend on multidisciplinary decision-making","In such complex scenarios, detailed preprocedural imaging, individualised risk assessment and multidisciplinary decision-making are essential to determine feasibility and optimise procedural outcomes.",Background,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: According to the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", in these complex serial transcatheter valve reintervention scenarios, what kind of decision-making is described as essential to determine feasibility and optimise procedural outcomes?
(A) detailed preprocedural imaging alone
(B) empirical coronary protection in every case
(C) long-term antithrombotic therapy selection
(D) standardized valve sizing algorithms
(E) multidisciplinary decision-making"
"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient had several additional comorbidities listed in his medical history. Which conduction abnormality had required pacemaker implantation in 2014?",third-degree atrioventricular block requiring pacemaker implantation (2014),(A),"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient had several additional comorbidities listed in his medical history. Which conduction abnormality had required pacemaker implantation in 2014?
(A) third-degree atrioventricular block requiring pacemaker implantation (2014)
(B) paroxysmal atrial fibrillation with slow ventricular response requiring pacemaker implantation (2014)
(C) sick sinus syndrome requiring pacemaker implantation (2014)
(D) second-degree atrioventricular block (Mobitz II) requiring pacemaker implantation (2014)
(E) left bundle branch block with symptomatic bradycardia requiring pacemaker implantation (2014)",third-degree atrioventricular block requiring pacemaker implantation (2014),paroxysmal atrial fibrillation with slow ventricular response requiring pacemaker implantation (2014),sick sinus syndrome requiring pacemaker implantation (2014),second-degree atrioventricular block (Mobitz II) requiring pacemaker implantation (2014),left bundle branch block with symptomatic bradycardia requiring pacemaker implantation (2014),"[""second-degree atrioventricular block (Mobitz II) requiring pacemaker implantation (2014)"", ""sick sinus syndrome requiring pacemaker implantation (2014)"", ""left bundle branch block with symptomatic bradycardia requiring pacemaker implantation (2014)"", ""paroxysmal atrial fibrillation with slow ventricular response requiring pacemaker implantation (2014)""]","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the conduction abnormality that had required pacemaker implantation in 2014 was third-degree atrioventricular block requiring pacemaker implantation (2014)","Additional comorbidities included third-degree atrioventricular block requiring pacemaker implantation (2014), type 2 diabetes mellitus, chronic obstructive pulmonary disease (COPD) and recurrent episodes of gastrointestinal bleeding since 2022.",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient had several additional comorbidities listed in his medical history. Which conduction abnormality had required pacemaker implantation in 2014?
(A) third-degree atrioventricular block requiring pacemaker implantation (2014)
(B) paroxysmal atrial fibrillation with slow ventricular response requiring pacemaker implantation (2014)
(C) sick sinus syndrome requiring pacemaker implantation (2014)
(D) second-degree atrioventricular block (Mobitz II) requiring pacemaker implantation (2014)
(E) left bundle branch block with symptomatic bradycardia requiring pacemaker implantation (2014)"
"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient’s medical history included multiple percutaneous coronary interventions in 2009, 2010, 2012, and 2014. Which coronary artery underwent percutaneous coronary intervention in 2014?",circumflex artery,(E),"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient’s medical history included multiple percutaneous coronary interventions in 2009, 2010, 2012, and 2014. Which coronary artery underwent percutaneous coronary intervention in 2014?
(A) left anterior descending (LAD) artery
(B) left main coronary artery
(C) obtuse marginal branch
(D) right coronary artery
(E) circumflex artery",left anterior descending (LAD) artery,left main coronary artery,obtuse marginal branch,right coronary artery,circumflex artery,"[""right coronary artery"", ""left anterior descending (LAD) artery"", ""left main coronary artery"", ""obtuse marginal branch""]","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient’s medical history included multiple percutaneous coronary interventions in 2009, 2010, 2012, and 2014. The coronary artery that underwent percutaneous coronary intervention in 2014 was the circumflex artery","His medical history was notable for arterial hypertension, three-vessel coronary artery disease and multiple percutaneous coronary interventions performed in 2009 (right coronary artery), 2010 (left anterior descending (LAD) artery), 2012 (recurrent LAD intervention) and 2014 (circumflex artery).",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient’s medical history included multiple percutaneous coronary interventions in 2009, 2010, 2012, and 2014. Which coronary artery underwent percutaneous coronary intervention in 2014?
(A) left anterior descending (LAD) artery
(B) left main coronary artery
(C) obtuse marginal branch
(D) right coronary artery
(E) circumflex artery"
"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient later underwent transcatheter aortic valve implantation after progressive aortic valve degeneration and severe stenosis in 2014. What size Lotus valve (Boston Scientific) was implanted at that time?",27 mm,(B),"In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient later underwent transcatheter aortic valve implantation after progressive aortic valve degeneration and severe stenosis in 2014. What size Lotus valve (Boston Scientific) was implanted at that time?
(A) 25 mm
(B) 27 mm
(C) 29 mm
(D) 23 mm
(E) 26 mm",25 mm,27 mm,29 mm,23 mm,26 mm,"[""25\u2009mm"", ""23\u2009mm"", ""29\u2009mm"", ""26\u2009mm""]","In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient later underwent transcatheter aortic valve implantation after progressive aortic valve degeneration and severe stenosis in 2014, and the implanted Lotus valve (Boston Scientific) was 27 mm","In 2014, due to progressive aortic valve degeneration and severe stenosis, the patient underwent transcatheter implantation of a 27 mm Lotus valve (Boston Scientific).",Case presentation,"Question: Which city is the capital of France?
(A) Paris
(B) Berlin
(C) Madrid
(D) Rome
(E) Lisbon
Answer: (A)

Question: Which planet is the largest in the Solar System?
(A) Earth
(B) Jupiter
(C) Saturn
(D) Venus
(E) Mars
Answer: (B)

Question: What is the chemical formula for water?
(A) CO2
(B) O2
(C) H2O
(D) NaCl
(E) CH4
Answer: (C)

Question: What process do plants use to convert sunlight into chemical energy?
(A) Respiration
(B) Fermentation
(C) Evaporation
(D) Photosynthesis
(E) Condensation
Answer: (D)

Question: What is the primary function of red blood cells?
(A) Transmit nerve signals
(B) Produce bile
(C) Filter lymph
(D) Digest proteins
(E) Carry oxygen
Answer: (E)

Question: In the case report ""TAV-in-TAV-in-TAV after treated endocarditis: procedural strategy, imaging planning and 1-year outcome"", the patient later underwent transcatheter aortic valve implantation after progressive aortic valve degeneration and severe stenosis in 2014. What size Lotus valve (Boston Scientific) was implanted at that time?
(A) 25 mm
(B) 27 mm
(C) 29 mm
(D) 23 mm
(E) 26 mm"
