domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
Autoimmune_heparininduced_thrombocytopenia_following_cardiac,79,10,2,ACCEPT,True,accepted,8,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient was treated with fondaparinux until postoperative day 65, when apixaban was restarted at"," 5 mg, two times per day orally, for long-term anticoagulation.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient was treated with fondaparinux until postoperative day 65, when apixaban was restarted at 5 mg, two times per day orally, for", long-term anticoagulation.,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient was treated with fondaparinux until postoperative day 65, when apixaban was restarted at 5 mg, two times per day orally, for long-term anticoagulation.",Natural indication after moved dose prefix.
Autoimmune_heparininduced_thrombocytopenia_following_cardiac,81,10,2,ACCEPT,True,accepted,8,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a last blood sample tested on POD124 after platelet count recovery showed a serotonin-release assay profile consistent with predominantly heparin-dependent HIT antibodies, with", 100% release in the presence of UFH at 0.3 U/mL,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a last blood sample tested on POD124 after platelet count recovery showed a serotonin-release assay profile consistent with predominantly heparin-dependent HIT antibodies, with 100% release in the presence of UFH at", 0.3 U/mL,"According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a last blood sample tested on POD124 after platelet count recovery showed a serotonin-release assay profile consistent with predominantly heparin-dependent HIT antibodies, with 100% release in the presence of UFH at 0.3 U/mL",Specific concentration completion.
Autoimmune_heparininduced_thrombocytopenia_following_cardiac,96,11,4,ACCEPT,True,accepted,7,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors ultimately confirmed autoimmune HIT in part because there was", no other plausible diagnosis to explain the patient’s unusual clinical course,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors ultimately confirmed autoimmune HIT in part because there was no other plausible diagnosis to explain the", patient’s unusual clinical course,"In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors ultimately confirmed autoimmune HIT in part because there was no other plausible diagnosis to explain the patient’s unusual clinical course",Coherent clinical-course completion.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,4,10,3,ACCEPT,True,accepted,7,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the background discussion notes that contemporary evidence challenges the idea that Chiari malformation type I is always pathological and proposes that CMI may represent", a spectrum from normal anatomical variants to clinically significant malformations.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the background discussion notes that contemporary evidence challenges the idea that Chiari malformation type I is always pathological and proposes that CMI may represent a spectrum from normal anatomical variants to", clinically significant malformations.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the background discussion notes that contemporary evidence challenges the idea that Chiari malformation type I is always pathological and proposes that CMI may represent a spectrum from normal anatomical variants to clinically significant malformations.",Natural end of spectrum.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,11,10,4,ACCEPT,True,accepted,6,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient’s symptoms had started 14 years before presentation following", a minor motor vehicle accident with brief loss of consciousness.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient’s symptoms had started 14 years before presentation following a minor motor vehicle accident with", brief loss of consciousness.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient’s symptoms had started 14 years before presentation following a minor motor vehicle accident with brief loss of consciousness.",Clinically meaningful event detail.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,43,12,1,ACCEPT,True,accepted,11,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s with recurrent choking episodes underwent several investigations to look for a cause.", Multiple laryngoscopies and endoscopies performed to investigate the choking episodes were normal.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s with recurrent choking episodes underwent several investigations to look for a cause. Multiple laryngoscopies and endoscopies performed to investigate the choking episodes were", normal.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s with recurrent choking episodes underwent several investigations to look for a cause. Multiple laryngoscopies and endoscopies performed to investigate the choking episodes were normal.",Natural investigation-result completion.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,53,9,5,ACCEPT,True,accepted,4,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the pathophysiology of Chiari malformation type I is described as involving a developmentally small posterior fossa, creating", a volumetric mismatch between neural structures and available space,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the pathophysiology of Chiari malformation type I is described as involving a developmentally small posterior fossa, creating a volumetric mismatch between", neural structures and available space,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the pathophysiology of Chiari malformation type I is described as involving a developmentally small posterior fossa, creating a volumetric mismatch between neural structures and available space",Coherent mismatch components.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,67,9,5,ACCEPT,True,accepted,4,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors note that respiratory effects of Chiari malformation type I can extend beyond sleep disturbance, and in a case series of patients with this condition, the severe respiratory complications documented were", acute respiratory failure and life-threatening hypoxaemia in CMI patients.,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors note that respiratory effects of Chiari malformation type I can extend beyond sleep disturbance, and in a case series of patients with this condition, the severe respiratory complications documented were acute respiratory failure and", life-threatening hypoxaemia in CMI patients.,"In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors note that respiratory effects of Chiari malformation type I can extend beyond sleep disturbance, and in a case series of patients with this condition, the severe respiratory complications documented were acute respiratory failure and life-threatening hypoxaemia in CMI patients.",Coherent severe complication.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,107,11,4,ACCEPT,True,accepted,7,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", myasthenia gravis was considered during evaluation of the patient’s bulbar-region symptoms, but it was made unlikely by"," negative antibody testing, lack of fatigability and absence of diurnal variation.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", myasthenia gravis was considered during evaluation of the patient’s bulbar-region symptoms, but it was made unlikely by negative antibody testing, lack of fatigability and", absence of diurnal variation.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", myasthenia gravis was considered during evaluation of the patient’s bulbar-region symptoms, but it was made unlikely by negative antibody testing, lack of fatigability and absence of diurnal variation.",Coherent clinical finding.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,112,10,3,ACCEPT,True,accepted,7,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", because the patient chose to defer surgery, a structured monitoring plan was started that included"," monthly clinical assessments, quarterly overnight oximetry and annual MRI surveillance.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", because the patient chose to defer surgery, a structured monitoring plan was started that included monthly clinical assessments, quarterly overnight oximetry and", annual MRI surveillance.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", because the patient chose to defer surgery, a structured monitoring plan was started that included monthly clinical assessments, quarterly overnight oximetry and annual MRI surveillance.",Natural monitoring component.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,118,15,2,ACCEPT,True,accepted,13,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors propose a brainstem pathology to explain the patient's lack of dyspnea during episodes of severe oxygen desaturation, which likely interrupts", the critical afferent neural pathways that must ascend to the cortex to produce conscious sensation.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors propose a brainstem pathology to explain the patient's lack of dyspnea during episodes of severe oxygen desaturation, which likely interrupts the critical afferent neural pathways that must ascend to the cortex to produce", conscious sensation.,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors propose a brainstem pathology to explain the patient's lack of dyspnea during episodes of severe oxygen desaturation, which likely interrupts the critical afferent neural pathways that must ascend to the cortex to produce conscious sensation.",Clinically meaningful endpoint.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,128,12,8,ACCEPT,True,accepted,4,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", after the earlier sleep evaluation had limitations, the study arranged at an external sleep centre for the patient was"," Type I polysomnography with full EEG monitoring, end-tidal capnography and video recording","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", after the earlier sleep evaluation had limitations, the study arranged at an external sleep centre for the patient was Type I polysomnography with"," full EEG monitoring, end-tidal capnography and video recording","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", after the earlier sleep evaluation had limitations, the study arranged at an external sleep centre for the patient was Type I polysomnography with full EEG monitoring, end-tidal capnography and video recording",Coherent polysomnography components.
Central_hypoventilation_and_choking_episodes_revealing_Chiar,144,13,5,ACCEPT,True,accepted,8,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors reviewed and contrasted the literature to contextualise their findings, drawing on", five published case reports where CMI presented with acute or prolonged respiratory insufficiency,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors reviewed and contrasted the literature to contextualise their findings, drawing on five published case reports where CMI presented with", acute or prolonged respiratory insufficiency,"According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the authors reviewed and contrasted the literature to contextualise their findings, drawing on five published case reports where CMI presented with acute or prolonged respiratory insufficiency",Coherent presentation type.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,44,19,2,ACCEPT,True,accepted,17,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a male in his 40s first presented to the emergency department with", a 3-week history of progressive neck swelling and proximal muscle weakness in his hip flexors accompanied by mild myalgia,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a male in his 40s first presented to the emergency department with a 3-week history of progressive neck swelling and proximal muscle weakness in his hip flexors accompanied by", mild myalgia,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a male in his 40s first presented to the emergency department with a 3-week history of progressive neck swelling and proximal muscle weakness in his hip flexors accompanied by mild myalgia",Natural symptom completion.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,52,11,7,ACCEPT,True,accepted,4,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s had persistent neck swelling with no identified cause and was transferred to"," a quaternary hospital with ear, nose and throat (ENT) surgery services","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s had persistent neck swelling with no identified cause and was transferred to a quaternary hospital with"," ear, nose and throat (ENT) surgery services","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s had persistent neck swelling with no identified cause and was transferred to a quaternary hospital with ear, nose and throat (ENT) surgery services",Specific receiving service remains coherent.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,56,10,2,ACCEPT,True,accepted,8,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being reviewed for progressive neck swelling that had raised concern for angioedema had the facial skin finding on examination of", generalised erythema of the face including over the nasolabial folds,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being reviewed for progressive neck swelling that had raised concern for angioedema had the facial skin finding on examination of generalised erythema of the face including over the", nasolabial folds,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a man in his 40s being reviewed for progressive neck swelling that had raised concern for angioedema had the facial skin finding on examination of generalised erythema of the face including over the nasolabial folds",Specific anatomic finding remains coherent.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,61,14,3,ACCEPT,True,accepted,11,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness", was found on the next day to be significantly elevated at 16 184 U/L.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness was found on the next day to be significantly elevated at", 16 184 U/L.,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the creatine kinase level requested for a man in his 40s with 3 weeks of progressive neck swelling and proximal muscle weakness was found on the next day to be significantly elevated at 16 184 U/L.",Specific CK value remains coherent.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,74,12,6,ACCEPT,True,accepted,6,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", abdominal CT performed during the workup for the patient’s neck swelling and suspected dermatomyositis showed", no evidence of primary or metastatic malignancy in the abdomen or pelvis,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", abdominal CT performed during the workup for the patient’s neck swelling and suspected dermatomyositis showed no evidence of primary or metastatic", malignancy in the abdomen or pelvis,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", abdominal CT performed during the workup for the patient’s neck swelling and suspected dermatomyositis showed no evidence of primary or metastatic malignancy in the abdomen or pelvis",Specific negative imaging finding remains coherent.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,77,12,4,ACCEPT,True,accepted,8,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis"," involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis involving the hip adductors, bilateral gracilis muscles and", bilateral distal iliopsoas muscles,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", during the workup of a man in his 40s with suspected dermatomyositis, a thigh MRI showed active myositis in some muscles and milder myositis involving the hip adductors, bilateral gracilis muscles and bilateral distal iliopsoas muscles",Specific muscle group remains coherent.
Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,78,12,3,ACCEPT,True,accepted,9,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an FDG-PET scan was performed to further support active muscle inflammation in a man in his 40s with progressive neck swelling and myositis, and FDG accumulation was most prominent in"," the head and neck, bilateral deltoids, forearms, chest wall, abdomen and pelvis","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an FDG-PET scan was performed to further support active muscle inflammation in a man in his 40s with progressive neck swelling and myositis, and FDG accumulation was most prominent in the head and neck, bilateral deltoids, forearms, chest wall,", abdomen and pelvis,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an FDG-PET scan was performed to further support active muscle inflammation in a man in his 40s with progressive neck swelling and myositis, and FDG accumulation was most prominent in the head and neck, bilateral deltoids, forearms, chest wall, abdomen and pelvis",Specific final anatomic sites remain coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,20,12,2,ACCEPT,True,accepted,10,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were"," Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and", cN-1A autoantibodies.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.",Specific antibody remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,44,11,6,ACCEPT,True,accepted,5,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at outpatient evaluation for transaminase elevation about 3 years before her clinical deterioration, the patient's AST and ALT were mildly elevated,", approximately within the range of twice the upper limit of normal,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at outpatient evaluation for transaminase elevation about 3 years before her clinical deterioration, the patient's AST and ALT were mildly elevated, approximately within the range of", twice the upper limit of normal,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", at outpatient evaluation for transaminase elevation about 3 years before her clinical deterioration, the patient's AST and ALT were mildly elevated, approximately within the range of twice the upper limit of normal",Specific lab elevation range remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,52,9,3,ACCEPT,True,accepted,6,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved"," with hydration, without the need for haemofiltration or haemodialysis.","According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved with hydration, without the need for", haemofiltration or haemodialysis.,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure and severe metabolic acidosis, and her renal function improved with hydration, without the need for haemofiltration or haemodialysis.",Specific avoided renal support remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,71,9,5,ACCEPT,True,accepted,4,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during outpatient follow-up she showed", continued improvement in her functional status and overall health,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during outpatient follow-up she showed continued improvement in her", functional status and overall health,"According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during outpatient follow-up she showed continued improvement in her functional status and overall health",Specific improvement domain remains coherent.
Immunemediated_necrotising_myopathy_following_semaglutide_tr,73,11,9,ACCEPT,True,accepted,2,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost and her improvement after stopping semaglutide, she did not receive", any additional IVIG outside of her initial course during her hospitalisation.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost and her improvement after stopping semaglutide, she did not receive any additional", IVIG outside of her initial course during her hospitalisation.,"In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", because of cost and her improvement after stopping semaglutide, she did not receive any additional IVIG outside of her initial course during her hospitalisation.",Shorter treatment phrase remains coherent.
