domain,probe_index,old_target_words,new_target_words,decision,accepted,validation_status,split_word_index,old_probe,old_target,new_probe,new_target,fact,reason
ByteLatent,89,12,3,ACCEPT,True,accepted,9,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of incremental patching for byte sequences, BPE is not considered an incremental patching scheme, given the property $f_p(\pmb{x}_{<i}) = f_p(\pmb{x})_{<i}$, because", the same prefix can be tokenized differently depending on the continuation sequence,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of incremental patching for byte sequences, BPE is not considered an incremental patching scheme, given the property $f_p(\pmb{x}_{<i}) = f_p(\pmb{x})_{<i}$, because the same prefix can be tokenized differently depending on", the continuation sequence,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the discussion of incremental patching for byte sequences, BPE is not considered an incremental patching scheme, given the property $f_p(\pmb{x}_{<i}) = f_p(\pmb{x})_{<i}$, because the same prefix can be tokenized differently depending on the continuation sequence",Leaves the dependency source.
ByteLatent,139,9,3,ACCEPT,True,accepted,6,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the cross-attention layer in the decoder is applied before the transformer layer in order", to first create byte representations from the patch representations,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the cross-attention layer in the decoder is applied before the transformer layer in order to first create byte representations from", the patch representations,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the cross-attention layer in the decoder is applied before the transformer layer in order to first create byte representations from the patch representations",Leaves a coherent source representation.
ByteLatent,178,10,5,ACCEPT,True,accepted,5,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training", to avoid memory spikes from sequences with unusually large patches,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training to avoid memory spikes from", sequences with unusually large patches,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors pad and possibly truncate byte sequences to 12k and 24k bytes respectively for the Llama 2 and BLT-1T datasets during training to avoid memory spikes from sequences with unusually large patches",Leaves the cause of memory spikes.
ByteLatent,197,11,5,ACCEPT,True,accepted,6,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by", whether a module is applied on the byte or patch sequence.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by whether a module is applied on", the byte or patch sequence.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", whether attention uses a different context length, $m$, when computing attention FLOPs is determined by whether a module is applied on the byte or patch sequence.",Leaves the sequence type distinction.
ByteLatent,236,9,7,ACCEPT,True,accepted,2,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as", the optimal ratio of model parameters to training data,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as the optimal", ratio of model parameters to training data,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", Llama 3 determines the ratio used for the bpe models as the optimal ratio of model parameters to training data",Leaves a coherent ratio phrase.
ByteLatent,295,9,5,ACCEPT,True,accepted,4,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts", from 3x down to 2.5x the compute optimal budget.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts from 3x down to", 2.5x the compute optimal budget.,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", at the crossover point for larger flop-class models where {\textsc{BLT}} improves over token-based models, this shifts from 3x down to 2.5x the compute optimal budget.",Leaves the shifted endpoint.
ByteLatent,349,12,3,ACCEPT,True,accepted,9,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors ensure that all models see the same number of bytes in each sequence during training and inference in expectation in order", to prevent any confounding factors from being able to model larger contexts.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors ensure that all models see the same number of bytes in each sequence during training and inference in expectation in order to prevent any confounding factors from being able to", model larger contexts.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the authors ensure that all models see the same number of bytes in each sequence during training and inference in expectation in order to prevent any confounding factors from being able to model larger contexts.",Leaves a coherent capability.
ByteLatent,360,10,8,ACCEPT,True,accepted,2,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses", pooling of the encoder hidden representation of the patch bytes,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses pooling of", the encoder hidden representation of the patch bytes,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the encoder cross-attention query initialization at the given encoder layer uses pooling of the encoder hidden representation of the patch bytes",Leaves the pooled representation.
ByteLatent,413,11,7,ACCEPT,True,accepted,4,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at", a small scale of model size and number of training bytes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at a small scale of", model size and number of training bytes.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", many patching-based approaches demonstrated initial successes at a small scale of model size and number of training bytes.",Leaves the scale dimensions.
ByteLatent,461,15,3,ACCEPT,True,accepted,12,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", tokenization has previously been essential because", directly training llms on bytes is prohibitively costly at scale due to long sequence lengths.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", tokenization has previously been essential because directly training llms on bytes is prohibitively costly at scale due to", long sequence lengths.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", tokenization has previously been essential because directly training llms on bytes is prohibitively costly at scale due to long sequence lengths.",Leaves the reason for high cost.
ByteLatent,463,12,9,ACCEPT,True,accepted,3,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the idea central to the authors' architecture is", the idea that models should dynamically allocate compute where it is needed,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the idea central to the authors' architecture is the idea that", models should dynamically allocate compute where it is needed,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the idea central to the authors' architecture is the idea that models should dynamically allocate compute where it is needed",Leaves the central proposition.
ByteLatent,466,11,8,ACCEPT,True,accepted,3,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference", the bulk of the flops during pre-training as well as inference.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference the bulk of", the flops during pre-training as well as inference.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the global model, whose invocation can be chosen to control the amount of compute expended for different portions of the input and output, consumes during pre-training and inference the bulk of the flops during pre-training as well as inference.",Leaves the consumed resource.
ByteLatent,467,13,4,ACCEPT,True,accepted,9,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to"," efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to efficiently map a sequence of input bytes $b_i$, into"," expressive patch representations, $p_j$.","According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the main role of the Local Encoder Model $\mathcal{E}$ is to efficiently map a sequence of input bytes $b_i$, into expressive patch representations, $p_j$.",Leaves the mapped output representation.
ByteLatent,472,9,5,ACCEPT,True,accepted,4,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on", byte representations $d_{l-1}$ from the previous decoder transformer layer,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on byte representations $d_{l-1}$ from", the previous decoder transformer layer,"In the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", in the decoder multi-headed cross-attention used to compute the subsequent byte representations for layer \(l\), \(W_q\) operates on byte representations $d_{l-1}$ from the previous decoder transformer layer",Leaves the source layer.
ByteLatent,478,10,5,ACCEPT,True,accepted,5,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down", the otherwise inflated number of flops expended by byte-level LLMs.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down the otherwise inflated number of", flops expended by byte-level LLMs.,"According to the paper ""Byte Latent Transformer: Patches Scale Better Than Tokens"", the effective use of patching can bring down the otherwise inflated number of flops expended by byte-level LLMs.",Leaves the reduced quantity.
DPO,20,11,8,ACCEPT,True,accepted,3,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the AI coding assistant is generating code, the model should be biased toward", the (potentially rare) high-quality coding ability present in its training data.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the AI coding assistant is generating code, the model should be biased toward the (potentially rare)", high-quality coding ability present in its training data.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the AI coding assistant is generating code, the model should be biased toward the (potentially rare) high-quality coding ability present in its training data.",Leaves the desired ability.
DPO,21,14,11,ACCEPT,True,accepted,3,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the process described as crucial to building AI systems that are safe, performant, and controllable is", selecting the model's \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the process described as crucial to building AI systems that are safe, performant, and controllable is selecting the model's", \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the process described as crucial to building AI systems that are safe, performant, and controllable is selecting the model's \emph{desired responses and behavior} from its very wide \textit{knowledge and abilities}.",Leaves the selected content.
DPO,155,9,5,ACCEPT,True,accepted,4,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors show that the reparameterization $r(x, y) = \beta \log \frac{\pi(y\mid x)}{\pi_\text{ref}(y\mid x)}$ can be used to represent", a reward function from the equivalence class of $r$.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors show that the reparameterization $r(x, y) = \beta \log \frac{\pi(y\mid x)}{\pi_\text{ref}(y\mid x)}$ can be used to represent a reward function from", the equivalence class of $r$.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors show that the reparameterization $r(x, y) = \beta \log \frac{\pi(y\mid x)}{\pi_\text{ref}(y\mid x)}$ can be used to represent a reward function from the equivalence class of $r$.",Leaves the equivalence class.
DPO,162,12,9,ACCEPT,True,accepted,3,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under the proposed reparameterization of the reward model, the projection $f$ produces", a member of the equivalence class of $r$ with the desired form.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under the proposed reparameterization of the reward model, the projection $f$ produces a member of", the equivalence class of $r$ with the desired form.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", under the proposed reparameterization of the reward model, the projection $f$ produces a member of the equivalence class of $r$ with the desired form.",Leaves a coherent class description.
DPO,230,11,8,ACCEPT,True,accepted,3,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the \textbf{Best of $N$} baseline is computationally impractical even for moderate $N$ because", it requires sampling $N$ completions for every query at test time.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the \textbf{Best of $N$} baseline is computationally impractical even for moderate $N$ because it requires sampling", $N$ completions for every query at test time.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the \textbf{Best of $N$} baseline is computationally impractical even for moderate $N$ because it requires sampling $N$ completions for every query at test time.",Specific suffix remains coherent after moving causal verb phrase.
DPO,284,9,7,ACCEPT,True,accepted,2,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors evaluate the GPT-4 (C) (concise) prompt in their human study of the TL;DR summarization experiment, compared with the GPT-4 (S) prompt, because"," GPT-4 prefers longer, more repetitive summaries than humans do","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors evaluate the GPT-4 (C) (concise) prompt in their human study of the TL;DR summarization experiment, compared with the GPT-4 (S) prompt, because GPT-4 prefers"," longer, more repetitive summaries than humans do","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", the authors evaluate the GPT-4 (C) (concise) prompt in their human study of the TL;DR summarization experiment, compared with the GPT-4 (S) prompt, because GPT-4 prefers longer, more repetitive summaries than humans do",Comparison remains coherent after moving subject and verb.
FeatLLM,49,11,7,ACCEPT,True,accepted,4,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the first sub-task in the two-part input-prompt structure that \textsf{FeatLLM} uses for engineering new features, before it derives decisive rules from the few-shot examples, is", understanding the problem and inferring the relationship between features and targets.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the first sub-task in the two-part input-prompt structure that \textsf{FeatLLM} uses for engineering new features, before it derives decisive rules from the few-shot examples, is understanding the problem and", inferring the relationship between features and targets.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the first sub-task in the two-part input-prompt structure that \textsf{FeatLLM} uses for engineering new features, before it derives decisive rules from the few-shot examples, is understanding the problem and inferring the relationship between features and targets.",Suffix remains the substantive task component.
FeatLLM,83,13,9,ACCEPT,True,accepted,4,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent work has proposed training models on", a broad range of tabular datasets beyond those related to the target task.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent work has proposed training models on a broad range of", tabular datasets beyond those related to the target task.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recent work has proposed training models on a broad range of tabular datasets beyond those related to the target task.",Suffix remains specific and meaningful.
FeatLLM,147,10,6,ACCEPT,True,accepted,4,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the new binary features created for each class indicate", whether the sample satisfies the rules associated with that class.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the new binary features created for each class indicate whether the sample satisfies", the rules associated with that class.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the new binary features created for each class indicate whether the sample satisfies the rules associated with that class.",Suffix is the specific condition being indicated.
FeatLLM,148,11,2,ACCEPT,True,accepted,9,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", designing a parsing strategy is required for automatic feature generation from the rules produced by the LLM because", the rules generated by the LLM are based on natural language.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", designing a parsing strategy is required for automatic feature generation from the rules produced by the LLM because the rules generated by the LLM are based on", natural language.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", designing a parsing strategy is required for automatic feature generation from the rules produced by the LLM because the rules generated by the LLM are based on natural language.",Suffix is the coherent basis after moving the setup.
FeatLLM,161,9,6,ACCEPT,True,accepted,3,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the simple method the authors use to measure the class likelihood of a sample when given new binary features from rules for each class is", count how many rules of each class it satisfies,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the simple method the authors use to measure the class likelihood of a sample when given new binary features from rules for each class is count how many", rules of each class it satisfies,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the simple method the authors use to measure the class likelihood of a sample when given new binary features from rules for each class is count how many rules of each class it satisfies",Suffix remains the counted object.
FeatLLM,163,9,3,ACCEPT,True,accepted,6,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the section on inferring class likelihood from generated binary rules and features, this must be learned from training samples rather than by simply counting how many rules of each class a sample satisfies because", not all rules and features carry the same importance,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the section on inferring class likelihood from generated binary rules and features, this must be learned from training samples rather than by simply counting how many rules of each class a sample satisfies because not all rules and features carry", the same importance,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in the section on inferring class likelihood from generated binary rules and features, this must be learned from training samples rather than by simply counting how many rules of each class a sample satisfies because not all rules and features carry the same importance",Suffix remains the key comparison.
FeatLLM,190,10,7,ACCEPT,True,accepted,3,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by", the ensemble of various weak learners created across multiple trials.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by the ensemble of", various weak learners created across multiple trials.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors state that when a single rule set may not capture relationships among all features, the impact of incomplete feature or instance coverage in individual trials can be nullified by the ensemble of various weak learners created across multiple trials.",Suffix specifies the ensemble contents.
FeatLLM,215,11,9,ACCEPT,True,accepted,2,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the In-context learning baseline", directly embeds few-shot training samples into the input prompt without tuning.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the In-context learning baseline directly embeds", few-shot training samples into the input prompt without tuning.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the In-context learning baseline directly embeds few-shot training samples into the input prompt without tuning.",Suffix remains the embedded object and modifier.
FeatLLM,254,9,5,ACCEPT,True,accepted,4,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the number of shots is small and the effect of feature descriptions and reasoning instructions is high, a crucial factor for performance improvements is", the efficient utilization of the prior knowledge of LLM,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the number of shots is small and the effect of feature descriptions and reasoning instructions is high, a crucial factor for performance improvements is the efficient utilization of", the prior knowledge of LLM,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", when the number of shots is small and the effect of feature descriptions and reasoning instructions is high, a crucial factor for performance improvements is the efficient utilization of the prior knowledge of LLM",Suffix remains the specific knowledge source.
FeatLLM,285,11,9,ACCEPT,True,accepted,2,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", during the hyper-parameter analysis of \textsf{FeatLLM}, the other main hyper-parameter besides the number of ensembles is", how many rules per class to extract during each LLM query.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", during the hyper-parameter analysis of \textsf{FeatLLM}, the other main hyper-parameter besides the number of ensembles is how many", rules per class to extract during each LLM query.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", during the hyper-parameter analysis of \textsf{FeatLLM}, the other main hyper-parameter besides the number of ensembles is how many rules per class to extract during each LLM query.",Suffix remains the hyperparameter being counted.
FeatLLM,286,21,9,ACCEPT,True,accepted,12,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM has two main hyper-parameters."," One is the number of ensembles, and the other is how many rules per class to extract during each LLM query.","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM has two main hyper-parameters. One is the number of ensembles, and the other is how many", rules per class to extract during each LLM query.,"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", FeatLLM has two main hyper-parameters. One is the number of ensembles, and the other is how many rules per class to extract during each LLM query.",Suffix remains the second hyperparameter.
FeatLLM,297,11,6,ACCEPT,True,accepted,5,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors say prior knowledge in LLMs can be particularly valuable in real-world finance and healthcare scenarios where labeling is difficult because", the LLMs are pretrained with relevant finance or healthcare related text.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors say prior knowledge in LLMs can be particularly valuable in real-world finance and healthcare scenarios where labeling is difficult because the LLMs are pretrained with", relevant finance or healthcare related text.,"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors say prior knowledge in LLMs can be particularly valuable in real-world finance and healthcare scenarios where labeling is difficult because the LLMs are pretrained with relevant finance or healthcare related text.",Suffix remains the pretraining content.
