probe,target,correct_label,formatted_question,option_a,option_b,option_c,option_d,option_e,distractors,fact,raw_knowledge_statement,section
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", besides dialogue analysis, the other application mentioned as being automated with the help of LLMs' prior knowledge is",program repair,(A),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", besides dialogue analysis, the other application mentioned as being automated with the help of LLMs' prior knowledge is
(A) program repair
(B) code generation
(C) disease prediction
(D) bug detection
(E) feature engineering",program repair,code generation,disease prediction,bug detection,feature engineering,"[""feature engineering"", ""disease prediction"", ""code generation"", ""bug detection""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", besides dialogue analysis, the other application mentioned as being automated with the help of LLMs' prior knowledge is program repair","Trained on extensive text corpora, the rich prior knowledge of LLMs can substitute the need for expert domain knowledge in many areas~\cite{Genomes2021,singhal2023large,wilcox2003role}, playing a crucial role in the automation of diverse applications, including dialogue analysis~\cite{finch2023leveraging} and program repair~\cite{fan2023automated}.",Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of",natural language.,(A),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of
(A) natural language.
(B) serialized data
(C) feature embeddings
(D) in-context prompts
(E) one-hot encodings",natural language.,serialized data,feature embeddings,in-context prompts,one-hot encodings,"[""serialized data"", ""in-context prompts"", ""feature embeddings"", ""one-hot encodings""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent LLM-based tabular learning works, task and feature descriptions are defined in the form of natural language.","In this context, recent works define task and feature descriptions in natural language, serialize the data, and then feed it into an LLM~\cite{dinh2022lift,wang2023anypredict}.",Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into",an LLM.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into
(A) a gradient-boosted decision tree model.
(B) a multilayer perceptron.
(C) an in-context learning setup.
(D) a parameter-efficient fine-tuning pipeline.
(E) an LLM.",a gradient-boosted decision tree model.,a multilayer perceptron.,an in-context learning setup.,a parameter-efficient fine-tuning pipeline.,an LLM.,"[""an in-context learning setup."", ""a parameter-efficient fine-tuning pipeline."", ""a gradient-boosted decision tree model."", ""a multilayer perceptron.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", in recent works on tabular learning that define task and feature descriptions in natural language and serialize the data, the serialized data is fed into an LLM.","In this context, recent works define task and feature descriptions in natural language, serialize the data, and then feed it into an LLM~\cite{dinh2022lift,wang2023anypredict}.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors say Large Language Models can generate suitable responses for previously unseen tasks without requiring",task-specific fine-tuning.,(B),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors say Large Language Models can generate suitable responses for previously unseen tasks without requiring
(A) large labeled training datasets
(B) task-specific fine-tuning.
(C) expert domain knowledge
(D) manual feature engineering
(E) additional pretraining on the target domain",large labeled training datasets,task-specific fine-tuning.,expert domain knowledge,manual feature engineering,additional pretraining on the target domain,"[""expert domain knowledge"", ""large labeled training datasets"", ""manual feature engineering"", ""additional pretraining on the target domain""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors say Large Language Models can generate suitable responses for previously unseen tasks without requiring task-specific fine-tuning.","In recent years, Large Language Models (LLMs) have shown impressive abilities for generating suitable responses for previously unseen tasks without requiring task-specific fine-tuning~\cite{creswell2022selection,imani2023mathprompter,taylor2022galactica}.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is",in-context learning.,(D),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is
(A) conventional tabular learning baselines
(B) task-specific fine-tuning
(C) supervised instruction tuning
(D) in-context learning.
(E) prompt tuning",conventional tabular learning baselines,task-specific fine-tuning,supervised instruction tuning,in-context learning.,prompt tuning,"[""task-specific fine-tuning"", ""prompt tuning"", ""supervised instruction tuning"", ""conventional tabular learning baselines""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after recent works define task and feature descriptions in natural language, serialize the tabular data, and feed it into an LLM, the approach often used next besides parameter-efficient fine-tuning is in-context learning.","This is often followed by either using in-context learning~\cite{nam2023semi} or parameter-efficient fine-tuning~\cite{dinh2022lift,hegselmann2023tabllm}.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions",computationally expensive.,(D),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions
(A) unsuitable for lengthy prompts.
(B) dependent on expert domain knowledge.
(C) infeasible for LLMs without tuning APIs.
(D) computationally expensive.
(E) more prone to overfitting in low-shot regimes.",unsuitable for lengthy prompts.,dependent on expert domain knowledge.,infeasible for LLMs without tuning APIs.,computationally expensive.,more prone to overfitting in low-shot regimes.,"[""unsuitable for lengthy prompts."", ""infeasible for LLMs without tuning APIs."", ""dependent on expert domain knowledge."", ""more prone to overfitting in low-shot regimes.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", requiring at least one LLM inference per sample makes end-to-end predictions computationally expensive.","For end-to-end predictions, at least one LLM inference per sample is required, making it computationally expensive.",Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in",low-shot regimes.,(C),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in
(A) zero-shot regimes.
(B) disease prediction tasks.
(C) low-shot regimes.
(D) end-to-end prediction settings.
(E) long-prompt tabular settings.",zero-shot regimes.,disease prediction tasks.,low-shot regimes.,end-to-end prediction settings.,long-prompt tabular settings.,"[""zero-shot regimes."", ""disease prediction tasks."", ""end-to-end prediction settings."", ""long-prompt tabular settings.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines, in low-shot regimes.","Prior knowledge provided by LLMs has proven effective, outperforming conventional tabular learning baselines in low-shot regimes~\cite{hegselmann2023tabllm}.",Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is",parameter-efficient fine-tuning.,(D),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is
(A) supervised instruction tuning
(B) task-specific fine-tuning
(C) domain-adaptive pretraining
(D) parameter-efficient fine-tuning.
(E) full-parameter fine-tuning",supervised instruction tuning,task-specific fine-tuning,domain-adaptive pretraining,parameter-efficient fine-tuning.,full-parameter fine-tuning,"[""task-specific fine-tuning"", ""full-parameter fine-tuning"", ""domain-adaptive pretraining"", ""supervised instruction tuning""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", after task and feature descriptions are defined in natural language, the data are serialized and fed into an LLM. The kind of fine-tuning often used as an alternative to in-context learning is parameter-efficient fine-tuning.","This is often followed by either using in-context learning~\cite{nam2023semi} or parameter-efficient fine-tuning~\cite{dinh2022lift,hegselmann2023tabllm}.",Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors assign LLMs the role of",feature engineering.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors assign LLMs the role of
(A) representation learning.
(B) parameter-efficient fine-tuning.
(C) end-to-end prediction.
(D) in-context learning.
(E) feature engineering.",representation learning.,parameter-efficient fine-tuning.,end-to-end prediction.,in-context learning.,feature engineering.,"[""end-to-end prediction."", ""in-context learning."", ""parameter-efficient fine-tuning."", ""representation learning.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors assign LLMs the role of feature engineering.","Instead, we assign them the role of feature engineering, with them proposing a more efficient way to utilize their prior knowledge.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", within the proposed in-context learning framework FeatLLM, the criteria or rules inferred by the LLM are used to create",new features,(A),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", within the proposed in-context learning framework FeatLLM, the criteria or rules inferred by the LLM are used to create
(A) new features
(B) decision-tree splits
(C) example demonstrations
(D) end-to-end predictions
(E) binary class labels",new features,decision-tree splits,example demonstrations,end-to-end predictions,binary class labels,"[""end-to-end predictions"", ""example demonstrations"", ""binary class labels"", ""decision-tree splits""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", within the proposed in-context learning framework FeatLLM, the criteria or rules inferred by the LLM are used to create new features",The criteria (or rules) are used to create new features that can replace existing ones in solving tasks.,Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via",inference APIs.,(E),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via
(A) parameter-efficient fine-tuning.
(B) chat-based web interfaces.
(C) open-source model weights.
(D) tuning APIs.
(E) inference APIs.",parameter-efficient fine-tuning.,chat-based web interfaces.,open-source model weights.,tuning APIs.,inference APIs.,"[""tuning APIs."", ""chat-based web interfaces."", ""open-source model weights."", ""parameter-efficient fine-tuning.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", recently proposed top-performance LLMs only permit limited access via inference APIs.","Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that
recently-proposed top-performance LLMs only permit limited access via inference APIs~\cite{anil2023palm,openai2023gpt4}.",Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or",tuning APIs.,(C),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or
(A) open-source checkpoints.
(B) inference APIs.
(C) tuning APIs.
(D) fine-tuning libraries.
(E) model weights.",open-source checkpoints.,inference APIs.,tuning APIs.,fine-tuning libraries.,model weights.,"[""inference APIs."", ""model weights."", ""open-source checkpoints."", ""fine-tuning libraries.""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require adapting the LLM to achieve high accuracy, making them infeasible for models without accessible training codebases or tuning APIs.","Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that
recently-proposed top-performance LLMs only permit limited access via inference APIs~\cite{anil2023palm,openai2023gpt4}.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", according to the authors, features can be extracted without the need for model training when leveraging the in-context learning ability of LLMs using",example demonstrations.,(B),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", according to the authors, features can be extracted without the need for model training when leveraging the in-context learning ability of LLMs using
(A) parameter-efficient fine-tuning.
(B) example demonstrations.
(C) structured reasoning.
(D) feature bagging.
(E) chain-of-thought prompting.",parameter-efficient fine-tuning.,example demonstrations.,structured reasoning.,feature bagging.,chain-of-thought prompting.,"[""feature bagging."", ""structured reasoning."", ""parameter-efficient fine-tuning."", ""chain-of-thought prompting.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", according to the authors, features can be extracted without the need for model training when leveraging the in-context learning ability of LLMs using example demonstrations.","By leveraging the in-context learning ability of LLMs, it's possible to extract features without the need for model training, by adding example demonstrations to the prompts.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the items used in the description of the \textsf{FeatLLM} in-context learning framework to create new features that can replace existing ones in solving tasks are",The criteria (or rules).,(B),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the items used in the description of the \textsf{FeatLLM} in-context learning framework to create new features that can replace existing ones in solving tasks are
(A) The example demonstrations.
(B) The criteria (or rules).
(C) The feature conditions.
(D) The latent representations.
(E) The feature bagging subsets.",The example demonstrations.,The criteria (or rules).,The feature conditions.,The latent representations.,The feature bagging subsets.,"[""The feature conditions."", ""The example demonstrations."", ""The feature bagging subsets."", ""The latent representations.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the items used in the description of the \textsf{FeatLLM} in-context learning framework to create new features that can replace existing ones in solving tasks are The criteria (or rules).",The criteria (or rules) are used to create new features that can replace existing ones in solving tasks.,Introduction
"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance",when the number of features in tabular data grows,(D),"According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance
(A) when the LLM is available only through inference APIs without fine-tuning access
(B) when parameter-efficient fine-tuning is not used for the tabular task
(C) when the number of in-context examples included in the prompt grows
(D) when the number of features in tabular data grows
(E) when at least one LLM inference must be performed for each sample",when the LLM is available only through inference APIs without fine-tuning access,when parameter-efficient fine-tuning is not used for the tabular task,when the number of in-context examples included in the prompt grows,when the number of features in tabular data grows,when at least one LLM inference must be performed for each sample,"[""when at least one LLM inference must be performed for each sample"", ""when the LLM is available only through inference APIs without fine-tuning access"", ""when the number of in-context examples included in the prompt grows"", ""when parameter-efficient fine-tuning is not used for the tabular task""]","According to the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most approaches that are not suitable for lengthy prompts become infeasible or experience a decline in performance when the number of features in tabular data grows","In addition, most approaches are not suitable with lengthy prompts~\cite{liu2023lost} -- when the number of features in tabular data grows to the point where the serialized text length becomes long, the approach often turns infeasible or experiences a decline in performance.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors discuss using techniques from ensemble methods to address the challenge of excessive prompt size when engineering new features. The technique they mention is",feature bagging.,(B),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors discuss using techniques from ensemble methods to address the challenge of excessive prompt size when engineering new features. The technique they mention is
(A) feature selection.
(B) feature bagging.
(C) stacked generalization.
(D) random forests.
(E) bootstrap aggregation.",feature selection.,feature bagging.,stacked generalization.,random forests.,bootstrap aggregation.,"[""bootstrap aggregation."", ""random forests."", ""feature selection."", ""stacked generalization.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", the authors discuss using techniques from ensemble methods to address the challenge of excessive prompt size when engineering new features. The technique they mention is feature bagging.","Furthermore, by employing techniques from ensemble methods~\cite{breiman2001random}, like feature bagging, we can mitigate the challenge of excessive prompt size.",Introduction
"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require",fine-tuning the LLM.,(D),"In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require
(A) serializing the data into natural language.
(B) pre-training on domain-specific text corpora.
(C) supplying lengthy prompts for every example.
(D) fine-tuning the LLM.
(E) performing one LLM inference per sample.",serializing the data into natural language.,pre-training on domain-specific text corpora.,supplying lengthy prompts for every example.,fine-tuning the LLM.,performing one LLM inference per sample.,"[""serializing the data into natural language."", ""performing one LLM inference per sample."", ""supplying lengthy prompts for every example."", ""pre-training on domain-specific text corpora.""]","In the paper ""Large Language Models Can Automatically Engineer Features for Few-Shot Tabular Learning"", most methods require fine-tuning the LLM.","Most methods require fine-tuning the LLM for high accuracy, making them infeasible to the application to the LLMs that do not come with accessible training codebases or tuning APIs, a prominent concern given that
recently-proposed top-performance LLMs only permit limited access via inference APIs~\cite{anil2023palm,openai2023gpt4}.",Introduction
