row_1based,decision,issue_type,reason,old_target,new_target,old_probe,new_probe,old_fact,new_fact
11,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., limited awareness of his condition, limited awareness of his condition,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the man in his 60s was not receiving treatment for his type 2 diabetes mellitus because of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the man in his 60s was not receiving treatment for his type 2 diabetes mellitus because of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the man in his 60s was not receiving treatment for his type 2 diabetes mellitus because of limited awareness of his condition","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the man in his 60s was not receiving treatment for his type 2 diabetes mellitus because of limited awareness of his condition"
12,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., euvolemic., euvolemic.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, his clinically assessed volume status, given that he had no peripheral oedema, was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, his clinically assessed volume status, given that he had no peripheral oedema, was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, his clinically assessed volume status, given that he had no peripheral oedema, was euvolemic.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", when the man in his 60s was examined after presenting with fever, headache, oral aphthae, and folliculitis-like rashes, his clinically assessed volume status, given that he had no peripheral oedema, was euvolemic."
13,repair,poor_wording,Changed the unsupported 60-year-old phrasing to the source-supported man-in-his-60s description., normal., normal.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the 60-year-old man's ECG during his initial evaluation for fever, headache, mucocutaneous lesions, and hyponatraemia was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the ECG for the man in his 60s during his initial evaluation for fever, headache, mucocutaneous lesions, and hyponatraemia was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the 60-year-old man's ECG during his initial evaluation for fever, headache, mucocutaneous lesions, and hyponatraemia was normal.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the ECG for the man in his 60s during his initial evaluation for fever, headache, mucocutaneous lesions, and hyponatraemia was normal."
14,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., unremarkable., unremarkable.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chest X-ray and CT scan of the head, chest, and abdomen during the patient's initial evaluation in the emergency department were","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chest X-ray and CT scan of the head, chest, and abdomen during the patient's initial evaluation in the emergency department were","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chest X-ray and CT scan of the head, chest, and abdomen during the patient's initial evaluation in the emergency department were unremarkable.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the chest X-ray and CT scan of the head, chest, and abdomen during the patient's initial evaluation in the emergency department were unremarkable."
15,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., 11.4 U/L, 11.4 U/L,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the sarcoidosis workup in this patient with acute neurological Behçet’s disease, his angiotensin-converting enzyme level was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the sarcoidosis workup in this patient with acute neurological Behçet’s disease, his angiotensin-converting enzyme level was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the sarcoidosis workup in this patient with acute neurological Behçet’s disease, his angiotensin-converting enzyme level was 11.4 U/L","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the sarcoidosis workup in this patient with acute neurological Behçet’s disease, his angiotensin-converting enzyme level was 11.4 U/L"
16,repair,source_framing_issue,Added required case-report framing to an otherwise source-supported cloze., a systemic form of BD., a systemic form of BD.,"After the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested","After the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested a systemic form of BD.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient developed a painful scrotal ulcer on day 5, the combination of oral aphthae and folliculitis-like rashes suggested a systemic form of BD."
17,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., a systemic inflammatory disorder., a systemic inflammatory disorder.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of presentation, when the patient had fever, headache, general malaise, and hyponatraemia, the differential diagnosis included CNS infection and","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of presentation, when the patient had fever, headache, general malaise, and hyponatraemia, the differential diagnosis included CNS infection and","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of presentation, when the patient had fever, headache, general malaise, and hyponatraemia, the differential diagnosis included CNS infection and a systemic inflammatory disorder.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", at the time of presentation, when the patient had fever, headache, general malaise, and hyponatraemia, the differential diagnosis included CNS infection and a systemic inflammatory disorder."
18,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., negative CSF cultures., negative CSF cultures.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of the man in his 60s with fever, headache, hyponatraemia, and later cerebrospinal fluid lymphocytic pleocytosis, the cerebrospinal fluid microbiological finding that helped rule out bacterial meningitis was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of the man in his 60s with fever, headache, hyponatraemia, and later cerebrospinal fluid lymphocytic pleocytosis, the cerebrospinal fluid microbiological finding that helped rule out bacterial meningitis was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of the man in his 60s with fever, headache, hyponatraemia, and later cerebrospinal fluid lymphocytic pleocytosis, the cerebrospinal fluid microbiological finding that helped rule out bacterial meningitis was negative CSF cultures.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of the man in his 60s with fever, headache, hyponatraemia, and later cerebrospinal fluid lymphocytic pleocytosis, the cerebrospinal fluid microbiological finding that helped rule out bacterial meningitis was negative CSF cultures."
19,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., CNS lymphoma., CNS lymphoma.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of the patient with fever, headache, hyponatraemia, and mildly elevated soluble interleukin-2 receptor (sIL-2R) level, the diagnosis not supported by the sIL-2R elevation alone was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of the patient with fever, headache, hyponatraemia, and mildly elevated soluble interleukin-2 receptor (sIL-2R) level, the diagnosis not supported by the sIL-2R elevation alone was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of the patient with fever, headache, hyponatraemia, and mildly elevated soluble interleukin-2 receptor (sIL-2R) level, the diagnosis not supported by the sIL-2R elevation alone was CNS lymphoma.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the differential diagnosis of the patient with fever, headache, hyponatraemia, and mildly elevated soluble interleukin-2 receptor (sIL-2R) level, the diagnosis not supported by the sIL-2R elevation alone was CNS lymphoma."
20,repair,poor_wording,Replaced vague test-result wording with a specific autoimmune-disease exclusion cloze supported by the row context., negative screening autoantibody test results., negative screening autoantibody test results.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and suspected CNS inflammation, the relevant test result was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and suspected CNS inflammation, one reason autoimmune diseases were excluded was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and suspected CNS inflammation, the relevant test result was negative screening autoantibody test results.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", during the evaluation of this man in his 60s with fever, headache, hyponatraemia, and suspected CNS inflammation, one reason autoimmune diseases were excluded was negative screening autoantibody test results."
21,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., ≥4, ≥4,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after presenting with fever, fatigue, oral aphthae, genital aphthosis and a folliculitis-like rash, the patient was assessed using the International Criteria for Behçet’s Disease, under which a total score indicates definite disease if it is","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after presenting with fever, fatigue, oral aphthae, genital aphthosis and a folliculitis-like rash, the patient was assessed using the International Criteria for Behçet’s Disease, under which a total score indicates definite disease if it is","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after presenting with fever, fatigue, oral aphthae, genital aphthosis and a folliculitis-like rash, the patient was assessed using the International Criteria for Behçet’s Disease, under which a total score indicates definite disease if it is ≥4","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after presenting with fever, fatigue, oral aphthae, genital aphthosis and a folliculitis-like rash, the patient was assessed using the International Criteria for Behçet’s Disease, under which a total score indicates definite disease if it is ≥4"
22,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., CNS inflammation or infection., CNS inflammation or infection.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient's headache and vertigo worsened, this worsening suggested","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient's headache and vertigo worsened, this worsening suggested","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient's headache and vertigo worsened, this worsening suggested CNS inflammation or infection.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 3 of admission, when the patient's headache and vertigo worsened, this worsening suggested CNS inflammation or infection."
23,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., colchicine., colchicine.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was colchicine.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", on day 8 after the patient was diagnosed with systemic Behçet's disease and acute neuro-Behçet's disease, the medication started was colchicine."
24,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., colchicine., colchicine.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the medication the man in his 60s started taking on day 8 of admission, after which his fever resolved and his appetite improved the next day, was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the medication the man in his 60s started taking on day 8 of admission, after which his fever resolved and his appetite improved the next day, was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the medication the man in his 60s started taking on day 8 of admission, after which his fever resolved and his appetite improved the next day, was colchicine.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the medication the man in his 60s started taking on day 8 of admission, after which his fever resolved and his appetite improved the next day, was colchicine."
25,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., 1.8 pg/mL, 1.8 pg/mL,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the antidiuretic hormone (ADH) level by day 16, after the patient’s serum sodium had normalised to 136 mmol/L, was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the antidiuretic hormone (ADH) level by day 16, after the patient’s serum sodium had normalised to 136 mmol/L, was","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the antidiuretic hormone (ADH) level by day 16, after the patient’s serum sodium had normalised to 136 mmol/L, was 1.8 pg/mL","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the antidiuretic hormone (ADH) level by day 16, after the patient’s serum sodium had normalised to 136 mmol/L, was 1.8 pg/mL"
26,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., BD or neurological symptoms., BD or neurological symptoms.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after approximately 4 years of colchicine therapy, there was no recurrence of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after approximately 4 years of colchicine therapy, there was no recurrence of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after approximately 4 years of colchicine therapy, there was no recurrence of BD or neurological symptoms.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after approximately 4 years of colchicine therapy, there was no recurrence of BD or neurological symptoms."
27,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., systemic BD and acute neuro-BD., systemic BD and acute neuro-BD.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", this patient’s rare clinical scenario involved simultaneous diagnoses of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", this patient’s rare clinical scenario involved simultaneous diagnoses of","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", this patient’s rare clinical scenario involved simultaneous diagnoses of systemic BD and acute neuro-BD.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", this patient’s rare clinical scenario involved simultaneous diagnoses of systemic BD and acute neuro-BD."
28,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., a rare clinical scenario., a rare clinical scenario.,"In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet’s disease and acute neuro-Behçet’s disease is described clinically as","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet’s disease and acute neuro-Behçet’s disease is described clinically as","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet’s disease and acute neuro-Behçet’s disease is described clinically as a rare clinical scenario.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", the simultaneous diagnosis of systemic Behçet’s disease and acute neuro-Behçet’s disease is described clinically as a rare clinical scenario."
29,drop,title_leakage,The target acute neuro-BD is a near-verbatim equivalent of the acute neurological Behçet disease named in the required case-report title., acute neuro-BD.,,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", clinicians should consider a potential underlying cause in patients with Behçet’s disease who present with fever or headache accompanied by hyponatraemia,",,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", clinicians should consider a potential underlying cause in patients with Behçet’s disease who present with fever or headache accompanied by hyponatraemia, acute neuro-BD.",
30,keep,,No v13 issue found; target is source-backed and cloze is sufficiently framed and answerable., hyponatraemia., hyponatraemia.,"According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in patients with Behçet’s disease who present with fever or headache, the accompanying electrolyte abnormality that should prompt consideration of acute neuro-Behçet’s disease is","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in patients with Behçet’s disease who present with fever or headache, the accompanying electrolyte abnormality that should prompt consideration of acute neuro-Behçet’s disease is","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in patients with Behçet’s disease who present with fever or headache, the accompanying electrolyte abnormality that should prompt consideration of acute neuro-Behçet’s disease is hyponatraemia.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in patients with Behçet’s disease who present with fever or headache, the accompanying electrolyte abnormality that should prompt consideration of acute neuro-Behçet’s disease is hyponatraemia."
