document,row_1based,field,kind,repro,current
arxiv/1_58,42,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is removed is the zero-point quantization.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the activation quantization scheme where activations are scaled to $[-Q_b, Q_b]$ per token, what is removed is the zero-point quantization.
"
arxiv/1_58,46,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the design of BitNet b1.58 adopts the kind of components that embrace the open-source community: the LLaMA-alike components","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the design of BitNet b1.58 adopts the kind of components that embrace the open-source community: the LLaMA-alike components
"
arxiv/1_58,52,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the popular open-source software mentioned in the discussion of LLaMA-alike components that BitNet b1.58 can be integrated into with minimal efforts is Huggingface.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the popular open-source software mentioned in the discussion of LLaMA-alike components that BitNet b1.58 can be integrated into with minimal efforts is Huggingface.
"
arxiv/1_58,66,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in Table~\ref{tab:ppl} of the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the comparison shows that \text{BitNet b1.58} with a 3.9B model size is, relative to \text{LLaMA LLM} 3B, 2.4 times faster.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in Table~\ref{tab:ppl} of the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the comparison shows that \text{BitNet b1.58} with a 3.9B model size is, relative to \text{LLaMA LLM} 3B, 2.4 times faster.
"
arxiv/1_58,69,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors followed the evaluation pipeline to perform the zero-shot accuracy evaluation on the end tasks reported in Table~\ref{tab:zero-shot}: \emph{lm-evaluation-harness}","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors followed the evaluation pipeline to perform the zero-shot accuracy evaluation on the end tasks reported in Table~\ref{tab:zero-shot}: \emph{lm-evaluation-harness}
"
arxiv/1_58,76,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the memory and latency evaluation after scaling model size to 70B, \text{BitNet b1.58} 70B is faster than the \text{LLaMA LLM} baseline by 4.1 times.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the memory and latency evaluation after scaling model size to 70B, \text{BitNet b1.58} 70B is faster than the \text{LLaMA LLM} baseline by 4.1 times.
"
arxiv/1_58,85,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", according to the energy model in~\cite{energycost, pokebnn}, \text{BitNet b1.58} saves a factor of arithmetic operations energy consumption for matrix multiplication on 7nm chips of 71.4 times","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", according to the energy model in~\cite{energycost, pokebnn}, \text{BitNet b1.58} saves a factor of arithmetic operations energy consumption for matrix multiplication on 7nm chips of 71.4 times
"
arxiv/1_58,86,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", according to the cited energy model in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the process node used to evaluate the 71.4-times arithmetic-operations energy saving for matrix multiplication of \text{BitNet b1.58} is 7nm chips.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", according to the cited energy model in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the process node used to evaluate the 71.4-times arithmetic-operations energy saving for matrix multiplication of \text{BitNet b1.58} is 7nm chips.
"
arxiv/1_58,89,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in explaining why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size is the percentage of \emph{nn.Linear}","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in explaining why \text{BitNet b1.58} becomes increasingly more energy efficient than the FP16 \text{LLaMA LLM} baseline as model size scales, what grows with the model size is the percentage of \emph{nn.Linear}
"
arxiv/1_58,90,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the energy-consumption comparison between BitNet b1.58 and the FP16 LLaMA LLM baseline, the quantity that becomes smaller for larger models as the percentage of \emph{nn.Linear} grows with model size is other components.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the energy-consumption comparison between BitNet b1.58 and the FP16 LLaMA LLM baseline, the quantity that becomes smaller for larger models as the percentage of \emph{nn.Linear} grows with model size is other components.
"
arxiv/1_58,106,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the benchmark used to evaluate the two models in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the dataset listed last after Winogrande, PIQA, SciQ, and LAMBADA was ARC-easy.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the benchmark used to evaluate the two models in the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the dataset listed last after Winogrande, PIQA, SciQ, and LAMBADA was ARC-easy.
"
arxiv/1_58,117,fact,field_value,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" when BitNet b1.58 reduces activations from 16 bits to 8 bits to support long sequences, what can be doubled given the same resources is the context length.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits,"" when BitNet b1.58 reduces activations from 16 bits to 8 bits to support long sequences, what can be doubled given the same resources is the context length.
"
arxiv/1_58,119,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors say that further losslessly compressing 1.58-bit LLMs to 4 bits or even lower is left as future work.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors say that further losslessly compressing 1.58-bit LLMs to 4 bits or even lower is left as future work.
"
arxiv/1_58,121,fact,field_value,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", edge and mobile devices are often limited by two resource constraints, which can restrict the performance and scale of large language models: memory and computational power","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", edge and mobile devices are often limited by two resource constraints, which can restrict the performance and scale of large language models: memory and computational power
"
arxiv/BOFT,5,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT still uses a fairly large number of trainable parameters because it parameterizes orthogonal matrices.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT still uses a fairly large number of trainable parameters because it parameterizes orthogonal matrices.
"
arxiv/BOFT,6,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from an information transmission perspective.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the authors begin by examining Orthogonal Finetuning (OFT) to address its large number of trainable parameters from an information transmission perspective.
"
arxiv/BOFT,7,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the efficient orthogonal parameterization that uses butterfly structures is inspired by the Cooley-Tukey fast Fourier transform algorithm
"
arxiv/BOFT,27,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the fundamental principle behind model finetuning is to preserve the similarity between the pretrained model and the finetuned model under certain measurements, thereby preserving the pretraining knowledge.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the fundamental principle behind model finetuning is to preserve the similarity between the pretrained model and the finetuned model under certain measurements, thereby preserving the pretraining knowledge.
"
arxiv/BOFT,28,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" model finetuning aims to ensure similarity between the pretrained model and the finetuned model.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" model finetuning aims to ensure similarity between the pretrained model and the finetuned model.
"
arxiv/BOFT,35,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", because the orthogonal transformation is applied independently in different blocks, the orthogonal matrix in OFT has a fixed sparsity pattern.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", because the orthogonal transformation is applied independently in different blocks, the orthogonal matrix in OFT has a fixed sparsity pattern.
"
arxiv/BOFT,38,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", although OFT's block-diagonal sparsity pattern saves parameters, the resulting block-diagonal orthogonal matrix reduces expressiveness.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", although OFT's block-diagonal sparsity pattern saves parameters, the resulting block-diagonal orthogonal matrix reduces expressiveness.
"
arxiv/BOFT,41,fact,field_value,"According to the paper, when generating a dense orthogonal matrix to address the limitations of the block-diagonal sparsity pattern, the authors aim to preserve a design that is parameter-efficient.","According to the paper, when generating a dense orthogonal matrix to address the limitations of the block-diagonal sparsity pattern, the authors aim to preserve a design that is parameter-efficient.
"
arxiv/BOFT,44,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors explain that their approach to generating a dense orthogonal matrix is guided by the insight that the number of trainable parameters can be reduced by trading space for computation time.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors explain that their approach to generating a dense orthogonal matrix is guided by the insight that the number of trainable parameters can be reduced by trading space for computation time.
"
arxiv/BOFT,45,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" trading computation time for space in generating a dense orthogonal matrix from multiple factorized sparse matrices can reduce trainable parameters.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" trading computation time for space in generating a dense orthogonal matrix from multiple factorized sparse matrices can reduce trainable parameters.
"
arxiv/BOFT,52,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the information transmission framework for generating dense orthogonal matrices by multiplying sparse matrices, the approach that limits the number of trainable parameters while remaining expressive enough to generate dense matrices is sparse matrix factorization.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the information transmission framework for generating dense orthogonal matrices by multiplying sparse matrices, the approach that limits the number of trainable parameters while remaining expressive enough to generate dense matrices is sparse matrix factorization.
"
arxiv/BOFT,53,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the information transmission framework, sparse matrix factorizations that are expressive enough to generate dense matrices can limit the number of trainable parameters.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the information transmission framework, sparse matrix factorizations that are expressive enough to generate dense matrices can limit the number of trainable parameters.
"
arxiv/BOFT,61,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of butterfly factorization and orthogonal parameterization, the resulting efficient orthogonal parameterization is described relative to the original parameterization as a significant reduction.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of butterfly factorization and orthogonal parameterization, the resulting efficient orthogonal parameterization is described relative to the original parameterization as a significant reduction.
"
arxiv/BOFT,69,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the structure in LoRA that the authors contrast their orthogonal finetuning approach with is the low-rank structure.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the structure in LoRA that the authors contrast their orthogonal finetuning approach with is the low-rank structure.
"
arxiv/BOFT,73,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT uses the structure that trades off expressivity and regularity, in contrast to BOFT's butterfly structure, the block-diagonal structure.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" OFT uses the structure that trades off expressivity and regularity, in contrast to BOFT's butterfly structure, the block-diagonal structure.
"
arxiv/BOFT,75,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the butterfly-structured BOFT approach enables the authors to find a smaller hypothesis class within the orthogonal group for downstream tasks.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the butterfly-structured BOFT approach enables the authors to find a smaller hypothesis class within the orthogonal group for downstream tasks.
"
arxiv/BOFT,87,fact,field_value,"According to the paper, BOFT outperforms current state-of-the-art methods by a considerable margin, validating its superior generalization ability and parameter-efficiency.","According to the paper, BOFT outperforms current state-of-the-art methods by a considerable margin, validating its superior generalization ability and parameter-efficiency.
"
arxiv/BOFT,93,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of LoRA and related methods, several methods dynamically adjust the rank for different layers to adequately allocate the parameter budget.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of LoRA and related methods, several methods dynamically adjust the rank for different layers to adequately allocate the parameter budget.
"
arxiv/BOFT,97,fact,field_value,"According to the paper, OFT learns the kind of matrix used to transform neurons within the same layer, namely an orthogonal matrix.","According to the paper, OFT learns the kind of matrix used to transform neurons within the same layer, namely an orthogonal matrix.
"
arxiv/BOFT,99,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of butterfly structures, the radix-2 Cooley-Tukey algorithm recursively reduces the $N$-point discrete Fourier transform to two $\frac{N}{2}$-point.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of butterfly structures, the radix-2 Cooley-Tukey algorithm recursively reduces the $N$-point discrete Fourier transform to two $\frac{N}{2}$-point.
"
arxiv/BOFT,101,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" butterfly matrices had already been used to parameterize orthogonal matrices.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" butterfly matrices had already been used to parameterize orthogonal matrices.
"
arxiv/BOFT,104,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" \\cite{dao2019learning,dao2019kaleidoscope} use butterfly parameterizations to learn fast linear transforms.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" \\cite{dao2019learning,dao2019kaleidoscope} use butterfly parameterizations to learn fast linear transforms.
"
arxiv/BOFT,116,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" applying an orthogonal transformation to finetune the weight matrix is intended to preserve the pair-wise angles of neurons, so what can then be largely preserved is the semantic knowledge from pretraining.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" applying an orthogonal transformation to finetune the weight matrix is intended to preserve the pair-wise angles of neurons, so what can then be largely preserved is the semantic knowledge from pretraining.
"
arxiv/BOFT,123,fact,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, the authors introduce a block-diagonal structure to parameterize the orthogonal matrix $\bm{R}$ for parameter-efficiency by using $\text{diag}(\bm{R}_1,\bm{R}_2,\cdots,\bm{R}_r)$.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors introduce a block-diagonal structure to parameterize the orthogonal matrix $\bm{R}$ for parameter-efficiency by using $\text{diag}(\bm{R}_1,\bm{R}_2,\cdots,\bm{R}_r)$.
"
arxiv/BOFT,123,probe,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, the authors introduce a block-diagonal structure to parameterize the orthogonal matrix $\bm{R}$ for parameter-efficiency by using","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the authors introduce a block-diagonal structure to parameterize the orthogonal matrix $\bm{R}$ for parameter-efficiency by using"
arxiv/BOFT,144,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", for $\bm{R}=\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$, which corresponds to source nodes in the first level and receiver nodes in the $5$-th level, the sparsity pattern has a zero element at matrix position $(3,1).","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", for $\bm{R}=\bm{B}_4\bm{B}_3\bm{B}_2\bm{B}_1$, which corresponds to source nodes in the first level and receiver nodes in the $5$-th level, the sparsity pattern has a zero element at matrix position $(3,1).
"
arxiv/BOFT,150,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the block-diagonal structure in the original OFT reduces the number of trainable parameters but fails to construct a dense matrix $\bm{R}$.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the block-diagonal structure in the original OFT reduces the number of trainable parameters but fails to construct a dense matrix $\bm{R}$.
"
arxiv/BOFT,151,fact,field_value,"In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the block-diagonal structure of $\bm{R}$ in the original OFT, although unable to construct a dense matrix $\bm{R}$, reduces trainable parameters.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" the block-diagonal structure of $\bm{R}$ in the original OFT, although unable to construct a dense matrix $\bm{R}$, reduces trainable parameters.
"
arxiv/BOFT,157,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of orthogonality constraints and counting edges between adjacent levels, for a $d\times d$ orthogonal matrix with $d$ non-zero entries, those entries can only be$\pm 1$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of orthogonality constraints and counting edges between adjacent levels, for a $d\times d$ orthogonal matrix with $d$ non-zero entries, those entries can only be $ \pm 1 $."
arxiv/BOFT,160,fact,field_value,"According to the paper, for each feasible set of edge connections in the information transmission framework, what may sometimes add or remove some edges is the orthogonality.","According to the paper, for each feasible set of edge connections in the information transmission framework, what may sometimes add or remove some edges is the orthogonality.
"
arxiv/BOFT,171,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of the butterfly structure and its analogy to the Fourier transform for the information transmission problem, a local change can cause a global change in the spatial domain when it occurs in the frequency domain.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization,"" in the discussion of the butterfly structure and its analogy to the Fourier transform for the information transmission problem, a local change can cause a global change in the spatial domain when it occurs in the frequency domain.
"
arxiv/BOFT,178,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are two $\frac{d}{2}$-dimensional butterfly matrices.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$ in the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", $\bm{B}_1(\frac{d}{2})$ and $\bm{B}_2(\frac{d}{2})$ are two $\frac{d}{2}$-dimensional butterfly matrices.
"
arxiv/BOFT,179,fact,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, the last butterfly component appearing in the factorization $\tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots$ is $\tilde{\bm{B}}(d,2)$.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, the last butterfly component appearing in the factorization $\tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots$ is $\tilde{\bm{B}}(d,2)$.
"
arxiv/BOFT,179,probe,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, the last butterfly component appearing in the factorization $\tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots$ is","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the recursive definition of the $d$-dimensional butterfly matrix $\bm{B}(d)$ for $d=2^N$, the last butterfly component appearing in the factorization $\tilde{\bm{B}}(d,d)\tilde{\bm{B}}(d,\frac{d}{2})\cdots$ is"
arxiv/BOFT,182,fact,field_value,"In the paper, when parameterizing a matrix using the butterfly matrix $\bm{B}(d)$, all multiplicative factors $\tilde{\bm{B}}(d,k), \forall k$ must satisfy the property of being orthogonal.","In the paper, when parameterizing a matrix using the butterfly matrix $\bm{B}(d)$, all multiplicative factors $\tilde{\bm{B}}(d,k), \forall k$ must satisfy the property of being orthogonal.
"
arxiv/BOFT,189,fact,field_value,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they definea block butterfly component $\tilde{\bm{B}}^b(d,k)$","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", when the authors generalize the butterfly matrices following \cite{chen2022pixelated} so that each entry in $\bm{d}_i,\forall i$ becomes a $b\times b$ matrix, they definea block butterfly component $\tilde{\bm{B}}^b(d,k)$
"
arxiv/BOFT,194,contextualized_question,field_value,"**Question:** According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", how is the BOFT forward pass output $\bm{z}$ expressed in terms of the orthogonal matrix $\bm{R}(m,b)$, the base weight matrix $\bm{W}^0$, and the input $\bm{x}$?

**Answer:** $\big(\bm{R}(m,b)\cdot\bm{W}^0\big)^\top\bm{x}$","**Question:** According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", how is the BOFT forward pass output $\bm{z}$ expressed in terms of the orthogonal matrix $\bm{R}(m,b)$, the base weight matrix $\bm{W}^0$, and the input $\bm{x}$?

**Answer:**\big(\bm{R}(m,b)\cdot\bm{W}^0\big)^\top\bm{x}"
arxiv/BOFT,195,fact,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as\prod_{i=1}^m \tilde{\bm{B}}^b_{(d,i)}
"
arxiv/BOFT,195,probe,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the BOFT forward pass, the orthogonal matrix $\bm{R}(m,b)$ is defined in terms of the butterfly components $\tilde{\bm{B}}^b_{(d,i)}$ as"
arxiv/BOFT,198,fact,field_value,"According to the paper **""Parameter-Efficient Orthogonal Finetuning via Factorization""**, the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space\mathbb{R}^{d\times d}","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", the orthogonal matrix $\bm{R}(m,b)$, given that it is composed of a product of multiple orthogonal butterfly components, belongs to the space\mathbb{R}^{d\times d}
"
