domain_group,domain,bucket,count,avg_target_chars,median_target_chars,avg_target_words,median_target_words,avg_source_target_occ_per_1k,median_source_target_occ_per_1k,avg_expl_target_occ_per_1k,median_expl_target_occ_per_1k,avg_para9_target_occ_per_1k,median_para9_target_occ_per_1k,avg_source_minus_expl_occ_per_1k,median_source_minus_expl_occ_per_1k,avg_source_minus_para9_occ_per_1k,median_source_minus_para9_occ_per_1k,avg_para9_minus_expl_occ_per_1k,median_para9_minus_expl_occ_per_1k
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,source > explanations,61,32.278688524590166,28.0,4.344262295081967,3.0,0.4067200650752104,0.4001600640256103,0.0026310896570111526,0.0,0.1344197698513782,0.0,0.40408897541819927,0.4001600640256103,0.27230029522383226,0.35662122738332536,0.13178868019436704,0.0
medical,Immunemediated_necrotising_myopathy_following_semaglutide_tr,explanations >= source,36,26.38888888888889,17.5,3.361111111111111,2.0,0.6335867680405496,0.4001600640256103,0.17535725325153959,0.0,0.3935133671581805,0.10995839974525802,0.45822951478901,0.4001600640256103,0.24007340088236903,0.2902016642803522,0.2181561139066409,0.0
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,source > explanations,77,36.246753246753244,26.0,5.0,4.0,0.429582519134758,0.40338846308995563,0.016624604286462393,0.0,0.11286726583043949,0.0,0.4129579148482955,0.40338846308995563,0.3167152533043185,0.40338846308995563,0.09624266154397709,0.0
medical,Management_of_atypical_complicated_abdominal_masses_in_the_s,explanations >= source,50,26.82,25.5,3.72,3.0,0.4437273093989512,0.40338846308995563,0.043326276401949686,0.0,0.20011841269730124,0.08547798839060976,0.40040103299700147,0.40338846308995563,0.24360889670164995,0.31724623184854484,0.15679213629535155,0.0640850612070689
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,source > explanations,85,37.62352941176471,33.0,4.576470588235294,4.0,0.4137587238285145,0.423728813559322,0.046639672189732605,0.0,0.10500866497394482,0.0,0.36711905163878183,0.423728813559322,0.30875005885456963,0.423728813559322,0.0583689927842122,0.0
medical,Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic,explanations >= source,64,23.609375,22.5,3.0,3.0,0.569385593220339,0.423728813559322,0.13675796735828658,0.0,0.2876069210628129,0.27765953071694754,0.4326276258620524,0.423728813559322,0.28177867215752606,0.2125772929820693,0.1508489537045263,0.11939969422856961
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,source > explanations,105,36.67619047619048,33.0,4.961904761904762,4.0,0.4988296688538429,0.40290088638195004,0.1417912803218468,0.0,0.16056281893216479,0.0,0.3570383885319961,0.40290088638195004,0.3382668499216781,0.40290088638195004,0.018771538610318,0.0
medical,Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care,explanations >= source,41,26.51219512195122,22.0,3.682926829268293,3.0,0.6289184567913366,0.40290088638195004,0.19399775907716757,0.0,0.39676274337457146,0.04369292611526194,0.4349206977141691,0.40290088638195004,0.2321557134167652,0.31627692291507903,0.2027649842974039,0.0
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,source > explanations,89,34.235955056179776,28.0,4.584269662921348,4.0,0.4931443269063413,0.43029259896729777,0.03256028137399072,0.0,0.13744758537166174,0.0,0.46058404553235055,0.43029259896729777,0.3556967415346795,0.43029259896729777,0.10488730399767102,0.0
medical,Nontype_1_and_nontype_2_diabetes_in_a_young_man_due_to_novel,explanations >= source,41,19.365853658536587,16.0,2.6097560975609757,2.0,0.65068636917006,0.43029259896729777,0.41398072032645333,0.0,0.42236065938450246,0.4078464167827728,0.23670564884360668,0.43029259896729777,0.22832570978555758,0.044892364369049975,0.008379939058049133,0.18115312586433555
medical,Pancreatopleural_fistula_in_childhood,source > explanations,100,31.37,26.5,4.31,3.0,0.4548736462093863,0.3610108303249097,0.0610798924993892,0.0,0.13342113078409373,0.0,0.39379375370999703,0.3610108303249097,0.3214525154252925,0.3610108303249097,0.07234123828470454,0.0
medical,Pancreatopleural_fistula_in_childhood,explanations >= source,61,24.688524590163933,23.0,3.377049180327869,3.0,0.5622299816535479,0.3610108303249097,0.12816764327740685,0.0,0.2935236985169426,0.10528592185081379,0.4340623383761411,0.3610108303249097,0.2687062831366054,0.3610108303249097,0.16535605523953573,0.0
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,source > explanations,73,36.397260273972606,33.0,4.383561643835616,4.0,0.41610547178695395,0.3996802557953637,0.024706382293853475,0.0,0.12846179725160942,0.03989626969878316,0.39139908949310054,0.3996802557953637,0.28764367453534456,0.35969784805476956,0.10375541495775593,0.0
medical,TAVinTAVinTAV_after_treated_endocarditis_procedural_strategy,explanations >= source,71,29.253521126760564,24.0,3.619718309859155,3.0,0.529154141475552,0.3996802557953637,0.23079837366982478,0.0,0.24901237249697963,0.040492387431162936,0.29835576780572715,0.3996802557953637,0.28014176897857235,0.32021553854185303,0.01821399882715484,0.0
