review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/29,fix,option_type_mismatch,"The stem asks for a Capnocytophaga species, but one distractor is a different genus.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", which Capnocytophaga species is described as the one most frequently linked to invasive zoonotic disease in humans?",C. sputigena,C. cynodegmi,C. gingivalis,C. canimorsus,C. ochracea,(D),C. canimorsus
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/32,fix,option_type_mismatch,"The stem asks for a type of human disease, but several options are not disease types.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", C. canimorsus is described as the Capnocytophaga species most frequently linked in human infections. In what type of disease in humans is it most frequently linked?",invasive zoonotic disease in humans,hospital-acquired opportunistic infection in humans,foodborne gastrointestinal disease in humans,vector-borne febrile illness in humans,chronic periodontal disease in humans,(A),invasive zoonotic disease in humans
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/34,fix,option_type_mismatch,"The stem asks for a coagulation disorder, but several distractors are not coagulation disorders.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", Capnocytophaga canimorsus infection can have highly variable clinical presentations. Among the severe complications listed in the background section, what coagulation disorder is specifically mentioned alongside fulminant sepsis, multiorgan failure, and thrombotic microangiopathy?",thrombotic thrombocytopenic purpura (TTP),haemophilia A,heparin-induced thrombocytopenia (HIT),catastrophic antiphospholipid syndrome,disseminated intravascular coagulation (DIC),(E),disseminated intravascular coagulation (DIC)
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/41,fix,option_type_mismatch,"The stem asks which treatments hypoglycaemia failed to respond to, but several options are causes or later treatments.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed severe hypoglycaemia at primary-care emergency, with a nadir of 0.6 mmol/L, before being transferred to the emergency department. Which treatments had her hypoglycaemia failed to respond to at that point?",oral glucose alone,oral glucose and glucagon,glucagon alone,intravenous dextrose and glucagon,oral carbohydrates and intravenous fluids,(B),oral glucose and glucagon
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/43,fix,option_type_mismatch,"The stem asks for the degree of blood on urinalysis, but distractors are other urinalysis findings.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient arrived with adequate diuresis after presenting with sepsis and acute kidney injury. On urinalysis at that time, what was the reported degree of blood in the urine?",blood (1+).,blood (2+).,trace blood.,blood (3+).,blood (4+).,(D),blood (3+).
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/44,fix,"option_type_mismatch,formatting",The correct option has a stray comma and the distractors are not all inflammation severities.,"According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", a previously healthy woman in her late 40s was admitted after a dog bite and had an initial laboratory workup. What type of inflammation was reported among those initial findings?",severe inflammation,moderate inflammation,mild inflammation,minimal inflammation,no inflammation,(A),severe inflammation
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/53,fix,option_type_mismatch,"The stem asks for a hematological malignancy, but several distractors are not malignancies.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was evaluated for pancytopenia and coagulopathy after presenting with severe sepsis following a dog bite. What haematological malignancy was included in the differential diagnoses at that stage?",acute leukaemia,chronic myeloid leukaemia,Hodgkin lymphoma,non-Hodgkin lymphoma,multiple myeloma,(A),acute leukaemia
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/54,fix,option_type_mismatch,"The stem asks what remained preserved, but most options describe worsening or unrelated findings.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient developed diffuse skin bleeding with ecchymoses and distal cyanotic and ischaemic changes affecting several toes and fingers on day 3 in the ICU. What remained preserved despite these distal cyanotic and ischaemic changes?",pulses and sensation were still preserved.,pulses alone were still preserved.,sensation alone was still preserved.,motor function and capillary refill were still preserved.,distal temperature and colour were still preserved.,(A),pulses and sensation were still preserved.
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/55,fix,option_type_mismatch,"The stem asks after how many days of hospitalisation, but one distractor is not a duration.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed dialysis-dependent acute kidney injury and continued intravenous antibiotic therapy. After how many days of hospitalisation was she transferred to the nephrology ward for ongoing care?",6 days of hospitalisation,10 days of hospitalisation,8 days of hospitalisation,3 days of hospitalisation,14 days of hospitalisation,(C),8 days of hospitalisation
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/65,fix,option_type_mismatch,"The stem asks for the likely cause of a false-positive DAT, but distractors mix diagnoses and mechanisms at different granularity.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later had a direct antiglobulin test (DAT) that was initially positive during the evaluation of her haemolytic anaemia, but repeat testing was negative. What was the likely cause of the initial false-positive DAT?",penicillin or prior transfusions,warm autoantibodies or cold agglutinins,intravenous immunoglobulin or anti-CD38 therapy,severe haemolysis or schistocytosis,complement blockade or plasma exchange,(A),penicillin or prior transfusions
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/69,fix,option_type_mismatch,"The stem asks for complement pathways, but some distractors are not complement pathways.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", complement testing was performed after the patient developed haemolysis, persistent thrombocytopaenia, and schistocytes suggesting TMA. Besides normal C3/C4 levels, which complement pathways had functional assays that were also reported as normal?","classical, alternative and terminal pathways","classical, lectin and terminal pathways","alternative, lectin and terminal pathways","classical, alternative and lectin pathways","classical, alternative and properdin pathways",(D),"classical, alternative and lectin pathways"
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/70,fix,option_type_mismatch,"The stem asks for a schistocyte proportion, but most distractors are other smear findings.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient later developed haemolysis and was evaluated for thrombotic microangiopathy. On the peripheral blood smear, what proportion of schistocytes was reported?",15%–20% schistocytes,1%–2% schistocytes,5%–10% schistocytes,20%–30% schistocytes,30%–40% schistocytes,(A),15%–20% schistocytes
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/74,fix,option_type_mismatch,"The stem asks for a prophylactic antibiotic, but one distractor is a vaccine.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", the patient was started on complement blockade with eculizumab after her meningococcal vaccinations had not been given at least 2 weeks beforehand. What prophylactic antibiotic was administered in this setting?",ciprofloxacin,Apocillin,ceftriaxone,rifampicin,amoxicillin-clavulanate,(B),Apocillin
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/75,fix,option_type_mismatch,"The stem asks how many PEX sessions were performed, but two options are not session counts.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", extended complement testing for hereditary complement-mediated TMA was sent to Skåne Laboratory, and the authors note that this sampling occurred after a period of plasma exchange and eculizumab induction. How many sessions of PEX with Octaplas were performed before the sample was taken?",one session of PEX with Octaplas,three sessions of PEX with Octaplas,four sessions of PEX with Octaplas,two sessions of PEX with Octaplas,five sessions of PEX with Octaplas,(B),three sessions of PEX with Octaplas
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/78,fix,grammar,"The stem says serum creatine, but the clinical lab value should be serum creatinine.","In the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", what was the patient’s serum creatinine level at follow-up, when her kidney function remained reduced and she was being followed in the nephrology outpatient clinic?",145 µmol/L,175 µmol/L,220 µmol/L,350 µmol/L,120 µmol/L,(B),175 µmol/L
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/81,fix,option_type_mismatch,"The stem asks for an ADAMTS13 activity threshold, but most distractors are unrelated criteria.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", when evaluating adults who present with microangiopathic haemolytic anaemia (MAHA), thrombocytopenia, and acute kidney injury, thrombotic TTP must be excluded first. What level of ADAMTS13 activity defines severe deficiency in thrombotic TTP?",below 5%.,below 20%.,below 30%.,below 50%.,below 10%.,(E),below 10%.
medical/From_dog_bite_to_dialysis_complementmediated_haemolytic_urae/99,fix,"stem_answer_mismatch,option_type_mismatch","The stem asks for a treatment, but the correct option is phrased as an associated risk and the distractors are mixed outcomes.","According to the case report ""From dog bite to dialysis: complement-mediated haemolytic uraemic syndrome"", which therapy raised infectious-risk concerns because terminal complement components are important for defence against encapsulated bacteria such as Neisseria and Capnocytophaga?",eculizumab,plasma exchange,haemodialysis,broad-spectrum antibiotics,corticosteroid therapy,(A),eculizumab
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/0,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s developed progressive dysphagia, dysphonia, proximal muscle weakness, and creatine kinase elevation over a",12-week treatment period.,6-week course.,3-month course.,1-year period.,4-month course.,(E),4-month course.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/2,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s gradually improved after treatment and returned to her baseline functional status while off immunosuppression for several months, during which she continued to avoid",metformin-based antihyperglycaemic therapy.,glucagon-like peptide-1 (GLP-1) receptor agonists.,statins and other lipid-lowering agents.,corticosteroids and intravenous immunoglobulin (IVIG).,sodium-glucose cotransporter-2 (SGLT2) inhibitors.,(B),glucagon-like peptide-1 (GLP-1) receptor agonists.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/4,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s had been undergoing outpatient evaluation 3 years before her clinical deterioration because of",hypothyroidism.,recurrent venous thromboembolism.,creatine kinase elevation.,hepatosteatosis.,transaminase elevation.,(E),transaminase elevation.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/5,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the related patient with rhabdomyolysis-like findings while on active treatment developed",myoglobinuria with acute kidney injury requiring dialysis.,aggressive proximal muscle weakness with necrotising myofibres.,creatine kinase (CK) elevation in the thousands.,creatine kinase (CK) elevation only into the low hundreds.,transaminase elevation suggestive of hepatotoxicity.,(C),creatine kinase (CK) elevation in the thousands.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/6,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient developed persistent nausea, vomiting, poor oral intake, dyspnoea, and acute renal failure within 2 days of her first semaglutide dose and was hospitalised for",euglycaemic diabetic ketoacidosis,septic shock,fulminant hepatic failure,severe metabolic acidosis.,acute pancreatitis,(D),severe metabolic acidosis.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/7,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP) are described as two autoantibodies highly associated with",IMNM.,polymyositis,dermatomyositis,myasthenia gravis,drug-induced rhabdomyolysis,(A),IMNM.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/8,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient was hospitalised 2 days after her first semaglutide dose with acute renal failure, and her renal function later improved with hydration alone, without needing renal replacement therapy, namely",corticosteroids or intravenous immunoglobulin.,haemofiltration or haemodialysis.,non-invasive ventilation or intubation.,peritoneal dialysis or plasma exchange.,liver biopsy or transient elastography.,(B),haemofiltration or haemodialysis.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/9,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", after receiving her initial and only dose of semaglutide, the patient continued to decline for",several days.,6 weeks.,5 days.,1 year.,4 months.,(E),4 months.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/11,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with progressive weakness and dysphagia about 4 months after her initial and only semaglutide dose, elevated CK, and neurology consultation was treated daily for 5 days during that admission with",intravenous methylprednisolone,intravenous immunoglobulin,plasmapheresis,intravenous dexamethasone,oral prednisone,(A),intravenous methylprednisolone
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/12,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a cardiac MRI obtained during the work-up of a woman in her 60s with progressive weakness after semaglutide exposure showed no significant myocardial scarring or infarction and no significant",valvular dysfunction.,coronary artery stenosis.,pericardial effusion.,interstitial lung disease.,pulmonary hypertension.,(A),valvular dysfunction.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/13,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", during her evaluation the patient’s myositis panel was negative for SRP and HMGCR, and the other autoantibodies on that panel that were also reported as negative were","ANA, anti-SSA, anti-Smith, anti-U1 RNP, anti-double-stranded DNA, ANCA, anti-mitochondrial, Jo-1, Mi-2 and MDA-5 autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, SAE-1, PM-Scl, Ku and Ro52 autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, TIF1-y, NXP-2, anti-centromere, Scl-70 and RNA polymerase III autoantibodies.","Jo-1, Pl-7, Pl-12, EJ, OJ, SAE-1, TIF1-y, NXP-2, PM-Scl and Ku autoantibodies.",(B),"Jo-1, Pl-7, Pl-12, EJ, OJ, Mi-2, MDA-5, TIF1-y, NXP-2 and cN-1A autoantibodies."
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/14,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", a female patient in her 60s who developed progressive dysphagia, dysphonia, and elevated creatine kinase over a 4-month course after semaglutide use was found on evaluation to have",a heliotrope rash,length-dependent sensory loss,proximal muscle weakness,fluctuating ptosis and diplopia,distal muscle weakness,(C),proximal muscle weakness
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/15,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the patient with the first reported case of immune-mediated necrotising myopathy probably associated with GLP-1 receptor agonist use appeared to respond to",a short course of immunosuppression and IVIG.,plasma exchange followed by rituximab-based maintenance therapy.,discontinuation of semaglutide and continued avoidance of GLP-1 receptor agonists alone.,a prolonged course of high-dose corticosteroid monotherapy without IVIG.,supportive rehabilitation with swallow therapy and nutritional supplementation alone.,(A),a short course of immunosuppression and IVIG.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/16,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background discussion notes that glucagon-like peptide-1 (GLP-1) receptor agonists have been associated with",progressive peripheral neuropathy,a loss of skeletal muscle mass,a reduction in bone mineral density,a marked elevation in serum creatine kinase,rhabdomyolysis with necrotising features,(B),a loss of skeletal muscle mass
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/17,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background notes that a recent case report described rhabdomyolysis with necrotising features associated with",dulaglutide,atorvastatin,tirzepatide.,semaglutide,liraglutide,(C),tirzepatide.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/18,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the background section of the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", an adverse effect described for glucagon-like peptide-1 (GLP-1) receptor agonists is",a loss of skeletal muscle mass,drug-induced peripheral neuropathy,progressive skeletal muscle weakness,a reduction in bone mineral density,an elevation in creatine kinase concentrations,(A),a loss of skeletal muscle mass
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/19,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the muscle weakness in immune-mediated necrotising myopathy (IMNM) is described as",fatigable ocular and bulbar muscle weakness,rapidly improving diffuse muscle weakness after drug discontinuation,slowly progressive distal muscle weakness,symmetric sensory-predominant lower-limb weakness,aggressive proximal muscle weakness,(E),aggressive proximal muscle weakness
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/20,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the two autoantibodies described as being highly associated with immune-mediated necrotising myopathy (IMNM) are",Anti-transcription intermediary factor 1-gamma (TIF1-γ) and anti-melanoma differentiation-associated gene 5 (MDA5),Anti-Jo-1 and anti-Mi-2,Anti-acetylcholine receptor (AChR) and anti-muscle-specific kinase (MuSK),Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP),Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-Mi-2,(D),Anti-hydroxy-3-methylglutaryl-CoA reductase (HMGCR) and anti-signal recognition particle (SRP)
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/21,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", immune-mediated necrotising myopathy (IMNM) is described as a distinct myopathy with aggressive proximal muscle weakness, necrotising myofibres, and",prominent endomysial lymphocytic infiltrates on histology.,a paucity of lymphocytic infiltrates on histology.,perifascicular atrophy with perivascular inflammatory infiltrates on biopsy.,marked creatine kinase elevation that improves rapidly after drug discontinuation.,anti-HMGCR and anti-SRP autoantibody positivity in serum.,(B),a paucity of lymphocytic infiltrates on histology.
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/22,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the background section notes that certain metabolic-disease medications are discussed in relation to immune-mediated necrotising myopathy, and HMGCR autoantibody positivity is strongly associated with",drug-induced rhabdomyolysis after GLP-1 receptor agonist use,long-standing type 2 diabetes mellitus,the use of statins,anti-signal recognition particle (SRP) autoantibody positivity,active treatment with tirzepatide,(C),the use of statins
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/23,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", several patients developed muscle findings in the setting of statin use and were sometimes classified as toxic myopathy or polymyositis before the HMGCR autoantibody association was recognized, and they developed",features of drug-induced rhabdomyolysis,features of polymyositis with prominent lymphocytic infiltrates,features of necrotising myopathy,features of steroid-induced myopathy,features of inclusion body myositis,(C),features of necrotising myopathy
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/24,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in the discussion of statin-associated necrotising myopathy, patients with these features were often classified as",immune-mediated necrotising myopathy or anti-SRP syndrome,metabolic myopathy or muscular dystrophy,toxic myopathy or polymyositis,drug-induced rhabdomyolysis or steroid myopathy,dermatomyositis or inclusion body myositis,(C),toxic myopathy or polymyositis
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/25,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", in prior cases of statin-associated necrotising myopathy in which patients had persistent myopathy and creatine kinase elevation despite stopping the statin, followed by improvement with immunosuppression, the autoantibody eventually identified as a hallmark characteristic of the disease was",acetylcholine receptor autoantibody,Mi-2 autoantibody,Jo-1 autoantibody,HMGCR autoantibody,SRP autoantibody,(D),HMGCR autoantibody
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/26,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? In the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s had been undergoing outpatient evaluation for transaminase elevation",shortly after initiating semaglutide therapy,2 years prior to her clinical deterioration,6 months prior to her clinical deterioration,3 years prior to her clinical deterioration,during routine follow-up for hepatic steatosis,(D),3 years prior to her clinical deterioration
medical/Immunemediated_necrotising_myopathy_following_semaglutide_tr/27,fix,truncated_stem,Stem is truncated after the article title and does not ask a usable question.,"Which option best completes the following statement? According to the case report ""Immune-mediated necrotising myopathy following semaglutide treatment: a contributing factor?"", the female patient in her 60s presented with progressive proximal muscle weakness, dysphagia, and dysphonia, and her baseline functional status was",independent in basic activities of daily living but required assistance with instrumental tasks.,ambulatory with a cane but limited by obesity-related deconditioning.,residing in assisted living because of chronic functional impairment after pulmonary embolism.,fully independent in her activities of daily living.,partially dependent in her activities of daily living.,(D),fully independent in her activities of daily living.
