review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/69,fix,option_type_mismatch;grammar,"The stem asks what the family received, but several distractors are patient-directed actions phrased as clauses.","In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", after the diagnosis of a telomere biology disorder (TBD), what did the patient’s family receive?",haematopoietic stem cell transplantation evaluation,telomere length screening,whole blood transfusions,folic acid and vitamin D supplementation,genetic counselling,(E),genetic counselling
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/72,fix,grammar,The correct option is missing the noun needed to answer the stem naturally.,"In the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the discussion notes that telomere biology disorders (TBDs) may present in adulthood without the classical dyskeratosis congenita triad. Besides organ-specific or haematological involvement, what other type of involvement may TBDs present with?",isolated malignant involvement,isolated mucocutaneous involvement,isolated autoimmune involvement,isolated dermatological involvement,isolated gastrointestinal involvement,(B),isolated mucocutaneous involvement
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/74,fix,grammar,The options are phrased as prepositional clauses rather than process names.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", the PARN gene is described as a highly conserved exoribonuclease involved in regulating gene expression by shortening mRNA poly(A) tail length. What is the name of this process?",decapping,telomerase-mediated extension,polyadenylation,alternative splicing,deadenylation,(E),deadenylation
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/79,fix,stem_answer_mismatch;grammar,"The stem treats the subtype as a separate autosomal recessive condition, and the correct option omits the disease name.","According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", which autosomal-recessive dyskeratosis congenita subtype is associated with germline pathogenic PARN variants?","pulmonary fibrosis and/or bone marrow failure, telomere-related, 4 (PFBMFT4)","dyskeratosis congenita, autosomal recessive 3 (DKCB3)","dyskeratosis congenita, autosomal dominant 2 (DKCA2)","Fanconi anaemia, complementation group C (FANCC)","dyskeratosis congenita, autosomal recessive 6 (DKCB6)",(E),"dyskeratosis congenita, autosomal recessive 6 (DKCB6)"
medical/Monoallelic_PARN_mutation_presenting_as_pancytopenia_hepatic/93,fix,option_type_mismatch,One distractor is a therapeutic intervention rather than a sequencing or genetic-testing method.,"According to the case report ""Monoallelic PARN mutation presenting as pancytopenia, hepatic fibrosis and idiopathic pulmonary fibrosis"", what sequencing method is included in the gold standard for diagnosing suspected telomere biology disorder (TBD)?",next-generation sequencing,quantitative polymerase chain reaction,pyrosequencing,Southern blot terminal restriction fragment analysis,Sanger sequencing,(A),next-generation sequencing
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/13,fix,option_type_mismatch,"The stem asks for a psychiatric condition, but most distractors are not psychiatric conditions.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presenting with anaphylaxis had a past medical history that included diabetes mellitus type 2, hypertension, psoriasis, and one psychiatric condition. Which psychiatric condition was included in her medical history?",anxiety disorder,depression,bipolar disorder,panic disorder,schizophrenia,(B),depression
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/46,fix,option_type_mismatch,"The stem asks after how many days the rash appeared, but most distractors are events rather than time intervals.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient was prescribed clindamycin for erysipelas before later developing a rash on her abdomen. After how many days of clindamycin use did the rash appear?",3 days,4 days,5 days,7 days,1 day,(C),5 days
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/51,fix,option_type_mismatch;stem_answer_mismatch,"The stem asks for an antihistamine, but most options are not antihistamines and include full treatment descriptions.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", a woman in her 60s presented to the emergency department with suspected severe allergic reaction after taking oral clarithromycin. Which antihistamine was given by slow intravenous injection for her skin reaction?",diphenhydramine 25 mg,cetirizine 10 mg,chlorphenamine 10 mg,clemastine 2 mg,hydroxyzine 25 mg,(D),clemastine 2 mg
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/57,fix,ambiguous_options,"A distractor is close to the absent telemetry monitoring, making the option set potentially ambiguous.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the woman in her 60s was admitted to the acute internal ward for closer nursing observation following her anaphylactic reaction to clarithromycin, what type of monitoring was specifically not used there?",telemetry control,intermittent non-invasive blood pressure checks,peripheral oxygen saturation monitoring,routine nursing observation,symptom checks by ward nursing staff,(A),telemetry control
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/62,fix,option_type_mismatch,"The stem asks for a cutaneous symptom, but several distractors are non-cutaneous symptom sets.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the woman experienced multiple anaphylactic episodes after her initial emergency department presentation with clarithromycin-induced anaphylaxis. During the last episode, which symptoms recurred?",rash and pruritus,hypotension and severe dyspnoea,deep hypoxaemia with cyanosis,facial swelling and generalised erythema,laryngeal oedema and bronchospasm,(A),rash and pruritus
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/64,fix,option_type_mismatch,"The stem asks for the amount of normal saline, but several distractors are medications rather than saline amounts.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", during the patient's second episode of anaphylaxis, she received intravenous clemastine for cutaneous symptoms and an additional bolus of normal saline. How much additional normal saline solution was given at that time?",500 mL of normal saline solution,1 L of normal saline solution,250 mL of normal saline solution,750 mL of normal saline solution,125 mL of normal saline solution,(A),500 mL of normal saline solution
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/74,fix,option_type_mismatch;stem_answer_mismatch,"The stem asks for an antihistamine, but several distractors are not antihistamines and the options include extra treatment-context phrasing.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", after the patient’s hospitalization for multiphasic anaphylaxis to clarithromycin, which antihistamine was started as her new standard medication?",levocetirizine,cetirizine,loratadine,fexofenadine,desloratadine,(A),levocetirizine
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/78,fix,grammar,"The options are sentence clauses, making the correct answer awkward for the stem.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", tryptase levels were not measured during the initial workup of the patient's first anaphylactic episodes. What was therefore not adhered to in her evaluation?",the formal diagnostic criteria for systemic mastocytosis,the recommended intervals for tryptase level evaluation,the intensive care monitoring protocol,the allergy confirmation testing protocol,the WHO minor-criteria assessment,(B),the recommended intervals for tryptase level evaluation
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/80,fix,grammar,"The options are full clauses, so the correct answer does not fit the stem naturally.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient had an atypical and prolonged clinical course after recurrent anaphylactic episodes. What was instigated because of this course?",serial tryptase sampling at the recommended intervals,prolonged corticosteroid therapy to prevent further relapse,further analysis into underlying causes,allergy confirmation testing to identify the trigger,a formal diagnosis of systemic mastocytosis,(C),further analysis into underlying causes
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/81,fix,grammar,The correct option is an ungrammatical clause and does not answer the why-question naturally.,"In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", no allergy confirmation test was performed after the patient’s multiphasic anaphylactic reaction to clarithromycin. Why was skin testing not done in this case?",the risk of renewed serious anaphylaxis from skin testing was not deemed proportional,clarithromycin hypersensitivity was thought to be better confirmed by delayed laboratory testing than by skin prick testing,persistently elevated tryptase levels and probable systemic mastocytosis were considered sufficient to explain the reaction,ongoing antihistamine treatment with levocetirizine would have made immediate skin testing difficult to interpret,the recommended sequence of acute and baseline tryptase sampling had not been completed at the proper intervals,(A),the risk of renewed serious anaphylaxis from skin testing was not deemed proportional
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/82,fix,option_type_mismatch;ambiguous_options,"The stem asks for an anaphylactic episode, but some distractors are not episodes.","In the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the patient had tryptase levels measured during her recurrent anaphylactic episodes, and the report notes that these levels were increased during one specific episode. During which anaphylactic episode were the tryptase levels found to be increased?",during the first anaphylactic episode,during the third anaphylactic episode,during a baseline sample after full clinical resolution,during the second anaphylactic episode,during follow-up only,(B),during the third anaphylactic episode
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/86,fix,grammar,"All options include the filler phrase ""here as well"", which makes the MCQA unnatural.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", complex anaphylaxis presentations such as biphasic or refractory anaphylaxis are less well defined, although recent efforts have aimed to establish what for these presentations?",consensus monitoring strategies,international severity grading systems,reliable predictors for targeted monitoring,uniform epinephrine dosing recommendations,consensus definitions,(E),consensus definitions
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/87,fix,stem_answer_mismatch;grammar,"The stem asks ""no what"", but the correct option is a prepositional phrase rather than a natural answer.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", how does the Resuscitation Council UK definition qualify symptom recurrence in biphasic anaphylaxis with respect to allergen exposure?",no response to correctly administered epinephrine,occurrence within 6–12 hours after the initial event,renewed exposure to the original suspected allergen,ongoing allergen absorption or transient response to epinephrine,absence of further allergen exposure,(E),absence of further allergen exposure
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/102,fix,option_type_mismatch,"The stem asks for a cellular abnormality, but most distractors are clinical definitions rather than cellular abnormalities.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", what cellular abnormality is involved in systemic mastocytosis, the condition described as predisposing patients to severe anaphylaxis?",depletion of mast cells,an abnormal increase in eosinophils,an abnormal increase in mast cells,IgE sensitisation of basophils,reduced mediator release from mast cells,(C),an abnormal increase in mast cells
medical/Multiphasic_anaphylaxis_in_the_emergency_and_intensive_care/111,fix,option_type_mismatch,"The stem narrows the answer to a treatment-related factor, but most distractors are not treatment-related factors.","According to the case report ""Multiphasic anaphylaxis in the emergency and intensive care setting"", the discussion of biphasic anaphylaxis notes several suggested predictors, including severe initial presentation, multiple epinephrine doses, and prior biphasic reactions. Which suggested predictor is also listed in that discussion?",ongoing allergen absorption from residual food or slow-release medication,elevated serum tryptase levels,delayed epinephrine administration,systemic mastocytosis,routine prehospital corticosteroid treatment,(C),delayed epinephrine administration
