review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
"medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/63","fix","option_type_mismatch","The stem asks how long the hospitalization lasted, but several options are not durations.","In the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", after the patient's acute phase recovery and careful management of hyponatraemia, how long was his hospitalisation before he was discharged?","1 month","2 weeks","4 years","16 days","3 months","(A)","1 month"
"medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/79","fix","grammar","The phrase ""what is ACE considered to have for sarcoidosis"" is unnatural.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", what limitation does ACE have as a test for sarcoidosis?","limited sensitivity for sarcoidosis","good specificity for connective tissue diseases","particular usefulness in screening for haematologic malignancy","high sensitivity for sarcoidosis","prognostic significance in SIADH-related hyponatraemia","(A)","limited sensitivity for sarcoidosis"
"medical/Acute_neurological_Behets_disease_complicated_by_a_syndrome/88","fix","option_type_mismatch","The stem asks for an abnormality, but several options are symptoms or diagnoses rather than abnormalities.","According to the case report ""Acute neurological Behçet's disease complicated by a syndrome of inappropriate secretion of antidiuretic hormone"", in the patient whose mucocutaneous and neurological symptoms improved with colchicine monotherapy, what other symptom or abnormality also improved?","hypokalaemia.","hiccups.","meningoencephalitis.","rhabdomyolysis.","hyponatraemia.","(E)","hyponatraemia."
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/7","fix","formatting","The correct option uses the malformed platelet-count unit ""×109/L"" instead of ""×10⁹/L"".","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient received high-dose intravenous immunoglobulin after a postoperative platelet nadir of 13×10⁹/L on POD7. What interim peak platelet count was reached by POD14 after this treatment?","13×10⁹/L","54×10⁹/L","104×10⁹/L","150×10⁹/L","25×10⁹/L","(B)","54×10⁹/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/10","fix","formatting","The correct option uses the malformed platelet-count unit ""×109/L"" instead of ""×10^9/L"".","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient had persisting hypercoagulability after anticoagulation was switched to fondaparinux, and his platelet count then gradually recovered by postoperative day 62. To what platelet count did it recover?","250×10^9/L","115×10^9/L","155×10^9/L","13×10^9/L","50×10^9/L","(C)","155×10^9/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/14","fix","formatting","The correct option and a distractor end with stray semicolons.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the authors note that some patients with atypical, often severe clinical courses due to HIT have antibodies with a particular platelet-activating behavior. What kind of platelet-activating properties do these HIT antibodies have?","heparin-dependent platelet-activating properties","heparin-independent platelet-activating properties","Fc receptor–mediated platelet-aggregating effects only during ongoing UFH therapy","complement-mediated thrombotic microangiopathy–inducing properties","platelet factor 4–heparin complex–restricted binding properties","(B)","heparin-independent platelet-activating properties"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/16","fix","grammar","The answer options begin with ""with"", which makes the correct answer read awkwardly after the stem.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", what distinctive aHIT phenotype did this case document to provide novel insights into the spectrum of aHIT?","delayed seroconversion despite documented preoperative heparin exposure","partial resistance to Fc receptor blockade","cross-reactive antibodies to protamine–heparin complexes after cardiopulmonary bypass","complement-mediated endothelial activation refractory to intravenous immunoglobulin","dominant heparin-dependent reactivity requiring supratherapeutic heparin for inhibition","(B)","partial resistance to Fc receptor blockade"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/25","fix","formatting","All platelet-count options use the malformed unit ""×109/L"" instead of ""×10^9/L"".","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", what was the patient’s immediate preoperative platelet count before cardiac surgery?","180×10^9/L","155×10^9/L","150×10^9/L","250×10^9/L","210×10^9/L","(E)","210×10^9/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/26","fix","formatting","The answer options use the malformed platelet-count unit ""×109/L"" instead of ""×10^9/L"".","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s platelet count was 210×10^9/L immediately before surgery. What was the platelet count on postoperative day 1 (POD1), after the cardiac surgery with cardiopulmonary bypass?","150×10^9/L","105×10^9/L","155×10^9/L","210×10^9/L","175×10^9/L","(C)","155×10^9/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/27","fix","formatting","One dose option is just ""10"" without units, making the option set malformed.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", postoperative thromboprophylaxis with low-molecular-weight heparin began on POD1 with dalteparin 5000 U by subcutaneous injection. What higher dalteparin dose was then given on POD2, POD3, and POD4?","5000 U","10,000 U","2500 U","7500 U","1 mg/kg","(D)","7500 U"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/31","fix","formatting","The answer options use the malformed platelet-count unit ""×109/L"" instead of ""×10^9/L"".","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient developed worsening postoperative delirium on postoperative day 6, along with a further drop in platelet count that led the team to obtain CT brain imaging. What was the platelet count on POD6 that prompted the imaging?","75×10^9/L","155×10^9/L","50×10^9/L","26×10^9/L","150×10^9/L","(D)","26×10^9/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/33","fix","option_type_mismatch","The stem asks for an imaging study, but most options are not imaging studies.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s postoperative delirium worsened on postoperative day 6, when his platelet count fell further to 26×10^9/L (repeat 24×10^9/L). What did these changes prompt?","urgent platelet transfusion","anti-PF4/heparin antibody testing","a septic workup","CT brain imaging","MRI brain imaging","(D)","CT brain imaging"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/34","fix","formatting","The correct option uses the malformed white-blood-cell-count unit ""×109/L"" instead of ""×10^9/L"".","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", on postoperative day 5 (POD5), when the patient's platelet count had fallen to 50×10^9/L, the complete blood count also showed a corresponding white blood cell count. What was that white blood cell count?","12.8×10^9/L","7.8×10^9/L","73×10^9/L","11.0×10^9/L","7.3×10^9/L","(B)","7.8×10^9/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/39","fix","stem_answer_mismatch","The correct option is phrased as ""without red cell fragments"" even though the stem asks what abnormality was absent.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", a review of the patient’s POD7 peripheral blood film showed thrombocytopenia without certain red cell findings. What red cell abnormality was absent on that smear?","platelet clumps","‘toxic’ white blood cell abnormalities","red cell fragments (schistocytes)","giant platelets","microspherocytes","(C)","red cell fragments (schistocytes)"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/45","fix","stem_answer_mismatch","The stem asks for the initial designation, but most options are not possible designations of the SRA result.","According to the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s serotonin-release assay was reviewed after the Fc receptor-blocking monoclonal antibody IV.3 failed to fully inhibit serotonin release at 0.1 U/mL UFH. What initial designation was given to this SRA result?","an ‘indeterminate’ SRA result","a ‘negative’ SRA result","a ‘strongly positive’ SRA result","a ‘weakly positive’ SRA result","a ‘classic HIT’ SRA result","(A)","an ‘indeterminate’ SRA result"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/47","fix","stem_answer_mismatch","The stem asks for a UFH concentration, but the correct option is a full SRA finding rather than just a concentration.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s POD5 serum was tested in a serotonin-release assay after postoperative thrombocytopenia and suspected HIT. Which SRA finding was reported for the patient's POD5 serum?","no serotonin release in the absence of UFH (0% in the no-heparin control)","a lack of serotonin release (0%) at supratherapeutic (100 U/mL) UFH","an absence of serotonin release (0%) at low-dose (0.1 and 0.3 U/mL) UFH","persistent serotonin release (>90%) at supratherapeutic (100 U/mL) UFH","only a weak-positive PF4/polyanion ELISA without evidence of functional platelet activation","(B)","a lack of serotonin release (0%) at supratherapeutic (100 U/mL) UFH"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/61","fix","formatting","Several options contain tab characters between the dose number and unit.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient was treated with fondaparinux until postoperative day 65, when apixaban was restarted for long-term anticoagulation. At what dose was apixaban resumed?","7.5 mg, once per day subcutaneously, until the platelet count normalized.","5 mg, two times per day orally, for long-term anticoagulation.","20 mg, once per day orally, for long-term anticoagulation.","2.5 mg, two times per day orally, for long-term anticoagulation.","10 mg, two times per day orally for 7 days, then 5 mg two times per day.","(B)","5 mg, two times per day orally, for long-term anticoagulation."
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/62","fix","formatting","The answer options use the malformed platelet-count unit ""×109/L"" instead of ""×10^9/L"".","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient’s platelet count gradually recovered after treatment and follow-up. What was the platelet count when it had recovered to normal on postoperative day 62 (POD62)?","150×10^9/L at POD62","155×10^9/L at POD62","202×10^9/L at POD87","155×10^9/L at POD87","202×10^9/L at POD62","(B)","155×10^9/L at POD62"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/68","fix","formatting","The correct option uses the malformed platelet-count unit ""×109/L"" instead of ""×10^9/L"".","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", the patient developed severe postoperative autoimmune HIT after cardiac surgery. During argatroban anticoagulation, his platelet count fell to an unusually low minimum. What nadir platelet count did the patient reach?","13×10^9/L","20×10^9/L","30×10^9/L","15×10^9/L","50×10^9/L","(A)","13×10^9/L"
"medical/Autoimmune_heparininduced_thrombocytopenia_following_cardiac/76","fix","stem_answer_mismatch","The stem asks what alternative explanation accounted for the course, but the correct option is the absence of another plausible diagnosis.","In the case report ""Autoimmune heparin-induced thrombocytopenia following cardiac surgery"", what point helped the authors ultimately confirm autoimmune HIT in this patient?","no other plausible diagnosis to explain the patient’s unusual clinical course","clear evidence of sepsis-related disseminated intravascular coagulation causing the thrombocytopenia","a novel serological profile in the presence of monoclonal antibody IV.3","a high 4Ts score to support the diagnosis of classic HIT","rapid normalization of the platelet count immediately after heparin cessation alone","(A)","no other plausible diagnosis to explain the patient’s unusual clinical course"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/4","fix","stem_answer_mismatch","The stem asks what the episodes never resulted in, but the correct option repeats the full ""never resulted"" clause.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had a 7-year history of recurrent choking episodes that could interrupt meals or wake her from sleep with coughing and gasping. Which statement describes these choking episodes?","were consistently accompanied by loud snoring and daytime somnolence.","were triggered mainly by solid foods rather than liquids.","usually required the Heimlich maneuver to relieve the obstruction.","often progressed to aspiration pneumonia requiring hospitalization.","never resulted in complete airway obstruction.","(E)","never resulted in complete airway obstruction."
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/9","fix","grammar","The phrase ""a 14-year-old non-contrast CT scan"" can be misread as referring to a patient's age rather than a scan from 14 years earlier.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a non-contrast head CT from 14 years earlier had originally been read as normal and was later re-reviewed during evaluation of a woman in her early 40s with chronic choking episodes, occipital headaches, and unexplained hypoxia. What anatomical abnormality was seen on that re-review?","obstructive hydrocephalus with ventricular enlargement.","crowded foramen magnum.","basilar invagination with ventral brainstem compression.","widened cerebrospinal fluid space at the craniocervical junction.","diffuse cerebellar atrophy.","(B)","crowded foramen magnum."
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/24","fix","stem_answer_mismatch","The stem asks what procedures were performed, but the correct option also states the results of those procedures.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had recurrent choking episodes, and several investigations were done to look for a cause. Which statement describes the procedures performed to investigate these choking episodes?","Repeated laryngoscopies and upper endoscopies suggested intermittent vocal cord dysfunction as the cause of the choking episodes.","Polysomnography confirmed severe obstructive sleep apnoea, which was thought to explain the nocturnal and recurrent choking episodes.","A barium swallow and oesophageal manometry demonstrated significant oesophageal dysmotility responsible for the choking episodes.","Multiple laryngoscopies and endoscopies performed to investigate the choking episodes were normal.","CT imaging of the neck and chest revealed an extrinsic compressive lesion causing the choking episodes.","(D)","Multiple laryngoscopies and endoscopies performed to investigate the choking episodes were normal."
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/40","fix","option_type_mismatch","The stem asks how many patients, but one option is a percentage rather than a count.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a prospective study of 90 adults with Chiari malformation type I found that a central apnoea index ≥5 occurred in 6.7% of patients. How many patients in that study had pure central sleep apnoea?","six patients","one case","three cases","two cases","eight patients","(B)","one case"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/47","fix","option_type_mismatch","The stem asks how often the nocturnal episodes occurred, but some options are not frequencies.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s had recurrent choking episodes that also occurred during sleep. How often did her nocturnal episodes occur each week?","after most evening meals","three to four times per week","almost every night","once or twice per month","about once per week","(B)","three to four times per week"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/48","fix","option_type_mismatch","The stem asks for a duration, but some options are not durations.","In the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", a woman in her early 40s was seen in family medicine for recurrent choking episodes during meals and sleep that affected both solids and liquids equally. Over what duration had she been experiencing these choking episodes?","3-year history","5-year history","10-year history","7-year history","2-year history","(D)","7-year history"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/59","fix","option_type_mismatch","The stem asks for an oxygen saturation, but several options are not oxygen saturation values.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", during the incident at the international airport when the patient developed acute dizziness and nausea and was denied boarding, what oxygen saturation did on-site medical personnel document?","78%","88%","98%","92%","70%","(A)","78%"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/71","fix","stem_answer_mismatch","The stem asks specifically for a finding related to fatigability, but the correct option includes antibody testing as well.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", myasthenia gravis was considered during the evaluation of the patient’s choking episodes and bulbar symptoms. What findings made this diagnosis unlikely?","obstructive events on polysomnography, obesity hypoventilation and excessive daytime somnolence.","normal pH studies, normal endoscopies and lack of response to maximal acid suppression.","negative antibody testing, presence of fatigability and pronounced diurnal variation.","positive antibody testing, lack of fatigability and absence of diurnal variation.","negative antibody testing, lack of fatigability and absence of diurnal variation.","(E)","negative antibody testing, lack of fatigability and absence of diurnal variation."
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/76","fix","stem_answer_mismatch","The stem asks what was included on a monthly basis, but the correct option includes monthly, quarterly, and annual parts of the plan.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient chose to defer surgery, so a structured monitoring plan was started. What was included in that structured monitoring plan?","regular neurosurgical evaluations, quarterly overnight oximetry and early surgical decompression if symptoms progressed.","bimonthly clinical reviews, home cardiorespiratory monitoring and repeat MRI at 6 months.","monthly neurological assessments, quarterly full polysomnography and semiannual MRI follow-up.","monthly clinical assessments, quarterly pulmonary function testing and annual CT surveillance.","monthly clinical assessments, quarterly overnight oximetry and annual MRI surveillance.","(E)","monthly clinical assessments, quarterly overnight oximetry and annual MRI surveillance."
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/81","fix","stem_answer_mismatch","The stem asks for the immediate trigger, but the correct option includes both the trigger and the resulting desaturation.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient had an airport episode in which she developed profound oxygen desaturation without dyspnoea. Which explanation did the authors give for the airport desaturation episode?","a momentary distraction precipitated profound desaturation without dyspnoea","obstructive upper-airway collapse produced a typical sleep-apnoea event with loud snoring and witnessed choking","a transient loss of voluntary ventilatory control caused abrupt apnoea despite preserved automatic breathing","an anxiety-related hyperventilation episode led to hypocapnic dizziness with prominent shortness of breath","tonsillar compression provoked acute inspiratory distress with marked dyspnoea and stridor during exertion","(A)","a momentary distraction precipitated profound desaturation without dyspnoea"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/87","fix","formatting","The percentage options are unnecessarily wrapped in parentheses.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient had a type III sleep study showing a low overall apnea–hypopnea index but predominantly central events. What proportion of the events were central?","70%","60%","50%","72%","80%","(D)","72%"
"medical/Central_hypoventilation_and_choking_episodes_revealing_Chiar/99","fix","option_type_mismatch","The stem asks how long the diagnostic delay was, but several options are not durations.","According to the case report ""Central hypoventilation and choking episodes revealing Chiari malformation type I"", the patient’s atypical symptoms of central hypoventilation and choking made the diagnosis difficult. How long was the delay before the condition was diagnosed?","10-year delay in diagnosis","14-year delay in diagnosis","7-year delay in diagnosis","3-year delay in diagnosis","12-year delay in diagnosis","(B)","14-year delay in diagnosis"
