review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
arxiv/LongRoPE/106,fix,option_type_mismatch,"Stem asks for an extension level, but one distractor is a capability rather than an extension ratio; broadening the stem fixes the option type mismatch.","In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what does the authors' non-uniform positional interpolation achieve without fine-tuning?",sub-quadratic attention complexity.,16$\times$ extension.,8$\times$ extension.,2$\times$ extension.,512$\times$ extension.,(C),8$\times$ extension.
arxiv/LongRoPE/113,fix,option_type_mismatch,"Stem asks for a context window size, but one distractor is an extension ratio; broadening the stem makes the options natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", after performing a secondary search on the fine-tuned 256k-length LLM and extending it without further fine-tuning, what long-context result do the authors obtain?",256k context window.,128k context window.,32k context window.,2048k context window.,512× extension ratio.,(D),2048k context window.
arxiv/LongRoPE/127,fix,option_type_mismatch,"Stem asks for a range of RoPE dimensions, while several options are other ranges or model parts; broadening the stem makes the option set natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", where are the optimal rescale factors searched when the target context window size is $L'$?",from the $1^{st}$ to $d^{th}$ RoPE dimension.,from the $1^{st}$ to $\hat{n}^{th}$ token position.,from the initial $\hat{n}-1$ token positions to the target context window size $L'.$,from the input embedding layer to the final output projection.,from the lowest to the highest attention head in each transformer layer.,(A),from the $1^{st}$ to $d^{th}$ RoPE dimension.
arxiv/LongRoPE/131,fix,option_type_mismatch,"Stem asks for how many token positions, but several options are conditions or model parts; rewriting it as a location question makes the options fit.","In the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", where does the rescale factor $\hat\lambda_{i}$ not take effect, with the original RoPE rotary angle $\frac{n}{\beta^i}$ used instead?",token positions n \geq \hat{n},the higher-frequency RoPE dimensions,tokens within the model's original pretraining context window,initial $\hat{n}$-1 token positions.,sequences whose length is below the target context window L',(D),initial $\hat{n}$-1 token positions.
arxiv/LongRoPE/145,fix,grammar,"Stem contains the ungrammatical phrase ""at within 256k training length"".","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what target context window size does the efficient, progressive method achieve with just 1k fine-tuning steps while training within a 256k length?",4096k.,1024k.,2048k.,256k.,512k.,(C),2048k.
arxiv/LongRoPE/154,reject,option_type_mismatch,"Stem asks for a number of fine-tuning steps, but several options are training lengths or non-step procedures; clean repair would require arbitrary step-count distractors.",,,,,,,,
arxiv/LongRoPE/189,fix,option_type_mismatch,"Stem asks for a training length, but one distractor is a training strategy rather than a length; broadening the stem makes the options more natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what training setting do the authors use for Mistral's 128k and 256k fine-tuning when they follow YaRN's setting?",16k training length.,32k training length.,progressive context-length curriculum training.,8k training length.,128k fine-tuning length.,(A),16k training length.
arxiv/LongRoPE/190,fix,"stem_answer_mismatch,option_type_mismatch","Stem asks for a kind of number, but several options are non-numeric passkey forms; asking for the passkey form fixes the mismatch.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the synthetic passkey retrieval evaluation task, what form does the random passkey hidden in the long document take?",a six-digit number.,a key-value pair embedded in the context.,an alphanumeric string.,a short sentence inserted at a random location.,a five-digit number.,(E),a five-digit number.
arxiv/LongRoPE/194,fix,"stem_answer_mismatch,grammar","Stem says the choice affects Mistral, but the fact says it limits an ability; rewriting the stem and correct option makes the answer natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the discussion of Mistral’s 128k and 256k fine-tuning where the authors follow YaRN’s setting and use a 16k training length, what ability does this choice limit for Mistral after fine-tuning?",instruction-following performance on downstream benchmarks,benefit from a smaller secondary extension ratio,the ability to further extend the context window.,passkey retrieval accuracy in generation tasks,perplexity gains at shorter context lengths,(C),the ability to further extend the context window.
arxiv/LongRoPE/206,fix,option_type_mismatch,"Stem asks for a kind of module, but several distractors are techniques or layers; broadening the stem makes the options natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", what do retrieval-based approaches use to memorize long past context?",position interpolation techniques,an external memory module.,retrieval modules for related document fetching at inference,minor positional embedding modifications,sparse attention layers,(B),an external memory module.
arxiv/LongRoPE/208,fix,option_type_mismatch,"Stem asks for a kind of modification, but several options are broader methods or modules; broadening the stem fixes the option type mismatch.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", compared with retrieval-based approaches that need explicit modifications to LLM architectures, what does the authors' work use?",minor positional embedding modifications.,full transformer architecture modifications.,low-rank adapter tuning of model weights.,attention-based context window extensions.,an external memory module with retrieval modules.,(A),minor positional embedding modifications.
arxiv/LongRoPE/217,fix,"stem_answer_mismatch,grammar","Stem asks for methods plural, but the correct option gives one method; rewriting the stem in singular makes it natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which method is proposed to mitigate the GPU overhead of fine-tuning for long context lengths over 128k?",FlashAttention,PoSE-free RoPE scaling,StreamingLLM,LongLoRA,ScaledRoPE,(D),LongLoRA
arxiv/LongRoPE/225,fix,option_type_mismatch,"Stem asks specifically for passkey retrieval accuracy, but several options are broader reported results; broadening the stem makes the options natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", which result does LongRoPE report in its long-context experiments, alongside maintaining low perplexity from 4k to 2048k and comparable accuracy on standard benchmarks within the 4096 context window?",over 90% accuracy on MMLU without additional fine-tuning,a 4096k context window for LLaMA2 and Mistral,state-of-the-art accuracy on standard benchmarks beyond the 4096-token setting,over 90\% passkey retrieval accuracy,below-10 perplexity across all evaluation lengths up to 2 million tokens,(D),over 90\% passkey retrieval accuracy
arxiv/LongRoPE/233,fix,formatting,Correct option and target use malformed LaTeX for the reciprocal of lambda.,"According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", in the optimization problem for rescaling RoPE rotation angles, what is $\mathbb{I}(\hat{\lambda}_{i},\hat{n})$ when $n\geq\hat{n}$?",\frac{1}{\sqrt{d_k}},$1/\lambda_i$.,\frac{n}{\beta^i},\lambda_i,1,(B),$1/\lambda_i$.
arxiv/LongRoPE/234,fix,"stem_answer_mismatch,option_type_mismatch","Stem asks for token positions, but the correct option omits ""initial"" and several distractors are not token positions; broadening the stem and fixing the correct option makes it natural.","According to the paper ""LongRoPE: Extending LLM Context Window Beyond 2 Million Tokens"", where does the rescale factor $\hat\lambda_{i}$ remain inactive so that the original RoPE rotary angle $\frac{n}{\beta^i}$ is used?",the query and key vectors in each attention head,the initial $\hat{n}-1$ token positions.,the $i^{\mathrm{th}}$ RoPE dimensions,all $L'$ token positions in the target context window,token positions $n\geq\hat{n}$,(B),the initial $\hat{n}-1$ token positions.
