review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
arxiv/QLoRA/140,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", what kind of full finetuning performance do the authors say 4-bit \textsc{QLoRA} with NF4 matches on academic benchmarks with well-established evaluation setups?",16-bit full finetuning.,8-bit adapter finetuning.,16-bit LoRA finetuning.,32-bit full finetuning.,16-bit brain float LoRA finetuning.,(A),16-bit full finetuning.
arxiv/QLoRA/144,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when discussing the MMLU benchmark results for 4-bit \textsc{QLoRA} with NF4, what other finetuning performance is said to be replicated in addition to 16-bit full finetuning performance?",FP4 LoRA finetuning performance.,16-bit LoRA finetuning performance.,16-bit prefix-tuning performance.,8-bit adapter finetuning performance.,8-bit full finetuning performance.,(B),16-bit LoRA finetuning performance.
arxiv/QLoRA/180,reject,option_type_mismatch,"The stem asks for a percentage threshold, but most choices are non-percentage concepts rather than plausible percentage answers.",,,,,,,,
arxiv/QLoRA/184,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", what platform do the authors use to obtain human annotators for the parallel human evaluations on the Vicuna benchmark, where they get two annotators for comparisons to ChatGPT and three annotators for pairwise comparisons?",Scale AI Data Engine,Prolific Academic,Appen,GPT-4,Amazon Mechanical Turk (AMT),(E),Amazon Mechanical Turk (AMT)
arxiv/QLoRA/192,reject,option_type_mismatch,"The stem asks how many human annotators were used, but one choice is an automated judge rather than an annotator count.",,,,,,,,
arxiv/QLoRA/196,fix,stem_answer_mismatch,"The stem asks ""how many,"" but the correct option is phrased as what the human evaluations match.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", what do the two parallel human evaluations on the Vicuna benchmark match?",the GPT-4 pairwise comparison protocol.,both automated evaluation protocols.,the tournament-style Elo rating setup.,standard RLHF evaluation procedures.,the Vicuna and OA benchmarks.,(B),both automated evaluation protocols.
arxiv/QLoRA/211,fix,grammar,"The stem is grammatically awkward and repeats ""what"" unnaturally.","According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", benchmark validity concerns whether a benchmark truly tests what?",whether systems generalize to unseen domains,what its name or description suggests,representative patterns in the text it generates,how consistently it ranks models across runs,the summary statistics reported in evaluation,(B),what its name or description suggests
arxiv/QLoRA/215,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", which two sources provide the pairwise judgments used in the recommended Elo ranking method for evaluating models on the Vicuna benchmark, instead of grounding an absolute scale?",crowdworkers and automated reward models.,GPT-4 alone.,human annotators and GPT-4.,human annotators alone.,human annotators and ChatGPT.,(C),human annotators and GPT-4.
arxiv/QLoRA/216,reject,option_type_mismatch,"The stem asks what kind of GPUs were used, but one choice is a dataset rather than a hardware option.",,,,,,,,
arxiv/QLoRA/219,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the example response generated by Guanaco to a question about whether peer reviewed scientists have confirmed that the earth is flat, what does Guanaco describe that belief as?",a controversial hypothesis,an established fact,simply false,a conspiracy theory,a scientific theory,(D),a conspiracy theory
arxiv/QLoRA/223,fix,truncated_stem,The stem is truncated after the quoted user question and does not ask for the target naturally.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", when describing Guanaco's response to the user asking ""What time is it?"", what does the model say its responses do not reflect?",the current time.,live internet data.,real-time information.,its current emotional state.,its physical location.,(A),the current time.
arxiv/QLoRA/228,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the example where Guanaco responds to a user asking it to reverse the words in the sentence “I'm a cool dude in a mocha mood,” what rules does Guanaco say that sentence follows?",the adjective-before-noun pattern in English.,a standard subject-verb-object order.,the correct grammar and syntax rules.,a perfectly acceptable sentence structure.,the normal word-order rules for reversal.,(C),the correct grammar and syntax rules.
arxiv/QLoRA/231,fix,formatting,The stem has an extraneous leading question label or bullet.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", in the Theory of Mind example involving James and Abby, after Abby leaves the bedroom, where does James move the pen?",the nightstand drawer.,the desk drawer.,the bag.,the backpack.,the box.,(C),the bag.
arxiv/QLoRA/234,fix,formatting,The stem has an extraneous leading question label or bullet.,"According to the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", what Fleiss statistic value do the authors report for agreement among human annotators in their evaluation?",$\kappa=0.42$.,$\alpha=0.42$.,$\kappa=0.50$.,$\kappa=0.35$.,$\kappa=0.65$.,(A),$\kappa=0.42$.
arxiv/QLoRA/244,fix,formatting,The stem has an extraneous leading question label or bullet.,"In the paper ""QLoRA: Efficient Finetuning of Quantized LLMs"", what level of agreement do the authors report among human annotators in their evaluation of chatbot task performance?",strong agreement.,substantial agreement.,near-perfect agreement.,moderate agreement.,fair agreement.,(D),moderate agreement.
