review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
arxiv/DPO/24,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what does the DPO update increase between preferred and dispreferred responses, while using a dynamic, per-example importance weight to avoid the model degeneration that occurs with a naive probability ratio objective?",learned reward model,relative log probability.,KL-divergence constraint,maximum likelihood objective,probability ratio objective,(B),relative log probability.
arxiv/DPO/27,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", according to the authors, given a dataset of human preferences over model responses, what kind of objective does DPO use to optimize a policy?",an explicit reward model trained with a preference loss,a simple binary cross-entropy objective.,supervised fine-tuning on human demonstrations,a pairwise hinge ranking objective,reinforcement learning with proximal policy optimization,(B),a simple binary cross-entropy objective.
arxiv/DPO/42,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what kind of data does the closely related line of work generate by leveraging LLMs fine-tuned for instruction following with human feedback, using weak supervision from humans in the form of a text rubric for the LLM's annotations?",a neural network reward function compatible with human preferences.,absolute reward labels for targeted attributes such as safety or harmlessness.,additional synthetic preference data.,offline preference-annotated action pairs.,additional instruction-following demonstrations.,(C),additional synthetic preference data.
arxiv/DPO/43,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", outside of the context of language, in what two settings has learning policies from preferences been studied?",contextual bandit and ranking-based settings,online and offline preference-learning settings,inverse reinforcement learning and imitation learning settings,bandit and reinforcement learning settings,supervised and self-supervised learning settings,(D),bandit and reinforcement learning settings
arxiv/DPO/45,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what kind of policy learning approach do the authors present as an alternative to methods that first estimate a latent scoring function and then optimize it?",a single stage policy learning approach.,a proximal policy optimization objective,a reward-model-based reinforcement learning pipeline,an inverse reinforcement learning approach,a contextual dueling bandit formulation,(A),a single stage policy learning approach.
arxiv/DPO/52,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when LLMs fine-tuned for instruction following with human feedback are used to generate additional synthetic preference data for targeted attributes such as safety or harmlessness, what form does the weak supervision from humans take for the LLM's annotations?",a dataset of human preferences.,expert demonstrations.,scalar reward scores.,a text rubric.,pairwise preference comparisons.,(D),a text rubric.
arxiv/DPO/53,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what is the third phase usually included in the RLHF pipeline?",preference sampling and reward learning.,RL optimization.,reward modelling phase.,supervised fine-tuning (SFT).,proximal policy optimization (PPO).,(B),RL optimization.
arxiv/DPO/55,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the reward modelling phase where human labelers compare two completions $(y_1, y_2)$ for a prompt $x$ and express preferences as $y_w \succ y_l \mid x$, what does $y_l$ denote?",the preferred completion.,"the latent reward assigned by r^*(x, y).",the completion generated by the reference policy π_ref(y|x).,the dispreferred completion.,the prompt x being evaluated.,(D),the dispreferred completion.
arxiv/DPO/57,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", when the preference modeling problem is framed as a binary classification over a comparison dataset $\mathcal{D}$ and a reward model $r_{\phi}(x, y)$, what loss is used for $\mathcal{L}_R(r_{\phi}, \mathcal{D})$?",Plackett-Luce ranking loss,pairwise hinge loss,mean squared error loss,negative log-likelihood loss.,KL-regularized PPO objective,(D),negative log-likelihood loss.
arxiv/DPO/59,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", in the discussion of the reward network $r_{\phi}(x, y)$ for language models, what model is it often initialized from before adding a linear layer on top of the final transformer layer?",a pre-trained language model before supervised fine-tuning on the downstream task.,the RL policy $\pi_{\theta}(y \mid x)$ optimized during the fine-tuning phase.,"the latent reward model $r^*(x, y)$ assumed to generate human preferences.","a separately trained preference classifier over $(x, y_w, y_l)$ comparison pairs.",the SFT model $\pi^\text{SFT}(y \mid x)$.,(E),the SFT model $\pi^\text{SFT}(y \mid x)$.
arxiv/DPO/61,fix,"stem_answer_mismatch,option_type_mismatch",The why-question is not naturally answered by the original noun-phrase options.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what is the purpose of normalizing the rewards so that $\mathbb{E}_{x,y\sim \mathcal{D}}\left[r_\phi(x, y)\right] = 0$ for all $x$?",to train a binary classifier for pairwise human preferences,to produce a single scalar prediction for the reward value,to ensure a reward function with lower variance,to keep the policy closer to the base reference model,to calibrate preference probabilities under the Bradley-Terry model,(C),to ensure a reward function with lower variance
arxiv/DPO/77,fix,ambiguous_options,"The original option set includes both reinforcement learning and PPO, even though PPO is an RL method.","According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what broad approach is typically used to optimize this non-differentiable objective?",reinforcement learning,direct preference optimization,maximum likelihood estimation,supervised fine-tuning,closed-form policy extraction,(A),reinforcement learning
arxiv/DPO/78,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"According to the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what kind of mapping do the authors identify as the key insight for transforming a loss function over reward functions into a loss function over policies?",an analytical mapping.,the Bradley-Terry preference model,a closed-form solution for the optimal policy,a policy-gradient reinforcement learning objective,a particular parameterization of the reward model,(A),an analytical mapping.
arxiv/DPO/86,fix,formatting,The stem has a visible prompt/list prefix that should not be part of the question.,"In the paper ""Direct Preference Optimization: Your Language Model is Secretly a Reward Model"", what does the Bradley-Terry model depend on between two completions $y_1$ and $y_2$ for a prompt $x$?",the difference of rewards.,the partition function $Z(x)$.,the KL divergence from the reference model.,the log-probability ratio to the reference policy.,the sum of rewards.,(A),the difference of rewards.
